CODMUNRES,ano_nasc,Qtd_2Robson,Qtd_Total
314880,2019,1,21
314890,2012,16,40
314890,2013,0,30
314890,2014,12,34
314890,2015,10,38
314890,2016,6,34
314890,2017,12,37
314890,2018,11,37
314890,2019,5,29
314900,2012,3,27
314900,2013,0,31
314900,2014,1,27
314900,2015,0,39
314900,2016,0,34
314900,2017,0,29
314900,2018,5,29
314900,2019,1,32
314910,2012,27,125
314910,2013,0,117
314910,2014,28,132
314910,2015,22,122
314910,2016,18,130
314910,2017,24,154
314910,2018,18,124
314910,2019,13,128
314915,2012,14,141
314915,2013,0,131
314915,2014,29,150
314915,2015,18,118
314915,2016,16,118
314915,2017,6,122
314915,2018,13,110
314915,2019,9,124
314920,2012,8,31
314920,2013,0,30
314920,2014,8,31
314920,2015,7,27
314920,2016,4,43
314920,2017,8,33
314920,2018,5,30
314920,2019,5,25
314930,2012,232,849
314930,2013,0,746
314930,2014,171,819
314930,2015,185,851
314930,2016,157,834
314930,2017,223,770
314930,2018,196,828
314930,2019,190,732
314940,2012,5,18
314940,2013,0,15
314940,2014,2,19
314940,2015,6,17
314940,2016,2,13
314940,2017,1,5
314940,2018,1,19
314940,2019,3,16
314950,2012,11,30
314950,2013,0,39
314950,2014,12,32
314950,2015,11,50
314950,2016,8,46
314950,2017,4,27
314950,2018,8,36
314950,2019,5,39
314960,2012,9,51
314960,2013,0,49
314960,2014,8,50
314960,2015,9,54
314960,2016,8,42
314960,2017,5,42
314960,2018,11,44
314960,2019,7,41
314970,2012,42,136
314970,2013,0,164
314970,2014,53,167
314970,2015,46,145
314970,2016,33,157
314970,2017,27,139
314970,2018,43,188
314970,2019,27,171
314980,2012,20,173
314980,2013,0,204
314980,2014,36,177
314980,2015,22,178
314980,2016,24,196
314980,2017,39,203
314980,2018,35,233
314980,2019,34,235
314990,2012,38,167
314990,2013,0,212
314990,2014,70,245
314990,2015,43,218
314990,2016,46,189
314990,2017,32,176
314990,2018,41,193
314990,2019,46,199
314995,2012,26,122
314995,2013,0,96
314995,2014,23,87
314995,2015,18,100
314995,2016,13,98
314995,2017,11,113
314995,2018,22,111
314995,2019,21,108
315000,2012,2,33
315000,2013,0,32
315000,2014,3,50
315000,2015,7,49
315000,2016,11,52
315000,2017,4,54
315000,2018,1,42
315000,2019,6,53
315010,2012,7,19
315010,2013,0,26
315010,2014,5,28
315010,2015,3,27
315010,2016,3,31
315010,2017,5,16
315010,2018,4,22
315010,2019,3,21
315015,2012,33,126
315015,2013,0,125
315015,2014,22,124
315015,2015,31,130
315015,2016,31,147
315015,2017,31,127
315015,2018,22,111
315015,2019,31,129
315020,2012,14,54
315020,2013,0,50
315020,2014,10,50
315020,2015,10,49
315020,2016,8,54
315020,2017,11,43
315020,2018,11,64
315020,2019,10,63
315030,2012,10,51
315030,2013,0,33
315030,2014,8,48
315030,2015,11,35
315030,2016,5,42
315030,2017,8,49
315030,2018,9,51
315030,2019,5,44
315040,2012,7,43
315040,2013,0,40
315040,2014,9,39
315040,2015,10,53
315040,2016,9,52
315040,2017,10,53
315040,2018,9,50
315040,2019,8,39
315050,2012,14,76
315050,2013,0,73
315050,2014,9,71
315050,2015,3,69
315050,2016,7,69
315050,2017,9,67
315050,2018,7,56
315050,2019,11,72
315053,2012,6,41
315053,2013,0,63
315053,2014,9,48
315053,2015,5,60
315053,2016,10,56
315053,2017,11,66
315053,2018,10,53
315053,2019,6,59
315057,2012,10,68
315057,2013,0,80
315057,2014,13,104
315057,2015,13,97
315057,2016,13,85
315057,2017,5,112
315057,2018,9,91
315057,2019,6,98
315060,2012,16,45
315060,2013,0,64
315060,2014,3,37
315060,2015,6,49
315060,2016,7,65
315060,2017,5,54
315060,2018,9,59
315060,2019,11,67
315070,2012,9,67
315070,2013,0,67
315070,2014,12,68
315070,2015,11,82
315070,2016,12,95
315070,2017,19,91
315070,2018,13,100
315070,2019,10,71
315080,2012,29,139
315080,2013,0,160
315080,2014,30,158
315080,2015,34,150
315080,2016,35,149
315080,2017,31,151
315080,2018,32,158
315080,2019,32,148
315090,2012,20,77
315090,2013,0,51
315090,2014,8,64
315090,2015,12,64
315090,2016,5,41
315090,2017,13,62
315090,2018,8,60
315090,2019,11,64
315100,2012,36,110
315100,2013,0,122
315100,2014,23,105
315100,2015,17,106
315100,2016,12,131
315100,2017,11,101
315100,2018,21,104
315100,2019,20,123
315110,2012,11,144
315110,2013,0,137
315110,2014,21,175
315110,2015,27,146
315110,2016,22,142
315110,2017,30,168
315110,2018,21,166
315110,2019,17,163
315120,2012,144,812
315120,2013,0,839
315120,2014,132,910
315120,2015,147,875
315120,2016,158,763
315120,2017,172,849
315120,2018,177,852
315120,2019,159,757
315130,2012,9,143
315130,2013,0,149
315130,2014,14,131
315130,2015,7,127
315130,2016,4,120
315130,2017,5,119
315130,2018,3,123
315130,2019,5,123
315140,2012,110,352
315140,2013,0,337
315140,2014,104,309
315140,2015,114,365
315140,2016,99,330
315140,2017,89,348
315140,2018,88,343
315140,2019,70,337
315150,2012,59,380
315150,2013,0,388
315150,2014,50,371
315150,2015,26,399
315150,2016,3,383
315150,2017,10,433
315150,2018,19,405
315150,2019,20,437
315160,2012,18,167
315160,2013,0,120
315160,2014,25,150
315160,2015,18,152
315160,2016,29,126
315160,2017,19,128
315160,2018,18,136
315160,2019,16,130
315170,2012,46,177
315170,2013,0,158
315170,2014,25,155
315170,2015,39,153
315170,2016,47,178
315170,2017,31,163
315170,2018,27,160
315170,2019,35,176
315180,2012,329,2020
315180,2013,0,1970
315180,2014,327,2021
315180,2015,233,2069
315180,2016,158,1873
315180,2017,245,1934
315180,2018,293,1899
315180,2019,303,1904
315190,2012,7,113
315190,2013,0,89
315190,2014,5,86
315190,2015,4,107
315190,2016,9,75
315190,2017,6,71
315190,2018,9,112
315190,2019,11,86
315200,2012,15,406
315200,2013,0,411
315200,2014,22,437
315200,2015,37,436
315200,2016,49,422
315200,2017,54,410
315200,2018,70,440
315200,2019,62,429
315210,2012,167,706
315210,2013,0,652
315210,2014,176,692
315210,2015,199,695
315210,2016,206,712
315210,2017,182,741
315210,2018,171,662
315210,2019,165,714
315213,2012,9,59
315213,2013,0,58
315213,2014,7,58
315213,2015,11,62
315213,2016,10,57
315213,2017,11,58
315213,2018,11,47
315213,2019,15,68
315217,2012,16,129
315217,2013,0,149
315217,2014,13,140
315217,2015,33,156
315217,2016,16,139
315217,2017,17,147
315217,2018,4,148
315217,2019,2,160
315220,2012,127,487
315220,2013,0,473
315220,2014,132,525
315220,2015,94,436
315220,2016,87,446
315220,2017,85,432
315220,2018,101,501
315220,2019,87,457
315230,2012,19,106
315230,2013,0,86
315230,2014,11,110
315230,2015,13,105
315230,2016,6,82
315230,2017,18,103
315230,2018,15,99
315230,2019,14,91
315240,2012,42,199
315240,2013,0,185
315240,2014,24,194
315240,2015,20,161
315240,2016,16,158
315240,2017,24,153
315240,2018,21,169
315240,2019,30,176
315250,2012,392,1835
315250,2013,0,1885
315250,2014,451,1971
315250,2015,408,2029
315250,2016,326,1819
315250,2017,409,1947
315250,2018,368,1917
315250,2019,347,1920
315260,2012,16,64
315260,2013,0,81
315260,2014,11,64
315260,2015,5,66
315260,2016,16,70
315260,2017,16,64
315260,2018,10,77
315260,2019,7,65
315270,2012,12,81
315270,2013,0,110
315270,2014,16,93
315270,2015,13,93
315270,2016,11,73
315270,2017,9,78
315270,2018,12,84
315270,2019,12,76
315280,2012,116,325
315280,2013,0,328
315280,2014,106,335
315280,2015,99,382
315280,2016,106,371
315280,2017,109,364
315280,2018,110,364
315280,2019,94,301
315290,2012,18,91
315290,2013,0,86
315290,2014,18,84
315290,2015,12,86
315290,2016,9,77
315290,2017,26,80
315290,2018,8,65
315290,2019,10,69
315300,2012,15,40
315300,2013,0,26
315300,2014,12,40
315300,2015,7,38
315300,2016,10,41
315300,2017,10,51
315300,2018,10,42
315300,2019,9,41
315310,2012,5,51
315310,2013,0,40
315310,2014,4,41
315310,2015,6,58
315310,2016,6,40
315310,2017,7,48
315310,2018,7,50
315310,2019,0,32
315320,2012,13,35
315320,2013,0,39
315320,2014,6,35
315320,2015,12,33
315320,2016,12,28
315320,2017,9,40
315320,2018,9,36
315320,2019,5,41
315330,2012,13,47
315330,2013,0,36
315330,2014,8,55
315330,2015,3,45
315330,2016,4,37
315330,2017,9,45
315330,2018,6,35
315330,2019,3,42
315340,2012,41,193
315340,2013,0,189
315340,2014,36,190
315340,2015,32,200
315340,2016,50,182
315340,2017,47,198
315340,2018,42,195
315340,2019,36,173
315350,2012,7,101
315350,2013,0,113
315350,2014,12,116
315350,2015,11,103
315350,2016,18,98
315350,2017,13,101
315350,2018,14,94
315350,2019,14,123
315360,2012,32,140
315360,2013,0,145
315360,2014,29,156
315360,2015,40,182
315360,2016,30,136
315360,2017,24,126
315360,2018,28,158
315360,2019,22,135
315370,2012,13,32
315370,2013,0,32
315370,2014,6,35
315370,2015,5,35
315370,2016,2,22
315370,2017,4,34
315370,2018,6,32
315370,2019,9,33
315380,2012,7,12
315380,2013,0,15
315380,2014,2,8
315380,2015,1,13
315380,2016,7,19
315380,2017,4,11
315380,2018,1,14
315380,2019,7,20
315390,2012,12,199
315390,2013,0,225
315390,2014,57,227
315390,2015,52,180
315390,2016,57,208
315390,2017,57,197
315390,2018,44,179
315390,2019,39,187
315400,2012,13,234
315400,2013,0,222
315400,2014,25,275
315400,2015,8,260
315400,2016,7,213
315400,2017,16,270
315400,2018,4,258
315400,2019,8,269
315410,2012,6,85
315410,2013,0,95
315410,2014,14,99
315410,2015,15,104
315410,2016,9,85
315410,2017,6,98
315410,2018,6,86
315410,2019,5,87
315415,2012,35,106
315415,2013,0,84
315415,2014,36,118
315415,2015,30,81
315415,2016,27,95
315415,2017,22,104
315415,2018,25,104
315415,2019,23,135
315420,2012,12,147
315420,2013,0,139
315420,2014,13,148
315420,2015,15,128
315420,2016,12,112
315420,2017,8,114
315420,2018,10,99
315420,2019,10,89
315430,2012,49,223
315430,2013,0,185
315430,2014,50,221
315430,2015,55,219
315430,2016,34,188
315430,2017,52,205
315430,2018,54,225
315430,2019,45,210
315440,2012,10,48
315440,2013,0,53
315440,2014,5,53
315440,2015,7,52
315440,2016,5,40
315440,2017,11,52
315440,2018,6,42
315440,2019,15,60
315445,2012,11,116
315445,2013,0,70
315445,2014,3,75
315445,2015,11,81
315445,2016,8,72
315445,2017,10,75
315445,2018,17,67
315445,2019,11,84
315450,2012,22,127
315450,2013,0,127
315450,2014,37,130
315450,2015,32,118
315450,2016,22,114
315450,2017,15,104
315450,2018,15,111
315450,2019,23,130
315460,2012,880,4739
315460,2013,0,4812
315460,2014,868,4950
315460,2015,778,5220
315460,2016,735,4893
315460,2017,871,4833
315460,2018,788,4616
315460,2019,745,4486
315470,2012,6,40
315470,2013,0,33
315470,2014,9,48
315470,2015,3,38
315470,2016,9,48
315470,2017,6,41
315470,2018,11,41
315470,2019,13,40
315480,2012,14,146
315480,2013,0,127
315480,2014,19,129
315480,2015,41,122
315480,2016,38,138
315480,2017,38,148
315480,2018,24,126
315480,2019,21,123
315490,2012,35,176
315490,2013,0,183
315490,2014,29,174
315490,2015,24,159
315490,2016,30,144
315490,2017,24,143
315490,2018,34,142
315490,2019,24,156
315500,2012,4,19
315500,2013,0,18
315500,2014,6,19
315500,2015,5,15
315500,2016,6,23
315500,2017,5,14
315500,2018,6,21
315500,2019,5,28
315510,2012,8,64
315510,2013,0,71
315510,2014,5,57
315510,2015,7,57
315510,2016,4,43
315510,2017,2,66
315510,2018,0,61
315510,2019,2,63
315520,2012,3,23
315520,2013,0,35
315520,2014,10,40
315520,2015,8,37
315520,2016,5,32
315520,2017,11,25
315520,2018,8,39
315520,2019,16,45
315530,2012,7,39
315530,2013,0,42
315530,2014,10,43
315530,2015,11,52
315530,2016,6,43
315530,2017,11,55
315530,2018,5,38
315530,2019,11,50
315540,2012,12,84
315540,2013,0,98
315540,2014,20,81
315540,2015,14,80
315540,2016,12,65
315540,2017,21,93
315540,2018,13,78
315540,2019,14,97
315550,2012,32,130
315550,2013,0,135
315550,2014,23,118
315550,2015,17,138
315550,2016,32,147
315550,2017,25,144
315550,2018,29,135
315550,2019,27,169
315560,2012,72,373
315560,2013,0,392
315560,2014,84,428
315560,2015,80,408
315560,2016,86,397
315560,2017,86,372
315560,2018,70,402
315560,2019,63,383
315570,2012,37,164
315570,2013,0,159
315570,2014,31,147
315570,2015,32,162
315570,2016,29,152
315570,2017,26,158
315570,2018,31,154
315570,2019,24,149
315580,2012,25,199
315580,2013,0,179
315580,2014,30,191
315580,2015,30,217
315580,2016,29,170
315580,2017,30,215
315580,2018,25,204
315580,2019,22,174
315590,2012,3,36
315590,2013,0,31
315590,2014,6,36
315590,2015,11,55
315590,2016,8,36
315590,2017,10,45
315590,2018,3,39
315590,2019,5,38
315600,2012,13,197
315600,2013,0,157
315600,2014,8,142
315600,2015,11,143
315600,2016,17,157
315600,2017,9,135
315600,2018,5,122
315600,2019,13,132
315610,2012,3,39
315610,2013,0,39
315610,2014,5,44
315610,2015,8,39
315610,2016,11,42
315610,2017,7,45
315610,2018,10,56
315610,2019,3,48
315620,2012,7,36
315620,2013,0,29
315620,2014,2,15
315620,2015,1,31
315620,2016,3,28
315620,2017,7,28
315620,2018,4,25
315620,2019,5,26
315630,2012,20,116
315630,2013,0,111
315630,2014,5,111
315630,2015,14,134
315630,2016,5,119
315630,2017,7,106
315630,2018,8,125
315630,2019,3,124
315640,2012,1,38
315640,2013,0,40
315640,2014,8,40
315640,2015,8,38
315640,2016,5,31
315640,2017,3,33
315640,2018,9,43
315640,2019,3,39
315645,2012,2,61
315645,2013,0,29
315645,2014,3,46
315645,2015,1,44
315645,2016,0,29
315645,2017,6,50
315645,2018,11,62
315645,2019,4,45
315650,2012,14,89
315650,2013,0,76
315650,2014,2,72
315650,2015,10,82
315650,2016,10,57
315650,2017,4,42
315650,2018,11,73
315650,2019,6,58
315660,2012,3,111
315660,2013,0,95
315660,2014,10,92
315660,2015,6,81
315660,2016,13,90
315660,2017,8,94
315660,2018,8,87
315660,2019,10,105
315670,2012,396,1823
315670,2013,0,1797
315670,2014,367,1855
315670,2015,389,1809
315670,2016,365,1763
315670,2017,376,1845
315670,2018,388,1807
315670,2019,344,1639
315680,2012,25,213
315680,2013,0,197
315680,2014,12,183
315680,2015,13,157
315680,2016,11,176
315680,2017,18,164
315680,2018,14,149
315680,2019,29,165
315690,2012,73,303
315690,2013,0,303
315690,2014,83,332
315690,2015,63,310
315690,2016,68,333
315690,2017,80,329
315690,2018,66,325
315690,2019,69,319
315700,2012,83,494
315700,2013,0,533
315700,2014,68,559
315700,2015,72,550
315700,2016,61,504
315700,2017,75,488
315700,2018,79,553
315700,2019,80,513
315710,2012,3,81
315710,2013,0,78
315710,2014,10,91
315710,2015,7,73
315710,2016,9,79
315710,2017,7,83
315710,2018,3,51
315710,2019,3,62
315720,2012,96,362
315720,2013,0,448
315720,2014,99,422
315720,2015,133,468
315720,2016,114,420
315720,2017,112,414
315720,2018,111,387
315720,2019,95,391
315725,2012,25,94
315725,2013,0,93
315725,2014,21,108
315725,2015,27,94
315725,2016,30,113
315725,2017,13,77
315725,2018,26,127
315725,2019,28,121
315727,2012,4,30
315727,2013,0,33
315727,2014,5,34
315727,2015,3,20
315727,2016,7,31
315727,2017,1,25
315727,2018,8,25
315727,2019,5,33
315730,2012,2,40
315730,2013,0,40
315730,2014,4,34
315730,2015,2,42
315730,2016,4,40
315730,2017,4,32
315730,2018,8,40
315730,2019,8,39
315733,2012,8,74
315733,2013,0,86
315733,2014,22,102
315733,2015,20,81
315733,2016,17,92
315733,2017,25,101
315733,2018,12,76
315733,2019,15,95
315737,2012,6,56
315737,2013,0,40
315737,2014,11,53
315737,2015,8,45
315737,2016,9,45
315737,2017,6,28
315737,2018,3,34
315737,2019,8,45
315740,2012,10,39
315740,2013,0,47
315740,2014,9,42
315740,2015,14,39
315740,2016,11,44
315740,2017,8,40
315740,2018,8,42
315740,2019,12,46
315750,2012,9,64
315750,2013,0,61
315750,2014,12,71
315750,2015,10,60
315750,2016,8,55
315750,2017,10,63
315750,2018,13,53
315750,2019,9,51
315760,2012,9,53
315760,2013,0,54
315760,2014,2,46
315760,2015,7,36
315760,2016,6,43
315760,2017,11,51
315760,2018,7,42
315760,2019,7,46
315765,2012,11,100
315765,2013,0,113
315765,2014,4,119
315765,2015,10,94
315765,2016,8,95
315765,2017,6,94
315765,2018,8,93
315765,2019,4,94
315770,2012,27,152
315770,2013,0,113
315770,2014,37,188
315770,2015,29,192
315770,2016,26,187
315770,2017,33,198
315770,2018,41,192
315770,2019,34,206
315780,2012,710,3202
315780,2013,0,3237
315780,2014,556,3232
315780,2015,590,3161
315780,2016,530,3009
315780,2017,587,3131
315780,2018,597,3127
315780,2019,585,2992
315790,2012,61,240
315790,2013,0,227
315790,2014,35,250
315790,2015,60,239
315790,2016,44,251
315790,2017,27,224
315790,2018,57,254
315790,2019,57,250
315800,2012,21,125
315800,2013,0,150
315800,2014,31,151
315800,2015,19,152
315800,2016,27,143
315800,2017,22,136
315800,2018,24,133
315800,2019,13,123
315810,2012,2,44
315810,2013,0,39
315810,2014,9,47
315810,2015,3,37
315810,2016,10,47
315810,2017,8,47
315810,2018,5,54
315810,2019,6,66
315820,2012,31,218
315820,2013,0,180
315820,2014,29,182
315820,2015,21,150
315820,2016,15,171
315820,2017,17,194
315820,2018,28,181
315820,2019,37,173
315830,2012,15,74
315830,2013,0,79
315830,2014,17,84
315830,2015,14,84
315830,2016,22,70
315830,2017,16,76
315830,2018,13,80
315830,2019,10,78
315840,2012,9,38
315840,2013,0,41
315840,2014,3,18
315840,2015,1,23
315840,2016,5,12
315840,2017,7,29
315840,2018,5,26
315840,2019,4,26
315850,2012,8,62
315850,2013,0,55
315850,2014,12,54
315850,2015,12,62
315850,2016,12,60
315850,2017,8,55
315850,2018,7,53
315850,2019,11,61
315860,2012,7,44
315860,2013,0,46
315860,2014,10,43
315860,2015,5,45
315860,2016,8,43
315860,2017,3,36
315860,2018,8,31
315860,2019,3,30
315870,2012,7,30
315870,2013,0,30
315870,2014,4,20
315870,2015,5,24
315870,2016,2,18
315870,2017,5,23
315870,2018,2,24
315870,2019,2,18
315880,2012,7,40
315880,2013,0,52
315880,2014,2,42
315880,2015,10,56
315880,2016,20,54
315880,2017,14,64
315880,2018,7,51
315880,2019,7,53
315890,2012,30,99
315890,2013,0,105
315890,2014,30,108
315890,2015,28,110
315890,2016,39,120
315890,2017,19,110
315890,2018,33,154
315890,2019,29,136
315895,2012,85,463
315895,2013,0,501
315895,2014,70,595
315895,2015,91,595
315895,2016,123,630
315895,2017,160,673
315895,2018,143,718
315895,2019,148,738
315900,2012,6,43
315900,2013,0,41
315900,2014,5,51
315900,2015,5,59
315900,2016,8,51
315900,2017,11,52
315900,2018,12,62
315900,2019,10,50
315910,2012,12,40
315910,2013,0,31
315910,2014,4,27
315910,2015,10,36
315910,2016,11,35
315910,2017,12,32
315910,2018,4,32
315910,2019,6,28
315920,2012,16,93
315920,2013,0,79
315920,2014,18,73
315920,2015,25,68
315920,2016,14,66
315920,2017,20,89
315920,2018,16,78
315920,2019,16,86
315930,2012,8,51
315930,2013,0,41
315930,2014,8,30
315930,2015,9,49
315930,2016,4,41
315930,2017,9,44
315930,2018,6,33
315930,2019,6,36
315935,2012,38,105
315935,2013,0,106
315935,2014,25,92
315935,2015,26,102
315935,2016,29,103
315935,2017,19,90
315935,2018,22,91
315935,2019,17,110
315940,2012,4,32
315940,2013,0,40
315940,2014,4,40
315940,2015,3,35
315940,2016,4,23
315940,2017,6,30
315940,2018,1,27
315940,2019,1,25
315950,2012,17,79
315950,2013,0,46
315950,2014,13,81
315950,2015,16,87
315950,2016,17,72
315950,2017,19,77
315950,2018,26,92
315950,2019,27,85
315960,2012,96,503
315960,2013,0,552
315960,2014,93,525
315960,2015,93,498
315960,2016,75,471
315960,2017,96,529
315960,2018,74,533
315960,2019,72,472
315970,2012,2,30
315970,2013,0,28
315970,2014,5,37
315970,2015,0,32
315970,2016,3,32
315970,2017,2,39
315970,2018,3,38
315970,2019,6,31
315980,2012,12,255
315980,2013,0,252
315980,2014,9,260
315980,2015,7,280
315980,2016,12,312
315980,2017,11,274
315980,2018,13,287
315980,2019,23,257
315990,2012,47,229
315990,2013,0,195
315990,2014,48,217
315990,2015,38,199
315990,2016,34,191
315990,2017,44,197
315990,2018,51,187
315990,2019,63,212
316000,2012,6,32
316000,2013,0,25
316000,2014,9,30
316000,2015,3,17
316000,2016,6,25
316000,2017,7,32
316000,2018,9,36
316000,2019,7,24
316010,2012,15,72
316010,2013,0,60
316010,2014,10,57
316010,2015,15,60
316010,2016,5,47
316010,2017,11,65
316010,2018,14,52
316010,2019,12,53
316020,2012,7,49
316020,2013,0,40
316020,2014,4,37
316020,2015,3,41
316020,2016,1,34
316020,2017,3,53
316020,2018,1,32
316020,2019,3,47
316030,2012,11,150
316030,2013,0,127
316030,2014,21,122
316030,2015,14,113
316030,2016,20,141
316030,2017,22,123
316030,2018,16,137
316030,2019,18,127
316040,2012,23,312
316040,2013,0,344
316040,2014,19,380
316040,2015,28,355
316040,2016,82,335
316040,2017,107,357
316040,2018,96,358
316040,2019,93,312
316045,2012,7,101
316045,2013,0,67
316045,2014,12,82
316045,2015,19,79
316045,2016,13,80
316045,2017,8,67
316045,2018,8,93
316045,2019,14,86
316050,2012,4,17
316050,2013,0,23
316050,2014,3,14
316050,2015,5,22
316050,2016,3,11
316050,2017,2,16
316050,2018,0,20
316050,2019,2,13
316060,2012,6,29
316060,2013,0,23
316060,2014,12,36
316060,2015,3,23
316060,2016,9,26
316060,2017,9,30
316060,2018,9,29
316060,2019,8,23
316070,2012,66,521
316070,2013,0,510
316070,2014,78,583
316070,2015,83,491
316070,2016,92,509
316070,2017,83,482
316070,2018,84,500
316070,2019,75,489
316080,2012,13,67
316080,2013,0,64
316080,2014,6,74
316080,2015,9,67
316080,2016,7,69
316080,2017,12,66
316080,2018,10,75
316080,2019,12,75
316090,2012,7,29
316090,2013,0,48
316090,2014,7,42
316090,2015,10,50
316090,2016,7,44
316090,2017,6,42
316090,2018,7,30
316090,2019,6,29
316095,2012,17,75
316095,2013,0,71
316095,2014,14,81
316095,2015,26,89
316095,2016,25,85
316095,2017,19,96
316095,2018,18,78
316095,2019,16,103
316100,2012,49,212
316100,2013,0,185
316100,2014,43,191
316100,2015,23,190
316100,2016,32,149
316100,2017,28,174
316100,2018,35,166
316100,2019,28,152
316105,2012,2,32
316105,2013,0,34
316105,2014,3,39
316105,2015,4,36
316105,2016,1,37
316105,2017,4,41
316105,2018,5,48
316105,2019,4,32
316110,2012,94,812
316110,2013,0,864
316110,2014,95,894
316110,2015,108,939
316110,2016,95,754
316110,2017,75,837
316110,2018,87,846
316110,2019,80,787
316120,2012,5,65
316120,2013,0,66
316120,2014,2,54
316120,2015,4,65
316120,2016,2,61
316120,2017,1,76
316120,2018,6,75
316120,2019,1,75
316130,2012,9,72
316130,2013,0,75
316130,2014,6,57
316130,2015,13,72
316130,2016,9,62
316130,2017,19,81
316130,2018,10,68
316130,2019,5,43
316140,2012,12,56
316140,2013,0,35
316140,2014,2,58
316140,2015,2,56
316140,2016,4,41
316140,2017,7,47
316140,2018,8,46
316140,2019,4,49
316150,2012,24,92
316150,2013,0,83
316150,2014,24,100
316150,2015,26,97
316150,2016,32,95
316150,2017,21,93
316150,2018,20,96
316150,2019,17,107
316160,2012,11,49
316160,2013,0,59
316160,2014,4,35
316160,2015,8,40
316160,2016,11,52
316160,2017,13,43
316160,2018,12,47
316160,2019,8,31
316165,2012,7,37
316165,2013,0,36
316165,2014,4,39
316165,2015,9,38
316165,2016,5,38
316165,2017,4,39
316165,2018,5,38
316165,2019,11,48
316170,2012,5,44
316170,2013,0,59
316170,2014,4,57
316170,2015,14,75
316170,2016,13,55
316170,2017,12,59
316170,2018,11,74
316170,2019,7,64
316180,2012,42,150
316180,2013,0,141
316180,2014,43,140
316180,2015,49,141
316180,2016,27,144
316180,2017,30,121
316180,2018,26,145
316180,2019,25,144
316190,2012,25,122
316190,2013,0,135
316190,2014,29,139
316190,2015,23,148
316190,2016,28,137
316190,2017,25,147
316190,2018,28,138
316190,2019,33,160
316200,2012,12,343
316200,2013,0,367
316200,2014,78,350
316200,2015,65,332
316200,2016,68,378
316200,2017,63,290
316200,2018,84,329
316200,2019,59,340
316210,2012,54,537
316210,2013,0,551
316210,2014,42,593
316210,2015,25,628
316210,2016,46,631
316210,2017,28,689
316210,2018,31,794
316210,2019,55,760
316220,2012,12,75
316220,2013,0,78
316220,2014,11,85
316220,2015,5,79
316220,2016,16,87
316220,2017,19,89
316220,2018,13,89
316220,2019,17,80
316225,2012,4,40
316225,2013,0,54
316225,2014,4,38
316225,2015,4,44
316225,2016,2,34
316225,2017,5,39
316225,2018,6,70
316225,2019,3,63
316230,2012,11,31
316230,2013,0,31
316230,2014,7,22
316230,2015,5,29
316230,2016,5,25
316230,2017,8,38
316230,2018,6,36
316230,2019,9,31
316240,2012,24,294
316240,2013,0,309
316240,2014,26,289
316240,2015,42,247
316240,2016,33,237
316240,2017,33,298
316240,2018,21,245
316240,2019,26,261
316245,2012,7,255
316245,2013,0,255
316245,2014,11,291
316245,2015,17,278
316245,2016,19,271
316245,2017,13,264
316245,2018,10,300
316245,2019,13,246
316250,2012,138,932
316250,2013,0,998
316250,2014,219,951
316250,2015,254,993
316250,2016,214,1006
316250,2017,233,974
316250,2018,228,1008
316250,2019,141,987
316255,2012,58,189
316255,2013,0,158
316255,2014,34,164
316255,2015,42,199
316255,2016,29,160
316255,2017,32,174
316255,2018,65,223
316255,2019,27,171
316257,2012,7,53
316257,2013,0,69
316257,2014,3,65
316257,2015,4,84
316257,2016,0,82
316257,2017,2,80
316257,2018,4,83
316257,2019,8,83
316260,2012,14,97
316260,2013,0,79
316260,2014,9,106
316260,2015,14,106
316260,2016,13,90
316260,2017,21,119
316260,2018,19,124
316260,2019,19,116
316265,2012,0,36
316265,2013,0,45
316265,2014,3,42
316265,2015,3,49
316265,2016,1,38
316265,2017,4,40
316265,2018,2,41
316265,2019,0,47
316270,2012,48,260
316270,2013,0,282
316270,2014,41,273
316270,2015,36,278
316270,2016,39,262
316270,2017,21,243
316270,2018,27,270
316270,2019,21,254
316280,2012,24,200
316280,2013,0,182
316280,2014,12,207
316280,2015,21,196
316280,2016,23,201
316280,2017,17,212
316280,2018,13,196
316280,2019,25,241
316290,2012,28,285
316290,2013,0,256
316290,2014,61,314
316290,2015,31,324
316290,2016,52,300
316290,2017,41,291
316290,2018,33,296
316290,2019,45,294
316292,2012,43,388
316292,2013,0,378
316292,2014,69,415
316292,2015,58,393
316292,2016,65,371
316292,2017,70,420
316292,2018,57,371
316292,2019,77,453
316294,2012,8,74
316294,2013,0,78
316294,2014,16,70
316294,2015,7,87
316294,2016,12,80
316294,2017,15,94
316294,2018,23,109
316294,2019,14,91
316295,2012,61,263
316295,2013,0,322
316295,2014,48,323
316295,2015,53,353
316295,2016,61,320
316295,2017,73,343
316295,2018,78,367
316295,2019,59,345
316300,2012,9,60
316300,2013,0,56
316300,2014,9,55
316300,2015,7,66
316300,2016,5,53
316300,2017,15,60
316300,2018,11,65
316300,2019,17,63
316310,2012,6,44
316310,2013,0,33
316310,2014,5,49
316310,2015,13,65
316310,2016,4,38
316310,2017,6,42
316310,2018,3,32
316310,2019,2,53
316320,2012,14,45
316320,2013,0,45
316320,2014,14,56
316320,2015,15,51
316320,2016,9,51
316320,2017,6,56
316320,2018,7,50
316320,2019,8,59
316330,2012,6,46
316330,2013,0,43
316330,2014,3,48
316330,2015,6,40
316330,2016,5,65
316330,2017,6,49
316330,2018,4,47
