CODMUNRES,ano_nasc,Qtd_2Robson,Qtd_Total
170386,2012,3,52
170386,2013,0,50
170386,2014,4,33
170386,2015,3,49
170386,2016,8,57
170386,2017,11,52
170386,2018,10,65
170386,2019,2,48
170388,2012,7,32
170388,2013,0,47
170388,2014,8,51
170388,2015,6,30
170388,2016,3,32
170388,2017,13,45
170388,2018,11,37
170388,2019,3,54
170389,2012,13,76
170389,2013,0,74
170389,2014,6,65
170389,2015,7,47
170389,2016,3,65
170389,2017,7,76
170389,2018,3,70
170389,2019,4,51
170390,2012,7,82
170390,2013,0,73
170390,2014,6,65
170390,2015,7,71
170390,2016,5,79
170390,2017,1,69
170390,2018,8,91
170390,2019,8,91
170410,2012,1,23
170410,2013,0,20
170410,2014,1,30
170410,2015,1,24
170410,2016,2,28
170410,2017,2,25
170410,2018,1,25
170410,2019,1,26
170460,2012,1,21
170460,2013,0,17
170460,2014,2,21
170460,2015,4,21
170460,2016,1,13
170460,2017,1,20
170460,2018,3,19
170460,2019,2,21
170510,2012,7,43
170510,2013,0,50
170510,2014,3,41
170510,2015,5,44
170510,2016,2,37
170510,2017,1,37
170510,2018,1,36
170510,2019,4,43
170550,2012,60,542
170550,2013,0,540
170550,2014,86,564
170550,2015,65,579
170550,2016,50,576
170550,2017,78,603
170550,2018,60,572
170550,2019,61,548
170555,2012,9,65
170555,2013,0,73
170555,2014,8,56
170555,2015,13,79
170555,2016,4,45
170555,2017,10,71
170555,2018,4,56
170555,2019,2,55
170560,2012,6,62
170560,2013,0,73
170560,2014,8,64
170560,2015,4,48
170560,2016,4,53
170560,2017,4,60
170560,2018,9,65
170560,2019,4,60
170600,2012,4,81
170600,2013,0,82
170600,2014,8,84
170600,2015,4,79
170600,2016,3,72
170600,2017,7,80
170600,2018,9,84
170600,2019,4,61
170610,2012,9,95
170610,2013,0,88
170610,2014,9,102
170610,2015,5,70
170610,2016,5,82
170610,2017,9,103
170610,2018,8,85
170610,2019,5,85
170625,2012,5,25
170625,2013,0,26
170625,2014,0,21
170625,2015,1,24
170625,2016,3,23
170625,2017,5,24
170625,2018,4,20
170625,2019,5,17
170650,2012,13,93
170650,2013,0,97
170650,2014,18,106
170650,2015,19,109
170650,2016,7,78
170650,2017,11,110
170650,2018,9,91
170650,2019,16,99
170700,2012,30,300
170700,2013,0,342
170700,2014,45,320
170700,2015,37,331
170700,2016,36,286
170700,2017,33,312
170700,2018,35,364
170700,2019,20,271
170710,2012,8,110
170710,2013,0,99
170710,2014,6,98
170710,2015,11,97
170710,2016,10,110
170710,2017,11,109
170710,2018,12,109
170710,2019,10,104
170720,2012,6,59
170720,2013,0,55
170720,2014,5,70
170720,2015,8,54
170720,2016,7,72
170720,2017,8,59
170720,2018,8,69
170720,2019,6,76
170730,2012,9,73
170730,2013,0,58
170730,2014,6,60
170730,2015,4,65
170730,2016,6,51
170730,2017,7,58
170730,2018,5,54
170730,2019,12,61
170740,2012,27,176
170740,2013,0,147
170740,2014,21,138
170740,2015,18,166
170740,2016,7,141
170740,2017,14,152
170740,2018,6,150
170740,2019,9,165
170755,2012,8,54
170755,2013,0,47
170755,2014,3,58
170755,2015,4,39
170755,2016,11,64
170755,2017,8,69
170755,2018,4,43
170755,2019,4,46
170765,2012,11,55
170765,2013,0,71
170765,2014,4,79
170765,2015,4,74
170765,2016,9,71
170765,2017,16,76
170765,2018,15,71
170765,2019,8,68
170770,2012,11,135
170770,2013,0,121
170770,2014,17,118
170770,2015,15,109
170770,2016,12,116
170770,2017,18,108
170770,2018,13,112
170770,2019,17,126
170820,2012,34,287
170820,2013,0,258
170820,2014,30,300
170820,2015,9,263
170820,2016,42,260
170820,2017,36,297
170820,2018,31,280
170820,2019,47,303
170825,2012,10,46
170825,2013,0,42
170825,2014,8,55
170825,2015,7,62
170825,2016,8,49
170825,2017,5,49
170825,2018,1,56
170825,2019,8,77
170830,2012,12,50
170830,2013,0,39
170830,2014,5,51
170830,2015,9,75
170830,2016,6,40
170830,2017,5,68
170830,2018,6,61
170830,2019,10,60
170900,2012,14,265
170900,2013,0,260
170900,2014,23,272
170900,2015,19,258
170900,2016,15,259
170900,2017,26,246
170900,2018,20,246
170900,2019,10,242
170930,2012,64,370
170930,2013,0,384
170930,2014,58,383
170930,2015,61,401
170930,2016,44,377
170930,2017,47,381
170930,2018,42,365
170930,2019,36,375
170950,2012,275,1321
170950,2013,0,1256
170950,2014,152,1373
170950,2015,139,1396
170950,2016,191,1294
170950,2017,211,1346
170950,2018,184,1369
170950,2019,216,1331
170980,2012,4,21
170980,2013,0,22
170980,2014,5,23
170980,2015,1,28
170980,2016,3,31
170980,2017,2,20
170980,2018,0,26
170980,2019,4,22
171050,2012,13,128
171050,2013,0,141
171050,2014,12,150
171050,2015,11,155
171050,2016,11,124
171050,2017,14,143
171050,2018,15,149
171050,2019,17,131
171070,2012,7,86
171070,2013,0,98
171070,2014,9,79
171070,2015,7,69
171070,2016,7,69
171070,2017,7,70
171070,2018,4,55
171070,2019,6,80
171090,2012,3,44
171090,2013,0,29
171090,2014,5,43
171090,2015,4,44
171090,2016,4,52
171090,2017,10,64
171090,2018,7,62
171090,2019,8,57
171110,2012,4,33
171110,2013,0,39
171110,2014,3,39
171110,2015,2,36
171110,2016,4,38
171110,2017,5,38
171110,2018,4,34
171110,2019,3,37
171150,2012,4,31
171150,2013,0,33
171150,2014,3,32
171150,2015,2,49
171150,2016,10,33
171150,2017,4,28
171150,2018,3,38
171150,2019,9,38
171180,2012,2,35
171180,2013,0,40
171180,2014,5,34
171180,2015,2,26
171180,2016,7,40
171180,2017,3,30
171180,2018,8,36
171180,2019,3,32
171190,2012,7,194
171190,2013,0,211
171190,2014,15,215
171190,2015,13,238
171190,2016,18,222
171190,2017,15,242
171190,2018,19,271
171190,2019,24,236
171195,2012,7,64
171195,2013,0,73
171195,2014,9,58
171195,2015,2,59
171195,2016,6,64
171195,2017,3,47
171195,2018,5,67
171195,2019,12,59
171200,2012,4,58
171200,2013,0,48
171200,2014,7,58
171200,2015,1,52
171200,2016,8,56
171200,2017,7,61
171200,2018,4,50
171200,2019,5,46
171215,2012,5,25
171215,2013,0,22
171215,2014,2,21
171215,2015,5,28
171215,2016,2,19
171215,2017,0,22
171215,2018,1,13
171215,2019,1,24
171240,2012,4,39
171240,2013,0,40
171240,2014,6,47
171240,2015,2,40
171240,2016,4,41
171240,2017,6,45
171240,2018,3,48
171240,2019,5,49
171245,2012,7,38
171245,2013,0,44
171245,2014,5,40
171245,2015,0,29
171245,2016,5,50
171245,2017,6,34
171245,2018,4,49
171245,2019,6,47
171250,2012,3,57
171250,2013,0,47
171250,2014,7,50
171250,2015,3,69
171250,2016,8,56
171250,2017,2,66
171250,2018,9,71
171250,2019,5,70
171270,2012,7,40
171270,2013,0,45
171270,2014,3,42
171270,2015,4,35
171270,2016,4,38
171270,2017,0,38
171270,2018,4,43
171270,2019,3,49
171280,2012,5,50
171280,2013,0,38
171280,2014,4,38
171280,2015,3,32
171280,2016,4,25
171280,2017,4,43
171280,2018,3,31
171280,2019,3,35
171320,2012,28,312
171320,2013,0,345
171320,2014,39,304
171320,2015,43,354
171320,2016,39,311
171320,2017,31,290
171320,2018,44,323
171320,2019,38,295
171330,2012,17,206
171330,2013,0,184
171330,2014,28,174
171330,2015,21,169
171330,2016,27,194
171330,2017,25,164
171330,2018,32,184
171330,2019,29,181
171360,2012,15,125
171360,2013,0,111
171360,2014,13,84
171360,2015,8,98
171360,2016,3,87
171360,2017,5,134
171360,2018,6,100
171360,2019,4,82
171370,2012,0,24
171370,2013,0,20
171370,2014,1,41
171370,2015,1,38
171370,2016,2,28
171370,2017,5,36
171370,2018,5,37
171370,2019,0,25
171380,2012,9,92
171380,2013,0,71
171380,2014,5,67
171380,2015,10,71
171380,2016,7,82
171380,2017,10,77
171380,2018,7,84
171380,2019,8,67
171395,2012,6,61
171395,2013,0,49
171395,2014,7,48
171395,2015,12,46
171395,2016,6,46
171395,2017,11,60
171395,2018,12,65
171395,2019,7,55
171420,2012,22,132
171420,2013,0,147
171420,2014,11,105
171420,2015,20,127
171420,2016,10,117
171420,2017,8,111
171420,2018,13,141
171420,2019,7,134
171430,2012,11,64
171430,2013,0,58
171430,2014,7,55
171430,2015,6,47
171430,2016,7,48
171430,2017,16,70
171430,2018,10,73
171430,2019,6,60
171488,2012,36,185
171488,2013,0,163
171488,2014,36,195
171488,2015,31,219
171488,2016,27,179
171488,2017,23,191
171488,2018,18,179
171488,2019,16,180
171500,2012,6,51
171500,2013,0,56
171500,2014,5,68
171500,2015,7,55
171500,2016,4,41
171500,2017,2,53
171500,2018,4,43
171500,2019,3,57
171510,2012,3,76
171510,2013,0,79
171510,2014,11,63
171510,2015,4,74
171510,2016,11,70
171510,2017,8,80
171510,2018,10,73
171510,2019,7,62
171515,2012,1,20
171515,2013,0,23
171515,2014,3,19
171515,2015,3,20
171515,2016,4,20
171515,2017,2,24
171515,2018,2,18
171515,2019,0,14
171525,2012,3,31
171525,2013,0,35
171525,2014,4,33
171525,2015,3,35
171525,2016,5,34
171525,2017,2,34
171525,2018,3,27
171525,2019,2,35
171550,2012,4,15
171550,2013,0,23
171550,2014,2,21
171550,2015,3,17
171550,2016,3,26
171550,2017,3,30
171550,2018,3,21
171550,2019,3,21
171570,2012,9,68
171570,2013,0,53
171570,2014,9,50
171570,2015,4,48
171570,2016,8,65
171570,2017,13,71
171570,2018,7,59
171570,2019,8,80
171575,2012,9,89
171575,2013,0,65
171575,2014,7,73
171575,2015,5,79
171575,2016,13,79
171575,2017,10,72
171575,2018,13,99
171575,2019,11,103
171610,2012,77,844
171610,2013,0,797
171610,2014,85,849
171610,2015,84,860
171610,2016,81,851
171610,2017,77,865
171610,2018,91,872
171610,2019,95,890
171620,2012,11,161
171620,2013,0,136
171620,2014,12,139
171620,2015,13,153
171620,2016,10,146
171620,2017,5,146
171620,2018,15,178
171620,2019,10,159
171630,2012,11,74
171630,2013,0,53
171630,2014,11,75
171630,2015,6,59
171630,2016,8,69
171630,2017,10,59
171630,2018,4,72
171630,2019,10,55
171650,2012,35,254
171650,2013,0,271
171650,2014,15,259
171650,2015,28,279
171650,2016,20,252
171650,2017,32,270
171650,2018,18,240
171650,2019,17,257
171660,2012,17,115
171660,2013,0,123
171660,2014,11,129
171660,2015,8,128
171660,2016,15,130
171660,2017,21,126
171660,2018,17,144
171660,2019,14,131
171665,2012,6,69
171665,2013,0,51
171665,2014,16,77
171665,2015,4,61
171665,2016,9,68
171665,2017,5,57
171665,2018,4,65
171665,2019,7,68
171670,2012,15,123
171670,2013,0,137
171670,2014,24,132
171670,2015,16,116
171670,2016,11,102
171670,2017,11,104
171670,2018,17,121
171670,2019,9,101
171700,2012,9,71
171700,2013,0,47
171700,2014,10,61
171700,2015,3,68
171700,2016,1,43
171700,2017,2,58
171700,2018,8,74
171700,2019,3,53
171720,2012,7,40
171720,2013,0,42
171720,2014,5,35
171720,2015,4,32
171720,2016,2,32
171720,2017,10,47
171720,2018,0,30
171720,2019,4,36
171750,2012,8,103
171750,2013,0,80
171750,2014,5,99
171750,2015,8,74
171750,2016,6,91
171750,2017,2,96
171750,2018,5,88
171750,2019,6,96
171780,2012,10,66
171780,2013,0,57
171780,2014,4,54
171780,2015,4,56
171780,2016,6,58
171780,2017,5,53
171780,2018,7,56
171780,2019,1,38
171790,2012,14,126
171790,2013,0,119
171790,2014,17,122
171790,2015,14,112
171790,2016,11,126
171790,2017,13,117
171790,2018,7,104
171790,2019,7,100
171800,2012,6,44
171800,2013,0,44
171800,2014,2,49
171800,2015,6,47
171800,2016,5,54
171800,2017,3,39
171800,2018,6,51
171800,2019,3,36
171820,2012,171,932
171820,2013,0,938
171820,2014,193,1032
171820,2015,173,1119
171820,2016,124,1103
171820,2017,121,1213
171820,2018,96,1192
171820,2019,102,1109
171830,2012,16,142
171830,2013,0,113
171830,2014,10,120
171830,2015,12,132
171830,2016,4,126
171830,2017,7,106
171830,2018,4,103
171830,2019,8,93
171840,2012,8,47
171840,2013,0,46
171840,2014,7,52
171840,2015,5,52
171840,2016,12,51
171840,2017,6,41
171840,2018,2,47
171840,2019,6,39
171845,2012,4,40
171845,2013,0,31
171845,2014,1,34
171845,2015,4,35
171845,2016,4,40
171845,2017,2,32
171845,2018,1,28
171845,2019,2,32
171850,2012,7,79
171850,2013,0,74
171850,2014,2,57
171850,2015,9,68
171850,2016,4,53
171850,2017,7,54
171850,2018,1,45
171850,2019,1,52
171855,2012,12,69
171855,2013,0,62
171855,2014,12,66
171855,2015,10,68
171855,2016,8,67
171855,2017,12,60
171855,2018,8,57
171855,2019,10,54
171865,2012,1,37
171865,2013,0,35
171865,2014,5,40
171865,2015,2,34
171865,2016,1,38
171865,2017,1,38
171865,2018,5,41
171865,2019,4,33
171870,2012,7,32
171870,2013,0,31
171870,2014,5,44
171870,2015,3,25
171870,2016,4,36
171870,2017,5,42
171870,2018,6,37
171870,2019,3,35
171875,2012,4,69
171875,2013,0,66
171875,2014,8,51
171875,2015,4,51
171875,2016,2,60
171875,2017,5,69
171875,2018,8,63
171875,2019,4,60
171880,2012,12,82
171880,2013,0,71
171880,2014,4,89
171880,2015,13,86
171880,2016,10,84
171880,2017,10,78
171880,2018,8,101
171880,2019,3,66
171884,2012,0,44
171884,2013,0,39
171884,2014,4,53
171884,2015,4,39
171884,2016,4,43
171884,2017,4,39
171884,2018,2,45
171884,2019,6,46
171886,2012,16,103
171886,2013,0,138
171886,2014,20,114
171886,2015,28,132
171886,2016,16,115
171886,2017,18,101
171886,2018,16,132
171886,2019,12,122
171888,2012,9,56
171888,2013,0,43
171888,2014,0,29
171888,2015,3,36
171888,2016,3,39
171888,2017,4,41
171888,2018,3,44
171888,2019,3,42
171889,2012,1,32
171889,2013,0,22
171889,2014,4,26
171889,2015,4,29
171889,2016,3,24
171889,2017,3,29
171889,2018,1,24
171889,2019,4,26
171890,2012,7,76
171890,2013,0,65
171890,2014,8,73
171890,2015,13,85
171890,2016,7,83
171890,2017,7,80
171890,2018,4,82
171890,2019,5,74
171900,2012,2,47
171900,2013,0,63
171900,2014,10,64
171900,2015,1,47
171900,2016,5,42
171900,2017,4,64
171900,2018,5,44
171900,2019,3,55
172000,2012,2,41
172000,2013,0,33
172000,2014,3,25
172000,2015,7,35
172000,2016,3,35
172000,2017,1,33
172000,2018,3,25
172000,2019,5,28
172010,2012,14,82
172010,2013,0,90
172010,2014,7,83
172010,2015,16,95
172010,2016,8,74
172010,2017,10,76
172010,2018,10,89
172010,2019,7,85
172015,2012,2,26
172015,2013,0,26
172015,2014,1,23
172015,2015,1,17
172015,2016,2,22
172015,2017,1,20
172015,2018,0,31
172015,2019,2,29
172020,2012,22,134
172020,2013,0,184
172020,2014,15,134
172020,2015,31,165
172020,2016,33,167
172020,2017,32,172
172020,2018,12,162
172020,2019,10,150
172025,2012,3,29
172025,2013,0,28
172025,2014,7,36
172025,2015,2,35
172025,2016,6,39
172025,2017,4,30
172025,2018,3,29
172025,2019,5,34
172030,2012,6,71
172030,2013,0,83
172030,2014,5,60
172030,2015,8,83
172030,2016,5,78
172030,2017,10,62
172030,2018,8,72
172030,2019,5,65
172049,2012,8,52
172049,2013,0,68
172049,2014,3,58
172049,2015,3,59
172049,2016,7,45
172049,2017,9,56
172049,2018,10,61
172049,2019,4,57
172065,2012,19,90
172065,2013,0,79
172065,2014,23,94
172065,2015,11,93
172065,2016,7,73
172065,2017,4,83
172065,2018,5,79
172065,2019,7,92
172080,2012,18,133
172080,2013,0,145
172080,2014,17,165
172080,2015,16,143
172080,2016,30,147
172080,2017,22,135
172080,2018,21,162
172080,2019,11,132
172085,2012,3,23
172085,2013,0,20
172085,2014,2,17
172085,2015,3,24
172085,2016,3,33
172085,2017,2,21
172085,2018,6,23
172085,2019,0,13
172090,2012,23,211
172090,2013,0,210
172090,2014,27,200
172090,2015,22,186
172090,2016,13,173
172090,2017,9,203
172090,2018,14,173
172090,2019,9,130
172093,2012,2,29
172093,2013,0,38
172093,2014,4,32
172093,2015,4,24
172093,2016,4,26
172093,2017,2,16
172093,2018,3,25
172093,2019,3,34
172097,2012,2,37
172097,2013,0,28
172097,2014,4,24
172097,2015,6,39
172097,2016,5,31
172097,2017,9,42
172097,2018,2,30
172097,2019,2,28
172100,2012,731,4713
172100,2013,0,4829
172100,2014,1047,5162
172100,2015,826,5198
172100,2016,855,4855
172100,2017,803,5163
172100,2018,852,5353
172100,2019,777,5206
172110,2012,13,183
172110,2013,0,208
172110,2014,16,178
172110,2015,19,212
172110,2016,21,166
172110,2017,14,193
172110,2018,20,231
172110,2019,23,189
172120,2012,35,420
172120,2013,0,458
172120,2014,39,474
172120,2015,25,481
172120,2016,20,392
172120,2017,39,495
172120,2018,22,423
172120,2019,35,427
172125,2012,2,19
172125,2013,0,24
172125,2014,1,23
172125,2015,2,32
172125,2016,4,22
172125,2017,0,24
172125,2018,2,22
172125,2019,1,13
172130,2012,4,34
172130,2013,0,23
172130,2014,4,26
172130,2015,2,18
172130,2016,3,30
172130,2017,2,21
172130,2018,0,16
172130,2019,1,28
172208,2012,20,134
172208,2013,0,134
172208,2014,30,152
172208,2015,19,144
172208,2016,19,132
172208,2017,17,133
172208,2018,36,147
172208,2019,12,116
172210,2012,30,245
172210,2013,0,235
172210,2014,21,257
172210,2015,33,235
172210,2016,10,182
172210,2017,21,226
172210,2018,29,238
172210,2019,23,200
210000,2012,0,3
210000,2013,0,4
210000,2014,0,2
210000,2015,0,8
210000,2016,0,4
210000,2017,0,4
210000,2018,0,7
210000,2019,0,8
210005,2012,187,1934
210005,2013,0,2046
210005,2014,162,2062
210005,2015,180,2085
210005,2016,126,1920
210005,2017,132,1902
210005,2018,97,1949
210005,2019,103,1882
210010,2012,5,113
210010,2013,0,103
210010,2014,6,113
210010,2015,4,102
210010,2016,2,108
210010,2017,1,103
210010,2018,5,143
210010,2019,5,124
210015,2012,9,150
210015,2013,0,159
210015,2014,9,147
210015,2015,5,170
210015,2016,8,164
210015,2017,2,168
210015,2018,7,165
210015,2019,6,177
210020,2012,24,283
210020,2013,0,241
210020,2014,5,243
210020,2015,5,160
210020,2016,9,174
210020,2017,4,229
210020,2018,8,232
210020,2019,8,212
210030,2012,4,468
210030,2013,0,487
210030,2014,13,461
210030,2015,6,433
210030,2016,0,392
210030,2017,3,432
210030,2018,5,447
210030,2019,4,439
210040,2012,6,107
210040,2013,0,76
210040,2014,2,104
210040,2015,4,102
210040,2016,2,83
210040,2017,8,88
210040,2018,5,100
210040,2019,7,82
210043,2012,30,428
210043,2013,0,449
210043,2014,19,479
210043,2015,16,469
210043,2016,7,439
210043,2017,12,419
210043,2018,19,457
210043,2019,11,397
210047,2012,29,511
210047,2013,0,511
210047,2014,12,456
210047,2015,11,492
210047,2016,17,474
210047,2017,20,479
210047,2018,30,497
210047,2019,21,492
210050,2012,3,201
210050,2013,0,196
210050,2014,1,147
210050,2015,1,189
210050,2016,1,170
210050,2017,9,175
210050,2018,11,162
210050,2019,1,182
210055,2012,1,103
210055,2013,0,128
210055,2014,2,124
210055,2015,1,124
210055,2016,1,130
210055,2017,2,150
210055,2018,0,118
210055,2019,0,120
210060,2012,18,836
210060,2013,0,748
210060,2014,19,784
210060,2015,18,807
210060,2016,13,739
210060,2017,17,821
210060,2018,61,862
210060,2019,98,850
210070,2012,7,327
210070,2013,0,316
210070,2014,13,358
210070,2015,9,367
210070,2016,11,346
210070,2017,13,329
210070,2018,18,361
210070,2019,42,365
210080,2012,10,342
210080,2013,0,259
210080,2014,6,291
210080,2015,6,269
210080,2016,7,256
210080,2017,6,311
210080,2018,6,323
210080,2019,6,286
210083,2012,1,289
210083,2013,0,269
210083,2014,4,279
210083,2015,12,299
210083,2016,11,308
210083,2017,15,247
210083,2018,14,267
210083,2019,10,302
210087,2012,0,158
210087,2013,0,184
210087,2014,2,170
210087,2015,2,186
210087,2016,6,188
210087,2017,1,194
210087,2018,2,119
210087,2019,3,119
210090,2012,40,553
210090,2013,0,583
210090,2014,31,585
210090,2015,21,545
210090,2016,24,555
210090,2017,22,528
210090,2018,29,611
210090,2019,19,580
210095,2012,97,679
210095,2013,0,663
210095,2014,13,577
210095,2015,22,557
210095,2016,9,524
210095,2017,7,610
210095,2018,8,540
210095,2019,8,575
210100,2012,19,471
210100,2013,0,476
210100,2014,19,442
210100,2015,14,474
210100,2016,23,482
210100,2017,25,479
210100,2018,13,513
210100,2019,21,449
210110,2012,9,189
210110,2013,0,175
210110,2014,15,208
210110,2015,10,195
210110,2016,14,190
210110,2017,5,171
210110,2018,2,174
210110,2019,11,145
210120,2012,179,1694
210120,2013,0,1705
210120,2014,80,1784
210120,2015,91,1734
210120,2016,67,1476
210120,2017,73,1540
210120,2018,126,1687
210120,2019,183,1668
210125,2012,12,241
210125,2013,0,251
210125,2014,4,260
210125,2015,8,312
210125,2016,17,292
210125,2017,8,279
210125,2018,11,293
210125,2019,9,273
210130,2012,3,278
210130,2013,0,310
210130,2014,7,276
210130,2015,6,256
210130,2016,14,240
210130,2017,14,243
210130,2018,11,268
210130,2019,8,272
210135,2012,0,43
210135,2013,0,57
210135,2014,0,85
210135,2015,0,65
210135,2016,3,68
210135,2017,0,73
210135,2018,1,65
210135,2019,1,61
210140,2012,14,1848
210140,2013,0,1896
210140,2014,11,2115
210140,2015,44,2103
210140,2016,54,1998
210140,2017,307,2084
210140,2018,193,2077
210140,2019,65,2008
210150,2012,24,276
210150,2013,0,266
210150,2014,18,270
210150,2015,18,249
210150,2016,20,273
210150,2017,11,262
210150,2018,17,318
210150,2019,9,282
210160,2012,14,1462
210160,2013,0,1485
210160,2014,223,1650
210160,2015,212,1676
210160,2016,119,1439
210160,2017,28,1681
210160,2018,29,1641
210160,2019,50,1530
210170,2012,20,1139
210170,2013,0,1212
210170,2014,4,1264
210170,2015,5,1205
210170,2016,2,1284
210170,2017,6,1187
210170,2018,15,1280
210170,2019,8,1221
210173,2012,2,207
210173,2013,0,207
210173,2014,3,200
210173,2015,0,196
210173,2016,1,173
210173,2017,4,182
210173,2018,12,212
210173,2019,14,176
210177,2012,10,184
210177,2013,0,185
210177,2014,14,209
210177,2015,13,221
210177,2016,11,194
210177,2017,1,205
210177,2018,5,221
210177,2019,2,209
210180,2012,2,57
210180,2013,0,48
210180,2014,0,61
210180,2015,2,71
210180,2016,0,73
210180,2017,4,66
210180,2018,1,64
210180,2019,0,69
210190,2012,24,265
210190,2013,0,233
210190,2014,9,262
210190,2015,4,278
210190,2016,5,266
210190,2017,5,290
210190,2018,9,288
210190,2019,11,284
210193,2012,3,76
210193,2013,0,77
210193,2014,5,108
210193,2015,5,69
210193,2016,2,54
210193,2017,2,66
210193,2018,4,82
210193,2019,3,58
210197,2012,4,126
210197,2013,0,150
210197,2014,0,139
210197,2015,2,149
210197,2016,0,160
210197,2017,1,142
210197,2018,0,133
210197,2019,2,147
210200,2012,15,632
210200,2013,0,578
210200,2014,30,656
210200,2015,10,636
210200,2016,20,640
210200,2017,18,683
210200,2018,10,601
210200,2019,8,578
210203,2012,31,568
210203,2013,0,523
210203,2014,33,548
210203,2015,24,570
210203,2016,30,600
210203,2017,23,540
210203,2018,30,571
210203,2019,14,500
210207,2012,22,171
210207,2013,0,152
210207,2014,5,171
210207,2015,2,152
210207,2016,4,142
210207,2017,7,148
210207,2018,15,168
210207,2019,18,144
210210,2012,25,477
210210,2013,0,627
210210,2014,34,602
210210,2015,28,545
210210,2016,5,470
210210,2017,15,545
210210,2018,12,565
210210,2019,25,570
210215,2012,6,111
210215,2013,0,128
210215,2014,4,117
210215,2015,2,123
210215,2016,1,103
210215,2017,7,136
210215,2018,16,142
210215,2019,9,157
210220,2012,7,618
210220,2013,0,579
210220,2014,9,656
210220,2015,14,579
210220,2016,7,513
210220,2017,10,529
210220,2018,10,580
210220,2019,22,561
210230,2012,31,431
210230,2013,0,425
210230,2014,13,422
210230,2015,38,415
210230,2016,38,376
210230,2017,23,415
210230,2018,13,428
210230,2019,14,411
210232,2012,33,1310
210232,2013,0,1262
210232,2014,87,1380
210232,2015,52,1378
210232,2016,61,1366
210232,2017,33,1366
210232,2018,58,1414
210232,2019,67,1202
210235,2012,33,182
210235,2013,0,186
210235,2014,27,220
210235,2015,37,210
210235,2016,25,198
210235,2017,26,215
210235,2018,15,213
210235,2019,21,221
210237,2012,6,164
210237,2013,0,162
210237,2014,12,190
210237,2015,5,170
210237,2016,7,139
210237,2017,3,168
210237,2018,5,163
210237,2019,1,141
210240,2012,2,131
210240,2013,0,173
210240,2014,0,166
210240,2015,0,151
210240,2016,0,176
210240,2017,0,169
210240,2018,2,146
210240,2019,0,153
210250,2012,16,327
210250,2013,0,300
210250,2014,7,270
210250,2015,8,290
210250,2016,2,272
210250,2017,6,254
210250,2018,3,241
210250,2019,6,317
210255,2012,18,207
210255,2013,0,233
210255,2014,20,212
210255,2015,16,235
210255,2016,14,201
210255,2017,12,233
210255,2018,5,236
210255,2019,0,201
210260,2012,6,301
210260,2013,0,323
210260,2014,1,341
210260,2015,3,310
210260,2016,2,298
210260,2017,2,307
210260,2018,4,336
210260,2019,1,361
210270,2012,4,294
210270,2013,0,288
210270,2014,8,282
210270,2015,5,292
210270,2016,3,259
210270,2017,13,300
210270,2018,10,264
210270,2019,28,267
210275,2012,12,200
210275,2013,0,159
210275,2014,7,169
210275,2015,5,180
210275,2016,3,145
210275,2017,2,185
210275,2018,11,169
210275,2019,4,127
210280,2012,32,415
210280,2013,0,343
210280,2014,36,321
210280,2015,35,342
210280,2016,32,327
210280,2017,29,330
210280,2018,23,387
210280,2019,23,377
210290,2012,4,407
210290,2013,0,458
210290,2014,2,501
210290,2015,2,505
210290,2016,2,457
210290,2017,1,441
210290,2018,0,439
210290,2019,1,438
210300,2012,37,2720
210300,2013,0,2609
210300,2014,87,2544
210300,2015,64,2700
210300,2016,17,2559
210300,2017,18,2605
210300,2018,49,2706
210300,2019,44,2644
210310,2012,1,137
210310,2013,0,134
210310,2014,6,121
210310,2015,5,122
210310,2016,4,114
210310,2017,7,99
210310,2018,11,111
210310,2019,7,97
210312,2012,1,174
210312,2013,0,118
210312,2014,1,124
210312,2015,5,103
210312,2016,7,93
210312,2017,5,134
210312,2018,11,155
210312,2019,3,146
210315,2012,9,237
210315,2013,0,203
210315,2014,1,196
210315,2015,0,188
210315,2016,3,190
210315,2017,3,202
210315,2018,2,227
210315,2019,2,217
210317,2012,19,281
210317,2013,0,307
210317,2014,6,317
210317,2015,1,356
210317,2016,2,296
210317,2017,1,297
210317,2018,0,357
210317,2019,0,304
210320,2012,20,1616
210320,2013,0,1599
210320,2014,39,1498
210320,2015,15,1592
210320,2016,20,1368
210320,2017,39,1470
210320,2018,19,1550
210320,2019,26,1521
210325,2012,26,159
210325,2013,0,185
210325,2014,23,185
210325,2015,27,174
210325,2016,26,186
210325,2017,30,211
210325,2018,25,201
210325,2019,7,145
210330,2012,450,2374
210330,2013,0,2097
210330,2014,322,2197
210330,2015,236,2141
210330,2016,213,1947
210330,2017,184,2029
210330,2018,147,1945
210330,2019,217,1937
210340,2012,62,967
210340,2013,0,856
210340,2014,29,851
210340,2015,42,892
210340,2016,32,716
210340,2017,10,775
210340,2018,27,772
210340,2019,51,757
210350,2012,33,737
210350,2013,0,713
210350,2014,15,769
210350,2015,37,789
210350,2016,19,719
210350,2017,15,670
210350,2018,20,720
210350,2019,29,702
210355,2012,9,304
210355,2013,0,285
210355,2014,1,271
210355,2015,7,254
210355,2016,10,252
210355,2017,8,236
210355,2018,11,251
210355,2019,17,272
210360,2012,123,1165
210360,2013,0,1138
210360,2014,42,1183
210360,2015,29,1169
210360,2016,43,1101
210360,2017,41,1100
210360,2018,8,1117
210360,2019,3,1143
210370,2012,9,476
210370,2013,0,498
