CODMUNRES,ano_nasc,Qtd_Baixo_Peso,Qtd_Total
240725,2016,2,56
240725,2017,1,44
240725,2018,3,53
240725,2019,6,56
240730,2012,7,89
240730,2013,9,81
240730,2014,8,88
240730,2015,7,106
240730,2016,3,80
240730,2017,9,102
240730,2018,7,109
240730,2019,7,103
240740,2012,9,71
240740,2013,5,90
240740,2014,6,101
240740,2015,2,76
240740,2016,7,87
240740,2017,5,89
240740,2018,4,99
240740,2019,9,106
240750,2012,9,126
240750,2013,17,154
240750,2014,15,158
240750,2015,12,156
240750,2016,18,139
240750,2017,16,128
240750,2018,13,136
240750,2019,16,132
240760,2012,1,48
240760,2013,2,47
240760,2014,1,51
240760,2015,5,52
240760,2016,1,52
240760,2017,6,62
240760,2018,4,54
240760,2019,2,54
240770,2012,9,131
240770,2013,22,158
240770,2014,9,142
240770,2015,11,175
240770,2016,14,146
240770,2017,19,174
240770,2018,13,179
240770,2019,11,166
240780,2012,20,266
240780,2013,23,300
240780,2014,25,297
240780,2015,29,277
240780,2016,17,297
240780,2017,21,281
240780,2018,32,287
240780,2019,21,263
240790,2012,1,34
240790,2013,1,32
240790,2014,6,33
240790,2015,4,42
240790,2016,3,48
240790,2017,3,42
240790,2018,0,47
240790,2019,2,49
240800,2012,322,3819
240800,2013,321,3975
240800,2014,324,3954
240800,2015,346,4056
240800,2016,311,3760
240800,2017,380,3941
240800,2018,340,3893
240800,2019,297,3700
240810,2012,1093,12211
240810,2013,1096,11840
240810,2014,1083,11862
240810,2015,1178,12239
240810,2016,1001,11517
240810,2017,1002,11493
240810,2018,1056,12318
240810,2019,994,10640
240820,2012,39,357
240820,2013,32,349
240820,2014,30,380
240820,2015,35,393
240820,2016,32,405
240820,2017,39,399
240820,2018,34,384
240820,2019,21,362
240830,2012,54,494
240830,2013,54,479
240830,2014,46,478
240830,2015,30,492
240830,2016,38,460
240830,2017,31,497
240830,2018,34,500
240830,2019,39,492
240840,2012,6,48
240840,2013,9,37
240840,2014,1,52
240840,2015,0,42
240840,2016,0,20
240840,2017,6,36
240840,2018,2,38
240840,2019,4,36
240850,2012,0,63
240850,2013,1,59
240850,2014,4,54
240850,2015,5,59
240850,2016,6,60
240850,2017,3,61
240850,2018,4,49
240850,2019,4,49
240860,2012,8,48
240860,2013,5,54
240860,2014,5,53
240860,2015,12,71
240860,2016,8,62
240860,2017,6,60
240860,2018,0,48
240860,2019,4,46
240870,2012,5,40
240870,2013,5,44
240870,2014,6,56
240870,2015,5,44
240870,2016,1,37
240870,2017,1,43
240870,2018,6,49
240870,2019,0,50
240880,2012,8,75
240880,2013,11,94
240880,2014,6,76
240880,2015,8,64
240880,2016,10,94
240880,2017,10,83
240880,2018,16,107
240880,2019,12,112
240890,2012,18,347
240890,2013,19,325
240890,2014,21,323
240890,2015,26,362
240890,2016,24,311
240890,2017,23,279
240890,2018,17,274
240890,2019,19,261
240895,2012,12,181
240895,2013,9,160
240895,2014,12,158
240895,2015,12,162
240895,2016,6,154
240895,2017,12,177
240895,2018,14,185
240895,2019,8,159
240910,2012,13,177
240910,2013,13,175
240910,2014,7,165
240910,2015,8,166
240910,2016,13,146
240910,2017,12,155
240910,2018,16,156
240910,2019,16,148
240920,2012,6,45
240920,2013,5,51
240920,2014,1,41
240920,2015,3,42
240920,2016,2,40
240920,2017,3,46
240920,2018,3,33
240920,2019,4,40
240930,2012,8,130
240930,2013,10,182
240930,2014,6,140
240930,2015,6,143
240930,2016,7,162
240930,2017,6,140
240930,2018,9,129
240930,2019,6,121
240933,2012,3,44
240933,2013,3,44
240933,2014,3,61
240933,2015,9,89
240933,2016,6,71
240933,2017,7,68
240933,2018,10,64
240933,2019,6,73
240940,2012,19,384
240940,2013,29,389
240940,2014,20,410
240940,2015,31,475
240940,2016,27,393
240940,2017,35,413
240940,2018,31,560
240940,2019,28,368
240950,2012,5,56
240950,2013,3,54
240950,2014,6,59
240950,2015,5,59
240950,2016,2,46
240950,2017,6,52
240950,2018,2,54
240950,2019,5,58
240960,2012,6,36
240960,2013,1,25
240960,2014,2,38
240960,2015,1,32
240960,2016,2,33
240960,2017,3,31
240960,2018,1,45
240960,2019,4,33
240970,2012,11,77
240970,2013,9,95
240970,2014,10,70
240970,2015,13,84
240970,2016,9,72
240970,2017,5,73
240970,2018,3,77
240970,2019,2,61
240980,2012,20,227
240980,2013,30,234
240980,2014,12,175
240980,2015,16,225
240980,2016,20,199
240980,2017,17,183
240980,2018,16,240
240980,2019,20,222
240990,2012,13,130
240990,2013,7,91
240990,2014,7,198
240990,2015,15,205
240990,2016,4,130
240990,2017,17,149
240990,2018,8,167
240990,2019,9,147
241000,2012,2,33
241000,2013,4,48
241000,2014,2,39
241000,2015,4,51
241000,2016,3,33
241000,2017,2,39
241000,2018,2,42
241000,2019,3,51
241010,2012,13,217
241010,2013,16,146
241010,2014,13,181
241010,2015,12,170
241010,2016,8,147
241010,2017,20,165
241010,2018,12,168
241010,2019,11,172
241020,2012,9,106
241020,2013,7,83
241020,2014,8,109
241020,2015,10,90
241020,2016,6,109
241020,2017,4,100
241020,2018,10,100
241020,2019,6,112
241025,2012,5,69
241025,2013,5,63
241025,2014,6,73
241025,2015,4,88
241025,2016,2,83
241025,2017,8,90
241025,2018,7,92
241025,2019,2,79
241030,2012,6,147
241030,2013,20,162
241030,2014,10,151
241030,2015,16,165
241030,2016,12,141
241030,2017,10,160
241030,2018,10,132
241030,2019,14,167
241040,2012,5,117
241040,2013,8,129
241040,2014,21,153
241040,2015,11,123
241040,2016,16,103
241040,2017,11,136
241040,2018,9,128
241040,2019,8,124
241050,2012,2,59
241050,2013,8,65
241050,2014,5,67
241050,2015,5,52
241050,2016,4,51
241050,2017,4,61
241050,2018,2,68
241050,2019,7,64
241060,2012,4,58
241060,2013,5,35
241060,2014,1,29
241060,2015,5,45
241060,2016,2,19
241060,2017,1,30
241060,2018,0,27
241060,2019,0,22
241070,2012,4,45
241070,2013,0,42
241070,2014,2,34
241070,2015,2,32
241070,2016,1,34
241070,2017,2,29
241070,2018,4,46
241070,2019,4,42
241080,2012,4,56
241080,2013,1,45
241080,2014,6,44
241080,2015,5,60
241080,2016,4,48
241080,2017,3,55
241080,2018,2,37
241080,2019,0,43
241090,2012,8,103
241090,2013,3,116
241090,2014,5,97
241090,2015,11,113
241090,2016,12,101
241090,2017,5,94
241090,2018,10,103
241090,2019,10,103
241100,2012,4,58
241100,2013,8,67
241100,2014,5,71
241100,2015,5,87
241100,2016,5,58
241100,2017,5,66
241100,2018,5,65
241100,2019,1,52
241105,2012,3,55
241105,2013,10,67
241105,2014,4,76
241105,2015,4,63
241105,2016,6,80
241105,2017,7,71
241105,2018,5,94
241105,2019,4,71
241110,2012,1,45
241110,2013,6,41
241110,2014,1,34
241110,2015,4,28
241110,2016,4,33
241110,2017,4,39
241110,2018,4,37
241110,2019,5,39
241120,2012,35,584
241120,2013,44,586
241120,2014,34,627
241120,2015,47,597
241120,2016,50,612
241120,2017,52,563
241120,2018,50,584
241120,2019,58,529
241140,2012,17,151
241140,2013,7,147
241140,2014,13,133
241140,2015,13,138
241140,2016,4,110
241140,2017,8,108
241140,2018,19,163
241140,2019,12,128
241142,2012,1,29
241142,2013,1,31
241142,2014,2,27
241142,2015,2,29
241142,2016,2,26
241142,2017,1,29
241142,2018,4,45
241142,2019,1,25
241150,2012,33,329
241150,2013,21,330
241150,2014,34,332
241150,2015,25,349
241150,2016,34,326
241150,2017,19,272
241150,2018,24,340
241150,2019,28,313
241160,2012,5,48
241160,2013,2,41
241160,2014,5,38
241160,2015,5,44
241160,2016,2,35
241160,2017,2,44
241160,2018,6,54
241160,2019,1,54
241170,2012,3,59
241170,2013,5,74
241170,2014,3,71
241170,2015,9,76
241170,2016,2,41
241170,2017,3,61
241170,2018,2,60
241170,2019,5,48
241180,2012,4,49
241180,2013,3,28
241180,2014,5,44
241180,2015,0,34
241180,2016,2,29
241180,2017,5,37
241180,2018,1,39
241180,2019,4,39
241190,2012,3,44
241190,2013,1,60
241190,2014,4,63
241190,2015,4,63
241190,2016,6,82
241190,2017,6,56
241190,2018,5,60
241190,2019,3,50
241200,2012,128,1690
241200,2013,116,1768
241200,2014,130,1860
241200,2015,135,1724
241200,2016,135,1566
241200,2017,146,1693
241200,2018,115,1522
241200,2019,111,1410
241210,2012,8,72
241210,2013,5,60
241210,2014,1,57
241210,2015,7,69
241210,2016,9,66
241210,2017,2,67
241210,2018,4,59
241210,2019,2,57
241220,2012,39,680
241220,2013,52,709
241220,2014,63,666
241220,2015,63,802
241220,2016,44,745
241220,2017,67,721
241220,2018,59,764
241220,2019,61,726
241230,2012,10,176
241230,2013,6,155
241230,2014,13,169
241230,2015,11,182
241230,2016,9,137
241230,2017,12,147
241230,2018,13,145
241230,2019,11,148
241240,2012,5,49
241240,2013,7,49
241240,2014,2,59
241240,2015,3,57
241240,2016,3,38
241240,2017,2,59
241240,2018,4,59
241240,2019,3,51
241250,2012,22,386
241250,2013,25,272
241250,2014,19,321
241250,2015,29,358
241250,2016,16,354
241250,2017,29,432
241250,2018,29,401
241250,2019,21,304
241255,2012,6,87
241255,2013,11,112
241255,2014,5,105
241255,2015,9,88
241255,2016,7,70
241255,2017,3,55
241255,2018,6,59
241255,2019,9,136
241260,2012,25,192
241260,2013,17,217
241260,2014,15,232
241260,2015,23,197
241260,2016,18,220
241260,2017,17,203
241260,2018,17,208
241260,2019,18,207
241270,2012,7,81
241270,2013,8,68
241270,2014,9,68
241270,2015,12,91
241270,2016,5,66
241270,2017,4,77
241270,2018,6,70
241270,2019,8,76
241280,2012,9,88
241280,2013,5,84
241280,2014,4,85
241280,2015,2,82
241280,2016,6,96
241280,2017,5,70
241280,2018,6,83
241280,2019,11,76
241290,2012,9,103
241290,2013,4,133
241290,2014,8,140
241290,2015,10,124
241290,2016,10,121
241290,2017,9,117
241290,2018,7,103
241290,2019,11,114
241300,2012,6,66
241300,2013,6,59
241300,2014,4,75
241300,2015,7,69
241300,2016,7,54
241300,2017,5,63
241300,2018,8,73
241300,2019,8,65
241310,2012,4,76
241310,2013,4,71
241310,2014,9,84
241310,2015,6,74
241310,2016,6,89
241310,2017,10,81
241310,2018,11,85
241310,2019,14,89
241320,2012,7,81
241320,2013,4,64
241320,2014,2,60
241320,2015,11,69
241320,2016,7,66
241320,2017,7,67
241320,2018,10,68
241320,2019,8,83
241330,2012,5,75
241330,2013,1,97
241330,2014,4,82
241330,2015,9,77
241330,2016,4,76
241330,2017,10,87
241330,2018,7,78
241330,2019,10,93
241335,2012,22,194
241335,2013,24,213
241335,2014,10,214
241335,2015,11,189
241335,2016,23,166
241335,2017,14,166
241335,2018,22,201
241335,2019,20,211
241340,2012,7,88
241340,2013,3,90
241340,2014,3,85
241340,2015,2,75
241340,2016,5,79
241340,2017,12,82
241340,2018,6,60
241340,2019,4,79
241350,2012,9,108
241350,2013,12,107
241350,2014,13,103
241350,2015,6,95
241350,2016,10,78
241350,2017,5,86
241350,2018,11,94
241350,2019,13,73
241355,2012,2,38
241355,2013,3,42
241355,2014,5,62
241355,2015,3,47
241355,2016,3,43
241355,2017,1,44
241355,2018,2,43
241355,2019,2,62
241360,2012,4,78
241360,2013,5,57
241360,2014,7,90
241360,2015,6,82
241360,2016,7,86
241360,2017,12,87
241360,2018,9,79
241360,2019,4,66
241370,2012,3,71
241370,2013,3,65
241370,2014,5,61
241370,2015,4,55
241370,2016,4,56
241370,2017,1,51
241370,2018,4,67
241370,2019,3,58
241380,2012,3,47
241380,2013,5,30
241380,2014,1,27
241380,2015,1,30
241380,2016,3,27
241380,2017,3,37
241380,2018,1,36
241380,2019,2,35
241390,2012,16,149
241390,2013,20,179
241390,2014,14,173
241390,2015,17,165
241390,2016,12,159
241390,2017,15,132
241390,2018,9,153
241390,2019,8,129
241400,2012,12,228
241400,2013,14,228
241400,2014,16,238
241400,2015,20,236
241400,2016,23,217
241400,2017,14,209
241400,2018,8,218
241400,2019,12,170
241410,2012,7,157
241410,2013,10,152
241410,2014,10,164
241410,2015,16,150
241410,2016,7,124
241410,2017,13,132
241410,2018,11,129
241410,2019,10,147
241415,2012,7,114
241415,2013,6,90
241415,2014,6,87
241415,2015,8,88
241415,2016,7,93
241415,2017,12,104
241415,2018,11,92
241415,2019,5,76
241420,2012,14,187
241420,2013,15,183
241420,2014,21,225
241420,2015,18,220
241420,2016,26,248
241420,2017,16,234
241420,2018,28,276
241420,2019,17,223
241430,2012,1,21
241430,2013,2,30
241430,2014,1,33
241430,2015,0,19
241430,2016,1,19
241430,2017,2,23
241430,2018,2,20
241430,2019,1,15
241440,2012,31,405
241440,2013,40,490
241440,2014,47,504
241440,2015,37,470
241440,2016,29,418
241440,2017,37,479
241440,2018,36,499
241440,2019,22,466
241445,2012,5,47
241445,2013,8,65
241445,2014,0,52
241445,2015,2,53
241445,2016,1,48
241445,2017,6,53
241445,2018,6,60
241445,2019,3,44
241450,2012,9,123
241450,2013,5,112
241450,2014,10,122
241450,2015,9,108
241450,2016,7,94
241450,2017,3,108
241450,2018,7,114
241450,2019,5,95
241460,2012,13,196
241460,2013,21,194
241460,2014,22,185
241460,2015,23,192
241460,2016,12,157
241460,2017,13,144
241460,2018,13,160
241460,2019,24,183
241470,2012,6,64
241470,2013,9,62
241470,2014,2,49
241470,2015,3,66
241470,2016,9,65
241470,2017,6,57
241470,2018,3,78
241470,2019,9,77
241475,2012,4,53
241475,2013,2,51
241475,2014,5,65
241475,2015,3,53
241475,2016,2,47
241475,2017,6,44
241475,2018,10,66
241475,2019,1,49
241480,2012,13,153
241480,2013,12,165
241480,2014,17,166
241480,2015,19,165
241480,2016,10,165
241480,2017,11,169
241480,2018,10,170
241480,2019,9,165
241490,2012,0,22
241490,2013,4,29
241490,2014,3,31
241490,2015,2,28
241490,2016,3,26
241490,2017,2,15
241490,2018,2,18
241490,2019,0,11
241500,2012,7,39
241500,2013,6,57
241500,2014,2,45
241500,2015,3,47
241500,2016,0,48
241500,2017,2,62
241500,2018,3,45
241500,2019,1,40
250000,2012,1,6
250000,2018,0,2
250010,2012,8,106
250010,2013,4,88
250010,2014,7,96
250010,2015,7,111
250010,2016,14,136
250010,2017,6,108
250010,2018,17,136
250010,2019,11,122
250020,2012,5,51
250020,2013,1,54
250020,2014,10,66
250020,2015,5,70
250020,2016,4,66
250020,2017,2,59
250020,2018,4,54
250020,2019,0,45
250030,2012,21,410
250030,2013,27,405
250030,2014,13,364
250030,2015,20,367
250030,2016,25,337
250030,2017,27,357
250030,2018,34,437
250030,2019,42,417
250040,2012,18,281
250040,2013,21,329
250040,2014,27,336
250040,2015,37,339
250040,2016,35,329
250040,2017,27,331
250040,2018,26,321
250040,2019,18,316
250050,2012,10,223
250050,2013,14,230
250050,2014,20,240
250050,2015,11,244
250050,2016,12,240
250050,2017,13,236
250050,2018,16,219
250050,2019,17,215
250053,2012,6,85
250053,2013,5,88
250053,2014,11,114
250053,2015,7,110
250053,2016,6,131
250053,2017,6,139
250053,2018,6,105
250053,2019,5,89
250057,2012,2,39
250057,2013,2,39
250057,2014,1,38
250057,2015,4,51
250057,2016,7,58
250057,2017,3,51
250057,2018,2,47
250057,2019,4,61
250060,2012,28,404
250060,2013,22,381
250060,2014,31,428
250060,2015,27,412
250060,2016,30,408
250060,2017,19,430
250060,2018,32,415
250060,2019,20,367
250070,2012,14,181
250070,2013,17,187
250070,2014,16,202
250070,2015,10,175
250070,2016,8,192
250070,2017,9,187
250070,2018,10,225
250070,2019,12,177
250073,2012,5,44
250073,2013,3,35
250073,2014,1,39
250073,2015,0,44
250073,2016,7,38
250073,2017,2,34
250073,2018,0,36
250073,2019,5,37
250077,2012,10,100
250077,2013,9,101
250077,2014,5,118
250077,2015,11,127
250077,2016,5,95
250077,2017,3,72
250077,2018,3,108
250077,2019,6,83
250080,2012,14,231
250080,2013,19,200
250080,2014,11,228
250080,2015,9,204
250080,2016,17,211
250080,2017,19,202
250080,2018,7,231
250080,2019,8,200
250090,2012,8,158
250090,2013,7,151
250090,2014,4,132
250090,2015,18,165
250090,2016,6,112
250090,2017,6,107
250090,2018,10,126
250090,2019,8,127
250100,2012,15,242
250100,2013,15,265
250100,2014,13,240
250100,2015,12,194
250100,2016,18,188
250100,2017,11,213
250100,2018,15,271
250100,2019,19,257
250110,2012,30,355
250110,2013,26,362
250110,2014,21,365
250110,2015,27,383
250110,2016,20,355
250110,2017,30,358
250110,2018,20,339
250110,2019,22,371
250115,2012,4,25
250115,2013,4,33
250115,2014,0,21
250115,2015,4,27
250115,2016,4,31
250115,2017,4,37
250115,2018,2,37
250115,2019,5,39
250120,2012,9,112
250120,2013,2,97
250120,2014,3,123
250120,2015,8,108
250120,2016,9,106
250120,2017,10,106
250120,2018,10,96
250120,2019,6,102
250130,2012,14,276
250130,2013,13,288
250130,2014,19,344
250130,2015,11,271
250130,2016,15,282
250130,2017,26,317
250130,2018,20,321
250130,2019,18,260
250135,2012,6,66
250135,2013,5,67
250135,2014,7,67
250135,2015,8,78
250135,2016,5,60
250135,2017,3,65
250135,2018,10,87
250135,2019,4,63
250140,2012,12,171
250140,2013,9,146
250140,2014,9,161
250140,2015,8,168
250140,2016,8,138
250140,2017,15,171
250140,2018,12,163
250140,2019,10,182
250150,2012,19,285
250150,2013,16,283
250150,2014,19,308
250150,2015,24,270
250150,2016,12,290
250150,2017,21,287
250150,2018,18,319
250150,2019,19,263
250153,2012,4,72
250153,2013,2,65
250153,2014,7,68
250153,2015,2,53
250153,2016,0,47
250153,2017,4,64
250153,2018,4,61
250153,2019,4,68
250157,2012,10,109
250157,2013,7,105
250157,2014,4,98
250157,2015,8,95
250157,2016,10,114
250157,2017,6,100
250157,2018,12,121
250157,2019,7,102
250160,2012,10,175
250160,2013,7,170
250160,2014,9,145
250160,2015,12,148
250160,2016,8,138
250160,2017,14,139
250160,2018,10,136
250160,2019,11,129
250170,2012,4,76
250170,2013,7,86
250170,2014,5,69
250170,2015,5,91
250170,2016,3,66
250170,2017,4,83
250170,2018,4,97
250170,2019,4,135
250180,2012,100,1309
250180,2013,107,1395
250180,2014,95,1335
250180,2015,104,1394
250180,2016,96,1238
250180,2017,91,1359
250180,2018,102,1481
250180,2019,114,1333
250190,2012,16,225
250190,2013,20,240
250190,2014,17,237
250190,2015,12,235
250190,2016,16,208
250190,2017,12,192
250190,2018,11,223
250190,2019,22,225
250200,2012,1,83
250200,2013,5,104
250200,2014,3,88
250200,2015,4,100
250200,2016,3,87
250200,2017,3,70
250200,2018,4,70
250200,2019,4,73
250205,2012,8,53
250205,2013,3,47
250205,2014,8,62
250205,2015,4,57
250205,2016,12,55
250205,2017,1,48
250205,2018,5,56
250205,2019,5,43
250210,2012,5,59
250210,2013,3,50
250210,2014,4,72
250210,2015,4,71
250210,2016,4,86
250210,2017,3,91
250210,2018,4,96
250210,2019,4,102
250215,2012,7,112
250215,2013,6,85
250215,2014,11,107
250215,2015,3,90
250215,2016,5,89
250215,2017,6,100
250215,2018,15,112
250215,2019,9,101
250220,2012,0,33
250220,2013,2,38
250220,2014,4,35
250220,2015,1,37
250220,2016,3,41
250220,2017,3,40
250220,2018,8,35
250220,2019,2,48
250230,2012,4,51
250230,2013,2,45
250230,2014,4,55
250230,2015,5,45
250230,2016,3,49
250230,2017,2,46
250230,2018,3,51
250230,2019,2,38
250240,2012,18,165
250240,2013,9,155
250240,2014,8,173
250240,2015,8,152
250240,2016,9,134
250240,2017,11,130
250240,2018,7,132
250240,2019,16,164
250250,2012,13,267
250250,2013,8,254
250250,2014,20,296
250250,2015,29,291
250250,2016,13,245
250250,2017,18,247
250250,2018,25,257
250250,2019,14,275
250260,2012,3,58
250260,2013,1,68
250260,2014,5,93
250260,2015,9,83
250260,2016,4,67
250260,2017,1,53
250260,2018,5,74
250260,2019,2,75
250270,2012,7,77
250270,2013,8,71
250270,2014,5,68
250270,2015,7,85
250270,2016,4,58
250270,2017,2,72
250270,2018,7,77
250270,2019,7,73
250280,2012,5,163
250280,2013,9,155
250280,2014,6,169
250280,2015,22,207
250280,2016,16,174
250280,2017,14,152
250280,2018,11,163
250280,2019,19,191
250290,2012,4,99
250290,2013,4,76
250290,2014,6,72
250290,2015,3,83
250290,2016,9,99
250290,2017,6,77
250290,2018,4,79
250290,2019,1,81
250300,2012,25,387
250300,2013,41,443
250300,2014,32,398
250300,2015,34,450
250300,2016,27,439
250300,2017,25,398
250300,2018,23,362
250300,2019,19,367
250310,2012,8,61
250310,2013,3,70
250310,2014,4,65
250310,2015,1,52
250310,2016,0,48
250310,2017,4,59
250310,2018,2,68
250310,2019,5,68
250320,2012,57,906
250320,2013,57,965
250320,2014,67,934
250320,2015,72,937
250320,2016,65,948
250320,2017,79,925
250320,2018,73,936
250320,2019,68,949
250330,2012,9,119
250330,2013,9,135
250330,2014,6,127
250330,2015,6,151
250330,2016,12,129
250330,2017,13,153
250330,2018,5,136
250330,2019,13,115
250340,2012,4,31
250340,2013,1,41
250340,2014,3,55
250340,2015,2,67
250340,2016,4,52
250340,2017,3,43
250340,2018,4,69
250340,2019,4,47
250350,2012,9,231
250350,2013,14,208
250350,2014,10,218
250350,2015,12,224
250350,2016,17,208
250350,2017,12,223
250350,2018,15,221
250350,2019,8,191
250355,2012,10,134
250355,2013,9,133
250355,2014,15,140
250355,2015,11,131
250355,2016,9,129
250355,2017,15,164
250355,2018,13,162
250355,2019,17,157
250360,2012,9,103
250360,2013,10,105
250360,2014,9,117
250360,2015,2,94
250360,2016,6,96
250360,2017,3,77
250360,2018,4,96
250360,2019,12,94
250370,2012,78,912
250370,2013,68,892
250370,2014,69,841
250370,2015,76,975
250370,2016,73,849
250370,2017,75,851
250370,2018,61,934
250370,2019,87,898
250375,2012,1,54
250375,2013,4,58
250375,2014,6,54
250375,2015,2,49
250375,2016,2,42
250375,2017,5,51
250375,2018,0,34
250375,2019,0,48
250380,2012,6,69
250380,2013,9,87
250380,2014,4,109
250380,2015,6,110
250380,2016,2,83
250380,2017,5,78
250380,2018,8,106
250380,2019,6,105
250390,2012,5,64
250390,2013,6,85
250390,2014,10,88
250390,2015,6,97
250390,2016,2,73
250390,2017,3,86
250390,2018,8,103
250390,2019,9,88
250400,2012,452,6199
250400,2013,446,6098
250400,2014,511,6610
250400,2015,490,6610
250400,2016,464,6070
250400,2017,511,6272
250400,2018,551,6587
250400,2019,576,6104
250403,2012,9,99
250403,2013,8,105
250403,2014,7,98
250403,2015,5,96
250403,2016,9,108
250403,2017,9,111
250403,2018,11,134
250403,2019,5,111
250407,2012,7,59
250407,2013,4,59
250407,2014,3,44
250407,2015,7,58
250407,2016,0,57
250407,2017,4,51
250407,2018,4,61
250407,2019,7,64
250410,2012,0,27
250410,2013,0,22
250410,2014,3,38
250410,2015,2,23
250410,2016,0,18
250410,2017,0,32
250410,2018,1,37
250410,2019,1,30
250415,2012,8,86
250415,2013,5,81
250415,2014,5,91
250415,2015,4,79
250415,2016,4,97
250415,2017,6,103
250415,2018,6,96
250415,2019,6,75
250420,2012,3,74
250420,2013,6,61
250420,2014,4,57
250420,2015,10,77
250420,2016,3,68
250420,2017,2,57
250420,2018,7,71
250420,2019,1,56
250430,2012,44,401
250430,2013,17,394
250430,2014,31,432
250430,2015,25,405
250430,2016,33,399
250430,2017,24,387
250430,2018,31,421
250430,2019,42,421
250435,2012,8,83
250435,2013,5,78
250435,2014,7,67
250435,2015,8,77
250435,2016,5,77
250435,2017,3,67
250435,2018,3,83
250435,2019,3,85
250440,2012,16,220
250440,2013,21,254
250440,2014,16,273
250440,2015,23,246
250440,2016,25,242
250440,2017,19,222
250440,2018,18,263
250440,2019,16,235
250450,2012,8,105
250450,2013,2,80
250450,2014,1,88
250450,2015,5,78
250450,2016,6,81
250450,2017,7,85
250450,2018,12,94
250450,2019,2,93
250460,2012,42,458
250460,2013,23,489
250460,2014,30,455
250460,2015,35,490
250460,2016,33,502
250460,2017,30,447
250460,2018,38,510
250460,2019,50,548
250470,2012,4,104
250470,2013,6,88
250470,2014,5,104
250470,2015,3,76
250470,2016,9,104
250470,2017,6,83
250470,2018,8,88
250470,2019,9,105
250480,2012,11,222
250480,2013,14,190
250480,2014,13,197
250480,2015,18,223
250480,2016,12,209
250480,2017,11,210
250480,2018,9,217
250480,2019,14,196
250485,2012,0,22
250485,2013,2,14
250485,2014,3,21
250485,2015,2,22
250485,2016,1,21
250485,2017,2,23
250485,2018,1,20
250485,2019,3,25
250490,2012,23,262
250490,2013,14,284
250490,2014,13,207
250490,2015,20,256
250490,2016,18,287
250490,2017,16,323
250490,2018,12,350
250490,2019,9,270
250500,2012,5,90
250500,2013,7,102
250500,2014,8,107
250500,2015,6,110
250500,2016,10,93
250500,2017,6,92
250500,2018,12,123
250500,2019,7,104
250510,2012,16,250
250510,2013,15,255
250510,2014,20,257
250510,2015,14,301
250510,2016,17,243
250510,2017,14,263
250510,2018,13,254
250510,2019,15,261
250520,2012,3,101
250520,2013,7,109
250520,2014,5,127
250520,2015,6,103
250520,2016,5,131
250520,2017,7,112
250520,2018,5,119
250520,2019,5,111
250523,2012,6,79
250523,2013,5,84
250523,2014,6,81
250523,2015,5,79
250523,2016,10,92
250523,2017,9,103
250523,2018,9,100
250523,2019,3,103
250527,2012,3,89
250527,2013,4,76
250527,2014,1,50
250527,2015,4,68
250527,2016,3,71
250527,2017,8,71
250527,2018,6,81
250527,2019,4,67
250530,2012,1,23
250530,2013,1,32
250530,2014,2,25
250530,2015,0,26
250530,2016,0,24
250530,2017,5,30
250530,2018,0,23
250530,2019,0,21
250535,2012,3,65
250535,2013,2,66
250535,2014,0,59
250535,2015,6,73
250535,2016,7,52
250535,2017,10,72
250535,2018,2,55
250535,2019,1,54
250540,2012,8,120
250540,2013,8,115
250540,2014,12,114
250540,2015,10,126
250540,2016,10,130
250540,2017,7,110
250540,2018,10,123
250540,2019,11,116
250550,2012,1,51
250550,2013,3,43
250550,2014,2,48
250550,2015,6,38
250550,2016,5,52
250550,2017,2,37
250550,2018,2,48
250550,2019,4,41
250560,2012,2,72
250560,2013,7,72
250560,2014,2,86
250560,2015,6,95
250560,2016,4,74
250560,2017,4,96
250560,2018,1,94
250560,2019,4,97
250570,2012,10,151
250570,2013,6,133
250570,2014,19,163
250570,2015,7,150
250570,2016,12,147
250570,2017,8,146
250570,2018,13,149
250570,2019,17,135
250580,2012,6,63
250580,2013,3,52
250580,2014,4,75
250580,2015,2,57
250580,2016,4,51
250580,2017,5,47
250580,2018,7,42
250580,2019,4,57
250590,2012,1,33
250590,2013,1,36
250590,2014,5,43
250590,2015,2,42
250590,2016,2,40
250590,2017,0,35
250590,2018,4,52
250590,2019,0,42
250600,2012,36,521
250600,2013,32,514
250600,2014,43,558
250600,2015,37,525
250600,2016,38,489
250600,2017,32,478
250600,2018,30,478
250600,2019,43,518
250610,2012,12,186
250610,2013,11,190
250610,2014,9,192
250610,2015,13,157
250610,2016,11,163
250610,2017,13,181
250610,2018,14,194
250610,2019,16,177
250620,2012,3,30
250620,2013,0,32
250620,2014,1,30
250620,2015,0,28
250620,2016,3,21
250620,2017,0,23
250620,2018,2,22
250620,2019,6,33
250625,2012,7,100
250625,2013,9,126
250625,2014,10,129
250625,2015,8,149
250625,2016,5,123
250625,2017,12,107
250625,2018,8,123
250625,2019,7,125
250630,2012,64,862
250630,2013,56,915
250630,2014,65,862
250630,2015,58,903
250630,2016,44,834
250630,2017,72,849
250630,2018,50,916
250630,2019,70,866
250640,2012,13,173
250640,2013,11,214
250640,2014,15,220
250640,2015,25,226
250640,2016,12,200
250640,2017,11,181
250640,2018,15,193
250640,2019,10,190
250650,2012,1,46
250650,2013,2,33
250650,2014,6,40
250650,2015,4,54
250650,2016,7,45
250650,2017,1,43
250650,2018,2,51
250650,2019,2,43
250660,2012,3,89
