CODMUNRES,ano_nasc,Qtd_Baixo_Peso,Qtd_Total
293080,2012,13,260
293080,2013,13,223
293080,2014,19,235
293080,2015,18,266
293080,2016,19,216
293080,2017,18,187
293080,2018,16,251
293080,2019,24,240
293090,2012,3,131
293090,2013,12,138
293090,2014,7,151
293090,2015,9,96
293090,2016,8,141
293090,2017,4,152
293090,2018,7,145
293090,2019,9,184
293100,2012,23,237
293100,2013,19,255
293100,2014,18,264
293100,2015,22,253
293100,2016,12,232
293100,2017,26,231
293100,2018,25,236
293100,2019,28,255
293105,2012,12,217
293105,2013,18,206
293105,2014,19,206
293105,2015,18,175
293105,2016,18,196
293105,2017,19,224
293105,2018,29,234
293105,2019,18,233
293110,2012,11,107
293110,2013,11,87
293110,2014,6,71
293110,2015,4,67
293110,2016,4,61
293110,2017,10,64
293110,2018,8,85
293110,2019,4,91
293120,2012,20,293
293120,2013,12,224
293120,2014,18,257
293120,2015,31,274
293120,2016,20,241
293120,2017,23,247
293120,2018,23,236
293120,2019,26,269
293130,2012,24,235
293130,2013,10,198
293130,2014,17,224
293130,2015,13,205
293130,2016,18,237
293130,2017,19,195
293130,2018,14,227
293130,2019,24,236
293135,2012,242,2717
293135,2013,249,2590
293135,2014,190,2650
293135,2015,238,2688
293135,2016,208,2446
293135,2017,214,2630
293135,2018,212,2669
293135,2019,229,2635
293140,2012,4,74
293140,2013,5,70
293140,2014,5,58
293140,2015,7,62
293140,2016,5,55
293140,2017,5,51
293140,2018,2,32
293140,2019,5,39
293150,2012,17,322
293150,2013,22,292
293150,2014,23,310
293150,2015,23,309
293150,2016,21,268
293150,2017,29,310
293150,2018,29,280
293150,2019,22,268
293160,2012,8,147
293160,2013,8,189
293160,2014,6,180
293160,2015,7,177
293160,2016,13,197
293160,2017,8,165
293160,2018,8,164
293160,2019,13,189
293170,2012,24,180
293170,2013,15,143
293170,2014,15,118
293170,2015,16,137
293170,2016,5,105
293170,2017,12,112
293170,2018,15,110
293170,2019,16,128
293180,2012,16,189
293180,2013,9,194
293180,2014,17,181
293180,2015,11,179
293180,2016,12,127
293180,2017,15,182
293180,2018,15,165
293180,2019,14,179
293190,2012,35,603
293190,2013,32,609
293190,2014,49,638
293190,2015,39,578
293190,2016,48,603
293190,2017,37,571
293190,2018,50,642
293190,2019,47,585
293200,2012,17,273
293200,2013,20,302
293200,2014,21,284
293200,2015,27,292
293200,2016,21,312
293200,2017,26,325
293200,2018,25,305
293200,2019,26,308
293210,2012,12,277
293210,2013,13,244
293210,2014,9,267
293210,2015,14,254
293210,2016,18,221
293210,2017,15,241
293210,2018,8,255
293210,2019,16,231
293220,2012,32,350
293220,2013,28,323
293220,2014,25,299
293220,2015,20,301
293220,2016,33,299
293220,2017,25,307
293220,2018,17,300
293220,2019,24,313
293230,2012,12,264
293230,2013,24,284
293230,2014,7,214
293230,2015,14,231
293230,2016,26,258
293230,2017,17,214
293230,2018,13,201
293230,2019,16,245
293240,2012,11,193
293240,2013,15,170
293240,2014,17,167
293240,2015,17,169
293240,2016,7,149
293240,2017,12,190
293240,2018,14,167
293240,2019,12,160
293245,2012,12,193
293245,2013,11,144
293245,2014,10,167
293245,2015,11,164
293245,2016,9,184
293245,2017,8,172
293245,2018,12,199
293245,2019,21,201
293250,2012,28,317
293250,2013,24,319
293250,2014,23,262
293250,2015,25,250
293250,2016,19,243
293250,2017,24,243
293250,2018,20,233
293250,2019,20,248
293260,2012,15,194
293260,2013,17,184
293260,2014,14,224
293260,2015,27,234
293260,2016,13,219
293260,2017,14,207
293260,2018,10,182
293260,2019,16,175
293270,2012,30,376
293270,2013,29,370
293270,2014,22,322
293270,2015,29,316
293270,2016,17,255
293270,2017,20,280
293270,2018,22,323
293270,2019,22,310
293280,2012,10,270
293280,2013,11,254
293280,2014,19,283
293280,2015,16,247
293280,2016,11,206
293280,2017,16,247
293280,2018,21,255
293280,2019,21,251
293290,2012,119,1300
293290,2013,88,1236
293290,2014,91,1409
293290,2015,123,1527
293290,2016,102,1396
293290,2017,104,1543
293290,2018,116,1633
293290,2019,114,1448
293300,2012,29,329
293300,2013,23,297
293300,2014,19,248
293300,2015,25,260
293300,2016,33,267
293300,2017,30,278
293300,2018,18,294
293300,2019,33,277
293305,2012,7,122
293305,2013,10,127
293305,2014,9,140
293305,2015,9,141
293305,2016,11,131
293305,2017,7,167
293305,2018,10,129
293305,2019,10,127
293310,2012,2,120
293310,2013,6,82
293310,2014,4,85
293310,2015,4,95
293310,2016,6,83
293310,2017,5,98
293310,2018,2,88
293310,2019,6,87
293315,2012,7,162
293315,2013,5,131
293315,2014,10,140
293315,2015,9,172
293315,2016,16,188
293315,2017,15,215
293315,2018,22,188
293315,2019,10,185
293317,2012,11,140
293317,2013,8,112
293317,2014,6,116
293317,2015,8,116
293317,2016,19,124
293317,2017,5,127
293317,2018,10,141
293317,2019,9,114
293320,2012,31,499
293320,2013,51,496
293320,2014,44,489
293320,2015,40,479
293320,2016,48,490
293320,2017,35,487
293320,2018,39,504
293320,2019,63,587
293325,2012,5,90
293325,2013,2,53
293325,2014,4,85
293325,2015,10,90
293325,2016,4,69
293325,2017,1,69
293325,2018,7,84
293325,2019,2,59
293330,2012,485,5248
293330,2013,468,5244
293330,2014,492,5367
293330,2015,520,5538
293330,2016,517,5541
293330,2017,571,5879
293330,2018,517,5701
293330,2019,563,5541
293340,2012,8,125
293340,2013,3,129
293340,2014,8,120
293340,2015,13,128
293340,2016,4,141
293340,2017,10,125
293340,2018,6,117
293340,2019,9,110
293345,2012,21,191
293345,2013,16,187
293345,2014,15,182
293345,2015,17,179
293345,2016,10,179
293345,2017,11,175
293345,2018,10,166
293345,2019,19,191
293350,2012,28,416
293350,2013,26,368
293350,2014,22,327
293350,2015,30,377
293350,2016,29,360
293350,2017,27,386
293350,2018,23,387
293350,2019,29,398
293360,2012,50,858
293360,2013,58,820
293360,2014,53,845
293360,2015,58,850
293360,2016,54,851
293360,2017,54,790
293360,2018,66,940
293360,2019,47,870
310000,2012,3,11
310000,2013,0,9
310000,2014,2,6
310000,2015,4,14
310000,2016,0,4
310000,2017,1,2
310000,2018,1,3
310000,2019,1,2
310010,2012,4,68
310010,2013,4,57
310010,2014,6,71
310010,2015,7,53
310010,2016,4,59
310010,2017,2,52
310010,2018,4,64
310010,2019,11,56
310020,2012,27,238
310020,2013,24,268
310020,2014,26,260
310020,2015,18,238
310020,2016,17,213
310020,2017,19,244
310020,2018,28,252
310020,2019,20,237
310030,2012,18,164
310030,2013,11,153
310030,2014,19,158
310030,2015,15,148
310030,2016,6,150
310030,2017,12,135
310030,2018,25,178
310030,2019,9,162
310040,2012,5,47
310040,2013,2,38
310040,2014,3,38
310040,2015,3,38
310040,2016,8,41
310040,2017,0,36
310040,2018,9,43
310040,2019,3,52
310050,2012,11,93
310050,2013,9,107
310050,2014,11,96
310050,2015,10,115
310050,2016,8,109
310050,2017,8,113
310050,2018,11,109
310050,2019,6,93
310060,2012,10,179
310060,2013,10,193
310060,2014,11,150
310060,2015,2,179
310060,2016,9,145
310060,2017,16,190
310060,2018,16,187
310060,2019,12,155
310070,2012,2,23
310070,2013,2,16
310070,2014,1,21
310070,2015,1,25
310070,2016,0,16
310070,2017,2,20
310070,2018,2,29
310070,2019,0,19
310080,2012,5,50
310080,2013,5,69
310080,2014,4,53
310080,2015,8,51
310080,2016,3,40
310080,2017,5,44
310080,2018,7,55
310080,2019,3,32
310090,2012,13,273
310090,2013,18,264
310090,2014,14,262
310090,2015,19,273
310090,2016,12,249
310090,2017,10,254
310090,2018,23,294
310090,2019,24,272
310100,2012,15,168
310100,2013,17,184
310100,2014,15,162
310100,2015,8,171
310100,2016,9,165
310100,2017,10,173
310100,2018,16,165
310100,2019,13,145
310110,2012,20,316
310110,2013,30,343
310110,2014,20,320
310110,2015,10,279
310110,2016,17,309
310110,2017,19,318
310110,2018,17,303
310110,2019,21,316
310120,2012,5,54
310120,2013,7,59
310120,2014,3,43
310120,2015,5,44
310120,2016,4,45
310120,2017,4,53
310120,2018,4,45
310120,2019,3,52
310130,2012,0,13
310130,2013,1,21
310130,2014,6,28
310130,2015,4,19
310130,2016,3,18
310130,2017,1,20
310130,2018,4,31
310130,2019,3,21
310140,2012,2,18
310140,2013,0,27
310140,2014,0,22
310140,2015,4,18
310140,2016,3,31
310140,2017,4,23
310140,2018,1,27
310140,2019,2,27
310150,2012,37,456
310150,2013,25,414
310150,2014,36,456
310150,2015,34,463
310150,2016,43,411
310150,2017,27,407
310150,2018,26,444
310150,2019,32,400
310160,2012,103,1050
310160,2013,111,1009
310160,2014,92,1024
310160,2015,105,1013
310160,2016,129,1012
310160,2017,110,998
310160,2018,108,999
310160,2019,101,1018
310163,2012,8,79
310163,2013,11,86
310163,2014,8,72
310163,2015,8,58
310163,2016,8,79
310163,2017,6,49
310163,2018,14,78
310163,2019,6,71
310170,2012,51,591
310170,2013,41,555
310170,2014,43,542
310170,2015,50,605
310170,2016,46,587
310170,2017,48,572
310170,2018,37,573
310170,2019,40,565
310180,2012,9,98
310180,2013,5,88
310180,2014,8,91
310180,2015,6,92
310180,2016,7,89
310180,2017,11,92
310180,2018,5,85
310180,2019,7,110
310190,2012,26,259
310190,2013,23,235
310190,2014,26,284
310190,2015,26,269
310190,2016,23,219
310190,2017,20,228
310190,2018,7,217
310190,2019,20,207
310200,2012,14,165
310200,2013,13,159
310200,2014,10,170
310200,2015,13,178
310200,2016,11,149
310200,2017,20,186
310200,2018,17,178
310200,2019,9,160
310205,2012,6,71
310205,2013,7,82
310205,2014,4,68
310205,2015,11,82
310205,2016,6,73
310205,2017,6,77
310205,2018,8,89
310205,2019,11,95
310210,2012,9,100
310210,2013,11,99
310210,2014,11,98
310210,2015,14,109
310210,2016,20,89
310210,2017,14,111
310210,2018,19,109
310210,2019,8,106
310220,2012,2,40
310220,2013,5,64
310220,2014,2,41
310220,2015,5,54
310220,2016,5,52
310220,2017,0,51
310220,2018,4,57
310220,2019,5,61
310230,2012,15,158
310230,2013,11,137
310230,2014,25,145
310230,2015,20,139
310230,2016,20,146
310230,2017,20,156
310230,2018,14,149
310230,2019,14,137
310240,2012,4,53
310240,2013,4,58
310240,2014,4,49
310240,2015,3,54
310240,2016,4,55
310240,2017,13,59
310240,2018,7,56
310240,2019,8,43
310250,2012,6,72
310250,2013,9,66
310250,2014,6,55
310250,2015,8,43
310250,2016,6,60
310250,2017,5,65
310250,2018,9,60
310250,2019,3,35
310260,2012,35,457
310260,2013,35,426
310260,2014,33,451
310260,2015,43,480
310260,2016,28,484
310260,2017,41,507
310260,2018,48,475
310260,2019,47,468
310270,2012,11,92
310270,2013,8,97
310270,2014,8,99
310270,2015,12,111
310270,2016,4,89
310270,2017,9,78
310270,2018,8,89
310270,2019,8,90
310280,2012,17,116
310280,2013,14,123
310280,2014,13,112
310280,2015,12,130
310280,2016,4,114
310280,2017,12,111
310280,2018,10,142
310280,2019,19,135
310285,2012,12,107
310285,2013,12,118
310285,2014,8,140
310285,2015,11,99
310285,2016,14,104
310285,2017,8,103
310285,2018,7,87
310285,2019,9,98
310290,2012,14,119
310290,2013,13,123
310290,2014,8,105
310290,2015,9,124
310290,2016,11,96
310290,2017,15,130
310290,2018,14,109
310290,2019,18,127
310300,2012,3,83
310300,2013,13,112
310300,2014,7,110
310300,2015,13,135
310300,2016,9,97
310300,2017,13,95
310300,2018,6,108
310300,2019,13,113
310310,2012,0,11
310310,2013,0,10
310310,2014,0,9
310310,2015,0,7
310310,2016,1,10
310310,2017,4,9
310310,2018,0,6
310310,2019,0,10
310320,2012,3,24
310320,2013,0,14
310320,2014,2,20
310320,2015,2,25
310320,2016,1,20
310320,2017,2,30
310320,2018,2,24
310320,2019,2,24
310330,2012,1,12
310330,2013,1,14
310330,2014,0,15
310330,2015,1,16
310330,2016,0,15
310330,2017,1,18
310330,2018,5,25
310330,2019,3,24
310340,2012,31,362
310340,2013,51,453
310340,2014,36,470
310340,2015,45,420
310340,2016,49,409
310340,2017,34,430
310340,2018,49,427
310340,2019,37,382
310350,2012,121,1425
310350,2013,140,1408
310350,2014,110,1387
310350,2015,139,1484
310350,2016,136,1378
310350,2017,134,1421
310350,2018,116,1426
310350,2019,93,1319
310360,2012,1,32
310360,2013,1,30
310360,2014,9,42
310360,2015,3,40
310360,2016,2,21
310360,2017,3,38
310360,2018,2,39
310360,2019,2,23
310370,2012,13,108
310370,2013,5,89
310370,2014,9,96
310370,2015,8,82
310370,2016,9,97
310370,2017,4,84
310370,2018,6,102
310370,2019,9,103
310375,2012,9,109
310375,2013,4,97
310375,2014,9,123
310375,2015,12,119
310375,2016,6,112
310375,2017,9,125
310375,2018,11,126
310375,2019,8,129
310380,2012,2,23
310380,2013,1,13
310380,2014,0,22
310380,2015,0,15
310380,2016,1,14
310380,2017,0,17
310380,2018,0,17
310380,2019,0,15
310390,2012,14,117
310390,2013,6,88
310390,2014,14,120
310390,2015,11,127
310390,2016,4,89
310390,2017,5,94
310390,2018,10,108
310390,2019,14,125
310400,2012,131,1345
310400,2013,139,1320
310400,2014,113,1401
310400,2015,153,1570
310400,2016,148,1542
310400,2017,145,1514
310400,2018,138,1522
310400,2019,110,1483
310410,2012,8,93
310410,2013,8,102
310410,2014,3,88
310410,2015,8,104
310410,2016,5,62
310410,2017,5,72
310410,2018,10,72
310410,2019,7,74
310420,2012,35,445
310420,2013,33,483
310420,2014,48,471
310420,2015,40,507
310420,2016,42,457
310420,2017,55,498
310420,2018,39,480
310420,2019,64,522
310430,2012,16,178
310430,2013,16,176
310430,2014,17,174
310430,2015,15,174
310430,2016,13,159
310430,2017,5,155
310430,2018,23,174
310430,2019,11,140
310440,2012,4,33
310440,2013,3,30
310440,2014,1,31
310440,2015,3,28
310440,2016,2,30
310440,2017,1,24
310440,2018,2,28
310440,2019,3,34
310445,2012,6,69
310445,2013,2,53
310445,2014,5,60
310445,2015,1,37
310445,2016,8,62
310445,2017,6,62
310445,2018,4,55
310445,2019,4,53
310450,2012,19,226
310450,2013,20,217
310450,2014,21,217
310450,2015,13,195
310450,2016,10,189
310450,2017,16,209
310450,2018,14,210
310450,2019,16,182
310460,2012,9,144
310460,2013,16,152
310460,2014,6,125
310460,2015,8,125
310460,2016,10,141
310460,2017,10,127
310460,2018,9,131
310460,2019,13,140
310470,2012,14,167
310470,2013,11,156
310470,2014,20,167
310470,2015,11,140
310470,2016,8,133
310470,2017,11,144
310470,2018,11,132
310470,2019,5,124
310480,2012,7,58
310480,2013,4,47
310480,2014,5,62
310480,2015,4,53
310480,2016,4,51
310480,2017,5,38
310480,2018,4,53
310480,2019,5,46
310490,2012,15,170
310490,2013,8,188
310490,2014,14,167
310490,2015,10,196
310490,2016,15,201
310490,2017,11,189
310490,2018,25,203
310490,2019,11,212
310500,2012,4,86
310500,2013,7,96
310500,2014,11,106
310500,2015,9,86
310500,2016,7,95
310500,2017,7,75
310500,2018,9,72
310500,2019,6,74
310510,2012,23,219
310510,2013,28,226
310510,2014,24,251
310510,2015,26,203
310510,2016,21,220
310510,2017,23,234
310510,2018,28,220
310510,2019,20,234
310520,2012,5,37
310520,2013,2,22
310520,2014,4,25
310520,2015,4,33
310520,2016,4,52
310520,2017,2,37
310520,2018,0,39
310520,2019,2,39
310530,2012,9,72
310530,2013,10,78
310530,2014,7,60
310530,2015,8,63
310530,2016,5,49
310530,2017,7,68
310530,2018,6,79
310530,2019,5,73
310540,2012,33,372
310540,2013,39,419
310540,2014,32,463
310540,2015,37,453
310540,2016,32,407
310540,2017,39,371
310540,2018,32,354
310540,2019,45,401
310550,2012,8,66
310550,2013,7,30
310550,2014,6,46
310550,2015,5,60
310550,2016,4,46
310550,2017,6,39
310550,2018,5,49
310550,2019,4,39
310560,2012,167,1431
310560,2013,175,1469
310560,2014,177,1478
310560,2015,187,1502
310560,2016,160,1365
310560,2017,169,1370
310560,2018,177,1486
310560,2019,176,1410
310570,2012,10,65
310570,2013,5,45
310570,2014,2,51
310570,2015,1,36
310570,2016,2,57
310570,2017,13,52
310570,2018,10,39
310570,2019,8,49
310590,2012,24,293
310590,2013,20,259
310590,2014,19,255
310590,2015,19,259
310590,2016,23,228
310590,2017,29,238
310590,2018,20,238
310590,2019,17,258
310600,2012,10,126
310600,2013,15,124
310600,2014,16,139
310600,2015,13,130
310600,2016,9,132
310600,2017,10,119
310600,2018,12,139
310600,2019,8,110
310610,2012,4,42
310610,2013,4,34
310610,2014,3,34
310610,2015,1,31
310610,2016,3,27
310610,2017,2,30
310610,2018,4,34
310610,2019,1,19
310620,2012,3300,32124
310620,2013,3200,31381
310620,2014,3211,31732
310620,2015,3252,32080
310620,2016,3155,29648
310620,2017,3216,30144
310620,2018,3199,29813
310620,2019,3131,28610
310630,2012,21,357
310630,2013,27,346
310630,2014,28,340
310630,2015,32,345
310630,2016,33,316
310630,2017,21,304
310630,2018,24,331
310630,2019,29,353
310640,2012,5,81
310640,2013,9,87
310640,2014,7,90
310640,2015,10,92
310640,2016,5,97
310640,2017,8,109
310640,2018,8,90
310640,2019,6,93
310650,2012,7,102
310650,2013,6,96
310650,2014,12,117
310650,2015,6,89
310650,2016,10,85
310650,2017,10,84
310650,2018,8,88
310650,2019,6,99
310660,2012,13,98
310660,2013,7,89
310660,2014,9,96
310660,2015,10,93
310660,2016,5,73
310660,2017,5,83
310660,2018,8,93
310660,2019,9,76
310665,2012,2,55
310665,2013,3,59
310665,2014,8,44
310665,2015,7,62
310665,2016,5,44
310665,2017,3,56
310665,2018,0,54
310665,2019,7,64
310670,2012,647,6111
310670,2013,617,6385
310670,2014,633,6507
310670,2015,626,6454
310670,2016,576,6048
310670,2017,587,5917
310670,2018,609,6089
310670,2019,540,5664
310680,2012,7,37
310680,2013,2,32
310680,2014,1,27
310680,2015,4,24
310680,2016,6,24
310680,2017,3,26
310680,2018,6,23
310680,2019,3,22
310690,2012,7,153
310690,2013,18,181
310690,2014,13,138
310690,2015,10,171
310690,2016,4,116
310690,2017,21,147
310690,2018,14,153
310690,2019,19,143
310700,2012,1,28
310700,2013,2,25
310700,2014,4,28
310700,2015,1,24
310700,2016,2,23
310700,2017,2,18
310700,2018,3,16
310700,2019,0,13
310710,2012,42,508
310710,2013,42,515
310710,2014,40,519
310710,2015,45,530
310710,2016,42,567
310710,2017,49,534
310710,2018,47,563
310710,2019,46,576
310720,2012,3,40
310720,2013,2,25
310720,2014,3,44
310720,2015,5,43
310720,2016,2,34
310720,2017,0,39
310720,2018,5,43
310720,2019,1,30
310730,2012,58,711
310730,2013,50,634
310730,2014,54,696
310730,2015,51,672
310730,2016,54,660
310730,2017,55,650
310730,2018,68,653
310730,2019,52,666
310740,2012,59,596
310740,2013,48,567
310740,2014,53,612
310740,2015,59,661
310740,2016,58,655
310740,2017,61,670
310740,2018,60,745
310740,2019,72,641
310750,2012,9,75
310750,2013,4,69
310750,2014,5,71
310750,2015,5,79
310750,2016,8,82
310750,2017,7,69
310750,2018,1,61
310750,2019,5,48
310760,2012,4,63
310760,2013,1,36
310760,2014,1,45
310760,2015,4,43
310760,2016,4,25
310760,2017,0,37
310760,2018,6,53
310760,2019,6,50
310770,2012,7,67
310770,2013,3,56
310770,2014,6,90
310770,2015,9,65
310770,2016,5,75
310770,2017,6,74
310770,2018,3,85
310770,2019,6,74
310780,2012,16,184
310780,2013,13,170
310780,2014,17,180
310780,2015,17,189
310780,2016,15,162
310780,2017,13,155
310780,2018,13,171
310780,2019,14,153
310790,2012,10,116
310790,2013,2,124
310790,2014,9,108
310790,2015,12,136
310790,2016,6,141
310790,2017,5,145
310790,2018,13,159
310790,2019,8,149
310800,2012,13,199
310800,2013,16,171
310800,2014,17,185
310800,2015,20,193
310800,2016,8,157
310800,2017,21,179
310800,2018,21,182
310800,2019,20,155
310810,2012,2,41
310810,2013,4,45
310810,2014,6,63
310810,2015,5,48
310810,2016,4,54
310810,2017,8,51
310810,2018,9,56
310810,2019,6,49
310820,2012,6,57
310820,2013,5,55
310820,2014,6,57
310820,2015,8,69
310820,2016,1,54
310820,2017,7,62
310820,2018,5,64
310820,2019,4,75
310825,2012,14,102
310825,2013,9,114
310825,2014,8,118
310825,2015,11,147
310825,2016,8,136
310825,2017,12,134
310825,2018,9,122
310825,2019,6,112
310830,2012,16,203
310830,2013,9,157
310830,2014,12,165
310830,2015,14,169
310830,2016,8,156
310830,2017,20,187
310830,2018,21,165
310830,2019,9,148
310840,2012,16,127
310840,2013,14,140
310840,2014,15,128
310840,2015,12,153
310840,2016,14,123
310840,2017,19,148
310840,2018,18,131
310840,2019,16,138
310850,2012,10,76
310850,2013,6,78
310850,2014,3,67
310850,2015,4,54
310850,2016,1,50
310850,2017,5,56
310850,2018,3,76
310850,2019,6,61
310855,2012,13,224
310855,2013,21,228
310855,2014,28,235
310855,2015,16,256
310855,2016,15,240
310855,2017,18,219
310855,2018,18,237
310855,2019,16,204
310860,2012,37,462
310860,2013,31,439
310860,2014,32,488
310860,2015,29,445
310860,2016,33,445
310860,2017,32,451
310860,2018,39,508
310860,2019,33,483
310870,2012,2,44
310870,2013,3,31
310870,2014,3,46
310870,2015,3,46
310870,2016,3,49
310870,2017,2,34
310870,2018,6,45
310870,2019,2,43
310880,2012,8,52
310880,2013,7,71
310880,2014,2,42
310880,2015,2,37
310880,2016,6,47
310880,2017,4,37
310880,2018,2,57
310880,2019,2,59
310890,2012,15,143
310890,2013,19,169
310890,2014,10,158
310890,2015,10,162
310890,2016,13,159
310890,2017,11,168
310890,2018,11,150
310890,2019,14,150
310900,2012,32,446
310900,2013,32,435
310900,2014,51,485
310900,2015,52,508
310900,2016,44,438
310900,2017,35,438
310900,2018,37,402
310900,2019,39,465
310910,2012,7,77
310910,2013,9,95
310910,2014,8,68
310910,2015,7,83
310910,2016,7,87
310910,2017,5,91
310910,2018,10,93
310910,2019,9,91
310920,2012,11,119
310920,2013,17,124
310920,2014,10,132
310920,2015,8,121
310920,2016,9,100
310920,2017,7,113
310920,2018,12,98
310920,2019,13,109
310925,2012,3,54
310925,2013,1,52
310925,2014,2,48
310925,2015,2,56
310925,2016,7,51
310925,2017,2,47
310925,2018,4,60
310925,2019,5,57
310930,2012,24,317
310930,2013,23,329
310930,2014,32,362
310930,2015,27,351
310930,2016,21,309
310930,2017,30,375
310930,2018,27,368
310930,2019,31,340
310940,2012,35,338
310940,2013,42,354
310940,2014,41,373
310940,2015,25,341
310940,2016,29,312
310940,2017,32,371
310940,2018,33,348
310940,2019,25,348
310945,2012,9,64
310945,2013,11,83
310945,2014,8,61
310945,2015,4,58
310945,2016,0,54
310945,2017,6,74
310945,2018,5,80
310945,2019,7,94
310950,2012,7,153
310950,2013,13,160
310950,2014,13,126
310950,2015,10,137
310950,2016,13,137
310950,2017,15,164
310950,2018,14,143
310950,2019,5,122
310960,2012,4,31
310960,2013,5,46
310960,2014,4,46
310960,2015,1,27
310960,2016,2,34
310960,2017,2,39
310960,2018,4,44
310960,2019,5,40
310970,2012,15,113
310970,2013,11,116
310970,2014,9,117
310970,2015,15,113
310970,2016,5,123
310970,2017,12,114
310970,2018,7,121
310970,2019,15,129
310980,2012,2,32
310980,2013,2,32
310980,2014,1,26
310980,2015,2,29
310980,2016,1,24
310980,2017,2,24
310980,2018,3,25
310980,2019,0,13
310990,2012,14,108
310990,2013,10,95
310990,2014,8,129
310990,2015,8,129
310990,2016,6,106
310990,2017,11,119
310990,2018,15,135
310990,2019,14,128
311000,2012,59,516
311000,2013,42,529
311000,2014,48,520
311000,2015,46,502
311000,2016,45,502
311000,2017,45,497
311000,2018,37,466
311000,2019,79,493
311010,2012,3,63
311010,2013,5,49
311010,2014,7,71
311010,2015,4,68
311010,2016,2,59
311010,2017,4,63
311010,2018,11,68
311010,2019,10,72
311020,2012,5,39
311020,2013,2,44
311020,2014,1,36
311020,2015,5,48
311020,2016,6,41
311020,2017,2,35
311020,2018,2,39
311020,2019,4,38
311030,2012,12,125
311030,2013,9,103
311030,2014,10,115
311030,2015,9,124
311030,2016,12,121
311030,2017,19,112
311030,2018,8,119
311030,2019,12,125
311040,2012,4,28
311040,2013,3,30
311040,2014,2,34
311040,2015,7,30
311040,2016,3,29
311040,2017,2,25
311040,2018,3,26
311040,2019,1,32
311050,2012,30,260
311050,2013,15,251
311050,2014,15,266
311050,2015,33,281
311050,2016,22,261
311050,2017,37,280
311050,2018,33,302
311050,2019,25,278
311060,2012,29,298
311060,2013,26,344
311060,2014,27,333
311060,2015,19,318
311060,2016,38,325
311060,2017,24,360
311060,2018,30,345
311060,2019,23,332
311070,2012,9,140
311070,2013,16,143
311070,2014,21,149
311070,2015,14,159
311070,2016,23,161
311070,2017,7,135
311070,2018,12,142
311070,2019,12,135
311080,2012,5,42
311080,2013,2,32
311080,2014,3,40
311080,2015,1,41
311080,2016,2,43
311080,2017,4,45
311080,2018,2,41
311080,2019,7,40
311090,2012,11,232
311090,2013,9,169
311090,2014,14,178
311090,2015,16,190
311090,2016,17,178
311090,2017,20,193
311090,2018,15,177
311090,2019,11,178
311100,2012,31,229
311100,2013,17,197
311100,2014,18,183
311100,2015,21,223
311100,2016,17,196
311100,2017,15,179
311100,2018,16,200
311100,2019,19,178
311110,2012,8,195
311110,2013,14,199
311110,2014,17,198
311110,2015,12,182
311110,2016,17,178
311110,2017,18,161
311110,2018,17,178
311110,2019,14,164
311115,2012,8,43
311115,2013,4,49
311115,2014,3,46
311115,2015,2,45
311115,2016,5,43
311115,2017,9,57
311115,2018,2,40
311115,2019,9,44
311120,2012,61,633
311120,2013,50,608
311120,2014,63,585
311120,2015,43,575
311120,2016,45,557
311120,2017,51,609
311120,2018,46,607
311120,2019,44,589
311130,2012,8,123
311130,2013,11,129
311130,2014,10,125
311130,2015,18,122
311130,2016,15,115
311130,2017,14,145
311130,2018,15,161
311130,2019,18,123
311140,2012,14,100
311140,2013,5,98
311140,2014,12,112
311140,2015,15,125
311140,2016,7,115
311140,2017,5,93
311140,2018,6,126
311140,2019,6,111
311150,2012,19,225
311150,2013,21,197
311150,2014,20,201
311150,2015,25,244
311150,2016,22,218
311150,2017,22,185
311150,2018,17,206
311150,2019,12,199
311160,2012,19,319
311160,2013,31,328
311160,2014,25,325
311160,2015,28,322
311160,2016,24,283
311160,2017,29,289
311160,2018,25,302
311160,2019,28,295
311170,2012,5,51
311170,2013,4,66
311170,2014,4,49
311170,2015,8,70
311170,2016,3,43
311170,2017,4,49
311170,2018,4,70
311170,2019,2,47
311180,2012,16,141
311180,2013,10,132
311180,2014,8,120
311180,2015,6,139
311180,2016,5,119
311180,2017,10,135
311180,2018,13,113
311180,2019,6,108
311190,2012,2,64
311190,2013,3,59
311190,2014,5,56
311190,2015,5,63
311190,2016,2,44
311190,2017,3,60
311190,2018,6,49
311190,2019,2,58
311200,2012,19,147
311200,2013,19,142
311200,2014,7,143
311200,2015,15,137
311200,2016,13,125
311200,2017,5,117
311200,2018,16,135
311200,2019,9,107
311205,2012,1,56
311205,2013,3,37
311205,2014,4,49
311205,2015,1,47
311205,2016,6,53
311205,2017,2,60
311205,2018,4,45
311205,2019,8,55
311210,2012,4,70
311210,2013,6,58
311210,2014,11,75
311210,2015,10,71
311210,2016,9,73
311210,2017,10,83
311210,2018,6,95
311210,2019,10,89
311220,2012,3,37
311220,2013,3,38
311220,2014,3,35
311220,2015,6,51
311220,2016,6,42
311220,2017,2,40
311220,2018,2,43
311220,2019,5,50
311230,2012,36,532
311230,2013,52,582
311230,2014,50,540
311230,2015,37,476
311230,2016,52,590
311230,2017,48,591
311230,2018,59,637
311230,2019,60,586
311240,2012,9,71
311240,2013,9,79
311240,2014,9,80
311240,2015,7,87
311240,2016,9,70
311240,2017,4,61
311240,2018,12,75
311240,2019,13,74
311250,2012,10,107
311250,2013,11,114
311250,2014,9,116
311250,2015,16,134
