CODMUNRES,ano_nasc,Qtd_Robson,Qtd_Total
210592,2019,0,123
210594,2012,3,148
210594,2013,0,155
210594,2014,54,131
210594,2015,4,133
210594,2016,5,130
210594,2017,1,125
210594,2018,0,147
210594,2019,2,106
210596,2012,4,187
210596,2013,0,221
210596,2014,35,182
210596,2015,17,201
210596,2016,88,201
210596,2017,61,192
210596,2018,22,236
210596,2019,9,220
210598,2012,0,116
210598,2013,0,113
210598,2014,5,105
210598,2015,0,94
210598,2016,0,99
210598,2017,4,88
210598,2018,3,94
210598,2019,6,102
210600,2012,6,213
210600,2013,0,213
210600,2014,5,204
210600,2015,3,191
210600,2016,5,226
210600,2017,3,185
210600,2018,3,201
210600,2019,0,191
210610,2012,11,189
210610,2013,0,185
210610,2014,7,160
210610,2015,4,179
210610,2016,4,165
210610,2017,4,165
210610,2018,2,165
210610,2019,0,147
210620,2012,26,109
210620,2013,0,116
210620,2014,43,115
210620,2015,56,121
210620,2016,18,101
210620,2017,16,130
210620,2018,9,146
210620,2019,12,120
210630,2012,7,234
210630,2013,0,231
210630,2014,2,228
210630,2015,5,242
210630,2016,6,199
210630,2017,3,211
210630,2018,2,202
210630,2019,4,205
210632,2012,19,371
210632,2013,0,363
210632,2014,47,369
210632,2015,44,391
210632,2016,53,336
210632,2017,37,373
210632,2018,44,362
210632,2019,87,379
210635,2012,3,110
210635,2013,0,137
210635,2014,17,113
210635,2015,7,120
210635,2016,2,101
210635,2017,0,88
210635,2018,3,89
210635,2019,1,93
210637,2012,3,198
210637,2013,0,184
210637,2014,28,203
210637,2015,21,203
210637,2016,26,183
210637,2017,25,210
210637,2018,19,193
210637,2019,47,192
210640,2012,151,329
210640,2013,0,312
210640,2014,18,307
210640,2015,23,335
210640,2016,5,328
210640,2017,40,321
210640,2018,21,343
210640,2019,8,269
210650,2012,46,400
210650,2013,0,402
210650,2014,9,401
210650,2015,9,398
210650,2016,6,382
210650,2017,37,377
210650,2018,31,443
210650,2019,27,341
210660,2012,32,534
210660,2013,0,504
210660,2014,33,470
210660,2015,31,540
210660,2016,18,449
210660,2017,22,502
210660,2018,1,544
210660,2019,8,492
210663,2012,31,120
210663,2013,0,106
210663,2014,47,127
210663,2015,37,114
210663,2016,5,116
210663,2017,4,112
210663,2018,1,121
210663,2019,3,120
210667,2012,11,101
210667,2013,0,97
210667,2014,5,94
210667,2015,4,93
210667,2016,4,102
210667,2017,3,66
210667,2018,6,71
210667,2019,4,96
210670,2012,116,364
210670,2013,0,314
210670,2014,8,366
210670,2015,2,329
210670,2016,1,316
210670,2017,29,327
210670,2018,6,389
210670,2019,7,360
210675,2012,43,313
210675,2013,0,310
210675,2014,203,327
210675,2015,239,341
210675,2016,22,302
210675,2017,8,357
210675,2018,8,338
210675,2019,6,340
210680,2012,104,206
210680,2013,0,201
210680,2014,82,197
210680,2015,183,235
210680,2016,155,230
210680,2017,71,231
210680,2018,85,277
210680,2019,68,262
210690,2012,15,525
210690,2013,0,624
210690,2014,108,635
210690,2015,112,678
210690,2016,89,624
210690,2017,121,609
210690,2018,100,611
210690,2019,63,580
210700,2012,5,132
210700,2013,0,160
210700,2014,2,153
210700,2015,9,180
210700,2016,2,150
210700,2017,1,177
210700,2018,4,164
210700,2019,12,159
210710,2012,41,354
210710,2013,0,319
210710,2014,78,343
210710,2015,49,384
210710,2016,1,326
210710,2017,23,375
210710,2018,3,454
210710,2019,4,358
210720,2012,14,187
210720,2013,0,191
210720,2014,18,218
210720,2015,9,206
210720,2016,0,197
210720,2017,4,219
210720,2018,2,228
210720,2019,0,243
210725,2012,1,65
210725,2013,0,76
210725,2014,0,78
210725,2015,1,107
210725,2016,0,90
210725,2017,1,107
210725,2018,1,100
210725,2019,2,80
210730,2012,2,58
210730,2013,0,50
210730,2014,2,63
210730,2015,0,39
210730,2016,1,27
210730,2017,0,30
210730,2018,0,52
210730,2019,0,34
210735,2012,14,375
210735,2013,0,338
210735,2014,27,294
210735,2015,37,310
210735,2016,17,237
210735,2017,56,247
210735,2018,13,331
210735,2019,21,291
210740,2012,18,232
210740,2013,0,268
210740,2014,99,268
210740,2015,52,280
210740,2016,84,264
210740,2017,63,293
210740,2018,22,273
210740,2019,14,249
210745,2012,12,182
210745,2013,0,208
210745,2014,2,209
210745,2015,7,196
210745,2016,14,177
210745,2017,25,207
210745,2018,7,255
210745,2019,7,223
210750,2012,219,1549
210750,2013,0,1587
210750,2014,85,1682
210750,2015,74,1775
210750,2016,18,1710
210750,2017,34,1722
210750,2018,46,1775
210750,2019,14,1841
210760,2012,19,262
210760,2013,0,280
210760,2014,33,288
210760,2015,170,309
210760,2016,206,311
210760,2017,214,316
210760,2018,211,306
210760,2019,184,310
210770,2012,37,284
210770,2013,0,379
210770,2014,11,350
210770,2015,5,344
210770,2016,2,341
210770,2017,5,327
210770,2018,2,333
210770,2019,32,314
210780,2012,57,584
210780,2013,0,537
210780,2014,27,493
210780,2015,12,486
210780,2016,19,484
210780,2017,12,518
210780,2018,3,481
210780,2019,5,432
210790,2012,9,340
210790,2013,0,338
210790,2014,2,353
210790,2015,2,354
210790,2016,2,341
210790,2017,1,368
210790,2018,1,381
210790,2019,0,303
210800,2012,3,325
210800,2013,0,319
210800,2014,12,329
210800,2015,6,305
210800,2016,4,318
210800,2017,8,324
210800,2018,3,353
210800,2019,20,302
210805,2012,17,340
210805,2013,0,306
210805,2014,23,292
210805,2015,15,298
210805,2016,30,312
210805,2017,82,346
210805,2018,61,355
210805,2019,33,380
210810,2012,10,380
210810,2013,0,393
210810,2014,33,418
210810,2015,8,383
210810,2016,9,377
210810,2017,7,306
210810,2018,16,384
210810,2019,3,366
210820,2012,15,680
210820,2013,0,671
210820,2014,9,693
210820,2015,9,618
210820,2016,6,564
210820,2017,2,534
210820,2018,0,573
210820,2019,6,591
210825,2012,57,372
210825,2013,0,291
210825,2014,127,287
210825,2015,48,237
210825,2016,33,210
210825,2017,75,339
210825,2018,89,383
210825,2019,20,415
210830,2012,229,637
210830,2013,0,651
210830,2014,99,651
210830,2015,105,703
210830,2016,132,682
210830,2017,137,711
210830,2018,60,669
210830,2019,62,641
210840,2012,4,144
210840,2013,0,140
210840,2014,13,135
210840,2015,15,141
210840,2016,10,131
210840,2017,9,123
210840,2018,9,98
210840,2019,19,133
210845,2012,84,373
210845,2013,0,393
210845,2014,29,443
210845,2015,19,369
210845,2016,4,369
210845,2017,2,379
210845,2018,4,379
210845,2019,0,339
210850,2012,25,578
210850,2013,0,520
210850,2014,26,605
210850,2015,22,544
210850,2016,8,568
210850,2017,19,533
210850,2018,14,490
210850,2019,16,530
210860,2012,40,1430
210860,2013,0,1388
210860,2014,120,1442
210860,2015,73,1498
210860,2016,2,1461
210860,2017,11,1619
210860,2018,4,1637
210860,2019,3,1531
210870,2012,24,467
210870,2013,0,505
210870,2014,17,504
210870,2015,3,489
210870,2016,5,425
210870,2017,6,391
210870,2018,3,419
210870,2019,2,426
210880,2012,51,309
210880,2013,0,305
210880,2014,10,269
210880,2015,13,331
210880,2016,0,280
210880,2017,6,268
210880,2018,3,290
210880,2019,6,282
210890,2012,3,259
210890,2013,0,258
210890,2014,7,269
210890,2015,14,273
210890,2016,3,236
210890,2017,11,258
210890,2018,6,210
210890,2019,6,243
210900,2012,5,441
210900,2013,0,442
210900,2014,7,431
210900,2015,13,418
210900,2016,6,420
210900,2017,7,430
210900,2018,4,475
210900,2019,14,426
210905,2012,7,65
210905,2013,0,85
210905,2014,4,73
210905,2015,1,65
210905,2016,2,78
210905,2017,3,66
210905,2018,11,76
210905,2019,6,80
210910,2012,101,717
210910,2013,0,802
210910,2014,90,861
210910,2015,178,872
210910,2016,15,794
210910,2017,11,883
210910,2018,1,834
210910,2019,1,823
210920,2012,22,197
210920,2013,0,194
210920,2014,20,185
210920,2015,9,199
210920,2016,7,207
210920,2017,18,208
210920,2018,4,256
210920,2019,5,195
210923,2012,1,119
210923,2013,0,92
210923,2014,14,118
210923,2015,13,117
210923,2016,14,100
210923,2017,7,88
210923,2018,5,98
210923,2019,24,102
210927,2012,13,321
210927,2013,0,327
210927,2014,20,374
210927,2015,42,377
210927,2016,0,395
210927,2017,4,393
210927,2018,4,383
210927,2019,3,354
210930,2012,75,193
210930,2013,0,178
210930,2014,17,213
210930,2015,17,231
210930,2016,0,210
210930,2017,14,216
210930,2018,12,211
210930,2019,7,241
210940,2012,35,202
210940,2013,0,180
210940,2014,92,186
210940,2015,34,175
210940,2016,33,196
210940,2017,59,177
210940,2018,27,213
210940,2019,17,197
210945,2012,59,490
210945,2013,0,470
210945,2014,37,565
210945,2015,13,438
210945,2016,7,478
210945,2017,18,502
210945,2018,14,492
210945,2019,15,487
210950,2012,23,336
210950,2013,0,322
210950,2014,20,359
210950,2015,16,356
210950,2016,5,381
210950,2017,3,364
210950,2018,1,382
210950,2019,1,364
210955,2012,0,143
210955,2013,0,138
210955,2014,2,140
210955,2015,2,146
210955,2016,2,134
210955,2017,2,117
210955,2018,1,123
210955,2019,6,124
210960,2012,191,653
210960,2013,0,582
210960,2014,49,621
210960,2015,41,631
210960,2016,29,634
210960,2017,18,572
210960,2018,35,631
210960,2019,36,635
210970,2012,5,29
210970,2013,0,66
210970,2014,3,62
210970,2015,2,67
210970,2016,0,66
210970,2017,1,61
210970,2018,2,81
210970,2019,1,78
210975,2012,11,95
210975,2013,0,105
210975,2014,4,64
210975,2015,3,61
210975,2016,3,55
210975,2017,1,88
210975,2018,1,90
210975,2019,0,80
210980,2012,315,606
210980,2013,0,601
210980,2014,74,623
210980,2015,49,520
210980,2016,24,520
210980,2017,42,545
210980,2018,28,583
210980,2019,44,550
210990,2012,46,1606
210990,2013,0,1593
210990,2014,35,1541
210990,2015,36,1587
210990,2016,24,1519
210990,2017,21,1599
210990,2018,11,1690
210990,2019,6,1590
211000,2012,434,1326
211000,2013,0,1290
211000,2014,258,1317
211000,2015,160,1280
211000,2016,66,1156
211000,2017,56,1153
211000,2018,39,1156
211000,2019,29,1202
211003,2012,21,429
211003,2013,0,386
211003,2014,25,401
211003,2015,40,447
211003,2016,13,381
211003,2017,39,376
211003,2018,34,351
211003,2019,61,329
211010,2012,168,469
211010,2013,0,474
211010,2014,15,503
211010,2015,8,489
211010,2016,30,428
211010,2017,44,510
211010,2018,66,529
211010,2019,33,429
211020,2012,20,602
211020,2013,0,681
211020,2014,55,660
211020,2015,14,625
211020,2016,2,541
211020,2017,7,585
211020,2018,9,613
211020,2019,3,549
211023,2012,15,123
211023,2013,0,132
211023,2014,17,145
211023,2015,8,133
211023,2016,2,119
211023,2017,5,107
211023,2018,4,130
211023,2019,6,133
211027,2012,20,132
211027,2013,0,142
211027,2014,14,160
211027,2015,11,159
211027,2016,7,175
211027,2017,89,193
211027,2018,35,215
211027,2019,5,188
211030,2012,169,239
211030,2013,0,245
211030,2014,186,247
211030,2015,130,245
211030,2016,4,260
211030,2017,23,235
211030,2018,2,263
211030,2019,0,258
211040,2012,99,383
211040,2013,0,426
211040,2014,40,407
211040,2015,9,387
211040,2016,18,345
211040,2017,154,373
211040,2018,14,361
211040,2019,13,378
211050,2012,3,423
211050,2013,0,521
211050,2014,11,545
211050,2015,11,516
211050,2016,13,473
211050,2017,13,565
211050,2018,40,560
211050,2019,29,505
211060,2012,12,499
211060,2013,0,471
211060,2014,23,479
211060,2015,13,465
211060,2016,6,428
211060,2017,6,445
211060,2018,8,437
211060,2019,9,424
211065,2012,13,92
211065,2013,0,96
211065,2014,52,147
211065,2015,12,133
211065,2016,35,129
211065,2017,56,134
211065,2018,41,113
211065,2019,43,77
211070,2012,94,593
211070,2013,0,642
211070,2014,196,696
211070,2015,41,609
211070,2016,26,583
211070,2017,39,641
211070,2018,14,570
211070,2019,11,649
211080,2012,2,47
211080,2013,0,47
211080,2014,1,54
211080,2015,3,48
211080,2016,1,39
211080,2017,4,44
211080,2018,0,69
211080,2019,0,52
211085,2012,3,119
211085,2013,0,133
211085,2014,3,124
211085,2015,0,139
211085,2016,5,152
211085,2017,1,137
211085,2018,4,114
211085,2019,1,99
211090,2012,30,163
211090,2013,0,129
211090,2014,2,140
211090,2015,3,152
211090,2016,2,147
211090,2017,18,165
211090,2018,10,150
211090,2019,3,160
211100,2012,4,259
211100,2013,0,304
211100,2014,10,273
211100,2015,5,269
211100,2016,24,267
211100,2017,18,241
211100,2018,41,271
211100,2019,21,267
211102,2012,3,131
211102,2013,0,235
211102,2014,1,215
211102,2015,0,222
211102,2016,3,228
211102,2017,5,245
211102,2018,9,263
211102,2019,3,247
211105,2012,2,168
211105,2013,0,190
211105,2014,8,139
211105,2015,1,160
211105,2016,0,161
211105,2017,5,149
211105,2018,2,145
211105,2019,6,161
211107,2012,8,273
211107,2013,0,283
211107,2014,24,321
211107,2015,22,282
211107,2016,35,294
211107,2017,17,252
211107,2018,4,308
211107,2019,3,273
211110,2012,32,404
211110,2013,0,399
211110,2014,30,437
211110,2015,13,418
211110,2016,15,390
211110,2017,12,413
211110,2018,12,396
211110,2019,6,371
211120,2012,279,2757
211120,2013,0,3103
211120,2014,208,3388
211120,2015,95,3298
211120,2016,30,3229
211120,2017,52,3236
211120,2018,71,3791
211120,2019,49,3753
211125,2012,1,119
211125,2013,0,99
211125,2014,3,129
211125,2015,3,82
211125,2016,2,93
211125,2017,1,90
211125,2018,1,98
211125,2019,2,104
211130,2012,4355,18059
211130,2013,0,17204
211130,2014,1409,16536
211130,2015,747,16998
211130,2016,278,15930
211130,2017,240,15549
211130,2018,359,15959
211130,2019,210,15685
211140,2012,12,420
211140,2013,0,348
211140,2014,10,313
211140,2015,2,334
211140,2016,9,301
211140,2017,12,322
211140,2018,10,305
211140,2019,0,290
211150,2012,11,730
211150,2013,0,685
211150,2014,44,702
211150,2015,19,680
211150,2016,4,673
211150,2017,6,691
211150,2018,3,692
211150,2019,3,633
211153,2012,7,171
211153,2013,0,165
211153,2014,5,167
211153,2015,8,172
211153,2016,6,168
211153,2017,2,143
211153,2018,2,189
211153,2019,10,164
211157,2012,1,62
211157,2013,0,68
211157,2014,34,52
211157,2015,44,72
211157,2016,2,88
211157,2017,4,84
211157,2018,1,93
211157,2019,2,78
211160,2012,42,305
211160,2013,0,342
211160,2014,14,352
211160,2015,7,319
211160,2016,4,337
211160,2017,2,320
211160,2018,0,320
211160,2019,0,312
211163,2012,5,81
211163,2013,0,69
211163,2014,2,104
211163,2015,4,78
211163,2016,3,76
211163,2017,3,63
211163,2018,0,96
211163,2019,2,88
211167,2012,4,85
211167,2013,0,89
211167,2014,7,86
211167,2015,4,88
211167,2016,2,57
211167,2017,3,77
211167,2018,0,75
211167,2019,2,90
211170,2012,42,306
211170,2013,0,326
211170,2014,70,309
211170,2015,107,319
211170,2016,91,252
211170,2017,35,277
211170,2018,11,299
211170,2019,42,268
211172,2012,0,143
211172,2013,0,110
211172,2014,6,129
211172,2015,4,109
211172,2016,7,115
211172,2017,8,104
211172,2018,0,96
211172,2019,2,79
211174,2012,12,190
211174,2013,0,172
211174,2014,9,184
211174,2015,6,186
211174,2016,14,177
211174,2017,15,206
211174,2018,4,179
211174,2019,9,170
211176,2012,4,345
211176,2013,0,326
211176,2014,6,322
211176,2015,7,315
211176,2016,5,287
211176,2017,0,264
211176,2018,3,280
211176,2019,12,272
211178,2012,44,175
211178,2013,0,152
211178,2014,4,150
211178,2015,4,177
211178,2016,5,140
211178,2017,32,178
211178,2018,5,161
211178,2019,10,171
211180,2012,1,288
211180,2013,0,237
211180,2014,20,248
211180,2015,22,290
211180,2016,7,273
211180,2017,26,303
211180,2018,23,296
211180,2019,11,345
211190,2012,43,147
211190,2013,0,176
211190,2014,5,187
211190,2015,10,167
211190,2016,8,154
211190,2017,2,124
211190,2018,5,175
211190,2019,1,202
211195,2012,11,80
211195,2013,0,80
211195,2014,6,87
211195,2015,6,84
211195,2016,2,71
211195,2017,2,72
211195,2018,4,74
211195,2019,0,47
211200,2012,11,138
211200,2013,0,127
211200,2014,40,155
211200,2015,1,152
211200,2016,1,136
211200,2017,3,127
211200,2018,2,150
211200,2019,1,150
211210,2012,167,477
211210,2013,0,574
211210,2014,61,536
211210,2015,32,581
211210,2016,17,494
211210,2017,38,532
211210,2018,60,537
211210,2019,54,524
211220,2012,226,2658
211220,2013,0,2524
211220,2014,117,2805
211220,2015,49,2796
211220,2016,13,2805
211220,2017,36,2810
211220,2018,34,3086
211220,2019,61,3196
211223,2012,8,290
211223,2013,0,313
211223,2014,8,299
211223,2015,3,358
211223,2016,1,313
211223,2017,2,371
211223,2018,5,361
211223,2019,1,299
211227,2012,3,114
211227,2013,0,109
211227,2014,11,103
211227,2015,4,107
211227,2016,0,109
211227,2017,8,114
211227,2018,5,82
211227,2019,5,101
211230,2012,9,642
211230,2013,0,610
211230,2014,31,615
211230,2015,13,592
211230,2016,2,493
211230,2017,3,534
211230,2018,2,542
211230,2019,5,540
211240,2012,186,803
211240,2013,0,689
211240,2014,10,736
211240,2015,7,657
211240,2016,1,708
211240,2017,4,712
211240,2018,2,694
211240,2019,2,713
211245,2012,79,345
211245,2013,0,341
211245,2014,87,388
211245,2015,47,398
211245,2016,40,344
211245,2017,40,351
211245,2018,23,380
211245,2019,46,330
211250,2012,10,1005
211250,2013,0,985
211250,2014,15,990
211250,2015,12,1046
211250,2016,45,907
211250,2017,162,958
211250,2018,68,1008
211250,2019,28,1068
211260,2012,319,749
211260,2013,0,681
211260,2014,88,661
211260,2015,11,684
211260,2016,9,621
211260,2017,28,656
211260,2018,23,629
211260,2019,10,665
211270,2012,34,930
211270,2013,0,880
211270,2014,42,1015
211270,2015,11,932
211270,2016,4,860
211270,2017,15,903
211270,2018,20,933
211270,2019,13,795
211280,2012,36,981
211280,2013,0,1044
211280,2014,116,1118
211280,2015,127,1071
211280,2016,110,1018
211280,2017,384,1013
211280,2018,287,1046
211280,2019,166,948
211285,2012,3,145
211285,2013,0,123
211285,2014,5,161
211285,2015,4,167
211285,2016,4,161
211285,2017,5,172
211285,2018,5,183
211285,2019,2,171
211290,2012,70,572
211290,2013,0,607
211290,2014,30,531
211290,2015,5,570
211290,2016,11,522
211290,2017,6,493
211290,2018,284,502
211290,2019,384,510
211300,2012,154,527
211300,2013,0,483
211300,2014,7,529
211300,2015,8,521
211300,2016,8,461
211300,2017,15,503
211300,2018,1,490
211300,2019,2,515
211400,2012,15,813
211400,2013,0,837
211400,2014,62,797
211400,2015,50,777
211400,2016,14,803
211400,2017,105,716
211400,2018,24,804
211400,2019,21,731
220000,2015,0,1
220000,2018,0,1
220000,2019,0,2
220005,2012,16,78
220005,2013,0,80
220005,2014,3,87
220005,2015,0,87
220005,2016,0,85
220005,2017,0,105
220005,2018,1,95
220005,2019,0,89
220010,2012,9,72
220010,2013,0,50
220010,2014,5,76
220010,2015,6,84
220010,2016,13,73
220010,2017,2,81
220010,2018,3,76
220010,2019,2,74
220020,2012,30,274
220020,2013,0,295
220020,2014,65,273
220020,2015,42,294
220020,2016,43,278
220020,2017,59,308
220020,2018,76,298
220020,2019,30,329
220025,2012,26,90
220025,2013,0,89
220025,2014,1,78
220025,2015,0,85
220025,2016,0,85
220025,2017,0,85
220025,2018,0,85
220025,2019,0,91
220027,2012,0,67
220027,2013,0,69
220027,2014,1,59
220027,2015,2,71
220027,2016,0,54
220027,2017,0,77
220027,2018,0,54
220027,2019,0,48
220030,2012,30,130
220030,2013,0,134
220030,2014,10,126
220030,2015,10,129
220030,2016,0,126
220030,2017,6,146
220030,2018,1,159
220030,2019,2,112
220040,2012,74,559
220040,2013,0,528
220040,2014,36,588
220040,2015,30,626
220040,2016,8,604
220040,2017,20,643
220040,2018,12,679
220040,2019,11,672
220045,2012,0,84
220045,2013,0,74
220045,2014,2,74
220045,2015,0,84
220045,2016,3,80
220045,2017,2,91
220045,2018,0,79
220045,2019,0,73
220050,2012,37,274
220050,2013,0,256
220050,2014,14,251
220050,2015,8,309
220050,2016,8,304
220050,2017,6,274
220050,2018,2,299
220050,2019,4,306
220060,2012,9,83
220060,2013,0,95
220060,2014,5,81
220060,2015,7,90
220060,2016,17,115
220060,2017,21,85
220060,2018,11,87
220060,2019,2,93
220070,2012,0,138
220070,2013,0,143
220070,2014,0,150
220070,2015,1,144
220070,2016,0,142
220070,2017,9,124
220070,2018,6,123
220070,2019,2,135
220080,2012,3,38
220080,2013,0,44
220080,2014,1,50
220080,2015,0,35
220080,2016,0,45
220080,2017,1,41
220080,2018,0,40
220080,2019,1,57
220090,2012,6,51
220090,2013,0,59
220090,2014,5,67
220090,2015,3,75
220090,2016,1,86
220090,2017,0,63
220090,2018,0,70
220090,2019,0,65
220095,2012,2,29
220095,2013,0,21
220095,2014,0,25
220095,2015,0,42
220095,2016,0,19
220095,2017,0,20
220095,2018,0,33
220095,2019,0,35
220100,2012,20,64
220100,2013,0,51
220100,2014,0,50
220100,2015,0,54
220100,2016,0,46
220100,2017,1,60
220100,2018,0,69
220100,2019,0,60
220105,2012,14,121
220105,2013,0,109
220105,2014,5,131
220105,2015,3,151
220105,2016,0,116
220105,2017,3,111
220105,2018,0,124
220105,2019,5,117
220110,2012,62,190
220110,2013,0,184
220110,2014,19,182
220110,2015,22,159
220110,2016,4,170
220110,2017,1,190
220110,2018,0,176
220110,2019,2,212
220115,2012,16,172
220115,2013,0,243
220115,2014,0,220
220115,2015,16,283
220115,2016,8,208
220115,2017,3,250
220115,2018,2,265
220115,2019,1,284
220117,2012,9,55
220117,2013,0,46
220117,2014,1,50
220117,2015,1,44
220117,2016,0,58
220117,2017,0,44
220117,2018,0,52
220117,2019,1,36
220120,2012,74,757
220120,2013,0,765
220120,2014,42,706
220120,2015,23,780
220120,2016,38,731
220120,2017,14,738
220120,2018,20,797
220120,2019,17,678
220130,2012,0,46
220130,2013,0,48
220130,2014,1,25
220130,2015,1,34
220130,2016,1,35
220130,2017,2,39
220130,2018,2,51
220130,2019,1,43
220140,2012,16,116
220140,2013,0,102
220140,2014,14,117
220140,2015,6,92
220140,2016,2,94
220140,2017,4,81
220140,2018,9,97
220140,2019,0,73
220150,2012,21,330
220150,2013,0,340
220150,2014,8,336
220150,2015,11,378
220150,2016,3,365
220150,2017,5,352
220150,2018,3,383
220150,2019,3,344
220155,2012,2,57
220155,2013,0,50
220155,2014,0,48
220155,2015,0,50
220155,2016,0,51
220155,2017,0,39
220155,2018,0,51
220155,2019,1,61
220157,2012,1,31
220157,2013,0,38
220157,2014,0,30
220157,2015,0,36
220157,2016,0,36
220157,2017,0,39
220157,2018,0,23
220157,2019,0,34
220160,2012,17,136
220160,2013,0,128
220160,2014,6,126
220160,2015,5,143
220160,2016,4,127
220160,2017,4,121
220160,2018,0,124
220160,2019,1,113
220170,2012,26,90
220170,2013,0,93
220170,2014,4,82
220170,2015,3,83
220170,2016,2,75
220170,2017,3,69
220170,2018,1,88
220170,2019,0,73
220173,2012,20,110
220173,2013,0,90
220173,2014,9,98
220173,2015,9,117
220173,2016,5,118
220173,2017,0,104
220173,2018,1,116
220173,2019,0,105
220177,2012,7,103
220177,2013,0,90
220177,2014,4,107
220177,2015,4,98
220177,2016,2,82
220177,2017,0,73
220177,2018,1,99
220177,2019,0,85
220180,2012,3,51
220180,2013,0,36
220180,2014,0,42
220180,2015,0,38
220180,2016,0,46
220180,2017,0,39
220180,2018,0,48
220180,2019,0,52
220190,2012,6,425
220190,2013,0,472
220190,2014,2,452
220190,2015,3,482
220190,2016,0,488
220190,2017,1,467
220190,2018,1,517
220190,2019,2,569
220191,2012,3,87
220191,2013,0,87
220191,2014,1,90
220191,2015,0,97
220191,2016,0,75
220191,2017,0,100
220191,2018,1,85
220191,2019,0,89
220192,2012,1,85
220192,2013,0,76
220192,2014,0,78
220192,2015,0,79
220192,2016,1,103
220192,2017,2,85
220192,2018,1,75
220192,2019,0,75
220194,2012,4,117
220194,2013,0,101
220194,2014,2,116
220194,2015,4,122
220194,2016,2,85
220194,2017,0,97
220194,2018,0,77
220194,2019,0,73
220196,2012,11,102
220196,2013,0,91
220196,2014,4,90
220196,2015,1,113
220196,2016,1,100
220196,2017,1,85
220196,2018,0,92
220196,2019,3,88
220198,2012,0,36
220198,2013,0,63
220198,2014,0,45
220198,2015,0,47
220198,2016,0,51
220198,2017,1,44
220198,2018,0,46
220198,2019,1,63
220200,2012,10,285
220200,2013,0,308
220200,2014,1,314
220200,2015,5,348
220200,2016,2,289
220200,2017,1,328
220200,2018,3,348
220200,2019,0,326
220202,2012,4,93
220202,2013,0,74
220202,2014,0,72
220202,2015,2,87
220202,2016,1,71
220202,2017,0,78
220202,2018,2,65
220202,2019,2,63
220205,2012,13,155
220205,2013,0,113
220205,2014,4,118
220205,2015,1,140
220205,2016,1,119
220205,2017,1,101
220205,2018,1,111
220205,2019,1,130
220207,2012,2,39
220207,2013,0,25
220207,2014,2,37
220207,2015,0,41
220207,2016,0,43
220207,2017,0,38
220207,2018,0,36
220207,2019,0,45
220208,2012,6,84
220208,2013,0,88
220208,2014,0,117
220208,2015,4,93
220208,2016,0,118
220208,2017,1,110
220208,2018,0,102
220208,2019,1,112
220209,2012,1,73
220209,2013,0,54
220209,2014,1,56
220209,2015,0,76
220209,2016,0,64
220209,2017,0,65
220209,2018,0,76
220209,2019,0,67
220210,2012,4,64
220210,2013,0,71
220210,2014,2,59
220210,2015,3,57
220210,2016,2,49
220210,2017,0,56
220210,2018,0,54
220210,2019,1,58
220211,2012,1,70
220211,2013,0,66
220211,2014,0,56
220211,2015,0,67
220211,2016,0,58
220211,2017,0,60
220211,2018,0,69
220211,2019,0,47
220213,2012,7,98
220213,2013,0,71
220213,2014,0,72
220213,2015,0,99
220213,2016,0,94
220213,2017,0,66
220213,2018,0,93
220213,2019,0,91
220217,2012,11,105
220217,2013,0,103
220217,2014,2,116
220217,2015,5,144
220217,2016,2,107
220217,2017,0,96
220217,2018,1,90
220217,2019,1,106
220220,2012,58,946
220220,2013,0,795
220220,2014,10,735
220220,2015,13,629
220220,2016,1,560
220220,2017,2,605
220220,2018,7,589
220220,2019,5,614
220225,2012,8,33
220225,2013,0,42
220225,2014,2,43
220225,2015,3,44
220225,2016,1,31
220225,2017,3,47
220225,2018,1,51
220225,2019,2,50
220230,2012,14,228
220230,2013,0,264
220230,2014,6,252
220230,2015,3,289
220230,2016,13,282
220230,2017,8,268
220230,2018,3,254
220230,2019,4,295
220240,2012,7,141
220240,2013,0,166
220240,2014,2,199
220240,2015,1,145
220240,2016,2,149
220240,2017,5,168
220240,2018,1,173
220240,2019,2,156
220245,2012,1,44
220245,2013,0,27
220245,2014,0,51
220245,2015,0,49
220245,2016,0,62
220245,2017,1,48
220245,2018,0,52
220245,2019,1,41
220250,2012,6,194
220250,2013,0,173
220250,2014,4,156
220250,2015,4,177
220250,2016,8,180
220250,2017,13,198
220250,2018,19,174
220250,2019,11,189
220253,2012,5,95
220253,2013,0,70
220253,2014,2,80
220253,2015,0,60
220253,2016,1,80
220253,2017,0,78
220253,2018,0,74
220253,2019,0,72
220255,2012,3,84
220255,2013,0,74
220255,2014,0,72
220255,2015,1,81
220255,2016,0,60
220255,2017,0,82
220255,2018,0,59
220255,2019,1,79
220260,2012,5,291
220260,2013,0,311
220260,2014,4,287
220260,2015,4,286
220260,2016,3,268
220260,2017,3,312
220260,2018,4,290
220260,2019,1,297
220265,2012,0,93
220265,2013,0,87
220265,2014,0,75
220265,2015,0,86
220265,2016,1,101
220265,2017,0,82
220265,2018,0,89
220265,2019,1,98
220270,2012,16,404
220270,2013,0,370
220270,2014,11,377
220270,2015,8,425
220270,2016,4,402
220270,2017,2,418
220270,2018,1,422
220270,2019,4,418
220271,2012,3,53
220271,2013,0,72
220271,2014,3,75
220271,2015,2,65
220271,2016,0,75
220271,2017,0,57
220271,2018,0,55
220271,2019,1,53
220272,2012,4,86
