CODMUNRES,ano_nasc,Qtd_Menor20,Qtd_Total
270210,2016,119,283
270210,2017,104,243
270210,2018,106,274
270210,2019,98,267
270220,2012,38,100
270220,2013,40,95
270220,2014,32,79
270220,2015,21,77
270220,2016,30,84
270220,2017,41,87
270220,2018,26,78
270220,2019,22,76
270230,2012,327,956
270230,2013,325,876
270230,2014,326,912
270230,2015,305,872
270230,2016,275,851
270230,2017,279,856
270230,2018,269,909
270230,2019,278,933
270235,2012,110,401
270235,2013,130,412
270235,2014,111,409
270235,2015,116,434
270235,2016,117,395
270235,2017,110,377
270235,2018,126,438
270235,2019,133,436
270240,2012,256,936
270240,2013,291,873
270240,2014,267,864
270240,2015,319,936
270240,2016,260,794
270240,2017,231,822
270240,2018,222,818
270240,2019,205,799
270250,2012,56,151
270250,2013,54,141
270250,2014,49,140
270250,2015,47,127
270250,2016,38,114
270250,2017,55,136
270250,2018,57,162
270250,2019,43,136
270255,2012,58,226
270255,2013,50,214
270255,2014,48,187
270255,2015,51,222
270255,2016,56,224
270255,2017,56,209
270255,2018,58,244
270255,2019,63,216
270260,2012,85,340
270260,2013,111,340
270260,2014,93,337
270260,2015,123,380
270260,2016,74,280
270260,2017,77,331
270260,2018,105,364
270260,2019,76,341
270270,2012,47,100
270270,2013,26,66
270270,2014,36,69
270270,2015,30,69
270270,2016,36,75
270270,2017,37,75
270270,2018,26,79
270270,2019,23,76
270280,2012,91,212
270280,2013,79,201
270280,2014,90,188
270280,2015,98,202
270280,2016,88,210
270280,2017,77,193
270280,2018,104,212
270280,2019,67,174
270290,2012,136,553
270290,2013,135,585
270290,2014,149,577
270290,2015,175,579
270290,2016,132,508
270290,2017,125,538
270290,2018,136,593
270290,2019,116,535
270300,2012,95,278
270300,2013,108,278
270300,2014,98,259
270300,2015,109,262
270300,2016,85,252
270300,2017,94,249
270300,2018,96,273
270300,2019,87,269
270310,2012,94,335
270310,2013,87,320
270310,2014,97,372
270310,2015,92,345
270310,2016,82,328
270310,2017,79,336
270310,2018,105,418
270310,2019,82,382
270320,2012,110,394
270320,2013,138,438
270320,2014,105,404
270320,2015,106,396
270320,2016,98,334
270320,2017,110,385
270320,2018,96,350
270320,2019,86,320
270330,2012,91,307
270330,2013,95,316
270330,2014,110,315
270330,2015,101,302
270330,2016,98,311
270330,2017,100,290
270330,2018,90,292
270330,2019,83,309
270340,2012,34,99
270340,2013,39,110
270340,2014,36,101
270340,2015,38,108
270340,2016,38,89
270340,2017,33,105
270340,2018,31,106
270340,2019,25,85
270350,2012,28,73
270350,2013,29,76
270350,2014,23,47
270350,2015,23,51
270350,2016,26,59
270350,2017,32,49
270350,2018,30,69
270350,2019,19,58
270360,2012,68,158
270360,2013,64,150
270360,2014,50,116
270360,2015,50,125
270360,2016,61,142
270360,2017,61,147
270360,2018,59,161
270360,2019,68,155
270370,2012,42,113
270370,2013,36,85
270370,2014,45,122
270370,2015,29,94
270370,2016,22,81
270370,2017,24,92
270370,2018,36,95
270370,2019,30,109
270375,2012,72,171
270375,2013,49,155
270375,2014,63,171
270375,2015,55,155
270375,2016,52,127
270375,2017,52,134
270375,2018,47,151
270375,2019,42,143
270380,2012,177,436
270380,2013,175,444
270380,2014,170,416
270380,2015,151,392
270380,2016,126,320
270380,2017,152,373
270380,2018,132,323
270380,2019,150,347
270390,2012,27,61
270390,2013,18,38
270390,2014,14,39
270390,2015,19,47
270390,2016,27,59
270390,2017,14,50
270390,2018,27,73
270390,2019,17,48
270400,2012,114,378
270400,2013,134,394
270400,2014,112,385
270400,2015,116,371
270400,2016,111,370
270400,2017,98,321
270400,2018,81,333
270400,2019,82,354
270410,2012,90,299
270410,2013,95,313
270410,2014,83,301
270410,2015,108,354
270410,2016,83,285
270410,2017,77,298
270410,2018,71,339
270410,2019,78,291
270420,2012,89,328
270420,2013,93,338
270420,2014,100,374
270420,2015,111,361
270420,2016,93,298
270420,2017,92,356
270420,2018,92,395
270420,2019,81,351
270430,2012,4320,14873
270430,2013,4489,15172
270430,2014,4355,14886
270430,2015,4461,15558
270430,2016,4084,14107
270430,2017,3940,14533
270430,2018,3740,15029
270430,2019,3356,14556
270440,2012,96,263
270440,2013,97,279
270440,2014,95,284
270440,2015,98,272
270440,2016,82,240
270440,2017,82,260
270440,2018,66,253
270440,2019,59,256
270450,2012,200,525
270450,2013,210,490
270450,2014,169,478
270450,2015,197,508
270450,2016,189,488
270450,2017,192,556
270450,2018,215,610
270450,2019,229,596
270460,2012,54,158
270460,2013,40,140
270460,2014,44,137
270460,2015,51,163
270460,2016,38,117
270460,2017,45,164
270460,2018,59,156
270460,2019,54,173
270470,2012,313,847
270470,2013,331,838
270470,2014,337,806
270470,2015,324,854
270470,2016,307,847
270470,2017,314,906
270470,2018,302,922
270470,2019,292,909
270480,2012,47,184
270480,2013,69,229
270480,2014,43,177
270480,2015,74,212
270480,2016,46,169
270480,2017,52,184
270480,2018,56,184
270480,2019,53,182
270490,2012,11,40
270490,2013,8,33
270490,2014,8,31
270490,2015,6,32
270490,2016,8,34
270490,2017,12,36
270490,2018,8,31
270490,2019,6,22
270500,2012,110,408
270500,2013,120,364
270500,2014,117,368
270500,2015,116,341
270500,2016,110,297
270500,2017,113,349
270500,2018,100,350
270500,2019,94,335
270510,2012,188,493
270510,2013,167,443
270510,2014,182,464
270510,2015,196,473
270510,2016,176,399
270510,2017,160,393
270510,2018,178,444
270510,2019,149,387
270520,2012,136,317
270520,2013,148,336
270520,2014,100,252
270520,2015,125,285
270520,2016,101,264
270520,2017,114,280
270520,2018,106,298
270520,2019,83,269
270530,2012,22,84
270530,2013,24,95
270530,2014,20,81
270530,2015,24,78
270530,2016,25,85
270530,2017,17,72
270530,2018,20,89
270530,2019,18,75
270540,2012,44,119
270540,2013,40,120
270540,2014,42,136
270540,2015,43,130
270540,2016,40,103
270540,2017,34,112
270540,2018,41,123
270540,2019,26,109
270550,2012,196,523
270550,2013,213,553
270550,2014,229,545
270550,2015,236,523
270550,2016,192,448
270550,2017,184,496
270550,2018,209,545
270550,2019,146,453
270560,2012,74,201
270560,2013,61,158
270560,2014,72,168
270560,2015,53,134
270560,2016,50,146
270560,2017,68,167
270560,2018,58,144
270560,2019,42,137
270570,2012,138,425
270570,2013,130,381
270570,2014,105,369
270570,2015,113,297
270570,2016,115,344
270570,2017,112,363
270570,2018,93,348
270570,2019,114,369
270580,2012,34,128
270580,2013,49,154
270580,2014,40,141
270580,2015,47,143
270580,2016,35,112
270580,2017,32,137
270580,2018,55,165
270580,2019,34,131
270590,2012,26,80
270590,2013,21,81
270590,2014,29,91
270590,2015,30,100
270590,2016,30,100
270590,2017,18,74
270590,2018,27,109
270590,2019,30,89
270600,2012,45,184
270600,2013,63,178
270600,2014,58,186
270600,2015,71,201
270600,2016,47,182
270600,2017,56,180
270600,2018,66,214
270600,2019,54,174
270610,2012,56,180
270610,2013,58,180
270610,2014,60,154
270610,2015,52,155
270610,2016,58,169
270610,2017,51,186
270610,2018,58,202
270610,2019,58,206
270620,2012,28,105
270620,2013,29,95
270620,2014,24,83
270620,2015,25,75
270620,2016,27,79
270620,2017,30,83
270620,2018,31,97
270620,2019,25,77
270630,2012,386,1311
270630,2013,362,1282
270630,2014,388,1291
270630,2015,381,1270
270630,2016,339,1142
270630,2017,389,1335
270630,2018,330,1354
270630,2019,314,1283
270640,2012,145,436
270640,2013,152,433
270640,2014,156,448
270640,2015,147,401
270640,2016,147,417
270640,2017,115,383
270640,2018,116,396
270640,2019,102,378
270642,2012,40,165
270642,2013,52,175
270642,2014,53,184
270642,2015,65,190
270642,2016,64,165
270642,2017,46,154
270642,2018,63,189
270642,2019,53,179
270644,2012,89,209
270644,2013,77,207
270644,2014,94,209
270644,2015,91,201
270644,2016,96,238
270644,2017,87,233
270644,2018,102,234
270644,2019,67,217
270650,2012,108,264
270650,2013,100,250
270650,2014,98,226
270650,2015,94,230
270650,2016,82,214
270650,2017,93,229
270650,2018,81,237
270650,2019,67,196
270660,2012,25,98
270660,2013,43,127
270660,2014,30,105
270660,2015,46,110
270660,2016,22,92
270660,2017,37,96
270660,2018,23,90
270660,2019,24,78
270670,2012,381,1108
270670,2013,331,1085
270670,2014,348,1065
270670,2015,303,979
270670,2016,274,961
270670,2017,292,983
270670,2018,258,973
270670,2019,255,938
270680,2012,109,297
270680,2013,104,301
270680,2014,116,284
270680,2015,110,305
270680,2016,117,298
270680,2017,119,304
270680,2018,116,329
270680,2019,92,301
270690,2012,233,601
270690,2013,224,594
270690,2014,234,586
270690,2015,230,606
270690,2016,228,571
270690,2017,201,563
270690,2018,210,658
270690,2019,180,537
270700,2012,17,48
270700,2013,3,30
270700,2014,13,46
270700,2015,7,31
270700,2016,9,35
270700,2017,7,30
270700,2018,8,33
270700,2019,9,25
270710,2012,138,467
270710,2013,137,416
270710,2014,137,445
270710,2015,128,430
270710,2016,146,425
270710,2017,159,461
270710,2018,116,453
270710,2019,114,427
270720,2012,69,219
270720,2013,75,236
270720,2014,58,203
270720,2015,88,249
270720,2016,67,218
270720,2017,76,207
270720,2018,56,203
270720,2019,58,196
270730,2012,205,466
270730,2013,197,471
270730,2014,189,436
270730,2015,170,424
270730,2016,194,452
270730,2017,179,446
270730,2018,147,411
270730,2019,144,387
270740,2012,45,120
270740,2013,48,128
270740,2014,49,108
270740,2015,48,115
270740,2016,48,123
270740,2017,41,127
270740,2018,66,159
270740,2019,55,151
270750,2012,95,336
270750,2013,98,310
270750,2014,86,340
270750,2015,110,328
270750,2016,99,308
270750,2017,79,266
270750,2018,89,295
270750,2019,80,285
270760,2012,62,190
270760,2013,48,166
270760,2014,82,234
270760,2015,77,204
270760,2016,73,196
270760,2017,54,186
270760,2018,48,178
270760,2019,47,182
270770,2012,420,1150
270770,2013,471,1203
270770,2014,427,1176
270770,2015,364,1021
270770,2016,433,1202
270770,2017,471,1423
270770,2018,429,1348
270770,2019,417,1409
270780,2012,47,108
270780,2013,62,127
270780,2014,51,134
270780,2015,63,144
270780,2016,47,113
270780,2017,61,135
270780,2018,73,152
270780,2019,44,99
270790,2012,38,117
270790,2013,47,103
270790,2014,45,117
270790,2015,57,127
270790,2016,38,103
270790,2017,39,121
270790,2018,45,114
270790,2019,32,109
270800,2012,263,841
270800,2013,224,794
270800,2014,269,852
270800,2015,254,840
270800,2016,229,749
270800,2017,227,796
270800,2018,233,864
270800,2019,221,866
270810,2012,37,130
270810,2013,59,165
270810,2014,45,167
270810,2015,50,193
270810,2016,66,189
270810,2017,62,180
270810,2018,54,185
270810,2019,48,201
270820,2012,29,106
270820,2013,37,105
270820,2014,35,133
270820,2015,25,104
270820,2016,28,94
270820,2017,29,104
270820,2018,21,83
270820,2019,24,87
270830,2012,148,412
270830,2013,152,393
270830,2014,139,399
270830,2015,142,370
270830,2016,137,339
270830,2017,140,396
270830,2018,151,418
270830,2019,121,388
270840,2012,176,591
270840,2013,188,594
270840,2014,170,548
270840,2015,208,599
270840,2016,169,502
270840,2017,192,545
270840,2018,156,575
270840,2019,154,580
270850,2012,311,656
270850,2013,277,624
270850,2014,264,595
270850,2015,263,595
270850,2016,231,558
270850,2017,261,585
270850,2018,234,538
270850,2019,229,521
270860,2012,345,993
270860,2013,349,1012
270860,2014,342,982
270860,2015,307,937
270860,2016,275,815
270860,2017,291,873
270860,2018,305,933
270860,2019,280,885
270870,2012,40,98
270870,2013,36,90
270870,2014,31,77
270870,2015,47,122
270870,2016,42,115
270870,2017,50,132
270870,2018,41,125
270870,2019,50,136
270880,2012,170,552
270880,2013,173,596
270880,2014,192,599
270880,2015,162,543
270880,2016,157,464
270880,2017,131,474
270880,2018,154,574
270880,2019,131,500
270890,2012,68,165
270890,2013,61,163
270890,2014,47,179
270890,2015,70,195
270890,2016,83,229
270890,2017,67,319
270890,2018,73,319
270890,2019,77,313
270895,2012,56,230
270895,2013,60,223
270895,2014,66,225
270895,2015,79,233
270895,2016,59,209
270895,2017,70,200
270895,2018,57,203
270895,2019,61,205
270900,2012,35,97
270900,2013,29,84
270900,2014,27,91
270900,2015,30,75
270900,2016,23,69
270900,2017,22,77
270900,2018,19,77
270900,2019,17,63
270910,2012,71,274
270910,2013,80,311
270910,2014,90,300
270910,2015,85,315
270910,2016,75,273
270910,2017,81,287
270910,2018,66,278
270910,2019,62,262
270915,2012,272,747
270915,2013,283,756
270915,2014,294,694
270915,2015,254,659
270915,2016,194,582
270915,2017,218,610
270915,2018,213,658
270915,2019,190,636
270920,2012,97,351
270920,2013,103,367
270920,2014,113,340
270920,2015,81,326
270920,2016,131,358
270920,2017,111,313
270920,2018,108,343
270920,2019,98,349
270930,2012,436,1170
270930,2013,405,1116
270930,2014,428,1159
270930,2015,413,1122
270930,2016,339,974
270930,2017,352,1064
270930,2018,357,1136
270930,2019,363,1115
270940,2012,151,422
270940,2013,148,447
270940,2014,137,417
270940,2015,147,389
270940,2016,126,403
270940,2017,152,418
270940,2018,124,401
270940,2019,117,354
280000,2013,1,2
280010,2012,15,38
280010,2013,6,36
280010,2014,11,56
280010,2015,6,29
280010,2016,10,39
280010,2017,10,39
280010,2018,5,29
280010,2019,10,38
280020,2012,96,284
280020,2013,92,287
280020,2014,86,292
280020,2015,90,285
280020,2016,85,253
280020,2017,79,286
280020,2018,66,263
280020,2019,56,242
280030,2012,1935,9375
280030,2013,1893,9374
280030,2014,1975,9586
280030,2015,2004,9662
280030,2016,1776,8867
280030,2017,1642,9068
280030,2018,1678,9358
280030,2019,1467,8617
280040,2012,49,180
280040,2013,41,131
280040,2014,42,160
280040,2015,53,156
280040,2016,36,138
280040,2017,54,154
280040,2018,33,138
280040,2019,21,133
280050,2012,90,287
280050,2013,92,260
280050,2014,93,282
280050,2015,109,302
280050,2016,73,244
280050,2017,81,268
280050,2018,77,277
280050,2019,65,294
280060,2012,143,457
280060,2013,150,485
280060,2014,132,465
280060,2015,160,564
280060,2016,126,495
280060,2017,116,510
280060,2018,134,538
280060,2019,95,556
280067,2012,108,398
280067,2013,94,364
280067,2014,91,362
280067,2015,78,306
280067,2016,74,283
280067,2017,64,300
280067,2018,76,333
280067,2019,71,309
280070,2012,60,137
280070,2013,51,122
280070,2014,65,130
280070,2015,47,125
280070,2016,55,134
280070,2017,47,132
280070,2018,53,126
280070,2019,39,120
280100,2012,80,293
280100,2013,73,267
280100,2014,80,224
280100,2015,64,266
280100,2016,72,220
280100,2017,72,253
280100,2018,62,266
280100,2019,64,262
280110,2012,23,71
280110,2013,24,68
280110,2014,20,68
280110,2015,17,63
280110,2016,25,71
280110,2017,18,65
280110,2018,27,77
280110,2019,22,66
280120,2012,199,586
280120,2013,185,570
280120,2014,187,602
280120,2015,216,613
280120,2016,204,570
280120,2017,200,593
280120,2018,169,572
280120,2019,180,554
280130,2012,187,619
280130,2013,202,582
280130,2014,192,579
280130,2015,190,565
280130,2016,153,517
280130,2017,169,547
280130,2018,151,533
280130,2019,149,538
280140,2012,84,310
280140,2013,87,292
280140,2014,96,320
280140,2015,93,339
280140,2016,77,251
280140,2017,84,301
280140,2018,81,307
280140,2019,69,292
280150,2012,95,300
280150,2013,76,281
280150,2014,79,316
280150,2015,93,297
280150,2016,72,262
280150,2017,85,299
280150,2018,65,247
280150,2019,64,250
280160,2012,23,74
280160,2013,15,71
280160,2014,26,79
280160,2015,26,90
280160,2016,21,75
280160,2017,22,78
280160,2018,11,68
280160,2019,22,69
280170,2012,98,308
280170,2013,104,304
280170,2014,92,317
280170,2015,95,304
280170,2016,93,301
280170,2017,88,303
280170,2018,93,298
280170,2019,102,300
280190,2012,17,56
280190,2013,11,56
280190,2014,16,59
280190,2015,20,57
280190,2016,14,51
280190,2017,19,57
280190,2018,11,41
280190,2019,10,48
280200,2012,26,81
280200,2013,23,72
280200,2014,23,81
280200,2015,21,73
280200,2016,18,62
280200,2017,26,72
280200,2018,20,66
280200,2019,17,61
280210,2012,254,1049
280210,2013,320,1071
280210,2014,294,1034
280210,2015,322,1088
280210,2016,273,1027
280210,2017,279,1105
280210,2018,301,1143
280210,2019,240,987
280220,2012,22,78
280220,2013,25,78
280220,2014,37,104
280220,2015,39,110
280220,2016,32,84
280220,2017,33,94
280220,2018,35,103
280220,2019,30,110
280230,2012,64,242
280230,2013,57,236
280230,2014,81,242
280230,2015,60,211
280230,2016,69,208
280230,2017,53,240
280230,2018,54,220
280230,2019,51,277
280240,2012,32,146
280240,2013,43,142
280240,2014,43,158
280240,2015,49,148
280240,2016,40,139
280240,2017,42,152
280240,2018,40,162
280240,2019,34,130
280250,2012,9,46
280250,2013,11,40
280250,2014,9,33
280250,2015,6,36
280250,2016,13,41
280250,2017,14,50
280250,2018,8,40
280250,2019,16,51
280260,2012,27,90
280260,2013,23,83
280260,2014,18,68
280260,2015,17,83
280260,2016,19,88
280260,2017,20,80
280260,2018,17,70
280260,2019,9,74
280270,2012,48,142
280270,2013,60,153
280270,2014,49,126
280270,2015,53,156
280270,2016,44,131
280270,2017,57,140
280270,2018,45,147
280270,2019,45,129
280280,2012,78,293
280280,2013,81,285
280280,2014,92,292
280280,2015,74,271
280280,2016,84,272
280280,2017,97,282
280280,2018,93,292
280280,2019,89,288
280290,2012,312,1412
280290,2013,364,1444
280290,2014,362,1465
280290,2015,342,1390
280290,2016,341,1271
280290,2017,330,1364
280290,2018,318,1494
280290,2019,297,1457
280300,2012,197,646
280300,2013,185,637
280300,2014,182,663
280300,2015,195,638
280300,2016,151,608
280300,2017,182,612
280300,2018,155,623
280300,2019,163,572
280310,2012,13,60
280310,2013,25,64
280310,2014,14,55
280310,2015,15,62
280310,2016,13,59
280310,2017,20,61
280310,2018,13,57
280310,2019,11,54
280320,2012,183,559
280320,2013,165,508
280320,2014,187,562
280320,2015,167,530
280320,2016,179,542
280320,2017,159,577
280320,2018,174,614
280320,2019,122,497
280330,2012,64,252
280330,2013,85,259
280330,2014,91,289
280330,2015,84,284
280330,2016,61,219
280330,2017,79,258
280330,2018,67,226
280330,2019,65,221
280340,2012,62,225
280340,2013,71,216
280340,2014,73,211
280340,2015,73,234
280340,2016,72,198
280340,2017,69,203
280340,2018,63,190
280340,2019,57,207
280350,2012,369,1362
280350,2013,381,1400
280350,2014,413,1463
280350,2015,408,1487
280350,2016,361,1374
280350,2017,377,1531
280350,2018,343,1533
280350,2019,321,1559
280360,2012,152,469
280360,2013,163,476
280360,2014,152,446
280360,2015,151,465
280360,2016,127,428
280360,2017,148,453
280360,2018,122,418
280360,2019,98,375
280370,2012,29,116
280370,2013,25,97
280370,2014,33,119
280370,2015,45,125
280370,2016,24,96
280370,2017,23,72
280370,2018,34,104
280370,2019,24,94
280380,2012,15,54
280380,2013,29,71
280380,2014,21,71
280380,2015,31,85
280380,2016,26,70
280380,2017,14,57
280380,2018,15,62
280380,2019,13,63
280390,2012,64,174
280390,2013,58,166
280390,2014,53,180
280390,2015,61,199
280390,2016,70,181
280390,2017,61,176
280390,2018,54,188
280390,2019,48,171
280400,2012,93,323
280400,2013,83,286
280400,2014,96,291
280400,2015,84,295
280400,2016,90,260
280400,2017,77,279
280400,2018,86,273
280400,2019,68,230
280410,2012,32,157
280410,2013,30,146
280410,2014,28,140
280410,2015,24,132
280410,2016,20,116
280410,2017,29,105
280410,2018,21,121
280410,2019,26,131
280420,2012,64,227
280420,2013,73,248
280420,2014,86,247
280420,2015,72,233
280420,2016,70,224
280420,2017,62,236
280420,2018,82,268
280420,2019,64,241
280430,2012,38,124
280430,2013,42,150
280430,2014,40,115
280430,2015,31,106
280430,2016,29,89
280430,2017,27,105
280430,2018,25,116
280430,2019,26,112
280440,2012,78,268
280440,2013,73,295
280440,2014,96,279
280440,2015,110,308
280440,2016,96,278
280440,2017,74,241
280440,2018,70,269
280440,2019,76,238
280445,2012,28,108
280445,2013,29,150
280445,2014,17,111
280445,2015,18,97
280445,2016,17,104
280445,2017,25,104
280445,2018,20,105
280445,2019,13,101
280450,2012,181,580
280450,2013,169,613
280450,2014,165,561
280450,2015,175,577
280450,2016,166,539
280450,2017,162,597
280450,2018,147,583
280450,2019,147,621
280460,2012,100,360
280460,2013,113,386
280460,2014,119,359
280460,2015,121,396
280460,2016,96,319
280460,2017,96,344
280460,2018,93,367
280460,2019,91,336
280470,2012,12,64
280470,2013,35,109
280470,2014,26,92
280470,2015,26,81
280470,2016,30,97
280470,2017,26,99
280470,2018,21,72
280470,2019,20,73
280480,2012,814,2840
280480,2013,840,2992
280480,2014,877,2927
280480,2015,902,3217
280480,2016,841,3068
280480,2017,843,3235
280480,2018,733,3257
280480,2019,683,3032
280490,2012,67,203
280490,2013,72,249
280490,2014,65,225
280490,2015,64,234
280490,2016,81,238
280490,2017,71,235
280490,2018,78,235
280490,2019,73,234
280500,2012,20,54
280500,2013,9,46
280500,2014,6,40
280500,2015,13,51
280500,2016,13,39
280500,2017,14,44
280500,2018,10,43
280500,2019,7,29
280510,2012,47,130
280510,2013,35,115
280510,2014,35,106
280510,2015,43,125
280510,2016,48,117
280510,2017,41,124
280510,2018,20,100
280510,2019,40,123
280520,2012,36,102
280520,2013,16,94
280520,2014,30,109
280520,2015,22,89
280520,2016,24,72
280520,2017,28,76
280520,2018,22,85
280520,2019,17,79
280530,2012,50,150
280530,2013,61,140
280530,2014,48,162
280530,2015,50,150
280530,2016,46,151
280530,2017,49,166
280530,2018,47,152
280530,2019,39,128
280540,2012,177,530
280540,2013,167,506
280540,2014,174,485
280540,2015,163,518
280540,2016,161,480
280540,2017,160,546
280540,2018,151,572
280540,2019,137,500
280550,2012,81,304
280550,2013,75,282
280550,2014,69,283
280550,2015,73,273
280550,2016,81,270
280550,2017,62,289
280550,2018,66,291
280550,2019,50,318
280560,2012,150,453
280560,2013,122,420
280560,2014,132,412
280560,2015,142,416
280560,2016,102,350
280560,2017,123,387
280560,2018,107,394
280560,2019,97,402
280570,2012,139,439
280570,2013,145,476
280570,2014,125,463
280570,2015,137,438
280570,2016,137,473
280570,2017,153,504
280570,2018,117,481
280570,2019,118,472
280580,2012,86,305
280580,2013,79,325
280580,2014,53,276
280580,2015,67,266
280580,2016,56,250
280580,2017,68,248
280580,2018,60,241
280580,2019,65,276
280590,2012,42,143
280590,2013,53,158
280590,2014,57,187
280590,2015,61,207
280590,2016,50,149
280590,2017,43,165
280590,2018,48,141
280590,2019,66,168
280600,2012,60,236
280600,2013,48,210
280600,2014,52,212
280600,2015,44,212
280600,2016,41,166
280600,2017,49,191
280600,2018,34,192
280600,2019,38,191
280610,2012,50,171
280610,2013,66,180
280610,2014,55,175
280610,2015,47,158
280610,2016,49,195
280610,2017,59,183
280610,2018,46,153
280610,2019,39,157
280620,2012,61,256
280620,2013,76,296
280620,2014,64,264
280620,2015,78,278
280620,2016,70,276
280620,2017,59,288
280620,2018,93,278
280620,2019,56,246
280630,2012,79,243
280630,2013,73,234
280630,2014,72,224
280630,2015,69,205
280630,2016,71,199
280630,2017,77,235
280630,2018,80,226
280630,2019,65,223
280640,2012,42,105
280640,2013,40,125
280640,2014,38,110
280640,2015,36,121
280640,2016,40,106
280640,2017,33,121
280640,2018,37,110
280640,2019,33,99
280650,2012,20,62
280650,2013,24,66
280650,2014,26,88
280650,2015,14,61
280650,2016,17,72
280650,2017,18,72
280650,2018,17,54
280650,2019,13,60
280660,2012,63,213
280660,2013,58,201
280660,2014,61,191
280660,2015,53,182
280660,2016,55,175
280660,2017,60,168
280660,2018,44,165
280660,2019,51,172
280670,2012,376,1343
280670,2013,351,1326
280670,2014,387,1371
280670,2015,432,1514
280670,2016,351,1330
280670,2017,315,1323
280670,2018,290,1380
280670,2019,272,1288
280680,2012,45,159
280680,2013,42,138
280680,2014,33,130
280680,2015,53,160
280680,2016,35,128
280680,2017,45,154
280680,2018,48,154
280680,2019,29,129
280690,2012,16,49
280690,2013,11,44
280690,2014,19,63
280690,2015,15,53
280690,2016,17,44
280690,2017,6,56
280690,2018,7,31
280690,2019,15,45
280700,2012,18,52
280700,2013,17,65
280700,2014,13,54
280700,2015,13,52
280700,2016,11,43
280700,2017,14,51
280700,2018,8,49
280700,2019,13,44
280710,2012,161,590
280710,2013,149,617
280710,2014,152,569
280710,2015,168,625
280710,2016,153,601
280710,2017,156,596
280710,2018,140,652
280710,2019,162,691
280720,2012,24,108
280720,2013,39,129
280720,2014,39,116
280720,2015,36,128
280720,2016,30,89
280720,2017,31,114
280720,2018,21,99
280720,2019,36,132
280730,2012,12,57
280730,2013,11,52
280730,2014,18,51
280730,2015,12,46
280730,2016,17,35
280730,2017,13,54
280730,2018,12,56
280730,2019,19,56
280740,2012,175,721
280740,2013,194,697
280740,2014,170,732
280740,2015,163,659
280740,2016,158,623
280740,2017,163,698
280740,2018,143,677
280740,2019,151,721
280750,2012,68,205
280750,2013,67,194
280750,2014,45,181
280750,2015,51,192
280750,2016,56,175
280750,2017,42,192
280750,2018,49,177
280750,2019,40,189
280760,2012,112,405
280760,2013,141,418
280760,2014,131,409
280760,2015,114,364
280760,2016,132,409
280760,2017,117,410
280760,2018,108,414
280760,2019,84,345
290000,2012,5,9
290000,2013,3,21
290000,2014,5,29
290000,2015,1,12
290000,2016,3,14
290000,2017,3,10
290000,2018,0,3
290010,2012,6,53
290010,2013,6,54
290010,2014,9,49
290010,2015,7,64
290010,2016,5,49
290010,2017,4,44
290010,2018,10,50
290010,2019,3,49
290020,2012,91,318
290020,2013,87,290
290020,2014,92,318
290020,2015,91,282
290020,2016,99,258
290020,2017,69,264
290020,2018,87,296
290020,2019,68,284
290030,2012,42,217
290030,2013,53,201
290030,2014,50,178
290030,2015,54,182
290030,2016,49,172
290030,2017,58,188
290030,2018,55,186
290030,2019,44,176
290035,2012,45,173
290035,2013,43,168
290035,2014,39,174
290035,2015,43,149
290035,2016,37,140
290035,2017,36,175
290035,2018,39,163
290035,2019,48,161
290040,2012,37,150
290040,2013,60,184
290040,2014,54,179
290040,2015,51,190
290040,2016,49,174
290040,2017,38,170
290040,2018,36,155
290040,2019,35,137
290050,2012,38,138
290050,2013,23,94
290050,2014,26,110
290050,2015,22,95
290050,2016,25,118
290050,2017,15,108
290050,2018,20,113
290050,2019,24,98
290060,2012,19,59
290060,2013,9,50
290060,2014,17,48
290060,2015,15,50
290060,2016,14,59
290060,2017,19,68
290060,2018,16,48
290060,2019,26,59
290070,2012,579,2217
290070,2013,601,2243
290070,2014,606,2357
290070,2015,568,2440
290070,2016,546,2428
290070,2017,555,2391
290070,2018,501,2369
290070,2019,411,2138
290080,2012,102,290
290080,2013,101,295
290080,2014,95,305
290080,2015,96,283
290080,2016,101,299
290080,2017,86,293
290080,2018,95,318
290080,2019,79,294
290090,2012,23,68
290090,2013,32,77
290090,2014,18,68
290090,2015,24,74
290090,2016,23,73
290090,2017,21,76
290090,2018,12,51
290090,2019,18,55
290100,2012,132,519
290100,2013,102,457
290100,2014,122,454
290100,2015,107,426
290100,2016,107,462
290100,2017,114,462
290100,2018,88,477
290100,2019,92,445
290110,2012,67,278
290110,2013,70,287
290110,2014,80,285
290110,2015,61,270
290110,2016,54,228
290110,2017,58,222
290110,2018,35,186
290110,2019,49,197
290115,2012,81,215
290115,2013,80,202
290115,2014,80,262
290115,2015,68,217
290115,2016,79,252
290115,2017,62,233
290115,2018,70,219
290115,2019,51,203
290120,2012,56,239
290120,2013,58,233
290120,2014,54,280
290120,2015,66,250
290120,2016,52,228
290120,2017,56,213
290120,2018,57,214
290120,2019,56,226
290130,2012,55,196
290130,2013,53,174
290130,2014,52,162
290130,2015,55,184
290130,2016,46,145
290130,2017,59,176
290130,2018,51,193
290130,2019,49,201
290135,2012,56,197
290135,2013,55,158
290135,2014,58,168
290135,2015,45,160
290135,2016,63,177
290135,2017,52,192
290135,2018,60,228
290135,2019,45,177
290140,2012,50,192
290140,2013,63,233
290140,2014,57,189
290140,2015,59,189
290140,2016,35,193
290140,2017,37,172
