CODMUNRES,ano_nasc,Qtd_Menor20,Qtd_Total
510627,2015,10,36
510627,2016,13,39
510627,2017,13,59
510627,2018,10,42
510627,2019,11,47
510628,2012,40,100
510628,2013,32,96
510628,2014,32,100
510628,2015,27,100
510628,2016,15,68
510628,2017,24,86
510628,2018,27,95
510628,2019,32,105
510629,2012,49,146
510629,2013,47,156
510629,2014,48,161
510629,2015,50,196
510629,2016,42,186
510629,2017,53,194
510629,2018,45,193
510629,2019,36,172
510630,2012,116,356
510630,2013,97,327
510630,2014,122,420
510630,2015,107,366
510630,2016,91,347
510630,2017,103,377
510630,2018,115,396
510630,2019,95,367
510631,2012,10,18
510631,2013,6,18
510631,2014,6,11
510631,2015,9,24
510631,2016,9,23
510631,2017,8,26
510631,2018,10,29
510631,2019,12,29
510637,2012,68,225
510637,2013,75,220
510637,2014,78,267
510637,2015,71,244
510637,2016,88,281
510637,2017,59,264
510637,2018,65,259
510637,2019,80,260
510642,2012,156,482
510642,2013,188,547
510642,2014,200,609
510642,2015,185,520
510642,2016,192,587
510642,2017,212,627
510642,2018,172,599
510642,2019,173,611
510645,2012,8,28
510645,2013,5,25
510645,2014,9,30
510645,2015,10,44
510645,2016,13,51
510645,2017,9,41
510645,2018,16,40
510645,2019,11,48
510650,2012,129,389
510650,2013,164,495
510650,2014,162,526
510650,2015,145,499
510650,2016,130,446
510650,2017,133,462
510650,2018,133,471
510650,2019,125,496
510665,2012,21,80
510665,2013,15,69
510665,2014,26,69
510665,2015,23,90
510665,2016,22,70
510665,2017,23,84
510665,2018,12,83
510665,2019,12,87
510670,2012,8,14
510670,2013,8,20
510670,2014,7,18
510670,2015,4,8
510670,2016,4,14
510670,2017,8,18
510670,2018,5,19
510670,2019,6,16
510675,2012,247,794
510675,2013,233,765
510675,2014,264,835
510675,2015,229,826
510675,2016,182,744
510675,2017,194,845
510675,2018,198,862
510675,2019,180,840
510677,2012,45,134
510677,2013,55,133
510677,2014,38,122
510677,2015,57,163
510677,2016,51,153
510677,2017,45,116
510677,2018,41,153
510677,2019,51,152
510680,2012,24,78
510680,2013,32,86
510680,2014,27,89
510680,2015,29,89
510680,2016,13,74
510680,2017,18,75
510680,2018,11,76
510680,2019,15,78
510682,2012,61,156
510682,2013,73,186
510682,2014,57,180
510682,2015,60,169
510682,2016,60,167
510682,2017,65,200
510682,2018,40,151
510682,2019,55,169
510685,2012,12,39
510685,2013,16,47
510685,2014,11,34
510685,2015,11,40
510685,2016,10,36
510685,2017,9,34
510685,2018,10,45
510685,2019,11,39
510700,2012,76,234
510700,2013,88,246
510700,2014,75,252
510700,2015,63,260
510700,2016,66,226
510700,2017,70,245
510700,2018,63,223
510700,2019,64,263
510704,2012,298,1085
510704,2013,281,1106
510704,2014,303,1281
510704,2015,293,1300
510704,2016,279,1267
510704,2017,261,1302
510704,2018,271,1439
510704,2019,275,1420
510706,2012,70,269
510706,2013,80,294
510706,2014,89,341
510706,2015,97,372
510706,2016,96,364
510706,2017,80,363
510706,2018,107,436
510706,2019,120,492
510710,2012,60,242
510710,2013,48,252
510710,2014,54,262
510710,2015,68,282
510710,2016,51,210
510710,2017,48,265
510710,2018,54,277
510710,2019,45,233
510715,2012,14,40
510715,2013,6,25
510715,2014,6,35
510715,2015,11,37
510715,2016,3,17
510715,2017,7,31
510715,2018,5,36
510715,2019,6,23
510718,2012,58,155
510718,2013,63,163
510718,2014,68,188
510718,2015,67,192
510718,2016,48,154
510718,2017,65,177
510718,2018,58,165
510718,2019,45,175
510719,2012,15,30
510719,2013,14,43
510719,2014,4,25
510719,2015,8,36
510719,2016,9,28
510719,2017,11,35
510719,2018,8,33
510719,2019,5,33
510720,2012,20,76
510720,2013,17,67
510720,2014,16,68
510720,2015,24,89
510720,2016,14,55
510720,2017,23,83
510720,2018,23,88
510720,2019,17,86
510724,2012,17,53
510724,2013,14,49
510724,2014,21,60
510724,2015,13,63
510724,2016,19,59
510724,2017,19,82
510724,2018,13,91
510724,2019,17,83
510726,2012,7,26
510726,2013,11,41
510726,2014,6,28
510726,2015,4,18
510726,2016,5,27
510726,2017,10,28
510726,2018,10,36
510726,2019,7,26
510729,2012,5,21
510729,2013,7,27
510729,2014,0,15
510729,2015,6,24
510729,2016,9,28
510729,2017,8,20
510729,2018,6,26
510729,2019,3,20
510730,2012,78,233
510730,2013,100,280
510730,2014,96,292
510730,2015,90,291
510730,2016,96,273
510730,2017,72,273
510730,2018,65,258
510730,2019,71,303
510735,2012,38,74
510735,2013,28,73
510735,2014,39,96
510735,2015,33,101
510735,2016,44,108
510735,2017,24,77
510735,2018,37,109
510735,2019,24,92
510740,2012,21,70
510740,2013,18,58
510740,2014,27,75
510740,2015,27,81
510740,2016,18,59
510740,2017,22,73
510740,2018,23,73
510740,2019,16,71
510757,2012,12,37
510757,2013,14,35
510757,2014,12,35
510757,2015,7,29
510757,2016,11,49
510757,2017,6,33
510757,2018,9,24
510757,2019,5,25
510760,2012,948,3667
510760,2013,944,3699
510760,2014,974,4037
510760,2015,912,4022
510760,2016,848,3709
510760,2017,811,3964
510760,2018,756,4069
510760,2019,730,4026
510770,2012,53,157
510770,2013,47,188
510770,2014,62,189
510770,2015,63,186
510770,2016,46,167
510770,2017,46,184
510770,2018,38,163
510770,2019,38,197
510774,2012,10,23
510774,2013,9,28
510774,2014,9,23
510774,2015,15,29
510774,2016,7,27
510774,2017,5,22
510774,2018,12,36
510774,2019,11,37
510775,2012,13,36
510775,2013,11,41
510775,2014,14,54
510775,2015,11,57
510775,2016,22,55
510775,2017,10,42
510775,2018,13,54
510775,2019,6,58
510776,2012,14,45
510776,2013,12,32
510776,2014,9,38
510776,2015,14,51
510776,2016,11,48
510776,2017,11,52
510776,2018,11,44
510776,2019,10,43
510777,2012,36,100
510777,2013,34,111
510777,2014,43,120
510777,2015,35,110
510777,2016,52,128
510777,2017,32,104
510777,2018,39,90
510777,2019,40,111
510779,2012,9,45
510779,2013,9,34
510779,2014,13,53
510779,2015,15,58
510779,2016,19,44
510779,2017,21,56
510779,2018,12,57
510779,2019,24,66
510780,2012,60,213
510780,2013,61,202
510780,2014,58,231
510780,2015,60,236
510780,2016,60,220
510780,2017,53,246
510780,2018,53,244
510780,2019,54,225
510785,2012,48,128
510785,2013,44,122
510785,2014,40,109
510785,2015,31,119
510785,2016,41,122
510785,2017,39,130
510785,2018,37,140
510785,2019,37,105
510787,2012,103,394
510787,2013,86,365
510787,2014,113,441
510787,2015,131,464
510787,2016,113,460
510787,2017,110,532
510787,2018,106,580
510787,2019,101,563
510788,2012,4,15
510788,2013,6,14
510788,2014,5,20
510788,2015,4,22
510788,2016,1,17
510788,2017,8,26
510788,2018,5,18
510788,2019,8,20
510790,2012,595,2231
510790,2013,633,2467
510790,2014,706,2752
510790,2015,612,2715
510790,2016,594,2668
510790,2017,573,2959
510790,2018,542,3046
510790,2019,583,3169
510792,2012,337,1365
510792,2013,383,1542
510792,2014,424,1709
510792,2015,396,1690
510792,2016,364,1663
510792,2017,341,1725
510792,2018,379,1899
510792,2019,356,2019
510794,2012,41,123
510794,2013,37,128
510794,2014,49,141
510794,2015,43,141
510794,2016,21,105
510794,2017,38,138
510794,2018,24,112
510794,2019,31,143
510795,2012,361,1371
510795,2013,359,1434
510795,2014,389,1501
510795,2015,353,1579
510795,2016,307,1453
510795,2017,314,1582
510795,2018,342,1634
510795,2019,342,1742
510800,2012,51,191
510800,2013,61,190
510800,2014,47,198
510800,2015,67,217
510800,2016,61,227
510800,2017,63,217
510800,2018,45,217
510800,2019,52,227
510805,2012,42,143
510805,2013,43,137
510805,2014,43,143
510805,2015,40,135
510805,2016,33,143
510805,2017,45,152
510805,2018,37,159
510805,2019,49,199
510810,2012,3,15
510810,2013,9,29
510810,2014,6,25
510810,2015,8,26
510810,2016,3,13
510810,2017,15,48
510810,2018,8,22
510810,2019,8,19
510820,2012,10,37
510820,2013,9,32
510820,2014,10,42
510820,2015,5,43
510820,2016,10,48
510820,2017,12,40
510820,2018,8,45
510820,2019,9,41
510830,2012,21,61
510830,2013,12,44
510830,2014,16,63
510830,2015,16,56
510830,2016,17,58
510830,2017,12,45
510830,2018,16,49
510830,2019,14,49
510835,2012,6,35
510835,2013,13,49
510835,2014,9,34
510835,2015,14,36
510835,2016,8,36
510835,2017,5,34
510835,2018,5,38
510835,2019,9,51
510840,2012,1232,4886
510840,2013,1302,4981
510840,2014,1341,5240
510840,2015,1216,5013
510840,2016,1044,4470
510840,2017,1035,4891
510840,2018,999,4923
510840,2019,984,5051
510850,2012,36,138
510850,2013,42,146
510850,2014,45,154
510850,2015,26,139
510850,2016,33,130
510850,2017,41,151
510850,2018,34,167
510850,2019,42,153
510860,2012,107,301
510860,2013,91,297
510860,2014,92,268
510860,2015,94,279
510860,2016,79,270
510860,2017,82,287
510860,2018,90,320
510860,2019,76,303
510880,2012,10,56
510880,2013,17,70
510880,2014,19,68
510880,2015,14,57
510880,2016,19,68
510880,2017,18,65
510880,2018,15,64
510880,2019,11,72
510885,2012,12,49
510885,2013,16,50
510885,2014,16,54
510885,2015,16,45
510885,2016,16,58
510885,2017,12,50
510885,2018,18,57
510885,2019,12,45
510890,2012,32,82
510890,2013,36,102
510890,2014,35,102
510890,2015,38,92
510890,2016,33,83
510890,2017,30,83
510890,2018,19,80
510890,2019,14,74
510895,2012,22,100
510895,2013,20,63
510895,2014,32,114
510895,2015,29,107
510895,2016,22,99
510895,2017,34,122
510895,2018,25,131
510895,2019,19,118
520000,2012,4,9
520000,2013,3,11
520000,2014,4,11
520000,2015,1,5
520000,2016,2,10
520000,2017,2,5
520000,2018,1,6
520000,2019,1,4
520005,2012,32,143
520005,2013,39,135
520005,2014,35,153
520005,2015,38,162
520005,2016,54,200
520005,2017,44,196
520005,2018,51,217
520005,2019,49,237
520010,2012,49,205
520010,2013,42,164
520010,2014,50,206
520010,2015,59,183
520010,2016,49,192
520010,2017,53,204
520010,2018,34,176
520010,2019,37,178
520013,2012,117,313
520013,2013,86,274
520013,2014,84,293
520013,2015,89,266
520013,2016,98,250
520013,2017,75,271
520013,2018,69,268
520013,2019,67,255
520015,2012,8,28
520015,2013,7,26
520015,2014,5,21
520015,2015,7,20
520015,2016,5,25
520015,2017,5,22
520015,2018,9,27
520015,2019,5,24
520017,2012,20,53
520017,2013,18,51
520017,2014,18,55
520017,2015,15,52
520017,2016,13,47
520017,2017,7,44
520017,2018,14,55
520017,2019,10,52
520020,2012,6,20
520020,2013,6,17
520020,2014,9,23
520020,2015,3,20
520020,2016,4,19
520020,2017,5,22
520020,2018,0,14
520020,2019,2,11
520025,2012,705,2611
520025,2013,746,2586
520025,2014,836,3031
520025,2015,812,2979
520025,2016,678,2614
520025,2017,669,2569
520025,2018,706,2674
520025,2019,645,2761
520030,2012,113,342
520030,2013,114,380
520030,2014,134,400
520030,2015,97,415
520030,2016,112,406
520030,2017,108,437
520030,2018,113,414
520030,2019,104,439
520050,2012,9,25
520050,2013,8,25
520050,2014,12,32
520050,2015,9,31
520050,2016,7,23
520050,2017,3,15
520050,2018,3,9
520050,2019,4,15
520055,2012,23,90
520055,2013,20,75
520055,2014,26,95
520055,2015,24,104
520055,2016,23,96
520055,2017,36,123
520055,2018,21,92
520055,2019,27,111
520060,2012,31,99
520060,2013,27,101
520060,2014,29,90
520060,2015,22,108
520060,2016,25,132
520060,2017,38,145
520060,2018,37,121
520060,2019,27,113
520080,2012,47,147
520080,2013,32,123
520080,2014,33,134
520080,2015,40,132
520080,2016,39,127
520080,2017,35,136
520080,2018,32,127
520080,2019,36,149
520082,2012,3,20
520082,2013,4,21
520082,2014,8,22
520082,2015,5,22
520082,2016,7,25
520082,2017,4,26
520082,2018,5,13
520082,2019,4,27
520085,2012,32,97
520085,2013,28,79
520085,2014,31,80
520085,2015,15,63
520085,2016,17,48
520085,2017,26,84
520085,2018,19,81
520085,2019,19,83
520090,2012,15,41
520090,2013,14,31
520090,2014,14,41
520090,2015,6,30
520090,2016,11,35
520090,2017,12,38
520090,2018,9,38
520090,2019,12,37
520110,2012,1051,5653
520110,2013,1202,5867
520110,2014,1275,6133
520110,2015,1240,6334
520110,2016,1214,6120
520110,2017,1092,6201
520110,2018,979,6085
520110,2019,879,6077
520120,2012,0,10
520120,2013,1,13
520120,2014,3,8
520120,2015,1,7
520120,2016,4,13
520120,2017,1,7
520120,2018,2,5
520120,2019,0,8
520130,2012,58,223
520130,2013,46,213
520130,2014,52,217
520130,2015,61,232
520130,2016,54,242
520130,2017,48,196
520130,2018,40,220
520130,2019,32,209
520140,2012,1876,8120
520140,2013,1750,7932
520140,2014,1895,8255
520140,2015,1802,8280
520140,2016,1630,7822
520140,2017,1517,7898
520140,2018,1439,7896
520140,2019,1262,7629
520145,2012,9,27
520145,2013,4,20
520145,2014,8,40
520145,2015,7,28
520145,2016,10,36
520145,2017,8,24
520145,2018,7,31
520145,2019,10,36
520150,2012,16,66
520150,2013,17,70
520150,2014,23,71
520150,2015,15,61
520150,2016,19,64
520150,2017,16,65
520150,2018,16,63
520150,2019,22,68
520160,2012,14,42
520160,2013,5,31
520160,2014,17,46
520160,2015,8,25
520160,2016,9,33
520160,2017,10,57
520160,2018,6,43
520160,2019,10,41
520170,2012,83,287
520170,2013,79,282
520170,2014,79,308
520170,2015,66,266
520170,2016,53,253
520170,2017,59,243
520170,2018,60,252
520170,2019,44,241
520180,2012,43,117
520180,2013,48,127
520180,2014,34,113
520180,2015,37,152
520180,2016,35,132
520180,2017,35,127
520180,2018,34,136
520180,2019,28,133
520215,2012,11,74
520215,2013,11,60
520215,2014,20,47
520215,2015,19,51
520215,2016,29,88
520215,2017,28,92
520215,2018,25,91
520215,2019,19,54
520235,2012,8,33
520235,2013,8,39
520235,2014,14,43
520235,2015,9,32
520235,2016,8,35
520235,2017,11,39
520235,2018,13,44
520235,2019,8,42
520250,2012,37,117
520250,2013,28,101
520250,2014,43,142
520250,2015,46,124
520250,2016,33,101
520250,2017,47,120
520250,2018,28,117
520250,2019,26,100
520260,2012,12,37
520260,2013,11,28
520260,2014,7,35
520260,2015,5,30
520260,2016,2,25
520260,2017,8,28
520260,2018,7,35
520260,2019,4,25
520280,2012,9,25
520280,2013,6,22
520280,2014,5,19
520280,2015,7,29
520280,2016,7,22
520280,2017,3,18
520280,2018,3,26
520280,2019,8,25
520310,2012,9,31
520310,2013,15,39
520310,2014,8,25
520310,2015,3,28
520310,2016,5,25
520310,2017,8,31
520310,2018,8,30
520310,2019,4,31
520320,2012,35,120
520320,2013,23,95
520320,2014,29,121
520320,2015,28,136
520320,2016,40,147
520320,2017,25,141
520320,2018,26,150
520320,2019,44,164
520330,2012,81,351
520330,2013,102,366
520330,2014,96,365
520330,2015,104,421
520330,2016,100,382
520330,2017,112,461
520330,2018,122,463
520330,2019,108,467
520340,2012,33,113
520340,2013,28,66
520340,2014,15,72
520340,2015,27,94
520340,2016,23,80
520340,2017,34,99
520340,2018,37,134
520340,2019,29,107
520350,2012,63,238
520350,2013,81,289
520350,2014,108,336
520350,2015,94,351
520350,2016,77,343
520350,2017,89,353
520350,2018,82,334
520350,2019,84,368
520355,2012,35,116
520355,2013,29,109
520355,2014,42,113
520355,2015,36,119
520355,2016,32,122
520355,2017,27,113
520355,2018,32,117
520355,2019,27,115
520357,2012,11,45
520357,2013,18,39
520357,2014,18,39
520357,2015,5,31
520357,2016,15,37
520357,2017,6,36
520357,2018,16,36
520357,2019,12,50
520360,2012,10,41
520360,2013,5,40
520360,2014,20,45
520360,2015,17,55
520360,2016,21,50
520360,2017,18,50
520360,2018,12,46
520360,2019,6,33
520380,2012,27,78
520380,2013,23,74
520380,2014,20,67
520380,2015,15,54
520380,2016,25,85
520380,2017,22,87
520380,2018,24,82
520380,2019,23,79
520390,2012,27,110
520390,2013,31,99
520390,2014,30,107
520390,2015,39,114
520390,2016,32,121
520390,2017,37,146
520390,2018,24,118
520390,2019,26,129
520393,2012,10,26
520393,2013,7,29
520393,2014,10,35
520393,2015,7,40
520393,2016,7,31
520393,2017,6,33
520393,2018,6,47
520393,2019,5,23
520396,2012,5,34
520396,2013,8,36
520396,2014,6,27
520396,2015,17,39
520396,2016,7,31
520396,2017,17,40
520396,2018,11,51
520396,2019,11,49
520400,2012,39,115
520400,2013,44,118
520400,2014,43,119
520400,2015,27,98
520400,2016,35,104
520400,2017,30,100
520400,2018,39,112
520400,2019,30,115
520410,2012,31,93
520410,2013,27,119
520410,2014,39,132
520410,2015,27,140
520410,2016,34,135
520410,2017,40,133
520410,2018,27,137
520410,2019,38,151
520420,2012,2,14
520420,2013,6,23
520420,2014,6,13
520420,2015,3,16
520420,2016,5,17
520420,2017,0,10
520420,2018,2,13
520420,2019,3,14
520425,2012,38,114
520425,2013,34,107
520425,2014,34,138
520425,2015,26,107
520425,2016,25,105
520425,2017,21,95
520425,2018,15,87
520425,2019,18,87
520430,2012,36,119
520430,2013,39,161
520430,2014,43,169
520430,2015,52,159
520430,2016,39,175
520430,2017,50,169
520430,2018,35,182
520430,2019,28,167
520440,2012,65,192
520440,2013,56,186
520440,2014,47,186
520440,2015,53,185
520440,2016,44,186
520440,2017,53,213
520440,2018,49,214
520440,2019,47,193
520450,2012,301,1129
520450,2013,309,1173
520450,2014,345,1303
520450,2015,350,1328
520450,2016,319,1243
520450,2017,308,1286
520450,2018,295,1417
520450,2019,268,1354
520455,2012,11,40
520455,2013,11,43
520455,2014,16,49
520455,2015,10,43
520455,2016,12,39
520455,2017,12,48
520455,2018,12,46
520455,2019,5,45
520460,2012,9,28
520460,2013,19,56
520460,2014,15,50
520460,2015,9,44
520460,2016,16,47
520460,2017,7,34
520460,2018,14,61
520460,2019,5,42
520465,2012,9,43
520465,2013,9,42
520465,2014,8,43
520465,2015,7,29
520465,2016,12,40
520465,2017,12,38
520465,2018,10,37
520465,2019,7,25
520470,2012,49,159
520470,2013,44,158
520470,2014,49,162
520470,2015,51,185
520470,2016,48,169
520470,2017,36,148
520470,2018,25,172
520470,2019,26,148
520480,2012,13,54
520480,2013,16,73
520480,2014,17,62
520480,2015,15,66
520480,2016,22,67
520480,2017,13,71
520480,2018,18,86
520480,2019,19,87
520485,2012,32,106
520485,2013,23,86
520485,2014,39,111
520485,2015,34,118
520485,2016,35,114
520485,2017,37,144
520485,2018,31,118
520485,2019,22,104
520490,2012,97,326
520490,2013,102,381
520490,2014,85,343
520490,2015,98,355
520490,2016,71,282
520490,2017,74,331
520490,2018,70,320
520490,2019,75,337
520495,2012,18,56
520495,2013,18,49
520495,2014,19,54
520495,2015,19,52
520495,2016,4,28
520495,2017,13,60
520495,2018,11,49
520495,2019,7,49
520500,2012,26,91
520500,2013,27,121
520500,2014,27,131
520500,2015,21,118
520500,2016,34,125
520500,2017,23,120
520500,2018,34,115
520500,2019,21,107
520505,2012,14,39
520505,2013,13,32
520505,2014,6,28
520505,2015,13,25
520505,2016,13,32
520505,2017,10,34
520505,2018,7,31
520505,2019,14,40
520510,2012,240,1309
520510,2013,262,1330
520510,2014,265,1445
520510,2015,289,1513
520510,2016,271,1464
520510,2017,265,1479
520510,2018,216,1454
520510,2019,216,1418
520520,2012,13,53
520520,2013,18,42
520520,2014,16,53
520520,2015,8,27
520520,2016,18,57
520520,2017,13,61
520520,2018,14,62
520520,2019,12,49
520530,2012,58,144
520530,2013,47,156
520530,2014,43,123
520530,2015,46,144
520530,2016,53,140
520530,2017,47,140
520530,2018,51,149
520530,2019,37,126
520540,2012,57,244
520540,2013,52,246
520540,2014,49,281
520540,2015,47,294
520540,2016,50,287
520540,2017,39,295
520540,2018,47,292
520540,2019,42,323
520545,2012,46,130
520545,2013,32,128
520545,2014,43,124
520545,2015,42,145
520545,2016,36,121
520545,2017,18,107
520545,2018,34,131
520545,2019,23,115
520547,2012,47,166
520547,2013,49,168
520547,2014,41,167
520547,2015,47,197
520547,2016,39,187
520547,2017,40,191
520547,2018,47,238
520547,2019,44,256
520549,2012,262,1030
520549,2013,238,998
520549,2014,290,1185
520549,2015,253,1094
520549,2016,259,1052
520549,2017,212,1098
520549,2018,204,1076
520549,2019,212,1072
520551,2012,56,203
520551,2013,49,212
520551,2014,65,228
520551,2015,59,246
520551,2016,65,230
520551,2017,52,214
520551,2018,44,220
520551,2019,56,255
520552,2012,15,41
520552,2013,15,46
520552,2014,11,38
520552,2015,16,45
520552,2016,14,40
520552,2017,14,49
520552,2018,7,38
520552,2019,3,31
520570,2012,5,24
520570,2013,5,23
520570,2014,6,34
520570,2015,7,24
520570,2016,12,28
520570,2017,12,40
520570,2018,7,29
520570,2019,10,35
520580,2012,19,102
520580,2013,28,111
520580,2014,18,104
520580,2015,29,99
520580,2016,22,88
520580,2017,22,100
520580,2018,11,87
520580,2019,21,96
520590,2012,30,109
520590,2013,26,96
520590,2014,24,102
520590,2015,17,77
520590,2016,24,96
520590,2017,14,98
520590,2018,23,102
520590,2019,15,82
520620,2012,228,733
520620,2013,263,800
520620,2014,280,848
520620,2015,258,930
520620,2016,299,900
520620,2017,244,909
520620,2018,240,965
520620,2019,252,990
520630,2012,4,28
520630,2013,7,32
520630,2014,12,38
520630,2015,5,27
520630,2016,9,25
520630,2017,6,36
520630,2018,7,36
520630,2019,4,31
520640,2012,61,224
520640,2013,58,195
520640,2014,65,240
520640,2015,64,225
520640,2016,54,207
520640,2017,58,243
520640,2018,56,221
520640,2019,50,242
520650,2012,7,23
520650,2013,17,60
520650,2014,9,36
520650,2015,8,36
520650,2016,10,34
520650,2017,6,31
520650,2018,6,28
520650,2019,4,23
520660,2012,8,32
520660,2013,5,26
520660,2014,10,37
520660,2015,6,26
520660,2016,2,21
520660,2017,8,31
520660,2018,11,34
520660,2019,6,36
520670,2012,9,42
520670,2013,18,48
520670,2014,11,52
520670,2015,9,44
520670,2016,12,46
520670,2017,7,46
520670,2018,9,59
520670,2019,11,60
520680,2012,9,29
520680,2013,7,29
520680,2014,11,25
520680,2015,9,21
520680,2016,10,35
520680,2017,10,31
520680,2018,4,21
520680,2019,9,36
520690,2012,5,17
520690,2013,3,16
520690,2014,2,11
520690,2015,5,24
520690,2016,6,16
520690,2017,2,16
520690,2018,5,24
520690,2019,2,16
520710,2012,6,18
520710,2013,4,18
520710,2014,5,29
520710,2015,8,22
520710,2016,2,16
520710,2017,6,21
520710,2018,2,16
520710,2019,6,22
520725,2012,25,76
520725,2013,25,61
520725,2014,28,98
520725,2015,42,92
520725,2016,25,97
520725,2017,17,66
520725,2018,21,89
520725,2019,15,64
520735,2012,14,51
520735,2013,22,47
520735,2014,18,39
520735,2015,11,55
520735,2016,15,49
520735,2017,14,51
520735,2018,12,50
520735,2019,13,42
520740,2012,62,148
520740,2013,53,148
520740,2014,47,124
520740,2015,43,134
520740,2016,29,131
520740,2017,43,149
520740,2018,38,176
520740,2019,39,171
520750,2012,19,48
520750,2013,15,45
520750,2014,12,45
520750,2015,23,58
520750,2016,10,38
520750,2017,15,55
520750,2018,12,38
520750,2019,5,29
520753,2012,13,46
520753,2013,14,61
520753,2014,15,61
520753,2015,14,53
520753,2016,11,61
520753,2017,23,79
520753,2018,11,46
520753,2019,16,56
520760,2012,21,66
520760,2013,16,55
520760,2014,10,49
520760,2015,16,51
520760,2016,18,49
520760,2017,10,48
520760,2018,16,56
520760,2019,9,51
520780,2012,24,94
520780,2013,24,91
520780,2014,24,93
520780,2015,18,98
520780,2016,24,94
520780,2017,12,99
520780,2018,11,89
520780,2019,14,76
520790,2012,34,93
520790,2013,29,112
520790,2014,23,92
520790,2015,30,107
520790,2016,22,75
520790,2017,40,115
520790,2018,33,102
520790,2019,29,103
520800,2012,479,1719
520800,2013,507,1783
520800,2014,509,1776
520800,2015,507,1807
520800,2016,456,1784
520800,2017,464,1834
520800,2018,430,1827
520800,2019,354,1677
520810,2012,15,57
520810,2013,19,62
520810,2014,15,56
520810,2015,18,54
520810,2016,13,52
520810,2017,20,58
520810,2018,13,54
520810,2019,11,71
520815,2012,3,29
520815,2013,5,31
520815,2014,11,35
520815,2015,6,26
520815,2016,10,34
520815,2017,3,42
520815,2018,13,37
520815,2019,8,35
520830,2012,28,98
520830,2013,24,64
520830,2014,24,88
520830,2015,32,87
520830,2016,21,82
520830,2017,16,64
520830,2018,24,78
520830,2019,20,61
520840,2012,49,160
520840,2013,48,168
520840,2014,45,171
520840,2015,46,187
520840,2016,60,198
520840,2017,48,207
520840,2018,56,214
520840,2019,47,175
520850,2012,12,71
520850,2013,14,52
520850,2014,9,38
520850,2015,19,49
520850,2016,17,55
520850,2017,5,43
520850,2018,11,53
520850,2019,4,27
520860,2012,258,920
520860,2013,254,889
520860,2014,242,936
520860,2015,226,971
520860,2016,229,989
520860,2017,215,941
520860,2018,222,1063
520860,2019,220,1093
520870,2012,3801,21305
520870,2013,3961,22026
520870,2014,4081,22971
520870,2015,3813,22866
520870,2016,3525,21125
520870,2017,3063,21418
520870,2018,2826,21453
520870,2019,2752,20565
520880,2012,171,587
520880,2013,189,723
520880,2014,183,746
520880,2015,170,807
520880,2016,183,875
520880,2017,189,910
520880,2018,198,945
520880,2019,211,1037
520890,2012,72,273
520890,2013,103,365
520890,2014,55,312
520890,2015,75,288
520890,2016,78,283
520890,2017,66,280
520890,2018,106,476
520890,2019,66,332
520910,2012,109,443
520910,2013,112,443
520910,2014,98,426
520910,2015,109,463
520910,2016,102,437
520910,2017,85,431
520910,2018,84,443
520910,2019,86,421
520915,2012,24,55
520915,2013,20,65
520915,2014,27,70
520915,2015,19,51
520915,2016,12,41
520915,2017,13,48
520915,2018,10,51
520915,2019,16,52
520920,2012,64,188
520920,2013,50,176
520920,2014,61,193
520920,2015,51,178
520920,2016,59,203
520920,2017,53,210
520920,2018,56,228
520920,2019,48,225
520929,2012,9,26
520929,2013,7,20
520929,2014,3,18
520929,2015,7,22
520929,2016,7,22
520929,2017,6,23
520929,2018,6,19
520929,2019,2,14
520940,2012,11,32
520940,2013,5,31
520940,2014,10,52
520940,2015,14,46
520940,2016,11,31
520940,2017,7,30
520940,2018,6,37
520940,2019,16,42
520945,2012,3,24
520945,2013,5,23
520945,2014,11,26
520945,2015,9,17
520945,2016,9,32
520945,2017,5,18
520945,2018,5,20
520945,2019,4,12
520960,2012,8,33
520960,2013,13,47
520960,2014,12,36
520960,2015,2,17
520960,2016,10,29
520960,2017,2,24
520960,2018,5,39
520960,2019,8,50
520970,2012,60,233
520970,2013,72,278
520970,2014,83,310
520970,2015,85,329
520970,2016,78,341
520970,2017,82,300
520970,2018,82,335
520970,2019,76,334
520980,2012,8,35
520980,2013,12,40
520980,2014,15,39
520980,2015,20,52
520980,2016,10,44
520980,2017,13,52
520980,2018,14,47
520980,2019,8,37
520990,2012,76,192
520990,2013,67,199
520990,2014,62,187
520990,2015,66,187
520990,2016,48,157
520990,2017,42,159
520990,2018,39,128
520990,2019,32,123
520993,2012,27,84
520993,2013,32,84
520993,2014,20,78
520993,2015,11,49
520993,2016,17,68
520993,2017,15,58
520993,2018,11,55
520993,2019,12,51
520995,2012,63,199
520995,2013,73,233
520995,2014,72,250
520995,2015,68,262
520995,2016,55,233
520995,2017,47,208
520995,2018,62,246
520995,2019,60,234
521000,2012,162,722
521000,2013,168,677
521000,2014,153,701
521000,2015,167,776
521000,2016,176,721
521000,2017,141,679
521000,2018,129,711
521000,2019,102,670
521010,2012,76,271
521010,2013,93,308
521010,2014,84,314
521010,2015,84,331
521010,2016,91,341
521010,2017,78,349
521010,2018,87,341
521010,2019,73,311
521015,2012,5,25
521015,2013,5,19
521015,2014,4,29
521015,2015,8,42
521015,2016,6,31
521015,2017,6,23
521015,2018,2,23
521015,2019,6,33
521020,2012,85,394
521020,2013,90,387
521020,2014,90,403
521020,2015,77,410
521020,2016,75,425
521020,2017,77,444
521020,2018,55,375
521020,2019,65,458
521030,2012,8,26
