CODMUNRES,ano_nasc,Qtd_7a_serie,Qtd_Total
240230,2016,35,223
240230,2017,84,244
240230,2018,56,262
240230,2019,67,236
240240,2012,33,111
240240,2013,32,112
240240,2014,36,112
240240,2015,11,96
240240,2016,6,68
240240,2017,14,88
240240,2018,13,88
240240,2019,16,93
240250,2012,54,136
240250,2013,64,144
240250,2014,48,138
240250,2015,52,141
240250,2016,33,102
240250,2017,33,114
240250,2018,37,122
240250,2019,33,134
240260,2012,531,1101
240260,2013,589,1197
240260,2014,521,1282
240260,2015,514,1234
240260,2016,440,1060
240260,2017,455,1131
240260,2018,394,1158
240260,2019,336,1041
240270,2012,60,141
240270,2013,56,131
240270,2014,57,149
240270,2015,32,126
240270,2016,35,128
240270,2017,36,124
240270,2018,38,151
240270,2019,40,132
240280,2012,32,66
240280,2013,35,71
240280,2014,30,72
240280,2015,30,96
240280,2016,24,70
240280,2017,16,71
240280,2018,36,83
240280,2019,22,76
240290,2012,26,61
240290,2013,32,71
240290,2014,30,71
240290,2015,21,61
240290,2016,21,67
240290,2017,24,52
240290,2018,25,68
240290,2019,19,58
240300,2012,30,102
240300,2013,28,98
240300,2014,26,94
240300,2015,25,95
240300,2016,7,75
240300,2017,13,94
240300,2018,18,86
240300,2019,15,70
240310,2012,136,548
240310,2013,126,545
240310,2014,146,536
240310,2015,98,521
240310,2016,78,456
240310,2017,71,506
240310,2018,87,517
240310,2019,72,499
240320,2012,42,109
240320,2013,42,102
240320,2014,43,113
240320,2015,30,96
240320,2016,17,103
240320,2017,19,102
240320,2018,19,92
240320,2019,19,99
240325,2012,839,3706
240325,2013,801,3912
240325,2014,782,4025
240325,2015,688,4149
240325,2016,650,3811
240325,2017,544,3898
240325,2018,577,3936
240325,2019,560,3449
240330,2012,38,80
240330,2013,31,75
240330,2014,53,93
240330,2015,26,81
240330,2016,29,81
240330,2017,40,97
240330,2018,13,82
240330,2019,28,89
240340,2012,27,62
240340,2013,19,80
240340,2014,19,64
240340,2015,27,67
240340,2016,19,61
240340,2017,11,51
240340,2018,18,69
240340,2019,5,60
240350,2012,76,132
240350,2013,57,107
240350,2014,49,92
240350,2015,49,110
240350,2016,41,94
240350,2017,49,98
240350,2018,41,97
240350,2019,45,112
240360,2012,157,376
240360,2013,216,518
240360,2014,196,544
240360,2015,174,568
240360,2016,187,564
240360,2017,185,569
240360,2018,198,650
240360,2019,145,560
240370,2012,14,67
240370,2013,11,48
240370,2014,19,69
240370,2015,15,75
240370,2016,12,74
240370,2017,18,66
240370,2018,13,55
240370,2019,4,41
240375,2012,10,33
240375,2013,13,38
240375,2014,9,34
240375,2015,17,45
240375,2016,9,30
240375,2017,10,40
240375,2018,11,45
240375,2019,11,35
240380,2012,35,135
240380,2013,30,123
240380,2014,25,117
240380,2015,21,119
240380,2016,9,97
240380,2017,20,108
240380,2018,19,122
240380,2019,27,106
240390,2012,22,46
240390,2013,17,33
240390,2014,25,51
240390,2015,10,27
240390,2016,6,32
240390,2017,17,45
240390,2018,13,40
240390,2019,4,32
240400,2012,31,59
240400,2013,16,37
240400,2014,20,48
240400,2015,21,57
240400,2016,17,54
240400,2017,21,53
240400,2018,13,61
240400,2019,15,50
240410,2012,20,32
240410,2013,6,19
240410,2014,13,31
240410,2015,15,39
240410,2016,13,34
240410,2017,15,34
240410,2018,14,37
240410,2019,17,39
240420,2012,247,493
240420,2013,269,533
240420,2014,198,462
240420,2015,201,497
240420,2016,170,477
240420,2017,186,495
240420,2018,177,508
240420,2019,153,491
240430,2012,70,191
240430,2013,63,162
240430,2014,59,168
240430,2015,55,164
240430,2016,43,137
240430,2017,52,137
240430,2018,50,168
240430,2019,52,139
240440,2012,33,103
240440,2013,39,119
240440,2014,37,128
240440,2015,32,130
240440,2016,45,129
240440,2017,34,125
240440,2018,35,108
240440,2019,32,125
240450,2012,106,229
240450,2013,84,200
240450,2014,78,268
240450,2015,100,298
240450,2016,92,258
240450,2017,74,283
240450,2018,75,310
240450,2019,70,276
240460,2012,83,137
240460,2013,69,117
240460,2014,59,114
240460,2015,59,139
240460,2016,79,148
240460,2017,61,132
240460,2018,60,141
240460,2019,56,136
240470,2012,87,209
240470,2013,104,237
240470,2014,66,214
240470,2015,76,238
240470,2016,65,208
240470,2017,55,230
240470,2018,63,249
240470,2019,52,196
240480,2012,1,22
240480,2013,5,25
240480,2014,2,20
240480,2015,7,21
240480,2016,2,15
240480,2017,4,25
240480,2018,1,19
240480,2019,2,15
240485,2012,47,126
240485,2013,47,120
240485,2014,35,120
240485,2015,42,114
240485,2016,31,113
240485,2017,29,99
240485,2018,44,134
240485,2019,14,86
240490,2012,42,75
240490,2013,28,64
240490,2014,17,60
240490,2015,23,65
240490,2016,21,76
240490,2017,10,70
240490,2018,12,64
240490,2019,9,48
240500,2012,32,108
240500,2013,44,109
240500,2014,41,100
240500,2015,32,113
240500,2016,18,112
240500,2017,16,90
240500,2018,30,110
240500,2019,31,108
240510,2012,49,85
240510,2013,43,72
240510,2014,41,102
240510,2015,48,101
240510,2016,38,86
240510,2017,47,88
240510,2018,29,81
240510,2019,32,79
240520,2012,36,76
240520,2013,30,72
240520,2014,22,70
240520,2015,19,62
240520,2016,15,59
240520,2017,15,55
240520,2018,22,68
240520,2019,18,58
240530,2012,62,114
240530,2013,60,119
240530,2014,49,121
240530,2015,61,117
240530,2016,39,124
240530,2017,53,144
240530,2018,64,150
240530,2019,65,173
240540,2012,58,101
240540,2013,52,107
240540,2014,50,105
240540,2015,38,96
240540,2016,37,116
240540,2017,26,86
240540,2018,43,107
240540,2019,38,116
240550,2012,21,34
240550,2013,19,35
240550,2014,15,27
240550,2015,11,26
240550,2016,13,24
240550,2017,15,35
240550,2018,17,37
240550,2019,15,38
240560,2012,79,164
240560,2013,76,167
240560,2014,68,166
240560,2015,71,181
240560,2016,64,168
240560,2017,47,144
240560,2018,72,196
240560,2019,54,167
240570,2012,28,116
240570,2013,21,107
240570,2014,23,126
240570,2015,33,122
240570,2016,11,94
240570,2017,20,100
240570,2018,24,117
240570,2019,12,101
240580,2012,277,491
240580,2013,250,493
240580,2014,258,529
240580,2015,235,522
240580,2016,251,512
240580,2017,234,506
240580,2018,212,514
240580,2019,196,500
240590,2012,16,33
240590,2013,21,42
240590,2014,15,42
240590,2015,9,24
240590,2016,9,26
240590,2017,12,35
240590,2018,11,40
240590,2019,9,35
240600,2012,39,76
240600,2013,36,84
240600,2014,36,80
240600,2015,41,69
240600,2016,23,68
240600,2017,27,64
240600,2018,29,81
240600,2019,18,79
240610,2012,85,246
240610,2013,95,253
240610,2014,53,212
240610,2015,63,263
240610,2016,27,200
240610,2017,33,215
240610,2018,23,203
240610,2019,34,224
240615,2012,14,38
240615,2013,26,56
240615,2014,16,52
240615,2015,12,30
240615,2016,4,17
240615,2017,7,21
240615,2018,2,18
240615,2019,3,12
240620,2012,31,75
240620,2013,37,73
240620,2014,44,92
240620,2015,32,81
240620,2016,32,91
240620,2017,26,88
240620,2018,36,86
240620,2019,47,115
240630,2012,59,97
240630,2013,51,97
240630,2014,32,86
240630,2015,48,103
240630,2016,48,105
240630,2017,38,94
240630,2018,43,112
240630,2019,28,99
240640,2012,21,39
240640,2013,21,36
240640,2014,16,41
240640,2015,15,34
240640,2016,12,42
240640,2017,15,35
240640,2018,21,55
240640,2019,16,42
240650,2012,90,209
240650,2013,102,204
240650,2014,96,248
240650,2015,78,249
240650,2016,69,236
240650,2017,71,216
240650,2018,56,218
240650,2019,58,218
240660,2012,89,150
240660,2013,84,141
240660,2014,74,136
240660,2015,70,140
240660,2016,69,132
240660,2017,66,131
240660,2018,62,153
240660,2019,67,155
240670,2012,41,117
240670,2013,29,98
240670,2014,39,107
240670,2015,34,145
240670,2016,20,100
240670,2017,17,109
240670,2018,23,106
240670,2019,19,113
240680,2012,32,85
240680,2013,23,71
240680,2014,20,67
240680,2015,27,69
240680,2016,11,56
240680,2017,14,83
240680,2018,33,84
240680,2019,18,66
240690,2012,18,52
240690,2013,15,43
240690,2014,5,50
240690,2015,6,49
240690,2016,3,33
240690,2017,8,27
240690,2018,7,41
240690,2019,9,46
240700,2012,59,159
240700,2013,60,134
240700,2014,75,161
240700,2015,68,172
240700,2016,44,142
240700,2017,52,164
240700,2018,40,134
240700,2019,41,151
240710,2012,365,829
240710,2013,363,907
240710,2014,313,893
240710,2015,326,982
240710,2016,378,929
240710,2017,342,1052
240710,2018,340,1091
240710,2019,300,1007
240720,2012,83,255
240720,2013,53,176
240720,2014,132,459
240720,2015,87,426
240720,2016,119,354
240720,2017,88,335
240720,2018,101,317
240720,2019,104,318
240725,2012,18,61
240725,2013,37,61
240725,2014,24,51
240725,2015,15,54
240725,2016,12,56
240725,2017,13,44
240725,2018,12,53
240725,2019,14,56
240730,2012,46,89
240730,2013,32,81
240730,2014,37,88
240730,2015,38,106
240730,2016,28,80
240730,2017,28,102
240730,2018,29,109
240730,2019,24,103
240740,2012,29,71
240740,2013,41,90
240740,2014,29,101
240740,2015,26,76
240740,2016,24,87
240740,2017,22,89
240740,2018,25,99
240740,2019,17,106
240750,2012,70,126
240750,2013,73,154
240750,2014,57,158
240750,2015,73,156
240750,2016,53,139
240750,2017,53,128
240750,2018,51,136
240750,2019,34,132
240760,2012,25,48
240760,2013,12,47
240760,2014,21,51
240760,2015,14,52
240760,2016,10,52
240760,2017,15,62
240760,2018,16,54
240760,2019,12,54
240770,2012,79,131
240770,2013,88,158
240770,2014,60,142
240770,2015,89,175
240770,2016,68,146
240770,2017,71,174
240770,2018,64,179
240770,2019,72,166
240780,2012,124,266
240780,2013,144,300
240780,2014,141,297
240780,2015,133,277
240780,2016,135,297
240780,2017,123,281
240780,2018,101,287
240780,2019,99,263
240790,2012,16,34
240790,2013,15,32
240790,2014,9,33
240790,2015,17,42
240790,2016,9,48
240790,2017,8,42
240790,2018,9,47
240790,2019,13,49
240800,2012,653,3819
240800,2013,798,3975
240800,2014,775,3954
240800,2015,669,4056
240800,2016,723,3760
240800,2017,677,3941
240800,2018,596,3893
240800,2019,689,3700
240810,2012,3361,12211
240810,2013,2989,11840
240810,2014,2660,11862
240810,2015,2849,12239
240810,2016,2520,11517
240810,2017,2525,11493
240810,2018,2753,12318
240810,2019,2424,10640
240820,2012,159,357
240820,2013,152,349
240820,2014,172,380
240820,2015,170,393
240820,2016,177,405
240820,2017,151,399
240820,2018,143,384
240820,2019,125,362
240830,2012,232,494
240830,2013,205,479
240830,2014,194,478
240830,2015,197,492
240830,2016,187,460
240830,2017,181,497
240830,2018,183,500
240830,2019,163,492
240840,2012,23,48
240840,2013,11,37
240840,2014,21,52
240840,2015,15,42
240840,2016,7,20
240840,2017,13,36
240840,2018,11,38
240840,2019,6,36
240850,2012,13,63
240850,2013,16,59
240850,2014,10,54
240850,2015,11,59
240850,2016,14,60
240850,2017,11,61
240850,2018,9,49
240850,2019,7,49
240860,2012,13,48
240860,2013,19,54
240860,2014,18,53
240860,2015,23,71
240860,2016,16,62
240860,2017,23,60
240860,2018,12,48
240860,2019,11,46
240870,2012,16,40
240870,2013,11,44
240870,2014,15,56
240870,2015,12,44
240870,2016,10,37
240870,2017,7,43
240870,2018,15,49
240870,2019,13,50
240880,2012,45,75
240880,2013,57,94
240880,2014,37,76
240880,2015,32,64
240880,2016,47,94
240880,2017,34,83
240880,2018,47,107
240880,2019,42,112
240890,2012,107,347
240890,2013,98,325
240890,2014,67,323
240890,2015,60,362
240890,2016,54,311
240890,2017,46,279
240890,2018,23,274
240890,2019,23,261
240895,2012,98,181
240895,2013,79,160
240895,2014,64,158
240895,2015,86,162
240895,2016,60,154
240895,2017,76,177
240895,2018,66,185
240895,2019,53,159
240910,2012,85,177
240910,2013,80,175
240910,2014,65,165
240910,2015,68,166
240910,2016,45,146
240910,2017,34,155
240910,2018,44,156
240910,2019,45,148
240920,2012,24,45
240920,2013,30,51
240920,2014,12,41
240920,2015,20,42
240920,2016,15,40
240920,2017,17,46
240920,2018,10,33
240920,2019,10,40
240930,2012,64,130
240930,2013,74,182
240930,2014,52,140
240930,2015,40,143
240930,2016,50,162
240930,2017,41,140
240930,2018,54,129
240930,2019,42,121
240933,2012,15,44
240933,2013,17,44
240933,2014,30,61
240933,2015,32,89
240933,2016,17,71
240933,2017,23,68
240933,2018,27,64
240933,2019,33,73
240940,2012,137,384
240940,2013,139,389
240940,2014,121,410
240940,2015,142,475
240940,2016,91,393
240940,2017,94,413
240940,2018,90,560
240940,2019,71,368
240950,2012,28,56
240950,2013,27,54
240950,2014,22,59
240950,2015,21,59
240950,2016,23,46
240950,2017,28,52
240950,2018,18,54
240950,2019,24,58
240960,2012,20,36
240960,2013,17,25
240960,2014,18,38
240960,2015,17,32
240960,2016,13,33
240960,2017,12,31
240960,2018,18,45
240960,2019,14,33
240970,2012,41,77
240970,2013,57,95
240970,2014,29,70
240970,2015,39,84
240970,2016,35,72
240970,2017,25,73
240970,2018,39,77
240970,2019,25,61
240980,2012,125,227
240980,2013,122,234
240980,2014,76,175
240980,2015,118,225
240980,2016,91,199
240980,2017,82,183
240980,2018,103,240
240980,2019,90,222
240990,2012,47,130
240990,2013,37,91
240990,2014,54,198
240990,2015,58,205
240990,2016,32,130
240990,2017,44,149
240990,2018,33,167
240990,2019,34,147
241000,2012,6,33
241000,2013,19,48
241000,2014,17,39
241000,2015,13,51
241000,2016,12,33
241000,2017,14,39
241000,2018,11,42
241000,2019,13,51
241010,2012,108,217
241010,2013,63,146
241010,2014,71,181
241010,2015,66,170
241010,2016,64,147
241010,2017,62,165
241010,2018,64,168
241010,2019,47,172
241020,2012,48,106
241020,2013,45,83
241020,2014,37,109
241020,2015,35,90
241020,2016,36,109
241020,2017,31,100
241020,2018,24,100
241020,2019,30,112
241025,2012,24,69
241025,2013,26,63
241025,2014,30,73
241025,2015,28,88
241025,2016,25,83
241025,2017,28,90
241025,2018,34,92
241025,2019,19,79
241030,2012,91,147
241030,2013,69,162
241030,2014,68,151
241030,2015,71,165
241030,2016,42,141
241030,2017,42,160
241030,2018,53,132
241030,2019,65,167
241040,2012,63,117
241040,2013,67,129
241040,2014,77,153
241040,2015,62,123
241040,2016,44,103
241040,2017,63,136
241040,2018,60,128
241040,2019,43,124
241050,2012,24,59
241050,2013,29,65
241050,2014,31,67
241050,2015,19,52
241050,2016,13,51
241050,2017,21,61
241050,2018,23,68
241050,2019,16,64
241060,2012,18,58
241060,2013,9,35
241060,2014,6,29
241060,2015,7,45
241060,2016,5,19
241060,2017,9,30
241060,2018,12,27
241060,2019,5,22
241070,2012,18,45
241070,2013,20,42
241070,2014,20,34
241070,2015,14,32
241070,2016,7,34
241070,2017,8,29
241070,2018,19,46
241070,2019,8,42
241080,2012,22,56
241080,2013,22,45
241080,2014,26,44
241080,2015,21,60
241080,2016,15,48
241080,2017,14,55
241080,2018,9,37
241080,2019,10,43
241090,2012,44,103
241090,2013,50,116
241090,2014,36,97
241090,2015,43,113
241090,2016,34,101
241090,2017,37,94
241090,2018,50,103
241090,2019,37,103
241100,2012,29,58
241100,2013,31,67
241100,2014,32,71
241100,2015,44,87
241100,2016,19,58
241100,2017,18,66
241100,2018,16,65
241100,2019,14,52
241105,2012,11,55
241105,2013,18,67
241105,2014,21,76
241105,2015,18,63
241105,2016,23,80
241105,2017,19,71
241105,2018,16,94
241105,2019,14,71
241110,2012,25,45
241110,2013,17,41
241110,2014,12,34
241110,2015,5,28
241110,2016,11,33
241110,2017,12,39
241110,2018,15,37
241110,2019,13,39
241120,2012,244,584
241120,2013,243,586
241120,2014,225,627
241120,2015,196,597
241120,2016,131,612
241120,2017,149,563
241120,2018,179,584
241120,2019,172,529
241140,2012,67,151
241140,2013,67,147
241140,2014,58,133
241140,2015,50,138
241140,2016,39,110
241140,2017,29,108
241140,2018,47,163
241140,2019,39,128
241142,2012,11,29
241142,2013,9,31
241142,2014,4,27
241142,2015,3,29
241142,2016,1,26
241142,2017,0,29
241142,2018,3,45
241142,2019,3,25
241150,2012,164,329
241150,2013,146,330
241150,2014,126,332
241150,2015,143,349
241150,2016,124,326
241150,2017,94,272
241150,2018,125,340
241150,2019,104,313
241160,2012,28,48
241160,2013,19,41
241160,2014,17,38
241160,2015,20,44
241160,2016,18,35
241160,2017,19,44
241160,2018,23,54
241160,2019,26,54
241170,2012,30,59
241170,2013,28,74
241170,2014,18,71
241170,2015,29,76
241170,2016,9,41
241170,2017,5,61
241170,2018,17,60
241170,2019,16,48
241180,2012,19,49
241180,2013,9,28
241180,2014,13,44
241180,2015,9,34
241180,2016,12,29
241180,2017,9,37
241180,2018,10,39
241180,2019,5,39
241190,2012,28,44
241190,2013,29,60
241190,2014,33,63
241190,2015,22,63
241190,2016,30,82
241190,2017,22,56
241190,2018,15,60
241190,2019,11,50
241200,2012,583,1690
241200,2013,595,1768
241200,2014,528,1860
241200,2015,468,1724
241200,2016,420,1566
241200,2017,422,1693
241200,2018,384,1522
241200,2019,347,1410
241210,2012,26,72
241210,2013,15,60
241210,2014,15,57
241210,2015,14,69
241210,2016,14,66
241210,2017,12,67
241210,2018,13,59
241210,2019,12,57
241220,2012,340,680
241220,2013,343,709
241220,2014,312,666
241220,2015,367,802
241220,2016,325,745
241220,2017,270,721
241220,2018,297,764
241220,2019,253,726
241230,2012,92,176
241230,2013,61,155
241230,2014,74,169
241230,2015,78,182
241230,2016,37,137
241230,2017,31,147
241230,2018,59,145
241230,2019,45,148
241240,2012,10,49
241240,2013,8,49
241240,2014,12,59
241240,2015,15,57
241240,2016,8,38
241240,2017,6,59
241240,2018,10,59
241240,2019,7,51
241250,2012,172,386
241250,2013,117,272
241250,2014,160,321
241250,2015,147,358
241250,2016,124,354
241250,2017,169,432
241250,2018,124,401
241250,2019,75,304
241255,2012,44,87
241255,2013,59,112
241255,2014,35,105
241255,2015,37,88
241255,2016,37,70
241255,2017,20,55
241255,2018,20,59
241255,2019,50,136
241260,2012,75,192
241260,2013,75,217
241260,2014,81,232
241260,2015,57,197
241260,2016,44,220
241260,2017,38,203
241260,2018,55,208
241260,2019,50,207
241270,2012,38,81
241270,2013,33,68
241270,2014,31,68
241270,2015,35,91
241270,2016,14,66
241270,2017,18,77
241270,2018,24,70
241270,2019,29,76
241280,2012,37,88
241280,2013,35,84
241280,2014,32,85
241280,2015,26,82
241280,2016,29,96
241280,2017,20,70
241280,2018,30,83
241280,2019,26,76
241290,2012,57,103
241290,2013,66,133
241290,2014,70,140
241290,2015,57,124
241290,2016,34,121
241290,2017,35,117
241290,2018,42,103
241290,2019,41,114
241300,2012,23,66
241300,2013,16,59
241300,2014,17,75
241300,2015,18,69
241300,2016,8,54
241300,2017,13,63
241300,2018,18,73
241300,2019,11,65
241310,2012,35,76
241310,2013,35,71
241310,2014,33,84
241310,2015,28,74
241310,2016,18,89
241310,2017,27,81
241310,2018,29,85
241310,2019,32,89
241320,2012,37,81
241320,2013,29,64
241320,2014,23,60
241320,2015,35,69
241320,2016,27,66
241320,2017,26,67
241320,2018,25,68
241320,2019,27,83
241330,2012,28,75
241330,2013,48,97
241330,2014,42,82
241330,2015,32,77
241330,2016,27,76
241330,2017,34,87
241330,2018,41,78
241330,2019,35,93
241335,2012,43,194
241335,2013,60,213
241335,2014,61,214
241335,2015,44,189
241335,2016,43,166
241335,2017,47,166
241335,2018,59,201
241335,2019,67,211
241340,2012,37,88
241340,2013,31,90
241340,2014,29,85
241340,2015,29,75
241340,2016,25,79
241340,2017,23,82
241340,2018,17,60
241340,2019,22,79
241350,2012,52,108
241350,2013,47,107
241350,2014,38,103
241350,2015,40,95
241350,2016,30,78
241350,2017,34,86
241350,2018,36,94
241350,2019,15,73
241355,2012,13,38
241355,2013,16,42
241355,2014,14,62
241355,2015,21,47
241355,2016,16,43
241355,2017,14,44
241355,2018,5,43
241355,2019,18,62
241360,2012,25,78
241360,2013,20,57
241360,2014,41,90
241360,2015,26,82
241360,2016,31,86
241360,2017,29,87
241360,2018,20,79
241360,2019,16,66
241370,2012,27,71
241370,2013,25,65
241370,2014,23,61
241370,2015,14,55
241370,2016,11,56
241370,2017,11,51
241370,2018,23,67
241370,2019,17,58
241380,2012,25,47
241380,2013,14,30
241380,2014,12,27
241380,2015,19,30
241380,2016,6,27
241380,2017,10,37
241380,2018,13,36
241380,2019,7,35
241390,2012,93,149
241390,2013,87,179
241390,2014,69,173
241390,2015,69,165
241390,2016,78,159
241390,2017,65,132
241390,2018,60,153
241390,2019,55,129
241400,2012,100,228
241400,2013,100,228
241400,2014,97,238
241400,2015,84,236
241400,2016,50,217
241400,2017,59,209
241400,2018,77,218
241400,2019,57,170
241410,2012,51,157
241410,2013,54,152
241410,2014,61,164
241410,2015,46,150
241410,2016,41,124
241410,2017,35,132
241410,2018,41,129
241410,2019,37,147
241415,2012,33,114
241415,2013,20,90
241415,2014,32,87
241415,2015,15,88
241415,2016,4,93
241415,2017,17,104
241415,2018,27,92
241415,2019,10,76
241420,2012,70,187
241420,2013,80,183
241420,2014,76,225
241420,2015,80,220
241420,2016,107,248
241420,2017,95,234
241420,2018,122,276
241420,2019,70,223
241430,2012,10,21
241430,2013,12,30
241430,2014,8,33
241430,2015,2,19
241430,2016,4,19
241430,2017,3,23
241430,2018,1,20
241430,2019,3,15
241440,2012,218,405
241440,2013,236,490
241440,2014,216,504
241440,2015,178,470
241440,2016,171,418
241440,2017,184,479
241440,2018,181,499
241440,2019,190,466
241445,2012,17,47
241445,2013,20,65
241445,2014,17,52
241445,2015,21,53
241445,2016,19,48
241445,2017,17,53
241445,2018,25,60
241445,2019,15,44
241450,2012,58,123
241450,2013,40,112
241450,2014,37,122
241450,2015,42,108
241450,2016,19,94
241450,2017,30,108
241450,2018,36,114
241450,2019,26,95
241460,2012,72,196
241460,2013,57,194
241460,2014,62,185
241460,2015,58,192
241460,2016,52,157
241460,2017,42,144
241460,2018,40,160
241460,2019,50,183
241470,2012,33,64
241470,2013,31,62
241470,2014,12,49
241470,2015,26,66
241470,2016,33,65
241470,2017,15,57
241470,2018,27,78
241470,2019,27,77
241475,2012,26,53
241475,2013,26,51
241475,2014,29,65
241475,2015,21,53
241475,2016,14,47
241475,2017,26,44
241475,2018,20,66
241475,2019,14,49
241480,2012,84,153
241480,2013,74,165
241480,2014,64,166
241480,2015,68,165
241480,2016,75,165
241480,2017,57,169
241480,2018,62,170
241480,2019,54,165
241490,2012,9,22
241490,2013,9,29
241490,2014,11,31
241490,2015,4,28
241490,2016,6,26
241490,2017,4,15
241490,2018,5,18
241490,2019,2,11
241500,2012,23,39
241500,2013,21,57
241500,2014,22,45
241500,2015,24,47
241500,2016,26,48
241500,2017,18,62
241500,2018,16,45
241500,2019,11,40
250000,2012,2,6
250000,2018,2,2
250010,2012,52,106
250010,2013,19,88
250010,2014,28,96
250010,2015,34,111
250010,2016,34,136
250010,2017,28,108
250010,2018,39,136
250010,2019,29,122
250020,2012,23,51
250020,2013,11,54
250020,2014,21,66
250020,2015,25,70
250020,2016,24,66
250020,2017,17,59
250020,2018,14,54
250020,2019,11,45
250030,2012,252,410
250030,2013,210,405
250030,2014,186,364
250030,2015,150,367
250030,2016,155,337
250030,2017,153,357
250030,2018,179,437
250030,2019,156,417
250040,2012,171,281
250040,2013,191,329
250040,2014,182,336
250040,2015,151,339
250040,2016,146,329
250040,2017,154,331
250040,2018,100,321
250040,2019,92,316
250050,2012,118,223
250050,2013,115,230
250050,2014,117,240
250050,2015,103,244
250050,2016,55,240
250050,2017,92,236
250050,2018,64,219
250050,2019,55,215
250053,2012,48,85
250053,2013,33,88
250053,2014,48,114
250053,2015,37,110
250053,2016,55,131
250053,2017,50,139
250053,2018,27,105
250053,2019,18,89
250057,2012,21,39
250057,2013,21,39
250057,2014,19,38
250057,2015,19,51
250057,2016,23,58
250057,2017,20,51
250057,2018,14,47
250057,2019,17,61
250060,2012,223,404
250060,2013,176,381
250060,2014,178,428
250060,2015,156,412
250060,2016,158,408
250060,2017,142,430
250060,2018,129,415
250060,2019,110,367
250070,2012,104,181
250070,2013,68,187
250070,2014,67,202
250070,2015,72,175
250070,2016,67,192
250070,2017,50,187
250070,2018,59,225
250070,2019,49,177
250073,2012,20,44
250073,2013,13,35
250073,2014,18,39
250073,2015,12,44
250073,2016,12,38
250073,2017,9,34
250073,2018,10,36
250073,2019,7,37
250077,2012,57,100
250077,2013,45,101
250077,2014,48,118
250077,2015,54,127
250077,2016,42,95
250077,2017,10,72
250077,2018,10,108
250077,2019,13,83
250080,2012,129,231
250080,2013,93,200
250080,2014,95,228
250080,2015,98,204
250080,2016,48,211
250080,2017,80,202
250080,2018,82,231
250080,2019,45,200
250090,2012,97,158
250090,2013,101,151
250090,2014,60,132
250090,2015,68,165
250090,2016,59,112
250090,2017,37,107
250090,2018,38,126
250090,2019,32,127
250100,2012,116,242
250100,2013,120,265
250100,2014,121,240
250100,2015,77,194
250100,2016,65,188
250100,2017,87,213
250100,2018,97,271
250100,2019,56,257
250110,2012,194,355
250110,2013,203,362
250110,2014,177,365
250110,2015,174,383
250110,2016,131,355
250110,2017,151,358
250110,2018,109,339
250110,2019,110,371
250115,2012,9,25
250115,2013,13,33
250115,2014,7,21
250115,2015,6,27
250115,2016,4,31
250115,2017,7,37
250115,2018,10,37
250115,2019,8,39
250120,2012,58,112
250120,2013,49,97
250120,2014,57,123
250120,2015,49,108
250120,2016,52,106
250120,2017,41,106
250120,2018,39,96
250120,2019,32,102
250130,2012,165,276
250130,2013,162,288
250130,2014,186,344
250130,2015,141,271
250130,2016,145,282
250130,2017,153,317
250130,2018,128,321
250130,2019,82,260
250135,2012,29,66
250135,2013,28,67
250135,2014,29,67
250135,2015,28,78
250135,2016,29,60
250135,2017,29,65
250135,2018,27,87
250135,2019,25,63
250140,2012,75,171
250140,2013,45,146
250140,2014,50,161
250140,2015,52,168
250140,2016,47,138
250140,2017,46,171
250140,2018,51,163
250140,2019,40,182
250150,2012,131,285
250150,2013,111,283
250150,2014,140,308
250150,2015,116,270
250150,2016,119,290
250150,2017,106,287
250150,2018,132,319
250150,2019,66,263
250153,2012,30,72
250153,2013,27,65
250153,2014,23,68
250153,2015,14,53
250153,2016,16,47
250153,2017,21,64
250153,2018,16,61
250153,2019,12,68
250157,2012,43,109
250157,2013,46,105
250157,2014,49,98
250157,2015,42,95
250157,2016,47,114
250157,2017,39,100
250157,2018,35,121
250157,2019,34,102
250160,2012,90,175
250160,2013,86,170
250160,2014,56,145
250160,2015,54,148
250160,2016,61,138
250160,2017,57,139
250160,2018,43,136
250160,2019,38,129
250170,2012,39,76
250170,2013,43,86
250170,2014,31,69
250170,2015,42,91
250170,2016,31,66
250170,2017,29,83
250170,2018,27,97
250170,2019,30,135
250180,2012,452,1309
250180,2013,457,1395
250180,2014,388,1335
250180,2015,386,1394
250180,2016,276,1238
250180,2017,320,1359
250180,2018,369,1481
250180,2019,698,1333
250190,2012,137,225
250190,2013,119,240
250190,2014,104,237
250190,2015,111,235
250190,2016,53,208
250190,2017,59,192
250190,2018,71,223
250190,2019,62,225
250200,2012,42,83
250200,2013,54,104
250200,2014,40,88
250200,2015,32,100
250200,2016,32,87
250200,2017,22,70
250200,2018,21,70
250200,2019,16,73
250205,2012,33,53
250205,2013,21,47
250205,2014,20,62
250205,2015,18,57
250205,2016,22,55
250205,2017,13,48
250205,2018,26,56
250205,2019,15,43
250210,2012,24,59
250210,2013,7,50
250210,2014,14,72
250210,2015,24,71
250210,2016,18,86
250210,2017,16,91
250210,2018,22,96
250210,2019,22,102
250215,2012,43,112
250215,2013,30,85
250215,2014,40,107
250215,2015,33,90
250215,2016,25,89
250215,2017,31,100
250215,2018,19,112
250215,2019,20,101
250220,2012,20,33
250220,2013,13,38
250220,2014,15,35
250220,2015,11,37
250220,2016,15,41
250220,2017,16,40
250220,2018,12,35
250220,2019,10,48
