CODMUNRES,ano_nasc,Qtd_7a_serie,Qtd_Total
320330,2017,23,174
320330,2018,26,164
320330,2019,30,163
320332,2012,174,492
320332,2013,175,538
320332,2014,168,556
320332,2015,179,556
320332,2016,62,544
320332,2017,115,551
320332,2018,126,577
320332,2019,104,574
320334,2012,73,171
320334,2013,75,208
320334,2014,75,249
320334,2015,60,246
320334,2016,58,236
320334,2017,64,248
320334,2018,46,225
320334,2019,49,225
320335,2012,12,119
320335,2013,54,120
320335,2014,47,114
320335,2015,53,153
320335,2016,28,139
320335,2017,20,130
320335,2018,30,155
320335,2019,35,171
320340,2012,112,305
320340,2013,122,292
320340,2014,93,302
320340,2015,73,253
320340,2016,84,243
320340,2017,78,297
320340,2018,76,237
320340,2019,74,280
320350,2012,81,279
320350,2013,75,243
320350,2014,72,276
320350,2015,80,263
320350,2016,52,212
320350,2017,48,271
320350,2018,50,263
320350,2019,56,269
320360,2012,25,67
320360,2013,26,77
320360,2014,22,94
320360,2015,27,88
320360,2016,20,89
320360,2017,21,92
320360,2018,13,79
320360,2019,16,72
320370,2012,131,253
320370,2013,83,228
320370,2014,99,248
320370,2015,79,223
320370,2016,83,218
320370,2017,77,260
320370,2018,83,258
320370,2019,70,264
320380,2012,36,158
320380,2013,34,150
320380,2014,41,196
320380,2015,55,167
320380,2016,41,169
320380,2017,39,161
320380,2018,31,185
320380,2019,15,169
320390,2012,194,631
320390,2013,193,678
320390,2014,169,675
320390,2015,170,711
320390,2016,132,686
320390,2017,129,696
320390,2018,103,740
320390,2019,106,724
320400,2012,79,236
320400,2013,95,234
320400,2014,107,224
320400,2015,81,247
320400,2016,45,238
320400,2017,44,222
320400,2018,31,229
320400,2019,37,238
320405,2012,124,339
320405,2013,100,397
320405,2014,87,387
320405,2015,81,360
320405,2016,97,327
320405,2017,71,319
320405,2018,83,355
320405,2019,67,380
320410,2012,126,359
320410,2013,137,372
320410,2014,121,367
320410,2015,114,381
320410,2016,101,341
320410,2017,91,379
320410,2018,105,394
320410,2019,63,373
320420,2012,107,285
320420,2013,81,285
320420,2014,82,326
320420,2015,78,315
320420,2016,32,291
320420,2017,67,327
320420,2018,61,343
320420,2019,50,339
320425,2012,13,69
320425,2013,22,85
320425,2014,24,88
320425,2015,22,89
320425,2016,16,76
320425,2017,14,84
320425,2018,18,88
320425,2019,13,77
320430,2012,45,170
320430,2013,31,160
320430,2014,35,142
320430,2015,39,166
320430,2016,29,189
320430,2017,40,198
320430,2018,38,217
320430,2019,24,221
320435,2012,78,228
320435,2013,100,250
320435,2014,89,245
320435,2015,79,232
320435,2016,66,244
320435,2017,53,202
320435,2018,66,293
320435,2019,89,294
320440,2012,47,150
320440,2013,36,125
320440,2014,46,151
320440,2015,37,134
320440,2016,17,137
320440,2017,32,155
320440,2018,21,134
320440,2019,32,157
320450,2012,49,117
320450,2013,45,105
320450,2014,45,127
320450,2015,44,140
320450,2016,39,122
320450,2017,54,148
320450,2018,27,119
320450,2019,24,113
320455,2012,230,516
320455,2013,193,492
320455,2014,188,545
320455,2015,193,571
320455,2016,195,575
320455,2017,180,605
320455,2018,187,736
320455,2019,167,687
320460,2012,99,271
320460,2013,96,238
320460,2014,120,284
320460,2015,73,257
320460,2016,83,282
320460,2017,63,293
320460,2018,105,345
320460,2019,50,298
320465,2012,13,95
320465,2013,35,80
320465,2014,35,91
320465,2015,41,128
320465,2016,25,110
320465,2017,23,99
320465,2018,17,116
320465,2019,22,112
320470,2012,126,410
320470,2013,157,446
320470,2014,135,454
320470,2015,135,442
320470,2016,97,395
320470,2017,77,410
320470,2018,80,432
320470,2019,70,413
320480,2012,48,144
320480,2013,48,143
320480,2014,51,157
320480,2015,27,156
320480,2016,23,125
320480,2017,37,147
320480,2018,18,143
320480,2019,14,128
320490,2012,448,1748
320490,2013,401,1731
320490,2014,406,1836
320490,2015,414,1842
320490,2016,388,1783
320490,2017,334,2006
320490,2018,300,1882
320490,2019,294,1813
320495,2012,9,115
320495,2013,40,113
320495,2014,33,97
320495,2015,30,101
320495,2016,20,106
320495,2017,18,95
320495,2018,20,105
320495,2019,18,109
320500,2012,2034,7560
320500,2013,1862,7863
320500,2014,1757,8250
320500,2015,1559,8269
320500,2016,1465,7785
320500,2017,1239,7962
320500,2018,1012,8035
320500,2019,979,7666
320501,2012,172,428
320501,2013,168,458
320501,2014,155,456
320501,2015,178,514
320501,2016,129,457
320501,2017,109,474
320501,2018,92,441
320501,2019,103,444
320503,2012,74,233
320503,2013,68,259
320503,2014,83,265
320503,2015,69,255
320503,2016,64,246
320503,2017,64,266
320503,2018,57,272
320503,2019,39,278
320506,2012,90,275
320506,2013,63,260
320506,2014,76,335
320506,2015,73,288
320506,2016,67,300
320506,2017,66,319
320506,2018,56,323
320506,2019,85,360
320510,2012,270,984
320510,2013,257,1095
320510,2014,246,1128
320510,2015,268,1186
320510,2016,238,1107
320510,2017,222,1093
320510,2018,217,1212
320510,2019,170,1073
320515,2012,28,106
320515,2013,39,122
320515,2014,34,115
320515,2015,34,107
320515,2016,25,100
320515,2017,18,105
320515,2018,14,102
320515,2019,12,96
320517,2012,67,152
320517,2013,58,169
320517,2014,49,151
320517,2015,75,198
320517,2016,44,199
320517,2017,43,197
320517,2018,34,172
320517,2019,49,229
320520,2012,1496,6221
320520,2013,1163,6446
320520,2014,1028,6459
320520,2015,1052,6678
320520,2016,925,6172
320520,2017,983,6817
320520,2018,766,6672
320520,2019,794,6502
320530,2012,803,4503
320530,2013,712,4657
320530,2014,655,4805
320530,2015,711,4687
320530,2016,527,4369
320530,2017,677,4612
320530,2018,464,4644
320530,2019,360,4483
330000,2012,7,22
330000,2013,8,23
330000,2014,3,15
330000,2015,4,14
330000,2016,0,5
330000,2017,2,8
330000,2018,5,18
330000,2019,6,23
330010,2012,893,2698
330010,2013,831,2653
330010,2014,806,2838
330010,2015,809,2872
330010,2016,553,2628
330010,2017,603,2635
330010,2018,585,2612
330010,2019,510,2337
330015,2012,14,123
330015,2013,22,135
330015,2014,21,137
330015,2015,13,139
330015,2016,15,149
330015,2017,18,146
330015,2018,20,141
330015,2019,4,138
330020,2012,702,1619
330020,2013,647,1614
330020,2014,600,1673
330020,2015,567,1722
330020,2016,478,1529
330020,2017,444,1595
330020,2018,504,1723
330020,2019,257,1612
330022,2012,44,129
330022,2013,31,130
330022,2014,44,178
330022,2015,41,165
330022,2016,42,163
330022,2017,37,181
330022,2018,45,180
330022,2019,32,154
330023,2012,178,576
330023,2013,183,616
330023,2014,124,551
330023,2015,155,694
330023,2016,145,703
330023,2017,141,663
330023,2018,127,627
330023,2019,157,722
330025,2012,81,301
330025,2013,123,331
330025,2014,112,363
330025,2015,90,350
330025,2016,101,382
330025,2017,104,462
330025,2018,75,402
330025,2019,101,451
330030,2012,289,1060
330030,2013,272,1131
330030,2014,250,1144
330030,2015,260,1204
330030,2016,206,1130
330030,2017,182,1080
330030,2018,186,1072
330030,2019,189,1040
330040,2012,564,2410
330040,2013,492,2197
330040,2014,531,2405
330040,2015,426,2376
330040,2016,341,1998
330040,2017,325,2116
330040,2018,331,2202
330040,2019,269,2033
330045,2012,2451,7549
330045,2013,2218,7337
330045,2014,2004,7655
330045,2015,1838,7849
330045,2016,1632,7215
330045,2017,1429,7100
330045,2018,1331,6943
330045,2019,1199,6451
330050,2012,169,361
330050,2013,153,332
330050,2014,138,353
330050,2015,133,365
330050,2016,74,234
330050,2017,53,197
330050,2018,94,367
330050,2019,103,346
330060,2012,117,408
330060,2013,111,430
330060,2014,131,448
330060,2015,128,516
330060,2016,59,439
330060,2017,54,467
330060,2018,48,526
330060,2019,96,525
330070,2012,911,2890
330070,2013,1022,2794
330070,2014,1252,3278
330070,2015,1088,3095
330070,2016,725,2677
330070,2017,628,2781
330070,2018,613,2954
330070,2019,545,2651
330080,2012,286,761
330080,2013,288,770
330080,2014,245,808
330080,2015,290,885
330080,2016,214,771
330080,2017,251,808
330080,2018,192,780
330080,2019,149,712
330090,2012,60,159
330090,2013,46,141
330090,2014,32,143
330090,2015,35,158
330090,2016,23,134
330090,2017,24,151
330090,2018,24,150
330090,2019,19,157
330093,2012,40,155
330093,2013,57,160
330093,2014,49,190
330093,2015,42,186
330093,2016,35,151
330093,2017,31,165
330093,2018,25,166
330093,2019,19,141
330095,2012,46,132
330095,2013,34,115
330095,2014,34,115
330095,2015,40,117
330095,2016,29,132
330095,2017,26,116
330095,2018,28,135
330095,2019,21,113
330100,2012,1230,6612
330100,2013,1062,7424
330100,2014,1921,7891
330100,2015,2801,8229
330100,2016,1876,7516
330100,2017,1753,7498
330100,2018,1740,7449
330100,2019,1533,7166
330110,2012,99,263
330110,2013,48,216
330110,2014,67,243
330110,2015,59,280
330110,2016,54,213
330110,2017,42,205
330110,2018,42,218
330110,2019,34,209
330115,2012,23,114
330115,2013,31,133
330115,2014,29,136
330115,2015,39,149
330115,2016,40,150
330115,2017,21,125
330115,2018,36,129
330115,2019,21,123
330120,2012,82,243
330120,2013,66,216
330120,2014,58,214
330120,2015,54,229
330120,2016,44,207
330120,2017,41,221
330120,2018,53,215
330120,2019,53,206
330130,2012,140,467
330130,2013,151,501
330130,2014,125,530
330130,2015,137,616
330130,2016,104,597
330130,2017,137,679
330130,2018,111,604
330130,2019,96,584
330140,2012,66,237
330140,2013,63,274
330140,2014,67,283
330140,2015,68,286
330140,2016,49,250
330140,2017,41,272
330140,2018,44,285
330140,2019,38,250
330150,2012,39,255
330150,2013,21,231
330150,2014,37,235
330150,2015,67,243
330150,2016,63,267
330150,2017,47,277
330150,2018,36,251
330150,2019,21,236
330160,2012,47,133
330160,2013,40,147
330160,2014,54,136
330160,2015,43,145
330160,2016,43,139
330160,2017,46,128
330160,2018,36,144
330160,2019,42,139
330170,2012,4058,13258
330170,2013,3730,13038
330170,2014,3672,13805
330170,2015,3548,14344
330170,2016,3093,13583
330170,2017,2830,13593
330170,2018,2594,13115
330170,2019,2439,12257
330180,2012,28,109
330180,2013,29,127
330180,2014,32,131
330180,2015,29,143
330180,2016,25,121
330180,2017,27,121
330180,2018,41,160
330180,2019,33,142
330185,2012,267,707
330185,2013,278,751
330185,2014,241,764
330185,2015,217,733
330185,2016,182,725
330185,2017,150,740
330185,2018,128,745
330185,2019,164,690
330187,2012,87,305
330187,2013,72,298
330187,2014,65,306
330187,2015,83,320
330187,2016,84,342
330187,2017,71,361
330187,2018,94,393
330187,2019,43,365
330190,2012,1084,3435
330190,2013,973,3311
330190,2014,939,3616
330190,2015,828,3449
330190,2016,745,3047
330190,2017,684,3139
330190,2018,653,3042
330190,2019,535,2850
330200,2012,539,1879
330200,2013,523,1908
330200,2014,479,1815
330200,2015,461,1917
330200,2016,468,1930
330200,2017,390,1892
330200,2018,363,1762
330200,2019,351,1742
330205,2012,48,153
330205,2013,35,130
330205,2014,53,174
330205,2015,40,177
330205,2016,33,152
330205,2017,37,156
330205,2018,34,167
330205,2019,31,172
330210,2012,58,245
330210,2013,58,255
330210,2014,85,289
330210,2015,92,313
330210,2016,59,269
330210,2017,62,277
330210,2018,77,299
330210,2019,62,279
330220,2012,313,1227
330220,2013,288,1158
330220,2014,261,1234
330220,2015,274,1194
330220,2016,255,1124
330220,2017,190,1177
330220,2018,151,1220
330220,2019,156,1242
330225,2012,97,408
330225,2013,98,399
330225,2014,113,430
330225,2015,81,423
330225,2016,52,367
330225,2017,60,433
330225,2018,60,409
330225,2019,66,385
330227,2012,578,1494
330227,2013,557,1517
330227,2014,500,1616
330227,2015,442,1646
330227,2016,365,1482
330227,2017,364,1419
330227,2018,291,1327
330227,2019,287,1275
330230,2012,31,94
330230,2013,34,101
330230,2014,27,85
330230,2015,36,96
330230,2016,23,89
330230,2017,12,60
330230,2018,17,96
330230,2019,19,70
330240,2012,957,3775
330240,2013,985,4038
330240,2014,939,4174
330240,2015,854,4246
330240,2016,739,3746
330240,2017,710,3928
330240,2018,437,3902
330240,2019,400,3684
330245,2012,11,100
330245,2013,11,108
330245,2014,22,89
330245,2015,17,123
330245,2016,13,106
330245,2017,17,113
330245,2018,13,101
330245,2019,12,113
330250,2012,1263,3554
330250,2013,922,3373
330250,2014,997,3569
330250,2015,855,3644
330250,2016,764,3503
330250,2017,798,3698
330250,2018,714,3727
330250,2019,681,3495
330260,2012,168,518
330260,2013,167,520
330260,2014,160,527
330260,2015,161,529
330260,2016,111,503
330260,2017,130,555
330260,2018,106,470
330260,2019,110,533
330270,2012,379,1604
330270,2013,430,1622
330270,2014,390,1823
330270,2015,405,1884
330270,2016,401,1764
330270,2017,372,1878
330270,2018,380,1971
330270,2019,296,2026
330280,2012,56,188
330280,2013,60,194
330280,2014,54,237
330280,2015,59,220
330280,2016,54,199
330280,2017,60,202
330280,2018,65,226
330280,2019,59,197
330285,2012,688,2468
330285,2013,696,2611
330285,2014,553,2620
330285,2015,503,2639
330285,2016,483,2402
330285,2017,375,2402
330285,2018,358,2324
330285,2019,388,2274
330290,2012,79,261
330290,2013,54,253
330290,2014,61,279
330290,2015,69,301
330290,2016,53,279
330290,2017,57,321
330290,2018,75,376
330290,2019,58,345
330300,2012,126,375
330300,2013,81,328
330300,2014,79,321
330300,2015,88,354
330300,2016,95,366
330300,2017,88,354
330300,2018,70,379
330300,2019,53,387
330310,2012,53,183
330310,2013,50,191
330310,2014,42,190
330310,2015,30,170
330310,2016,20,186
330310,2017,24,179
330310,2018,20,166
330310,2019,33,173
330320,2012,430,2074
330320,2013,404,2024
330320,2014,327,2109
330320,2015,326,2122
330320,2016,310,1974
330320,2017,245,1834
330320,2018,196,1806
330320,2019,215,1725
330330,2012,976,5906
330330,2013,997,6103
330330,2014,961,6468
330330,2015,941,6456
330330,2016,917,5903
330330,2017,845,6336
330330,2018,780,6139
330330,2019,717,6011
330340,2012,688,2216
330340,2013,646,2166
330340,2014,577,2123
330340,2015,565,2217
330340,2016,490,2157
330340,2017,451,2124
330340,2018,524,2328
330340,2019,474,2157
330350,2012,3417,11633
330350,2013,3099,11503
330350,2014,2825,12141
330350,2015,2678,12550
330350,2016,2342,11842
330350,2017,2227,12498
330350,2018,2193,12183
330350,2019,1820,11490
330360,2012,59,551
330360,2013,75,479
330360,2014,103,512
330360,2015,97,558
330360,2016,92,566
330360,2017,79,531
330360,2018,90,462
330360,2019,79,485
330370,2012,158,537
330370,2013,131,535
330370,2014,137,567
330370,2015,128,554
330370,2016,116,541
330370,2017,115,558
330370,2018,111,524
330370,2019,92,531
330380,2012,264,560
330380,2013,254,568
330380,2014,271,616
330380,2015,262,656
330380,2016,205,588
330380,2017,236,624
330380,2018,158,683
330380,2019,138,648
330385,2012,146,374
330385,2013,141,368
330385,2014,138,390
330385,2015,124,389
330385,2016,98,351
330385,2017,97,408
330385,2018,98,402
330385,2019,97,383
330390,2012,1186,3738
330390,2013,1025,3783
330390,2014,992,3972
330390,2015,917,3958
330390,2016,814,3850
330390,2017,795,3918
330390,2018,792,3976
330390,2019,659,3832
330395,2012,81,340
330395,2013,80,294
330395,2014,86,344
330395,2015,44,292
330395,2016,53,328
330395,2017,48,324
330395,2018,49,313
330395,2019,57,335
330400,2012,102,363
330400,2013,99,368
330400,2014,66,377
330400,2015,63,344
330400,2016,68,380
330400,2017,47,392
330400,2018,56,366
330400,2019,33,377
330410,2012,72,220
330410,2013,75,218
330410,2014,59,206
330410,2015,51,214
330410,2016,44,188
330410,2017,39,214
330410,2018,33,191
330410,2019,40,245
330411,2012,102,314
330411,2013,85,297
330411,2014,96,351
330411,2015,65,308
330411,2016,66,285
330411,2017,75,266
330411,2018,49,300
330411,2019,42,248
330412,2012,60,166
330412,2013,55,199
330412,2014,56,193
330412,2015,43,188
330412,2016,27,139
330412,2017,39,170
330412,2018,25,173
330412,2019,25,164
330414,2012,913,2434
330414,2013,746,2375
330414,2014,640,2456
330414,2015,614,2406
330414,2016,471,2278
330414,2017,478,2412
330414,2018,453,2272
330414,2019,382,2088
330415,2012,122,303
330415,2013,116,314
330415,2014,100,341
330415,2015,114,410
330415,2016,87,323
330415,2017,87,318
330415,2018,48,302
330415,2019,49,309
330420,2012,394,1708
330420,2013,355,1733
330420,2014,317,1803
330420,2015,283,1812
330420,2016,211,1732
330420,2017,218,1759
330420,2018,198,1745
330420,2019,146,1659
330430,2012,254,746
330430,2013,246,772
330430,2014,218,831
330430,2015,174,782
330430,2016,159,739
330430,2017,204,719
330430,2018,238,759
330430,2019,178,755
330440,2012,89,199
330440,2013,73,201
330440,2014,64,231
330440,2015,57,213
330440,2016,64,202
330440,2017,39,188
330440,2018,52,208
330440,2019,61,218
330450,2012,27,115
330450,2013,31,126
330450,2014,33,115
330450,2015,24,108
330450,2016,20,94
330450,2017,17,101
330450,2018,22,112
330450,2019,25,101
330452,2012,603,2075
330452,2013,617,2240
330452,2014,551,2360
330452,2015,503,2388
330452,2016,241,2191
330452,2017,277,2044
330452,2018,195,2140
330452,2019,220,2044
330455,2012,19736,86549
330455,2013,18831,87661
330455,2014,15978,89991
330455,2015,16904,90694
330455,2016,14704,83166
330455,2017,13985,84521
330455,2018,13090,82554
330455,2019,11794,76803
330460,2012,31,87
330460,2013,41,111
330460,2014,45,124
330460,2015,31,80
330460,2016,23,91
330460,2017,18,99
330460,2018,11,94
330460,2019,23,109
330470,2012,94,471
330470,2013,74,482
330470,2014,81,415
330470,2015,63,456
330470,2016,47,461
330470,2017,74,508
330470,2018,68,545
330470,2019,67,460
330475,2012,136,457
330475,2013,107,488
330475,2014,169,563
330475,2015,217,557
330475,2016,156,543
330475,2017,203,634
330475,2018,176,579
330475,2019,202,635
330480,2012,120,438
330480,2013,113,442
330480,2014,109,436
330480,2015,142,460
330480,2016,128,408
330480,2017,117,389
330480,2018,107,432
330480,2019,111,422
330490,2012,2481,11811
330490,2013,2393,11463
330490,2014,2297,12407
330490,2015,2240,12388
330490,2016,2051,11386
330490,2017,1910,11290
330490,2018,1814,10969
330490,2019,1690,10432
330500,2012,117,397
330500,2013,128,481
330500,2014,208,579
330500,2015,207,567
330500,2016,144,503
330500,2017,144,514
330500,2018,135,624
330500,2019,88,536
330510,2012,1941,7043
330510,2013,1765,6788
330510,2014,1610,7007
330510,2015,1429,7009
330510,2016,1269,6211
330510,2017,1082,6545
330510,2018,1098,6253
330510,2019,1017,5793
330513,2012,41,104
330513,2013,43,114
330513,2014,20,109
330513,2015,28,115
330513,2016,20,88
330513,2017,26,106
330513,2018,20,139
330513,2019,14,101
330515,2012,95,275
330515,2013,91,248
330515,2014,91,253
330515,2015,80,238
330515,2016,69,265
330515,2017,67,274
330515,2018,60,252
330515,2019,63,305
330520,2012,308,1161
330520,2013,318,1168
330520,2014,298,1219
330520,2015,295,1327
330520,2016,293,1459
330520,2017,267,1650
330520,2018,320,1674
330520,2019,384,1832
330530,2012,50,126
330530,2013,30,93
330530,2014,25,101
330530,2015,37,111
330530,2016,33,101
330530,2017,20,95
330530,2018,23,106
330530,2019,15,99
330540,2012,87,216
330540,2013,64,185
330540,2014,75,181
330540,2015,57,191
330540,2016,55,192
330540,2017,51,192
330540,2018,56,213
330540,2019,41,187
330550,2012,330,989
330550,2013,267,915
330550,2014,354,1006
330550,2015,385,1233
330550,2016,346,1258
330550,2017,302,1207
330550,2018,300,1259
330550,2019,207,1252
330555,2012,222,1006
330555,2013,236,1026
330555,2014,286,1145
330555,2015,250,1149
330555,2016,242,1122
330555,2017,210,1066
330555,2018,246,1179
330555,2019,205,1135
330560,2012,124,290
330560,2013,111,297
330560,2014,102,314
330560,2015,84,299
330560,2016,70,272
330560,2017,85,286
330560,2018,94,307
330560,2019,77,271
330570,2012,119,217
330570,2013,85,196
330570,2014,108,212
330570,2015,112,216
330570,2016,90,195
330570,2017,91,228
330570,2018,96,226
330570,2019,94,247
330575,2012,169,419
330575,2013,182,495
330575,2014,156,477
330575,2015,167,504
330575,2016,145,455
330575,2017,153,461
330575,2018,164,478
330575,2019,162,448
330580,2012,747,2236
330580,2013,736,2357
330580,2014,705,2291
330580,2015,618,2359
330580,2016,573,2198
330580,2017,551,2300
330580,2018,399,2281
330580,2019,448,2168
330590,2012,28,80
330590,2013,27,87
330590,2014,33,114
330590,2015,19,123
330590,2016,17,106
330590,2017,10,114
330590,2018,10,120
330590,2019,7,107
330600,2012,371,1142
330600,2013,246,1095
330600,2014,323,1235
330600,2015,297,1221
330600,2016,244,1108
330600,2017,296,1194
330600,2018,249,1188
330600,2019,206,1051
330610,2012,226,847
330610,2013,219,878
330610,2014,213,873
330610,2015,178,894
330610,2016,158,793
330610,2017,173,822
330610,2018,203,896
330610,2019,163,836
330615,2012,65,153
330615,2013,75,171
330615,2014,26,127
330615,2015,41,143
330615,2016,51,165
330615,2017,37,156
330615,2018,12,167
330615,2019,31,152
330620,2012,168,441
330620,2013,174,452
330620,2014,212,573
330620,2015,146,513
330620,2016,135,504
330620,2017,151,489
330620,2018,179,534
330620,2019,174,492
330630,2012,688,3315
330630,2013,614,3390
330630,2014,550,3270
330630,2015,590,3439
330630,2016,543,3364
330630,2017,454,3272
330630,2018,488,3376
330630,2019,578,3096
350000,2012,5,12
350000,2013,1,15
350000,2014,1,15
350000,2015,2,9
350000,2016,3,16
350000,2017,1,5
350000,2018,1,4
350000,2019,0,8
350010,2012,32,358
350010,2013,19,353
350010,2014,13,381
350010,2015,19,357
350010,2016,6,370
350010,2017,6,344
350010,2018,12,366
350010,2019,7,393
350020,2012,13,47
350020,2013,9,43
350020,2014,9,56
350020,2015,6,52
350020,2016,4,45
350020,2017,6,38
350020,2018,4,46
350020,2019,5,41
350030,2012,152,467
350030,2013,96,414
350030,2014,41,393
350030,2015,42,413
350030,2016,42,390
350030,2017,44,436
350030,2018,66,451
350030,2019,64,420
350040,2012,12,67
350040,2013,12,69
350040,2014,5,90
350040,2015,4,81
350040,2016,4,85
350040,2017,7,79
350040,2018,12,85
350040,2019,3,52
350050,2012,61,255
350050,2013,50,237
350050,2014,44,222
350050,2015,34,217
350050,2016,31,217
350050,2017,36,239
350050,2018,24,198
350050,2019,27,258
350055,2012,35,85
350055,2013,12,65
350055,2014,12,76
350055,2015,9,86
350055,2016,9,86
350055,2017,11,71
350055,2018,7,65
350055,2019,7,68
350060,2012,0,18
350060,2013,3,33
350060,2014,4,26
350060,2015,0,26
350060,2016,0,29
350060,2017,4,37
350060,2018,1,26
350060,2019,1,19
350070,2012,84,493
350070,2013,40,540
350070,2014,42,515
350070,2015,45,488
350070,2016,39,512
350070,2017,21,577
350070,2018,30,543
350070,2019,15,530
350075,2012,12,58
350075,2013,17,68
350075,2014,7,58
350075,2015,13,63
350075,2016,15,80
350075,2017,14,70
350075,2018,8,69
350075,2019,6,80
350080,2012,7,47
350080,2013,7,46
350080,2014,5,41
350080,2015,4,46
350080,2016,6,42
350080,2017,5,48
350080,2018,2,60
350080,2019,2,44
350090,2012,18,46
350090,2013,12,44
350090,2014,12,46
350090,2015,3,41
350090,2016,9,53
350090,2017,7,49
350090,2018,7,40
350090,2019,8,45
350100,2012,41,164
350100,2013,65,194
350100,2014,48,181
350100,2015,49,198
350100,2016,43,180
350100,2017,39,183
350100,2018,44,187
350100,2019,31,197
350110,2012,14,44
350110,2013,15,47
350110,2014,12,53
350110,2015,8,30
350110,2016,6,38
350110,2017,10,49
350110,2018,7,33
350110,2019,2,34
350115,2012,29,236
350115,2013,41,262
350115,2014,36,236
350115,2015,37,229
350115,2016,26,266
350115,2017,30,246
350115,2018,19,211
350115,2019,33,243
350120,2012,6,41
350120,2013,4,33
350120,2014,4,38
350120,2015,3,29
350120,2016,0,37
350120,2017,2,30
350120,2018,0,28
350120,2019,0,32
350130,2012,137,444
350130,2013,88,400
350130,2014,49,333
350130,2015,31,359
350130,2016,30,339
350130,2017,28,331
350130,2018,13,334
350130,2019,20,326
350140,2012,12,50
350140,2013,13,49
350140,2014,2,43
350140,2015,13,57
350140,2016,10,46
350140,2017,11,40
350140,2018,6,42
350140,2019,3,52
350150,2012,11,37
350150,2013,8,47
350150,2014,11,46
350150,2015,9,45
350150,2016,4,42
350150,2017,3,42
350150,2018,4,53
350150,2019,4,44
350160,2012,445,2762
350160,2013,389,2657
350160,2014,399,2687
350160,2015,345,2868
350160,2016,245,2495
350160,2017,202,2678
350160,2018,162,2680
350160,2019,160,2642
350170,2012,83,566
350170,2013,99,541
350170,2014,67,559
350170,2015,49,537
350170,2016,36,463
350170,2017,53,500
350170,2018,40,447
350170,2019,23,459
350180,2012,15,69
350180,2013,15,51
350180,2014,9,69
350180,2015,8,58
350180,2016,1,39
350180,2017,3,47
350180,2018,2,62
350180,2019,7,58
350190,2012,86,806
350190,2013,92,850
350190,2014,78,874
350190,2015,83,909
350190,2016,74,815
350190,2017,70,885
350190,2018,58,854
350190,2019,62,834
350200,2012,14,44
350200,2013,15,35
350200,2014,15,50
350200,2015,16,52
350200,2016,24,55
350200,2017,6,47
350200,2018,6,47
350200,2019,0,39
350210,2012,146,728
350210,2013,167,716
350210,2014,121,727
350210,2015,117,753
350210,2016,28,690
350210,2017,35,674
350210,2018,29,739
350210,2019,46,667
350220,2012,117,306
350220,2013,110,306
350220,2014,77,333
350220,2015,76,341
350220,2016,68,349
350220,2017,49,317
350220,2018,53,337
350220,2019,37,307
350230,2012,24,93
350230,2013,15,81
350230,2014,15,90
350230,2015,6,71
350230,2016,16,82
350230,2017,10,76
350230,2018,10,92
350230,2019,12,82
350240,2012,12,60
350240,2013,10,50
350240,2014,5,38
350240,2015,9,48
350240,2016,12,60
350240,2017,8,57
350240,2018,5,55
350240,2019,3,51
350250,2012,71,481
350250,2013,103,510
350250,2014,19,520
350250,2015,19,475
350250,2016,53,505
350250,2017,50,480
350250,2018,21,418
350250,2019,21,417
350260,2012,9,36
350260,2013,7,46
350260,2014,6,38
350260,2015,10,51
350260,2016,4,47
350260,2017,3,43
350260,2018,4,48
350260,2019,1,40
350270,2012,101,378
350270,2013,65,352
350270,2014,85,386
350270,2015,72,393
350270,2016,56,342
350270,2017,46,360
350270,2018,58,345
350270,2019,38,333
350275,2012,60,282
350275,2013,74,301
350275,2014,75,324
350275,2015,58,305
350275,2016,78,303
350275,2017,54,333
350275,2018,64,372
350275,2019,54,385
350280,2012,273,2303
350280,2013,240,2288
350280,2014,253,2496
350280,2015,227,2471
350280,2016,199,2241
350280,2017,203,2451
350280,2018,154,2426
350280,2019,128,2394
350290,2012,63,374
350290,2013,76,406
350290,2014,75,361
350290,2015,67,454
350290,2016,53,442
350290,2017,38,415
350290,2018,33,360
350290,2019,35,371
350300,2012,3,47
350300,2013,1,56
350300,2014,8,77
350300,2015,14,69
350300,2016,2,58
350300,2017,16,83
350300,2018,9,72
350300,2019,5,64
350310,2012,21,73
350310,2013,23,72
350310,2014,21,73
350310,2015,16,75
350310,2016,17,72
350310,2017,14,97
350310,2018,14,84
350310,2019,14,90
350315,2012,9,24
350315,2013,5,17
350315,2014,2,20
350315,2015,0,14
350315,2016,1,16
350315,2017,2,14
350315,2018,1,16
350315,2019,1,12
350320,2012,293,2740
350320,2013,284,2702
350320,2014,248,2926
350320,2015,240,2956
350320,2016,211,2743
350320,2017,174,2773
350320,2018,161,2803
350320,2019,133,2598
350330,2012,279,1558
350330,2013,261,1507
350330,2014,249,1626
350330,2015,179,1603
350330,2016,160,1517
350330,2017,134,1486
350330,2018,130,1579
350330,2019,138,1554
350335,2012,4,30
350335,2013,4,19
350335,2014,4,29
350335,2015,7,30
350335,2016,2,21
350335,2017,2,16
350335,2018,2,19
350335,2019,2,19
350340,2012,23,69
350340,2013,22,69
350340,2014,16,82
350340,2015,17,78
350340,2016,18,95
350340,2017,12,67
350340,2018,14,64
350340,2019,16,77
350350,2012,12,51
350350,2013,12,40
350350,2014,5,35
350350,2015,0,50
350350,2016,3,43
350350,2017,6,47
350350,2018,3,46
350350,2019,2,39
