CODMUNRES,ano_nasc,Qtd_Gravidez,Qtd_Total
430470,2014,19,871
430470,2015,28,921
430470,2016,16,829
430470,2017,23,807
430470,2018,14,790
430470,2019,23,830
430471,2012,0,40
430471,2013,4,66
430471,2014,2,72
430471,2015,2,47
430471,2016,2,44
430471,2017,0,54
430471,2018,3,52
430471,2019,0,63
430480,2012,6,254
430480,2013,2,268
430480,2014,2,319
430480,2015,11,356
430480,2016,9,342
430480,2017,10,301
430480,2018,7,381
430480,2019,10,373
430485,2012,0,10
430485,2013,0,9
430485,2014,0,8
430485,2015,0,10
430485,2016,0,10
430485,2017,0,14
430485,2018,0,11
430485,2019,0,12
430490,2012,3,76
430490,2013,8,73
430490,2014,0,93
430490,2015,2,77
430490,2016,2,92
430490,2017,6,117
430490,2018,4,90
430490,2019,2,93
430495,2012,0,19
430495,2013,2,38
430495,2014,0,36
430495,2015,0,26
430495,2016,0,15
430495,2017,0,37
430495,2018,2,42
430495,2019,0,27
430500,2012,0,97
430500,2013,0,112
430500,2014,2,91
430500,2015,0,83
430500,2016,0,86
430500,2017,4,84
430500,2018,2,90
430500,2019,2,80
430510,2012,205,6181
430510,2013,142,6392
430510,2014,138,6421
430510,2015,196,6498
430510,2016,151,6076
430510,2017,178,5839
430510,2018,148,5823
430510,2019,128,5680
430511,2012,0,13
430511,2013,0,30
430511,2014,2,33
430511,2015,0,20
430511,2016,0,15
430511,2017,0,24
430511,2018,0,23
430511,2019,2,25
430512,2012,2,52
430512,2013,0,55
430512,2014,0,61
430512,2015,0,53
430512,2016,0,39
430512,2017,0,50
430512,2018,0,38
430512,2019,2,42
430513,2012,0,36
430513,2013,2,27
430513,2014,2,39
430513,2015,2,38
430513,2016,0,23
430513,2017,0,43
430513,2018,0,18
430513,2019,2,22
430515,2012,0,28
430515,2013,0,28
430515,2014,0,30
430515,2015,0,28
430515,2016,1,23
430515,2017,0,33
430515,2018,0,31
430515,2019,0,29
430517,2012,4,119
430517,2013,2,138
430517,2014,2,119
430517,2015,1,104
430517,2016,0,128
430517,2017,2,127
430517,2018,6,130
430517,2019,2,119
430520,2012,2,115
430520,2013,4,130
430520,2014,0,150
430520,2015,4,140
430520,2016,6,141
430520,2017,4,150
430520,2018,2,166
430520,2019,4,114
430530,2012,2,80
430530,2013,0,61
430530,2014,2,69
430530,2015,0,73
430530,2016,1,77
430530,2017,0,68
430530,2018,0,98
430530,2019,4,92
430535,2012,8,348
430535,2013,18,396
430535,2014,12,432
430535,2015,7,392
430535,2016,8,379
430535,2017,8,367
430535,2018,12,362
430535,2019,11,346
430537,2012,0,45
430537,2013,0,40
430537,2014,0,33
430537,2015,0,29
430537,2016,0,15
430537,2017,2,29
430537,2018,2,28
430537,2019,0,32
430540,2012,0,53
430540,2013,2,66
430540,2014,2,46
430540,2015,0,56
430540,2016,0,48
430540,2017,0,59
430540,2018,0,47
430540,2019,4,42
430543,2012,0,41
430543,2013,2,42
430543,2014,4,58
430543,2015,0,44
430543,2016,0,38
430543,2017,0,42
430543,2018,0,48
430543,2019,2,40
430544,2012,2,59
430544,2013,1,62
430544,2014,2,67
430544,2015,0,54
430544,2016,0,50
430544,2017,2,49
430544,2018,0,51
430544,2019,1,61
430545,2012,4,169
430545,2013,6,164
430545,2014,2,174
430545,2015,4,185
430545,2016,3,176
430545,2017,8,201
430545,2018,7,195
430545,2019,0,202
430550,2012,2,42
430550,2013,0,37
430550,2014,0,47
430550,2015,2,34
430550,2016,0,39
430550,2017,2,45
430550,2018,0,34
430550,2019,0,38
430558,2012,0,26
430558,2013,0,15
430558,2014,0,22
430558,2015,0,23
430558,2016,0,26
430558,2017,0,30
430558,2018,0,22
430558,2019,0,19
430560,2012,0,37
430560,2013,0,29
430560,2014,0,24
430560,2015,2,25
430560,2016,0,24
430560,2017,0,31
430560,2018,2,29
430560,2019,0,32
430570,2012,0,35
430570,2013,0,29
430570,2014,0,37
430570,2015,0,23
430570,2016,4,83
430570,2017,4,82
430570,2018,2,78
430570,2019,4,79
430580,2012,2,119
430580,2013,2,120
430580,2014,6,115
430580,2015,0,124
430580,2016,2,113
430580,2017,2,125
430580,2018,2,126
430580,2019,6,154
430583,2012,0,14
430583,2013,2,6
430583,2014,0,9
430583,2015,0,3
430583,2016,0,7
430583,2017,2,7
430583,2018,0,14
430583,2019,0,9
430585,2012,0,26
430585,2013,0,21
430585,2014,0,15
430585,2015,0,23
430585,2016,2,21
430585,2017,0,27
430585,2018,0,22
430585,2019,2,19
430587,2012,0,29
430587,2013,0,33
430587,2014,2,26
430587,2015,3,27
430587,2016,0,27
430587,2017,2,37
430587,2018,0,25
430587,2019,0,31
430590,2012,2,100
430590,2013,4,114
430590,2014,4,94
430590,2015,5,89
430590,2016,0,90
430590,2017,2,90
430590,2018,0,105
430590,2019,2,83
430593,2012,0,8
430593,2013,0,3
430593,2014,0,8
430593,2015,0,8
430593,2016,0,5
430593,2017,0,12
430593,2018,0,12
430593,2019,0,9
430595,2012,0,24
430595,2013,2,24
430595,2014,0,17
430595,2015,2,35
430595,2016,0,28
430595,2017,0,28
430595,2018,2,36
430595,2019,2,35
430597,2012,2,41
430597,2013,0,37
430597,2014,0,32
430597,2015,4,55
430597,2016,2,46
430597,2017,2,45
430597,2018,2,40
430597,2019,0,43
430600,2012,0,138
430600,2013,0,118
430600,2014,6,156
430600,2015,5,125
430600,2016,6,145
430600,2017,4,133
430600,2018,2,139
430600,2019,6,139
430605,2012,2,84
430605,2013,0,89
430605,2014,2,95
430605,2015,4,113
430605,2016,2,91
430605,2017,0,82
430605,2018,4,98
430605,2019,0,85
430607,2012,0,33
430607,2013,0,27
430607,2014,0,28
430607,2015,2,30
430607,2016,0,24
430607,2017,0,30
430607,2018,0,42
430607,2019,0,30
430610,2012,12,917
430610,2013,18,872
430610,2014,21,907
430610,2015,8,909
430610,2016,21,851
430610,2017,32,862
430610,2018,17,851
430610,2019,20,801
430613,2012,0,19
430613,2013,0,16
430613,2014,0,16
430613,2015,0,21
430613,2016,0,13
430613,2017,0,11
430613,2018,4,15
430613,2019,0,13
430620,2012,1,96
430620,2013,0,111
430620,2014,2,103
430620,2015,3,116
430620,2016,2,143
430620,2017,5,106
430620,2018,0,126
430620,2019,2,115
430630,2012,2,54
430630,2013,0,36
430630,2014,0,37
430630,2015,2,31
430630,2016,2,50
430630,2017,0,37
430630,2018,4,43
430630,2019,2,32
430632,2012,2,34
430632,2013,2,29
430632,2014,0,19
430632,2015,0,39
430632,2016,0,26
430632,2017,0,37
430632,2018,0,32
430632,2019,0,26
430635,2012,0,23
430635,2013,0,24
430635,2014,0,22
430635,2015,0,20
430635,2016,2,23
430635,2017,2,27
430635,2018,0,19
430635,2019,0,19
430637,2012,0,27
430637,2013,0,24
430637,2014,2,34
430637,2015,0,28
430637,2016,0,27
430637,2017,2,24
430637,2018,0,25
430637,2019,0,20
430640,2012,2,366
430640,2013,14,353
430640,2014,10,363
430640,2015,14,403
430640,2016,10,405
430640,2017,2,396
430640,2018,14,404
430640,2019,9,359
430642,2012,0,35
430642,2013,0,32
430642,2014,0,27
430642,2015,0,22
430642,2016,0,28
430642,2017,0,34
430642,2018,0,30
430642,2019,4,23
430645,2012,0,29
430645,2013,0,22
430645,2014,2,26
430645,2015,2,25
430645,2016,0,28
430645,2017,0,23
430645,2018,2,31
430645,2019,0,31
430650,2012,3,151
430650,2013,2,161
430650,2014,0,163
430650,2015,2,172
430650,2016,4,138
430650,2017,3,150
430650,2018,2,149
430650,2019,2,157
430655,2012,0,15
430655,2013,0,10
430655,2014,0,19
430655,2015,0,25
430655,2016,0,21
430655,2017,0,21
430655,2018,0,26
430655,2019,2,31
430660,2012,8,481
430660,2013,18,433
430660,2014,4,466
430660,2015,4,436
430660,2016,12,443
430660,2017,8,415
430660,2018,11,451
430660,2019,9,414
430670,2012,0,17
430670,2013,0,30
430670,2014,2,33
430670,2015,1,32
430670,2016,4,38
430670,2017,0,25
430670,2018,0,37
430670,2019,0,38
430673,2012,0,34
430673,2013,2,38
430673,2014,2,42
430673,2015,0,42
430673,2016,0,39
430673,2017,2,49
430673,2018,0,35
430673,2019,0,37
430675,2012,0,11
430675,2013,0,11
430675,2014,0,15
430675,2015,0,23
430675,2016,0,14
430675,2017,0,20
430675,2018,5,16
430675,2019,0,13
430676,2012,10,550
430676,2013,10,572
430676,2014,16,593
430676,2015,15,558
430676,2016,11,578
430676,2017,19,571
430676,2018,6,544
430676,2019,17,522
430680,2012,8,238
430680,2013,3,252
430680,2014,6,274
430680,2015,10,267
430680,2016,1,264
430680,2017,12,292
430680,2018,4,262
430680,2019,6,285
430690,2012,6,313
430690,2013,2,274
430690,2014,2,268
430690,2015,7,271
430690,2016,8,296
430690,2017,8,282
430690,2018,12,292
430690,2019,11,289
430692,2012,0,19
430692,2013,0,37
430692,2014,0,21
430692,2015,3,17
430692,2016,0,25
430692,2017,2,22
430692,2018,0,23
430692,2019,0,23
430693,2012,3,101
430693,2013,2,97
430693,2014,2,100
430693,2015,3,120
430693,2016,5,100
430693,2017,3,97
430693,2018,2,127
430693,2019,2,108
430695,2012,2,16
430695,2013,4,29
430695,2014,2,40
430695,2015,2,35
430695,2016,0,30
430695,2017,0,33
430695,2018,2,32
430695,2019,0,28
430697,2012,0,30
430697,2013,0,39
430697,2014,0,55
430697,2015,0,44
430697,2016,2,41
430697,2017,0,46
430697,2018,0,44
430697,2019,0,36
430700,2012,25,1298
430700,2013,14,1329
430700,2014,40,1353
430700,2015,28,1452
430700,2016,26,1321
430700,2017,19,1340
430700,2018,25,1348
430700,2019,38,1280
430705,2012,0,26
430705,2013,0,25
430705,2014,0,40
430705,2015,0,45
430705,2016,4,32
430705,2017,0,33
430705,2018,0,30
430705,2019,0,23
430710,2012,2,73
430710,2013,1,51
430710,2014,2,71
430710,2015,0,57
430710,2016,0,68
430710,2017,0,70
430710,2018,0,72
430710,2019,0,63
430720,2012,0,51
430720,2013,0,45
430720,2014,2,63
430720,2015,0,45
430720,2016,2,51
430720,2017,2,62
430720,2018,2,50
430720,2019,0,63
430730,2012,4,80
430730,2013,3,86
430730,2014,0,79
430730,2015,0,87
430730,2016,0,91
430730,2017,0,81
430730,2018,0,80
430730,2019,6,87
430740,2012,0,38
430740,2013,0,35
430740,2014,0,42
430740,2015,0,27
430740,2016,2,33
430740,2017,2,31
430740,2018,2,33
430740,2019,0,39
430745,2012,0,32
430745,2013,2,49
430745,2014,0,40
430745,2015,0,41
430745,2016,0,27
430745,2017,0,36
430745,2018,0,36
430745,2019,2,26
430750,2012,2,160
430750,2013,5,167
430750,2014,10,186
430750,2015,8,192
430750,2016,8,185
430750,2017,11,197
430750,2018,6,177
430750,2019,0,183
430755,2012,0,46
430755,2013,2,64
430755,2014,0,67
430755,2015,2,75
430755,2016,0,67
430755,2017,0,72
430755,2018,0,72
430755,2019,2,79
430760,2012,16,589
430760,2013,18,647
430760,2014,14,644
430760,2015,14,625
430760,2016,19,651
430760,2017,23,655
430760,2018,7,634
430760,2019,5,552
430770,2012,29,1220
430770,2013,33,1119
430770,2014,25,1071
430770,2015,33,1233
430770,2016,35,1086
430770,2017,32,1106
430770,2018,23,1129
430770,2019,31,1062
430780,2012,6,388
430780,2013,12,424
430780,2014,10,420
430780,2015,12,474
430780,2016,6,413
430780,2017,8,450
430780,2018,12,427
430780,2019,10,409
430781,2012,0,30
430781,2013,0,32
430781,2014,0,33
430781,2015,0,54
430781,2016,3,33
430781,2017,0,36
430781,2018,0,43
430781,2019,0,36
430783,2012,0,24
430783,2013,0,25
430783,2014,0,26
430783,2015,2,26
430783,2016,0,20
430783,2017,0,28
430783,2018,0,30
430783,2019,4,25
430786,2012,0,18
430786,2013,0,18
430786,2014,1,24
430786,2015,0,14
430786,2016,0,23
430786,2017,0,29
430786,2018,0,26
430786,2019,0,19
430790,2012,30,890
430790,2013,25,817
430790,2014,20,906
430790,2015,20,916
430790,2016,32,811
430790,2017,19,874
430790,2018,25,916
430790,2019,23,848
430800,2012,2,65
430800,2013,2,57
430800,2014,0,52
430800,2015,0,68
430800,2016,0,63
430800,2017,2,56
430800,2018,0,63
430800,2019,2,72
430805,2012,0,28
430805,2013,0,25
430805,2014,2,28
430805,2015,0,38
430805,2016,0,15
430805,2017,0,26
430805,2018,0,28
430805,2019,0,28
430807,2012,0,63
430807,2013,0,53
430807,2014,0,63
430807,2015,4,66
430807,2016,2,61
430807,2017,0,53
430807,2018,0,52
430807,2019,2,52
430810,2012,9,138
430810,2013,4,138
430810,2014,5,159
430810,2015,5,155
430810,2016,5,151
430810,2017,4,150
430810,2018,0,165
430810,2019,4,147
430820,2012,9,345
430820,2013,4,314
430820,2014,19,372
430820,2015,7,379
430820,2016,7,350
430820,2017,12,379
430820,2018,14,449
430820,2019,10,377
430825,2012,0,13
430825,2013,2,14
430825,2014,0,7
430825,2015,0,11
430825,2016,0,17
430825,2017,0,17
430825,2018,0,14
430825,2019,2,19
430830,2012,2,109
430830,2013,5,89
430830,2014,6,124
430830,2015,2,119
430830,2016,2,97
430830,2017,4,89
430830,2018,0,111
430830,2019,4,90
430840,2012,1,58
430840,2013,0,61
430840,2014,2,56
430840,2015,3,67
430840,2016,2,73
430840,2017,8,69
430840,2018,0,63
430840,2019,1,88
430843,2012,0,13
430843,2013,0,17
430843,2014,0,17
430843,2015,0,18
430843,2016,0,22
430843,2017,0,18
430843,2018,0,17
430843,2019,0,14
430845,2012,4,47
430845,2013,0,49
430845,2014,4,55
430845,2015,0,49
430845,2016,2,49
430845,2017,0,47
430845,2018,4,46
430845,2019,2,57
430850,2012,2,331
430850,2013,2,385
430850,2014,16,408
430850,2015,19,430
430850,2016,8,397
430850,2017,6,398
430850,2018,14,467
430850,2019,10,460
430860,2012,10,320
430860,2013,3,348
430860,2014,6,366
430860,2015,14,414
430860,2016,19,417
430860,2017,17,400
430860,2018,6,410
430860,2019,12,379
430865,2012,2,37
430865,2013,0,15
430865,2014,0,28
430865,2015,0,24
430865,2016,0,18
430865,2017,0,24
430865,2018,0,24
430865,2019,0,23
430870,2012,4,51
430870,2013,0,49
430870,2014,0,50
430870,2015,4,56
430870,2016,2,52
430870,2017,4,50
430870,2018,0,40
430870,2019,2,55
430880,2012,2,70
430880,2013,6,79
430880,2014,7,86
430880,2015,0,97
430880,2016,0,82
430880,2017,4,90
430880,2018,4,74
430880,2019,4,82
430885,2012,0,17
430885,2013,0,27
430885,2014,0,22
430885,2015,0,22
430885,2016,1,34
430885,2017,2,26
430885,2018,0,15
430885,2019,0,18
430890,2012,2,189
430890,2013,4,170
430890,2014,8,187
430890,2015,2,190
430890,2016,4,210
430890,2017,11,194
430890,2018,4,188
430890,2019,8,168
430900,2012,8,214
430900,2013,1,192
430900,2014,4,193
430900,2015,4,221
430900,2016,4,200
430900,2017,4,190
430900,2018,6,176
430900,2019,6,188
430905,2012,2,73
430905,2013,2,88
430905,2014,0,76
430905,2015,4,88
430905,2016,1,94
430905,2017,0,103
430905,2018,0,82
430905,2019,0,97
430910,2012,15,487
430910,2013,12,514
430910,2014,17,536
430910,2015,20,591
430910,2016,16,553
430910,2017,16,608
430910,2018,10,589
430910,2019,13,604
430912,2012,0,27
430912,2013,0,25
430912,2014,0,28
430912,2015,0,26
430912,2016,0,34
430912,2017,0,22
430912,2018,0,35
430912,2019,2,44
430915,2012,0,39
430915,2013,2,36
430915,2014,0,34
430915,2015,0,45
430915,2016,0,37
430915,2017,0,41
430915,2018,2,53
430915,2019,2,47
430920,2012,93,3564
430920,2013,62,3590
430920,2014,90,3588
430920,2015,108,3734
430920,2016,68,3590
430920,2017,94,3582
430920,2018,93,3415
430920,2019,123,3322
430925,2012,0,8
430925,2013,0,12
430925,2014,2,18
430925,2015,2,17
430925,2016,0,13
430925,2017,0,17
430925,2018,0,7
430925,2019,1,19
430930,2012,25,1377
430930,2013,21,1348
430930,2014,34,1317
430930,2015,28,1411
430930,2016,25,1364
430930,2017,25,1332
430930,2018,28,1243
430930,2019,28,1160
430940,2012,8,286
430940,2013,11,281
430940,2014,17,307
430940,2015,14,294
430940,2016,12,312
430940,2017,6,320
430940,2018,13,315
430940,2019,6,326
430950,2012,0,98
430950,2013,5,83
430950,2014,0,80
430950,2015,0,74
430950,2016,0,89
430950,2017,4,78
430950,2018,0,66
430950,2019,7,67
430955,2012,0,50
430955,2013,2,59
430955,2014,2,43
430955,2015,0,43
430955,2016,0,63
430955,2017,0,45
430955,2018,2,50
430955,2019,2,65
430957,2012,0,33
430957,2013,2,33
430957,2014,2,35
430957,2015,0,31
430957,2016,0,39
430957,2017,2,30
430957,2018,0,33
430957,2019,0,45
430960,2012,10,185
430960,2013,6,226
430960,2014,6,221
430960,2015,14,255
430960,2016,6,217
430960,2017,13,267
430960,2018,2,217
430960,2019,8,247
430965,2012,2,70
430965,2013,0,68
430965,2014,0,78
430965,2015,0,83
430965,2016,0,85
430965,2017,0,92
430965,2018,0,62
430965,2019,0,61
430970,2012,4,52
430970,2013,2,44
430970,2014,0,38
430970,2015,7,49
430970,2016,0,41
430970,2017,2,51
430970,2018,2,36
430970,2019,1,43
430975,2012,0,38
430975,2013,0,48
430975,2014,0,39
430975,2015,0,40
430975,2016,2,57
430975,2017,0,36
430975,2018,0,49
430975,2019,0,37
430980,2012,0,31
430980,2013,0,38
430980,2014,2,37
430980,2015,2,49
430980,2016,2,32
430980,2017,0,34
430980,2018,0,44
430980,2019,2,45
430990,2012,2,68
430990,2013,4,69
430990,2014,2,73
430990,2015,2,75
430990,2016,3,70
430990,2017,0,76
430990,2018,4,72
430990,2019,2,70
430995,2012,0,43
430995,2013,2,44
430995,2014,2,34
430995,2015,4,41
430995,2016,0,33
430995,2017,0,38
430995,2018,0,45
430995,2019,0,48
431000,2012,9,250
431000,2013,6,276
431000,2014,10,257
431000,2015,4,258
431000,2016,4,226
431000,2017,4,277
431000,2018,0,253
431000,2019,4,273
431010,2012,5,479
431010,2013,12,494
431010,2014,2,470
431010,2015,5,472
431010,2016,4,487
431010,2017,7,518
431010,2018,4,473
431010,2019,12,489
431020,2012,24,1065
431020,2013,20,1138
431020,2014,28,1107
431020,2015,33,1183
431020,2016,29,1210
431020,2017,28,1160
431020,2018,36,1179
431020,2019,45,1052
431030,2012,0,44
431030,2013,0,26
431030,2014,0,34
431030,2015,4,50
431030,2016,0,46
431030,2017,6,54
431030,2018,4,42
431030,2019,4,48
431033,2012,10,256
431033,2013,11,271
431033,2014,10,283
431033,2015,9,301
431033,2016,3,276
431033,2017,13,296
431033,2018,8,325
431033,2019,4,289
431036,2012,2,29
431036,2013,1,29
431036,2014,0,20
431036,2015,2,25
431036,2016,0,16
431036,2017,0,22
431036,2018,0,29
431036,2019,2,28
431040,2012,2,71
431040,2013,2,78
431040,2014,2,78
431040,2015,0,68
431040,2016,0,70
431040,2017,2,79
431040,2018,4,74
431040,2019,2,61
431041,2012,0,29
431041,2013,0,30
431041,2014,0,35
431041,2015,2,26
431041,2016,0,25
431041,2017,0,22
431041,2018,0,27
431041,2019,0,38
431043,2012,0,57
431043,2013,4,68
431043,2014,2,50
431043,2015,0,69
431043,2016,2,58
431043,2017,4,52
431043,2018,2,53
431043,2019,0,56
431046,2012,0,13
431046,2013,0,15
431046,2014,2,17
431046,2015,0,16
431046,2016,0,14
431046,2017,0,12
431046,2018,0,12
431046,2019,0,20
431050,2012,0,88
431050,2013,0,99
431050,2014,6,121
431050,2015,2,104
431050,2016,0,95
431050,2017,0,92
431050,2018,2,99
431050,2019,1,90
431053,2012,0,57
431053,2013,0,56
431053,2014,0,70
431053,2015,0,64
431053,2016,4,52
431053,2017,7,57
431053,2018,4,60
431053,2019,0,64
431055,2012,0,36
431055,2013,0,42
431055,2014,0,29
431055,2015,0,31
431055,2016,0,31
431055,2017,0,24
431055,2018,1,29
431055,2019,0,23
431057,2012,0,19
431057,2013,0,21
431057,2014,0,16
431057,2015,0,19
431057,2016,0,16
431057,2017,0,21
431057,2018,2,13
431057,2019,0,24
431060,2012,12,558
431060,2013,23,556
431060,2014,14,530
431060,2015,14,574
431060,2016,11,561
431060,2017,20,551
431060,2018,13,563
431060,2019,8,489
431065,2012,0,16
431065,2013,0,18
431065,2014,2,30
431065,2015,0,21
431065,2016,0,33
431065,2017,0,23
431065,2018,0,33
431065,2019,0,28
431070,2012,2,39
431070,2013,0,23
431070,2014,2,38
431070,2015,0,29
431070,2016,2,29
431070,2017,0,27
431070,2018,2,39
431070,2019,0,30
431075,2012,0,14
431075,2013,2,19
431075,2014,0,13
431075,2015,0,14
431075,2016,0,13
431075,2017,0,12
431075,2018,0,11
431075,2019,2,14
431080,2012,2,273
431080,2013,6,277
431080,2014,6,278
431080,2015,11,292
431080,2016,4,285
431080,2017,14,271
431080,2018,4,253
431080,2019,0,239
431085,2012,2,36
431085,2013,0,33
431085,2014,0,41
431085,2015,6,49
431085,2016,2,27
431085,2017,0,33
431085,2018,2,35
431085,2019,0,27
431087,2012,0,33
431087,2013,0,29
431087,2014,0,22
431087,2015,0,24
431087,2016,0,15
431087,2017,0,18
431087,2018,2,30
431087,2019,0,15
431090,2012,2,32
431090,2013,0,29
431090,2014,0,33
431090,2015,0,24
431090,2016,0,27
431090,2017,0,29
431090,2018,0,29
431090,2019,0,41
431100,2012,8,302
431100,2013,14,322
431100,2014,8,349
431100,2015,4,342
431100,2016,8,308
431100,2017,10,325
431100,2018,4,294
431100,2019,6,306
431110,2012,0,105
431110,2013,4,112
431110,2014,2,83
431110,2015,0,105
431110,2016,1,71
431110,2017,0,85
431110,2018,0,79
431110,2019,4,71
431112,2012,0,47
431112,2013,2,39
431112,2014,3,50
431112,2015,6,58
431112,2016,2,55
431112,2017,0,42
431112,2018,0,41
431112,2019,0,60
431113,2012,2,31
431113,2013,2,34
431113,2014,2,30
431113,2015,2,39
431113,2016,0,29
431113,2017,2,35
431113,2018,0,29
431113,2019,0,40
431115,2012,4,90
431115,2013,8,100
431115,2014,0,87
431115,2015,2,89
431115,2016,4,91
431115,2017,0,72
431115,2018,2,90
431115,2019,0,83
431120,2012,6,227
431120,2013,2,252
431120,2014,6,250
431120,2015,0,248
431120,2016,4,206
431120,2017,0,241
431120,2018,6,232
431120,2019,9,236
431123,2012,2,18
431123,2013,2,19
431123,2014,0,31
431123,2015,4,34
431123,2016,2,23
431123,2017,0,27
431123,2018,0,28
431123,2019,0,19
431125,2012,7,84
431125,2013,2,81
431125,2014,2,74
431125,2015,0,47
431125,2016,0,65
431125,2017,2,66
431125,2018,0,53
431125,2019,2,50
431127,2012,0,11
431127,2013,0,20
431127,2014,0,12
431127,2015,2,21
431127,2016,0,28
431127,2017,2,12
431127,2018,0,16
431127,2019,0,13
431130,2012,7,377
431130,2013,21,392
431130,2014,7,347
431130,2015,11,426
431130,2016,5,394
431130,2017,9,394
431130,2018,8,368
431130,2019,5,358
431140,2012,18,968
431140,2013,36,1071
431140,2014,23,1119
431140,2015,35,1213
431140,2016,43,1161
431140,2017,44,1246
431140,2018,42,1263
431140,2019,37,1266
431142,2012,0,33
431142,2013,0,36
431142,2014,0,25
431142,2015,2,29
431142,2016,0,30
431142,2017,0,28
431142,2018,0,22
431142,2019,0,35
431150,2012,0,71
431150,2013,2,66
431150,2014,0,69
431150,2015,2,84
431150,2016,2,67
431150,2017,0,72
431150,2018,2,62
431150,2019,2,81
431160,2012,0,49
431160,2013,2,61
431160,2014,2,68
431160,2015,0,49
431160,2016,2,61
431160,2017,4,75
431160,2018,2,80
431160,2019,0,56
431162,2012,4,65
431162,2013,0,73
431162,2014,4,92
431162,2015,2,83
431162,2016,0,81
431162,2017,3,75
431162,2018,2,80
431162,2019,4,69
431164,2012,0,6
431164,2013,0,6
431164,2014,0,8
431164,2015,0,11
431164,2016,0,11
431164,2017,0,7
431164,2018,0,13
431164,2019,0,4
431170,2012,1,59
431170,2013,0,76
431170,2014,1,55
431170,2015,2,74
431170,2016,0,60
431170,2017,0,78
431170,2018,2,78
431170,2019,2,68
431171,2012,2,50
431171,2013,1,39
431171,2014,0,37
431171,2015,0,35
431171,2016,2,61
431171,2017,0,47
431171,2018,0,48
431171,2019,2,57
431173,2012,0,26
431173,2013,2,29
431173,2014,0,19
431173,2015,1,39
431173,2016,2,34
431173,2017,0,33
431173,2018,4,41
431173,2019,0,42
431175,2012,4,74
431175,2013,2,73
431175,2014,0,65
431175,2015,0,75
431175,2016,0,52
431175,2017,0,72
431175,2018,6,72
431175,2019,4,65
431177,2012,2,52
431177,2013,0,52
431177,2014,2,88
431177,2015,2,72
431177,2016,3,55
431177,2017,0,74
431177,2018,4,93
431177,2019,5,67
431179,2012,0,16
431179,2013,0,15
431179,2014,0,12
431179,2015,0,25
431179,2016,0,23
431179,2017,0,20
431179,2018,2,26
431179,2019,0,26
431180,2012,17,486
431180,2013,10,473
431180,2014,6,527
431180,2015,12,534
431180,2016,4,486
431180,2017,14,532
431180,2018,22,581
431180,2019,11,510
431190,2012,0,31
431190,2013,0,35
431190,2014,4,48
431190,2015,0,34
431190,2016,0,40
431190,2017,0,41
431190,2018,2,39
431190,2019,0,38
431198,2012,0,33
431198,2013,0,32
431198,2014,0,29
431198,2015,2,39
431198,2016,0,39
431198,2017,0,34
431198,2018,0,50
431198,2019,0,33
431200,2012,0,24
431200,2013,0,17
431200,2014,0,18
431200,2015,1,17
431200,2016,0,11
431200,2017,0,8
431200,2018,0,9
431200,2019,2,24
431205,2012,0,38
431205,2013,0,41
431205,2014,4,46
431205,2015,0,46
431205,2016,2,37
431205,2017,0,28
431205,2018,0,29
431205,2019,0,32
431210,2012,0,47
431210,2013,0,43
431210,2014,4,44
431210,2015,0,41
431210,2016,2,37
431210,2017,2,44
431210,2018,2,50
431210,2019,6,48
431213,2012,0,25
431213,2013,0,23
431213,2014,0,35
431213,2015,0,28
431213,2016,2,36
431213,2017,2,25
431213,2018,2,38
431213,2019,2,29
431215,2012,2,51
431215,2013,0,47
431215,2014,2,56
431215,2015,2,54
431215,2016,2,34
431215,2017,2,49
431215,2018,0,37
431215,2019,0,46
431217,2012,0,15
431217,2013,0,20
431217,2014,0,22
431217,2015,0,23
431217,2016,0,22
431217,2017,0,15
431217,2018,0,17
431217,2019,2,14
431220,2012,2,54
431220,2013,2,56
431220,2014,0,36
431220,2015,3,49
431220,2016,0,31
431220,2017,0,48
431220,2018,0,53
431220,2019,0,50
431225,2012,4,114
431225,2013,6,99
431225,2014,0,114
431225,2015,4,112
431225,2016,4,102
431225,2017,0,95
431225,2018,1,105
431225,2019,2,99
431230,2012,0,56
431230,2013,0,67
431230,2014,2,56
431230,2015,0,61
431230,2016,0,67
431230,2017,4,58
431230,2018,0,61
431230,2019,2,68
431235,2012,1,9
431235,2013,0,8
431235,2014,0,13
431235,2015,0,16
431235,2016,0,11
431235,2017,0,17
431235,2018,0,13
431235,2019,0,19
431237,2012,0,25
431237,2013,0,30
431237,2014,2,34
431237,2015,0,39
431237,2016,0,45
431237,2017,2,39
431237,2018,2,34
431237,2019,0,39
431238,2012,0,12
431238,2013,0,16
431238,2014,0,17
431238,2015,0,21
431238,2016,0,10
431238,2017,0,13
431238,2018,0,25
431238,2019,0,24
431240,2012,30,833
431240,2013,21,895
431240,2014,17,910
431240,2015,43,975
431240,2016,15,928
431240,2017,23,975
431240,2018,29,910
431240,2019,19,873
431242,2012,0,23
431242,2013,0,28
431242,2014,0,35
431242,2015,0,35
431242,2016,0,22
431242,2017,2,34
431242,2018,0,29
431242,2019,2,31
431244,2012,2,29
431244,2013,0,25
431244,2014,5,23
431244,2015,2,20
431244,2016,0,30
431244,2017,0,33
431244,2018,0,35
431244,2019,0,24
431245,2012,0,44
431245,2013,0,48
431245,2014,0,52
431245,2015,0,62
431245,2016,5,58
431245,2017,1,58
431245,2018,4,59
431245,2019,2,48
431247,2012,0,61
