CODMUNRES,ano_nasc,Qtd_Gravidez,Qtd_Total
250630,2013,15,915
250630,2014,23,862
250630,2015,15,903
250630,2016,19,834
250630,2017,17,849
250630,2018,13,916
250630,2019,21,866
250640,2012,5,173
250640,2013,1,214
250640,2014,6,220
250640,2015,10,226
250640,2016,2,200
250640,2017,3,181
250640,2018,4,193
250640,2019,4,190
250650,2012,2,46
250650,2013,0,33
250650,2014,1,40
250650,2015,0,54
250650,2016,2,45
250650,2017,0,43
250650,2018,0,51
250650,2019,0,43
250660,2012,0,89
250660,2013,2,67
250660,2014,0,65
250660,2015,4,67
250660,2016,2,70
250660,2017,2,67
250660,2018,2,75
250660,2019,3,60
250670,2012,7,168
250670,2013,0,140
250670,2014,2,151
250670,2015,2,140
250670,2016,2,175
250670,2017,4,133
250670,2018,0,168
250670,2019,1,162
250680,2012,0,219
250680,2013,1,283
250680,2014,2,231
250680,2015,6,249
250680,2016,6,251
250680,2017,6,276
250680,2018,6,265
250680,2019,10,255
250690,2012,0,338
250690,2013,7,333
250690,2014,7,349
250690,2015,12,381
250690,2016,4,348
250690,2017,9,368
250690,2018,4,355
250690,2019,6,361
250700,2012,10,296
250700,2013,2,339
250700,2014,6,377
250700,2015,4,358
250700,2016,7,311
250700,2017,5,353
250700,2018,9,354
250700,2019,8,365
250710,2012,0,259
250710,2013,9,244
250710,2014,2,244
250710,2015,8,221
250710,2016,6,267
250710,2017,3,262
250710,2018,9,286
250710,2019,4,275
250720,2012,2,170
250720,2013,12,166
250720,2014,8,159
250720,2015,0,175
250720,2016,2,141
250720,2017,4,140
250720,2018,1,150
250720,2019,2,134
250730,2012,2,211
250730,2013,4,213
250730,2014,9,189
250730,2015,0,215
250730,2016,4,205
250730,2017,8,257
250730,2018,2,205
250730,2019,11,221
250740,2012,5,104
250740,2013,4,97
250740,2014,0,83
250740,2015,0,87
250740,2016,0,88
250740,2017,0,104
250740,2018,7,103
250740,2019,0,77
250750,2012,236,11302
250750,2013,196,11549
250750,2014,242,11779
250750,2015,269,12299
250750,2016,258,11706
250750,2017,233,12149
250750,2018,264,12404
250750,2019,257,12091
250760,2012,2,124
250760,2013,3,114
250760,2014,0,112
250760,2015,2,120
250760,2016,0,88
250760,2017,2,108
250760,2018,2,117
250760,2019,2,117
250770,2012,4,296
250770,2013,9,300
250770,2014,4,338
250770,2015,10,315
250770,2016,8,243
250770,2017,6,308
250770,2018,5,328
250770,2019,6,290
250780,2012,0,102
250780,2013,9,112
250780,2014,0,93
250780,2015,0,86
250780,2016,0,92
250780,2017,2,95
250780,2018,2,98
250780,2019,2,87
250790,2012,0,175
250790,2013,2,188
250790,2014,8,181
250790,2015,2,205
250790,2016,5,191
250790,2017,7,215
250790,2018,4,191
250790,2019,6,186
250800,2012,1,115
250800,2013,4,118
250800,2014,2,116
250800,2015,4,143
250800,2016,2,117
250800,2017,7,110
250800,2018,0,113
250800,2019,1,125
250810,2012,0,62
250810,2013,0,61
250810,2014,0,54
250810,2015,0,58
250810,2016,0,44
250810,2017,0,48
250810,2018,0,67
250810,2019,0,52
250820,2012,0,137
250820,2013,2,110
250820,2014,0,128
250820,2015,0,127
250820,2016,0,96
250820,2017,1,132
250820,2018,3,145
250820,2019,0,102
250830,2012,8,434
250830,2013,8,432
250830,2014,8,394
250830,2015,11,426
250830,2016,16,390
250830,2017,8,407
250830,2018,8,405
250830,2019,10,417
250840,2012,0,43
250840,2013,0,45
250840,2014,0,44
250840,2015,0,48
250840,2016,2,48
250840,2017,0,55
250840,2018,0,47
250840,2019,0,38
250850,2012,4,84
250850,2013,0,86
250850,2014,0,115
250850,2015,0,92
250850,2016,0,97
250850,2017,2,104
250850,2018,0,101
250850,2019,0,115
250855,2012,0,53
250855,2013,2,46
250855,2014,2,55
250855,2015,0,68
250855,2016,0,45
250855,2017,3,59
250855,2018,0,46
250855,2019,2,59
250860,2012,4,184
250860,2013,4,214
250860,2014,2,157
250860,2015,2,203
250860,2016,6,219
250860,2017,3,229
250860,2018,9,232
250860,2019,3,222
250870,2012,0,50
250870,2013,0,43
250870,2014,0,43
250870,2015,0,52
250870,2016,0,52
250870,2017,0,43
250870,2018,0,44
250870,2019,1,47
250880,2012,4,77
250880,2013,0,86
250880,2014,4,87
250880,2015,0,77
250880,2016,0,69
250880,2017,6,69
250880,2018,4,105
250880,2019,9,81
250890,2012,12,732
250890,2013,12,711
250890,2014,6,644
250890,2015,6,794
250890,2016,10,706
250890,2017,12,795
250890,2018,7,850
250890,2019,21,818
250900,2012,4,166
250900,2013,2,169
250900,2014,4,157
250900,2015,0,161
250900,2016,6,147
250900,2017,0,121
250900,2018,0,127
250900,2019,0,107
250905,2012,2,152
250905,2013,4,160
250905,2014,6,139
250905,2015,0,162
250905,2016,0,161
250905,2017,2,172
250905,2018,0,200
250905,2019,3,181
250910,2012,7,279
250910,2013,4,277
250910,2014,4,262
250910,2015,2,247
250910,2016,5,268
250910,2017,7,281
250910,2018,6,295
250910,2019,8,310
250915,2012,0,88
250915,2013,0,98
250915,2014,0,94
250915,2015,5,94
250915,2016,0,74
250915,2017,0,89
250915,2018,0,58
250915,2019,0,79
250920,2012,6,185
250920,2013,12,202
250920,2014,2,204
250920,2015,4,180
250920,2016,10,171
250920,2017,2,170
250920,2018,8,204
250920,2019,4,180
250930,2012,4,140
250930,2013,2,139
250930,2014,7,152
250930,2015,3,161
250930,2016,6,163
250930,2017,10,168
250930,2018,6,165
250930,2019,4,167
250933,2012,0,67
250933,2013,0,54
250933,2014,2,82
250933,2015,2,83
250933,2016,2,70
250933,2017,2,86
250933,2018,2,75
250933,2019,0,67
250937,2012,2,42
250937,2013,0,23
250937,2014,2,45
250937,2015,0,32
250937,2016,0,30
250937,2017,0,24
250937,2018,3,25
250937,2019,4,36
250939,2012,3,67
250939,2013,4,83
250939,2014,0,105
250939,2015,4,109
250939,2016,4,93
250939,2017,2,104
250939,2018,2,115
250939,2019,4,112
250940,2012,0,201
250940,2013,4,179
250940,2014,4,220
250940,2015,4,224
250940,2016,1,194
250940,2017,4,185
250940,2018,4,209
250940,2019,6,235
250950,2012,6,107
250950,2013,6,94
250950,2014,2,91
250950,2015,0,76
250950,2016,0,68
250950,2017,4,98
250950,2018,0,83
250950,2019,0,82
250960,2012,4,62
250960,2013,1,67
250960,2014,2,69
250960,2015,0,65
250960,2016,0,62
250960,2017,0,49
250960,2018,1,67
250960,2019,5,77
250970,2012,10,453
250970,2013,11,491
250970,2014,7,494
250970,2015,10,497
250970,2016,8,457
250970,2017,11,492
250970,2018,15,528
250970,2019,4,504
250980,2012,2,137
250980,2013,2,137
250980,2014,0,143
250980,2015,2,119
250980,2016,4,155
250980,2017,4,126
250980,2018,4,144
250980,2019,0,121
250990,2012,3,100
250990,2013,6,93
250990,2014,4,109
250990,2015,2,98
250990,2016,0,98
250990,2017,0,89
250990,2018,2,102
250990,2019,0,122
251000,2012,0,109
251000,2013,2,106
251000,2014,1,107
251000,2015,2,100
251000,2016,0,87
251000,2017,1,66
251000,2018,1,107
251000,2019,2,81
251010,2012,2,159
251010,2013,6,147
251010,2014,0,147
251010,2015,3,146
251010,2016,2,147
251010,2017,4,170
251010,2018,0,119
251010,2019,0,119
251020,2012,0,90
251020,2013,8,76
251020,2014,0,52
251020,2015,2,96
251020,2016,2,85
251020,2017,2,75
251020,2018,2,72
251020,2019,2,76
251030,2012,0,42
251030,2013,2,43
251030,2014,0,43
251030,2015,2,41
251030,2016,0,45
251030,2017,2,42
251030,2018,0,38
251030,2019,0,38
251040,2012,2,114
251040,2013,7,98
251040,2014,4,95
251040,2015,3,89
251040,2016,3,75
251040,2017,2,123
251040,2018,2,94
251040,2019,0,86
251050,2012,0,62
251050,2013,0,50
251050,2014,0,51
251050,2015,2,48
251050,2016,0,48
251050,2017,0,41
251050,2018,0,48
251050,2019,0,38
251060,2012,0,41
251060,2013,0,39
251060,2014,0,37
251060,2015,0,39
251060,2016,0,28
251060,2017,2,42
251060,2018,0,48
251060,2019,2,41
251065,2012,0,26
251065,2013,0,30
251065,2014,0,21
251065,2015,0,18
251065,2016,0,15
251065,2017,0,22
251065,2018,0,20
251065,2019,0,18
251070,2012,0,21
251070,2013,0,41
251070,2014,2,34
251070,2015,2,32
251070,2016,1,29
251070,2017,0,40
251070,2018,2,54
251070,2019,4,38
251080,2012,36,1535
251080,2013,22,1506
251080,2014,24,1547
251080,2015,37,1590
251080,2016,36,1383
251080,2017,42,1504
251080,2018,36,1635
251080,2019,54,1497
251090,2012,2,139
251090,2013,3,134
251090,2014,2,159
251090,2015,2,136
251090,2016,0,156
251090,2017,4,155
251090,2018,2,138
251090,2019,2,144
251100,2012,0,46
251100,2013,0,37
251100,2014,2,63
251100,2015,2,58
251100,2016,0,60
251100,2017,0,57
251100,2018,0,52
251100,2019,0,56
251110,2012,6,95
251110,2013,2,105
251110,2014,2,92
251110,2015,2,85
251110,2016,4,78
251110,2017,0,80
251110,2018,2,76
251110,2019,6,75
251120,2012,6,456
251120,2013,6,457
251120,2014,5,436
251120,2015,11,482
251120,2016,4,509
251120,2017,6,542
251120,2018,6,591
251120,2019,4,496
251130,2012,2,182
251130,2013,10,201
251130,2014,4,173
251130,2015,0,208
251130,2016,2,149
251130,2017,0,177
251130,2018,4,198
251130,2019,4,152
251140,2012,3,269
251140,2013,6,263
251140,2014,5,263
251140,2015,6,272
251140,2016,11,262
251140,2017,4,254
251140,2018,6,267
251140,2019,4,255
251150,2012,2,203
251150,2013,4,182
251150,2014,6,159
251150,2015,2,171
251150,2016,0,157
251150,2017,4,192
251150,2018,2,185
251150,2019,6,213
251160,2012,0,138
251160,2013,0,140
251160,2014,5,136
251160,2015,0,153
251160,2016,2,139
251160,2017,0,125
251160,2018,4,149
251160,2019,3,129
251170,2012,4,80
251170,2013,0,77
251170,2014,2,88
251170,2015,0,76
251170,2016,2,76
251170,2017,2,95
251170,2018,2,111
251170,2019,0,99
251180,2012,0,162
251180,2013,4,128
251180,2014,0,154
251180,2015,2,138
251180,2016,3,117
251180,2017,0,130
251180,2018,9,157
251180,2019,0,123
251190,2012,1,232
251190,2013,2,292
251190,2014,4,257
251190,2015,6,293
251190,2016,6,306
251190,2017,11,282
251190,2018,6,278
251190,2019,4,293
251200,2012,9,247
251200,2013,15,281
251200,2014,4,299
251200,2015,5,308
251200,2016,6,277
251200,2017,4,251
251200,2018,2,273
251200,2019,11,274
251203,2012,0,49
251203,2013,0,63
251203,2014,0,57
251203,2015,0,78
251203,2016,1,71
251203,2017,1,57
251203,2018,2,56
251203,2019,0,41
251207,2012,0,44
251207,2013,0,45
251207,2014,0,45
251207,2015,0,42
251207,2016,0,41
251207,2017,4,49
251207,2018,0,43
251207,2019,0,34
251210,2012,2,433
251210,2013,1,449
251210,2014,6,428
251210,2015,7,460
251210,2016,6,399
251210,2017,8,438
251210,2018,9,475
251210,2019,7,403
251220,2012,0,46
251220,2013,0,54
251220,2014,2,50
251220,2015,0,58
251220,2016,2,54
251220,2017,0,53
251220,2018,0,44
251220,2019,0,47
251230,2012,4,337
251230,2013,5,293
251230,2014,2,312
251230,2015,8,259
251230,2016,0,270
251230,2017,0,252
251230,2018,3,297
251230,2019,2,284
251240,2012,6,211
251240,2013,3,205
251240,2014,6,222
251240,2015,0,162
251240,2016,4,201
251240,2017,4,210
251240,2018,4,195
251240,2019,8,214
251250,2012,16,672
251250,2013,8,631
251250,2014,10,696
251250,2015,6,733
251250,2016,24,741
251250,2017,12,672
251250,2018,14,719
251250,2019,6,721
251260,2012,2,24
251260,2013,0,22
251260,2014,0,23
251260,2015,2,36
251260,2016,0,26
251260,2017,0,27
251260,2018,0,24
251260,2019,0,25
251270,2012,8,285
251270,2013,2,284
251270,2014,6,289
251270,2015,6,268
251270,2016,6,277
251270,2017,8,281
251270,2018,10,282
251270,2019,7,281
251272,2012,2,69
251272,2013,0,69
251272,2014,0,64
251272,2015,0,61
251272,2016,0,64
251272,2017,0,48
251272,2018,2,68
251272,2019,2,79
251274,2012,2,45
251274,2013,6,54
251274,2014,2,55
251274,2015,0,61
251274,2016,4,43
251274,2017,2,47
251274,2018,0,48
251274,2019,0,52
251275,2012,2,63
251275,2013,0,64
251275,2014,0,64
251275,2015,2,77
251275,2016,0,76
251275,2017,0,68
251275,2018,0,64
251275,2019,2,73
251276,2012,0,56
251276,2013,1,62
251276,2014,2,50
251276,2015,4,69
251276,2016,2,52
251276,2017,4,68
251276,2018,2,80
251276,2019,2,85
251278,2012,0,32
251278,2013,1,43
251278,2014,2,43
251278,2015,2,41
251278,2016,2,26
251278,2017,2,41
251278,2018,0,34
251278,2019,0,41
251280,2012,4,115
251280,2013,4,99
251280,2014,3,123
251280,2015,3,130
251280,2016,4,127
251280,2017,1,110
251280,2018,2,132
251280,2019,0,103
251290,2012,10,316
251290,2013,3,328
251290,2014,8,281
251290,2015,10,323
251290,2016,6,358
251290,2017,4,351
251290,2018,6,374
251290,2019,6,364
251300,2012,4,47
251300,2013,0,42
251300,2014,0,45
251300,2015,4,45
251300,2016,0,39
251300,2017,0,37
251300,2018,2,51
251300,2019,0,30
251310,2012,0,134
251310,2013,4,109
251310,2014,4,132
251310,2015,2,116
251310,2016,0,141
251310,2017,10,130
251310,2018,4,149
251310,2019,2,159
251315,2012,2,106
251315,2013,0,87
251315,2014,0,100
251315,2015,0,85
251315,2016,0,80
251315,2017,4,96
251315,2018,0,100
251315,2019,0,90
251320,2012,0,74
251320,2013,4,67
251320,2014,2,78
251320,2015,2,72
251320,2016,2,78
251320,2017,0,63
251320,2018,0,82
251320,2019,0,67
251330,2012,2,65
251330,2013,0,63
251330,2014,0,67
251330,2015,0,70
251330,2016,2,71
251330,2017,2,71
251330,2018,0,67
251330,2019,0,61
251335,2012,1,43
251335,2013,0,55
251335,2014,0,49
251335,2015,0,44
251335,2016,2,49
251335,2017,0,43
251335,2018,0,49
251335,2019,0,32
251340,2012,3,168
251340,2013,6,206
251340,2014,2,218
251340,2015,1,233
251340,2016,6,177
251340,2017,1,195
251340,2018,0,199
251340,2019,3,179
251350,2012,0,71
251350,2013,0,60
251350,2014,2,60
251350,2015,2,61
251350,2016,2,64
251350,2017,0,61
251350,2018,0,60
251350,2019,2,63
251360,2012,2,103
251360,2013,2,73
251360,2014,0,78
251360,2015,2,82
251360,2016,4,84
251360,2017,2,78
251360,2018,0,99
251360,2019,0,74
251365,2012,2,25
251365,2013,0,32
251365,2014,0,21
251365,2015,0,20
251365,2016,0,32
251365,2017,0,26
251365,2018,2,32
251365,2019,0,22
251370,2012,37,2257
251370,2013,38,2231
251370,2014,35,1776
251370,2015,39,2141
251370,2016,52,2561
251370,2017,45,2515
251370,2018,41,2502
251370,2019,36,2305
251380,2012,0,54
251380,2013,2,44
251380,2014,2,80
251380,2015,2,59
251380,2016,2,70
251380,2017,0,55
251380,2018,2,74
251380,2019,0,73
251385,2012,2,38
251385,2013,0,27
251385,2014,0,26
251385,2015,0,28
251385,2016,0,23
251385,2017,0,31
251385,2018,0,28
251385,2019,0,23
251390,2012,10,460
251390,2013,14,436
251390,2014,7,450
251390,2015,12,463
251390,2016,3,381
251390,2017,6,414
251390,2018,11,422
251390,2019,8,469
251392,2012,0,65
251392,2013,0,53
251392,2014,0,50
251392,2015,1,67
251392,2016,0,42
251392,2017,0,49
251392,2018,2,61
251392,2019,0,55
251394,2012,0,35
251394,2013,0,37
251394,2014,0,34
251394,2015,0,35
251394,2016,0,34
251394,2017,0,29
251394,2018,0,33
251394,2019,2,36
251396,2012,0,36
251396,2013,0,37
251396,2014,0,38
251396,2015,0,35
251396,2016,2,38
251396,2017,0,26
251396,2018,0,42
251396,2019,0,29
251398,2012,1,47
251398,2013,0,51
251398,2014,2,41
251398,2015,0,47
251398,2016,0,46
251398,2017,0,42
251398,2018,4,26
251398,2019,2,45
251400,2012,0,54
251400,2013,2,51
251400,2014,2,59
251400,2015,2,52
251400,2016,6,58
251400,2017,0,53
251400,2018,4,68
251400,2019,0,50
251410,2012,2,69
251410,2013,2,52
251410,2014,2,50
251410,2015,0,51
251410,2016,0,57
251410,2017,0,46
251410,2018,2,60
251410,2019,0,71
251420,2012,0,117
251420,2013,0,87
251420,2014,4,89
251420,2015,0,114
251420,2016,1,89
251420,2017,0,91
251420,2018,0,100
251420,2019,2,72
251430,2012,0,94
251430,2013,3,105
251430,2014,0,79
251430,2015,5,89
251430,2016,0,88
251430,2017,2,82
251430,2018,0,59
251430,2019,2,81
251440,2012,3,48
251440,2013,2,52
251440,2014,3,46
251440,2015,4,50
251440,2016,0,50
251440,2017,0,50
251440,2018,0,49
251440,2019,2,44
251445,2012,2,75
251445,2013,1,68
251445,2014,2,72
251445,2015,0,78
251445,2016,0,92
251445,2017,3,78
251445,2018,0,85
251445,2019,4,95
251450,2012,6,248
251450,2013,8,252
251450,2014,4,260
251450,2015,4,307
251450,2016,2,268
251450,2017,1,262
251450,2018,5,280
251450,2019,2,266
251455,2012,0,32
251455,2013,0,35
251455,2014,0,43
251455,2015,0,30
251455,2016,0,27
251455,2017,0,28
251455,2018,0,28
251455,2019,0,28
251460,2012,2,43
251460,2013,2,59
251460,2014,0,54
251460,2015,4,46
251460,2016,2,48
251460,2017,0,52
251460,2018,6,53
251460,2019,0,51
251465,2012,0,21
251465,2013,2,23
251465,2014,0,20
251465,2015,0,27
251465,2016,2,20
251465,2017,0,24
251465,2018,0,18
251465,2019,0,22
251470,2012,2,55
251470,2013,0,39
251470,2014,2,62
251470,2015,0,43
251470,2016,0,35
251470,2017,0,46
251470,2018,2,45
251470,2019,0,45
251480,2012,2,45
251480,2013,0,48
251480,2014,3,52
251480,2015,1,45
251480,2016,2,39
251480,2017,0,43
251480,2018,2,35
251480,2019,2,39
251490,2012,0,97
251490,2013,2,93
251490,2014,2,100
251490,2015,2,104
251490,2016,2,79
251490,2017,2,94
251490,2018,0,99
251490,2019,2,99
251500,2012,6,126
251500,2013,1,90
251500,2014,2,84
251500,2015,0,84
251500,2016,0,92
251500,2017,4,98
251500,2018,2,94
251500,2019,0,112
251510,2012,3,143
251510,2013,2,167
251510,2014,2,169
251510,2015,3,169
251510,2016,0,164
251510,2017,2,123
251510,2018,4,168
251510,2019,4,164
251520,2012,0,37
251520,2013,2,44
251520,2014,0,51
251520,2015,0,43
251520,2016,2,50
251520,2017,0,54
251520,2018,0,54
251520,2019,2,44
251530,2012,5,718
251530,2013,12,731
251530,2014,13,695
251530,2015,17,603
251530,2016,2,529
251530,2017,14,570
251530,2018,11,587
251530,2019,5,625
251540,2012,6,161
251540,2013,2,167
251540,2014,2,189
251540,2015,2,173
251540,2016,2,145
251540,2017,2,144
251540,2018,8,193
251540,2019,3,171
251550,2012,2,139
251550,2013,2,143
251550,2014,6,164
251550,2015,6,158
251550,2016,4,168
251550,2017,0,158
251550,2018,2,166
251550,2019,3,164
251560,2012,2,39
251560,2013,0,35
251560,2014,0,37
251560,2015,0,48
251560,2016,2,30
251560,2017,0,35
251560,2018,0,38
251560,2019,4,33
251570,2012,0,40
251570,2013,0,30
251570,2014,0,41
251570,2015,0,46
251570,2016,0,40
251570,2017,0,47
251570,2018,2,43
251570,2019,2,52
251580,2012,0,100
251580,2013,4,107
251580,2014,2,104
251580,2015,0,105
251580,2016,0,79
251580,2017,0,75
251580,2018,2,97
251580,2019,3,98
251590,2012,1,81
251590,2013,0,59
251590,2014,0,75
251590,2015,0,72
251590,2016,0,70
251590,2017,2,68
251590,2018,0,69
251590,2019,0,52
251593,2012,0,78
251593,2013,0,72
251593,2014,2,81
251593,2015,7,76
251593,2016,2,72
251593,2017,4,69
251593,2018,1,72
251593,2019,0,57
251597,2012,4,111
251597,2013,0,97
251597,2014,2,96
251597,2015,2,101
251597,2016,2,104
251597,2017,2,144
251597,2018,5,118
251597,2019,4,139
251600,2012,5,380
251600,2013,16,392
251600,2014,9,380
251600,2015,6,376
251600,2016,6,390
251600,2017,8,390
251600,2018,6,430
251600,2019,14,403
251610,2012,9,209
251610,2013,2,223
251610,2014,2,234
251610,2015,2,238
251610,2016,0,169
251610,2017,4,189
251610,2018,2,196
251610,2019,2,189
251615,2012,4,65
251615,2013,0,56
251615,2014,0,61
251615,2015,0,46
251615,2016,0,51
251615,2017,0,47
251615,2018,0,58
251615,2019,0,44
251620,2012,19,1006
251620,2013,15,940
251620,2014,27,978
251620,2015,21,974
251620,2016,15,883
251620,2017,20,924
251620,2018,15,1010
251620,2019,21,982
251630,2012,4,244
251630,2013,6,226
251630,2014,4,225
251630,2015,13,238
251630,2016,6,246
251630,2017,3,226
251630,2018,9,241
251630,2019,4,291
251640,2012,3,79
251640,2013,2,104
251640,2014,0,91
251640,2015,0,91
251640,2016,0,89
251640,2017,1,93
251640,2018,0,82
251640,2019,0,93
251650,2012,2,223
251650,2013,11,214
251650,2014,4,203
251650,2015,13,236
251650,2016,0,189
251650,2017,1,215
251650,2018,0,224
251650,2019,4,202
251660,2012,8,168
251660,2013,3,192
251660,2014,2,180
251660,2015,3,206
251660,2016,4,188
251660,2017,2,188
251660,2018,6,205
251660,2019,2,161
251670,2012,6,244
251670,2013,2,198
251670,2014,8,214
251670,2015,4,251
251670,2016,0,208
251670,2017,2,229
251670,2018,4,229
251670,2019,8,240
251675,2012,2,59
251675,2013,0,42
251675,2014,0,49
251675,2015,0,41
251675,2016,2,42
251675,2017,2,37
251675,2018,4,39
251675,2019,0,38
251680,2012,0,116
251680,2013,2,108
251680,2014,2,116
251680,2015,2,102
251680,2016,1,85
251680,2017,2,116
251680,2018,2,88
251680,2019,1,117
251690,2012,2,182
251690,2013,8,186
251690,2014,4,181
251690,2015,3,177
251690,2016,4,170
251690,2017,1,172
251690,2018,0,187
251690,2019,2,161
251700,2012,2,120
251700,2013,1,120
251700,2014,4,146
251700,2015,2,118
251700,2016,6,117
251700,2017,2,97
251700,2018,2,138
251700,2019,2,111
251710,2012,0,36
251710,2013,0,35
251710,2014,0,35
251710,2015,0,34
251710,2016,0,29
251710,2017,0,25
251710,2018,3,37
251710,2019,0,18
251720,2012,0,46
251720,2013,0,45
251720,2014,0,49
251720,2015,2,58
251720,2016,0,59
251720,2017,0,52
251720,2018,0,42
251720,2019,2,51
251740,2012,2,45
251740,2013,0,40
251740,2014,0,43
251740,2015,0,37
251740,2016,0,32
251740,2017,0,34
251740,2018,0,34
251740,2019,2,34
260000,2012,0,1
260000,2013,0,2
260000,2014,0,1
260000,2015,0,2
260000,2016,1,6
260000,2017,0,26
260000,2018,0,32
260000,2019,0,13
260005,2012,16,1393
260005,2013,34,1532
260005,2014,29,1526
260005,2015,22,1628
260005,2016,27,1487
260005,2017,18,1519
260005,2018,31,1490
260005,2019,21,1352
260010,2012,17,669
260010,2013,15,638
260010,2014,8,653
260010,2015,12,666
260010,2016,12,580
260010,2017,14,522
260010,2018,15,623
260010,2019,11,586
260020,2012,8,295
260020,2013,0,297
260020,2014,9,305
260020,2015,2,269
260020,2016,5,284
260020,2017,6,260
260020,2018,0,268
260020,2019,8,254
260030,2012,5,337
260030,2013,2,362
260030,2014,1,356
260030,2015,3,357
260030,2016,5,323
260030,2017,12,338
260030,2018,9,351
260030,2019,10,325
260040,2012,13,611
260040,2013,9,491
260040,2014,7,551
260040,2015,15,546
260040,2016,10,491
260040,2017,3,486
260040,2018,1,451
260040,2019,8,425
260050,2012,18,831
260050,2013,15,794
260050,2014,16,765
260050,2015,12,774
260050,2016,16,672
260050,2017,10,719
260050,2018,20,780
260050,2019,12,768
260060,2012,2,177
260060,2013,6,180
260060,2014,12,174
260060,2015,2,179
260060,2016,0,191
260060,2017,2,185
260060,2018,0,199
260060,2019,2,190
260070,2012,18,555
260070,2013,1,538
260070,2014,13,611
260070,2015,22,570
260070,2016,7,457
260070,2017,15,525
260070,2018,9,532
260070,2019,6,520
260080,2012,2,230
260080,2013,9,269
260080,2014,2,239
260080,2015,6,254
260080,2016,5,235
260080,2017,4,278
260080,2018,4,245
260080,2019,2,247
260090,2012,8,356
260090,2013,2,340
260090,2014,3,337
260090,2015,4,339
260090,2016,2,312
260090,2017,8,304
260090,2018,8,294
260090,2019,5,261
260100,2012,4,160
260100,2013,1,163
260100,2014,2,157
260100,2015,0,164
260100,2016,4,144
260100,2017,2,129
260100,2018,4,150
260100,2019,0,143
260105,2012,10,329
260105,2013,7,356
260105,2014,8,314
260105,2015,10,342
260105,2016,2,289
260105,2017,1,303
260105,2018,10,299
260105,2019,6,318
260110,2012,25,1695
260110,2013,21,1516
260110,2014,28,1592
260110,2015,32,1625
260110,2016,28,1497
260110,2017,25,1501
260110,2018,25,1639
260110,2019,27,1632
260120,2012,20,1051
260120,2013,30,1153
260120,2014,20,1159
260120,2015,18,1110
260120,2016,20,1017
260120,2017,21,1158
260120,2018,16,1161
260120,2019,32,1177
260130,2012,2,181
260130,2013,7,180
260130,2014,2,167
260130,2015,6,186
260130,2016,4,148
260130,2017,5,174
260130,2018,2,182
260130,2019,6,198
260140,2012,14,765
260140,2013,11,867
260140,2014,21,852
260140,2015,6,779
260140,2016,14,721
260140,2017,7,702
260140,2018,16,710
260140,2019,8,661
260150,2012,6,150
260150,2013,2,140
260150,2014,0,152
260150,2015,2,169
260150,2016,0,148
260150,2017,0,124
260150,2018,6,158
260150,2019,4,151
260160,2012,2,383
260160,2013,6,330
260160,2014,4,355
260160,2015,12,314
260160,2016,8,338
260160,2017,2,310
260160,2018,4,316
260160,2019,6,304
260170,2012,26,1234
260170,2013,23,1181
260170,2014,18,1192
260170,2015,26,1063
260170,2016,22,1045
260170,2017,23,1158
260170,2018,23,1254
260170,2019,25,1229
260180,2012,12,233
260180,2013,7,188
260180,2014,5,189
260180,2015,0,177
260180,2016,2,151
260180,2017,0,185
260180,2018,12,196
260180,2019,4,152
260190,2012,14,733
260190,2013,16,762
260190,2014,12,762
260190,2015,11,787
260190,2016,9,677
260190,2017,20,765
260190,2018,16,783
260190,2019,13,771
260200,2012,27,586
260200,2013,12,531
260200,2014,14,501
260200,2015,8,545
260200,2016,9,551
260200,2017,12,486
260200,2018,12,578
260200,2019,4,520
260210,2012,15,648
260210,2013,18,683
260210,2014,17,667
260210,2015,8,652
260210,2016,4,564
260210,2017,16,563
260210,2018,13,505
260210,2019,7,412
260220,2012,13,487
260220,2013,6,474
260220,2014,4,479
260220,2015,8,496
260220,2016,5,392
260220,2017,2,482
260220,2018,12,452
260220,2019,9,455
260230,2012,4,580
260230,2013,8,607
260230,2014,10,611
260230,2015,15,602
260230,2016,6,601
260230,2017,7,627
260230,2018,10,618
260230,2019,10,595
260240,2012,4,190
260240,2013,2,178
260240,2014,0,179
260240,2015,4,203
260240,2016,6,161
260240,2017,4,176
260240,2018,4,160
260240,2019,3,171
260250,2012,0,120
260250,2013,2,125
260250,2014,4,112
260250,2015,0,90
260250,2016,0,82
260250,2017,0,83
260250,2018,3,112
260250,2019,2,112
260260,2012,13,789
260260,2013,15,744
260260,2014,9,702
260260,2015,16,672
260260,2016,16,607
260260,2017,14,676
260260,2018,8,735
260260,2019,9,755
260270,2012,5,182
260270,2013,5,189
260270,2014,4,185
260270,2015,4,215
260270,2016,4,175
260270,2017,2,174
260270,2018,6,198
260270,2019,2,187
260280,2012,24,964
260280,2013,24,852
260280,2014,9,879
260280,2015,18,903
260280,2016,17,834
260280,2017,15,858
260280,2018,11,890
260280,2019,22,850
260290,2012,51,3651
260290,2013,48,3419
260290,2014,61,3158
260290,2015,61,3313
260290,2016,58,3024
260290,2017,58,3091
260290,2018,55,3128
260290,2019,41,2952
260300,2012,11,550
260300,2013,11,522
260300,2014,8,569
260300,2015,9,584
260300,2016,9,512
260300,2017,5,531
260300,2018,10,546
260300,2019,8,509
260310,2012,4,242
260310,2013,3,272
260310,2014,6,233
260310,2015,6,293
260310,2016,7,229
260310,2017,6,270
260310,2018,5,294
