CODMUNRES,ano_nasc,Qtd_Robson,Qtd_Total
251310,2019,32,159
251315,2012,19,106
251315,2013,0,87
251315,2014,24,100
251315,2015,12,85
251315,2016,13,80
251315,2017,21,96
251315,2018,18,100
251315,2019,14,90
251320,2012,17,74
251320,2013,0,67
251320,2014,22,78
251320,2015,18,72
251320,2016,21,78
251320,2017,23,63
251320,2018,34,82
251320,2019,31,67
251330,2012,8,65
251330,2013,0,63
251330,2014,13,67
251330,2015,14,70
251330,2016,18,71
251330,2017,15,71
251330,2018,18,67
251330,2019,16,61
251335,2012,7,43
251335,2013,0,55
251335,2014,9,49
251335,2015,16,44
251335,2016,15,49
251335,2017,9,43
251335,2018,16,49
251335,2019,11,32
251340,2012,21,168
251340,2013,0,206
251340,2014,63,218
251340,2015,49,233
251340,2016,46,177
251340,2017,44,195
251340,2018,38,199
251340,2019,42,179
251350,2012,16,71
251350,2013,0,60
251350,2014,8,60
251350,2015,14,61
251350,2016,10,64
251350,2017,17,61
251350,2018,13,60
251350,2019,13,63
251360,2012,26,103
251360,2013,0,73
251360,2014,21,78
251360,2015,26,82
251360,2016,28,84
251360,2017,18,78
251360,2018,25,99
251360,2019,19,74
251365,2012,4,25
251365,2013,0,32
251365,2014,3,21
251365,2015,4,20
251365,2016,8,32
251365,2017,5,26
251365,2018,8,32
251365,2019,5,22
251370,2012,407,2257
251370,2013,0,2231
251370,2014,329,1776
251370,2015,456,2141
251370,2016,541,2561
251370,2017,555,2515
251370,2018,586,2502
251370,2019,544,2305
251380,2012,12,54
251380,2013,0,44
251380,2014,19,80
251380,2015,9,59
251380,2016,17,70
251380,2017,12,55
251380,2018,13,74
251380,2019,14,73
251385,2012,8,38
251385,2013,0,27
251385,2014,5,26
251385,2015,5,28
251385,2016,8,23
251385,2017,8,31
251385,2018,6,28
251385,2019,4,23
251390,2012,102,460
251390,2013,0,436
251390,2014,94,450
251390,2015,106,463
251390,2016,113,381
251390,2017,125,414
251390,2018,124,422
251390,2019,150,469
251392,2012,17,65
251392,2013,0,53
251392,2014,12,50
251392,2015,15,67
251392,2016,9,42
251392,2017,20,49
251392,2018,20,61
251392,2019,25,55
251394,2012,5,35
251394,2013,0,37
251394,2014,9,34
251394,2015,7,35
251394,2016,5,34
251394,2017,4,29
251394,2018,5,33
251394,2019,1,36
251396,2012,7,36
251396,2013,0,37
251396,2014,8,38
251396,2015,13,35
251396,2016,8,38
251396,2017,8,26
251396,2018,16,42
251396,2019,11,29
251398,2012,9,47
251398,2013,0,51
251398,2014,9,41
251398,2015,18,47
251398,2016,15,46
251398,2017,13,42
251398,2018,10,26
251398,2019,16,45
251400,2012,11,54
251400,2013,0,51
251400,2014,8,59
251400,2015,10,52
251400,2016,13,58
251400,2017,4,53
251400,2018,11,68
251400,2019,4,50
251410,2012,15,69
251410,2013,0,52
251410,2014,5,50
251410,2015,13,51
251410,2016,14,57
251410,2017,12,46
251410,2018,8,60
251410,2019,16,71
251420,2012,25,117
251420,2013,0,87
251420,2014,25,89
251420,2015,29,114
251420,2016,33,89
251420,2017,30,91
251420,2018,33,100
251420,2019,34,72
251430,2012,17,94
251430,2013,0,105
251430,2014,14,79
251430,2015,23,89
251430,2016,25,88
251430,2017,11,82
251430,2018,18,59
251430,2019,19,81
251440,2012,8,48
251440,2013,0,52
251440,2014,8,46
251440,2015,11,50
251440,2016,9,50
251440,2017,7,50
251440,2018,7,49
251440,2019,10,44
251445,2012,17,75
251445,2013,0,68
251445,2014,7,72
251445,2015,14,78
251445,2016,13,92
251445,2017,14,78
251445,2018,17,85
251445,2019,22,95
251450,2012,42,248
251450,2013,0,252
251450,2014,54,260
251450,2015,67,307
251450,2016,68,268
251450,2017,74,262
251450,2018,85,280
251450,2019,83,266
251455,2012,7,32
251455,2013,0,35
251455,2014,11,43
251455,2015,8,30
251455,2016,7,27
251455,2017,11,28
251455,2018,6,28
251455,2019,12,28
251460,2012,8,43
251460,2013,0,59
251460,2014,10,54
251460,2015,7,46
251460,2016,7,48
251460,2017,13,52
251460,2018,12,53
251460,2019,8,51
251465,2012,6,21
251465,2013,0,23
251465,2014,8,20
251465,2015,5,27
251465,2016,5,20
251465,2017,8,24
251465,2018,4,18
251465,2019,6,22
251470,2012,3,55
251470,2013,0,39
251470,2014,11,62
251470,2015,5,43
251470,2016,10,35
251470,2017,4,46
251470,2018,8,45
251470,2019,10,45
251480,2012,16,45
251480,2013,0,48
251480,2014,8,52
251480,2015,10,45
251480,2016,1,39
251480,2017,3,43
251480,2018,5,35
251480,2019,3,39
251490,2012,8,97
251490,2013,0,93
251490,2014,21,100
251490,2015,27,104
251490,2016,18,79
251490,2017,28,94
251490,2018,26,99
251490,2019,29,99
251500,2012,24,126
251500,2013,0,90
251500,2014,14,84
251500,2015,8,84
251500,2016,12,92
251500,2017,26,98
251500,2018,20,94
251500,2019,21,112
251510,2012,32,143
251510,2013,0,167
251510,2014,40,169
251510,2015,45,169
251510,2016,26,164
251510,2017,21,123
251510,2018,24,168
251510,2019,29,164
251520,2012,13,37
251520,2013,0,44
251520,2014,6,51
251520,2015,8,43
251520,2016,8,50
251520,2017,10,54
251520,2018,17,54
251520,2019,16,44
251530,2012,127,718
251530,2013,0,731
251530,2014,142,695
251530,2015,112,603
251530,2016,110,529
251530,2017,111,570
251530,2018,140,587
251530,2019,137,625
251540,2012,14,161
251540,2013,0,167
251540,2014,21,189
251540,2015,24,173
251540,2016,14,145
251540,2017,13,144
251540,2018,15,193
251540,2019,9,171
251550,2012,23,139
251550,2013,0,143
251550,2014,31,164
251550,2015,34,158
251550,2016,24,168
251550,2017,21,158
251550,2018,12,166
251550,2019,14,164
251560,2012,3,39
251560,2013,0,35
251560,2014,7,37
251560,2015,10,48
251560,2016,11,30
251560,2017,12,35
251560,2018,7,38
251560,2019,5,33
251570,2012,11,40
251570,2013,0,30
251570,2014,6,41
251570,2015,9,46
251570,2016,10,40
251570,2017,14,47
251570,2018,8,43
251570,2019,10,52
251580,2012,19,100
251580,2013,0,107
251580,2014,26,104
251580,2015,23,105
251580,2016,6,79
251580,2017,10,75
251580,2018,8,97
251580,2019,4,98
251590,2012,12,81
251590,2013,0,59
251590,2014,13,75
251590,2015,9,72
251590,2016,13,70
251590,2017,14,68
251590,2018,12,69
251590,2019,10,52
251593,2012,13,78
251593,2013,0,72
251593,2014,20,81
251593,2015,23,76
251593,2016,15,72
251593,2017,14,69
251593,2018,12,72
251593,2019,21,57
251597,2012,16,111
251597,2013,0,97
251597,2014,22,96
251597,2015,14,101
251597,2016,12,104
251597,2017,36,144
251597,2018,27,118
251597,2019,28,139
251600,2012,48,380
251600,2013,0,392
251600,2014,55,380
251600,2015,57,376
251600,2016,75,390
251600,2017,62,390
251600,2018,75,430
251600,2019,80,403
251610,2012,46,209
251610,2013,0,223
251610,2014,57,234
251610,2015,46,238
251610,2016,21,169
251610,2017,28,189
251610,2018,25,196
251610,2019,23,189
251615,2012,7,65
251615,2013,0,56
251615,2014,10,61
251615,2015,7,46
251615,2016,6,51
251615,2017,2,47
251615,2018,13,58
251615,2019,7,44
251620,2012,235,1006
251620,2013,0,940
251620,2014,306,978
251620,2015,333,974
251620,2016,301,883
251620,2017,323,924
251620,2018,362,1010
251620,2019,388,982
251630,2012,42,244
251630,2013,0,226
251630,2014,60,225
251630,2015,56,238
251630,2016,53,246
251630,2017,56,226
251630,2018,54,241
251630,2019,83,291
251640,2012,21,79
251640,2013,0,104
251640,2014,15,91
251640,2015,19,91
251640,2016,15,89
251640,2017,19,93
251640,2018,15,82
251640,2019,19,93
251650,2012,33,223
251650,2013,0,214
251650,2014,50,203
251650,2015,43,236
251650,2016,34,189
251650,2017,29,215
251650,2018,43,224
251650,2019,28,202
251660,2012,33,168
251660,2013,0,192
251660,2014,36,180
251660,2015,36,206
251660,2016,32,188
251660,2017,56,188
251660,2018,58,205
251660,2019,45,161
251670,2012,36,244
251670,2013,0,198
251670,2014,49,214
251670,2015,54,251
251670,2016,48,208
251670,2017,49,229
251670,2018,56,229
251670,2019,65,240
251675,2012,6,59
251675,2013,0,42
251675,2014,6,49
251675,2015,3,41
251675,2016,6,42
251675,2017,5,37
251675,2018,3,39
251675,2019,4,38
251680,2012,19,116
251680,2013,0,108
251680,2014,20,116
251680,2015,22,102
251680,2016,17,85
251680,2017,27,116
251680,2018,29,88
251680,2019,31,117
251690,2012,26,182
251690,2013,0,186
251690,2014,41,181
251690,2015,46,177
251690,2016,44,170
251690,2017,52,172
251690,2018,70,187
251690,2019,54,161
251700,2012,20,120
251700,2013,0,120
251700,2014,24,146
251700,2015,21,118
251700,2016,18,117
251700,2017,21,97
251700,2018,23,138
251700,2019,21,111
251710,2012,4,36
251710,2013,0,35
251710,2014,5,35
251710,2015,5,34
251710,2016,5,29
251710,2017,4,25
251710,2018,7,37
251710,2019,4,18
251720,2012,10,46
251720,2013,0,45
251720,2014,11,49
251720,2015,20,58
251720,2016,24,59
251720,2017,18,52
251720,2018,14,42
251720,2019,18,51
251740,2012,17,45
251740,2013,0,40
251740,2014,11,43
251740,2015,12,37
251740,2016,14,32
251740,2017,10,34
251740,2018,9,34
251740,2019,8,34
260000,2012,0,1
260000,2013,0,2
260000,2014,0,1
260000,2015,0,2
260000,2016,1,6
260000,2017,5,26
260000,2018,9,32
260000,2019,2,13
260005,2012,234,1393
260005,2013,0,1532
260005,2014,278,1526
260005,2015,295,1628
260005,2016,277,1487
260005,2017,314,1519
260005,2018,336,1490
260005,2019,296,1352
260010,2012,161,669
260010,2013,0,638
260010,2014,160,653
260010,2015,169,666
260010,2016,152,580
260010,2017,143,522
260010,2018,194,623
260010,2019,183,586
260020,2012,28,295
260020,2013,0,297
260020,2014,36,305
260020,2015,47,269
260020,2016,54,284
260020,2017,32,260
260020,2018,47,268
260020,2019,47,254
260030,2012,38,337
260030,2013,0,362
260030,2014,63,356
260030,2015,54,357
260030,2016,60,323
260030,2017,49,338
260030,2018,70,351
260030,2019,66,325
260040,2012,83,611
260040,2013,0,491
260040,2014,111,551
260040,2015,92,546
260040,2016,96,491
260040,2017,100,486
260040,2018,93,451
260040,2019,92,425
260050,2012,84,831
260050,2013,0,794
260050,2014,80,765
260050,2015,71,774
260050,2016,72,672
260050,2017,93,719
260050,2018,109,780
260050,2019,100,768
260060,2012,34,177
260060,2013,0,180
260060,2014,22,174
260060,2015,26,179
260060,2016,28,191
260060,2017,28,185
260060,2018,33,199
260060,2019,28,190
260070,2012,77,555
260070,2013,0,538
260070,2014,82,611
260070,2015,94,570
260070,2016,73,457
260070,2017,84,525
260070,2018,87,532
260070,2019,100,520
260080,2012,20,230
260080,2013,0,269
260080,2014,35,239
260080,2015,38,254
260080,2016,41,235
260080,2017,48,278
260080,2018,50,245
260080,2019,59,247
260090,2012,48,356
260090,2013,0,340
260090,2014,62,337
260090,2015,51,339
260090,2016,52,312
260090,2017,55,304
260090,2018,44,294
260090,2019,52,261
260100,2012,12,160
260100,2013,0,163
260100,2014,28,157
260100,2015,21,164
260100,2016,17,144
260100,2017,23,129
260100,2018,19,150
260100,2019,24,143
260105,2012,39,329
260105,2013,0,356
260105,2014,32,314
260105,2015,56,342
260105,2016,53,289
260105,2017,51,303
260105,2018,65,299
260105,2019,57,318
260110,2012,197,1695
260110,2013,0,1516
260110,2014,235,1592
260110,2015,237,1625
260110,2016,220,1497
260110,2017,260,1501
260110,2018,289,1639
260110,2019,321,1632
260120,2012,149,1051
260120,2013,0,1153
260120,2014,211,1159
260120,2015,219,1110
260120,2016,187,1017
260120,2017,247,1158
260120,2018,236,1161
260120,2019,255,1177
260130,2012,21,181
260130,2013,0,180
260130,2014,17,167
260130,2015,33,186
260130,2016,15,148
260130,2017,31,174
260130,2018,32,182
260130,2019,28,198
260140,2012,89,765
260140,2013,0,867
260140,2014,105,852
260140,2015,118,779
260140,2016,104,721
260140,2017,109,702
260140,2018,115,710
260140,2019,113,661
260150,2012,21,150
260150,2013,0,140
260150,2014,25,152
260150,2015,26,169
260150,2016,25,148
260150,2017,26,124
260150,2018,32,158
260150,2019,29,151
260160,2012,41,383
260160,2013,0,330
260160,2014,46,355
260160,2015,52,314
260160,2016,61,338
260160,2017,42,310
260160,2018,62,316
260160,2019,54,304
260170,2012,166,1234
260170,2013,0,1181
260170,2014,233,1192
260170,2015,196,1063
260170,2016,180,1045
260170,2017,249,1158
260170,2018,278,1254
260170,2019,289,1229
260180,2012,26,233
260180,2013,0,188
260180,2014,21,189
260180,2015,41,177
260180,2016,22,151
260180,2017,35,185
260180,2018,31,196
260180,2019,30,152
260190,2012,104,733
260190,2013,0,762
260190,2014,112,762
260190,2015,158,787
260190,2016,153,677
260190,2017,173,765
260190,2018,174,783
260190,2019,199,771
260200,2012,55,586
260200,2013,0,531
260200,2014,66,501
260200,2015,84,545
260200,2016,86,551
260200,2017,72,486
260200,2018,95,578
260200,2019,100,520
260210,2012,71,648
260210,2013,0,683
260210,2014,97,667
260210,2015,103,652
260210,2016,75,564
260210,2017,84,563
260210,2018,100,505
260210,2019,81,412
260220,2012,90,487
260220,2013,0,474
260220,2014,98,479
260220,2015,99,496
260220,2016,77,392
260220,2017,114,482
260220,2018,104,452
260220,2019,116,455
260230,2012,61,580
260230,2013,0,607
260230,2014,63,611
260230,2015,103,602
260230,2016,91,601
260230,2017,114,627
260230,2018,82,618
260230,2019,105,595
260240,2012,22,190
260240,2013,0,178
260240,2014,19,179
260240,2015,30,203
260240,2016,20,161
260240,2017,29,176
260240,2018,25,160
260240,2019,33,171
260250,2012,30,120
260250,2013,0,125
260250,2014,25,112
260250,2015,24,90
260250,2016,21,82
260250,2017,13,83
260250,2018,26,112
260250,2019,25,112
260260,2012,124,789
260260,2013,0,744
260260,2014,114,702
260260,2015,129,672
260260,2016,98,607
260260,2017,113,676
260260,2018,125,735
260260,2019,142,755
260270,2012,30,182
260270,2013,0,189
260270,2014,25,185
260270,2015,22,215
260270,2016,25,175
260270,2017,31,174
260270,2018,32,198
260270,2019,37,187
260280,2012,95,964
260280,2013,0,852
260280,2014,111,879
260280,2015,98,903
260280,2016,95,834
260280,2017,119,858
260280,2018,105,890
260280,2019,112,850
260290,2012,573,3651
260290,2013,0,3419
260290,2014,561,3158
260290,2015,624,3313
260290,2016,570,3024
260290,2017,612,3091
260290,2018,626,3128
260290,2019,616,2952
260300,2012,83,550
260300,2013,0,522
260300,2014,88,569
260300,2015,91,584
260300,2016,81,512
260300,2017,110,531
260300,2018,120,546
260300,2019,93,509
260310,2012,30,242
260310,2013,0,272
260310,2014,42,233
260310,2015,57,293
260310,2016,27,229
260310,2017,43,270
260310,2018,59,294
260310,2019,55,312
260320,2012,43,460
260320,2013,0,396
260320,2014,52,411
260320,2015,56,445
260320,2016,41,381
260320,2017,71,446
260320,2018,76,414
260320,2019,68,437
260330,2012,20,153
260330,2013,0,139
260330,2014,19,142
260330,2015,17,127
260330,2016,26,147
260330,2017,20,136
260330,2018,20,130
260330,2019,29,129
260340,2012,8,122
260340,2013,0,104
260340,2014,12,83
260340,2015,12,97
260340,2016,16,89
260340,2017,18,107
260340,2018,12,71
260340,2019,9,77
260345,2012,407,2335
260345,2013,0,2358
260345,2014,488,2482
260345,2015,479,2484
260345,2016,469,2279
260345,2017,465,2237
260345,2018,456,2191
260345,2019,461,2146
260350,2012,25,210
260350,2013,0,240
260350,2014,36,201
260350,2015,37,196
260350,2016,46,224
260350,2017,31,226
260350,2018,33,189
260350,2019,50,248
260360,2012,20,122
260360,2013,0,102
260360,2014,21,131
260360,2015,20,108
260360,2016,14,106
260360,2017,14,113
260360,2018,23,133
260360,2019,29,121
260370,2012,32,359
260370,2013,0,400
260370,2014,35,370
260370,2015,63,386
260370,2016,59,346
260370,2017,56,360
260370,2018,54,351
260370,2019,45,331
260380,2012,44,300
260380,2013,0,302
260380,2014,35,289
260380,2015,47,278
260380,2016,46,287
260380,2017,36,234
260380,2018,36,244
260380,2019,56,275
260390,2012,44,274
260390,2013,0,267
260390,2014,58,284
260390,2015,65,294
260390,2016,61,257
260390,2017,64,269
260390,2018,79,260
260390,2019,85,286
260392,2012,29,301
260392,2013,0,292
260392,2014,42,305
260392,2015,40,291
260392,2016,30,279
260392,2017,41,267
260392,2018,48,278
260392,2019,40,249
260400,2012,121,1098
260400,2013,0,1103
260400,2014,203,1103
260400,2015,249,1174
260400,2016,190,949
260400,2017,222,1081
260400,2018,227,1007
260400,2019,224,1018
260410,2012,1049,5575
260410,2013,0,5711
260410,2014,1266,5738
260410,2015,1286,5871
260410,2016,1136,5085
260410,2017,1386,5678
260410,2018,1538,5962
260410,2019,1512,6031
260415,2012,23,178
260415,2013,0,197
260415,2014,28,166
260415,2015,39,186
260415,2016,21,141
260415,2017,30,167
260415,2018,44,213
260415,2019,40,177
260420,2012,78,576
260420,2013,0,588
260420,2014,101,593
260420,2015,90,559
260420,2016,94,549
260420,2017,107,566
260420,2018,89,526
260420,2019,88,462
260430,2012,26,186
260430,2013,0,176
260430,2014,20,155
260430,2015,24,189
260430,2016,25,166
260430,2017,28,141
260430,2018,29,169
260430,2019,29,165
260440,2012,20,207
260440,2013,0,223
260440,2014,46,216
260440,2015,53,233
260440,2016,43,212
260440,2017,48,225
260440,2018,45,196
260440,2019,47,243
260450,2012,39,316
260450,2013,0,292
260450,2014,62,326
260450,2015,57,337
260450,2016,55,285
260450,2017,62,300
260450,2018,91,341
260450,2019,74,307
260460,2012,58,422
260460,2013,0,376
260460,2014,50,374
260460,2015,80,438
260460,2016,69,385
260460,2017,57,340
260460,2018,70,373
260460,2019,62,370
260470,2012,25,230
260470,2013,0,224
260470,2014,36,216
260470,2015,34,270
260470,2016,46,220
260470,2017,46,245
260470,2018,32,240
260470,2019,47,221
260480,2012,31,232
260480,2013,0,220
260480,2014,42,217
260480,2015,32,239
260480,2016,36,196
260480,2017,39,193
260480,2018,41,196
260480,2019,19,160
260490,2012,38,229
260490,2013,0,209
260490,2014,34,197
260490,2015,36,184
260490,2016,38,143
260490,2017,33,153
260490,2018,44,167
260490,2019,43,183
260500,2012,55,415
260500,2013,0,344
260500,2014,80,395
260500,2015,59,393
260500,2016,67,354
260500,2017,75,383
260500,2018,57,339
260500,2019,63,320
260510,2012,100,594
260510,2013,0,616
260510,2014,94,533
260510,2015,110,575
260510,2016,87,468
260510,2017,96,517
260510,2018,107,529
260510,2019,118,461
260515,2012,27,261
260515,2013,0,285
260515,2014,27,243
260515,2015,31,250
260515,2016,34,223
260515,2017,45,247
260515,2018,44,252
260515,2019,56,250
260520,2012,150,1204
260520,2013,0,1548
260520,2014,294,1578
260520,2015,203,1147
260520,2016,181,1015
260520,2017,210,981
260520,2018,219,910
260520,2019,203,870
260530,2012,76,550
260530,2013,0,521
260530,2014,81,506
260530,2015,72,504
260530,2016,91,434
260530,2017,88,467
260530,2018,105,532
260530,2019,98,511
260540,2012,56,295
260540,2013,0,288
260540,2014,62,297
260540,2015,85,341
260540,2016,93,304
260540,2017,82,335
260540,2018,83,319
260540,2019,84,316
260545,2012,3,20
260545,2013,0,16
260545,2014,3,22
260545,2015,4,19
260545,2016,2,26
260545,2017,4,23
260545,2018,7,24
260545,2019,8,32
260550,2012,34,191
260550,2013,0,151
260550,2014,18,118
260550,2015,26,147
260550,2016,32,163
260550,2017,32,147
260550,2018,25,124
260550,2019,25,149
260560,2012,41,308
260560,2013,0,264
260560,2014,44,262
260560,2015,46,275
260560,2016,36,227
260560,2017,48,262
260560,2018,44,234
260560,2019,66,269
260570,2012,57,506
260570,2013,0,480
260570,2014,72,461
260570,2015,62,471
260570,2016,59,430
260570,2017,75,456
260570,2018,93,515
260570,2019,83,485
260580,2012,24,177
260580,2013,0,143
260580,2014,28,142
260580,2015,38,143
260580,2016,24,133
260580,2017,23,140
260580,2018,38,166
260580,2019,31,157
260590,2012,44,384
260590,2013,0,420
260590,2014,54,373
260590,2015,61,401
260590,2016,59,362
260590,2017,65,357
260590,2018,63,312
260590,2019,51,267
260600,2012,387,2344
260600,2013,0,2355
260600,2014,488,2360
260600,2015,503,2489
260600,2016,484,2179
260600,2017,516,2248
260600,2018,576,2313
260600,2019,550,2268
260610,2012,63,432
260610,2013,0,394
260610,2014,74,381
260610,2015,72,424
260610,2016,66,356
260610,2017,96,444
260610,2018,94,415
260610,2019,98,364
260620,2012,192,1238
260620,2013,0,1237
260620,2014,193,1308
260620,2015,240,1263
260620,2016,211,1151
260620,2017,229,1183
260620,2018,242,1216
260620,2019,227,1146
260630,2012,14,114
260630,2013,0,92
260630,2014,15,116
260630,2015,16,103
260630,2016,15,109
260630,2017,19,95
260630,2018,18,126
260630,2019,21,108
260640,2012,150,1180
260640,2013,0,1133
260640,2014,256,1266
260640,2015,236,1159
260640,2016,238,1060
260640,2017,244,1046
260640,2018,261,1140
260640,2019,293,1137
260650,2012,29,296
260650,2013,0,303
260650,2014,32,302
260650,2015,51,313
260650,2016,32,249
260650,2017,42,278
260650,2018,56,324
260650,2019,41,270
260660,2012,44,519
260660,2013,0,432
260660,2014,64,473
260660,2015,51,468
260660,2016,59,423
260660,2017,71,484
260660,2018,69,456
260660,2019,62,441
260670,2012,6,91
260670,2013,0,102
260670,2014,14,95
260670,2015,9,89
260670,2016,15,82
260670,2017,16,96
260670,2018,13,99
260670,2019,17,102
260680,2012,228,1514
260680,2013,0,1635
260680,2014,327,1684
260680,2015,315,1734
260680,2016,288,1563
260680,2017,278,1544
260680,2018,316,1631
260680,2019,314,1569
260690,2012,34,155
260690,2013,0,145
260690,2014,25,165
260690,2015,45,171
260690,2016,30,132
260690,2017,32,150
260690,2018,38,130
260690,2019,40,129
260700,2012,19,342
260700,2013,0,352
260700,2014,27,334
260700,2015,25,282
260700,2016,27,336
260700,2017,37,331
260700,2018,62,380
260700,2019,37,330
260710,2012,17,69
260710,2013,0,50
260710,2014,12,58
260710,2015,17,56
260710,2016,15,65
260710,2017,19,54
260710,2018,17,65
260710,2019,23,74
260720,2012,230,1632
260720,2013,0,1599
260720,2014,236,1576
260720,2015,265,1697
260720,2016,281,1562
260720,2017,298,1743
260720,2018,343,1800
260720,2019,332,1731
260730,2012,67,647
260730,2013,0,514
260730,2014,67,509
260730,2015,67,533
260730,2016,83,563
260730,2017,74,490
260730,2018,91,503
260730,2019,102,542
260740,2012,8,72
260740,2013,0,89
260740,2014,13,81
260740,2015,10,77
260740,2016,11,80
260740,2017,11,77
260740,2018,8,72
260740,2019,12,68
260750,2012,42,409
260750,2013,0,357
260750,2014,34,352
260750,2015,41,373
260750,2016,31,325
260750,2017,51,340
260750,2018,51,401
260750,2019,51,359
260760,2012,52,314
260760,2013,0,326
260760,2014,50,297
260760,2015,57,339
260760,2016,61,317
260760,2017,52,331
260760,2018,58,328
260760,2019,65,331
260765,2012,77,538
260765,2013,0,435
260765,2014,74,472
260765,2015,79,501
260765,2016,57,437
260765,2017,67,409
260765,2018,72,437
260765,2019,63,378
260770,2012,43,220
260770,2013,0,194
260770,2014,45,201
260770,2015,57,193
260770,2016,56,187
260770,2017,51,167
260770,2018,72,202
260770,2019,61,177
260775,2012,42,357
260775,2013,0,360
260775,2014,54,363
260775,2015,72,441
260775,2016,59,366
260775,2017,66,324
260775,2018,62,375
260775,2019,60,364
260780,2012,30,269
260780,2013,0,249
260780,2014,26,258
260780,2015,43,289
260780,2016,31,209
260780,2017,39,242
260780,2018,46,242
260780,2019,31,231
260790,2012,1639,9380
260790,2013,0,9711
260790,2014,1751,9819
260790,2015,1881,10051
260790,2016,1685,8880
260790,2017,2003,9591
260790,2018,2015,9688
260790,2019,1988,9235
260795,2012,20,184
260795,2013,0,169
260795,2014,31,210
260795,2015,33,188
260795,2016,43,238
260795,2017,28,193
260795,2018,33,180
260795,2019,31,161
260800,2012,27,292
260800,2013,0,279
260800,2014,32,287
260800,2015,40,294
260800,2016,23,217
260800,2017,27,242
260800,2018,27,235
260800,2019,40,250
260805,2012,22,259
260805,2013,0,234
260805,2014,28,242
260805,2015,27,219
260805,2016,22,213
260805,2017,22,223
260805,2018,23,198
260805,2019,26,212
260810,2012,63,374
260810,2013,0,375
260810,2014,68,359
260810,2015,71,378
260810,2016,64,306
260810,2017,74,353
260810,2018,93,373
260810,2019,71,321
260820,2012,32,282
260820,2013,0,265
260820,2014,39,247
260820,2015,64,331
260820,2016,46,266
260820,2017,56,281
260820,2018,47,208
260820,2019,52,202
260825,2012,19,164
260825,2013,0,170
260825,2014,35,192
260825,2015,44,211
260825,2016,39,182
260825,2017,46,174
260825,2018,43,175
260825,2019,39,199
260830,2012,31,268
260830,2013,0,274
260830,2014,49,299
260830,2015,44,320
260830,2016,39,246
260830,2017,51,279
260830,2018,58,302
260830,2019,62,277
260840,2012,23,233
260840,2013,0,222
260840,2014,25,194
260840,2015,22,203
260840,2016,23,215
260840,2017,24,217
260840,2018,41,243
260840,2019,32,209
260845,2012,39,244
260845,2013,0,240
260845,2014,36,237
260845,2015,48,254
260845,2016,47,216
260845,2017,48,233
260845,2018,57,251
260845,2019,60,232
260850,2012,55,388
260850,2013,0,372
260850,2014,65,395
260850,2015,74,374
260850,2016,65,334
260850,2017,62,347
260850,2018,84,316
260850,2019,68,308
260860,2012,24,186
260860,2013,0,172
260860,2014,20,159
260860,2015,34,209
260860,2016,16,160
260860,2017,33,193
260860,2018,42,186
260860,2019,25,172
260870,2012,21,181
260870,2013,0,216
260870,2014,28,192
260870,2015,37,220
260870,2016,27,176
260870,2017,31,191
260870,2018,50,216
260870,2019,35,200
260875,2012,39,410
260875,2013,0,381
260875,2014,46,379
260875,2015,48,387
260875,2016,47,357
260875,2017,61,370
260875,2018,50,397
260875,2019,67,387
260880,2012,76,639
260880,2013,0,669
260880,2014,125,706
260880,2015,130,710
260880,2016,121,642
260880,2017,108,638
260880,2018,137,685
260880,2019,122,652
260890,2012,173,847
260890,2013,0,795
260890,2014,181,810
260890,2015,210,830
260890,2016,184,741
260890,2017,152,781
260890,2018,186,769
260890,2019,202,743
260900,2012,47,374
260900,2013,0,393
260900,2014,47,387
260900,2015,59,407
260900,2016,72,364
260900,2017,66,382
260900,2018,62,393
260900,2019,60,360
260910,2012,22,185
260910,2013,0,173
260910,2014,23,189
260910,2015,40,204
260910,2016,27,177
260910,2017,43,212
260910,2018,36,196
260910,2019,32,205
260915,2012,19,321
260915,2013,0,275
260915,2014,18,238
260915,2015,27,278
260915,2016,29,253
260915,2017,29,248
260915,2018,31,284
260915,2019,35,270
260920,2012,38,258
260920,2013,0,220
260920,2014,36,231
260920,2015,51,209
260920,2016,26,175
260920,2017,55,240
260920,2018,62,247
260920,2019,59,223
260930,2012,36,295
260930,2013,0,290
260930,2014,42,238
260930,2015,57,261
260930,2016,44,252
260930,2017,43,246
260930,2018,47,256
260930,2019,68,260
260940,2012,60,829
260940,2013,0,815
260940,2014,141,833
260940,2015,152,818
260940,2016,122,733
260940,2017,136,758
260940,2018,165,788
260940,2019,164,764
260950,2012,56,454
260950,2013,0,456
260950,2014,85,482
260950,2015,80,469
260950,2016,71,433
260950,2017,68,434
260950,2018,84,425
260950,2019,81,403
260960,2012,1118,6005
260960,2013,0,6019
260960,2014,1154,6048
260960,2015,1184,6157
260960,2016,1127,5612
260960,2017,1086,5671
260960,2018,1083,5493
260960,2019,1079,5258
260970,2012,51,284
260970,2013,0,289
260970,2014,43,300
260970,2015,51,256
260970,2016,38,253
260970,2017,48,263
260970,2018,57,293
260970,2019,63,265
260980,2012,19,255
260980,2013,0,276
260980,2014,26,304
260980,2015,45,290
260980,2016,31,279
260980,2017,50,282
260980,2018,38,240
260980,2019,44,288
260990,2012,151,1134
260990,2013,0,1127
260990,2014,226,1227
260990,2015,232,1186
260990,2016,194,1059
260990,2017,239,1086
260990,2018,253,1123
260990,2019,255,1108
261000,2012,178,1172
261000,2013,0,1165
261000,2014,356,1757
