CODMUNRES,ano_nasc,Qtd_Maior35,Qtd_Total
316080,2016,6,69
316080,2017,10,66
316080,2018,10,75
316080,2019,9,75
316090,2012,0,29
316090,2013,4,48
316090,2014,9,42
316090,2015,14,50
316090,2016,6,44
316090,2017,12,42
316090,2018,8,30
316090,2019,5,29
316095,2012,9,75
316095,2013,9,71
316095,2014,5,81
316095,2015,8,89
316095,2016,11,85
316095,2017,17,96
316095,2018,2,78
316095,2019,18,103
316100,2012,29,212
316100,2013,28,185
316100,2014,28,191
316100,2015,26,190
316100,2016,23,149
316100,2017,36,174
316100,2018,41,166
316100,2019,30,152
316105,2012,4,32
316105,2013,5,34
316105,2014,6,39
316105,2015,4,36
316105,2016,6,37
316105,2017,3,41
316105,2018,4,48
316105,2019,2,32
316110,2012,75,812
316110,2013,73,864
316110,2014,75,894
316110,2015,100,939
316110,2016,71,754
316110,2017,93,837
316110,2018,104,846
316110,2019,111,787
316120,2012,3,65
316120,2013,8,66
316120,2014,10,54
316120,2015,9,65
316120,2016,10,61
316120,2017,14,76
316120,2018,12,75
316120,2019,12,75
316130,2012,4,72
316130,2013,4,75
316130,2014,5,57
316130,2015,4,72
316130,2016,8,62
316130,2017,8,81
316130,2018,6,68
316130,2019,5,43
316140,2012,3,56
316140,2013,5,35
316140,2014,6,58
316140,2015,7,56
316140,2016,5,41
316140,2017,5,47
316140,2018,11,46
316140,2019,8,49
316150,2012,10,92
316150,2013,6,83
316150,2014,8,100
316150,2015,14,97
316150,2016,8,95
316150,2017,10,93
316150,2018,16,96
316150,2019,20,107
316160,2012,2,49
316160,2013,6,59
316160,2014,5,35
316160,2015,6,40
316160,2016,10,52
316160,2017,6,43
316160,2018,5,47
316160,2019,5,31
316165,2012,1,37
316165,2013,5,36
316165,2014,9,39
316165,2015,5,38
316165,2016,5,38
316165,2017,4,39
316165,2018,4,38
316165,2019,11,48
316170,2012,5,44
316170,2013,4,59
316170,2014,3,57
316170,2015,10,75
316170,2016,6,55
316170,2017,8,59
316170,2018,17,74
316170,2019,10,64
316180,2012,17,150
316180,2013,17,141
316180,2014,19,140
316180,2015,15,141
316180,2016,25,144
316180,2017,22,121
316180,2018,20,145
316180,2019,25,144
316190,2012,12,122
316190,2013,20,135
316190,2014,19,139
316190,2015,21,148
316190,2016,20,137
316190,2017,24,147
316190,2018,23,138
316190,2019,27,160
316200,2012,35,343
316200,2013,39,367
316200,2014,26,350
316200,2015,38,332
316200,2016,40,378
316200,2017,46,290
316200,2018,49,329
316200,2019,51,340
316210,2012,44,537
316210,2013,41,551
316210,2014,43,593
316210,2015,44,628
316210,2016,46,631
316210,2017,61,689
316210,2018,89,794
316210,2019,86,760
316220,2012,7,75
316220,2013,12,78
316220,2014,7,85
316220,2015,10,79
316220,2016,10,87
316220,2017,14,89
316220,2018,15,89
316220,2019,11,80
316225,2012,2,40
316225,2013,5,54
316225,2014,2,38
316225,2015,4,44
316225,2016,7,34
316225,2017,6,39
316225,2018,8,70
316225,2019,6,63
316230,2012,3,31
316230,2013,1,31
316230,2014,2,22
316230,2015,0,29
316230,2016,4,25
316230,2017,7,38
316230,2018,6,36
316230,2019,5,31
316240,2012,31,294
316240,2013,19,309
316240,2014,34,289
316240,2015,26,247
316240,2016,31,237
316240,2017,34,298
316240,2018,46,245
316240,2019,38,261
316245,2012,28,255
316245,2013,19,255
316245,2014,23,291
316245,2015,26,278
316245,2016,17,271
316245,2017,23,264
316245,2018,34,300
316245,2019,26,246
316250,2012,142,932
316250,2013,163,998
316250,2014,157,951
316250,2015,160,993
316250,2016,188,1006
316250,2017,192,974
316250,2018,215,1008
316250,2019,184,987
316255,2012,15,189
316255,2013,12,158
316255,2014,22,164
316255,2015,14,199
316255,2016,19,160
316255,2017,14,174
316255,2018,27,223
316255,2019,22,171
316257,2012,6,53
316257,2013,3,69
316257,2014,4,65
316257,2015,8,84
316257,2016,7,82
316257,2017,10,80
316257,2018,4,83
316257,2019,8,83
316260,2012,8,97
316260,2013,7,79
316260,2014,13,106
316260,2015,11,106
316260,2016,12,90
316260,2017,18,119
316260,2018,20,124
316260,2019,20,116
316265,2012,4,36
316265,2013,8,45
316265,2014,3,42
316265,2015,3,49
316265,2016,4,38
316265,2017,4,40
316265,2018,7,41
316265,2019,4,47
316270,2012,33,260
316270,2013,45,282
316270,2014,38,273
316270,2015,41,278
316270,2016,32,262
316270,2017,45,243
316270,2018,44,270
316270,2019,47,254
316280,2012,20,200
316280,2013,29,182
316280,2014,25,207
316280,2015,28,196
316280,2016,30,201
316280,2017,37,212
316280,2018,35,196
316280,2019,46,241
316290,2012,45,285
316290,2013,40,256
316290,2014,30,314
316290,2015,48,324
316290,2016,40,300
316290,2017,43,291
316290,2018,45,296
316290,2019,47,294
316292,2012,37,388
316292,2013,44,378
316292,2014,51,415
316292,2015,47,393
316292,2016,54,371
316292,2017,65,420
316292,2018,56,371
316292,2019,79,453
316294,2012,13,74
316294,2013,13,78
316294,2014,7,70
316294,2015,17,87
316294,2016,10,80
316294,2017,10,94
316294,2018,16,109
316294,2019,13,91
316295,2012,33,263
316295,2013,43,322
316295,2014,53,323
316295,2015,56,353
316295,2016,46,320
316295,2017,48,343
316295,2018,59,367
316295,2019,76,345
316300,2012,5,60
316300,2013,8,56
316300,2014,6,55
316300,2015,11,66
316300,2016,4,53
316300,2017,6,60
316300,2018,7,65
316300,2019,6,63
316310,2012,6,44
316310,2013,4,33
316310,2014,9,49
316310,2015,10,65
316310,2016,5,38
316310,2017,5,42
316310,2018,5,32
316310,2019,8,53
316320,2012,4,45
316320,2013,1,45
316320,2014,3,56
316320,2015,8,51
316320,2016,9,51
316320,2017,7,56
316320,2018,8,50
316320,2019,11,59
316330,2012,2,46
316330,2013,4,43
316330,2014,4,48
316330,2015,3,40
316330,2016,5,65
316330,2017,5,49
316330,2018,4,47
316330,2019,2,34
316340,2012,11,70
316340,2013,7,61
316340,2014,8,59
316340,2015,8,61
316340,2016,5,52
316340,2017,8,49
316340,2018,11,43
316340,2019,6,62
316350,2012,8,72
316350,2013,3,48
316350,2014,10,53
316350,2015,7,69
316350,2016,9,59
316350,2017,18,74
316350,2018,12,84
316350,2019,8,45
316360,2012,3,34
316360,2013,1,34
316360,2014,6,37
316360,2015,2,37
316360,2016,4,44
316360,2017,4,38
316360,2018,4,36
316360,2019,3,44
316370,2012,66,532
316370,2013,63,515
316370,2014,77,560
316370,2015,84,568
316370,2016,77,546
316370,2017,83,539
316370,2018,96,543
316370,2019,95,500
316380,2012,7,75
316380,2013,9,62
316380,2014,9,78
316380,2015,7,62
316380,2016,12,69
316380,2017,7,59
316380,2018,11,58
316380,2019,7,58
316390,2012,4,55
316390,2013,9,47
316390,2014,0,40
316390,2015,8,40
316390,2016,6,53
316390,2017,7,61
316390,2018,5,39
316390,2019,10,55
316400,2012,8,77
316400,2013,7,98
316400,2014,15,84
316400,2015,9,78
316400,2016,16,80
316400,2017,11,77
316400,2018,13,80
316400,2019,18,89
316410,2012,8,57
316410,2013,8,64
316410,2014,6,54
316410,2015,9,64
316410,2016,7,51
316410,2017,12,66
316410,2018,3,64
316410,2019,18,63
316420,2012,9,127
316420,2013,11,113
316420,2014,11,129
316420,2015,13,135
316420,2016,8,110
316420,2017,12,118
316420,2018,10,114
316420,2019,9,95
316430,2012,9,54
316430,2013,7,53
316430,2014,8,55
316430,2015,6,67
316430,2016,7,47
316430,2017,12,63
316430,2018,15,86
316430,2019,10,70
316440,2012,9,72
316440,2013,5,69
316440,2014,9,79
316440,2015,7,81
316440,2016,6,62
316440,2017,11,84
316440,2018,12,70
316440,2019,11,72
316443,2012,5,44
316443,2013,4,24
316443,2014,5,30
316443,2015,2,33
316443,2016,5,19
316443,2017,3,21
316443,2018,3,21
316443,2019,6,39
316447,2012,8,94
316447,2013,10,94
316447,2014,9,100
316447,2015,6,85
316447,2016,13,78
316447,2017,8,79
316447,2018,9,104
316447,2019,11,85
316450,2012,9,101
316450,2013,13,99
316450,2014,16,107
316450,2015,11,99
316450,2016,17,86
316450,2017,6,92
316450,2018,17,102
316450,2019,19,107
316460,2012,4,71
316460,2013,12,79
316460,2014,14,110
316460,2015,17,113
316460,2016,12,103
316460,2017,11,116
316460,2018,18,139
316460,2019,16,137
316470,2012,96,827
316470,2013,126,893
316470,2014,109,854
316470,2015,127,954
316470,2016,120,821
316470,2017,140,923
316470,2018,153,939
316470,2019,172,965
316480,2012,7,24
316480,2013,5,15
316480,2014,3,17
316480,2015,5,17
316480,2016,3,13
316480,2017,2,15
316480,2018,1,5
316480,2019,1,9
316490,2012,2,17
316490,2013,1,26
316490,2014,2,29
316490,2015,2,16
316490,2016,3,18
316490,2017,1,17
316490,2018,5,24
316490,2019,6,24
316500,2012,17,103
316500,2013,12,117
316500,2014,20,115
316500,2015,20,129
316500,2016,12,90
316500,2017,17,129
316500,2018,19,112
316500,2019,25,116
316510,2012,9,84
316510,2013,8,80
316510,2014,9,98
316510,2015,11,95
316510,2016,19,87
316510,2017,7,66
316510,2018,13,83
316510,2019,15,84
316520,2012,8,73
316520,2013,9,80
316520,2014,7,66
316520,2015,9,68
316520,2016,11,78
316520,2017,5,69
316520,2018,13,70
316520,2019,14,91
316530,2012,15,78
316530,2013,8,37
316530,2014,10,92
316530,2015,3,77
316530,2016,11,84
316530,2017,10,78
316530,2018,18,80
316530,2019,8,79
316540,2012,6,66
316540,2013,8,70
316540,2014,9,80
316540,2015,6,76
316540,2016,5,69
316540,2017,7,76
316540,2018,9,73
316540,2019,10,73
316550,2012,7,75
316550,2013,6,68
316550,2014,10,86
316550,2015,7,74
316550,2016,16,78
316550,2017,9,78
316550,2018,9,56
316550,2019,13,80
316553,2012,51,437
316553,2013,55,498
316553,2014,76,495
316553,2015,86,582
316553,2016,75,527
316553,2017,87,543
316553,2018,90,545
316553,2019,91,516
316555,2012,18,185
316555,2013,24,189
316555,2014,22,166
316555,2015,13,171
316555,2016,23,134
316555,2017,24,170
316555,2018,20,141
316555,2019,22,148
316556,2012,0,18
316556,2013,1,16
316556,2014,4,20
316556,2015,3,14
316556,2016,5,18
316556,2017,2,22
316556,2018,1,10
316556,2019,3,19
316557,2012,7,85
316557,2013,5,80
316557,2014,11,87
316557,2015,13,94
316557,2016,14,109
316557,2017,7,101
316557,2018,15,101
316557,2019,10,109
316560,2012,4,30
316560,2013,1,26
316560,2014,7,34
316560,2015,2,32
316560,2016,6,28
316560,2017,3,26
316560,2018,2,20
316560,2019,1,25
316570,2012,9,78
316570,2013,15,75
316570,2014,10,82
316570,2015,11,85
316570,2016,12,77
316570,2017,15,91
316570,2018,12,89
316570,2019,10,86
316580,2012,4,14
316580,2013,1,10
316580,2014,2,14
316580,2015,3,15
316580,2016,0,6
316580,2017,2,11
316580,2018,2,10
316580,2019,1,11
316590,2012,4,46
316590,2013,8,43
316590,2014,12,36
316590,2015,1,34
316590,2016,11,45
316590,2017,8,39
316590,2018,7,37
316590,2019,8,40
316600,2012,10,62
316600,2013,4,47
316600,2014,10,61
316600,2015,16,72
316600,2016,12,63
316600,2017,4,43
316600,2018,9,55
316600,2019,13,58
316610,2012,7,36
316610,2013,9,35
316610,2014,7,47
316610,2015,11,45
316610,2016,8,46
316610,2017,7,32
316610,2018,3,40
316610,2019,5,44
316620,2012,21,92
316620,2013,10,66
316620,2014,19,92
316620,2015,19,83
316620,2016,16,83
316620,2017,13,106
316620,2018,17,78
316620,2019,14,94
316630,2012,9,96
316630,2013,10,79
316630,2014,6,99
316630,2015,15,106
316630,2016,7,109
316630,2017,9,87
316630,2018,9,103
316630,2019,11,108
316640,2012,4,17
316640,2013,3,14
316640,2014,2,15
316640,2015,2,15
316640,2016,2,16
316640,2017,1,18
316640,2018,4,23
316640,2019,5,26
316650,2012,7,60
316650,2013,2,50
316650,2014,5,41
316650,2015,4,56
316650,2016,8,64
316650,2017,4,44
316650,2018,3,58
316650,2019,6,56
316660,2012,1,9
316660,2013,1,8
316660,2014,2,9
316660,2015,0,4
316660,2016,0,6
316660,2017,0,4
316660,2018,0,7
316660,2019,0,6
316670,2012,6,96
316670,2013,10,105
316670,2014,8,90
316670,2015,5,83
316670,2016,10,91
316670,2017,10,75
316670,2018,7,80
316670,2019,12,95
316680,2012,14,123
316680,2013,11,126
316680,2014,10,134
316680,2015,13,169
316680,2016,17,138
316680,2017,27,177
316680,2018,15,174
316680,2019,31,178
316690,2012,9,91
316690,2013,14,94
316690,2014,18,104
316690,2015,13,109
316690,2016,11,88
316690,2017,12,92
316690,2018,15,104
316690,2019,10,85
316695,2012,2,42
316695,2013,7,59
316695,2014,7,52
316695,2015,6,50
316695,2016,5,43
316695,2017,2,43
316695,2018,3,40
316695,2019,6,49
316700,2012,1,19
316700,2013,4,19
316700,2014,1,16
316700,2015,0,12
316700,2016,1,27
316700,2017,3,28
316700,2018,2,17
316700,2019,2,20
316710,2012,30,228
316710,2013,32,245
316710,2014,42,266
316710,2015,37,270
316710,2016,46,280
316710,2017,41,264
316710,2018,43,266
316710,2019,61,261
316720,2012,438,2906
316720,2013,407,2934
316720,2014,473,2990
316720,2015,493,2985
316720,2016,481,2599
316720,2017,500,2719
316720,2018,552,2821
316720,2019,567,2677
316730,2012,2,19
316730,2013,1,26
316730,2014,1,23
316730,2015,3,23
316730,2016,2,23
316730,2017,4,28
316730,2018,1,20
316730,2019,4,20
316740,2012,1,51
316740,2013,4,59
316740,2014,12,67
316740,2015,6,59
316740,2016,13,78
316740,2017,8,52
316740,2018,18,70
316740,2019,11,64
316750,2012,2,33
316750,2013,3,23
316750,2014,6,40
316750,2015,8,35
316750,2016,3,22
316750,2017,8,33
316750,2018,3,21
316750,2019,6,30
316760,2012,22,269
316760,2013,17,268
316760,2014,24,265
316760,2015,22,281
316760,2016,20,297
316760,2017,39,308
316760,2018,32,336
316760,2019,46,364
316770,2012,6,60
316770,2013,5,56
316770,2014,9,57
316770,2015,5,61
316770,2016,6,55
316770,2017,10,59
316770,2018,8,56
316770,2019,9,55
316780,2012,9,61
316780,2013,5,69
316780,2014,11,65
316780,2015,10,67
316780,2016,7,72
316780,2017,8,62
316780,2018,9,58
316780,2019,5,55
316790,2012,4,31
316790,2013,2,25
316790,2014,6,51
316790,2015,6,35
316790,2016,9,39
316790,2017,3,35
316790,2018,10,51
316790,2019,5,43
316800,2012,49,468
316800,2013,52,418
316800,2014,63,490
316800,2015,58,447
316800,2016,55,443
316800,2017,68,478
316800,2018,61,432
316800,2019,60,448
316805,2012,3,40
316805,2013,1,36
316805,2014,2,37
316805,2015,2,51
316805,2016,2,47
316805,2017,6,36
316805,2018,2,40
316805,2019,5,37
316810,2012,2,56
316810,2013,4,38
316810,2014,4,33
316810,2015,3,45
316810,2016,6,52
316810,2017,7,46
316810,2018,7,62
316810,2019,12,62
316820,2012,4,15
316820,2013,1,12
316820,2014,0,8
316820,2015,1,12
316820,2016,3,8
316820,2017,3,13
316820,2018,1,10
316820,2019,0,15
316830,2012,7,38
316830,2013,5,34
316830,2014,8,42
316830,2015,4,34
316830,2016,9,36
316830,2017,3,38
316830,2018,9,38
316830,2019,12,48
316840,2012,10,138
316840,2013,24,149
316840,2014,17,184
316840,2015,20,159
316840,2016,13,138
316840,2017,25,139
316840,2018,24,148
316840,2019,15,116
316850,2012,20,128
316850,2013,12,123
316850,2014,24,116
316850,2015,18,126
316850,2016,21,101
316850,2017,25,120
316850,2018,24,113
316850,2019,18,115
316860,2012,186,1796
316860,2013,224,1824
316860,2014,281,1946
316860,2015,271,1923
316860,2016,266,1824
316860,2017,321,1964
316860,2018,324,2007
316860,2019,323,1879
316870,2012,157,1098
316870,2013,174,1083
316870,2014,173,1096
316870,2015,178,1106
316870,2016,177,980
316870,2017,181,980
316870,2018,191,1031
316870,2019,200,961
316880,2012,12,72
316880,2013,9,77
316880,2014,12,90
316880,2015,9,84
316880,2016,13,104
316880,2017,11,82
316880,2018,9,74
316880,2019,20,87
316890,2012,9,48
316890,2013,3,47
316890,2014,8,64
316890,2015,4,71
316890,2016,6,62
316890,2017,10,78
316890,2018,15,77
316890,2019,17,87
316900,2012,24,193
316900,2013,28,202
316900,2014,19,198
316900,2015,21,196
316900,2016,25,182
316900,2017,26,214
316900,2018,27,189
316900,2019,26,187
316905,2012,3,33
316905,2013,3,21
316905,2014,12,39
316905,2015,7,28
316905,2016,5,29
316905,2017,8,34
316905,2018,8,42
316905,2019,5,38
316910,2012,7,93
316910,2013,8,65
316910,2014,11,72
316910,2015,5,48
316910,2016,8,70
316910,2017,5,64
316910,2018,10,55
316910,2019,16,92
316920,2012,12,104
316920,2013,16,89
316920,2014,19,114
316920,2015,14,100
316920,2016,17,96
316920,2017,8,88
316920,2018,17,99
316920,2019,16,84
316930,2012,103,1031
316930,2013,121,1004
316930,2014,148,1077
316930,2015,148,1068
316930,2016,152,1026
316930,2017,159,1077
316930,2018,192,1085
316930,2019,166,1010
316935,2012,58,391
316935,2013,58,374
316935,2014,62,381
316935,2015,57,399
316935,2016,62,366
316935,2017,56,340
316935,2018,63,379
316935,2019,73,379
316940,2012,95,775
316940,2013,109,745
316940,2014,115,712
316940,2015,103,752
316940,2016,106,657
316940,2017,109,709
316940,2018,118,733
316940,2019,130,692
316950,2012,12,91
316950,2013,5,69
316950,2014,5,66
316950,2015,6,89
316950,2016,9,75
316950,2017,8,81
316950,2018,7,72
316950,2019,8,76
316960,2012,7,178
316960,2013,16,250
316960,2014,12,243
316960,2015,17,255
316960,2016,17,221
316960,2017,26,276
316960,2018,21,216
316960,2019,23,251
316970,2012,29,256
316970,2013,26,246
316970,2014,25,233
316970,2015,29,212
316970,2016,30,225
316970,2017,36,241
316970,2018,24,178
316970,2019,49,250
316980,2012,3,48
316980,2013,8,51
316980,2014,7,71
316980,2015,6,64
316980,2016,7,53
316980,2017,7,50
316980,2018,14,75
316980,2019,8,64
316990,2012,174,1378
316990,2013,154,1329
316990,2014,171,1315
316990,2015,197,1405
316990,2016,153,1159
316990,2017,189,1262
316990,2018,198,1275
316990,2019,239,1342
317000,2012,11,154
317000,2013,16,165
317000,2014,18,134
317000,2015,16,147
317000,2016,17,156
317000,2017,20,132
317000,2018,20,145
317000,2019,17,133
317005,2012,12,155
317005,2013,16,157
317005,2014,13,174
317005,2015,25,177
317005,2016,15,133
317005,2017,17,137
317005,2018,22,156
317005,2019,23,155
317010,2012,498,4031
317010,2013,505,4167
317010,2014,568,4287
317010,2015,656,4443
317010,2016,614,4134
317010,2017,682,4255
317010,2018,780,4188
317010,2019,744,4187
317020,2012,1059,8824
317020,2013,1047,9006
317020,2014,1162,9474
317020,2015,1326,9687
317020,2016,1275,9247
317020,2017,1498,9639
317020,2018,1570,9685
317020,2019,1679,9676
317030,2012,1,34
317030,2013,6,39
317030,2014,3,43
317030,2015,5,41
317030,2016,5,28
317030,2017,1,45
317030,2018,3,36
317030,2019,4,40
317040,2012,113,1129
317040,2013,133,1128
317040,2014,142,1216
317040,2015,166,1134
317040,2016,138,1068
317040,2017,171,1256
317040,2018,185,1212
317040,2019,194,1214
317043,2012,5,53
317043,2013,6,60
317043,2014,5,57
317043,2015,3,52
317043,2016,1,38
317043,2017,3,46
317043,2018,8,40
317043,2019,3,40
317047,2012,7,38
317047,2013,6,40
317047,2014,5,45
317047,2015,5,43
317047,2016,2,26
317047,2017,4,38
317047,2018,2,35
317047,2019,6,24
317050,2012,14,136
317050,2013,14,130
317050,2014,17,136
317050,2015,17,124
317050,2016,13,124
317050,2017,16,132
317050,2018,22,140
317050,2019,13,139
317052,2012,10,128
317052,2013,7,132
317052,2014,12,140
317052,2015,17,145
317052,2016,12,127
317052,2017,12,99
317052,2018,10,122
317052,2019,17,107
317057,2012,12,89
317057,2013,9,84
317057,2014,6,68
317057,2015,9,69
317057,2016,6,58
317057,2017,9,61
317057,2018,12,79
317057,2019,6,69
317060,2012,1,21
317060,2013,4,27
317060,2014,2,19
317060,2015,2,23
317060,2016,1,13
317060,2017,6,30
317060,2018,7,22
317060,2019,4,22
317065,2012,12,54
317065,2013,8,44
317065,2014,12,69
317065,2015,8,58
317065,2016,6,54
317065,2017,12,85
317065,2018,14,70
317065,2019,23,71
317070,2012,220,1611
317070,2013,252,1589
317070,2014,252,1739
317070,2015,291,1726
317070,2016,296,1735
317070,2017,328,1857
317070,2018,374,1845
317070,2019,379,1799
317075,2012,7,103
317075,2013,7,82
317075,2014,7,87
317075,2015,6,105
317075,2016,12,104
317075,2017,9,84
317075,2018,17,107
317075,2019,11,121
317080,2012,27,446
317080,2013,33,439
317080,2014,47,493
317080,2015,40,430
317080,2016,34,339
317080,2017,30,365
317080,2018,42,415
317080,2019,49,423
317090,2012,30,270
317090,2013,26,271
317090,2014,30,260
317090,2015,37,259
317090,2016,27,220
317090,2017,25,248
317090,2018,40,286
317090,2019,46,262
317100,2012,22,239
317100,2013,17,246
317100,2014,25,231
317100,2015,37,246
317100,2016,38,229
317100,2017,42,282
317100,2018,38,233
317100,2019,42,250
317103,2012,9,148
317103,2013,7,148
317103,2014,6,142
317103,2015,12,130
317103,2016,7,139
317103,2017,10,149
317103,2018,15,135
317103,2019,4,116
317107,2012,4,64
317107,2013,4,58
317107,2014,10,54
317107,2015,7,37
317107,2016,9,53
317107,2017,13,65
317107,2018,7,52
317107,2019,4,60
317110,2012,1,34
317110,2013,4,35
317110,2014,4,36
317110,2015,3,28
317110,2016,4,32
317110,2017,3,48
317110,2018,7,41
317110,2019,4,18
317115,2012,13,65
317115,2013,9,59
317115,2014,5,50
317115,2015,7,54
317115,2016,10,52
317115,2017,4,44
317115,2018,12,68
317115,2019,12,56
317120,2012,190,1680
317120,2013,237,1827
317120,2014,263,1986
317120,2015,292,2058
317120,2016,299,1920
317120,2017,319,1954
317120,2018,324,1859
317120,2019,302,1804
317130,2012,123,959
317130,2013,132,942
317130,2014,145,911
317130,2015,154,930
317130,2016,127,854
317130,2017,182,988
317130,2018,203,1023
317130,2019,219,1009
317140,2012,5,47
317140,2013,1,33
317140,2014,3,37
317140,2015,4,22
317140,2016,2,31
317140,2017,6,32
317140,2018,5,31
317140,2019,5,37
317150,2012,5,51
317150,2013,2,38
317150,2014,6,69
317150,2015,3,47
317150,2016,2,38
317150,2017,4,34
317150,2018,6,35
317150,2019,8,38
317160,2012,21,131
317160,2013,8,111
317160,2014,12,122
317160,2015,20,150
317160,2016,9,98
317160,2017,18,133
317160,2018,14,124
317160,2019,16,125
317170,2012,7,86
317170,2013,7,84
317170,2014,10,80
317170,2015,12,92
317170,2016,6,86
317170,2017,15,101
317170,2018,16,97
317170,2019,12,94
317180,2012,19,115
317180,2013,19,159
317180,2014,17,134
317180,2015,28,142
317180,2016,22,152
317180,2017,29,128
317180,2018,24,130
317180,2019,23,136
317190,2012,7,61
317190,2013,8,52
317190,2014,10,66
317190,2015,7,62
317190,2016,4,47
317190,2017,2,40
317190,2018,6,60
317190,2019,3,43
317200,2012,54,516
317200,2013,58,493
317200,2014,57,493
317200,2015,54,539
317200,2016,52,486
317200,2017,61,534
317200,2018,69,522
317200,2019,68,529
317210,2012,5,49
317210,2013,6,52
317210,2014,7,55
317210,2015,4,61
317210,2016,2,50
317210,2017,5,63
317210,2018,7,53
317210,2019,13,61
317220,2012,5,20
317220,2013,1,17
317220,2014,5,25
317220,2015,6,25
317220,2016,1,24
317220,2017,4,22
317220,2018,9,30
317220,2019,4,19
320000,2012,0,10
320000,2013,1,4
320000,2016,1,1
320000,2018,0,1
320010,2012,44,416
320010,2013,54,420
320010,2014,29,382
320010,2015,52,406
320010,2016,40,353
320010,2017,52,364
320010,2018,68,465
320010,2019,59,378
320013,2012,13,118
320013,2013,7,90
320013,2014,15,127
320013,2015,15,125
320013,2016,9,105
320013,2017,27,128
320013,2018,17,116
320013,2019,21,126
320016,2012,10,168
320016,2013,22,153
320016,2014,16,152
320016,2015,13,163
320016,2016,9,160
320016,2017,20,161
320016,2018,23,153
320016,2019,29,190
320020,2012,45,405
320020,2013,36,369
320020,2014,61,418
320020,2015,48,400
320020,2016,43,333
320020,2017,54,392
320020,2018,64,433
320020,2019,74,386
320030,2012,19,141
320030,2013,14,138
320030,2014,16,125
320030,2015,12,132
320030,2016,19,119
320030,2017,24,138
320030,2018,27,146
320030,2019,36,155
320035,2012,2,92
320035,2013,9,91
320035,2014,8,102
320035,2015,12,102
320035,2016,6,100
320035,2017,10,92
320035,2018,11,103
320035,2019,14,100
320040,2012,35,367
320040,2013,50,436
320040,2014,61,453
320040,2015,57,433
320040,2016,58,385
320040,2017,46,352
320040,2018,60,391
320040,2019,79,397
320050,2012,8,74
320050,2013,13,66
320050,2014,20,99
320050,2015,6,58
320050,2016,7,69
320050,2017,10,93
320050,2018,7,78
320050,2019,10,64
320060,2012,147,1398
320060,2013,147,1419
320060,2014,193,1524
320060,2015,163,1409
320060,2016,186,1452
320060,2017,217,1418
320060,2018,233,1457
320060,2019,243,1512
320070,2012,15,145
320070,2013,18,153
320070,2014,18,165
320070,2015,14,156
320070,2016,11,151
320070,2017,18,140
320070,2018,22,134
320070,2019,19,149
320080,2012,45,351
320080,2013,40,401
320080,2014,52,399
320080,2015,52,421
320080,2016,42,357
320080,2017,62,423
320080,2018,64,400
320080,2019,69,397
320090,2012,64,648
320090,2013,43,614
320090,2014,69,645
320090,2015,67,688
320090,2016,65,701
320090,2017,66,662
320090,2018,93,691
320090,2019,66,641
320100,2012,20,161
320100,2013,21,198
320100,2014,21,198
320100,2015,18,215
320100,2016,18,184
320100,2017,26,191
320100,2018,33,211
320100,2019,26,185
320110,2012,9,100
320110,2013,13,122
320110,2014,4,116
320110,2015,10,104
320110,2016,21,105
320110,2017,12,94
320110,2018,22,105
320110,2019,19,87
320115,2012,16,198
320115,2013,22,197
320115,2014,17,172
320115,2015,18,173
320115,2016,21,193
320115,2017,17,195
320115,2018,22,205
320115,2019,28,241
320120,2012,324,2774
320120,2013,296,2703
320120,2014,368,2919
320120,2015,401,2973
320120,2016,384,2654
320120,2017,433,2742
320120,2018,468,2732
320120,2019,405,2579
320130,2012,618,6033
320130,2013,651,6111
320130,2014,716,6338
320130,2015,771,6258
320130,2016,760,5863
320130,2017,925,6090
320130,2018,919,5878
320130,2019,951,5650
320140,2012,66,425
320140,2013,59,451
320140,2014,70,470
320140,2015,80,437
320140,2016,67,397
320140,2017,78,442
320140,2018,102,474
320140,2019,91,435
320150,2012,164,1398
320150,2013,179,1451
320150,2014,156,1532
320150,2015,219,1670
320150,2016,223,1600
320150,2017,227,1546
320150,2018,301,1754
320150,2019,285,1575
320160,2012,28,387
320160,2013,31,423
320160,2014,31,412
320160,2015,27,411
320160,2016,30,401
320160,2017,30,430
320160,2018,51,417
320160,2019,48,406
320170,2012,21,168
320170,2013,15,163
320170,2014,25,179
320170,2015,26,183
320170,2016,16,155
320170,2017,19,173
320170,2018,24,162
320170,2019,34,180
320180,2012,5,56
320180,2013,3,55
320180,2014,3,58
320180,2015,6,50
320180,2016,6,48
320180,2017,6,61
320180,2018,10,63
320180,2019,7,58
320190,2012,55,399
320190,2013,58,489
320190,2014,61,473
320190,2015,56,473
320190,2016,59,454
320190,2017,67,468
320190,2018,91,508
320190,2019,85,505
320200,2012,8,81
320200,2013,5,73
320200,2014,6,64
320200,2015,12,66
320200,2016,5,54
320200,2017,5,73
320200,2018,13,101
320200,2019,11,84
320210,2012,27,313
320210,2013,24,267
320210,2014,28,324
320210,2015,35,342
320210,2016,30,280
320210,2017,33,278
320210,2018,41,296
320210,2019,43,287
320220,2012,27,249
320220,2013,24,254
320220,2014,28,241
320220,2015,31,260
320220,2016,26,228
320220,2017,33,268
320220,2018,32,264
320220,2019,46,267
320225,2012,13,114
320225,2013,14,120
320225,2014,15,113
320225,2015,11,134
320225,2016,15,124
320225,2017,17,118
320225,2018,13,135
320225,2019,19,133
