CODMUNRES,ano_nasc,Qtd_Maior35,Qtd_Total
250073,2015,5,44
250073,2016,4,38
250073,2017,0,34
250073,2018,8,36
250073,2019,0,37
250077,2012,5,100
250077,2013,7,101
250077,2014,13,118
250077,2015,15,127
250077,2016,12,95
250077,2017,9,72
250077,2018,11,108
250077,2019,7,83
250080,2012,17,231
250080,2013,30,200
250080,2014,30,228
250080,2015,23,204
250080,2016,16,211
250080,2017,32,202
250080,2018,30,231
250080,2019,30,200
250090,2012,11,158
250090,2013,16,151
250090,2014,13,132
250090,2015,20,165
250090,2016,12,112
250090,2017,13,107
250090,2018,23,126
250090,2019,14,127
250100,2012,30,242
250100,2013,22,265
250100,2014,32,240
250100,2015,22,194
250100,2016,20,188
250100,2017,35,213
250100,2018,33,271
250100,2019,32,257
250110,2012,33,355
250110,2013,34,362
250110,2014,41,365
250110,2015,56,383
250110,2016,50,355
250110,2017,51,358
250110,2018,43,339
250110,2019,52,371
250115,2012,2,25
250115,2013,2,33
250115,2014,2,21
250115,2015,2,27
250115,2016,5,31
250115,2017,7,37
250115,2018,3,37
250115,2019,6,39
250120,2012,13,112
250120,2013,8,97
250120,2014,12,123
250120,2015,11,108
250120,2016,13,106
250120,2017,17,106
250120,2018,22,96
250120,2019,20,102
250130,2012,40,276
250130,2013,33,288
250130,2014,54,344
250130,2015,40,271
250130,2016,39,282
250130,2017,38,317
250130,2018,48,321
250130,2019,36,260
250135,2012,8,66
250135,2013,8,67
250135,2014,7,67
250135,2015,12,78
250135,2016,15,60
250135,2017,8,65
250135,2018,13,87
250135,2019,5,63
250140,2012,12,171
250140,2013,10,146
250140,2014,12,161
250140,2015,14,168
250140,2016,10,138
250140,2017,16,171
250140,2018,17,163
250140,2019,13,182
250150,2012,41,285
250150,2013,30,283
250150,2014,29,308
250150,2015,44,270
250150,2016,37,290
250150,2017,41,287
250150,2018,51,319
250150,2019,40,263
250153,2012,4,72
250153,2013,5,65
250153,2014,6,68
250153,2015,3,53
250153,2016,6,47
250153,2017,5,64
250153,2018,7,61
250153,2019,7,68
250157,2012,9,109
250157,2013,13,105
250157,2014,14,98
250157,2015,15,95
250157,2016,17,114
250157,2017,15,100
250157,2018,19,121
250157,2019,15,102
250160,2012,12,175
250160,2013,15,170
250160,2014,11,145
250160,2015,13,148
250160,2016,14,138
250160,2017,10,139
250160,2018,16,136
250160,2019,18,129
250170,2012,9,76
250170,2013,5,86
250170,2014,5,69
250170,2015,7,91
250170,2016,9,66
250170,2017,11,83
250170,2018,11,97
250170,2019,13,135
250180,2012,107,1309
250180,2013,133,1395
250180,2014,125,1335
250180,2015,127,1394
250180,2016,123,1238
250180,2017,139,1359
250180,2018,188,1481
250180,2019,169,1333
250190,2012,13,225
250190,2013,21,240
250190,2014,28,237
250190,2015,33,235
250190,2016,30,208
250190,2017,24,192
250190,2018,35,223
250190,2019,29,225
250200,2012,7,83
250200,2013,9,104
250200,2014,9,88
250200,2015,9,100
250200,2016,14,87
250200,2017,10,70
250200,2018,8,70
250200,2019,7,73
250205,2012,6,53
250205,2013,6,47
250205,2014,6,62
250205,2015,7,57
250205,2016,7,55
250205,2017,6,48
250205,2018,9,56
250205,2019,6,43
250210,2012,8,59
250210,2013,2,50
250210,2014,5,72
250210,2015,7,71
250210,2016,6,86
250210,2017,7,91
250210,2018,16,96
250210,2019,15,102
250215,2012,11,112
250215,2013,17,85
250215,2014,9,107
250215,2015,14,90
250215,2016,8,89
250215,2017,10,100
250215,2018,15,112
250215,2019,26,101
250220,2012,3,33
250220,2013,7,38
250220,2014,5,35
250220,2015,0,37
250220,2016,5,41
250220,2017,2,40
250220,2018,5,35
250220,2019,8,48
250230,2012,6,51
250230,2013,6,45
250230,2014,2,55
250230,2015,8,45
250230,2016,8,49
250230,2017,2,46
250230,2018,9,51
250230,2019,7,38
250240,2012,19,165
250240,2013,12,155
250240,2014,20,173
250240,2015,14,152
250240,2016,6,134
250240,2017,10,130
250240,2018,23,132
250240,2019,23,164
250250,2012,25,267
250250,2013,24,254
250250,2014,21,296
250250,2015,26,291
250250,2016,25,245
250250,2017,31,247
250250,2018,33,257
250250,2019,39,275
250260,2012,5,58
250260,2013,10,68
250260,2014,8,93
250260,2015,12,83
250260,2016,9,67
250260,2017,5,53
250260,2018,8,74
250260,2019,7,75
250270,2012,9,77
250270,2013,5,71
250270,2014,5,68
250270,2015,5,85
250270,2016,7,58
250270,2017,4,72
250270,2018,8,77
250270,2019,7,73
250280,2012,14,163
250280,2013,8,155
250280,2014,11,169
250280,2015,18,207
250280,2016,14,174
250280,2017,20,152
250280,2018,24,163
250280,2019,18,191
250290,2012,8,99
250290,2013,3,76
250290,2014,5,72
250290,2015,9,83
250290,2016,11,99
250290,2017,9,77
250290,2018,9,79
250290,2019,11,81
250300,2012,22,387
250300,2013,26,443
250300,2014,25,398
250300,2015,47,450
250300,2016,36,439
250300,2017,36,398
250300,2018,41,362
250300,2019,48,367
250310,2012,9,61
250310,2013,9,70
250310,2014,2,65
250310,2015,8,52
250310,2016,2,48
250310,2017,3,59
250310,2018,13,68
250310,2019,12,68
250320,2012,99,906
250320,2013,111,965
250320,2014,119,934
250320,2015,118,937
250320,2016,134,948
250320,2017,138,925
250320,2018,144,936
250320,2019,173,949
250330,2012,7,119
250330,2013,18,135
250330,2014,11,127
250330,2015,15,151
250330,2016,11,129
250330,2017,28,153
250330,2018,8,136
250330,2019,13,115
250340,2012,2,31
250340,2013,3,41
250340,2014,6,55
250340,2015,4,67
250340,2016,6,52
250340,2017,3,43
250340,2018,5,69
250340,2019,8,47
250350,2012,28,231
250350,2013,31,208
250350,2014,19,218
250350,2015,22,224
250350,2016,34,208
250350,2017,28,223
250350,2018,36,221
250350,2019,36,191
250355,2012,18,134
250355,2013,13,133
250355,2014,15,140
250355,2015,15,131
250355,2016,17,129
250355,2017,18,164
250355,2018,14,162
250355,2019,15,157
250360,2012,14,103
250360,2013,12,105
250360,2014,7,117
250360,2015,13,94
250360,2016,14,96
250360,2017,5,77
250360,2018,6,96
250360,2019,17,94
250370,2012,80,912
250370,2013,85,892
250370,2014,86,841
250370,2015,123,975
250370,2016,108,849
250370,2017,105,851
250370,2018,131,934
250370,2019,135,898
250375,2012,3,54
250375,2013,5,58
250375,2014,8,54
250375,2015,5,49
250375,2016,5,42
250375,2017,6,51
250375,2018,5,34
250375,2019,5,48
250380,2012,2,69
250380,2013,7,87
250380,2014,6,109
250380,2015,11,110
250380,2016,10,83
250380,2017,1,78
250380,2018,6,106
250380,2019,7,105
250390,2012,9,64
250390,2013,8,85
250390,2014,11,88
250390,2015,12,97
250390,2016,9,73
250390,2017,15,86
250390,2018,9,103
250390,2019,11,88
250400,2012,744,6199
250400,2013,761,6098
250400,2014,842,6610
250400,2015,871,6610
250400,2016,801,6070
250400,2017,947,6272
250400,2018,1063,6587
250400,2019,1039,6104
250403,2012,9,99
250403,2013,10,105
250403,2014,8,98
250403,2015,7,96
250403,2016,5,108
250403,2017,18,111
250403,2018,17,134
250403,2019,9,111
250407,2012,3,59
250407,2013,5,59
250407,2014,5,44
250407,2015,5,58
250407,2016,8,57
250407,2017,8,51
250407,2018,5,61
250407,2019,5,64
250410,2012,1,27
250410,2013,2,22
250410,2014,2,38
250410,2015,1,23
250410,2016,2,18
250410,2017,4,32
250410,2018,3,37
250410,2019,3,30
250415,2012,8,86
250415,2013,8,81
250415,2014,12,91
250415,2015,5,79
250415,2016,15,97
250415,2017,11,103
250415,2018,13,96
250415,2019,6,75
250420,2012,9,74
250420,2013,7,61
250420,2014,4,57
250420,2015,9,77
250420,2016,3,68
250420,2017,4,57
250420,2018,10,71
250420,2019,6,56
250430,2012,37,401
250430,2013,47,394
250430,2014,47,432
250430,2015,46,405
250430,2016,50,399
250430,2017,38,387
250430,2018,71,421
250430,2019,46,421
250435,2012,6,83
250435,2013,10,78
250435,2014,7,67
250435,2015,12,77
250435,2016,11,77
250435,2017,6,67
250435,2018,15,83
250435,2019,14,85
250440,2012,12,220
250440,2013,24,254
250440,2014,18,273
250440,2015,19,246
250440,2016,24,242
250440,2017,22,222
250440,2018,28,263
250440,2019,28,235
250450,2012,11,105
250450,2013,11,80
250450,2014,10,88
250450,2015,8,78
250450,2016,12,81
250450,2017,11,85
250450,2018,13,94
250450,2019,16,93
250460,2012,36,458
250460,2013,40,489
250460,2014,35,455
250460,2015,35,490
250460,2016,50,502
250460,2017,40,447
250460,2018,57,510
250460,2019,62,548
250470,2012,9,104
250470,2013,13,88
250470,2014,13,104
250470,2015,6,76
250470,2016,8,104
250470,2017,7,83
250470,2018,5,88
250470,2019,9,105
250480,2012,18,222
250480,2013,15,190
250480,2014,21,197
250480,2015,19,223
250480,2016,29,209
250480,2017,21,210
250480,2018,21,217
250480,2019,21,196
250485,2012,1,22
250485,2013,0,14
250485,2014,1,21
250485,2015,2,22
250485,2016,3,21
250485,2017,2,23
250485,2018,2,20
250485,2019,4,25
250490,2012,16,262
250490,2013,19,284
250490,2014,13,207
250490,2015,27,256
250490,2016,33,287
250490,2017,24,323
250490,2018,31,350
250490,2019,23,270
250500,2012,6,90
250500,2013,5,102
250500,2014,7,107
250500,2015,7,110
250500,2016,6,93
250500,2017,11,92
250500,2018,18,123
250500,2019,12,104
250510,2012,20,250
250510,2013,19,255
250510,2014,20,257
250510,2015,23,301
250510,2016,25,243
250510,2017,23,263
250510,2018,26,254
250510,2019,34,261
250520,2012,9,101
250520,2013,11,109
250520,2014,13,127
250520,2015,7,103
250520,2016,17,131
250520,2017,7,112
250520,2018,17,119
250520,2019,13,111
250523,2012,4,79
250523,2013,8,84
250523,2014,7,81
250523,2015,3,79
250523,2016,16,92
250523,2017,9,103
250523,2018,11,100
250523,2019,16,103
250527,2012,12,89
250527,2013,8,76
250527,2014,4,50
250527,2015,8,68
250527,2016,7,71
250527,2017,11,71
250527,2018,6,81
250527,2019,10,67
250530,2012,1,23
250530,2013,3,32
250530,2014,0,25
250530,2015,2,26
250530,2016,2,24
250530,2017,3,30
250530,2018,5,23
250530,2019,2,21
250535,2012,5,65
250535,2013,4,66
250535,2014,9,59
250535,2015,8,73
250535,2016,3,52
250535,2017,7,72
250535,2018,8,55
250535,2019,7,54
250540,2012,18,120
250540,2013,13,115
250540,2014,17,114
250540,2015,22,126
250540,2016,23,130
250540,2017,5,110
250540,2018,17,123
250540,2019,16,116
250550,2012,2,51
250550,2013,6,43
250550,2014,8,48
250550,2015,5,38
250550,2016,7,52
250550,2017,7,37
250550,2018,6,48
250550,2019,8,41
250560,2012,4,72
250560,2013,6,72
250560,2014,9,86
250560,2015,5,95
250560,2016,8,74
250560,2017,11,96
250560,2018,7,94
250560,2019,12,97
250570,2012,17,151
250570,2013,10,133
250570,2014,16,163
250570,2015,14,150
250570,2016,12,147
250570,2017,17,146
250570,2018,10,149
250570,2019,18,135
250580,2012,9,63
250580,2013,7,52
250580,2014,5,75
250580,2015,5,57
250580,2016,4,51
250580,2017,8,47
250580,2018,6,42
250580,2019,9,57
250590,2012,0,33
250590,2013,4,36
250590,2014,3,43
250590,2015,6,42
250590,2016,4,40
250590,2017,4,35
250590,2018,4,52
250590,2019,4,42
250600,2012,50,521
250600,2013,59,514
250600,2014,65,558
250600,2015,69,525
250600,2016,60,489
250600,2017,74,478
250600,2018,65,478
250600,2019,74,518
250610,2012,28,186
250610,2013,27,190
250610,2014,25,192
250610,2015,15,157
250610,2016,26,163
250610,2017,23,181
250610,2018,26,194
250610,2019,29,177
250620,2012,3,30
250620,2013,5,32
250620,2014,4,30
250620,2015,3,28
250620,2016,3,21
250620,2017,1,23
250620,2018,6,22
250620,2019,5,33
250625,2012,9,100
250625,2013,11,126
250625,2014,12,129
250625,2015,22,149
250625,2016,15,123
250625,2017,11,107
250625,2018,14,123
250625,2019,21,125
250630,2012,85,862
250630,2013,79,915
250630,2014,113,862
250630,2015,106,903
250630,2016,75,834
250630,2017,109,849
250630,2018,137,916
250630,2019,109,866
250640,2012,19,173
250640,2013,19,214
250640,2014,23,220
250640,2015,23,226
250640,2016,23,200
250640,2017,15,181
250640,2018,24,193
250640,2019,23,190
250650,2012,4,46
250650,2013,5,33
250650,2014,7,40
250650,2015,11,54
250650,2016,11,45
250650,2017,7,43
250650,2018,11,51
250650,2019,6,43
250660,2012,11,89
250660,2013,7,67
250660,2014,9,65
250660,2015,6,67
250660,2016,9,70
250660,2017,4,67
250660,2018,7,75
250660,2019,8,60
250670,2012,16,168
250670,2013,11,140
250670,2014,19,151
250670,2015,13,140
250670,2016,18,175
250670,2017,14,133
250670,2018,21,168
250670,2019,19,162
250680,2012,15,219
250680,2013,23,283
250680,2014,24,231
250680,2015,26,249
250680,2016,32,251
250680,2017,25,276
250680,2018,28,265
250680,2019,28,255
250690,2012,31,338
250690,2013,26,333
250690,2014,34,349
250690,2015,32,381
250690,2016,30,348
250690,2017,27,368
250690,2018,31,355
250690,2019,42,361
250700,2012,30,296
250700,2013,28,339
250700,2014,36,377
250700,2015,31,358
250700,2016,35,311
250700,2017,37,353
250700,2018,45,354
250700,2019,38,365
250710,2012,20,259
250710,2013,24,244
250710,2014,17,244
250710,2015,27,221
250710,2016,24,267
250710,2017,32,262
250710,2018,39,286
250710,2019,37,275
250720,2012,17,170
250720,2013,14,166
250720,2014,19,159
250720,2015,15,175
250720,2016,15,141
250720,2017,15,140
250720,2018,19,150
250720,2019,16,134
250730,2012,22,211
250730,2013,17,213
250730,2014,20,189
250730,2015,24,215
250730,2016,25,205
250730,2017,28,257
250730,2018,25,205
250730,2019,30,221
250740,2012,13,104
250740,2013,17,97
250740,2014,8,83
250740,2015,10,87
250740,2016,10,88
250740,2017,20,104
250740,2018,15,103
250740,2019,9,77
250750,2012,1293,11302
250750,2013,1390,11549
250750,2014,1569,11779
250750,2015,1633,12299
250750,2016,1622,11706
250750,2017,1928,12149
250750,2018,2150,12404
250750,2019,2181,12091
250760,2012,9,124
250760,2013,12,114
250760,2014,8,112
250760,2015,15,120
250760,2016,11,88
250760,2017,13,108
250760,2018,20,117
250760,2019,11,117
250770,2012,31,296
250770,2013,29,300
250770,2014,41,338
250770,2015,28,315
250770,2016,20,243
250770,2017,32,308
250770,2018,40,328
250770,2019,38,290
250780,2012,6,102
250780,2013,7,112
250780,2014,11,93
250780,2015,7,86
250780,2016,16,92
250780,2017,22,95
250780,2018,15,98
250780,2019,10,87
250790,2012,12,175
250790,2013,12,188
250790,2014,13,181
250790,2015,20,205
250790,2016,20,191
250790,2017,22,215
250790,2018,25,191
250790,2019,16,186
250800,2012,11,115
250800,2013,12,118
250800,2014,13,116
250800,2015,16,143
250800,2016,20,117
250800,2017,10,110
250800,2018,9,113
250800,2019,9,125
250810,2012,6,62
250810,2013,6,61
250810,2014,9,54
250810,2015,8,58
250810,2016,6,44
250810,2017,3,48
250810,2018,10,67
250810,2019,10,52
250820,2012,17,137
250820,2013,11,110
250820,2014,15,128
250820,2015,23,127
250820,2016,9,96
250820,2017,20,132
250820,2018,13,145
250820,2019,13,102
250830,2012,52,434
250830,2013,59,432
250830,2014,46,394
250830,2015,47,426
250830,2016,56,390
250830,2017,68,407
250830,2018,54,405
250830,2019,70,417
250840,2012,2,43
250840,2013,4,45
250840,2014,2,44
250840,2015,4,48
250840,2016,3,48
250840,2017,11,55
250840,2018,5,47
250840,2019,3,38
250850,2012,4,84
250850,2013,10,86
250850,2014,7,115
250850,2015,7,92
250850,2016,7,97
250850,2017,12,104
250850,2018,12,101
250850,2019,16,115
250855,2012,5,53
250855,2013,3,46
250855,2014,2,55
250855,2015,5,68
250855,2016,7,45
250855,2017,3,59
250855,2018,6,46
250855,2019,7,59
250860,2012,10,184
250860,2013,14,214
250860,2014,14,157
250860,2015,18,203
250860,2016,21,219
250860,2017,23,229
250860,2018,25,232
250860,2019,23,222
250870,2012,5,50
250870,2013,2,43
250870,2014,5,43
250870,2015,5,52
250870,2016,2,52
250870,2017,9,43
250870,2018,4,44
250870,2019,13,47
250880,2012,9,77
250880,2013,13,86
250880,2014,12,87
250880,2015,9,77
250880,2016,4,69
250880,2017,8,69
250880,2018,10,105
250880,2019,13,81
250890,2012,61,732
250890,2013,50,711
250890,2014,61,644
250890,2015,62,794
250890,2016,65,706
250890,2017,99,795
250890,2018,93,850
250890,2019,99,818
250900,2012,14,166
250900,2013,17,169
250900,2014,18,157
250900,2015,10,161
250900,2016,14,147
250900,2017,11,121
250900,2018,16,127
250900,2019,8,107
250905,2012,7,152
250905,2013,9,160
250905,2014,7,139
250905,2015,12,162
250905,2016,9,161
250905,2017,8,172
250905,2018,10,200
250905,2019,14,181
250910,2012,26,279
250910,2013,26,277
250910,2014,49,262
250910,2015,28,247
250910,2016,37,268
250910,2017,29,281
250910,2018,31,295
250910,2019,43,310
250915,2012,8,88
250915,2013,8,98
250915,2014,9,94
250915,2015,5,94
250915,2016,7,74
250915,2017,10,89
250915,2018,9,58
250915,2019,7,79
250920,2012,28,185
250920,2013,29,202
250920,2014,26,204
250920,2015,25,180
250920,2016,24,171
250920,2017,26,170
250920,2018,21,204
250920,2019,14,180
250930,2012,6,140
250930,2013,11,139
250930,2014,17,152
250930,2015,15,161
250930,2016,22,163
250930,2017,14,168
250930,2018,14,165
250930,2019,18,167
250933,2012,4,67
250933,2013,3,54
250933,2014,9,82
250933,2015,12,83
250933,2016,6,70
250933,2017,7,86
250933,2018,13,75
250933,2019,13,67
250937,2012,6,42
250937,2013,4,23
250937,2014,1,45
250937,2015,2,32
250937,2016,4,30
250937,2017,1,24
250937,2018,3,25
250937,2019,4,36
250939,2012,5,67
250939,2013,4,83
250939,2014,6,105
250939,2015,7,109
250939,2016,9,93
250939,2017,6,104
250939,2018,8,115
250939,2019,13,112
250940,2012,19,201
250940,2013,12,179
250940,2014,15,220
250940,2015,16,224
250940,2016,22,194
250940,2017,23,185
250940,2018,27,209
250940,2019,29,235
250950,2012,14,107
250950,2013,13,94
250950,2014,12,91
250950,2015,8,76
250950,2016,9,68
250950,2017,16,98
250950,2018,11,83
250950,2019,15,82
250960,2012,10,62
250960,2013,9,67
250960,2014,11,69
250960,2015,10,65
250960,2016,6,62
250960,2017,8,49
250960,2018,7,67
250960,2019,8,77
250970,2012,40,453
250970,2013,44,491
250970,2014,47,494
250970,2015,52,497
250970,2016,60,457
250970,2017,51,492
250970,2018,59,528
250970,2019,63,504
250980,2012,13,137
250980,2013,12,137
250980,2014,14,143
250980,2015,9,119
250980,2016,12,155
250980,2017,12,126
250980,2018,27,144
250980,2019,16,121
250990,2012,11,100
250990,2013,13,93
250990,2014,8,109
250990,2015,11,98
250990,2016,17,98
250990,2017,6,89
250990,2018,18,102
250990,2019,16,122
251000,2012,13,109
251000,2013,11,106
251000,2014,13,107
251000,2015,6,100
251000,2016,7,87
251000,2017,8,66
251000,2018,11,107
251000,2019,16,81
251010,2012,15,159
251010,2013,14,147
251010,2014,23,147
251010,2015,11,146
251010,2016,18,147
251010,2017,14,170
251010,2018,16,119
251010,2019,18,119
251020,2012,11,90
251020,2013,6,76
251020,2014,2,52
251020,2015,7,96
251020,2016,4,85
251020,2017,7,75
251020,2018,6,72
251020,2019,7,76
251030,2012,1,42
251030,2013,3,43
251030,2014,5,43
251030,2015,1,41
251030,2016,6,45
251030,2017,9,42
251030,2018,4,38
251030,2019,4,38
251040,2012,11,114
251040,2013,11,98
251040,2014,8,95
251040,2015,12,89
251040,2016,8,75
251040,2017,16,123
251040,2018,15,94
251040,2019,13,86
251050,2012,4,62
251050,2013,3,50
251050,2014,6,51
251050,2015,6,48
251050,2016,5,48
251050,2017,8,41
251050,2018,5,48
251050,2019,2,38
251060,2012,3,41
251060,2013,0,39
251060,2014,2,37
251060,2015,4,39
251060,2016,1,28
251060,2017,6,42
251060,2018,4,48
251060,2019,5,41
251065,2012,4,26
251065,2013,3,30
251065,2014,1,21
251065,2015,2,18
251065,2016,1,15
251065,2017,2,22
251065,2018,3,20
251065,2019,1,18
251070,2012,1,21
251070,2013,3,41
251070,2014,4,34
251070,2015,2,32
251070,2016,7,29
251070,2017,7,40
251070,2018,4,54
251070,2019,11,38
251080,2012,147,1535
251080,2013,178,1506
251080,2014,150,1547
251080,2015,194,1590
251080,2016,179,1383
251080,2017,181,1504
251080,2018,234,1635
251080,2019,205,1497
251090,2012,12,139
251090,2013,12,134
251090,2014,19,159
251090,2015,17,136
251090,2016,19,156
251090,2017,21,155
251090,2018,24,138
251090,2019,18,144
251100,2012,6,46
251100,2013,7,37
251100,2014,10,63
251100,2015,5,58
251100,2016,5,60
251100,2017,12,57
251100,2018,4,52
251100,2019,7,56
251110,2012,12,95
251110,2013,7,105
251110,2014,4,92
251110,2015,8,85
251110,2016,4,78
251110,2017,11,80
251110,2018,7,76
251110,2019,13,75
251120,2012,33,456
251120,2013,37,457
251120,2014,28,436
251120,2015,46,482
251120,2016,41,509
251120,2017,47,542
251120,2018,68,591
251120,2019,72,496
251130,2012,17,182
251130,2013,19,201
251130,2014,16,173
251130,2015,24,208
251130,2016,18,149
251130,2017,18,177
251130,2018,26,198
251130,2019,15,152
251140,2012,18,269
251140,2013,23,263
251140,2014,31,263
251140,2015,25,272
251140,2016,24,262
251140,2017,31,254
251140,2018,23,267
251140,2019,34,255
251150,2012,17,203
251150,2013,22,182
251150,2014,19,159
251150,2015,16,171
251150,2016,20,157
251150,2017,20,192
251150,2018,21,185
251150,2019,22,213
251160,2012,12,138
251160,2013,15,140
251160,2014,12,136
251160,2015,10,153
251160,2016,19,139
251160,2017,11,125
251160,2018,20,149
251160,2019,13,129
251170,2012,9,80
251170,2013,6,77
251170,2014,9,88
251170,2015,10,76
251170,2016,10,76
251170,2017,16,95
251170,2018,11,111
251170,2019,16,99
251180,2012,20,162
251180,2013,18,128
251180,2014,27,154
251180,2015,15,138
251180,2016,13,117
251180,2017,16,130
251180,2018,15,157
251180,2019,18,123
251190,2012,11,232
251190,2013,29,292
251190,2014,14,257
251190,2015,27,293
251190,2016,25,306
251190,2017,27,282
251190,2018,23,278
251190,2019,32,293
251200,2012,30,247
251200,2013,34,281
251200,2014,33,299
251200,2015,39,308
251200,2016,34,277
251200,2017,29,251
251200,2018,28,273
251200,2019,37,274
251203,2012,8,49
251203,2013,5,63
251203,2014,9,57
251203,2015,5,78
251203,2016,3,71
251203,2017,5,57
251203,2018,6,56
251203,2019,9,41
251207,2012,3,44
251207,2013,8,45
251207,2014,2,45
251207,2015,5,42
251207,2016,3,41
251207,2017,3,49
251207,2018,5,43
251207,2019,5,34
251210,2012,50,433
251210,2013,38,449
251210,2014,54,428
251210,2015,57,460
251210,2016,43,399
251210,2017,63,438
251210,2018,70,475
251210,2019,64,403
251220,2012,5,46
251220,2013,1,54
251220,2014,3,50
251220,2015,8,58
251220,2016,8,54
251220,2017,3,53
251220,2018,5,44
251220,2019,6,47
251230,2012,34,337
251230,2013,28,293
251230,2014,40,312
251230,2015,27,259
251230,2016,33,270
251230,2017,21,252
251230,2018,28,297
251230,2019,36,284
251240,2012,26,211
251240,2013,23,205
251240,2014,28,222
251240,2015,23,162
251240,2016,25,201
251240,2017,23,210
251240,2018,27,195
251240,2019,35,214
251250,2012,83,672
251250,2013,77,631
251250,2014,75,696
251250,2015,72,733
251250,2016,75,741
251250,2017,72,672
251250,2018,99,719
251250,2019,97,721
251260,2012,4,24
251260,2013,2,22
251260,2014,5,23
251260,2015,4,36
251260,2016,3,26
251260,2017,0,27
251260,2018,1,24
251260,2019,2,25
251270,2012,29,285
251270,2013,24,284
251270,2014,36,289
251270,2015,36,268
251270,2016,27,277
251270,2017,29,281
251270,2018,41,282
251270,2019,37,281
251272,2012,9,69
251272,2013,9,69
251272,2014,4,64
251272,2015,5,61
251272,2016,6,64
251272,2017,8,48
251272,2018,7,68
251272,2019,7,79
251274,2012,3,45
251274,2013,5,54
251274,2014,4,55
251274,2015,5,61
251274,2016,4,43
251274,2017,2,47
251274,2018,7,48
251274,2019,7,52
251275,2012,4,63
251275,2013,9,64
251275,2014,8,64
251275,2015,12,77
251275,2016,5,76
251275,2017,7,68
251275,2018,3,64
251275,2019,11,73
251276,2012,11,56
251276,2013,5,62
251276,2014,6,50
251276,2015,7,69
251276,2016,6,52
251276,2017,8,68
251276,2018,10,80
251276,2019,16,85
251278,2012,5,32
251278,2013,3,43
251278,2014,4,43
251278,2015,2,41
251278,2016,1,26
251278,2017,1,41
251278,2018,4,34
251278,2019,3,41
251280,2012,13,115
251280,2013,12,99
251280,2014,9,123
251280,2015,10,130
251280,2016,15,127
251280,2017,10,110
251280,2018,22,132
251280,2019,16,103
251290,2012,29,316
251290,2013,29,328
251290,2014,16,281
251290,2015,28,323
251290,2016,38,358
251290,2017,26,351
251290,2018,42,374
251290,2019,42,364
251300,2012,4,47
251300,2013,4,42
251300,2014,5,45
251300,2015,7,45
251300,2016,8,39
251300,2017,6,37
251300,2018,9,51
251300,2019,4,30
251310,2012,15,134
251310,2013,10,109
251310,2014,17,132
251310,2015,14,116
251310,2016,13,141
251310,2017,13,130
251310,2018,19,149
251310,2019,17,159
251315,2012,11,106
251315,2013,14,87
251315,2014,14,100
251315,2015,7,85
251315,2016,10,80
251315,2017,13,96
251315,2018,8,100
251315,2019,22,90
251320,2012,5,74
251320,2013,8,67
251320,2014,9,78
251320,2015,7,72
251320,2016,7,78
251320,2017,10,63
251320,2018,16,82
251320,2019,12,67
251330,2012,9,65
251330,2013,10,63
251330,2014,5,67
251330,2015,10,70
251330,2016,11,71
251330,2017,7,71
251330,2018,6,67
251330,2019,10,61
251335,2012,3,43
251335,2013,5,55
251335,2014,5,49
251335,2015,2,44
251335,2016,2,49
251335,2017,5,43
251335,2018,3,49
251335,2019,3,32
251340,2012,21,168
251340,2013,17,206
251340,2014,24,218
251340,2015,31,233
251340,2016,22,177
251340,2017,24,195
251340,2018,30,199
251340,2019,24,179
251350,2012,11,71
251350,2013,6,60
251350,2014,9,60
251350,2015,9,61
251350,2016,12,64
251350,2017,6,61
251350,2018,5,60
251350,2019,5,63
251360,2012,8,103
251360,2013,10,73
251360,2014,5,78
251360,2015,10,82
251360,2016,12,84
251360,2017,6,78
251360,2018,13,99
251360,2019,12,74
251365,2012,0,25
251365,2013,5,32
251365,2014,1,21
251365,2015,4,20
251365,2016,3,32
251365,2017,3,26
251365,2018,4,32
251365,2019,2,22
251370,2012,175,2257
251370,2013,193,2231
251370,2014,155,1776
251370,2015,217,2141
251370,2016,243,2561
251370,2017,248,2515
251370,2018,289,2502
251370,2019,300,2305
251380,2012,1,54
251380,2013,5,44
251380,2014,11,80
251380,2015,4,59
251380,2016,14,70
251380,2017,7,55
251380,2018,17,74
251380,2019,9,73
251385,2012,3,38
251385,2013,2,27
251385,2014,1,26
251385,2015,2,28
251385,2016,3,23
251385,2017,4,31
251385,2018,5,28
251385,2019,5,23
251390,2012,51,460
251390,2013,49,436
251390,2014,40,450
251390,2015,41,463
251390,2016,41,381
251390,2017,44,414
251390,2018,62,422
251390,2019,66,469
251392,2012,10,65
251392,2013,7,53
251392,2014,4,50
251392,2015,8,67
251392,2016,4,42
251392,2017,11,49
251392,2018,6,61
251392,2019,11,55
251394,2012,2,35
251394,2013,4,37
251394,2014,4,34
251394,2015,0,35
251394,2016,6,34
251394,2017,4,29
251394,2018,5,33
251394,2019,7,36
251396,2012,4,36
251396,2013,4,37
251396,2014,8,38
251396,2015,4,35
251396,2016,5,38
251396,2017,6,26
251396,2018,3,42
251396,2019,3,29
251398,2012,4,47
251398,2013,9,51
251398,2014,6,41
251398,2015,5,47
251398,2016,10,46
251398,2017,5,42
251398,2018,5,26
251398,2019,9,45
251400,2012,9,54
251400,2013,4,51
251400,2014,10,59
251400,2015,5,52
251400,2016,8,58
251400,2017,9,53
251400,2018,9,68
251400,2019,9,50
251410,2012,8,69
251410,2013,5,52
