CODMUNRES,Ano,Qtd_Total,Pop
110006,2017,243,16579
110006,2018,235,16227
110006,2019,214,15882
110007,2012,116,8636
110007,2013,116,8460
110007,2014,125,8280
110007,2015,111,8097
110007,2016,139,7921
110007,2017,87,7746
110007,2018,129,7567
110007,2019,127,7391
110008,2012,234,14948
110008,2013,234,15427
110008,2014,267,15916
110008,2015,245,16414
110008,2016,213,16891
110008,2017,216,17369
110008,2018,246,17855
110008,2019,233,18331
110094,2012,161,18198
110094,2013,203,19192
110094,2014,240,20207
110094,2015,274,21239
110094,2016,241,22228
110094,2017,209,23218
110094,2018,229,24226
110094,2019,205,25215
110009,2012,476,30050
110009,2013,463,30379
110009,2014,496,30715
110009,2015,548,31057
110009,2016,486,31385
110009,2017,533,31713
110009,2018,476,32047
110009,2019,450,32374
110100,2012,133,10099
110100,2013,116,9769
110100,2014,124,9431
110100,2015,132,9088
110100,2016,112,8759
110100,2017,109,8430
110100,2018,133,8095
110100,2019,112,7767
110010,2012,940,43403
110010,2013,879,43795
110010,2014,923,44196
110010,2015,831,44603
110010,2016,884,44994
110010,2017,842,45385
110010,2018,926,45783
110010,2019,781,46174
110110,2012,114,9137
110110,2013,123,9324
110110,2014,97,9515
110110,2015,112,9710
110110,2016,129,9896
110110,2017,95,10082
110110,2018,92,10272
110110,2019,109,10458
110011,2012,808,52895
110011,2013,914,52737
110011,2014,867,52575
110011,2015,788,52410
110011,2016,807,52252
110011,2017,846,52094
110011,2018,911,51933
110011,2019,881,51775
110012,2012,2075,121436
110012,2013,1971,122503
110012,2014,1956,123592
110012,2015,2094,124700
110012,2016,1975,125762
110012,2017,2049,126826
110012,2018,2278,127907
110012,2019,2182,128969
110013,2012,542,33645
110013,2013,514,34544
110013,2014,507,35461
110013,2015,480,36395
110013,2016,398,37289
110013,2017,449,38185
110013,2018,517,39097
110013,2019,500,39991
110120,2012,100,10387
110120,2013,104,10284
110120,2014,107,10179
110120,2015,93,10072
110120,2016,93,9969
110120,2017,100,9867
110120,2018,92,9762
110120,2019,84,9660
110130,2012,148,11888
110130,2013,122,11755
110130,2014,137,11619
110130,2015,179,11480
110130,2016,148,11348
110130,2017,156,11215
110130,2018,160,11080
110130,2019,164,10947
110140,2012,170,14733
110140,2013,223,14892
110140,2014,204,15054
110140,2015,240,15218
110140,2016,173,15376
110140,2017,200,15534
110140,2018,220,15695
110140,2019,199,15852
110014,2012,271,20366
110014,2013,278,20381
110014,2014,254,20397
110014,2015,256,20413
110014,2016,276,20428
110014,2017,224,20443
110014,2018,290,20459
110014,2019,260,20474
110033,2012,383,24720
110033,2013,416,25551
110033,2014,425,26398
110033,2015,404,27261
110033,2016,411,28088
110033,2017,487,28915
110033,2018,482,29757
110033,2019,432,30583
110143,2012,99,7514
110143,2013,82,7437
110143,2014,110,7358
110143,2015,73,7278
110143,2016,90,7202
110143,2017,94,7125
110143,2018,87,7047
110143,2019,104,6970
110050,2012,125,10051
110050,2013,122,9836
110050,2014,93,9618
110050,2015,109,9395
110050,2016,95,9182
110050,2017,91,8968
110050,2018,111,8751
110050,2019,98,8538
110015,2012,647,38198
110015,2013,639,37891
110015,2014,674,37579
110015,2015,767,37261
110015,2016,582,36956
110015,2017,578,36650
110015,2018,614,36340
110015,2019,631,36035
110145,2012,63,5175
110145,2013,55,5302
110145,2014,49,5432
110145,2015,54,5565
110145,2016,50,5691
110145,2017,51,5818
110145,2018,53,5947
110145,2019,44,6074
110018,2012,553,35057
110018,2013,581,35284
110018,2014,597,35516
110018,2015,594,35752
110018,2016,601,35978
110018,2017,615,36204
110018,2018,651,36434
110018,2019,616,36660
110146,2012,51,2325
110146,2013,42,2303
110146,2014,37,2281
110146,2015,52,2258
110146,2016,34,2236
110146,2017,52,2214
110146,2018,52,2191
110146,2019,40,2169
110020,2012,8940,458477
110020,2013,8926,468543
110020,2014,9129,478816
110020,2015,9093,489272
110020,2016,8610,499293
110020,2017,8799,509323
110020,2018,8752,519531
110020,2019,8437,529544
110025,2012,243,21990
110025,2013,258,21564
110025,2014,289,21130
110025,2015,262,20688
110025,2016,276,20264
110025,2017,289,19840
110025,2018,294,19409
110025,2019,304,18986
110147,2012,43,3441
110147,2013,39,3358
110147,2014,47,3274
110147,2015,40,3188
110147,2016,56,3105
110147,2017,63,3023
110147,2018,38,2939
110147,2019,43,2856
110026,2012,41,3475
110026,2013,38,3516
110026,2014,36,3557
110026,2015,36,3600
110026,2016,35,3641
110026,2017,49,3682
110026,2018,46,3723
110026,2019,50,3764
110028,2012,927,52533
110028,2013,878,52891
110028,2014,947,53256
110028,2015,936,53627
110028,2016,855,53983
110028,2017,963,54340
110028,2018,900,54702
110028,2019,927,55058
110029,2012,118,8521
110029,2013,98,8234
110029,2014,103,7941
110029,2015,109,7643
110029,2016,114,7358
110029,2017,112,7072
110029,2018,103,6781
110029,2019,99,6495
110148,2012,64,5941
110148,2013,61,5832
110148,2014,59,5721
110148,2015,73,5608
110148,2016,54,5499
110148,2017,75,5391
110148,2018,54,5280
110148,2019,54,5172
110149,2012,246,17255
110149,2013,266,17682
110149,2014,308,18117
110149,2015,319,18560
110149,2016,305,18984
110149,2017,333,19409
110149,2018,327,19842
110149,2019,303,20266
110032,2012,313,22481
110032,2013,355,22555
110032,2014,364,22631
110032,2015,310,22708
110032,2016,337,22782
110032,2017,372,22856
110032,2018,391,22931
110032,2019,353,23005
110150,2012,190,11889
110150,2013,184,11885
110150,2014,170,11880
110150,2015,188,11875
110150,2016,171,11870
110150,2017,188,11865
110150,2018,154,11860
110150,2019,168,11856
110155,2012,57,4849
110155,2013,80,4772
110155,2014,69,4694
110155,2015,71,4614
110155,2016,59,4538
110155,2017,58,4462
110155,2018,60,4384
110155,2019,64,4308
110160,2012,133,10797
110160,2013,106,10747
110160,2014,125,10696
110160,2015,107,10644
110160,2016,131,10594
110160,2017,146,10544
110160,2018,131,10494
110160,2019,97,10444
110170,2012,146,12878
110170,2013,150,12678
110170,2014,122,12474
110170,2015,138,12266
110170,2016,151,12067
110170,2017,150,11868
110170,2018,139,11665
110170,2019,170,11467
110175,2012,86,9954
110175,2013,89,10131
110175,2014,128,10312
110175,2015,106,10496
110175,2016,110,10672
110175,2017,86,10848
110175,2018,91,11028
110175,2019,93,11204
110180,2012,83,8054
110180,2013,107,7880
110180,2014,90,7702
110180,2015,63,7521
110180,2016,98,7348
110180,2017,79,7175
110180,2018,95,6998
110180,2019,80,6825
110030,2012,1267,82779
110030,2013,1388,85198
110030,2014,1418,87666
110030,2015,1535,90178
110030,2016,1427,92585
110030,2017,1465,94995
110030,2018,1557,97448
110030,2019,1590,99854
120001,2012,253,13579
120001,2013,258,13821
120001,2014,269,14069
120001,2015,217,14318
120001,2016,222,14551
120001,2017,256,14781
120001,2018,216,15020
120001,2019,257,15256
120005,2012,219,6583
120005,2013,213,6703
120005,2014,196,6826
120005,2015,238,6951
120005,2016,190,7067
120005,2017,247,7181
120005,2018,264,7300
120005,2019,266,7417
120010,2012,505,23231
120010,2013,530,23670
120010,2014,547,24120
120010,2015,530,24574
120010,2016,489,24996
120010,2017,570,25414
120010,2018,540,25848
120010,2019,540,26278
120013,2012,198,9165
120013,2013,202,9324
120013,2014,242,9486
120013,2015,248,9650
120013,2016,248,9803
120013,2017,307,9954
120013,2018,306,10111
120013,2019,329,10266
120017,2012,201,9764
120017,2013,193,10048
120017,2014,234,10339
120017,2015,219,10632
120017,2016,194,10905
120017,2017,243,11175
120017,2018,222,11456
120017,2019,217,11733
120020,2012,1741,83389
120020,2013,1783,84109
120020,2014,1818,84845
120020,2015,1839,85587
120020,2016,1632,86279
120020,2017,1683,86963
120020,2018,1755,87673
120020,2019,1809,88376
120025,2012,282,16363
120025,2013,275,16658
120025,2014,262,16960
120025,2015,279,17265
120025,2016,270,17550
120025,2017,290,17830
120025,2018,273,18122
120025,2019,314,18411
120030,2012,902,34037
120030,2013,790,34144
120030,2014,829,34254
120030,2015,771,34364
120030,2016,833,34467
120030,2017,825,34569
120030,2018,833,34675
120030,2019,871,34780
120032,2012,267,7195
120032,2013,271,7357
120032,2014,282,7523
120032,2015,273,7690
120032,2016,263,7845
120032,2017,265,7999
120032,2018,273,8159
120032,2019,217,8317
120033,2012,386,16577
120033,2013,399,16924
120033,2014,413,17277
120033,2015,395,17635
120033,2016,325,17968
120033,2017,358,18297
120033,2018,367,18638
120033,2019,345,18977
120034,2012,256,8586
120034,2013,229,8712
120034,2014,241,8841
120034,2015,266,8971
120034,2016,235,9092
120034,2017,259,9212
120034,2018,251,9336
120034,2019,230,9459
120035,2012,472,15765
120035,2013,482,16213
120035,2014,456,16670
120035,2015,444,17132
120035,2016,351,17563
120035,2017,387,17988
120035,2018,406,18430
120035,2019,448,18867
120038,2012,353,18368
120038,2013,334,18569
120038,2014,322,18774
120038,2015,350,18982
120038,2016,339,19175
120038,2017,305,19366
120038,2018,309,19565
120038,2019,318,19761
120080,2012,346,16207
120080,2013,362,16538
120080,2014,368,16877
120080,2015,358,17219
120080,2016,356,17538
120080,2017,430,17853
120080,2018,392,18180
120080,2019,379,18504
120039,2012,338,10125
120039,2013,287,10393
120039,2014,250,10667
120039,2015,262,10944
120039,2016,230,11201
120039,2017,282,11456
120039,2018,253,11720
120039,2019,270,11982
120040,2012,6530,363589
120040,2013,7116,369899
120040,2014,7009,376348
120040,2015,6965,382864
120040,2016,6612,388932
120040,2017,6460,394924
120040,2018,6495,401155
120040,2019,6322,407319
120042,2012,390,15910
120042,2013,363,16345
120042,2014,394,16791
120042,2015,396,17241
120042,2016,304,17660
120042,2017,366,18074
120042,2018,394,18504
120042,2019,334,18930
120043,2012,257,5271
120043,2013,222,5454
120043,2014,181,5642
120043,2015,148,5831
120043,2016,94,6007
120043,2017,198,6181
120043,2018,206,6362
120043,2019,182,6540
120050,2012,929,41090
120050,2013,904,41777
120050,2014,827,42478
120050,2015,847,43187
120050,2016,761,43847
120050,2017,780,44499
120050,2018,788,45177
120050,2019,768,45848
120045,2012,396,21505
120045,2013,425,21724
120045,2014,453,21948
120045,2015,443,22174
120045,2016,410,22385
120045,2017,395,22593
120045,2018,476,22810
120045,2019,417,23024
120060,2012,1158,38377
120060,2013,1137,38981
120060,2014,1230,39599
120060,2015,1164,40224
120060,2016,1078,40805
120060,2017,1132,41379
120060,2018,1193,41976
120060,2019,1143,42567
120070,2012,311,17369
120070,2013,294,17651
120070,2014,306,17939
120070,2015,322,18230
120070,2016,329,18501
120070,2017,305,18769
120070,2018,325,19048
120070,2019,297,19323
130002,2012,320,14739
130002,2013,346,14929
130002,2014,308,15122
130002,2015,342,15315
130002,2016,325,15497
130002,2017,401,15677
130002,2018,346,15860
130002,2019,418,16041
130006,2012,242,10072
130006,2013,261,10285
130006,2014,264,10502
130006,2015,214,10719
130006,2016,280,10924
130006,2017,267,11126
130006,2018,247,11332
130006,2019,265,11536
130008,2012,199,11126
130008,2013,201,11488
130008,2014,212,11858
130008,2015,163,12226
130008,2016,182,12574
130008,2017,196,12918
130008,2018,214,13269
130008,2019,190,13614
130010,2012,247,17610
130010,2013,285,18105
130010,2014,267,18610
130010,2015,255,19113
130010,2016,266,19589
130010,2017,257,20059
130010,2018,247,20538
130010,2019,233,21010
130014,2012,195,19165
130014,2013,223,19573
130014,2014,223,19990
130014,2015,204,20406
130014,2016,211,20799
130014,2017,233,21187
130014,2018,242,21583
130014,2019,239,21973
130020,2012,357,16445
130020,2013,353,16950
130020,2014,435,17467
130020,2015,438,17981
130020,2016,380,18468
130020,2017,382,18948
130020,2018,357,19438
130020,2019,313,19921
130030,2012,877,34279
130030,2013,875,35048
130030,2014,944,35833
130030,2015,829,36615
130030,2016,890,37355
130030,2017,897,38086
130030,2018,948,38830
130030,2019,871,39565
130040,2012,469,26511
130040,2013,480,26655
130040,2014,418,26802
130040,2015,504,26949
130040,2016,490,27088
130040,2017,524,27225
130040,2018,567,27364
130040,2019,553,27502
130050,2012,706,28817
130050,2013,769,29286
130050,2014,756,29765
130050,2015,815,30242
130050,2016,808,30693
130050,2017,870,31139
130050,2018,851,31593
130050,2019,857,32041
130060,2012,1053,36050
130060,2013,1035,37059
130060,2014,1076,38089
130060,2015,968,39115
130060,2016,1019,40085
130060,2017,1039,41044
130060,2018,985,42020
130060,2019,1029,42984
130063,2012,427,16655
130063,2013,428,17095
130063,2014,487,17544
130063,2015,488,17991
130063,2016,510,18414
130063,2017,597,18833
130063,2018,500,19258
130063,2019,525,19679
130068,2012,260,16148
130068,2013,321,16593
130068,2014,328,17047
130068,2015,369,17500
130068,2016,312,17928
130068,2017,318,18351
130068,2018,318,18781
130068,2019,330,19207
130070,2012,741,31920
130070,2013,763,32268
130070,2014,733,32622
130070,2015,695,32976
130070,2016,653,33310
130070,2017,770,33640
130070,2018,739,33976
130070,2019,725,34308
130080,2012,690,36876
130080,2013,705,37499
130080,2014,709,38136
130080,2015,724,38770
130080,2016,662,39369
130080,2017,797,39962
130080,2018,789,40565
130080,2019,763,41161
130083,2012,138,11612
130083,2013,203,11826
130083,2014,204,12044
130083,2015,173,12261
130083,2016,183,12467
130083,2017,216,12670
130083,2018,188,12877
130083,2019,169,13081
130090,2012,213,14336
130090,2013,196,14524
130090,2014,231,14716
130090,2015,219,14907
130090,2016,217,15089
130090,2017,191,15267
130090,2018,222,15450
130090,2019,192,15629
130100,2012,656,26731
130100,2013,632,26959
130100,2014,658,27191
130100,2015,628,27422
130100,2016,625,27640
130100,2017,626,27856
130100,2018,635,28076
130100,2019,635,28294
130110,2012,414,34379
130110,2013,441,34887
130110,2014,473,35405
130110,2015,419,35921
130110,2016,481,36410
130110,2017,512,36892
130110,2018,550,37384
130110,2019,564,37869
130115,2012,171,25696
130115,2013,168,26355
130115,2014,207,27027
130115,2015,214,27697
130115,2016,199,28331
130115,2017,237,28958
130115,2018,275,29595
130115,2019,198,30225
130120,2012,1668,79164
130120,2013,1750,80027
130120,2014,1704,80908
130120,2015,1744,81786
130120,2016,1646,82616
130120,2017,1656,83437
130120,2018,1747,84272
130120,2019,1698,85097
130130,2012,432,24769
130130,2013,424,25332
130130,2014,426,25906
130130,2015,434,26479
130130,2016,404,27020
130130,2017,437,27555
130130,2018,428,28100
130130,2019,468,28637
130140,2012,831,32161
130140,2013,852,32614
130140,2014,850,33076
130140,2015,823,33536
130140,2016,787,33972
130140,2017,854,34402
130140,2018,829,34840
130140,2019,791,35273
130150,2012,314,17410
130150,2013,365,17791
130150,2014,386,18181
130150,2015,411,18569
130150,2016,369,18936
130150,2017,424,19299
130150,2018,369,19668
130150,2019,391,20033
130160,2012,520,22014
130160,2013,556,21373
130160,2014,606,20719
130160,2015,669,20067
130160,2016,573,19451
130160,2017,630,18842
130160,2018,621,18221
130160,2019,579,17609
130165,2012,360,14789
130165,2013,329,15064
130165,2014,356,15345
130165,2015,334,15624
130165,2016,284,15889
130165,2017,326,16150
130165,2018,293,16416
130165,2019,285,16678
130170,2012,846,47317
130170,2013,902,48447
130170,2014,969,49599
130170,2015,941,50748
130170,2016,977,51835
130170,2017,1001,52908
130170,2018,1006,54001
130170,2019,978,55080
130180,2012,439,24247
130180,2013,406,25039
130180,2014,406,25847
130180,2015,440,26652
130180,2016,389,27414
130180,2017,409,28167
130180,2018,413,28933
130180,2019,376,29689
130185,2012,898,43078
130185,2013,849,43837
130185,2014,873,44612
130185,2015,867,45384
130185,2016,928,46115
130185,2017,941,46836
130185,2018,944,47571
130185,2019,1021,48296
130190,2012,2019,91396
130190,2013,2083,92843
130190,2014,2067,94319
130190,2015,2078,95790
130190,2016,2028,97181
130190,2017,1984,98556
130190,2018,2067,99955
130190,2019,2033,101337
130195,2012,196,8121
130195,2013,259,8082
130195,2014,260,8042
130195,2015,293,8002
130195,2016,261,7964
130195,2017,245,7926
130195,2018,303,7888
130195,2019,246,7851
130200,2012,199,8546
130200,2013,184,8633
130200,2014,154,8723
130200,2015,148,8812
130200,2016,187,8896
130200,2017,165,8979
130200,2018,171,9064
130200,2019,173,9148
130210,2012,142,6425
130210,2013,130,5891
130210,2014,148,5346
130210,2015,168,4803
130210,2016,150,4289
130210,2017,161,3782
130210,2018,151,3265
130210,2019,121,2755
130220,2012,171,11836
130220,2013,202,12254
130220,2014,193,12681
130220,2015,217,13107
130220,2016,175,13509
130220,2017,253,13907
130220,2018,251,14312
130220,2019,235,14712
130230,2012,600,17455
130230,2013,628,16998
130230,2014,631,16532
130230,2015,631,16068
130230,2016,604,15628
130230,2017,656,15195
130230,2018,647,14753
130230,2019,645,14317
130240,2012,682,40139
130240,2013,727,41002
130240,2014,715,41882
130240,2015,651,42760
130240,2016,652,43590
130240,2017,741,44410
130240,2018,779,45245
130240,2019,891,46069
130250,2012,1886,89170
130250,2013,2000,90364
130250,2014,2130,91583
130250,2015,2070,92797
130250,2016,1795,93946
130250,2017,1938,95080
130250,2018,2056,96236
130250,2019,2115,97377
130255,2012,250,25217
130255,2013,249,26219
130255,2014,233,27242
130255,2015,234,28261
130255,2016,253,29225
130255,2017,300,30178
130255,2018,303,31147
130255,2019,276,32105
130260,2012,41166,1914299
130260,2013,41637,1953360
130260,2014,42804,1993222
130260,2015,42340,2032944
130260,2016,39603,2070529
130260,2017,38492,2107646
130260,2018,38585,2145444
130260,2019,37936,2182763
130270,2012,810,49680
130270,2013,849,50563
130270,2014,900,51465
130270,2015,930,52363
130270,2016,911,53213
130270,2017,989,54052
130270,2018,1012,54907
130270,2019,1023,55751
130280,2012,313,17953
130280,2013,338,17993
130280,2014,399,18033
130280,2015,323,18073
130280,2016,358,18111
130280,2017,418,18148
130280,2018,405,18186
130280,2019,381,18224
130290,2012,1311,55631
130290,2013,1315,56835
130290,2014,1362,58063
130290,2015,1334,59288
130290,2016,1273,60446
130290,2017,1553,61590
130290,2018,1581,62755
130290,2019,1539,63905
130300,2012,344,19203
130300,2013,301,19489
130300,2014,357,19782
130300,2015,356,20073
130300,2016,338,20349
130300,2017,358,20621
130300,2018,314,20899
130300,2019,346,21173
130310,2012,591,32652
130310,2013,628,33340
130310,2014,618,34041
130310,2015,593,34741
130310,2016,586,35402
130310,2017,592,36056
130310,2018,612,36721
130310,2019,546,37378
130320,2012,257,16000
130320,2013,246,16502
130320,2014,307,17015
130320,2015,316,17526
130320,2016,289,18010
130320,2017,332,18488
130320,2018,327,18974
130320,2019,310,19454
130330,2012,321,22713
130330,2013,351,23139
130330,2014,344,23574
130330,2015,409,24008
130330,2016,386,24419
130330,2017,406,24824
130330,2018,379,25237
130330,2019,392,25644
130340,2012,2021,106324
130340,2013,2133,107481
130340,2014,2056,108661
130340,2015,1995,109837
130340,2016,1932,110950
130340,2017,2139,112049
130340,2018,2067,113168
130340,2019,1947,114273
130350,2012,308,18726
130350,2013,367,18828
130350,2014,364,18932
130350,2015,374,19036
130350,2016,348,19133
130350,2017,355,19230
130350,2018,362,19329
130350,2019,369,19426
130353,2012,556,29614
130353,2013,580,30583
130353,2014,585,31573
130353,2015,558,32559
130353,2016,547,33492
130353,2017,523,34414
130353,2018,557,35352
130353,2019,513,36279
130356,2012,361,27808
130356,2013,374,28614
130356,2014,412,29437
130356,2015,391,30256
130356,2016,415,31031
130356,2017,422,31797
130356,2018,431,32577
130356,2019,440,33347
130360,2012,342,19981
130360,2013,278,20734
130360,2014,225,21502
130360,2015,301,22268
130360,2016,305,22992
130360,2017,370,23708
130360,2018,369,24436
130360,2019,322,25156
130370,2012,603,24221
130370,2013,574,23840
130370,2014,651,23451
130370,2015,713,23063
130370,2016,693,22697
130370,2017,724,22335
130370,2018,704,21966
130370,2019,773,21602
130380,2012,1119,40182
130380,2013,1143,40965
130380,2014,1254,41764
130380,2015,1120,42561
130380,2016,1254,43314
130380,2017,1214,44058
130380,2018,1223,44816
130380,2019,1435,45564
130390,2012,957,33655
130390,2013,912,34476
130390,2014,985,35314
130390,2015,751,36149
130390,2016,871,36939
130390,2017,997,37720
130390,2018,934,38515
130390,2019,955,39299
130395,2012,178,11606
130395,2013,160,11957
130395,2014,163,12316
130395,2015,180,12673
130395,2016,178,13011
130395,2017,206,13345
130395,2018,186,13685
130395,2019,200,14020
130400,2012,181,8736
130400,2013,208,8799
130400,2014,180,8864
130400,2015,202,8928
130400,2016,208,8989
130400,2017,246,9049
130400,2018,197,9110
130400,2019,229,9171
130406,2012,1632,56090
130406,2013,1619,57509
130406,2014,1817,58958
130406,2015,1613,60401
130406,2016,1752,61766
130406,2017,1701,63115
130406,2018,1684,64488
130406,2019,1769,65844
130410,2012,401,18186
130410,2013,421,18036
130410,2014,385,17883
130410,2015,426,17732
130410,2016,389,17587
130410,2017,405,17445
130410,2018,393,17299
130410,2019,432,17156
130420,2012,1557,62047
130420,2013,1731,61727
130420,2014,1587,61400
130420,2015,1753,61075
130420,2016,1678,60767
130420,2017,1763,60464
130420,2018,1822,60154
130420,2019,1927,59849
130423,2012,348,17714
130423,2013,322,17866
130423,2014,366,18020
130423,2015,391,18174
130423,2016,363,18320
130423,2017,458,18464
130423,2018,435,18610
130423,2019,428,18755
130426,2012,288,12440
130426,2013,304,12600
130426,2014,302,12763
130426,2015,295,12926
130426,2016,264,13080
130426,2017,333,13232
130426,2018,286,13387
130426,2019,351,13540
130430,2012,298,17172
130430,2013,302,17039
130430,2014,284,16903
130430,2015,272,16767
130430,2016,265,16639
130430,2017,270,16512
130430,2018,261,16383
130430,2019,318,16256
130440,2012,321,19272
130440,2013,325,19824
130440,2014,329,20387
130440,2015,282,20948
130440,2016,299,21479
130440,2017,315,22003
130440,2018,313,22537
130440,2019,321,23065
140005,2012,599,16471
140005,2013,600,16329
140005,2014,557,16186
140005,2015,545,16043
140005,2016,618,15902
140005,2017,524,15766
140005,2018,717,15638
140005,2019,698,15510
140002,2012,308,10195
140002,2013,307,10543
140002,2014,298,10896
140002,2015,337,11249
140002,2016,329,11605
140002,2017,354,11988
140002,2018,433,12394
140002,2019,436,12796
140010,2012,6358,303862
140010,2013,6350,311030
140010,2014,6754,318284
140010,2015,6718,325965
140010,2016,6749,334801
140010,2017,7041,351112
140010,2018,8161,375374
140010,2019,8934,399213
140015,2012,312,11413
140015,2013,325,11547
140015,2014,325,11683
140015,2015,355,11818
140015,2016,365,11956
140015,2017,377,12102
140015,2018,386,12257
140015,2019,470,12409
140017,2012,315,15075
140017,2013,334,15534
140017,2014,362,15999
140017,2015,327,16462
140017,2016,315,16925
140017,2017,352,17396
140017,2018,336,17868
140017,2019,385,18335
140020,2012,425,19433
140020,2013,424,19782
140020,2014,393,20135
140020,2015,413,20486
140020,2016,381,20838
140020,2017,407,21199
140020,2018,405,21564
140020,2019,445,21926
140023,2012,138,8677
140023,2013,151,8885
140023,2014,154,9095
140023,2015,139,9303
140023,2016,145,9514
140023,2017,183,9730
140023,2018,181,9950
140023,2019,204,10169
140028,2012,173,9532
140028,2013,146,9871
140028,2014,156,10213
140028,2015,169,10555
140028,2016,136,10897
140028,2017,154,11247
140028,2018,138,11600
140028,2019,185,11950
140030,2012,270,15666
140030,2013,351,15968
140030,2014,299,16273
140030,2015,340,16577
140030,2016,308,16882
140030,2017,309,17200
140030,2018,324,17528
140030,2019,372,17853
140040,2012,319,9585
140040,2013,381,9825
140040,2014,376,10068
140040,2015,442,10310
140040,2016,428,10553
140040,2017,415,10799
140040,2018,461,11045
140040,2019,488,11290
140045,2012,327,11215
140045,2013,350,11511
140045,2014,339,11810
140045,2015,360,12150
140045,2016,356,12596
140045,2017,380,13723
140045,2018,422,15580
140045,2019,556,17401
140047,2012,422,25902
140047,2013,422,26491
140047,2014,442,27087
140047,2015,527,27681
140047,2016,542,28278
140047,2017,563,28898
140047,2018,627,29533
140047,2019,567,30163
140050,2012,116,7178
140050,2013,120,7321
140050,2014,117,7466
140050,2015,117,7609
140050,2016,104,7753
140050,2017,122,7902
140050,2018,119,8052
140050,2019,131,8201
140060,2012,84,7117
140060,2013,80,7239
140060,2014,67,7362
140060,2015,91,7485
140060,2016,83,7608
140060,2017,106,7733
140060,2018,86,7860
140060,2019,107,7986
140070,2012,432,8969
140070,2013,457,9190
140070,2014,462,9413
140070,2015,518,9635
140070,2016,509,9859
140070,2017,445,10090
140070,2018,512,10325
140070,2019,616,10559
150010,2012,2530,147588
150010,2013,2538,149071
150010,2014,2703,150565
150010,2015,2660,152062
150010,2016,2532,153474
150010,2017,2713,154863
150010,2018,2671,156292
150010,2019,2623,157698
150013,2012,114,7058
150013,2013,129,7113
150013,2014,100,7169
150013,2015,143,7225
150013,2016,117,7277
150013,2017,142,7329
150013,2018,130,7382
150013,2019,132,7434
150020,2012,965,55027
150020,2013,1039,55110
150020,2014,1115,55193
150020,2015,936,55277
150020,2016,996,55356
150020,2017,992,55433
150020,2018,1013,55513
150020,2019,980,55591
150030,2012,804,36666
150030,2013,788,37040
150030,2014,806,37417
150030,2015,871,37795
150030,2016,911,38152
150030,2017,968,38502
150030,2018,1022,38863
150030,2019,1014,39218
150034 Á,2012,0,26074
150034 Á,2013,0,26273
150034 Á,2014,0,26473
150034 Á,2015,0,26674
150034 Á,2016,0,26863
150034 Á,2017,0,27050
150034 Á,2018,0,27241
150034 Á,2019,0,27430
150040,2012,1138,54570
150040,2013,1126,54895
