CODMUNRES,ano_nasc,Qtd_2Parto,Qtd_Total
250940,2015,125,224
250940,2016,104,194
250940,2017,108,185
250940,2018,130,209
250940,2019,127,235
250950,2012,46,107
250950,2013,50,94
250950,2014,38,91
250950,2015,36,76
250950,2016,31,68
250950,2017,46,98
250950,2018,41,83
250950,2019,44,82
250960,2012,35,62
250960,2013,41,67
250960,2014,41,69
250960,2015,43,65
250960,2016,36,62
250960,2017,34,49
250960,2018,52,67
250960,2019,58,77
250970,2012,310,453
250970,2013,334,491
250970,2014,340,494
250970,2015,347,497
250970,2016,291,457
250970,2017,338,492
250970,2018,376,528
250970,2019,338,504
250980,2012,59,137
250980,2013,61,137
250980,2014,71,143
250980,2015,68,119
250980,2016,93,155
250980,2017,62,126
250980,2018,88,144
250980,2019,76,121
250990,2012,40,100
250990,2013,37,93
250990,2014,45,109
250990,2015,46,98
250990,2016,43,98
250990,2017,39,89
250990,2018,54,102
250990,2019,55,122
251000,2012,89,109
251000,2013,75,106
251000,2014,85,107
251000,2015,78,100
251000,2016,74,87
251000,2017,51,66
251000,2018,95,107
251000,2019,73,81
251010,2012,64,159
251010,2013,68,147
251010,2014,61,147
251010,2015,69,146
251010,2016,62,147
251010,2017,56,170
251010,2018,56,119
251010,2019,71,119
251020,2012,48,90
251020,2013,36,76
251020,2014,29,52
251020,2015,38,96
251020,2016,47,85
251020,2017,45,75
251020,2018,47,72
251020,2019,41,76
251030,2012,14,42
251030,2013,20,43
251030,2014,30,43
251030,2015,20,41
251030,2016,16,45
251030,2017,25,42
251030,2018,22,38
251030,2019,28,38
251040,2012,64,114
251040,2013,55,98
251040,2014,48,95
251040,2015,52,89
251040,2016,40,75
251040,2017,77,123
251040,2018,47,94
251040,2019,53,86
251050,2012,31,62
251050,2013,26,50
251050,2014,21,51
251050,2015,29,48
251050,2016,26,48
251050,2017,23,41
251050,2018,23,48
251050,2019,19,38
251060,2012,32,41
251060,2013,32,39
251060,2014,28,37
251060,2015,27,39
251060,2016,23,28
251060,2017,35,42
251060,2018,42,48
251060,2019,37,41
251065,2012,12,26
251065,2013,22,30
251065,2014,13,21
251065,2015,9,18
251065,2016,6,15
251065,2017,10,22
251065,2018,15,20
251065,2019,11,18
251070,2012,8,21
251070,2013,19,41
251070,2014,18,34
251070,2015,12,32
251070,2016,13,29
251070,2017,23,40
251070,2018,30,54
251070,2019,22,38
251080,2012,927,1535
251080,2013,911,1506
251080,2014,936,1547
251080,2015,916,1590
251080,2016,828,1383
251080,2017,960,1504
251080,2018,1000,1635
251080,2019,968,1497
251090,2012,105,139
251090,2013,98,134
251090,2014,123,159
251090,2015,104,136
251090,2016,108,156
251090,2017,111,155
251090,2018,109,138
251090,2019,118,144
251100,2012,30,46
251100,2013,20,37
251100,2014,41,63
251100,2015,48,58
251100,2016,31,60
251100,2017,37,57
251100,2018,33,52
251100,2019,45,56
251110,2012,44,95
251110,2013,44,105
251110,2014,39,92
251110,2015,40,85
251110,2016,36,78
251110,2017,32,80
251110,2018,36,76
251110,2019,38,75
251120,2012,226,456
251120,2013,224,457
251120,2014,217,436
251120,2015,199,482
251120,2016,249,509
251120,2017,254,542
251120,2018,308,591
251120,2019,270,496
251130,2012,119,182
251130,2013,120,201
251130,2014,115,173
251130,2015,133,208
251130,2016,106,149
251130,2017,127,177
251130,2018,148,198
251130,2019,112,152
251140,2012,142,269
251140,2013,152,263
251140,2014,164,263
251140,2015,165,272
251140,2016,143,262
251140,2017,147,254
251140,2018,167,267
251140,2019,158,255
251150,2012,100,203
251150,2013,77,182
251150,2014,71,159
251150,2015,69,171
251150,2016,69,157
251150,2017,82,192
251150,2018,85,185
251150,2019,97,213
251160,2012,69,138
251160,2013,65,140
251160,2014,78,136
251160,2015,67,153
251160,2016,68,139
251160,2017,72,125
251160,2018,89,149
251160,2019,78,129
251170,2012,34,80
251170,2013,41,77
251170,2014,44,88
251170,2015,40,76
251170,2016,43,76
251170,2017,57,95
251170,2018,58,111
251170,2019,61,99
251180,2012,87,162
251180,2013,76,128
251180,2014,98,154
251180,2015,68,138
251180,2016,64,117
251180,2017,72,130
251180,2018,104,157
251180,2019,67,123
251190,2012,92,232
251190,2013,104,292
251190,2014,86,257
251190,2015,109,293
251190,2016,134,306
251190,2017,115,282
251190,2018,111,278
251190,2019,123,293
251200,2012,87,247
251200,2013,132,281
251200,2014,123,299
251200,2015,134,308
251200,2016,122,277
251200,2017,120,251
251200,2018,143,273
251200,2019,139,274
251203,2012,24,49
251203,2013,40,63
251203,2014,26,57
251203,2015,48,78
251203,2016,41,71
251203,2017,36,57
251203,2018,46,56
251203,2019,29,41
251207,2012,27,44
251207,2013,27,45
251207,2014,28,45
251207,2015,29,42
251207,2016,30,41
251207,2017,33,49
251207,2018,26,43
251207,2019,20,34
251210,2012,334,433
251210,2013,369,449
251210,2014,367,428
251210,2015,394,460
251210,2016,332,399
251210,2017,379,438
251210,2018,409,475
251210,2019,351,403
251220,2012,30,46
251220,2013,33,54
251220,2014,32,50
251220,2015,40,58
251220,2016,33,54
251220,2017,37,53
251220,2018,29,44
251220,2019,31,47
251230,2012,240,337
251230,2013,210,293
251230,2014,221,312
251230,2015,164,259
251230,2016,203,270
251230,2017,173,252
251230,2018,193,297
251230,2019,199,284
251240,2012,82,211
251240,2013,83,205
251240,2014,113,222
251240,2015,68,162
251240,2016,107,201
251240,2017,105,210
251240,2018,104,195
251240,2019,109,214
251250,2012,342,672
251250,2013,334,631
251250,2014,374,696
251250,2015,390,733
251250,2016,418,741
251250,2017,363,672
251250,2018,406,719
251250,2019,452,721
251260,2012,9,24
251260,2013,8,22
251260,2014,11,23
251260,2015,13,36
251260,2016,14,26
251260,2017,13,27
251260,2018,12,24
251260,2019,15,25
251270,2012,144,285
251270,2013,118,284
251270,2014,136,289
251270,2015,102,268
251270,2016,109,277
251270,2017,110,281
251270,2018,148,282
251270,2019,148,281
251272,2012,26,69
251272,2013,24,69
251272,2014,26,64
251272,2015,18,61
251272,2016,20,64
251272,2017,22,48
251272,2018,23,68
251272,2019,22,79
251274,2012,26,45
251274,2013,28,54
251274,2014,27,55
251274,2015,38,61
251274,2016,31,43
251274,2017,23,47
251274,2018,29,48
251274,2019,34,52
251275,2012,27,63
251275,2013,27,64
251275,2014,29,64
251275,2015,43,77
251275,2016,41,76
251275,2017,37,68
251275,2018,38,64
251275,2019,39,73
251276,2012,23,56
251276,2013,23,62
251276,2014,25,50
251276,2015,25,69
251276,2016,20,52
251276,2017,28,68
251276,2018,36,80
251276,2019,44,85
251278,2012,17,32
251278,2013,29,43
251278,2014,20,43
251278,2015,21,41
251278,2016,15,26
251278,2017,18,41
251278,2018,21,34
251278,2019,27,41
251280,2012,101,115
251280,2013,86,99
251280,2014,99,123
251280,2015,113,130
251280,2016,107,127
251280,2017,96,110
251280,2018,116,132
251280,2019,84,103
251290,2012,143,316
251290,2013,147,328
251290,2014,138,281
251290,2015,142,323
251290,2016,139,358
251290,2017,134,351
251290,2018,151,374
251290,2019,130,364
251300,2012,23,47
251300,2013,17,42
251300,2014,23,45
251300,2015,23,45
251300,2016,20,39
251300,2017,19,37
251300,2018,26,51
251300,2019,15,30
251310,2012,55,134
251310,2013,55,109
251310,2014,60,132
251310,2015,67,116
251310,2016,68,141
251310,2017,75,130
251310,2018,78,149
251310,2019,83,159
251315,2012,51,106
251315,2013,44,87
251315,2014,43,100
251315,2015,40,85
251315,2016,31,80
251315,2017,48,96
251315,2018,47,100
251315,2019,56,90
251320,2012,65,74
251320,2013,58,67
251320,2014,68,78
251320,2015,62,72
251320,2016,62,78
251320,2017,55,63
251320,2018,72,82
251320,2019,63,67
251330,2012,51,65
251330,2013,31,63
251330,2014,37,67
251330,2015,44,70
251330,2016,53,71
251330,2017,47,71
251330,2018,50,67
251330,2019,41,61
251335,2012,26,43
251335,2013,37,55
251335,2014,32,49
251335,2015,33,44
251335,2016,30,49
251335,2017,36,43
251335,2018,33,49
251335,2019,21,32
251340,2012,92,168
251340,2013,117,206
251340,2014,132,218
251340,2015,121,233
251340,2016,100,177
251340,2017,125,195
251340,2018,106,199
251340,2019,116,179
251350,2012,38,71
251350,2013,36,60
251350,2014,32,60
251350,2015,31,61
251350,2016,33,64
251350,2017,39,61
251350,2018,41,60
251350,2019,47,63
251360,2012,70,103
251360,2013,54,73
251360,2014,55,78
251360,2015,51,82
251360,2016,64,84
251360,2017,53,78
251360,2018,74,99
251360,2019,55,74
251365,2012,18,25
251365,2013,24,32
251365,2014,16,21
251365,2015,17,20
251365,2016,25,32
251365,2017,19,26
251365,2018,27,32
251365,2019,15,22
251370,2012,1190,2257
251370,2013,1199,2231
251370,2014,992,1776
251370,2015,1205,2141
251370,2016,1433,2561
251370,2017,1244,2515
251370,2018,1278,2502
251370,2019,1162,2305
251380,2012,35,54
251380,2013,25,44
251380,2014,50,80
251380,2015,40,59
251380,2016,47,70
251380,2017,33,55
251380,2018,50,74
251380,2019,41,73
251385,2012,27,38
251385,2013,16,27
251385,2014,7,26
251385,2015,14,28
251385,2016,14,23
251385,2017,22,31
251385,2018,21,28
251385,2019,14,23
251390,2012,355,460
251390,2013,351,436
251390,2014,363,450
251390,2015,370,463
251390,2016,311,381
251390,2017,331,414
251390,2018,348,422
251390,2019,383,469
251392,2012,43,65
251392,2013,37,53
251392,2014,39,50
251392,2015,54,67
251392,2016,32,42
251392,2017,46,49
251392,2018,46,61
251392,2019,39,55
251394,2012,13,35
251394,2013,23,37
251394,2014,20,34
251394,2015,17,35
251394,2016,21,34
251394,2017,19,29
251394,2018,19,33
251394,2019,24,36
251396,2012,21,36
251396,2013,27,37
251396,2014,33,38
251396,2015,31,35
251396,2016,26,38
251396,2017,19,26
251396,2018,33,42
251396,2019,22,29
251398,2012,42,47
251398,2013,41,51
251398,2014,31,41
251398,2015,41,47
251398,2016,39,46
251398,2017,30,42
251398,2018,23,26
251398,2019,44,45
251400,2012,21,54
251400,2013,30,51
251400,2014,32,59
251400,2015,29,52
251400,2016,34,58
251400,2017,25,53
251400,2018,44,68
251400,2019,33,50
251410,2012,28,69
251410,2013,20,52
251410,2014,28,50
251410,2015,31,51
251410,2016,39,57
251410,2017,20,46
251410,2018,30,60
251410,2019,42,71
251420,2012,88,117
251420,2013,64,87
251420,2014,73,89
251420,2015,93,114
251420,2016,72,89
251420,2017,75,91
251420,2018,79,100
251420,2019,65,72
251430,2012,53,94
251430,2013,58,105
251430,2014,52,79
251430,2015,52,89
251430,2016,54,88
251430,2017,50,82
251430,2018,39,59
251430,2019,54,81
251440,2012,22,48
251440,2013,26,52
251440,2014,31,46
251440,2015,27,50
251440,2016,23,50
251440,2017,20,50
251440,2018,24,49
251440,2019,22,44
251445,2012,41,75
251445,2013,33,68
251445,2014,32,72
251445,2015,44,78
251445,2016,62,92
251445,2017,42,78
251445,2018,47,85
251445,2019,56,95
251450,2012,167,248
251450,2013,176,252
251450,2014,190,260
251450,2015,221,307
251450,2016,206,268
251450,2017,188,262
251450,2018,227,280
251450,2019,206,266
251455,2012,16,32
251455,2013,24,35
251455,2014,30,43
251455,2015,22,30
251455,2016,24,27
251455,2017,22,28
251455,2018,17,28
251455,2019,23,28
251460,2012,25,43
251460,2013,31,59
251460,2014,26,54
251460,2015,19,46
251460,2016,22,48
251460,2017,28,52
251460,2018,29,53
251460,2019,22,51
251465,2012,16,21
251465,2013,17,23
251465,2014,19,20
251465,2015,21,27
251465,2016,14,20
251465,2017,21,24
251465,2018,13,18
251465,2019,19,22
251470,2012,28,55
251470,2013,20,39
251470,2014,33,62
251470,2015,22,43
251470,2016,16,35
251470,2017,19,46
251470,2018,25,45
251470,2019,33,45
251480,2012,24,45
251480,2013,29,48
251480,2014,33,52
251480,2015,23,45
251480,2016,15,39
251480,2017,21,43
251480,2018,20,35
251480,2019,21,39
251490,2012,55,97
251490,2013,45,93
251490,2014,58,100
251490,2015,54,104
251490,2016,47,79
251490,2017,59,94
251490,2018,62,99
251490,2019,68,99
251500,2012,57,126
251500,2013,29,90
251500,2014,35,84
251500,2015,25,84
251500,2016,37,92
251500,2017,44,98
251500,2018,57,94
251500,2019,47,112
251510,2012,68,143
251510,2013,74,167
251510,2014,82,169
251510,2015,86,169
251510,2016,84,164
251510,2017,65,123
251510,2018,81,168
251510,2019,96,164
251520,2012,23,37
251520,2013,21,44
251520,2014,35,51
251520,2015,30,43
251520,2016,36,50
251520,2017,34,54
251520,2018,38,54
251520,2019,35,44
251530,2012,346,718
251530,2013,353,731
251530,2014,345,695
251530,2015,267,603
251530,2016,239,529
251530,2017,280,570
251530,2018,288,587
251530,2019,279,625
251540,2012,32,161
251540,2013,45,167
251540,2014,56,189
251540,2015,52,173
251540,2016,51,145
251540,2017,42,144
251540,2018,71,193
251540,2019,68,171
251550,2012,70,139
251550,2013,74,143
251550,2014,93,164
251550,2015,89,158
251550,2016,96,168
251550,2017,90,158
251550,2018,94,166
251550,2019,105,164
251560,2012,19,39
251560,2013,19,35
251560,2014,25,37
251560,2015,27,48
251560,2016,24,30
251560,2017,22,35
251560,2018,20,38
251560,2019,18,33
251570,2012,29,40
251570,2013,23,30
251570,2014,24,41
251570,2015,21,46
251570,2016,26,40
251570,2017,30,47
251570,2018,30,43
251570,2019,42,52
251580,2012,53,100
251580,2013,40,107
251580,2014,39,104
251580,2015,38,105
251580,2016,34,79
251580,2017,39,75
251580,2018,51,97
251580,2019,57,98
251590,2012,43,81
251590,2013,31,59
251590,2014,38,75
251590,2015,39,72
251590,2016,29,70
251590,2017,37,68
251590,2018,32,69
251590,2019,31,52
251593,2012,42,78
251593,2013,43,72
251593,2014,59,81
251593,2015,47,76
251593,2016,37,72
251593,2017,40,69
251593,2018,41,72
251593,2019,37,57
251597,2012,56,111
251597,2013,33,97
251597,2014,43,96
251597,2015,48,101
251597,2016,54,104
251597,2017,92,144
251597,2018,77,118
251597,2019,76,139
251600,2012,167,380
251600,2013,185,392
251600,2014,208,380
251600,2015,182,376
251600,2016,190,390
251600,2017,179,390
251600,2018,215,430
251600,2019,230,403
251610,2012,96,209
251610,2013,96,223
251610,2014,105,234
251610,2015,93,238
251610,2016,76,169
251610,2017,95,189
251610,2018,105,196
251610,2019,108,189
251615,2012,24,65
251615,2013,27,56
251615,2014,29,61
251615,2015,21,46
251615,2016,15,51
251615,2017,12,47
251615,2018,30,58
251615,2019,24,44
251620,2012,845,1006
251620,2013,782,940
251620,2014,810,978
251620,2015,815,974
251620,2016,742,883
251620,2017,804,924
251620,2018,909,1010
251620,2019,905,982
251630,2012,173,244
251630,2013,163,226
251630,2014,154,225
251630,2015,168,238
251630,2016,150,246
251630,2017,163,226
251630,2018,163,241
251630,2019,217,291
251640,2012,43,79
251640,2013,51,104
251640,2014,53,91
251640,2015,54,91
251640,2016,43,89
251640,2017,50,93
251640,2018,46,82
251640,2019,53,93
251650,2012,91,223
251650,2013,94,214
251650,2014,97,203
251650,2015,112,236
251650,2016,96,189
251650,2017,88,215
251650,2018,111,224
251650,2019,111,202
251660,2012,114,168
251660,2013,118,192
251660,2014,123,180
251660,2015,108,206
251660,2016,117,188
251660,2017,124,188
251660,2018,126,205
251660,2019,103,161
251670,2012,140,244
251670,2013,111,198
251670,2014,115,214
251670,2015,112,251
251670,2016,101,208
251670,2017,117,229
251670,2018,108,229
251670,2019,137,240
251675,2012,23,59
251675,2013,19,42
251675,2014,12,49
251675,2015,11,41
251675,2016,14,42
251675,2017,17,37
251675,2018,15,39
251675,2019,15,38
251680,2012,68,116
251680,2013,61,108
251680,2014,68,116
251680,2015,73,102
251680,2016,58,85
251680,2017,76,116
251680,2018,61,88
251680,2019,80,117
251690,2012,140,182
251690,2013,136,186
251690,2014,150,181
251690,2015,136,177
251690,2016,130,170
251690,2017,132,172
251690,2018,146,187
251690,2019,132,161
251700,2012,51,120
251700,2013,44,120
251700,2014,73,146
251700,2015,53,118
251700,2016,43,117
251700,2017,49,97
251700,2018,62,138
251700,2019,66,111
251710,2012,21,36
251710,2013,21,35
251710,2014,18,35
251710,2015,19,34
251710,2016,16,29
251710,2017,14,25
251710,2018,21,37
251710,2019,7,18
251720,2012,39,46
251720,2013,36,45
251720,2014,36,49
251720,2015,45,58
251720,2016,51,59
251720,2017,48,52
251720,2018,36,42
251720,2019,46,51
251740,2012,31,45
251740,2013,26,40
251740,2014,25,43
251740,2015,26,37
251740,2016,23,32
251740,2017,22,34
251740,2018,26,34
251740,2019,25,34
260000,2012,1,1
260000,2013,0,2
260000,2014,0,1
260000,2015,1,2
260000,2016,3,6
260000,2017,15,26
260000,2018,17,32
260000,2019,7,13
260005,2012,783,1393
260005,2013,843,1532
260005,2014,815,1526
260005,2015,776,1628
260005,2016,725,1487
260005,2017,678,1519
260005,2018,698,1490
260005,2019,616,1352
260010,2012,518,669
260010,2013,489,638
260010,2014,498,653
260010,2015,484,666
260010,2016,417,580
260010,2017,390,522
260010,2018,443,623
260010,2019,390,586
260020,2012,107,295
260020,2013,122,297
260020,2014,132,305
260020,2015,112,269
260020,2016,124,284
260020,2017,127,260
260020,2018,113,268
260020,2019,116,254
260030,2012,180,337
260030,2013,203,362
260030,2014,220,356
260030,2015,215,357
260030,2016,159,323
260030,2017,173,338
260030,2018,161,351
260030,2019,161,325
260040,2012,352,611
260040,2013,255,491
260040,2014,325,551
260040,2015,287,546
260040,2016,207,491
260040,2017,191,486
260040,2018,198,451
260040,2019,195,425
260050,2012,232,831
260050,2013,205,794
260050,2014,222,765
260050,2015,221,774
260050,2016,185,672
260050,2017,239,719
260050,2018,248,780
260050,2019,280,768
260060,2012,71,177
260060,2013,72,180
260060,2014,81,174
260060,2015,73,179
260060,2016,67,191
260060,2017,80,185
260060,2018,72,199
260060,2019,74,190
260070,2012,261,555
260070,2013,282,538
260070,2014,324,611
260070,2015,247,570
260070,2016,189,457
260070,2017,227,525
260070,2018,223,532
260070,2019,250,520
260080,2012,101,230
260080,2013,148,269
260080,2014,139,239
260080,2015,123,254
260080,2016,108,235
260080,2017,131,278
260080,2018,106,245
260080,2019,126,247
260090,2012,192,356
260090,2013,191,340
260090,2014,187,337
260090,2015,182,339
260090,2016,153,312
260090,2017,117,304
260090,2018,104,294
260090,2019,103,261
260100,2012,65,160
260100,2013,57,163
260100,2014,64,157
260100,2015,52,164
260100,2016,58,144
260100,2017,58,129
260100,2018,52,150
260100,2019,56,143
260105,2012,178,329
260105,2013,180,356
260105,2014,122,314
260105,2015,124,342
260105,2016,117,289
260105,2017,116,303
260105,2018,118,299
260105,2019,143,318
260110,2012,668,1695
260110,2013,681,1516
260110,2014,711,1592
260110,2015,687,1625
260110,2016,650,1497
260110,2017,632,1501
260110,2018,585,1639
260110,2019,668,1632
260120,2012,508,1051
260120,2013,624,1153
260120,2014,613,1159
260120,2015,581,1110
260120,2016,526,1017
260120,2017,617,1158
260120,2018,583,1161
260120,2019,584,1177
260130,2012,77,181
260130,2013,84,180
260130,2014,70,167
260130,2015,83,186
260130,2016,66,148
260130,2017,70,174
260130,2018,63,182
260130,2019,71,198
260140,2012,297,765
260140,2013,340,867
260140,2014,413,852
260140,2015,376,779
260140,2016,290,721
260140,2017,247,702
260140,2018,247,710
260140,2019,265,661
260150,2012,88,150
260150,2013,65,140
260150,2014,78,152
260150,2015,92,169
260150,2016,67,148
260150,2017,59,124
260150,2018,86,158
260150,2019,68,151
260160,2012,157,383
260160,2013,124,330
260160,2014,135,355
260160,2015,148,314
260160,2016,145,338
260160,2017,138,310
260160,2018,165,316
260160,2019,160,304
260170,2012,600,1234
260170,2013,593,1181
260170,2014,645,1192
260170,2015,536,1063
260170,2016,497,1045
260170,2017,607,1158
260170,2018,715,1254
260170,2019,671,1229
260180,2012,109,233
260180,2013,97,188
260180,2014,106,189
260180,2015,100,177
260180,2016,75,151
260180,2017,89,185
260180,2018,114,196
260180,2019,94,152
260190,2012,455,733
260190,2013,462,762
260190,2014,482,762
260190,2015,446,787
260190,2016,358,677
260190,2017,417,765
260190,2018,445,783
260190,2019,463,771
260200,2012,258,586
260200,2013,233,531
260200,2014,220,501
260200,2015,248,545
260200,2016,296,551
260200,2017,243,486
260200,2018,272,578
260200,2019,283,520
260210,2012,265,648
260210,2013,268,683
260210,2014,279,667
260210,2015,279,652
260210,2016,241,564
260210,2017,225,563
260210,2018,223,505
260210,2019,192,412
260220,2012,312,487
260220,2013,296,474
260220,2014,311,479
260220,2015,285,496
260220,2016,225,392
260220,2017,279,482
260220,2018,264,452
260220,2019,269,455
260230,2012,225,580
260230,2013,245,607
260230,2014,270,611
260230,2015,230,602
260230,2016,237,601
260230,2017,258,627
260230,2018,256,618
260230,2019,255,595
260240,2012,68,190
260240,2013,68,178
260240,2014,63,179
260240,2015,75,203
260240,2016,67,161
260240,2017,74,176
260240,2018,62,160
260240,2019,89,171
260250,2012,87,120
260250,2013,68,125
260250,2014,80,112
260250,2015,49,90
260250,2016,50,82
260250,2017,36,83
260250,2018,54,112
260250,2019,57,112
260260,2012,371,789
260260,2013,334,744
260260,2014,356,702
260260,2015,318,672
260260,2016,284,607
260260,2017,283,676
260260,2018,344,735
260260,2019,364,755
260270,2012,99,182
260270,2013,97,189
260270,2014,85,185
260270,2015,95,215
260270,2016,91,175
260270,2017,87,174
260270,2018,84,198
260270,2019,79,187
260280,2012,311,964
260280,2013,292,852
260280,2014,292,879
260280,2015,298,903
260280,2016,261,834
260280,2017,280,858
260280,2018,300,890
260280,2019,284,850
260290,2012,2067,3651
260290,2013,1962,3419
260290,2014,1821,3158
260290,2015,1809,3313
260290,2016,1599,3024
260290,2017,1450,3091
260290,2018,1528,3128
260290,2019,1420,2952
260300,2012,288,550
260300,2013,244,522
260300,2014,283,569
260300,2015,275,584
260300,2016,223,512
260300,2017,279,531
260300,2018,279,546
260300,2019,261,509
260310,2012,125,242
260310,2013,121,272
260310,2014,130,233
260310,2015,151,293
260310,2016,115,229
260310,2017,128,270
260310,2018,147,294
260310,2019,140,312
260320,2012,147,460
260320,2013,154,396
260320,2014,135,411
260320,2015,145,445
260320,2016,141,381
260320,2017,161,446
260320,2018,159,414
260320,2019,158,437
260330,2012,57,153
260330,2013,56,139
260330,2014,48,142
260330,2015,64,127
260330,2016,85,147
260330,2017,54,136
260330,2018,69,130
260330,2019,63,129
260340,2012,65,122
260340,2013,62,104
260340,2014,45,83
260340,2015,61,97
260340,2016,53,89
260340,2017,59,107
260340,2018,42,71
260340,2019,48,77
260345,2012,1258,2335
260345,2013,1322,2358
260345,2014,1313,2482
260345,2015,1254,2484
260345,2016,1103,2279
260345,2017,1028,2237
260345,2018,1068,2191
260345,2019,1060,2146
260350,2012,123,210
260350,2013,132,240
260350,2014,108,201
260350,2015,101,196
260350,2016,117,224
260350,2017,114,226
260350,2018,91,189
260350,2019,119,248
260360,2012,72,122
260360,2013,49,102
260360,2014,60,131
260360,2015,43,108
260360,2016,41,106
260360,2017,39,113
260360,2018,56,133
260360,2019,47,121
260370,2012,116,359
260370,2013,133,400
260370,2014,135,370
260370,2015,136,386
260370,2016,105,346
260370,2017,125,360
260370,2018,118,351
260370,2019,126,331
260380,2012,121,300
260380,2013,140,302
260380,2014,126,289
260380,2015,109,278
260380,2016,106,287
260380,2017,102,234
260380,2018,94,244
260380,2019,125,275
260390,2012,182,274
260390,2013,188,267
260390,2014,200,284
260390,2015,184,294
260390,2016,193,257
260390,2017,189,269
260390,2018,177,260
260390,2019,179,286
260392,2012,106,301
260392,2013,88,292
260392,2014,107,305
260392,2015,100,291
260392,2016,84,279
260392,2017,101,267
260392,2018,104,278
260392,2019,94,249
260400,2012,632,1098
260400,2013,673,1103
260400,2014,646,1103
260400,2015,653,1174
260400,2016,527,949
260400,2017,585,1081
260400,2018,567,1007
260400,2019,524,1018
260410,2012,3434,5575
260410,2013,3591,5711
260410,2014,3713,5738
260410,2015,3534,5871
260410,2016,2962,5085
260410,2017,3332,5678
260410,2018,3605,5962
260410,2019,3738,6031
260415,2012,88,178
260415,2013,95,197
260415,2014,95,166
260415,2015,111,186
260415,2016,88,141
260415,2017,93,167
260415,2018,113,213
260415,2019,109,177
260420,2012,285,576
260420,2013,295,588
260420,2014,344,593
260420,2015,317,559
260420,2016,295,549
260420,2017,258,566
260420,2018,249,526
260420,2019,220,462
260430,2012,81,186
260430,2013,91,176
260430,2014,86,155
260430,2015,99,189
260430,2016,91,166
260430,2017,92,141
260430,2018,106,169
260430,2019,102,165
260440,2012,93,207
260440,2013,97,223
260440,2014,103,216
260440,2015,118,233
260440,2016,101,212
260440,2017,107,225
260440,2018,88,196
260440,2019,108,243
260450,2012,151,316
260450,2013,148,292
260450,2014,172,326
260450,2015,153,337
260450,2016,131,285
260450,2017,146,300
260450,2018,177,341
260450,2019,166,307
260460,2012,178,422
260460,2013,161,376
260460,2014,137,374
260460,2015,186,438
260460,2016,163,385
260460,2017,125,340
260460,2018,162,373
260460,2019,169,370
260470,2012,85,230
260470,2013,91,224
260470,2014,95,216
260470,2015,96,270
260470,2016,87,220
260470,2017,109,245
260470,2018,87,240
260470,2019,95,221
260480,2012,121,232
260480,2013,106,220
260480,2014,92,217
260480,2015,81,239
260480,2016,68,196
260480,2017,70,193
260480,2018,77,196
260480,2019,60,160
260490,2012,131,229
260490,2013,123,209
260490,2014,121,197
260490,2015,93,184
260490,2016,81,143
260490,2017,88,153
260490,2018,105,167
260490,2019,99,183
260500,2012,193,415
260500,2013,204,344
260500,2014,217,395
260500,2015,199,393
260500,2016,165,354
260500,2017,175,383
260500,2018,153,339
260500,2019,156,320
260510,2012,332,594
260510,2013,394,616
260510,2014,355,533
260510,2015,353,575
260510,2016,301,468
260510,2017,343,517
260510,2018,340,529
260510,2019,281,461
260515,2012,114,261
260515,2013,127,285
260515,2014,138,243
260515,2015,141,250
260515,2016,121,223
260515,2017,127,247
260515,2018,136,252
260515,2019,155,250
260520,2012,700,1204
260520,2013,1040,1548
260520,2014,1065,1578
260520,2015,629,1147
260520,2016,482,1015
260520,2017,476,981
260520,2018,443,910
260520,2019,414,870
260530,2012,267,550
260530,2013,268,521
260530,2014,266,506
260530,2015,248,504
260530,2016,244,434
260530,2017,251,467
260530,2018,296,532
260530,2019,307,511
260540,2012,170,295
260540,2013,173,288
260540,2014,175,297
260540,2015,193,341
260540,2016,185,304
260540,2017,179,335
260540,2018,192,319
260540,2019,167,316
260545,2012,12,20
260545,2013,15,16
260545,2014,15,22
260545,2015,11,19
260545,2016,18,26
260545,2017,13,23
260545,2018,14,24
260545,2019,19,32
260550,2012,100,191
260550,2013,72,151
260550,2014,63,118
260550,2015,66,147
260550,2016,67,163
260550,2017,70,147
260550,2018,57,124
260550,2019,65,149
260560,2012,163,308
260560,2013,172,264
260560,2014,175,262
260560,2015,151,275
260560,2016,134,227
260560,2017,154,262
260560,2018,140,234
260560,2019,185,269
260570,2012,243,506
260570,2013,206,480
260570,2014,220,461
260570,2015,196,471
260570,2016,171,430
260570,2017,187,456
260570,2018,258,515
260570,2019,240,485
260580,2012,116,177
260580,2013,92,143
260580,2014,91,142
260580,2015,104,143
260580,2016,83,133
260580,2017,79,140
260580,2018,117,166
260580,2019,117,157
260590,2012,182,384
260590,2013,213,420
260590,2014,203,373
260590,2015,157,401
260590,2016,188,362
260590,2017,156,357
260590,2018,128,312
260590,2019,107,267
260600,2012,1314,2344
260600,2013,1440,2355
260600,2014,1365,2360
260600,2015,1353,2489
260600,2016,1254,2179
260600,2017,1268,2248
260600,2018,1369,2313
260600,2019,1400,2268
260610,2012,223,432
260610,2013,189,394
260610,2014,192,381
260610,2015,229,424
260610,2016,186,356
260610,2017,254,444
260610,2018,217,415
260610,2019,214,364
260620,2012,607,1238
260620,2013,562,1237
260620,2014,614,1308
260620,2015,590,1263
260620,2016,516,1151
260620,2017,593,1183
260620,2018,661,1216
260620,2019,598,1146
260630,2012,53,114
