CODMUNRES,ano_nasc,Qtd_Mais_de_5_Consultas_Pre_Natal,Qtd_Total
231355,2013,0,218
231355,2014,181,271
231355,2015,239,306
231355,2016,224,287
231355,2017,208,267
231355,2018,193,262
231355,2019,185,243
231360,2012,462,545
231360,2013,0,552
231360,2014,464,496
231360,2015,444,471
231360,2016,520,548
231360,2017,430,459
231360,2018,497,543
231360,2019,569,596
231370,2012,67,80
231370,2013,0,97
231370,2014,72,86
231370,2015,84,96
231370,2016,52,65
231370,2017,75,88
231370,2018,81,93
231370,2019,77,87
231375,2012,190,285
231375,2013,0,307
231375,2014,171,310
231375,2015,216,300
231375,2016,200,267
231375,2017,188,274
231375,2018,232,301
231375,2019,229,282
231380,2012,263,334
231380,2013,0,338
231380,2014,210,357
231380,2015,259,361
231380,2016,259,355
231380,2017,272,343
231380,2018,327,399
231380,2019,325,387
231390,2012,114,176
231390,2013,0,188
231390,2014,158,172
231390,2015,112,126
231390,2016,133,149
231390,2017,141,159
231390,2018,169,188
231390,2019,177,199
231395,2012,211,277
231395,2013,0,286
231395,2014,218,243
231395,2015,180,208
231395,2016,248,273
231395,2017,233,254
231395,2018,286,328
231395,2019,247,273
231400,2012,471,492
231400,2013,0,512
231400,2014,519,544
231400,2015,539,546
231400,2016,473,486
231400,2017,441,468
231400,2018,499,532
231400,2019,477,498
231410,2012,824,931
231410,2013,0,924
231410,2014,813,922
231410,2015,893,969
231410,2016,844,931
231410,2017,835,930
231410,2018,935,1044
231410,2019,904,986
240000,2012,3,4
240000,2016,0,1
240010,2012,68,149
240010,2013,0,140
240010,2014,126,147
240010,2015,126,150
240010,2016,89,109
240010,2017,86,105
240010,2018,94,110
240010,2019,94,101
240020,2012,572,789
240020,2013,0,705
240020,2014,628,835
240020,2015,622,793
240020,2016,624,776
240020,2017,575,743
240020,2018,617,792
240020,2019,583,725
240030,2012,119,151
240030,2013,0,121
240030,2014,87,122
240030,2015,101,134
240030,2016,92,116
240030,2017,87,111
240030,2018,106,132
240030,2019,76,96
240040,2012,45,51
240040,2013,0,44
240040,2014,43,47
240040,2015,39,42
240040,2016,38,40
240040,2017,38,38
240040,2018,51,54
240040,2019,34,37
240050,2012,123,164
240050,2013,0,183
240050,2014,132,181
240050,2015,122,159
240050,2016,153,185
240050,2017,136,170
240050,2018,147,182
240050,2019,152,182
240060,2012,61,66
240060,2013,0,57
240060,2014,55,61
240060,2015,56,65
240060,2016,62,64
240060,2017,46,50
240060,2018,45,52
240060,2019,45,48
240070,2012,107,153
240070,2013,0,136
240070,2014,154,228
240070,2015,104,194
240070,2016,107,147
240070,2017,142,179
240070,2018,153,191
240070,2019,137,170
240080,2012,99,155
240080,2013,0,139
240080,2014,119,142
240080,2015,133,147
240080,2016,118,136
240080,2017,104,117
240080,2018,121,136
240080,2019,103,128
240090,2012,104,112
240090,2013,0,79
240090,2014,82,90
240090,2015,95,110
240090,2016,67,77
240090,2017,70,74
240090,2018,60,66
240090,2019,60,71
240100,2012,371,412
240100,2013,0,446
240100,2014,330,413
240100,2015,341,438
240100,2016,327,407
240100,2017,312,369
240100,2018,356,413
240100,2019,371,408
240110,2012,236,366
240110,2013,0,351
240110,2014,256,355
240110,2015,282,414
240110,2016,222,325
240110,2017,286,373
240110,2018,261,336
240110,2019,247,320
240120,2012,159,236
240120,2013,0,200
240120,2014,108,161
240120,2015,140,202
240120,2016,156,207
240120,2017,145,185
240120,2018,148,199
240120,2019,149,187
240130,2012,87,104
240130,2013,0,117
240130,2014,87,102
240130,2015,97,119
240130,2016,68,81
240130,2017,88,103
240130,2018,94,104
240130,2019,79,91
240140,2012,67,110
240140,2013,0,109
240140,2014,78,122
240140,2015,80,115
240140,2016,73,110
240140,2017,84,127
240140,2018,83,114
240140,2019,93,113
240145,2012,312,401
240145,2013,0,378
240145,2014,325,409
240145,2015,334,437
240145,2016,301,394
240145,2017,305,397
240145,2018,293,367
240145,2019,277,352
240150,2012,16,28
240150,2013,0,51
240150,2014,35,42
240150,2015,26,46
240150,2016,13,40
240150,2017,46,51
240150,2018,26,39
240150,2019,48,50
240160,2012,45,84
240160,2013,0,63
240160,2014,45,67
240160,2015,45,63
240160,2016,43,68
240160,2017,51,66
240160,2018,49,72
240160,2019,46,67
240165,2012,30,35
240165,2013,0,36
240165,2014,36,42
240165,2015,42,49
240165,2016,24,32
240165,2017,27,32
240165,2018,45,50
240165,2019,47,54
240170,2012,87,124
240170,2013,0,103
240170,2014,101,139
240170,2015,60,113
240170,2016,22,112
240170,2017,99,124
240170,2018,110,149
240170,2019,109,121
240180,2012,118,174
240180,2013,0,150
240180,2014,130,177
240180,2015,151,179
240180,2016,147,182
240180,2017,132,164
240180,2018,128,169
240180,2019,140,168
240185,2012,48,89
240185,2013,0,75
240185,2014,43,66
240185,2015,69,92
240185,2016,54,81
240185,2017,46,75
240185,2018,52,73
240185,2019,52,76
240190,2012,33,54
240190,2013,0,46
240190,2014,45,51
240190,2015,32,55
240190,2016,28,59
240190,2017,43,48
240190,2018,52,58
240190,2019,42,44
240200,2012,649,782
240200,2013,0,731
240200,2014,620,713
240200,2015,655,747
240200,2016,621,699
240200,2017,611,686
240200,2018,602,688
240200,2019,600,671
240210,2012,97,140
240210,2013,0,118
240210,2014,128,146
240210,2015,77,145
240210,2016,21,137
240210,2017,108,135
240210,2018,89,120
240210,2019,128,139
240220,2012,356,579
240220,2013,0,539
240220,2014,357,532
240220,2015,390,549
240220,2016,346,505
240220,2017,374,539
240220,2018,393,527
240220,2019,406,526
240230,2012,241,284
240230,2013,0,253
240230,2014,246,299
240230,2015,219,262
240230,2016,178,223
240230,2017,197,244
240230,2018,229,262
240230,2019,216,236
240240,2012,90,111
240240,2013,0,112
240240,2014,105,112
240240,2015,85,96
240240,2016,56,68
240240,2017,83,88
240240,2018,71,88
240240,2019,91,93
240250,2012,85,136
240250,2013,0,144
240250,2014,82,138
240250,2015,98,141
240250,2016,72,102
240250,2017,76,114
240250,2018,80,122
240250,2019,103,134
240260,2012,740,1101
240260,2013,0,1197
240260,2014,818,1282
240260,2015,775,1234
240260,2016,672,1060
240260,2017,798,1131
240260,2018,793,1158
240260,2019,732,1041
240270,2012,115,141
240270,2013,0,131
240270,2014,127,149
240270,2015,101,126
240270,2016,93,128
240270,2017,105,124
240270,2018,131,151
240270,2019,119,132
240280,2012,50,66
240280,2013,0,71
240280,2014,60,72
240280,2015,51,96
240280,2016,8,70
240280,2017,61,71
240280,2018,67,83
240280,2019,74,76
240290,2012,52,61
240290,2013,0,71
240290,2014,53,71
240290,2015,55,61
240290,2016,59,67
240290,2017,48,52
240290,2018,64,68
240290,2019,54,58
240300,2012,83,102
240300,2013,0,98
240300,2014,70,94
240300,2015,75,95
240300,2016,63,75
240300,2017,83,94
240300,2018,79,86
240300,2019,60,70
240310,2012,406,548
240310,2013,0,545
240310,2014,418,536
240310,2015,410,521
240310,2016,334,456
240310,2017,432,506
240310,2018,436,517
240310,2019,433,499
240320,2012,85,109
240320,2013,0,102
240320,2014,106,113
240320,2015,87,96
240320,2016,96,103
240320,2017,101,102
240320,2018,86,92
240320,2019,93,99
240325,2012,2838,3706
240325,2013,0,3912
240325,2014,3085,4025
240325,2015,3156,4149
240325,2016,2984,3811
240325,2017,3072,3898
240325,2018,3138,3936
240325,2019,2749,3449
240330,2012,72,80
240330,2013,0,75
240330,2014,80,93
240330,2015,64,81
240330,2016,67,81
240330,2017,91,97
240330,2018,77,82
240330,2019,82,89
240340,2012,53,62
240340,2013,0,80
240340,2014,50,64
240340,2015,52,67
240340,2016,49,61
240340,2017,43,51
240340,2018,66,69
240340,2019,56,60
240350,2012,96,132
240350,2013,0,107
240350,2014,66,92
240350,2015,82,110
240350,2016,69,94
240350,2017,77,98
240350,2018,87,97
240350,2019,104,112
240360,2012,237,376
240360,2013,0,518
240360,2014,379,544
240360,2015,385,568
240360,2016,367,564
240360,2017,370,569
240360,2018,445,650
240360,2019,429,560
240370,2012,59,67
240370,2013,0,48
240370,2014,60,69
240370,2015,62,75
240370,2016,65,74
240370,2017,53,66
240370,2018,47,55
240370,2019,35,41
240375,2012,28,33
240375,2013,0,38
240375,2014,25,34
240375,2015,39,45
240375,2016,25,30
240375,2017,33,40
240375,2018,35,45
240375,2019,32,35
240380,2012,109,135
240380,2013,0,123
240380,2014,97,117
240380,2015,95,119
240380,2016,77,97
240380,2017,97,108
240380,2018,102,122
240380,2019,96,106
240390,2012,39,46
240390,2013,0,33
240390,2014,42,51
240390,2015,23,27
240390,2016,30,32
240390,2017,41,45
240390,2018,39,40
240390,2019,31,32
240400,2012,51,59
240400,2013,0,37
240400,2014,44,48
240400,2015,55,57
240400,2016,50,54
240400,2017,47,53
240400,2018,58,61
240400,2019,44,50
240410,2012,18,32
240410,2013,0,19
240410,2014,11,31
240410,2015,16,39
240410,2016,16,34
240410,2017,20,34
240410,2018,25,37
240410,2019,28,39
240420,2012,354,493
240420,2013,0,533
240420,2014,343,462
240420,2015,371,497
240420,2016,387,477
240420,2017,404,495
240420,2018,412,508
240420,2019,416,491
240430,2012,126,191
240430,2013,0,162
240430,2014,126,168
240430,2015,116,164
240430,2016,108,137
240430,2017,110,137
240430,2018,137,168
240430,2019,125,139
240440,2012,76,103
240440,2013,0,119
240440,2014,106,128
240440,2015,107,130
240440,2016,109,129
240440,2017,104,125
240440,2018,94,108
240440,2019,104,125
240450,2012,171,229
240450,2013,0,200
240450,2014,211,268
240450,2015,228,298
240450,2016,222,258
240450,2017,248,283
240450,2018,273,310
240450,2019,250,276
240460,2012,92,137
240460,2013,0,117
240460,2014,80,114
240460,2015,109,139
240460,2016,103,148
240460,2017,101,132
240460,2018,120,141
240460,2019,113,136
240470,2012,164,209
240470,2013,0,237
240470,2014,162,214
240470,2015,194,238
240470,2016,156,208
240470,2017,195,230
240470,2018,194,249
240470,2019,164,196
240480,2012,21,22
240480,2013,0,25
240480,2014,17,20
240480,2015,21,21
240480,2016,13,15
240480,2017,24,25
240480,2018,17,19
240480,2019,14,15
240485,2012,103,126
240485,2013,0,120
240485,2014,94,120
240485,2015,88,114
240485,2016,85,113
240485,2017,73,99
240485,2018,110,134
240485,2019,69,86
240490,2012,66,75
240490,2013,0,64
240490,2014,43,60
240490,2015,59,65
240490,2016,61,76
240490,2017,63,70
240490,2018,56,64
240490,2019,44,48
240500,2012,92,108
240500,2013,0,109
240500,2014,87,100
240500,2015,61,113
240500,2016,14,112
240500,2017,77,90
240500,2018,91,110
240500,2019,100,108
240510,2012,50,85
240510,2013,0,72
240510,2014,75,102
240510,2015,59,101
240510,2016,54,86
240510,2017,59,88
240510,2018,59,81
240510,2019,62,79
240520,2012,67,76
240520,2013,0,72
240520,2014,57,70
240520,2015,56,62
240520,2016,52,59
240520,2017,49,55
240520,2018,60,68
240520,2019,48,58
240530,2012,81,114
240530,2013,0,119
240530,2014,86,121
240530,2015,66,117
240530,2016,43,124
240530,2017,117,144
240530,2018,117,150
240530,2019,140,173
240540,2012,75,101
240540,2013,0,107
240540,2014,87,105
240540,2015,49,96
240540,2016,10,116
240540,2017,69,86
240540,2018,94,107
240540,2019,109,116
240550,2012,18,34
240550,2013,0,35
240550,2014,20,27
240550,2015,13,26
240550,2016,20,24
240550,2017,28,35
240550,2018,27,37
240550,2019,32,38
240560,2012,127,164
240560,2013,0,167
240560,2014,145,166
240560,2015,137,181
240560,2016,137,168
240560,2017,130,144
240560,2018,185,196
240560,2019,152,167
240570,2012,107,116
240570,2013,0,107
240570,2014,116,126
240570,2015,117,122
240570,2016,86,94
240570,2017,92,100
240570,2018,107,117
240570,2019,94,101
240580,2012,307,491
240580,2013,0,493
240580,2014,335,529
240580,2015,339,522
240580,2016,370,512
240580,2017,392,506
240580,2018,402,514
240580,2019,397,500
240590,2012,24,33
240590,2013,0,42
240590,2014,38,42
240590,2015,23,24
240590,2016,18,26
240590,2017,29,35
240590,2018,32,40
240590,2019,26,35
240600,2012,71,76
240600,2013,0,84
240600,2014,73,80
240600,2015,66,69
240600,2016,59,68
240600,2017,58,64
240600,2018,72,81
240600,2019,73,79
240610,2012,220,246
240610,2013,0,253
240610,2014,194,212
240610,2015,222,263
240610,2016,165,200
240610,2017,190,215
240610,2018,183,203
240610,2019,203,224
240615,2012,27,38
240615,2013,0,56
240615,2014,46,52
240615,2015,23,30
240615,2016,12,17
240615,2017,17,21
240615,2018,15,18
240615,2019,10,12
240620,2012,50,75
240620,2013,0,73
240620,2014,72,92
240620,2015,53,81
240620,2016,30,91
240620,2017,76,88
240620,2018,67,86
240620,2019,107,115
240630,2012,67,97
240630,2013,0,97
240630,2014,66,86
240630,2015,85,103
240630,2016,90,105
240630,2017,75,94
240630,2018,90,112
240630,2019,84,99
240640,2012,32,39
240640,2013,0,36
240640,2014,29,41
240640,2015,19,34
240640,2016,14,42
240640,2017,30,35
240640,2018,43,55
240640,2019,39,42
240650,2012,186,209
240650,2013,0,204
240650,2014,214,248
240650,2015,219,249
240650,2016,194,236
240650,2017,186,216
240650,2018,184,218
240650,2019,201,218
240660,2012,106,150
240660,2013,0,141
240660,2014,99,136
240660,2015,107,140
240660,2016,91,132
240660,2017,99,131
240660,2018,122,153
240660,2019,124,155
240670,2012,95,117
240670,2013,0,98
240670,2014,92,107
240670,2015,122,145
240670,2016,64,100
240670,2017,101,109
240670,2018,94,106
240670,2019,106,113
240680,2012,64,85
240680,2013,0,71
240680,2014,52,67
240680,2015,38,69
240680,2016,10,56
240680,2017,76,83
240680,2018,67,84
240680,2019,61,66
240690,2012,44,52
240690,2013,0,43
240690,2014,40,50
240690,2015,47,49
240690,2016,33,33
240690,2017,25,27
240690,2018,39,41
240690,2019,44,46
240700,2012,132,159
240700,2013,0,134
240700,2014,132,161
240700,2015,132,172
240700,2016,116,142
240700,2017,142,164
240700,2018,115,134
240700,2019,129,151
240710,2012,633,829
240710,2013,0,907
240710,2014,710,893
240710,2015,778,982
240710,2016,739,929
240710,2017,891,1052
240710,2018,899,1091
240710,2019,863,1007
240720,2012,160,255
240720,2013,0,176
240720,2014,280,459
240720,2015,94,426
240720,2016,173,354
240720,2017,218,335
240720,2018,220,317
240720,2019,236,318
240725,2012,48,61
240725,2013,0,61
240725,2014,45,51
240725,2015,49,54
240725,2016,54,56
240725,2017,40,44
240725,2018,50,53
240725,2019,52,56
240730,2012,63,89
240730,2013,0,81
240730,2014,73,88
240730,2015,89,106
240730,2016,64,80
240730,2017,87,102
240730,2018,94,109
240730,2019,86,103
240740,2012,65,71
240740,2013,0,90
240740,2014,81,101
240740,2015,68,76
240740,2016,75,87
240740,2017,77,89
240740,2018,91,99
240740,2019,101,106
240750,2012,79,126
240750,2013,0,154
240750,2014,101,158
240750,2015,103,156
240750,2016,108,139
240750,2017,73,128
240750,2018,94,136
240750,2019,92,132
240760,2012,43,48
240760,2013,0,47
240760,2014,45,51
240760,2015,39,52
240760,2016,44,52
240760,2017,53,62
240760,2018,50,54
240760,2019,52,54
240770,2012,92,131
240770,2013,0,158
240770,2014,110,142
240770,2015,143,175
240770,2016,118,146
240770,2017,150,174
240770,2018,155,179
240770,2019,152,166
240780,2012,181,266
240780,2013,0,300
240780,2014,213,297
240780,2015,214,277
240780,2016,245,297
240780,2017,228,281
240780,2018,239,287
240780,2019,212,263
240790,2012,27,34
240790,2013,0,32
240790,2014,26,33
240790,2015,25,42
240790,2016,14,48
240790,2017,37,42
240790,2018,39,47
240790,2019,47,49
240800,2012,2822,3819
240800,2013,0,3975
240800,2014,2866,3954
240800,2015,2717,4056
240800,2016,2738,3760
240800,2017,3044,3941
240800,2018,3197,3893
240800,2019,2964,3700
240810,2012,8462,12211
240810,2013,0,11840
240810,2014,8421,11862
240810,2015,8895,12239
240810,2016,8584,11517
240810,2017,8574,11493
240810,2018,9453,12318
240810,2019,8382,10640
240820,2012,223,357
240820,2013,0,349
240820,2014,250,380
240820,2015,264,393
240820,2016,278,405
240820,2017,259,399
240820,2018,276,384
240820,2019,270,362
240830,2012,320,494
240830,2013,0,479
240830,2014,354,478
240830,2015,386,492
240830,2016,360,460
240830,2017,385,497
240830,2018,428,500
240830,2019,407,492
240840,2012,41,48
240840,2013,0,37
240840,2014,48,52
240840,2015,39,42
240840,2016,16,20
240840,2017,32,36
240840,2018,34,38
240840,2019,30,36
240850,2012,59,63
240850,2013,0,59
240850,2014,51,54
240850,2015,56,59
240850,2016,57,60
240850,2017,57,61
240850,2018,48,49
240850,2019,48,49
240860,2012,34,48
240860,2013,0,54
240860,2014,48,53
240860,2015,62,71
240860,2016,59,62
240860,2017,50,60
240860,2018,44,48
240860,2019,43,46
240870,2012,26,40
240870,2013,0,44
240870,2014,46,56
240870,2015,30,44
240870,2016,28,37
240870,2017,33,43
240870,2018,44,49
240870,2019,46,50
240880,2012,53,75
240880,2013,0,94
240880,2014,62,76
240880,2015,46,64
240880,2016,78,94
240880,2017,74,83
240880,2018,90,107
240880,2019,102,112
240890,2012,298,347
240890,2013,0,325
240890,2014,274,323
240890,2015,310,362
240890,2016,277,311
240890,2017,249,279
240890,2018,256,274
240890,2019,245,261
240895,2012,129,181
240895,2013,0,160
240895,2014,136,158
240895,2015,132,162
240895,2016,125,154
240895,2017,142,177
240895,2018,139,185
240895,2019,135,159
240910,2012,140,177
240910,2013,0,175
240910,2014,135,165
240910,2015,132,166
240910,2016,96,146
240910,2017,131,155
240910,2018,131,156
240910,2019,134,148
240920,2012,27,45
240920,2013,0,51
240920,2014,31,41
240920,2015,33,42
240920,2016,29,40
240920,2017,34,46
240920,2018,29,33
240920,2019,33,40
240930,2012,113,130
240930,2013,0,182
240930,2014,126,140
240930,2015,130,143
240930,2016,155,162
240930,2017,123,140
240930,2018,116,129
240930,2019,112,121
240933,2012,35,44
240933,2013,0,44
240933,2014,55,61
240933,2015,51,89
240933,2016,30,71
240933,2017,58,68
240933,2018,50,64
240933,2019,69,73
240940,2012,346,384
240940,2013,0,389
240940,2014,346,410
240940,2015,400,475
240940,2016,341,393
240940,2017,370,413
240940,2018,499,560
240940,2019,313,368
240950,2012,38,56
240950,2013,0,54
240950,2014,39,59
240950,2015,45,59
240950,2016,33,46
240950,2017,36,52
240950,2018,39,54
240950,2019,40,58
240960,2012,23,36
240960,2013,0,25
240960,2014,29,38
240960,2015,23,32
240960,2016,26,33
240960,2017,26,31
240960,2018,40,45
240960,2019,32,33
240970,2012,47,77
240970,2013,0,95
240970,2014,53,70
240970,2015,66,84
240970,2016,54,72
240970,2017,59,73
240970,2018,65,77
240970,2019,54,61
240980,2012,132,227
240980,2013,0,234
240980,2014,120,175
240980,2015,180,225
240980,2016,158,199
240980,2017,144,183
240980,2018,189,240
240980,2019,185,222
240990,2012,75,130
240990,2013,0,91
240990,2014,133,198
240990,2015,68,205
240990,2016,84,130
240990,2017,105,149
240990,2018,123,167
240990,2019,105,147
241000,2012,28,33
241000,2013,0,48
241000,2014,33,39
241000,2015,42,51
241000,2016,26,33
241000,2017,36,39
241000,2018,39,42
241000,2019,47,51
241010,2012,145,217
241010,2013,0,146
241010,2014,132,181
241010,2015,123,170
241010,2016,114,147
241010,2017,118,165
241010,2018,137,168
241010,2019,136,172
241020,2012,54,106
241020,2013,0,83
241020,2014,74,109
241020,2015,62,90
241020,2016,92,109
241020,2017,88,100
241020,2018,87,100
241020,2019,103,112
241025,2012,44,69
241025,2013,0,63
241025,2014,36,73
241025,2015,45,88
241025,2016,57,83
241025,2017,61,90
241025,2018,78,92
241025,2019,58,79
241030,2012,88,147
241030,2013,0,162
241030,2014,108,151
241030,2015,75,165
241030,2016,27,141
241030,2017,140,160
241030,2018,96,132
241030,2019,140,167
241040,2012,83,117
241040,2013,0,129
241040,2014,91,153
241040,2015,69,123
241040,2016,60,103
241040,2017,89,136
241040,2018,98,128
241040,2019,98,124
241050,2012,42,59
241050,2013,0,65
241050,2014,57,67
241050,2015,40,52
241050,2016,46,51
241050,2017,56,61
241050,2018,55,68
241050,2019,53,64
241060,2012,51,58
241060,2013,0,35
241060,2014,27,29
241060,2015,39,45
241060,2016,18,19
241060,2017,25,30
241060,2018,20,27
241060,2019,21,22
241070,2012,38,45
241070,2013,0,42
241070,2014,24,34
241070,2015,27,32
241070,2016,31,34
241070,2017,25,29
241070,2018,42,46
241070,2019,39,42
241080,2012,49,56
241080,2013,0,45
241080,2014,36,44
241080,2015,54,60
241080,2016,43,48
241080,2017,51,55
241080,2018,34,37
241080,2019,42,43
241090,2012,77,103
241090,2013,0,116
241090,2014,74,97
241090,2015,79,113
241090,2016,28,101
241090,2017,69,94
241090,2018,82,103
241090,2019,90,103
241100,2012,47,58
241100,2013,0,67
241100,2014,55,71
241100,2015,63,87
241100,2016,50,58
241100,2017,61,66
241100,2018,55,65
241100,2019,48,52
241105,2012,40,55
241105,2013,0,67
241105,2014,59,76
241105,2015,45,63
241105,2016,68,80
241105,2017,65,71
241105,2018,79,94
241105,2019,60,71
241110,2012,35,45
241110,2013,0,41
241110,2014,31,34
241110,2015,24,28
241110,2016,22,33
241110,2017,36,39
241110,2018,28,37
241110,2019,37,39
241120,2012,424,584
241120,2013,0,586
241120,2014,496,627
241120,2015,272,597
241120,2016,107,612
241120,2017,470,563
241120,2018,425,584
241120,2019,451,529
241140,2012,113,151
241140,2013,0,147
241140,2014,117,133
241140,2015,116,138
241140,2016,86,110
241140,2017,78,108
241140,2018,137,163
241140,2019,113,128
241142,2012,28,29
241142,2013,0,31
241142,2014,26,27
241142,2015,26,29
241142,2016,24,26
241142,2017,29,29
241142,2018,44,45
241142,2019,22,25
241150,2012,254,329
241150,2013,0,330
241150,2014,271,332
241150,2015,291,349
241150,2016,268,326
241150,2017,224,272
241150,2018,289,340
241150,2019,265,313
241160,2012,37,48
241160,2013,0,41
241160,2014,27,38
241160,2015,34,44
241160,2016,27,35
241160,2017,37,44
241160,2018,47,54
241160,2019,43,54
241170,2012,49,59
241170,2013,0,74
241170,2014,54,71
241170,2015,32,76
241170,2016,5,41
241170,2017,48,61
241170,2018,41,60
241170,2019,42,48
241180,2012,44,49
241180,2013,0,28
241180,2014,40,44
241180,2015,31,34
241180,2016,27,29
241180,2017,34,37
241180,2018,38,39
241180,2019,37,39
241190,2012,35,44
241190,2013,0,60
241190,2014,54,63
241190,2015,55,63
241190,2016,75,82
241190,2017,50,56
241190,2018,51,60
241190,2019,47,50
241200,2012,1204,1690
241200,2013,0,1768
241200,2014,1297,1860
241200,2015,1252,1724
241200,2016,1160,1566
241200,2017,1296,1693
241200,2018,1163,1522
241200,2019,1132,1410
241210,2012,56,72
241210,2013,0,60
241210,2014,49,57
241210,2015,60,69
241210,2016,49,66
241210,2017,61,67
241210,2018,49,59
241210,2019,52,57
241220,2012,426,680
241220,2013,0,709
241220,2014,469,666
241220,2015,594,802
241220,2016,575,745
241220,2017,557,721
241220,2018,607,764
241220,2019,591,726
241230,2012,128,176
241230,2013,0,155
241230,2014,136,169
241230,2015,117,182
241230,2016,32,137
241230,2017,126,147
241230,2018,115,145
241230,2019,133,148
241240,2012,36,49
241240,2013,0,49
241240,2014,56,59
241240,2015,45,57
241240,2016,33,38
241240,2017,57,59
241240,2018,55,59
241240,2019,49,51
241250,2012,314,386
241250,2013,0,272
241250,2014,276,321
241250,2015,296,358
241250,2016,308,354
241250,2017,349,432
241250,2018,353,401
241250,2019,275,304
241255,2012,59,87
241255,2013,0,112
241255,2014,80,105
241255,2015,81,88
241255,2016,56,70
241255,2017,41,55
241255,2018,48,59
241255,2019,119,136
241260,2012,143,192
241260,2013,0,217
241260,2014,194,232
241260,2015,136,197
241260,2016,69,220
241260,2017,172,203
241260,2018,163,208
241260,2019,193,207
241270,2012,51,81
241270,2013,0,68
241270,2014,53,68
241270,2015,57,91
241270,2016,24,66
241270,2017,64,77
241270,2018,53,70
241270,2019,62,76
241280,2012,70,88
241280,2013,0,84
241280,2014,63,85
241280,2015,66,82
241280,2016,77,96
241280,2017,58,70
241280,2018,69,83
241280,2019,63,76
241290,2012,65,103
241290,2013,0,133
241290,2014,114,140
241290,2015,71,124
241290,2016,39,121
241290,2017,97,117
241290,2018,82,103
241290,2019,100,114
241300,2012,52,66
241300,2013,0,59
241300,2014,71,75
241300,2015,56,69
241300,2016,45,54
241300,2017,57,63
241300,2018,64,73
241300,2019,57,65
241310,2012,50,76
241310,2013,0,71
241310,2014,59,84
241310,2015,36,74
241310,2016,23,89
241310,2017,64,81
241310,2018,62,85
241310,2019,75,89
241320,2012,61,81
241320,2013,0,64
241320,2014,44,60
241320,2015,55,69
241320,2016,55,66
241320,2017,50,67
241320,2018,52,68
241320,2019,68,83
241330,2012,50,75
241330,2013,0,97
241330,2014,70,82
241330,2015,49,77
241330,2016,28,76
241330,2017,64,87
241330,2018,66,78
241330,2019,86,93
241335,2012,150,194
241335,2013,0,213
241335,2014,186,214
241335,2015,149,189
241335,2016,133,166
241335,2017,140,166
241335,2018,165,201
241335,2019,181,211
241340,2012,76,88
241340,2013,0,90
241340,2014,77,85
241340,2015,70,75
241340,2016,69,79
241340,2017,70,82
241340,2018,53,60
241340,2019,75,79
241350,2012,81,108
241350,2013,0,107
241350,2014,77,103
241350,2015,68,95
241350,2016,60,78
241350,2017,74,86
241350,2018,84,94
241350,2019,64,73
241355,2012,35,38
241355,2013,0,42
241355,2014,54,62
241355,2015,42,47
241355,2016,39,43
241355,2017,43,44
241355,2018,41,43
241355,2019,58,62
241360,2012,67,78
241360,2013,0,57
241360,2014,79,90
241360,2015,75,82
241360,2016,76,86
241360,2017,80,87
241360,2018,72,79
241360,2019,60,66
241370,2012,51,71
241370,2013,0,65
241370,2014,52,61
241370,2015,28,55
241370,2016,7,56
241370,2017,47,51
241370,2018,51,67
241370,2019,56,58
241380,2012,27,47
241380,2013,0,30
241380,2014,22,27
241380,2015,25,30
241380,2016,24,27
241380,2017,30,37
241380,2018,30,36
241380,2019,30,35
241390,2012,101,149
241390,2013,0,179
241390,2014,124,173
241390,2015,104,165
241390,2016,93,159
241390,2017,82,132
241390,2018,110,153
241390,2019,91,129
241400,2012,162,228
241400,2013,0,228
241400,2014,181,238
241400,2015,126,236
241400,2016,44,217
241400,2017,183,209
241400,2018,175,218
241400,2019,150,170
241410,2012,136,157
241410,2013,0,152
241410,2014,144,164
241410,2015,136,150
241410,2016,110,124
241410,2017,127,132
241410,2018,117,129
241410,2019,134,147
241415,2012,105,114
241415,2013,0,90
241415,2014,74,87
241415,2015,75,88
241415,2016,60,93
241415,2017,94,104
241415,2018,83,92
241415,2019,69,76
241420,2012,122,187
241420,2013,0,183
241420,2014,165,225
241420,2015,161,220
241420,2016,190,248
241420,2017,180,234
241420,2018,214,276
241420,2019,184,223
241430,2012,19,21
241430,2013,0,30
241430,2014,30,33
241430,2015,18,19
241430,2016,16,19
241430,2017,22,23
241430,2018,18,20
241430,2019,13,15
241440,2012,269,405
241440,2013,0,490
241440,2014,361,504
241440,2015,357,470
241440,2016,308,418
241440,2017,366,479
241440,2018,378,499
241440,2019,370,466
241445,2012,35,47
241445,2013,0,65
241445,2014,37,52
241445,2015,39,53
241445,2016,36,48
241445,2017,48,53
241445,2018,53,60
241445,2019,39,44
241450,2012,105,123
241450,2013,0,112
241450,2014,105,122
241450,2015,89,108
241450,2016,85,94
241450,2017,94,108
241450,2018,100,114
241450,2019,85,95
241460,2012,134,196
241460,2013,0,194
241460,2014,138,185
241460,2015,151,192
241460,2016,123,157
241460,2017,125,144
241460,2018,136,160
241460,2019,163,183
241470,2012,55,64
241470,2013,0,62
241470,2014,38,49
241470,2015,55,66
241470,2016,52,65
241470,2017,47,57
241470,2018,73,78
241470,2019,69,77
241475,2012,45,53
241475,2013,0,51
241475,2014,51,65
241475,2015,48,53
241475,2016,43,47
241475,2017,38,44
241475,2018,62,66
241475,2019,44,49
241480,2012,115,153
241480,2013,0,165
