CODMUNRES,ano_nasc,Qtd_Mais_de_5_Consultas_Pre_Natal,Qtd_Total
411970,2016,56,59
411970,2017,63,65
411970,2018,56,61
411970,2019,67,69
411980,2012,121,127
411980,2013,0,124
411980,2014,118,127
411980,2015,115,123
411980,2016,116,127
411980,2017,128,140
411980,2018,147,156
411980,2019,150,159
411990,2012,4710,5257
411990,2013,0,5196
411990,2014,4997,5569
411990,2015,4955,5375
411990,2016,4861,5340
411990,2017,4788,5292
411990,2018,4938,5415
411990,2019,4634,4995
411995,2012,259,302
411995,2013,0,324
411995,2014,306,355
411995,2015,286,330
411995,2016,309,365
411995,2017,347,418
411995,2018,353,436
411995,2019,258,345
412000,2012,150,169
412000,2013,0,153
412000,2014,175,187
412000,2015,150,161
412000,2016,153,168
412000,2017,148,165
412000,2018,112,137
412000,2019,100,112
412010,2012,53,60
412010,2013,0,52
412010,2014,41,51
412010,2015,61,67
412010,2016,47,52
412010,2017,43,44
412010,2018,55,60
412010,2019,50,52
412015,2012,36,39
412015,2013,0,47
412015,2014,45,45
412015,2015,45,46
412015,2016,43,44
412015,2017,40,41
412015,2018,32,33
412015,2019,47,47
412020,2012,33,37
412020,2013,0,24
412020,2014,28,30
412020,2015,35,35
412020,2016,35,36
412020,2017,34,35
412020,2018,29,30
412020,2019,37,37
412030,2012,38,46
412030,2013,0,62
412030,2014,47,49
412030,2015,45,51
412030,2016,42,44
412030,2017,50,54
412030,2018,52,56
412030,2019,35,39
412033,2012,48,49
412033,2013,0,55
412033,2014,43,44
412033,2015,66,69
412033,2016,52,58
412033,2017,50,50
412033,2018,42,44
412033,2019,60,64
412035,2012,52,56
412035,2013,0,59
412035,2014,58,64
412035,2015,74,82
412035,2016,63,65
412035,2017,89,96
412035,2018,66,80
412035,2019,84,90
412040,2012,64,65
412040,2013,0,70
412040,2014,64,66
412040,2015,55,61
412040,2016,60,64
412040,2017,61,69
412040,2018,76,81
412040,2019,68,72
412050,2012,96,105
412050,2013,0,91
412050,2014,108,116
412050,2015,90,98
412050,2016,98,112
412050,2017,90,96
412050,2018,83,90
412050,2019,82,85
412060,2012,539,658
412060,2013,0,635
412060,2014,626,746
412060,2015,580,696
412060,2016,561,681
412060,2017,598,665
412060,2018,558,599
412060,2019,543,591
412065,2012,40,48
412065,2013,0,61
412065,2014,57,63
412065,2015,54,58
412065,2016,44,47
412065,2017,53,55
412065,2018,53,54
412065,2019,54,55
412070,2012,82,95
412070,2013,0,85
412070,2014,85,94
412070,2015,77,94
412070,2016,75,91
412070,2017,93,99
412070,2018,82,92
412070,2019,88,95
412080,2012,279,339
412080,2013,0,356
412080,2014,323,368
412080,2015,307,357
412080,2016,301,332
412080,2017,308,334
412080,2018,268,303
412080,2019,281,302
412085,2012,30,31
412085,2013,0,30
412085,2014,41,43
412085,2015,46,46
412085,2016,49,51
412085,2017,36,40
412085,2018,58,64
412085,2019,48,51
412090,2012,460,511
412090,2013,0,446
412090,2014,388,434
412090,2015,413,493
412090,2016,417,464
412090,2017,469,506
412090,2018,463,493
412090,2019,413,444
412100,2012,157,178
412100,2013,0,192
412100,2014,150,171
412100,2015,161,180
412100,2016,161,180
412100,2017,148,171
412100,2018,163,175
412100,2019,148,162
412110,2012,55,64
412110,2013,0,50
412110,2014,60,62
412110,2015,73,79
412110,2016,53,56
412110,2017,67,73
412110,2018,59,63
412110,2019,54,54
412120,2012,162,180
412120,2013,0,207
412120,2014,173,185
412120,2015,204,222
412120,2016,198,232
412120,2017,216,241
412120,2018,228,239
412120,2019,219,231
412125,2012,30,37
412125,2013,0,67
412125,2014,44,48
412125,2015,47,55
412125,2016,60,64
412125,2017,52,66
412125,2018,57,64
412125,2019,69,77
412130,2012,38,40
412130,2013,0,47
412130,2014,41,43
412130,2015,50,52
412130,2016,42,43
412130,2017,24,27
412130,2018,35,36
412130,2019,30,32
412135,2012,30,32
412135,2013,0,28
412135,2014,33,35
412135,2015,29,32
412135,2016,16,17
412135,2017,40,42
412135,2018,30,31
412135,2019,29,32
412140,2012,200,220
412140,2013,0,225
412140,2014,183,195
412140,2015,227,238
412140,2016,227,240
412140,2017,198,210
412140,2018,204,219
412140,2019,197,212
412150,2012,194,202
412150,2013,0,203
412150,2014,206,209
412150,2015,219,230
412150,2016,204,215
412150,2017,225,234
412150,2018,192,198
412150,2019,195,197
412160,2012,73,77
412160,2013,0,86
412160,2014,88,100
412160,2015,84,90
412160,2016,91,103
412160,2017,83,87
412160,2018,91,97
412160,2019,91,97
412170,2012,312,384
412170,2013,0,391
412170,2014,338,407
412170,2015,335,407
412170,2016,343,398
412170,2017,346,396
412170,2018,348,381
412170,2019,330,374
412175,2012,83,128
412175,2013,0,112
412175,2014,106,130
412175,2015,92,120
412175,2016,92,106
412175,2017,91,109
412175,2018,98,109
412175,2019,87,103
412180,2012,88,115
412180,2013,0,140
412180,2014,131,150
412180,2015,134,146
412180,2016,130,151
412180,2017,168,178
412180,2018,127,139
412180,2019,127,142
412190,2012,160,174
412190,2013,0,171
412190,2014,166,181
412190,2015,167,178
412190,2016,152,199
412190,2017,165,175
412190,2018,183,199
412190,2019,158,165
412200,2012,195,200
412200,2013,0,190
412200,2014,163,170
412200,2015,193,200
412200,2016,186,189
412200,2017,203,207
412200,2018,194,202
412200,2019,168,171
412210,2012,33,34
412210,2013,0,38
412210,2014,27,28
412210,2015,33,33
412210,2016,34,35
412210,2017,41,42
412210,2018,44,45
412210,2019,33,34
412215,2012,184,196
412215,2013,0,205
412215,2014,210,247
412215,2015,200,227
412215,2016,216,259
412215,2017,217,245
412215,2018,197,227
412215,2019,212,238
412217,2012,36,42
412217,2013,0,48
412217,2014,41,43
412217,2015,61,63
412217,2016,61,67
412217,2017,71,73
412217,2018,63,69
412217,2019,52,52
412220,2012,441,603
412220,2013,0,609
412220,2014,504,613
412220,2015,478,641
412220,2016,482,606
412220,2017,451,562
412220,2018,478,584
412220,2019,458,559
412230,2012,350,381
412230,2013,0,345
412230,2014,310,333
412230,2015,380,404
412230,2016,335,366
412230,2017,386,406
412230,2018,291,376
412230,2019,224,385
412240,2012,797,843
412240,2013,0,883
412240,2014,837,897
412240,2015,856,911
412240,2016,827,883
412240,2017,918,967
412240,2018,1016,1072
412240,2019,855,923
412250,2012,121,152
412250,2013,0,164
412250,2014,122,142
412250,2015,127,142
412250,2016,147,162
412250,2017,154,164
412250,2018,126,140
412250,2019,137,148
412260,2012,90,113
412260,2013,0,131
412260,2014,125,146
412260,2015,103,124
412260,2016,97,117
412260,2017,120,135
412260,2018,103,111
412260,2019,97,107
412265,2012,78,83
412265,2013,0,65
412265,2014,65,69
412265,2015,70,70
412265,2016,58,60
412265,2017,81,82
412265,2018,80,80
412265,2019,65,66
412270,2012,69,77
412270,2013,0,79
412270,2014,90,93
412270,2015,92,101
412270,2016,100,115
412270,2017,91,97
412270,2018,97,109
412270,2019,100,108
412280,2012,41,46
412280,2013,0,65
412280,2014,52,56
412280,2015,45,48
412280,2016,55,60
412280,2017,62,65
412280,2018,50,51
412280,2019,48,50
412290,2012,44,56
412290,2013,0,49
412290,2014,43,56
412290,2015,42,59
412290,2016,47,51
412290,2017,33,34
412290,2018,57,66
412290,2019,70,71
412300,2012,158,162
412300,2013,0,203
412300,2014,180,198
412300,2015,163,174
412300,2016,154,167
412300,2017,80,211
412300,2018,172,188
412300,2019,173,188
412310,2012,55,60
412310,2013,0,51
412310,2014,50,56
412310,2015,45,46
412310,2016,38,44
412310,2017,45,46
412310,2018,60,61
412310,2019,30,36
412320,2012,47,52
412320,2013,0,49
412320,2014,43,46
412320,2015,47,50
412320,2016,43,44
412320,2017,61,63
412320,2018,46,49
412320,2019,44,46
412330,2012,89,97
412330,2013,0,104
412330,2014,115,124
412330,2015,106,123
412330,2016,88,107
412330,2017,130,141
412330,2018,101,120
412330,2019,106,123
412340,2012,103,120
412340,2013,0,120
412340,2014,127,140
412340,2015,128,138
412340,2016,126,137
412340,2017,108,116
412340,2018,125,132
412340,2019,127,132
412350,2012,297,325
412350,2013,0,326
412350,2014,306,340
412350,2015,295,303
412350,2016,305,328
412350,2017,328,376
412350,2018,358,388
412350,2019,310,343
412360,2012,13,16
412360,2013,0,26
412360,2014,23,23
412360,2015,21,22
412360,2016,21,25
412360,2017,17,20
412360,2018,18,19
412360,2019,20,21
412370,2012,96,103
412370,2013,0,118
412370,2014,115,126
412370,2015,97,106
412370,2016,110,121
412370,2017,90,98
412370,2018,99,106
412370,2019,90,97
412380,2012,128,135
412380,2013,0,138
412380,2014,163,165
412380,2015,166,172
412380,2016,160,166
412380,2017,155,160
412380,2018,134,140
412380,2019,153,160
412382,2012,44,52
412382,2013,0,43
412382,2014,40,41
412382,2015,42,46
412382,2016,49,53
412382,2017,42,45
412382,2018,36,41
412382,2019,43,48
412385,2012,140,153
412385,2013,0,145
412385,2014,136,153
412385,2015,139,150
412385,2016,125,138
412385,2017,136,145
412385,2018,131,138
412385,2019,130,140
412390,2012,87,111
412390,2013,0,120
412390,2014,120,144
412390,2015,140,158
412390,2016,126,132
412390,2017,130,136
412390,2018,139,143
412390,2019,141,149
412395,2012,32,44
412395,2013,0,55
412395,2014,42,50
412395,2015,38,42
412395,2016,52,55
412395,2017,50,56
412395,2018,50,57
412395,2019,46,52
412400,2012,64,66
412400,2013,0,45
412400,2014,44,51
412400,2015,44,46
412400,2016,58,58
412400,2017,57,62
412400,2018,53,59
412400,2019,80,82
412402,2012,124,165
412402,2013,0,156
412402,2014,152,183
412402,2015,177,199
412402,2016,166,192
412402,2017,177,200
412402,2018,187,203
412402,2019,158,180
412405,2012,256,296
412405,2013,0,298
412405,2014,265,311
412405,2015,283,315
412405,2016,281,302
412405,2017,356,382
412405,2018,266,298
412405,2019,305,343
412410,2012,511,631
412410,2013,0,569
412410,2014,524,587
412410,2015,529,610
412410,2016,603,673
412410,2017,585,678
412410,2018,549,623
412410,2019,538,604
412420,2012,21,24
412420,2013,0,30
412420,2014,34,38
412420,2015,23,23
412420,2016,29,31
412420,2017,19,20
412420,2018,30,33
412420,2019,30,32
412430,2012,24,25
412430,2013,0,33
412430,2014,19,21
412430,2015,16,17
412430,2016,18,21
412430,2017,20,22
412430,2018,24,25
412430,2019,20,20
412440,2012,195,238
412440,2013,0,233
412440,2014,214,262
412440,2015,257,293
412440,2016,251,271
412440,2017,270,306
412440,2018,243,265
412440,2019,241,274
412450,2012,64,78
412450,2013,0,103
412450,2014,71,79
412450,2015,62,72
412450,2016,87,96
412450,2017,95,108
412450,2018,66,78
412450,2019,83,89
412460,2012,75,86
412460,2013,0,91
412460,2014,86,96
412460,2015,88,98
412460,2016,85,91
412460,2017,75,84
412460,2018,76,79
412460,2019,97,100
412470,2012,133,165
412470,2013,0,174
412470,2014,133,151
412470,2015,139,153
412470,2016,121,130
412470,2017,120,129
412470,2018,141,149
412470,2019,138,144
412480,2012,106,123
412480,2013,0,133
412480,2014,133,137
412480,2015,129,135
412480,2016,140,142
412480,2017,143,146
412480,2018,127,133
412480,2019,148,154
412490,2012,67,80
412490,2013,0,69
412490,2014,69,79
412490,2015,70,76
412490,2016,78,89
412490,2017,79,83
412490,2018,85,87
412490,2019,67,71
412500,2012,112,121
412500,2013,0,141
412500,2014,133,134
412500,2015,143,147
412500,2016,137,141
412500,2017,142,145
412500,2018,129,134
412500,2019,105,111
412510,2012,122,144
412510,2013,0,159
412510,2014,144,166
412510,2015,157,169
412510,2016,167,177
412510,2017,155,163
412510,2018,162,174
412510,2019,190,197
412520,2012,102,107
412520,2013,0,108
412520,2014,132,140
412520,2015,120,124
412520,2016,121,131
412520,2017,105,112
412520,2018,116,122
412520,2019,122,126
412530,2012,59,64
412530,2013,0,47
412530,2014,54,56
412530,2015,50,52
412530,2016,45,50
412530,2017,45,49
412530,2018,58,62
412530,2019,38,41
412535,2012,76,83
412535,2013,0,76
412535,2014,78,87
412535,2015,78,79
412535,2016,76,77
412535,2017,86,88
412535,2018,72,77
412535,2019,80,83
412540,2012,53,62
412540,2013,0,61
412540,2014,53,65
412540,2015,55,60
412540,2016,60,66
412540,2017,72,75
412540,2018,68,75
412540,2019,68,78
412545,2012,47,53
412545,2013,0,54
412545,2014,54,61
412545,2015,54,59
412545,2016,48,52
412545,2017,64,74
412545,2018,35,41
412545,2019,52,60
412550,2012,4135,4752
412550,2013,0,5011
412550,2014,4563,5157
412550,2015,4533,5078
412550,2016,4384,4875
412550,2017,4223,4669
412550,2018,4140,4616
412550,2019,4138,4551
412555,2012,31,31
412555,2013,0,20
412555,2014,19,20
412555,2015,17,20
412555,2016,23,26
412555,2017,24,24
412555,2018,26,26
412555,2019,20,20
412560,2012,434,590
412560,2013,0,600
412560,2014,563,638
412560,2015,539,618
412560,2016,446,575
412560,2017,591,648
412560,2018,524,569
412560,2019,530,579
412570,2012,306,376
412570,2013,0,382
412570,2014,340,428
412570,2015,333,433
412570,2016,365,437
412570,2017,323,412
412570,2018,339,431
412570,2019,378,430
412575,2012,61,77
412575,2013,0,78
412575,2014,59,75
412575,2015,51,60
412575,2016,70,78
412575,2017,72,76
412575,2018,83,89
412575,2019,81,90
412580,2012,116,138
412580,2013,0,101
412580,2014,124,134
412580,2015,89,102
412580,2016,111,115
412580,2017,93,100
412580,2018,107,110
412580,2019,89,94
412590,2012,24,29
412590,2013,0,36
412590,2014,26,27
412590,2015,45,56
412590,2016,27,29
412590,2017,36,40
412590,2018,19,30
412590,2019,32,36
412600,2012,98,120
412600,2013,0,127
412600,2014,96,112
412600,2015,108,115
412600,2016,99,113
412600,2017,109,113
412600,2018,116,124
412600,2019,88,91
412610,2012,71,82
412610,2013,0,97
412610,2014,76,80
412610,2015,65,70
412610,2016,76,81
412610,2017,73,77
412610,2018,64,68
412610,2019,61,63
412620,2012,61,72
412620,2013,0,78
412620,2014,77,89
412620,2015,87,90
412620,2016,72,84
412620,2017,87,97
412620,2018,73,80
412620,2019,74,80
412625,2012,1179,1329
412625,2013,0,1374
412625,2014,1238,1402
412625,2015,1341,1551
412625,2016,1391,1520
412625,2017,1504,1630
412625,2018,1495,1630
412625,2019,1522,1655
412627,2012,84,90
412627,2013,0,73
412627,2014,65,67
412627,2015,67,74
412627,2016,99,104
412627,2017,91,100
412627,2018,89,97
412627,2019,81,87
412630,2012,236,282
412630,2013,0,267
412630,2014,236,288
412630,2015,222,252
412630,2016,215,250
412630,2017,202,225
412630,2018,198,214
412630,2019,245,263
412635,2012,53,58
412635,2013,0,62
412635,2014,54,58
412635,2015,48,53
412635,2016,66,73
412635,2017,44,46
412635,2018,54,56
412635,2019,57,62
412640,2012,69,69
412640,2013,0,80
412640,2014,68,77
412640,2015,45,46
412640,2016,62,64
412640,2017,54,58
412640,2018,53,55
412640,2019,51,53
412650,2012,170,190
412650,2013,0,210
412650,2014,180,194
412650,2015,165,178
412650,2016,165,177
412650,2017,176,185
412650,2018,195,204
412650,2019,188,203
412660,2012,226,257
412660,2013,0,279
412660,2014,217,245
412660,2015,242,266
412660,2016,263,287
412660,2017,252,268
412660,2018,269,294
412660,2019,286,299
412665,2012,21,26
412665,2013,0,41
412665,2014,41,42
412665,2015,32,33
412665,2016,33,35
412665,2017,38,38
412665,2018,28,29
412665,2019,31,31
412667,2012,140,164
412667,2013,0,165
412667,2014,144,167
412667,2015,150,169
412667,2016,175,194
412667,2017,185,201
412667,2018,174,187
412667,2019,154,176
412670,2012,61,65
412670,2013,0,60
412670,2014,49,54
412670,2015,65,69
412670,2016,55,58
412670,2017,67,70
412670,2018,59,59
412670,2019,69,70
412680,2012,188,227
412680,2013,0,225
412680,2014,202,235
412680,2015,218,235
412680,2016,183,194
412680,2017,185,206
412680,2018,193,210
412680,2019,189,216
412690,2012,59,70
412690,2013,0,65
412690,2014,74,85
412690,2015,70,74
412690,2016,53,57
412690,2017,54,60
412690,2018,68,73
412690,2019,70,77
412700,2012,129,141
412700,2013,0,125
412700,2014,131,144
412700,2015,111,122
412700,2016,110,121
412700,2017,115,125
412700,2018,164,172
412700,2019,127,134
412710,2012,1013,1117
412710,2013,0,1086
412710,2014,1006,1103
412710,2015,1076,1170
412710,2016,1084,1195
412710,2017,1070,1152
412710,2018,1071,1153
412710,2019,1066,1128
412720,2012,192,199
412720,2013,0,230
412720,2014,214,220
412720,2015,206,211
412720,2016,235,240
412720,2017,223,231
412720,2018,211,218
412720,2019,226,233
412730,2012,226,258
412730,2013,0,227
412730,2014,245,279
412730,2015,211,238
412730,2016,202,216
412730,2017,193,199
412730,2018,204,210
412730,2019,178,183
412740,2012,181,201
412740,2013,0,209
412740,2014,194,231
412740,2015,218,244
412740,2016,182,223
412740,2017,229,252
412740,2018,227,263
412740,2019,245,259
412750,2012,281,306
412750,2013,0,307
412750,2014,268,297
412750,2015,306,336
412750,2016,265,299
412750,2017,275,303
412750,2018,280,310
412750,2019,269,304
412760,2012,160,179
412760,2013,0,225
412760,2014,221,249
412760,2015,203,227
412760,2016,206,214
412760,2017,224,245
412760,2018,237,263
412760,2019,236,249
412770,2012,1653,1824
412770,2013,0,1899
412770,2014,1826,1995
412770,2015,1949,2045
412770,2016,1929,2056
412770,2017,2056,2162
412770,2018,1977,2034
412770,2019,1986,2071
412780,2012,67,80
412780,2013,0,98
412780,2014,103,119
412780,2015,72,83
412780,2016,66,78
412780,2017,73,86
412780,2018,72,83
412780,2019,79,81
412785,2012,148,175
412785,2013,0,178
412785,2014,157,170
412785,2015,172,185
412785,2016,156,168
412785,2017,154,164
412785,2018,166,180
412785,2019,170,177
412788,2012,112,129
412788,2013,0,97
412788,2014,137,150
412788,2015,105,125
412788,2016,115,132
412788,2017,107,130
412788,2018,111,126
412788,2019,108,133
412790,2012,101,112
412790,2013,0,104
412790,2014,106,118
412790,2015,97,104
412790,2016,91,98
412790,2017,109,116
412790,2018,112,116
412790,2019,97,103
412795,2012,66,72
412795,2013,0,87
412795,2014,76,81
412795,2015,81,88
412795,2016,74,81
412795,2017,86,91
412795,2018,87,91
412795,2019,83,91
412796,2012,172,198
412796,2013,0,215
412796,2014,179,205
412796,2015,218,235
412796,2016,206,227
412796,2017,217,226
412796,2018,202,217
412796,2019,173,189
412800,2012,285,310
412800,2013,0,238
412800,2014,261,273
412800,2015,287,291
412800,2016,279,285
412800,2017,299,315
412800,2018,289,295
412800,2019,303,310
412810,2012,1204,1381
412810,2013,0,1381
412810,2014,1333,1575
412810,2015,1325,1493
412810,2016,1340,1471
412810,2017,1429,1567
412810,2018,1430,1555
412810,2019,1491,1610
412820,2012,590,738
412820,2013,0,772
412820,2014,703,821
412820,2015,771,889
412820,2016,675,758
412820,2017,761,842
412820,2018,741,816
412820,2019,783,848
412830,2012,31,36
412830,2013,0,22
412830,2014,26,28
412830,2015,35,39
412830,2016,23,24
412830,2017,26,27
412830,2018,19,21
412830,2019,23,27
412840,2012,142,160
412840,2013,0,113
412840,2014,115,120
412840,2015,119,132
412840,2016,113,116
412840,2017,90,98
412840,2018,111,113
412840,2019,96,100
412850,2012,207,247
412850,2013,0,276
412850,2014,235,282
412850,2015,215,252
412850,2016,220,248
412850,2017,223,258
412850,2018,235,275
412850,2019,263,286
412853,2012,111,129
412853,2013,0,129
412853,2014,123,135
412853,2015,124,131
412853,2016,123,133
412853,2017,141,158
412853,2018,126,135
412853,2019,127,136
412855,2012,74,85
412855,2013,0,110
412855,2014,104,113
412855,2015,99,108
412855,2016,101,107
412855,2017,107,108
412855,2018,94,99
412855,2019,104,107
412860,2012,86,93
412860,2013,0,98
412860,2014,114,119
412860,2015,75,77
412860,2016,99,102
412860,2017,106,114
412860,2018,102,105
412860,2019,91,94
412862,2012,34,38
412862,2013,0,46
412862,2014,46,55
412862,2015,21,29
412862,2016,41,50
412862,2017,36,45
412862,2018,41,52
412862,2019,53,58
412863,2012,32,61
412863,2013,0,63
412863,2014,47,65
412863,2015,52,75
412863,2016,55,66
412863,2017,62,70
412863,2018,68,80
412863,2019,60,68
412865,2012,47,48
412865,2013,0,55
412865,2014,51,53
412865,2015,61,61
412865,2016,60,60
412865,2017,56,56
412865,2018,56,59
412865,2019,56,61
412870,2012,78,84
412870,2013,0,89
412870,2014,99,104
412870,2015,108,113
412870,2016,119,128
412870,2017,127,131
412870,2018,111,119
412870,2019,107,119
412880,2012,54,64
412880,2013,0,63
412880,2014,66,73
412880,2015,66,83
412880,2016,54,65
412880,2017,60,73
412880,2018,75,78
412880,2019,71,74
420000,2013,0,1
420000,2015,1,2
420000,2016,0,1
420000,2017,0,1
420000,2019,2,3
420005,2012,2,33
420005,2013,0,48
420005,2014,24,33
420005,2015,16,27
420005,2016,17,27
420005,2017,27,41
420005,2018,28,35
420005,2019,24,25
420010,2012,234,269
420010,2013,0,258
420010,2014,252,299
420010,2015,239,290
420010,2016,265,314
420010,2017,237,277
420010,2018,250,299
420010,2019,238,285
420020,2012,92,142
420020,2013,0,138
420020,2014,86,125
420020,2015,118,166
420020,2016,119,138
420020,2017,126,159
420020,2018,122,140
420020,2019,105,124
420030,2012,56,66
420030,2013,0,41
420030,2014,45,54
420030,2015,45,53
420030,2016,40,48
420030,2017,62,68
420030,2018,71,76
420030,2019,66,70
420040,2012,2,91
420040,2013,0,73
420040,2014,35,89
420040,2015,85,103
420040,2016,59,74
420040,2017,90,106
420040,2018,83,98
420040,2019,100,112
420050,2012,46,69
420050,2013,0,71
420050,2014,58,64
420050,2015,71,77
420050,2016,72,86
420050,2017,53,54
420050,2018,68,76
420050,2019,80,92
420055,2012,23,29
420055,2013,0,32
420055,2014,27,28
420055,2015,38,38
420055,2016,21,23
420055,2017,27,28
420055,2018,38,40
420055,2019,30,33
420060,2012,51,67
420060,2013,0,60
420060,2014,44,60
420060,2015,57,65
420060,2016,72,77
420060,2017,73,78
420060,2018,70,78
420060,2019,67,74
420070,2012,76,105
420070,2013,0,114
420070,2014,103,128
420070,2015,92,122
420070,2016,82,110
420070,2017,115,134
420070,2018,97,118
420070,2019,84,99
420075,2012,17,18
420075,2013,0,8
420075,2014,15,16
420075,2015,13,13
420075,2016,16,21
420075,2017,6,6
420075,2018,18,18
420075,2019,21,21
420080,2012,35,73
420080,2013,0,78
420080,2014,71,80
420080,2015,59,63
420080,2016,55,64
420080,2017,60,66
420080,2018,59,64
420080,2019,55,58
420090,2012,54,58
420090,2013,0,51
420090,2014,49,57
420090,2015,40,47
420090,2016,33,53
420090,2017,45,54
420090,2018,47,59
420090,2019,59,64
420100,2012,18,96
420100,2013,0,114
420100,2014,84,109
420100,2015,78,97
420100,2016,56,102
420100,2017,62,83
420100,2018,101,117
420100,2019,89,96
420110,2012,12,25
420110,2013,0,30
420110,2014,20,29
420110,2015,25,30
420110,2016,16,18
420110,2017,32,32
420110,2018,38,38
420110,2019,32,35
420120,2012,92,102
420120,2013,0,97
420120,2014,106,116
420120,2015,108,123
420120,2016,119,128
420120,2017,116,125
420120,2018,120,129
420120,2019,124,130
420125,2012,103,123
420125,2013,0,125
420125,2014,126,156
420125,2015,110,127
420125,2016,108,116
420125,2017,129,145
420125,2018,124,139
420125,2019,112,127
420127,2012,38,42
420127,2013,0,45
420127,2014,40,42
420127,2015,40,44
420127,2016,38,46
420127,2017,50,55
420127,2018,40,44
420127,2019,52,54
420130,2012,368,499
420130,2013,0,459
420130,2014,407,494
420130,2015,452,549
420130,2016,468,549
420130,2017,459,560
420130,2018,487,588
420130,2019,484,572
420140,2012,666,872
420140,2013,0,829
420140,2014,684,893
420140,2015,734,942
420140,2016,699,895
420140,2017,775,917
420140,2018,770,910
420140,2019,867,1004
420150,2012,82,103
420150,2013,0,95
420150,2014,80,107
420150,2015,105,124
420150,2016,81,94
420150,2017,110,132
420150,2018,101,113
420150,2019,99,117
420160,2012,16,28
420160,2013,0,32
420160,2014,29,34
420160,2015,24,26
420160,2016,40,40
420160,2017,42,43
420160,2018,28,31
420160,2019,37,41
420165,2012,22,24
420165,2013,0,24
420165,2014,19,28
420165,2015,25,25
420165,2016,12,14
420165,2017,22,32
420165,2018,7,15
420165,2019,21,23
420170,2012,86,102
420170,2013,0,79
420170,2014,87,99
420170,2015,92,99
420170,2016,83,102
420170,2017,73,84
420170,2018,118,126
420170,2019,90,100
420180,2012,21,33
420180,2013,0,45
420180,2014,36,48
420180,2015,35,48
420180,2016,21,28
420180,2017,45,51
420180,2018,28,32
420180,2019,34,44
420190,2012,68,78
420190,2013,0,68
420190,2014,66,70
420190,2015,69,72
420190,2016,57,63
420190,2017,71,80
420190,2018,85,89
420190,2019,74,84
420195,2012,109,158
420195,2013,0,149
420195,2014,78,138
420195,2015,122,166
420195,2016,110,143
420195,2017,133,162
420195,2018,127,155
420195,2019,143,166
420200,2012,1138,1354
420200,2013,0,1442
420200,2014,1316,1536
420200,2015,1393,1607
420200,2016,1420,1601
420200,2017,1508,1695
420200,2018,1441,1635
420200,2019,1445,1595
420205,2012,81,108
420205,2013,0,107
420205,2014,113,139
420205,2015,110,134
420205,2016,110,137
420205,2017,118,146
420205,2018,120,149
420205,2019,114,142
420207,2012,72,95
420207,2013,0,118
420207,2014,98,130
420207,2015,102,130
420207,2016,116,139
420207,2017,111,145
420207,2018,137,161
420207,2019,134,151
420208,2012,28,38
420208,2013,0,32
420208,2014,30,35
420208,2015,37,40
420208,2016,34,40
420208,2017,33,34
420208,2018,39,41
420208,2019,40,44
420209,2012,18,24
420209,2013,0,18
420209,2014,16,21
420209,2015,14,14
420209,2016,12,14
420209,2017,21,24
420209,2018,8,10
420209,2019,19,20
420210,2012,265,361
420210,2013,0,411
420210,2014,344,417
420210,2015,399,475
420210,2016,446,510
420210,2017,461,515
420210,2018,464,524
420210,2019,436,506
420213,2012,49,66
420213,2013,0,68
420213,2014,65,78
420213,2015,49,53
420213,2016,52,53
420213,2017,65,69
420213,2018,61,87
420213,2019,23,65
420215,2012,30,34
420215,2013,0,29
420215,2014,28,32
420215,2015,22,26
420215,2016,32,34
420215,2017,36,41
420215,2018,27,28
420215,2019,31,33
420220,2012,92,102
420220,2013,0,110
420220,2014,90,99
420220,2015,108,119
420220,2016,112,119
420220,2017,94,102
420220,2018,119,125
420220,2019,94,97
420230,2012,659,875
420230,2013,0,889
420230,2014,724,965
420230,2015,759,992
420230,2016,717,952
420230,2017,810,994
420230,2018,764,958
420230,2019,823,965
420240,2012,3682,4401
420240,2013,0,4268
420240,2014,3804,4480
420240,2015,3924,4511
420240,2016,3862,4401
420240,2017,3982,4510
420240,2018,4011,4532
420240,2019,3871,4411
420243,2012,26,34
420243,2013,0,48
420243,2014,41,53
420243,2015,52,59
420243,2016,35,39
420243,2017,41,50
420243,2018,27,35
420243,2019,24,33
420245,2012,172,229
420245,2013,0,265
420245,2014,215,253
420245,2015,227,277
420245,2016,235,285
420245,2017,251,292
420245,2018,250,299
420245,2019,264,302
420250,2012,26,39
420250,2013,0,39
420250,2014,28,51
420250,2015,29,45
420250,2016,34,48
420250,2017,38,51
420250,2018,45,53
420250,2019,30,35
420253,2012,37,48
420253,2013,0,34
420253,2014,41,49
420253,2015,30,36
420253,2016,29,34
420253,2017,24,30
420253,2018,24,32
420253,2019,29,36
420257,2012,19,25
420257,2013,0,26
420257,2014,18,22
420257,2015,19,23
420257,2016,19,21
420257,2017,27,29
420257,2018,20,21
420257,2019,21,22
420260,2012,69,117
420260,2013,0,110
420260,2014,75,108
420260,2015,115,151
420260,2016,108,131
420260,2017,135,156
420260,2018,111,120
420260,2019,118,124
420270,2012,59,63
420270,2013,0,57
420270,2014,43,45
420270,2015,62,65
420270,2016,51,59
420270,2017,48,54
420270,2018,56,60
420270,2019,65,72
420280,2012,384,459
420280,2013,0,456
420280,2014,374,453
420280,2015,416,495
420280,2016,416,469
420280,2017,425,498
420280,2018,459,516
420280,2019,502,573
420285,2012,39,48
420285,2013,0,59
420285,2014,44,50
420285,2015,44,47
420285,2016,39,45
