CODMUNRES,ano_nasc,Qtd_Ao_Menos_1_Consulta_Pre_Natal,Qtd_Total
314200,2014,173,174
314200,2015,174,176
314200,2016,156,157
314200,2017,180,184
314200,2018,158,164
314200,2019,154,154
314210,2012,105,105
314210,2013,0,41
314210,2014,73,73
314210,2015,77,78
314210,2016,64,65
314210,2017,68,69
314210,2018,65,65
314210,2019,100,100
314220,2012,144,155
314220,2013,0,112
314220,2014,142,144
314220,2015,129,131
314220,2016,121,123
314220,2017,151,155
314220,2018,155,157
314220,2019,118,149
314225,2012,52,56
314225,2013,0,43
314225,2014,54,54
314225,2015,48,49
314225,2016,65,65
314225,2017,50,51
314225,2018,44,44
314225,2019,50,52
314230,2012,40,40
314230,2013,0,38
314230,2014,57,57
314230,2015,54,54
314230,2016,41,41
314230,2017,41,41
314230,2018,61,61
314230,2019,56,56
314240,2012,77,80
314240,2013,0,80
314240,2014,75,75
314240,2015,75,75
314240,2016,81,83
314240,2017,65,65
314240,2018,72,72
314240,2019,80,80
314250,2012,21,21
314250,2013,0,24
314250,2014,20,20
314250,2015,25,26
314250,2016,27,27
314250,2017,28,28
314250,2018,22,22
314250,2019,21,21
314260,2012,84,90
314260,2013,0,84
314260,2014,81,81
314260,2015,92,92
314260,2016,82,83
314260,2017,84,84
314260,2018,99,99
314260,2019,64,64
314270,2012,240,242
314270,2013,0,234
314270,2014,195,199
314270,2015,191,195
314270,2016,202,206
314270,2017,195,199
314270,2018,210,212
314270,2019,192,192
314280,2012,237,240
314280,2013,0,208
314280,2014,246,246
314280,2015,203,204
314280,2016,263,265
314280,2017,278,279
314280,2018,255,255
314280,2019,220,220
314290,2012,245,247
314290,2013,0,269
314290,2014,268,272
314290,2015,304,309
314290,2016,220,226
314290,2017,226,229
314290,2018,277,302
314290,2019,228,228
314300,2012,129,133
314300,2013,0,130
314300,2014,114,116
314300,2015,142,145
314300,2016,140,143
314300,2017,137,139
314300,2018,159,160
314300,2019,135,135
314310,2012,595,597
314310,2013,0,632
314310,2014,617,621
314310,2015,571,573
314310,2016,578,581
314310,2017,594,604
314310,2018,572,577
314310,2019,593,594
314315,2012,60,60
314315,2013,0,55
314315,2014,41,42
314315,2015,66,68
314315,2016,64,65
314315,2017,41,60
314315,2018,4,54
314315,2019,6,83
314320,2012,210,212
314320,2013,0,251
314320,2014,214,217
314320,2015,219,223
314320,2016,201,204
314320,2017,207,209
314320,2018,228,237
314320,2019,237,241
314330,2012,5754,5831
314330,2013,0,5770
314330,2014,6246,6297
314330,2015,6224,6326
314330,2016,5744,5916
314330,2017,6025,6275
314330,2018,6472,6720
314330,2019,6083,6207
314340,2012,198,199
314340,2013,0,204
314340,2014,223,226
314340,2015,222,224
314340,2016,236,242
314340,2017,214,223
314340,2018,220,226
314340,2019,191,194
314345,2012,63,68
314345,2013,0,89
314345,2014,76,80
314345,2015,81,83
314345,2016,65,65
314345,2017,87,87
314345,2018,81,81
314345,2019,70,71
314350,2012,58,80
314350,2013,0,94
314350,2014,92,94
314350,2015,105,108
314350,2016,78,81
314350,2017,85,85
314350,2018,76,79
314350,2019,85,86
314360,2012,30,30
314360,2013,0,22
314360,2014,32,32
314360,2015,35,35
314360,2016,35,35
314360,2017,21,22
314360,2018,38,39
314360,2019,22,22
314370,2012,28,29
314370,2013,0,30
314370,2014,36,40
314370,2015,38,40
314370,2016,26,26
314370,2017,40,41
314370,2018,30,31
314370,2019,34,35
314380,2012,43,44
314380,2013,0,60
314380,2014,54,55
314380,2015,58,64
314380,2016,63,64
314380,2017,53,54
314380,2018,57,58
314380,2019,49,50
314390,2012,1322,1333
314390,2013,0,1534
314390,2014,1345,1367
314390,2015,1364,1392
314390,2016,1319,1341
314390,2017,1214,1256
314390,2018,1319,1339
314390,2019,1273,1292
314400,2012,316,318
314400,2013,0,325
314400,2014,350,354
314400,2015,362,363
314400,2016,336,339
314400,2017,366,368
314400,2018,357,359
314400,2019,361,361
314410,2012,230,236
314410,2013,0,251
314410,2014,232,233
314410,2015,229,229
314410,2016,265,267
314410,2017,261,263
314410,2018,263,266
314410,2019,263,263
314420,2012,34,34
314420,2013,0,29
314420,2014,27,27
314420,2015,28,28
314420,2016,25,25
314420,2017,23,23
314420,2018,24,24
314420,2019,40,40
314430,2012,490,493
314430,2013,0,525
314430,2014,561,566
314430,2015,530,536
314430,2016,467,468
314430,2017,456,458
314430,2018,488,493
314430,2019,468,475
314435,2012,91,92
314435,2013,0,97
314435,2014,114,116
314435,2015,113,113
314435,2016,101,102
314435,2017,84,84
314435,2018,96,97
314435,2019,117,118
314437,2012,50,51
314437,2013,0,37
314437,2014,47,48
314437,2015,39,40
314437,2016,46,47
314437,2017,48,48
314437,2018,41,41
314437,2019,35,37
314440,2012,36,37
314440,2013,0,28
314440,2014,41,42
314440,2015,30,31
314440,2016,39,39
314440,2017,41,42
314440,2018,43,43
314440,2019,34,34
314450,2012,73,81
314450,2013,0,83
314450,2014,64,66
314450,2015,78,82
314450,2016,74,74
314450,2017,83,84
314450,2018,70,70
314450,2019,73,73
314460,2012,267,273
314460,2013,0,268
314460,2014,336,341
314460,2015,298,299
314460,2016,251,251
314460,2017,284,290
314460,2018,258,260
314460,2019,255,258
314465,2012,113,114
314465,2013,0,110
314465,2014,104,106
314465,2015,111,111
314465,2016,83,84
314465,2017,94,94
314465,2018,99,99
314465,2019,111,113
314467,2012,35,48
314467,2013,0,45
314467,2014,43,44
314467,2015,54,54
314467,2016,39,41
314467,2017,53,53
314467,2018,47,47
314467,2019,51,51
314470,2012,219,224
314470,2013,0,228
314470,2014,229,238
314470,2015,234,237
314470,2016,233,242
314470,2017,227,230
314470,2018,205,215
314470,2019,185,191
314480,2012,1302,1312
314480,2013,0,1330
314480,2014,1387,1390
314480,2015,1509,1512
314480,2016,1379,1381
314480,2017,1475,1476
314480,2018,1478,1480
314480,2019,1398,1411
314490,2012,25,25
314490,2013,0,38
314490,2014,38,41
314490,2015,47,47
314490,2016,41,46
314490,2017,33,34
314490,2018,37,38
314490,2019,33,33
314500,2012,172,173
314500,2013,0,178
314500,2014,164,166
314500,2015,192,194
314500,2016,169,171
314500,2017,173,176
314500,2018,193,193
314500,2019,213,213
314505,2012,87,88
314505,2013,0,107
314505,2014,105,105
314505,2015,72,73
314505,2016,100,100
314505,2017,100,101
314505,2018,89,89
314505,2019,98,98
314510,2012,219,221
314510,2013,0,208
314510,2014,176,177
314510,2015,223,227
314510,2016,205,207
314510,2017,231,244
314510,2018,215,218
314510,2019,223,223
314520,2012,1310,1320
314520,2013,0,1311
314520,2014,1388,1395
314520,2015,1455,1461
314520,2016,1435,1446
314520,2017,1558,1571
314520,2018,1777,1790
314520,2019,1817,1828
314530,2012,461,468
314530,2013,0,404
314530,2014,405,421
314530,2015,343,353
314530,2016,360,363
314530,2017,392,395
314530,2018,411,420
314530,2019,387,394
314535,2012,101,102
314535,2013,0,129
314535,2014,118,125
314535,2015,133,134
314535,2016,124,127
314535,2017,109,115
314535,2018,145,148
314535,2019,139,139
314537,2012,67,67
314537,2013,0,66
314537,2014,49,49
314537,2015,61,62
314537,2016,47,48
314537,2017,70,70
314537,2018,54,55
314537,2019,45,46
314540,2012,17,19
314540,2013,0,16
314540,2014,19,19
314540,2015,12,12
314540,2016,17,17
314540,2017,11,11
314540,2018,15,15
314540,2019,18,18
314545,2012,84,84
314545,2013,0,85
314545,2014,71,74
314545,2015,77,79
314545,2016,70,70
314545,2017,67,69
314545,2018,69,72
314545,2019,81,82
314550,2012,27,27
314550,2013,0,26
314550,2014,30,31
314550,2015,25,25
314550,2016,32,32
314550,2017,31,31
314550,2018,27,27
314550,2019,34,34
314560,2012,422,423
314560,2013,0,434
314560,2014,422,424
314560,2015,415,431
314560,2016,422,425
314560,2017,385,388
314560,2018,435,437
314560,2019,441,441
314570,2012,16,16
314570,2013,0,13
314570,2014,15,16
314570,2015,11,12
314570,2016,22,22
314570,2017,12,12
314570,2018,22,22
314570,2019,17,17
314580,2012,30,31
314580,2013,0,27
314580,2014,23,24
314580,2015,29,30
314580,2016,32,34
314580,2017,35,35
314580,2018,33,34
314580,2019,26,26
314585,2012,67,67
314585,2013,0,50
314585,2014,65,65
314585,2015,80,80
314585,2016,47,47
314585,2017,52,52
314585,2018,66,67
314585,2019,51,51
314587,2012,109,111
314587,2013,0,101
314587,2014,118,121
314587,2015,115,115
314587,2016,134,134
314587,2017,120,120
314587,2018,108,109
314587,2019,110,110
314590,2012,524,533
314590,2013,0,522
314590,2014,554,556
314590,2015,542,543
314590,2016,563,563
314590,2017,527,528
314590,2018,483,486
314590,2019,548,551
314600,2012,314,326
314600,2013,0,303
314600,2014,335,343
314600,2015,292,306
314600,2016,317,330
314600,2017,362,383
314600,2018,292,304
314600,2019,321,328
314610,2012,870,896
314610,2013,0,882
314610,2014,915,946
314610,2015,895,911
314610,2016,857,868
314610,2017,849,854
314610,2018,866,871
314610,2019,762,768
314620,2012,103,106
314620,2013,0,79
314620,2014,70,72
314620,2015,107,111
314620,2016,98,101
314620,2017,102,104
314620,2018,81,86
314620,2019,85,89
314625,2012,81,86
314625,2013,0,80
314625,2014,98,99
314625,2015,79,80
314625,2016,74,74
314625,2017,80,80
314625,2018,67,67
314625,2019,58,60
314630,2012,275,283
314630,2013,0,284
314630,2014,242,250
314630,2015,251,256
314630,2016,267,273
314630,2017,242,250
314630,2018,269,274
314630,2019,235,239
314640,2012,40,43
314640,2013,0,32
314640,2014,32,32
314640,2015,35,35
314640,2016,50,50
314640,2017,27,27
314640,2018,38,38
314640,2019,34,34
314650,2012,86,86
314650,2013,0,62
314650,2014,80,80
314650,2015,77,77
314650,2016,89,89
314650,2017,86,87
314650,2018,80,80
314650,2019,106,106
314655,2012,62,63
314655,2013,0,70
314655,2014,71,71
314655,2015,67,68
314655,2016,54,55
314655,2017,62,62
314655,2018,59,60
314655,2019,57,57
314660,2012,18,18
314660,2013,0,14
314660,2014,17,17
314660,2015,12,12
314660,2016,20,22
314660,2017,13,13
314660,2018,13,13
314660,2019,12,12
314670,2012,43,48
314670,2013,0,46
314670,2014,57,58
314670,2015,57,58
314670,2016,55,56
314670,2017,62,65
314670,2018,37,37
314670,2019,56,56
314675,2012,62,74
314675,2013,0,59
314675,2014,72,76
314675,2015,66,71
314675,2016,25,61
314675,2017,13,82
314675,2018,25,83
314675,2019,18,73
314690,2012,169,173
314690,2013,0,193
314690,2014,178,188
314690,2015,183,193
314690,2016,164,167
314690,2017,177,177
314690,2018,181,185
314690,2019,167,168
314700,2012,1272,1279
314700,2013,0,1224
314700,2014,1323,1330
314700,2015,1379,1384
314700,2016,1302,1304
314700,2017,1384,1387
314700,2018,1436,1439
314700,2019,1437,1448
314710,2012,1065,1076
314710,2013,0,1122
314710,2014,1186,1201
314710,2015,1189,1196
314710,2016,1106,1118
314710,2017,1130,1138
314710,2018,1157,1161
314710,2019,1109,1115
314720,2012,240,244
314720,2013,0,243
314720,2014,234,237
314720,2015,242,246
314720,2016,246,246
314720,2017,268,270
314720,2018,282,284
314720,2019,250,250
314730,2012,163,213
314730,2013,0,245
314730,2014,228,236
314730,2015,190,191
314730,2016,193,195
314730,2017,206,210
314730,2018,214,214
314730,2019,194,197
314740,2012,258,274
314740,2013,0,341
314740,2014,265,283
314740,2015,318,327
314740,2016,266,274
314740,2017,305,305
314740,2018,283,285
314740,2019,342,343
314750,2012,12,12
314750,2013,0,16
314750,2014,19,19
314750,2015,15,15
314750,2016,13,13
314750,2017,13,13
314750,2018,17,17
314750,2019,11,11
314760,2012,200,201
314760,2013,0,177
314760,2014,162,163
314760,2015,189,193
314760,2016,186,187
314760,2017,194,196
314760,2018,207,207
314760,2019,189,189
314770,2012,68,70
314770,2013,0,59
314770,2014,62,65
314770,2015,40,61
314770,2016,51,52
314770,2017,64,64
314770,2018,64,67
314770,2019,54,56
314780,2012,14,14
314780,2013,0,20
314780,2014,23,25
314780,2015,19,19
314780,2016,13,13
314780,2017,21,21
314780,2018,21,21
314780,2019,11,11
314790,2012,1495,1534
314790,2013,0,1387
314790,2014,1433,1477
314790,2015,1363,1417
314790,2016,1372,1417
314790,2017,1465,1487
314790,2018,1456,1480
314790,2019,1359,1374
314795,2012,66,68
314795,2013,0,56
314795,2014,53,53
314795,2015,57,57
314795,2016,64,64
314795,2017,50,50
314795,2018,49,49
314795,2019,56,56
314800,2012,1660,1677
314800,2013,0,1690
314800,2014,1831,1843
314800,2015,1892,1904
314800,2016,1774,1781
314800,2017,1885,1897
314800,2018,1963,1967
314800,2019,1850,1852
314810,2012,1164,1186
314810,2013,0,1241
314810,2014,1213,1222
314810,2015,1242,1252
314810,2016,1197,1204
314810,2017,1278,1286
314810,2018,1289,1296
314810,2019,1320,1325
314820,2012,55,56
314820,2013,0,40
314820,2014,65,65
314820,2015,46,48
314820,2016,49,49
314820,2017,42,42
314820,2018,32,33
314820,2019,30,30
314830,2012,85,86
314830,2013,0,93
314830,2014,96,98
314830,2015,86,87
314830,2016,88,89
314830,2017,78,78
314830,2018,105,106
314830,2019,104,104
314840,2012,47,49
314840,2013,0,57
314840,2014,41,41
314840,2015,55,56
314840,2016,42,43
314840,2017,50,50
314840,2018,64,64
314840,2019,41,41
314850,2012,89,93
314850,2013,0,106
314850,2014,83,84
314850,2015,78,80
314850,2016,84,85
314850,2017,86,86
314850,2018,80,82
314850,2019,84,87
314860,2012,229,240
314860,2013,0,148
314860,2014,193,200
314860,2015,207,212
314860,2016,201,208
314860,2017,205,208
314860,2018,220,222
314860,2019,229,230
314870,2012,239,333
314870,2013,0,355
314870,2014,334,337
314870,2015,25,360
314870,2016,25,308
314870,2017,32,299
314870,2018,27,318
314870,2019,22,326
314875,2012,105,111
314875,2013,0,101
314875,2014,86,87
314875,2015,90,91
314875,2016,86,87
314875,2017,104,104
314875,2018,107,108
314875,2019,111,111
314880,2012,37,37
314880,2013,0,37
314880,2014,42,42
314880,2015,28,30
314880,2016,35,35
314880,2017,31,31
314880,2018,29,30
314880,2019,21,21
314890,2012,40,40
314890,2013,0,30
314890,2014,34,34
314890,2015,38,38
314890,2016,34,34
314890,2017,37,37
314890,2018,37,37
314890,2019,29,29
314900,2012,24,27
314900,2013,0,31
314900,2014,27,27
314900,2015,39,39
314900,2016,34,34
314900,2017,29,29
314900,2018,28,29
314900,2019,32,32
314910,2012,123,125
314910,2013,0,117
314910,2014,131,132
314910,2015,119,122
314910,2016,129,130
314910,2017,150,154
314910,2018,124,124
314910,2019,127,128
314915,2012,133,141
314915,2013,0,131
314915,2014,150,150
314915,2015,118,118
314915,2016,115,118
314915,2017,122,122
314915,2018,109,110
314915,2019,122,124
314920,2012,29,31
314920,2013,0,30
314920,2014,30,31
314920,2015,26,27
314920,2016,43,43
314920,2017,31,33
314920,2018,29,30
314920,2019,25,25
314930,2012,827,849
314930,2013,0,746
314930,2014,803,819
314930,2015,842,851
314930,2016,823,834
314930,2017,758,770
314930,2018,811,828
314930,2019,727,732
314940,2012,18,18
314940,2013,0,15
314940,2014,19,19
314940,2015,17,17
314940,2016,13,13
314940,2017,5,5
314940,2018,19,19
314940,2019,16,16
314950,2012,28,30
314950,2013,0,39
314950,2014,32,32
314950,2015,49,50
314950,2016,44,46
314950,2017,27,27
314950,2018,35,36
314950,2019,39,39
314960,2012,51,51
314960,2013,0,49
314960,2014,50,50
314960,2015,53,54
314960,2016,40,42
314960,2017,40,42
314960,2018,43,44
314960,2019,41,41
314970,2012,133,136
314970,2013,0,164
314970,2014,164,167
314970,2015,144,145
314970,2016,152,157
314970,2017,138,139
314970,2018,187,188
314970,2019,171,171
314980,2012,101,173
314980,2013,0,204
314980,2014,177,177
314980,2015,177,178
314980,2016,191,196
314980,2017,203,203
314980,2018,232,233
314980,2019,233,235
314990,2012,165,167
314990,2013,0,212
314990,2014,243,245
314990,2015,215,218
314990,2016,189,189
314990,2017,175,176
314990,2018,189,193
314990,2019,196,199
314995,2012,121,122
314995,2013,0,96
314995,2014,87,87
314995,2015,98,100
314995,2016,96,98
314995,2017,113,113
314995,2018,111,111
314995,2019,108,108
315000,2012,33,33
315000,2013,0,32
315000,2014,48,50
315000,2015,47,49
315000,2016,52,52
315000,2017,53,54
315000,2018,42,42
315000,2019,53,53
315010,2012,19,19
315010,2013,0,26
315010,2014,28,28
315010,2015,27,27
315010,2016,30,31
315010,2017,16,16
315010,2018,21,22
315010,2019,21,21
315015,2012,125,126
315015,2013,0,125
315015,2014,122,124
315015,2015,129,130
315015,2016,145,147
315015,2017,124,127
315015,2018,111,111
315015,2019,128,129
315020,2012,53,54
315020,2013,0,50
315020,2014,50,50
315020,2015,49,49
315020,2016,54,54
315020,2017,43,43
315020,2018,64,64
315020,2019,63,63
315030,2012,46,51
315030,2013,0,33
315030,2014,46,48
315030,2015,34,35
315030,2016,39,42
315030,2017,46,49
315030,2018,51,51
315030,2019,44,44
315040,2012,41,43
315040,2013,0,40
315040,2014,39,39
315040,2015,53,53
315040,2016,52,52
315040,2017,53,53
315040,2018,49,50
315040,2019,39,39
315050,2012,76,76
315050,2013,0,73
315050,2014,70,71
315050,2015,69,69
315050,2016,69,69
315050,2017,67,67
315050,2018,53,56
315050,2019,72,72
315053,2012,41,41
315053,2013,0,63
315053,2014,46,48
315053,2015,60,60
315053,2016,56,56
315053,2017,66,66
315053,2018,52,53
315053,2019,58,59
315057,2012,64,68
315057,2013,0,80
315057,2014,103,104
315057,2015,95,97
315057,2016,84,85
315057,2017,111,112
315057,2018,90,91
315057,2019,96,98
315060,2012,45,45
315060,2013,0,64
315060,2014,37,37
315060,2015,48,49
315060,2016,64,65
315060,2017,53,54
315060,2018,57,59
315060,2019,67,67
315070,2012,64,67
315070,2013,0,67
315070,2014,68,68
315070,2015,81,82
315070,2016,95,95
315070,2017,91,91
315070,2018,99,100
315070,2019,70,71
315080,2012,126,139
315080,2013,0,160
315080,2014,157,158
315080,2015,150,150
315080,2016,149,149
315080,2017,150,151
315080,2018,157,158
315080,2019,146,148
315090,2012,75,77
315090,2013,0,51
315090,2014,64,64
315090,2015,64,64
315090,2016,41,41
315090,2017,61,62
315090,2018,60,60
315090,2019,64,64
315100,2012,109,110
315100,2013,0,122
315100,2014,105,105
315100,2015,106,106
315100,2016,130,131
315100,2017,99,101
315100,2018,103,104
315100,2019,120,123
315110,2012,107,144
315110,2013,0,137
315110,2014,174,175
315110,2015,144,146
315110,2016,142,142
315110,2017,147,168
315110,2018,156,166
315110,2019,161,163
315120,2012,765,812
315120,2013,0,839
315120,2014,904,910
315120,2015,868,875
315120,2016,757,763
315120,2017,845,849
315120,2018,844,852
315120,2019,753,757
315130,2012,141,143
315130,2013,0,149
315130,2014,124,131
315130,2015,126,127
315130,2016,119,120
315130,2017,119,119
315130,2018,123,123
315130,2019,122,123
315140,2012,349,352
315140,2013,0,337
315140,2014,307,309
315140,2015,356,365
315140,2016,327,330
315140,2017,348,348
315140,2018,342,343
315140,2019,336,337
315150,2012,379,380
315150,2013,0,388
315150,2014,368,371
315150,2015,396,399
315150,2016,380,383
315150,2017,429,433
315150,2018,333,405
315150,2019,434,437
315160,2012,132,167
315160,2013,0,120
315160,2014,149,150
315160,2015,152,152
315160,2016,126,126
315160,2017,126,128
315160,2018,136,136
315160,2019,129,130
315170,2012,177,177
315170,2013,0,158
315170,2014,154,155
315170,2015,153,153
315170,2016,176,178
315170,2017,161,163
315170,2018,160,160
315170,2019,173,176
315180,2012,2004,2020
315180,2013,0,1970
315180,2014,2014,2021
315180,2015,2067,2069
315180,2016,1873,1873
315180,2017,1931,1934
315180,2018,1897,1899
315180,2019,1904,1904
315190,2012,105,113
315190,2013,0,89
315190,2014,85,86
315190,2015,107,107
315190,2016,75,75
315190,2017,69,71
315190,2018,112,112
315190,2019,86,86
315200,2012,399,406
315200,2013,0,411
315200,2014,431,437
315200,2015,430,436
315200,2016,420,422
315200,2017,406,410
315200,2018,439,440
315200,2019,429,429
315210,2012,701,706
315210,2013,0,652
315210,2014,691,692
315210,2015,688,695
315210,2016,707,712
315210,2017,737,741
315210,2018,658,662
315210,2019,712,714
315213,2012,57,59
315213,2013,0,58
315213,2014,58,58
315213,2015,62,62
315213,2016,56,57
315213,2017,56,58
315213,2018,47,47
315213,2019,68,68
315217,2012,125,129
315217,2013,0,149
315217,2014,139,140
315217,2015,152,156
315217,2016,138,139
315217,2017,109,147
315217,2018,35,148
315217,2019,27,160
315220,2012,484,487
315220,2013,0,473
315220,2014,508,525
315220,2015,421,436
315220,2016,440,446
315220,2017,428,432
315220,2018,497,501
315220,2019,450,457
315230,2012,105,106
315230,2013,0,86
315230,2014,109,110
315230,2015,105,105
315230,2016,79,82
315230,2017,103,103
315230,2018,99,99
315230,2019,89,91
315240,2012,194,199
315240,2013,0,185
315240,2014,188,194
315240,2015,158,161
315240,2016,156,158
315240,2017,152,153
315240,2018,161,169
315240,2019,174,176
315250,2012,1804,1835
315250,2013,0,1885
315250,2014,1946,1971
315250,2015,1989,2029
315250,2016,1793,1819
315250,2017,1886,1947
315250,2018,1879,1917
315250,2019,1884,1920
315260,2012,64,64
315260,2013,0,81
315260,2014,63,64
315260,2015,66,66
315260,2016,70,70
315260,2017,64,64
315260,2018,77,77
315260,2019,64,65
315270,2012,80,81
315270,2013,0,110
315270,2014,90,93
315270,2015,91,93
315270,2016,73,73
315270,2017,76,78
315270,2018,83,84
315270,2019,74,76
315280,2012,324,325
315280,2013,0,328
315280,2014,335,335
315280,2015,382,382
315280,2016,369,371
315280,2017,362,364
315280,2018,363,364
315280,2019,299,301
315290,2012,87,91
315290,2013,0,86
315290,2014,83,84
315290,2015,81,86
315290,2016,75,77
315290,2017,80,80
315290,2018,62,65
315290,2019,69,69
315300,2012,37,40
315300,2013,0,26
315300,2014,39,40
315300,2015,36,38
315300,2016,40,41
315300,2017,51,51
315300,2018,41,42
315300,2019,40,41
315310,2012,48,51
315310,2013,0,40
315310,2014,41,41
315310,2015,58,58
315310,2016,40,40
315310,2017,48,48
315310,2018,50,50
315310,2019,32,32
315320,2012,35,35
315320,2013,0,39
315320,2014,35,35
315320,2015,33,33
315320,2016,28,28
315320,2017,40,40
315320,2018,36,36
315320,2019,39,41
315330,2012,45,47
315330,2013,0,36
315330,2014,54,55
315330,2015,45,45
315330,2016,37,37
315330,2017,45,45
315330,2018,35,35
315330,2019,42,42
315340,2012,188,193
315340,2013,0,189
315340,2014,189,190
315340,2015,199,200
315340,2016,181,182
315340,2017,195,198
315340,2018,193,195
315340,2019,172,173
315350,2012,98,101
315350,2013,0,113
315350,2014,113,116
315350,2015,103,103
315350,2016,98,98
315350,2017,101,101
315350,2018,93,94
315350,2019,123,123
315360,2012,136,140
315360,2013,0,145
315360,2014,150,156
315360,2015,171,182
315360,2016,134,136
315360,2017,125,126
315360,2018,157,158
315360,2019,135,135
315370,2012,30,32
315370,2013,0,32
315370,2014,35,35
315370,2015,35,35
315370,2016,22,22
315370,2017,34,34
315370,2018,31,32
315370,2019,33,33
315380,2012,11,12
315380,2013,0,15
315380,2014,8,8
315380,2015,13,13
315380,2016,19,19
315380,2017,11,11
315380,2018,14,14
315380,2019,20,20
315390,2012,195,199
315390,2013,0,225
315390,2014,226,227
315390,2015,179,180
315390,2016,207,208
315390,2017,197,197
315390,2018,177,179
315390,2019,181,187
315400,2012,229,234
315400,2013,0,222
315400,2014,274,275
315400,2015,259,260
315400,2016,210,213
315400,2017,269,270
315400,2018,257,258
315400,2019,269,269
315410,2012,58,85
315410,2013,0,95
315410,2014,94,99
315410,2015,102,104
315410,2016,84,85
315410,2017,98,98
315410,2018,86,86
315410,2019,86,87
315415,2012,106,106
315415,2013,0,84
315415,2014,116,118
315415,2015,81,81
315415,2016,93,95
315415,2017,104,104
315415,2018,104,104
315415,2019,134,135
315420,2012,103,147
315420,2013,0,139
315420,2014,124,148
315420,2015,125,128
315420,2016,110,112
315420,2017,111,114
315420,2018,97,99
315420,2019,87,89
315430,2012,219,223
315430,2013,0,185
315430,2014,221,221
315430,2015,216,219
315430,2016,185,188
315430,2017,204,205
315430,2018,221,225
315430,2019,209,210
315440,2012,48,48
315440,2013,0,53
315440,2014,51,53
315440,2015,52,52
315440,2016,40,40
315440,2017,50,52
315440,2018,42,42
315440,2019,60,60
315445,2012,105,116
315445,2013,0,70
315445,2014,75,75
315445,2015,81,81
315445,2016,70,72
315445,2017,75,75
315445,2018,67,67
315445,2019,84,84
315450,2012,124,127
315450,2013,0,127
315450,2014,123,130
315450,2015,116,118
315450,2016,112,114
315450,2017,103,104
315450,2018,110,111
315450,2019,130,130
315460,2012,4699,4739
315460,2013,0,4812
315460,2014,4924,4950
315460,2015,5168,5220
315460,2016,4862,4893
315460,2017,4804,4833
315460,2018,4586,4616
315460,2019,4459,4486
315470,2012,39,40
315470,2013,0,33
315470,2014,48,48
315470,2015,38,38
315470,2016,48,48
315470,2017,41,41
315470,2018,41,41
315470,2019,40,40
315480,2012,144,146
315480,2013,0,127
315480,2014,128,129
315480,2015,122,122
315480,2016,138,138
315480,2017,147,148
315480,2018,126,126
315480,2019,119,123
315490,2012,168,176
315490,2013,0,183
315490,2014,166,174
315490,2015,151,159
315490,2016,137,144
315490,2017,142,143
315490,2018,140,142
315490,2019,148,156
315500,2012,19,19
315500,2013,0,18
315500,2014,19,19
315500,2015,14,15
315500,2016,23,23
315500,2017,14,14
315500,2018,21,21
315500,2019,28,28
315510,2012,53,64
315510,2013,0,71
315510,2014,56,57
315510,2015,51,57
315510,2016,18,43
315510,2017,12,66
315510,2018,16,61
315510,2019,15,63
315520,2012,23,23
315520,2013,0,35
315520,2014,40,40
315520,2015,37,37
315520,2016,32,32
315520,2017,25,25
315520,2018,39,39
315520,2019,45,45
315530,2012,32,39
315530,2013,0,42
315530,2014,42,43
315530,2015,52,52
315530,2016,42,43
315530,2017,55,55
315530,2018,38,38
315530,2019,49,50
315540,2012,78,84
315540,2013,0,98
315540,2014,79,81
315540,2015,70,80
315540,2016,63,65
315540,2017,93,93
315540,2018,78,78
315540,2019,97,97
315550,2012,128,130
315550,2013,0,135
315550,2014,115,118
315550,2015,136,138
315550,2016,146,147
315550,2017,144,144
315550,2018,134,135
315550,2019,169,169
315560,2012,371,373
315560,2013,0,392
315560,2014,427,428
315560,2015,408,408
315560,2016,397,397
315560,2017,371,372
315560,2018,402,402
315560,2019,382,383
315570,2012,153,164
315570,2013,0,159
315570,2014,139,147
315570,2015,160,162
315570,2016,150,152
315570,2017,155,158
315570,2018,151,154
315570,2019,144,149
315580,2012,199,199
315580,2013,0,179
315580,2014,188,191
315580,2015,216,217
315580,2016,168,170
315580,2017,211,215
315580,2018,204,204
315580,2019,174,174
315590,2012,28,36
315590,2013,0,31
315590,2014,34,36
315590,2015,54,55
315590,2016,36,36
315590,2017,42,45
315590,2018,39,39
315590,2019,38,38
315600,2012,185,197
315600,2013,0,157
315600,2014,136,142
315600,2015,141,143
315600,2016,153,157
315600,2017,131,135
315600,2018,120,122
315600,2019,130,132
315610,2012,37,39
315610,2013,0,39
315610,2014,43,44
315610,2015,39,39
315610,2016,42,42
315610,2017,45,45
315610,2018,56,56
315610,2019,46,48
315620,2012,36,36
315620,2013,0,29
315620,2014,15,15
315620,2015,16,31
315620,2016,23,28
315620,2017,27,28
315620,2018,25,25
315620,2019,26,26
315630,2012,116,116
315630,2013,0,111
315630,2014,108,111
315630,2015,133,134
315630,2016,119,119
315630,2017,106,106
315630,2018,124,125
315630,2019,121,124
315640,2012,38,38
315640,2013,0,40
315640,2014,39,40
315640,2015,37,38
315640,2016,30,31
315640,2017,33,33
315640,2018,42,43
315640,2019,39,39
315645,2012,61,61
315645,2013,0,29
315645,2014,46,46
315645,2015,44,44
315645,2016,27,29
315645,2017,50,50
315645,2018,60,62
315645,2019,43,45
315650,2012,85,89
315650,2013,0,76
