CODMUNRES,ano_nasc,Qtd_Ao_Menos_1_Consulta_Pre_Natal,Qtd_Total
270470,2014,797,806
270470,2015,846,854
270470,2016,840,847
270470,2017,894,906
270470,2018,915,922
270470,2019,903,909
270480,2012,167,184
270480,2013,0,229
270480,2014,159,177
270480,2015,199,212
270480,2016,166,169
270480,2017,141,184
270480,2018,159,184
270480,2019,146,182
270490,2012,40,40
270490,2013,0,33
270490,2014,30,31
270490,2015,32,32
270490,2016,34,34
270490,2017,36,36
270490,2018,30,31
270490,2019,22,22
270500,2012,398,408
270500,2013,0,364
270500,2014,361,368
270500,2015,338,341
270500,2016,292,297
270500,2017,341,349
270500,2018,343,350
270500,2019,326,335
270510,2012,483,493
270510,2013,0,443
270510,2014,448,464
270510,2015,466,473
270510,2016,394,399
270510,2017,386,393
270510,2018,443,444
270510,2019,382,387
270520,2012,304,317
270520,2013,0,336
270520,2014,247,252
270520,2015,275,285
270520,2016,259,264
270520,2017,277,280
270520,2018,291,298
270520,2019,257,269
270530,2012,84,84
270530,2013,0,95
270530,2014,80,81
270530,2015,78,78
270530,2016,83,85
270530,2017,72,72
270530,2018,89,89
270530,2019,71,75
270540,2012,109,119
270540,2013,0,120
270540,2014,133,136
270540,2015,129,130
270540,2016,102,103
270540,2017,112,112
270540,2018,121,123
270540,2019,103,109
270550,2012,470,523
270550,2013,0,553
270550,2014,537,545
270550,2015,511,523
270550,2016,435,448
270550,2017,483,496
270550,2018,530,545
270550,2019,447,453
270560,2012,191,201
270560,2013,0,158
270560,2014,161,168
270560,2015,127,134
270560,2016,145,146
270560,2017,160,167
270560,2018,141,144
270560,2019,136,137
270570,2012,335,425
270570,2013,0,381
270570,2014,357,369
270570,2015,296,297
270570,2016,336,344
270570,2017,352,363
270570,2018,339,348
270570,2019,356,369
270580,2012,123,128
270580,2013,0,154
270580,2014,138,141
270580,2015,137,143
270580,2016,111,112
270580,2017,135,137
270580,2018,162,165
270580,2019,124,131
270590,2012,72,80
270590,2013,0,81
270590,2014,81,91
270590,2015,93,100
270590,2016,99,100
270590,2017,44,74
270590,2018,83,109
270590,2019,15,89
270600,2012,175,184
270600,2013,0,178
270600,2014,183,186
270600,2015,199,201
270600,2016,181,182
270600,2017,179,180
270600,2018,214,214
270600,2019,171,174
270610,2012,168,180
270610,2013,0,180
270610,2014,153,154
270610,2015,154,155
270610,2016,167,169
270610,2017,181,186
270610,2018,202,202
270610,2019,205,206
270620,2012,102,105
270620,2013,0,95
270620,2014,81,83
270620,2015,73,75
270620,2016,78,79
270620,2017,82,83
270620,2018,97,97
270620,2019,76,77
270630,2012,1289,1311
270630,2013,0,1282
270630,2014,1269,1291
270630,2015,1253,1270
270630,2016,1127,1142
270630,2017,1304,1335
270630,2018,1332,1354
270630,2019,1252,1283
270640,2012,428,436
270640,2013,0,433
270640,2014,440,448
270640,2015,390,401
270640,2016,412,417
270640,2017,379,383
270640,2018,393,396
270640,2019,369,378
270642,2012,155,165
270642,2013,0,175
270642,2014,176,184
270642,2015,190,190
270642,2016,158,165
270642,2017,143,154
270642,2018,183,189
270642,2019,178,179
270644,2012,207,209
270644,2013,0,207
270644,2014,205,209
270644,2015,200,201
270644,2016,235,238
270644,2017,231,233
270644,2018,234,234
270644,2019,214,217
270650,2012,259,264
270650,2013,0,250
270650,2014,220,226
270650,2015,230,230
270650,2016,210,214
270650,2017,226,229
270650,2018,237,237
270650,2019,196,196
270660,2012,95,98
270660,2013,0,127
270660,2014,103,105
270660,2015,108,110
270660,2016,92,92
270660,2017,95,96
270660,2018,90,90
270660,2019,76,78
270670,2012,1037,1108
270670,2013,0,1085
270670,2014,949,1065
270670,2015,959,979
270670,2016,935,961
270670,2017,950,983
270670,2018,969,973
270670,2019,918,938
270680,2012,286,297
270680,2013,0,301
270680,2014,263,284
270680,2015,303,305
270680,2016,286,298
270680,2017,297,304
270680,2018,328,329
270680,2019,299,301
270690,2012,588,601
270690,2013,0,594
270690,2014,572,586
270690,2015,593,606
270690,2016,559,571
270690,2017,538,563
270690,2018,641,658
270690,2019,515,537
270700,2012,45,48
270700,2013,0,30
270700,2014,45,46
270700,2015,31,31
270700,2016,35,35
270700,2017,27,30
270700,2018,33,33
270700,2019,23,25
270710,2012,450,467
270710,2013,0,416
270710,2014,437,445
270710,2015,422,430
270710,2016,393,425
270710,2017,444,461
270710,2018,445,453
270710,2019,417,427
270720,2012,209,219
270720,2013,0,236
270720,2014,200,203
270720,2015,247,249
270720,2016,216,218
270720,2017,207,207
270720,2018,202,203
270720,2019,194,196
270730,2012,458,466
270730,2013,0,471
270730,2014,429,436
270730,2015,419,424
270730,2016,444,452
270730,2017,439,446
270730,2018,406,411
270730,2019,386,387
270740,2012,117,120
270740,2013,0,128
270740,2014,108,108
270740,2015,114,115
270740,2016,120,123
270740,2017,127,127
270740,2018,157,159
270740,2019,151,151
270750,2012,314,336
270750,2013,0,310
270750,2014,312,340
270750,2015,311,328
270750,2016,304,308
270750,2017,232,266
270750,2018,269,295
270750,2019,225,285
270760,2012,155,190
270760,2013,0,166
270760,2014,229,234
270760,2015,203,204
270760,2016,192,196
270760,2017,183,186
270760,2018,174,178
270760,2019,180,182
270770,2012,1077,1150
270770,2013,0,1203
270770,2014,1145,1176
270770,2015,977,1021
270770,2016,1170,1202
270770,2017,1354,1423
270770,2018,1292,1348
270770,2019,1358,1409
270780,2012,107,108
270780,2013,0,127
270780,2014,132,134
270780,2015,141,144
270780,2016,113,113
270780,2017,134,135
270780,2018,152,152
270780,2019,98,99
270790,2012,116,117
270790,2013,0,103
270790,2014,114,117
270790,2015,121,127
270790,2016,100,103
270790,2017,119,121
270790,2018,111,114
270790,2019,107,109
270800,2012,832,841
270800,2013,0,794
270800,2014,849,852
270800,2015,833,840
270800,2016,746,749
270800,2017,786,796
270800,2018,861,864
270800,2019,856,866
270810,2012,126,130
270810,2013,0,165
270810,2014,165,167
270810,2015,190,193
270810,2016,189,189
270810,2017,179,180
270810,2018,183,185
270810,2019,200,201
270820,2012,103,106
270820,2013,0,105
270820,2014,126,133
270820,2015,103,104
270820,2016,89,94
270820,2017,93,104
270820,2018,79,83
270820,2019,80,87
270830,2012,392,412
270830,2013,0,393
270830,2014,393,399
270830,2015,355,370
270830,2016,330,339
270830,2017,389,396
270830,2018,417,418
270830,2019,383,388
270840,2012,551,591
270840,2013,0,594
270840,2014,534,548
270840,2015,580,599
270840,2016,499,502
270840,2017,528,545
270840,2018,561,575
270840,2019,562,580
270850,2012,638,656
270850,2013,0,624
270850,2014,573,595
270850,2015,567,595
270850,2016,548,558
270850,2017,572,585
270850,2018,531,538
270850,2019,515,521
270860,2012,963,993
270860,2013,0,1012
270860,2014,970,982
270860,2015,922,937
270860,2016,812,815
270860,2017,867,873
270860,2018,922,933
270860,2019,884,885
270870,2012,95,98
270870,2013,0,90
270870,2014,76,77
270870,2015,119,122
270870,2016,114,115
270870,2017,130,132
270870,2018,123,125
270870,2019,136,136
270880,2012,498,552
270880,2013,0,596
270880,2014,549,599
270880,2015,503,543
270880,2016,451,464
270880,2017,327,474
270880,2018,476,574
270880,2019,156,500
270890,2012,159,165
270890,2013,0,163
270890,2014,178,179
270890,2015,189,195
270890,2016,224,229
270890,2017,315,319
270890,2018,312,319
270890,2019,299,313
270895,2012,214,230
270895,2013,0,223
270895,2014,222,225
270895,2015,232,233
270895,2016,207,209
270895,2017,194,200
270895,2018,202,203
270895,2019,200,205
270900,2012,91,97
270900,2013,0,84
270900,2014,84,91
270900,2015,69,75
270900,2016,69,69
270900,2017,58,77
270900,2018,68,77
270900,2019,44,63
270910,2012,242,274
270910,2013,0,311
270910,2014,267,300
270910,2015,281,315
270910,2016,267,273
270910,2017,166,287
270910,2018,222,278
270910,2019,44,262
270915,2012,707,747
270915,2013,0,756
270915,2014,681,694
270915,2015,642,659
270915,2016,578,582
270915,2017,596,610
270915,2018,645,658
270915,2019,604,636
270920,2012,305,351
270920,2013,0,367
270920,2014,307,340
270920,2015,285,326
270920,2016,348,358
270920,2017,207,313
270920,2018,284,343
270920,2019,107,349
270930,2012,1118,1170
270930,2013,0,1116
270930,2014,1135,1159
270930,2015,1096,1122
270930,2016,960,974
270930,2017,1047,1064
270930,2018,1127,1136
270930,2019,1106,1115
270940,2012,408,422
270940,2013,0,447
270940,2014,413,417
270940,2015,384,389
270940,2016,394,403
270940,2017,406,418
270940,2018,396,401
270940,2019,347,354
280000,2013,0,2
280010,2012,35,38
280010,2013,0,36
280010,2014,55,56
280010,2015,28,29
280010,2016,38,39
280010,2017,39,39
280010,2018,29,29
280010,2019,38,38
280020,2012,278,284
280020,2013,0,287
280020,2014,289,292
280020,2015,281,285
280020,2016,243,253
280020,2017,282,286
280020,2018,262,263
280020,2019,242,242
280030,2012,9247,9375
280030,2013,0,9374
280030,2014,9389,9586
280030,2015,9594,9662
280030,2016,8799,8867
280030,2017,8983,9068
280030,2018,9272,9358
280030,2019,8549,8617
280040,2012,177,180
280040,2013,0,131
280040,2014,156,160
280040,2015,153,156
280040,2016,137,138
280040,2017,150,154
280040,2018,137,138
280040,2019,133,133
280050,2012,283,287
280050,2013,0,260
280050,2014,281,282
280050,2015,300,302
280050,2016,241,244
280050,2017,265,268
280050,2018,275,277
280050,2019,292,294
280060,2012,455,457
280060,2013,0,485
280060,2014,457,465
280060,2015,560,564
280060,2016,493,495
280060,2017,506,510
280060,2018,535,538
280060,2019,555,556
280067,2012,394,398
280067,2013,0,364
280067,2014,354,362
280067,2015,302,306
280067,2016,280,283
280067,2017,300,300
280067,2018,332,333
280067,2019,308,309
280070,2012,134,137
280070,2013,0,122
280070,2014,126,130
280070,2015,121,125
280070,2016,129,134
280070,2017,130,132
280070,2018,125,126
280070,2019,119,120
280100,2012,290,293
280100,2013,0,267
280100,2014,220,224
280100,2015,264,266
280100,2016,217,220
280100,2017,253,253
280100,2018,261,266
280100,2019,262,262
280110,2012,69,71
280110,2013,0,68
280110,2014,68,68
280110,2015,63,63
280110,2016,60,71
280110,2017,65,65
280110,2018,77,77
280110,2019,65,66
280120,2012,576,586
280120,2013,0,570
280120,2014,597,602
280120,2015,610,613
280120,2016,556,570
280120,2017,576,593
280120,2018,563,572
280120,2019,546,554
280130,2012,607,619
280130,2013,0,582
280130,2014,567,579
280130,2015,557,565
280130,2016,511,517
280130,2017,542,547
280130,2018,529,533
280130,2019,533,538
280140,2012,305,310
280140,2013,0,292
280140,2014,314,320
280140,2015,335,339
280140,2016,249,251
280140,2017,296,301
280140,2018,301,307
280140,2019,288,292
280150,2012,291,300
280150,2013,0,281
280150,2014,307,316
280150,2015,293,297
280150,2016,259,262
280150,2017,293,299
280150,2018,244,247
280150,2019,247,250
280160,2012,72,74
280160,2013,0,71
280160,2014,76,79
280160,2015,90,90
280160,2016,71,75
280160,2017,77,78
280160,2018,68,68
280160,2019,69,69
280170,2012,307,308
280170,2013,0,304
280170,2014,315,317
280170,2015,295,304
280170,2016,299,301
280170,2017,298,303
280170,2018,295,298
280170,2019,300,300
280190,2012,56,56
280190,2013,0,56
280190,2014,59,59
280190,2015,57,57
280190,2016,51,51
280190,2017,57,57
280190,2018,41,41
280190,2019,48,48
280200,2012,80,81
280200,2013,0,72
280200,2014,80,81
280200,2015,73,73
280200,2016,62,62
280200,2017,72,72
280200,2018,66,66
280200,2019,61,61
280210,2012,1041,1049
280210,2013,0,1071
280210,2014,1012,1034
280210,2015,1073,1088
280210,2016,1010,1027
280210,2017,1083,1105
280210,2018,1127,1143
280210,2019,976,987
280220,2012,76,78
280220,2013,0,78
280220,2014,103,104
280220,2015,110,110
280220,2016,83,84
280220,2017,93,94
280220,2018,102,103
280220,2019,110,110
280230,2012,238,242
280230,2013,0,236
280230,2014,240,242
280230,2015,210,211
280230,2016,206,208
280230,2017,236,240
280230,2018,219,220
280230,2019,273,277
280240,2012,144,146
280240,2013,0,142
280240,2014,155,158
280240,2015,146,148
280240,2016,136,139
280240,2017,150,152
280240,2018,161,162
280240,2019,129,130
280250,2012,45,46
280250,2013,0,40
280250,2014,32,33
280250,2015,36,36
280250,2016,41,41
280250,2017,50,50
280250,2018,39,40
280250,2019,51,51
280260,2012,89,90
280260,2013,0,83
280260,2014,66,68
280260,2015,82,83
280260,2016,86,88
280260,2017,80,80
280260,2018,69,70
280260,2019,74,74
280270,2012,141,142
280270,2013,0,153
280270,2014,122,126
280270,2015,151,156
280270,2016,124,131
280270,2017,138,140
280270,2018,145,147
280270,2019,127,129
280280,2012,287,293
280280,2013,0,285
280280,2014,285,292
280280,2015,265,271
280280,2016,270,272
280280,2017,277,282
280280,2018,284,292
280280,2019,287,288
280290,2012,1392,1412
280290,2013,0,1444
280290,2014,1444,1465
280290,2015,1379,1390
280290,2016,1266,1271
280290,2017,1348,1364
280290,2018,1482,1494
280290,2019,1449,1457
280300,2012,636,646
280300,2013,0,637
280300,2014,650,663
280300,2015,627,638
280300,2016,603,608
280300,2017,608,612
280300,2018,619,623
280300,2019,567,572
280310,2012,60,60
280310,2013,0,64
280310,2014,54,55
280310,2015,62,62
280310,2016,57,59
280310,2017,61,61
280310,2018,57,57
280310,2019,54,54
280320,2012,555,559
280320,2013,0,508
280320,2014,552,562
280320,2015,528,530
280320,2016,540,542
280320,2017,574,577
280320,2018,611,614
280320,2019,494,497
280330,2012,251,252
280330,2013,0,259
280330,2014,283,289
280330,2015,284,284
280330,2016,219,219
280330,2017,257,258
280330,2018,223,226
280330,2019,219,221
280340,2012,224,225
280340,2013,0,216
280340,2014,205,211
280340,2015,231,234
280340,2016,186,198
280340,2017,200,203
280340,2018,188,190
280340,2019,205,207
280350,2012,1353,1362
280350,2013,0,1400
280350,2014,1441,1463
280350,2015,1475,1487
280350,2016,1364,1374
280350,2017,1514,1531
280350,2018,1521,1533
280350,2019,1551,1559
280360,2012,463,469
280360,2013,0,476
280360,2014,442,446
280360,2015,460,465
280360,2016,424,428
280360,2017,449,453
280360,2018,416,418
280360,2019,374,375
280370,2012,115,116
280370,2013,0,97
280370,2014,118,119
280370,2015,125,125
280370,2016,95,96
280370,2017,71,72
280370,2018,104,104
280370,2019,94,94
280380,2012,53,54
280380,2013,0,71
280380,2014,70,71
280380,2015,82,85
280380,2016,68,70
280380,2017,57,57
280380,2018,62,62
280380,2019,62,63
280390,2012,172,174
280390,2013,0,166
280390,2014,178,180
280390,2015,197,199
280390,2016,180,181
280390,2017,176,176
280390,2018,187,188
280390,2019,169,171
280400,2012,316,323
280400,2013,0,286
280400,2014,288,291
280400,2015,293,295
280400,2016,257,260
280400,2017,274,279
280400,2018,270,273
280400,2019,230,230
280410,2012,152,157
280410,2013,0,146
280410,2014,138,140
280410,2015,130,132
280410,2016,115,116
280410,2017,101,105
280410,2018,121,121
280410,2019,131,131
280420,2012,224,227
280420,2013,0,248
280420,2014,247,247
280420,2015,231,233
280420,2016,223,224
280420,2017,234,236
280420,2018,268,268
280420,2019,239,241
280430,2012,123,124
280430,2013,0,150
280430,2014,111,115
280430,2015,106,106
280430,2016,85,89
280430,2017,103,105
280430,2018,115,116
280430,2019,112,112
280440,2012,255,268
280440,2013,0,295
280440,2014,273,279
280440,2015,303,308
280440,2016,263,278
280440,2017,234,241
280440,2018,267,269
280440,2019,232,238
280445,2012,107,108
280445,2013,0,150
280445,2014,110,111
280445,2015,97,97
280445,2016,104,104
280445,2017,103,104
280445,2018,104,105
280445,2019,101,101
280450,2012,579,580
280450,2013,0,613
280450,2014,558,561
280450,2015,576,577
280450,2016,537,539
280450,2017,594,597
280450,2018,580,583
280450,2019,617,621
280460,2012,354,360
280460,2013,0,386
280460,2014,353,359
280460,2015,394,396
280460,2016,314,319
280460,2017,341,344
280460,2018,366,367
280460,2019,334,336
280470,2012,63,64
280470,2013,0,109
280470,2014,91,92
280470,2015,81,81
280470,2016,91,97
280470,2017,98,99
280470,2018,72,72
280470,2019,73,73
280480,2012,2768,2840
280480,2013,0,2992
280480,2014,2862,2927
280480,2015,3183,3217
280480,2016,3029,3068
280480,2017,3199,3235
280480,2018,3225,3257
280480,2019,2998,3032
280490,2012,197,203
280490,2013,0,249
280490,2014,221,225
280490,2015,228,234
280490,2016,230,238
280490,2017,232,235
280490,2018,234,235
280490,2019,234,234
280500,2012,52,54
280500,2013,0,46
280500,2014,40,40
280500,2015,51,51
280500,2016,38,39
280500,2017,44,44
280500,2018,41,43
280500,2019,29,29
280510,2012,129,130
280510,2013,0,115
280510,2014,100,106
280510,2015,123,125
280510,2016,117,117
280510,2017,123,124
280510,2018,100,100
280510,2019,121,123
280520,2012,102,102
280520,2013,0,94
280520,2014,109,109
280520,2015,89,89
280520,2016,71,72
280520,2017,76,76
280520,2018,85,85
280520,2019,79,79
280530,2012,148,150
280530,2013,0,140
280530,2014,162,162
280530,2015,150,150
280530,2016,149,151
280530,2017,165,166
280530,2018,152,152
280530,2019,126,128
280540,2012,524,530
280540,2013,0,506
280540,2014,476,485
280540,2015,513,518
280540,2016,477,480
280540,2017,544,546
280540,2018,569,572
280540,2019,496,500
280550,2012,300,304
280550,2013,0,282
280550,2014,278,283
280550,2015,269,273
280550,2016,267,270
280550,2017,288,289
280550,2018,288,291
280550,2019,311,318
280560,2012,436,453
280560,2013,0,420
280560,2014,401,412
280560,2015,412,416
280560,2016,346,350
280560,2017,382,387
280560,2018,388,394
280560,2019,400,402
280570,2012,425,439
280570,2013,0,476
280570,2014,454,463
280570,2015,431,438
280570,2016,457,473
280570,2017,491,504
280570,2018,476,481
280570,2019,466,472
280580,2012,296,305
280580,2013,0,325
280580,2014,267,276
280580,2015,260,266
280580,2016,244,250
280580,2017,246,248
280580,2018,235,241
280580,2019,273,276
280590,2012,140,143
280590,2013,0,158
280590,2014,182,187
280590,2015,206,207
280590,2016,149,149
280590,2017,159,165
280590,2018,139,141
280590,2019,167,168
280600,2012,232,236
280600,2013,0,210
280600,2014,208,212
280600,2015,210,212
280600,2016,166,166
280600,2017,190,191
280600,2018,191,192
280600,2019,190,191
280610,2012,171,171
280610,2013,0,180
280610,2014,171,175
280610,2015,158,158
280610,2016,194,195
280610,2017,181,183
280610,2018,152,153
280610,2019,155,157
280620,2012,251,256
280620,2013,0,296
280620,2014,256,264
280620,2015,278,278
280620,2016,274,276
280620,2017,287,288
280620,2018,275,278
280620,2019,240,246
280630,2012,242,243
280630,2013,0,234
280630,2014,216,224
280630,2015,201,205
280630,2016,196,199
280630,2017,233,235
280630,2018,224,226
280630,2019,219,223
280640,2012,102,105
280640,2013,0,125
280640,2014,104,110
280640,2015,120,121
280640,2016,102,106
280640,2017,118,121
280640,2018,110,110
280640,2019,98,99
280650,2012,59,62
280650,2013,0,66
280650,2014,88,88
280650,2015,60,61
280650,2016,71,72
280650,2017,69,72
280650,2018,52,54
280650,2019,60,60
280660,2012,208,213
280660,2013,0,201
280660,2014,187,191
280660,2015,182,182
280660,2016,173,175
280660,2017,168,168
280660,2018,161,165
280660,2019,172,172
280670,2012,1310,1343
280670,2013,0,1326
280670,2014,1340,1371
280670,2015,1500,1514
280670,2016,1310,1330
280670,2017,1313,1323
280670,2018,1363,1380
280670,2019,1271,1288
280680,2012,156,159
280680,2013,0,138
280680,2014,129,130
280680,2015,159,160
280680,2016,126,128
280680,2017,154,154
280680,2018,153,154
280680,2019,127,129
280690,2012,49,49
280690,2013,0,44
280690,2014,63,63
280690,2015,52,53
280690,2016,41,44
280690,2017,54,56
280690,2018,31,31
280690,2019,45,45
280700,2012,50,52
280700,2013,0,65
280700,2014,54,54
280700,2015,52,52
280700,2016,43,43
280700,2017,51,51
280700,2018,49,49
280700,2019,44,44
280710,2012,575,590
280710,2013,0,617
280710,2014,554,569
280710,2015,616,625
280710,2016,593,601
280710,2017,590,596
280710,2018,647,652
280710,2019,686,691
280720,2012,107,108
280720,2013,0,129
280720,2014,115,116
280720,2015,126,128
280720,2016,88,89
280720,2017,114,114
280720,2018,99,99
280720,2019,131,132
280730,2012,56,57
280730,2013,0,52
280730,2014,51,51
280730,2015,46,46
280730,2016,35,35
280730,2017,54,54
280730,2018,55,56
280730,2019,56,56
280740,2012,705,721
280740,2013,0,697
280740,2014,711,732
280740,2015,650,659
280740,2016,617,623
280740,2017,691,698
280740,2018,672,677
280740,2019,716,721
280750,2012,201,205
280750,2013,0,194
280750,2014,177,181
280750,2015,190,192
280750,2016,174,175
280750,2017,189,192
280750,2018,174,177
280750,2019,187,189
280760,2012,397,405
280760,2013,0,418
280760,2014,393,409
280760,2015,361,364
280760,2016,401,409
280760,2017,404,410
280760,2018,407,414
280760,2019,340,345
290000,2012,8,9
290000,2013,0,21
290000,2014,23,29
290000,2015,10,12
290000,2016,12,14
290000,2017,10,10
290000,2018,2,3
290010,2012,48,53
290010,2013,0,54
290010,2014,48,49
290010,2015,63,64
290010,2016,49,49
290010,2017,41,44
290010,2018,34,50
290010,2019,41,49
290020,2012,309,318
290020,2013,0,290
290020,2014,311,318
290020,2015,262,282
290020,2016,255,258
290020,2017,257,264
290020,2018,261,296
290020,2019,260,284
290030,2012,200,217
290030,2013,0,201
290030,2014,173,178
290030,2015,172,182
290030,2016,163,172
290030,2017,184,188
290030,2018,183,186
290030,2019,175,176
290035,2012,167,173
290035,2013,0,168
290035,2014,171,174
290035,2015,143,149
290035,2016,137,140
290035,2017,170,175
290035,2018,162,163
290035,2019,160,161
290040,2012,105,150
290040,2013,0,184
290040,2014,126,179
290040,2015,103,190
290040,2016,145,174
290040,2017,166,170
290040,2018,152,155
290040,2019,136,137
290050,2012,125,138
290050,2013,0,94
290050,2014,106,110
290050,2015,93,95
290050,2016,118,118
290050,2017,107,108
290050,2018,108,113
290050,2019,98,98
290060,2012,58,59
290060,2013,0,50
290060,2014,48,48
290060,2015,48,50
290060,2016,54,59
290060,2017,67,68
290060,2018,46,48
290060,2019,57,59
290070,2012,2154,2217
290070,2013,0,2243
290070,2014,2310,2357
290070,2015,2384,2440
290070,2016,2394,2428
290070,2017,2353,2391
290070,2018,2349,2369
290070,2019,2124,2138
290080,2012,256,290
290080,2013,0,295
290080,2014,291,305
290080,2015,273,283
290080,2016,283,299
290080,2017,262,293
290080,2018,314,318
290080,2019,287,294
290090,2012,67,68
290090,2013,0,77
290090,2014,65,68
290090,2015,73,74
290090,2016,71,73
290090,2017,73,76
290090,2018,51,51
290090,2019,54,55
290100,2012,498,519
290100,2013,0,457
290100,2014,431,454
290100,2015,405,426
290100,2016,443,462
290100,2017,454,462
290100,2018,469,477
290100,2019,441,445
290110,2012,189,278
290110,2013,0,287
290110,2014,166,285
290110,2015,200,270
290110,2016,208,228
290110,2017,214,222
290110,2018,181,186
290110,2019,194,197
290115,2012,210,215
290115,2013,0,202
290115,2014,254,262
290115,2015,211,217
290115,2016,246,252
290115,2017,230,233
290115,2018,217,219
290115,2019,199,203
290120,2012,235,239
290120,2013,0,233
290120,2014,274,280
290120,2015,244,250
290120,2016,227,228
290120,2017,209,213
290120,2018,214,214
290120,2019,224,226
290130,2012,181,196
290130,2013,0,174
290130,2014,158,162
290130,2015,179,184
290130,2016,144,145
290130,2017,174,176
290130,2018,192,193
290130,2019,200,201
290135,2012,192,197
290135,2013,0,158
290135,2014,164,168
290135,2015,152,160
290135,2016,167,177
290135,2017,190,192
290135,2018,226,228
290135,2019,175,177
290140,2012,191,192
290140,2013,0,233
290140,2014,189,189
290140,2015,177,189
290140,2016,184,193
290140,2017,171,172
290140,2018,182,184
290140,2019,188,190
290150,2012,60,101
290150,2013,0,89
290150,2014,50,92
290150,2015,68,95
290150,2016,78,80
290150,2017,80,82
290150,2018,79,79
290150,2019,44,44
290160,2012,147,153
290160,2013,0,137
290160,2014,153,160
290160,2015,122,126
290160,2016,131,142
290160,2017,140,140
290160,2018,143,146
290160,2019,133,133
290170,2012,109,175
290170,2013,0,162
290170,2014,90,188
290170,2015,101,140
290170,2016,134,136
290170,2017,136,137
290170,2018,121,122
290170,2019,99,99
290180,2012,110,119
290180,2013,0,151
290180,2014,74,110
290180,2015,57,97
290180,2016,91,116
290180,2017,163,165
290180,2018,158,166
290180,2019,164,165
290190,2012,204,213
290190,2013,0,204
290190,2014,186,193
290190,2015,225,230
290190,2016,207,210
290190,2017,184,190
290190,2018,161,163
290190,2019,171,177
290195,2012,92,99
290195,2013,0,68
290195,2014,61,63
290195,2015,90,92
290195,2016,80,81
290195,2017,83,84
290195,2018,86,93
290195,2019,103,104
290200,2012,160,163
290200,2013,0,163
290200,2014,151,154
290200,2015,154,158
290200,2016,157,159
290200,2017,159,162
290200,2018,165,172
290200,2019,155,163
290205,2012,167,172
290205,2013,0,163
290205,2014,189,192
290205,2015,169,176
290205,2016,180,185
290205,2017,147,152
290205,2018,152,154
290205,2019,162,164
290210,2012,651,752
290210,2013,0,794
290210,2014,612,659
290210,2015,647,665
290210,2016,702,708
290210,2017,740,750
290210,2018,721,732
290210,2019,624,629
290220,2012,112,113
290220,2013,0,110
290220,2014,105,109
290220,2015,129,132
290220,2016,139,142
290220,2017,118,119
290220,2018,113,114
290220,2019,110,110
290225,2012,138,146
290225,2013,0,138
290225,2014,122,130
290225,2015,121,124
290225,2016,127,131
290225,2017,118,118
290225,2018,116,118
290225,2019,107,108
290230,2012,114,119
290230,2013,0,132
290230,2014,119,129
290230,2015,118,121
290230,2016,122,127
290230,2017,133,135
290230,2018,132,135
290230,2019,124,124
290240,2012,225,244
290240,2013,0,204
290240,2014,205,226
290240,2015,176,194
290240,2016,188,208
290240,2017,199,207
290240,2018,172,182
290240,2019,174,178
290250,2012,217,221
290250,2013,0,178
290250,2014,213,214
290250,2015,182,188
290250,2016,168,172
290250,2017,162,166
290250,2018,129,134
290250,2019,156,168
290260,2012,200,230
290260,2013,0,239
290260,2014,212,225
290260,2015,197,207
290260,2016,176,221
290260,2017,163,223
290260,2018,213,223
290260,2019,191,206
290265,2012,186,200
290265,2013,0,164
290265,2014,173,177
290265,2015,171,178
290265,2016,163,174
290265,2017,187,197
290265,2018,177,179
290265,2019,183,184
290270,2012,854,863
290270,2013,0,879
290270,2014,873,883
290270,2015,964,981
290270,2016,865,868
290270,2017,956,963
290270,2018,938,943
290270,2019,927,936
290280,2012,341,357
290280,2013,0,374
290280,2014,346,351
290280,2015,391,398
290280,2016,413,417
290280,2017,412,414
290280,2018,236,420
290280,2019,386,391
290290,2012,594,610
290290,2013,0,533
290290,2014,550,563
290290,2015,603,620
290290,2016,548,560
290290,2017,526,541
290290,2018,485,490
290290,2019,477,484
290300,2012,170,175
290300,2013,0,167
290300,2014,164,170
290300,2015,191,196
290300,2016,185,185
290300,2017,203,205
290300,2018,161,164
290300,2019,181,182
290310,2012,78,79
290310,2013,0,82
290310,2014,68,70
290310,2015,74,75
290310,2016,65,65
290310,2017,59,60
290310,2018,62,63
290310,2019,75,77
290320,2012,2482,2498
290320,2013,0,2606
290320,2014,2703,2743
290320,2015,2607,2649
290320,2016,2533,2570
290320,2017,2768,2804
290320,2018,2684,2716
290320,2019,2668,2713
290323,2012,175,178
290323,2013,0,153
290323,2014,146,148
290323,2015,154,155
290323,2016,161,163
290323,2017,168,175
290323,2018,186,193
290323,2019,150,157
290327,2012,183,199
290327,2013,0,215
290327,2014,219,230
290327,2015,235,243
290327,2016,189,193
290327,2017,216,217
290327,2018,201,205
290327,2019,203,206
290330,2012,88,90
290330,2013,0,84
290330,2014,77,78
290330,2015,76,80
290330,2016,90,95
290330,2017,99,101
290330,2018,95,97
290330,2019,71,73
290340,2012,374,393
290340,2013,0,326
290340,2014,312,319
290340,2015,302,319
290340,2016,279,284
290340,2017,331,343
290340,2018,319,320
290340,2019,253,307
290350,2012,221,222
290350,2013,0,216
290350,2014,211,215
290350,2015,216,218
290350,2016,215,216
290350,2017,225,227
290350,2018,239,243
290350,2019,221,222
290360,2012,186,230
290360,2013,0,248
290360,2014,227,240
290360,2015,198,206
