CODMUNRES,Ano,Qtd_Total,Pop
211230,2017,145,3896
211230,2018,131,3809
211230,2019,147,3704
211240,2012,231,3831
211240,2013,212,3834
211240,2014,206,3838
211240,2015,181,3836
211240,2016,205,3772
211240,2017,202,3695
211240,2018,172,3603
211240,2019,170,3499
211245,2012,108,2627
211245,2013,103,2676
211245,2014,110,2728
211245,2015,129,2776
211245,2016,112,2834
211245,2017,119,2881
211245,2018,123,2912
211245,2019,109,2938
211250,2012,285,6313
211250,2013,295,6307
211250,2014,270,6305
211250,2015,282,6290
211250,2016,247,6231
211250,2017,260,6152
211250,2018,256,6061
211250,2019,257,5937
211260,2012,210,3048
211260,2013,194,3685
211260,2014,193,3704
211260,2015,192,3731
211260,2016,181,3691
211260,2017,182,3651
211260,2018,175,3602
211260,2019,161,3539
211270,2012,274,6007
211270,2013,234,6079
211270,2014,300,6157
211270,2015,296,6229
211270,2016,261,6194
211270,2017,264,6134
211270,2018,270,6057
211270,2019,224,5955
211280,2012,276,5397
211280,2013,292,5382
211280,2014,304,5370
211280,2015,284,5347
211280,2016,282,5289
211280,2017,235,5207
211280,2018,270,5113
211280,2019,261,4995
211285,2012,52,1229
211285,2013,47,1271
211285,2014,50,1317
211285,2015,60,1362
211285,2016,41,1370
211285,2017,44,1371
211285,2018,57,1368
211285,2019,49,1360
211290,2012,171,3534
211290,2013,176,3494
211290,2014,157,3465
211290,2015,170,3420
211290,2016,138,3361
211290,2017,133,3286
211290,2018,122,3204
211290,2019,126,3109
211300,2012,171,3326
211300,2013,153,3223
211300,2014,163,3218
211300,2015,151,3197
211300,2016,139,3126
211300,2017,143,3037
211300,2018,145,2935
211300,2019,145,2819
211400,2012,225,5685
211400,2013,255,5371
211400,2014,265,5356
211400,2015,236,5336
211400,2016,233,5264
211400,2017,221,5167
211400,2018,229,5058
211400,2019,219,4929
220005,2012,16,671
220005,2013,23,670
220005,2014,27,667
220005,2015,18,665
220005,2016,20,650
220005,2017,22,631
220005,2018,25,612
220005,2019,16,590
220010,2012,21,499
220010,2013,11,485
220010,2014,18,468
220010,2015,15,450
220010,2016,13,436
220010,2017,27,420
220010,2018,18,402
220010,2019,11,384
220020,2012,52,1690
220020,2013,63,1708
220020,2014,68,1720
220020,2015,69,1736
220020,2016,76,1706
220020,2017,65,1668
220020,2018,62,1625
220020,2019,72,1577
220025,2012,26,620
220025,2013,19,612
220025,2014,18,602
220025,2015,22,602
220025,2016,18,590
220025,2017,16,576
220025,2018,18,559
220025,2019,14,542
220027,2012,20,492
220027,2013,14,482
220027,2014,14,469
220027,2015,19,418
220027,2016,12,417
220027,2017,8,413
220027,2018,12,408
220027,2019,10,402
220030,2012,20,1154
220030,2013,28,1125
220030,2014,30,1094
220030,2015,34,1064
220030,2016,27,1042
220030,2017,30,1015
220030,2018,33,986
220030,2019,15,954
220040,2012,115,3700
220040,2013,120,3643
220040,2014,133,3581
220040,2015,138,3521
220040,2016,127,3488
220040,2017,147,3430
220040,2018,114,3366
220040,2019,109,3293
220045,2012,24,520
220045,2013,22,517
220045,2014,29,513
220045,2015,22,510
220045,2016,14,506
220045,2017,14,500
220045,2018,20,493
220045,2019,12,484
220050,2012,58,1640
220050,2013,54,1607
220050,2014,44,1573
220050,2015,74,1540
220050,2016,80,1526
220050,2017,59,1501
220050,2018,46,1457
220050,2019,69,1421
220060,2012,20,647
220060,2013,32,636
220060,2014,24,623
220060,2015,21,612
220060,2016,22,587
220060,2017,12,558
220060,2018,18,530
220060,2019,11,495
220070,2012,39,896
220070,2013,34,892
220070,2014,43,888
220070,2015,47,885
220070,2016,41,874
220070,2017,25,859
220070,2018,35,842
220070,2019,34,823
220080,2012,8,301
220080,2013,7,295
220080,2014,13,290
220080,2015,4,284
220080,2016,11,274
220080,2017,7,262
220080,2018,12,250
220080,2019,12,237
220090,2012,10,503
220090,2013,12,499
220090,2014,15,495
220090,2015,14,488
220090,2016,20,483
220090,2017,16,475
220090,2018,18,472
220090,2019,12,458
220095,2012,8,212
220095,2013,6,208
220095,2014,2,204
220095,2015,8,201
220095,2016,3,194
220095,2017,8,194
220095,2018,8,183
220095,2019,10,172
220100,2012,20,508
220100,2013,15,490
220100,2014,10,472
220100,2015,14,454
220100,2016,8,435
220100,2017,17,413
220100,2018,15,390
220100,2019,15,366
220105,2012,25,785
220105,2013,27,783
220105,2014,30,780
220105,2015,37,778
220105,2016,40,760
220105,2017,31,737
220105,2018,30,713
220105,2019,29,687
220110,2012,64,1112
220110,2013,52,1096
220110,2014,58,1077
220110,2015,52,1059
220110,2016,47,1040
220110,2017,64,1015
220110,2018,49,967
220110,2019,56,943
220115,2012,68,1253
220115,2013,80,1252
220115,2014,84,1251
220115,2015,96,1251
220115,2016,61,1231
220115,2017,81,1207
220115,2018,74,1179
220115,2019,62,1147
220117,2012,11,385
220117,2013,5,385
220117,2014,14,385
220117,2015,12,384
220117,2016,8,376
220117,2017,10,366
220117,2018,14,354
220117,2019,3,340
220120,2012,180,4534
220120,2013,164,4497
220120,2014,156,4451
220120,2015,178,4407
220120,2016,164,4362
220120,2017,147,4301
220120,2018,148,4226
220120,2019,136,4136
220130,2012,14,346
220130,2013,10,347
220130,2014,8,342
220130,2015,11,338
220130,2016,11,325
220130,2017,13,312
220130,2018,21,298
220130,2019,8,284
220140,2012,29,618
220140,2013,31,610
220140,2014,31,619
220140,2015,31,611
220140,2016,22,612
220140,2017,16,611
220140,2018,18,611
220140,2019,21,604
220150,2012,80,2669
220150,2013,74,2633
220150,2014,73,2591
220150,2015,88,2550
220150,2016,94,2469
220150,2017,80,2372
220150,2018,63,2271
220150,2019,60,2162
220155,2012,11,388
220155,2013,10,389
220155,2014,7,389
220155,2015,9,390
220155,2016,10,380
220155,2017,6,368
220155,2018,9,354
220155,2019,11,341
220157,2012,8,306
220157,2013,11,300
220157,2014,8,295
220157,2015,5,289
220157,2016,7,287
220157,2017,11,282
220157,2018,3,278
220157,2019,4,273
220160,2012,32,933
220160,2013,21,932
220160,2014,24,927
220160,2015,41,918
220160,2016,28,894
220160,2017,25,867
220160,2018,28,852
220160,2019,33,819
220170,2012,22,531
220170,2013,22,520
220170,2014,29,508
220170,2015,14,495
220170,2016,18,482
220170,2017,15,467
220170,2018,14,451
220170,2019,15,433
220173,2012,27,629
220173,2013,23,626
220173,2014,28,624
220173,2015,33,621
220173,2016,31,597
220173,2017,26,571
220173,2018,39,544
220173,2019,20,516
220177,2012,20,632
220177,2013,19,626
220177,2014,19,621
220177,2015,21,615
220177,2016,16,608
220177,2017,8,599
220177,2018,11,589
220177,2019,12,576
220180,2012,9,364
220180,2013,6,357
220180,2014,5,350
220180,2015,6,343
220180,2016,10,333
220180,2017,8,336
220180,2018,8,324
220180,2019,5,311
220190,2012,89,2458
220190,2013,106,2484
220190,2014,112,2506
220190,2015,116,2532
220190,2016,119,2543
220190,2017,85,2540
220190,2018,116,2529
220190,2019,110,2516
220191,2012,17,588
220191,2013,26,578
220191,2014,26,577
220191,2015,29,572
220191,2016,14,553
220191,2017,23,531
220191,2018,24,504
220191,2019,29,483
220192,2012,21,553
220192,2013,24,544
220192,2014,25,535
220192,2015,24,523
220192,2016,21,512
220192,2017,20,498
220192,2018,17,484
220192,2019,18,468
220194,2012,26,579
220194,2013,18,576
220194,2014,26,574
220194,2015,27,572
220194,2016,16,567
220194,2017,18,558
220194,2018,12,544
220194,2019,14,533
220196,2012,29,759
220196,2013,14,752
220196,2014,13,745
220196,2015,21,738
220196,2016,16,717
220196,2017,17,700
220196,2018,18,677
220196,2019,9,652
220198,2012,8,383
220198,2013,17,380
220198,2014,8,376
220198,2015,17,392
220198,2016,14,376
220198,2017,9,362
220198,2018,5,345
220198,2019,18,330
220200,2012,67,1947
220200,2013,96,1922
220200,2014,93,1898
220200,2015,77,1869
220200,2016,89,1835
220200,2017,78,1792
220200,2018,77,1738
220200,2019,76,1683
220202,2012,24,849
220202,2013,18,837
220202,2014,17,823
220202,2015,13,815
220202,2016,21,772
220202,2017,18,759
220202,2018,16,722
220202,2019,15,683
220205,2012,43,959
220205,2013,22,938
220205,2014,29,916
220205,2015,23,895
220205,2016,20,880
220205,2017,16,860
220205,2018,23,838
220205,2019,22,816
220207,2012,9,340
220207,2013,6,342
220207,2014,10,344
220207,2015,15,346
220207,2016,11,343
220207,2017,7,337
220207,2018,7,333
220207,2019,10,326
220208,2012,22,700
220208,2013,25,700
220208,2014,26,700
220208,2015,24,700
220208,2016,31,683
220208,2017,23,664
220208,2018,29,641
220208,2019,21,618
220209,2012,12,588
220209,2013,13,585
220209,2014,17,577
220209,2015,16,564
220209,2016,7,550
220209,2017,14,532
220209,2018,23,512
220209,2019,12,491
220210,2012,16,497
220210,2013,22,490
220210,2014,14,483
220210,2015,11,476
220210,2016,12,466
220210,2017,6,455
220210,2018,12,441
220210,2019,18,440
220211,2012,23,469
220211,2013,20,462
220211,2014,8,455
220211,2015,14,447
220211,2016,13,442
220211,2017,8,437
220211,2018,22,430
220211,2019,10,422
220213,2012,38,576
220213,2013,26,573
220213,2014,23,570
220213,2015,26,567
220213,2016,26,555
220213,2017,18,541
220213,2018,18,528
220213,2019,14,512
220217,2012,34,760
220217,2013,20,758
220217,2014,29,754
220217,2015,38,751
220217,2016,27,752
220217,2017,31,756
220217,2018,23,748
220217,2019,31,743
220220,2012,179,3976
220220,2013,163,3950
220220,2014,152,3920
220220,2015,119,3891
220220,2016,110,3848
220220,2017,114,3786
220220,2018,106,3710
220220,2019,123,3626
220225,2012,10,367
220225,2013,13,362
220225,2014,9,357
220225,2015,11,351
220225,2016,7,342
220225,2017,15,331
220225,2018,14,319
220225,2019,14,307
220230,2012,71,1968
220230,2013,77,1965
220230,2014,82,1958
220230,2015,92,1955
220230,2016,75,1919
220230,2017,69,1880
220230,2018,58,1835
220230,2019,63,1784
220240,2012,43,1063
220240,2013,38,1053
220240,2014,38,1040
220240,2015,32,1029
220240,2016,28,1004
220240,2017,29,987
220240,2018,32,966
220240,2019,27,943
220245,2012,9,379
220245,2013,11,382
220245,2014,19,384
220245,2015,22,387
220245,2016,21,379
220245,2017,17,370
220245,2018,14,359
220245,2019,14,347
220250,2012,60,1098
220250,2013,53,1083
220250,2014,39,1064
220250,2015,45,1048
220250,2016,44,1036
220250,2017,52,1019
220250,2018,45,998
220250,2019,53,977
220253,2012,29,609
220253,2013,16,606
220253,2014,23,602
220253,2015,16,599
220253,2016,24,588
220253,2017,14,575
220253,2018,21,559
220253,2019,13,541
220255,2012,21,514
220255,2013,12,511
220255,2014,16,506
220255,2015,24,501
220255,2016,20,496
220255,2017,21,483
220255,2018,14,476
220255,2019,14,466
220260,2012,87,1842
220260,2013,79,1795
220260,2014,74,1746
220260,2015,97,1674
220260,2016,76,1743
220260,2017,68,1694
220260,2018,69,1624
220260,2019,68,1559
220265,2012,20,580
220265,2013,19,584
220265,2014,15,588
220265,2015,18,592
220265,2016,26,582
220265,2017,24,570
220265,2018,23,555
220265,2019,14,540
220270,2012,102,2963
220270,2013,73,2915
220270,2014,98,2835
220270,2015,102,2785
220270,2016,88,2722
220270,2017,92,2638
220270,2018,89,2550
220270,2019,90,2456
220271,2012,14,433
220271,2013,19,430
220271,2014,13,427
220271,2015,20,426
220271,2016,19,426
220271,2017,12,413
220271,2018,9,397
220271,2019,11,382
220272,2012,22,588
220272,2013,13,589
220272,2014,11,633
220272,2015,15,629
220272,2016,9,610
220272,2017,11,587
220272,2018,11,561
220272,2019,14,535
220273,2012,16,346
220273,2013,11,343
220273,2014,13,337
220273,2015,10,333
220273,2016,13,329
220273,2017,16,324
220273,2018,8,318
220273,2019,10,311
220275,2012,24,653
220275,2013,22,645
220275,2014,23,629
220275,2015,26,621
220275,2016,32,619
220275,2017,14,614
220275,2018,26,607
220275,2019,17,600
220277,2012,15,736
220277,2013,19,722
220277,2014,24,708
220277,2015,22,694
220277,2016,21,673
220277,2017,26,648
220277,2018,17,621
220277,2019,17,592
220280,2012,17,440
220280,2013,16,424
220280,2014,18,408
220280,2015,19,392
220280,2016,17,376
220280,2017,12,396
220280,2018,13,379
220280,2019,12,360
220285,2012,14,401
220285,2013,9,400
220285,2014,21,399
220285,2015,12,398
220285,2016,18,390
220285,2017,10,380
220285,2018,12,369
220285,2019,8,357
220290,2012,113,2760
220290,2013,114,2755
220290,2014,118,2739
220290,2015,118,2725
220290,2016,118,2689
220290,2017,127,2636
220290,2018,131,2584
220290,2019,94,2519
220300,2012,35,764
220300,2013,26,761
220300,2014,38,756
220300,2015,30,752
220300,2016,35,747
220300,2017,29,740
220300,2018,34,732
220300,2019,33,720
220310,2012,62,1061
220310,2013,47,1039
220310,2014,44,1015
220310,2015,52,992
220310,2016,40,971
220310,2017,51,946
220310,2018,43,918
220310,2019,48,888
220320,2012,57,1156
220320,2013,54,1145
220320,2014,54,1134
220320,2015,52,1124
220320,2016,72,1100
220320,2017,60,1071
220320,2018,63,1040
220320,2019,59,1006
220323,2012,21,458
220323,2013,19,453
220323,2014,21,447
220323,2015,23,442
220323,2016,14,441
220323,2017,18,437
220323,2018,25,432
220323,2019,26,427
220327,2012,23,535
220327,2013,17,529
220327,2014,19,523
220327,2015,20,516
220327,2016,20,497
220327,2017,15,484
220327,2018,19,471
220327,2019,16,455
220325,2012,11,421
220325,2013,11,419
220325,2014,13,417
220325,2015,22,415
220325,2016,12,410
220325,2017,10,402
220325,2018,17,393
220325,2019,7,384
220330,2012,31,1257
220330,2013,36,1246
220330,2014,52,1231
220330,2015,48,1219
220330,2016,49,1204
220330,2017,65,1187
220330,2018,53,1161
220330,2019,45,1135
220335,2012,30,648
220335,2013,32,640
220335,2014,21,631
220335,2015,30,622
220335,2016,30,606
220335,2017,20,588
220335,2018,29,568
220335,2019,27,548
220340,2012,12,623
220340,2013,21,609
220340,2014,15,592
220340,2015,25,577
220340,2016,20,565
220340,2017,14,545
220340,2018,15,526
220340,2019,15,505
220345,2012,20,852
220345,2013,17,830
220345,2014,28,807
220345,2015,23,785
220345,2016,18,772
220345,2017,16,756
220345,2018,13,738
220345,2019,20,718
220342,2012,11,471
220342,2013,9,460
220342,2014,12,447
220342,2015,16,435
220342,2016,13,419
220342,2017,11,408
220342,2018,17,391
220342,2019,12,375
220350,2012,38,1193
220350,2013,34,1173
220350,2014,43,1158
220350,2015,43,1138
220350,2016,35,1122
220350,2017,31,1103
220350,2018,25,1080
220350,2019,29,1055
220360,2012,15,391
220360,2013,11,382
220360,2014,19,371
220360,2015,13,362
220360,2016,7,357
220360,2017,12,349
220360,2018,9,341
220360,2019,13,332
220370,2012,151,3685
220370,2013,166,3641
220370,2014,161,3591
220370,2015,153,3544
220370,2016,162,3499
220370,2017,121,3437
220370,2018,153,3366
220370,2019,131,3287
220375,2012,17,537
220375,2013,29,523
220375,2014,21,512
220375,2015,11,496
220375,2016,16,485
220375,2017,20,471
220375,2018,22,456
220375,2019,15,442
220380,2012,23,400
220380,2013,20,401
220380,2014,12,397
220380,2015,11,394
220380,2016,20,387
220380,2017,22,378
220380,2018,11,369
220380,2019,10,359
220385,2012,8,206
220385,2013,6,198
220385,2014,10,189
220385,2015,2,180
220385,2016,5,173
220385,2017,4,164
220385,2018,8,156
220385,2019,9,148
220390,2012,187,5522
220390,2013,168,5442
220390,2014,190,5347
220390,2015,189,5269
220390,2016,151,5242
220390,2017,146,5183
220390,2018,137,5127
220390,2019,112,5046
220400,2012,20,524
220400,2013,10,514
220400,2014,15,503
220400,2015,16,492
220400,2016,16,472
220400,2017,14,454
220400,2018,15,427
220400,2019,20,406
220410,2012,14,393
220410,2013,11,376
220410,2014,13,360
220410,2015,7,343
220410,2016,18,338
220410,2017,8,332
220410,2018,12,325
220410,2019,14,318
220415,2012,8,281
220415,2013,12,286
220415,2014,6,302
220415,2015,7,304
220415,2016,4,300
220415,2017,11,295
220415,2018,10,288
220415,2019,4,282
220420,2012,22,799
220420,2013,22,790
220420,2014,22,780
220420,2015,25,769
220420,2016,18,755
220420,2017,21,736
220420,2018,16,715
220420,2019,12,692
220430,2012,37,1062
220430,2013,24,1063
220430,2014,31,1060
220430,2015,41,1068
220430,2016,33,1049
220430,2017,29,1027
220430,2018,27,1005
220430,2019,30,979
220435,2012,24,487
220435,2013,21,482
220435,2014,16,478
220435,2015,25,473
220435,2016,21,463
220435,2017,18,452
220435,2018,20,439
220435,2019,24,426
220440,2012,61,1220
220440,2013,73,1192
220440,2014,67,1163
220440,2015,57,1136
220440,2016,59,1097
220440,2017,58,1052
220440,2018,47,1005
220440,2019,61,955
220450,2012,57,996
220450,2013,36,984
220450,2014,36,969
220450,2015,37,954
220450,2016,44,945
220450,2017,55,936
220450,2018,45,915
220450,2019,37,897
220455,2012,30,568
220455,2013,21,550
220455,2014,19,540
220455,2015,26,526
220455,2016,19,503
220455,2017,31,477
220455,2018,19,449
220455,2019,16,421
220460,2012,10,388
220460,2013,11,390
220460,2014,18,384
220460,2015,19,382
220460,2016,11,374
220460,2017,8,363
220460,2018,8,351
220460,2019,9,339
220465,2012,36,864
220465,2013,38,868
220465,2014,43,870
220465,2015,42,874
220465,2016,42,859
220465,2017,44,842
220465,2018,44,822
220465,2019,34,799
220470,2012,43,1430
220470,2013,28,1403
220470,2014,42,1376
220470,2015,54,1346
220470,2016,48,1326
220470,2017,55,1295
220470,2018,36,1261
220470,2019,41,1226
220480,2012,23,880
220480,2013,29,877
220480,2014,34,875
220480,2015,28,873
220480,2016,25,860
220480,2017,21,843
220480,2018,23,825
220480,2019,28,803
220490,2012,43,898
220490,2013,35,872
220490,2014,38,842
220490,2015,38,813
220490,2016,29,791
220490,2017,28,760
220490,2018,28,733
220490,2019,21,698
220500,2012,22,953
220500,2013,22,942
220500,2014,27,930
220500,2015,32,919
220500,2016,29,893
220500,2017,23,850
220500,2018,32,816
220500,2019,18,779
220510,2012,40,946
220510,2013,37,926
220510,2014,34,905
220510,2015,35,884
220510,2016,41,875
220510,2017,39,862
220510,2018,35,847
220510,2019,34,829
220515,2012,23,546
220515,2013,19,534
220515,2014,20,521
220515,2015,14,510
220515,2016,18,494
220515,2017,12,461
220515,2018,12,441
220515,2019,6,419
220520,2012,76,1818
220520,2013,73,1821
220520,2014,106,1816
220520,2015,73,1818
220520,2016,93,1797
220520,2017,70,1767
220520,2018,65,1731
220520,2019,64,1688
220525,2012,16,413
220525,2013,13,399
220525,2014,19,385
220525,2015,10,371
220525,2016,7,363
220525,2017,11,354
220525,2018,3,343
220525,2019,12,333
220527,2012,14,396
220527,2013,12,394
220527,2014,14,396
220527,2015,10,390
220527,2016,11,385
220527,2017,13,380
220527,2018,8,376
220527,2019,10,372
220530,2012,19,420
220530,2013,10,411
220530,2014,21,401
220530,2015,12,392
220530,2016,13,380
220530,2017,15,367
220530,2018,11,352
220530,2019,14,336
220535,2012,11,267
220535,2013,10,261
220535,2014,11,255
220535,2015,7,249
220535,2016,8,244
220535,2017,7,237
220535,2018,10,230
220535,2019,6,223
220540,2012,53,1483
220540,2013,51,1464
220540,2014,60,1442
220540,2015,48,1422
220540,2016,51,1396
220540,2017,41,1364
220540,2018,68,1329
220540,2019,53,1289
220545,2012,21,502
220545,2013,29,496
220545,2014,22,489
220545,2015,20,483
220545,2016,24,490
220545,2017,21,496
220545,2018,21,500
220545,2019,16,503
220550,2012,125,3581
220550,2013,89,3538
220550,2014,108,3491
220550,2015,120,3446
220550,2016,98,3418
220550,2017,124,3374
220550,2018,131,3323
220550,2019,112,3261
220551,2012,27,507
220551,2013,17,498
220551,2014,21,483
220551,2015,18,519
220551,2016,14,503
220551,2017,10,478
220551,2018,13,455
220551,2019,12,431
220552,2012,13,541
220552,2013,24,527
220552,2014,30,513
220552,2015,22,499
220552,2016,23,492
220552,2017,30,483
220552,2018,26,477
220552,2019,19,463
220553,2012,13,435
220553,2013,21,427
220553,2014,8,418
220553,2015,19,410
220553,2016,18,407
220553,2017,21,403
220553,2018,16,397
220553,2019,20,390
220555,2012,29,851
220555,2013,28,835
220555,2014,25,816
220555,2015,26,798
220555,2016,19,777
220555,2017,18,753
220555,2018,18,725
220555,2019,18,696
220557,2012,15,744
220557,2013,22,743
220557,2014,11,735
220557,2015,17,731
220557,2016,20,703
220557,2017,10,671
220557,2018,14,639
220557,2019,6,607
220556,2012,23,463
220556,2013,16,453
220556,2014,12,439
220556,2015,14,424
220556,2016,7,412
220556,2017,9,398
220556,2018,20,383
220556,2019,14,366
220558,2012,13,370
220558,2013,11,365
220558,2014,19,359
220558,2015,13,354
220558,2016,9,345
220558,2017,15,335
220558,2018,11,323
220558,2019,12,310
220559,2012,10,436
220559,2013,16,438
220559,2014,24,439
220559,2015,24,440
220559,2016,15,436
220559,2017,14,431
220559,2018,13,424
220559,2019,10,417
220554,2012,4,247
220554,2013,10,242
220554,2014,7,236
220554,2015,8,230
220554,2016,15,227
220554,2017,11,224
220554,2018,7,221
220554,2019,8,216
220560,2012,13,456
220560,2013,11,448
220560,2014,16,440
220560,2015,14,432
220560,2016,14,425
220560,2017,20,415
220560,2018,15,405
220560,2019,17,393
220570,2012,104,2872
220570,2013,122,2829
220570,2014,102,2783
220570,2015,104,2738
220570,2016,102,2703
220570,2017,89,2655
220570,2018,92,2599
220570,2019,99,2536
220580,2012,102,2395
220580,2013,104,2334
220580,2014,125,2268
220580,2015,106,2203
220580,2016,100,2183
220580,2017,116,2157
220580,2018,93,2121
220580,2019,86,2082
220585,2012,36,827
220585,2013,33,815
220585,2014,55,801
220585,2015,50,787
220585,2016,33,779
220585,2017,47,769
220585,2018,39,755
220585,2019,36,740
220590,2012,12,544
220590,2013,20,530
220590,2014,24,515
220590,2015,25,500
220590,2016,16,476
220590,2017,21,448
220590,2018,15,419
220590,2019,10,388
220595,2012,45,854
220595,2013,28,862
220595,2014,42,859
220595,2015,36,874
220595,2016,45,870
220595,2017,47,863
220595,2018,32,853
220595,2019,28,841
220600,2012,15,390
220600,2013,10,379
220600,2014,12,369
220600,2015,19,358
220600,2016,16,356
220600,2017,12,353
220600,2018,8,349
220600,2019,18,343
220605,2012,14,581
220605,2013,18,589
220605,2014,12,593
220605,2015,13,598
220605,2016,18,595
220605,2017,12,575
220605,2018,9,555
220605,2019,19,534
220610,2012,47,1108
220610,2013,49,1095
220610,2014,46,1081
220610,2015,52,1067
220610,2016,35,1061
220610,2017,35,1048
220610,2018,45,1035
220610,2019,38,1017
220620,2012,130,3669
220620,2013,123,3624
220620,2014,122,3572
220620,2015,145,3520
220620,2016,130,3439
220620,2017,119,3342
220620,2018,126,3231
220620,2019,105,3116
220630,2012,7,119
220630,2013,4,119
220630,2014,2,117
220630,2015,8,115
220630,2016,3,110
220630,2017,1,105
220630,2018,5,99
220630,2019,5,93
220635,2012,22,780
220635,2013,20,760
220635,2014,14,738
220635,2015,12,695
220635,2016,14,663
220635,2017,17,628
220635,2018,13,590
220635,2019,19,550
220640,2012,31,1006
220640,2013,36,987
220640,2014,29,961
220640,2015,30,941
220640,2016,43,921
220640,2017,22,898
220640,2018,24,872
220640,2019,19,845
220650,2012,30,644
220650,2013,27,645
220650,2014,30,646
220650,2015,36,647
220650,2016,21,641
220650,2017,22,633
220650,2018,32,622
220650,2019,14,610
220660,2012,35,1172
220660,2013,47,1143
220660,2014,57,1111
220660,2015,45,1081
220660,2016,50,1049
220660,2017,61,1011
220660,2018,50,971
220660,2019,44,928
220665,2012,25,482
220665,2013,27,474
220665,2014,22,460
220665,2015,13,447
220665,2016,25,430
220665,2017,27,410
220665,2018,19,418
220665,2019,22,394
220667,2012,26,710
220667,2013,22,700
220667,2014,17,689
220667,2015,28,679
220667,2016,29,661
220667,2017,38,641
220667,2018,18,618
220667,2019,20,594
220669,2012,28,935
220669,2013,24,930
220669,2014,27,935
220669,2015,39,934
220669,2016,29,914
220669,2017,22,893
220669,2018,36,864
220669,2019,25,835
220670,2012,24,731
220670,2013,22,706
220670,2014,18,675
220670,2015,19,644
220670,2016,16,623
220670,2017,13,588
220670,2018,23,557
220670,2019,29,525
220672,2012,26,781
220672,2013,43,775
220672,2014,29,767
220672,2015,44,761
220672,2016,34,754
220672,2017,44,746
220672,2018,41,734
220672,2019,39,721
220675,2012,5,369
220675,2013,18,365
220675,2014,9,361
220675,2015,9,357
220675,2016,10,354
220675,2017,7,349
220675,2018,10,342
220675,2019,10,336
220680,2012,40,924
220680,2013,35,921
220680,2014,38,916
220680,2015,39,912
220680,2016,34,905
220680,2017,37,892
220680,2018,34,876
220680,2019,31,853
220795,2012,8,417
220795,2013,19,425
220795,2014,11,427
220795,2015,24,432
220795,2016,20,430
220795,2017,10,426
220795,2018,14,418
220795,2019,10,409
220690,2012,18,589
220690,2013,11,576
220690,2014,24,563
220690,2015,20,550
220690,2016,17,527
220690,2017,13,502
220690,2018,17,476
220690,2019,18,447
220695,2012,6,310
220695,2013,4,307
220695,2014,7,303
220695,2015,9,300
220695,2016,7,235
220695,2017,14,225
220695,2018,15,214
220695,2019,7,203
220700,2012,103,3611
220700,2013,113,3581
220700,2014,111,3544
220700,2015,115,3502
220700,2016,122,3444
220700,2017,124,3368
220700,2018,94,3282
220700,2019,91,3189
220710,2012,8,270
220710,2013,9,279
220710,2014,6,264
220710,2015,8,272
220710,2016,18,264
220710,2017,6,258
220710,2018,11,247
220710,2019,14,237
220720,2012,30,658
220720,2013,26,645
220720,2014,17,622
220720,2015,25,603
220720,2016,19,583
220720,2017,29,561
220720,2018,23,535
220720,2019,22,511
220730,2012,13,410
220730,2013,11,400
220730,2014,16,390
220730,2015,14,380
220730,2016,16,362
220730,2017,18,344
220730,2018,14,324
220730,2019,11,303
220735,2012,4,283
220735,2013,8,286
220735,2014,5,285
220735,2015,5,273
220735,2016,7,266
220735,2017,5,261
220735,2018,11,254
220735,2019,5,244
220740,2012,25,505
220740,2013,20,488
220740,2014,14,470
220740,2015,16,453
220740,2016,24,443
220740,2017,17,431
220740,2018,17,417
220740,2019,12,403
220750,2012,44,1473
220750,2013,46,1464
220750,2014,51,1454
220750,2015,47,1442
220750,2016,52,1429
220750,2017,51,1410
220750,2018,61,1381
220750,2019,52,1340
220755,2012,6,375
220755,2013,9,366
220755,2014,8,362
220755,2015,9,355
220755,2016,6,339
220755,2017,9,318
220755,2018,9,299
220755,2019,15,279
220760,2012,48,1136
220760,2013,43,1116
220760,2014,53,1094
220760,2015,38,1074
220760,2016,48,1044
220760,2017,56,1010
220760,2018,44,973
220760,2019,43,932
220770,2012,518,13922
220770,2013,521,13764
220770,2014,532,13588
220770,2015,521,13421
220770,2016,458,13303
220770,2017,463,13109
220770,2018,475,12891
220770,2019,435,12632
220775,2012,19,447
220775,2013,12,435
220775,2014,15,427
220775,2015,13,413
220775,2016,13,405
220775,2017,9,394
220775,2018,12,364
220775,2019,8,354
220777,2012,21,551
220777,2013,10,542
220777,2014,14,531
220777,2015,13,521
220777,2016,11,511
220777,2017,16,496
220777,2018,12,481
220777,2019,8,464
220779,2012,6,370
220779,2013,9,368
220779,2014,9,365
220779,2015,10,363
220779,2016,11,354
220779,2017,5,345
220779,2018,9,334
220779,2019,10,322
220780,2012,59,2070
220780,2013,74,2075
220780,2014,73,2081
220780,2015,95,2082
220780,2016,77,2054
220780,2017,89,2033
220780,2018,69,1983
220780,2019,70,1932
220785,2012,14,358
220785,2013,13,347
220785,2014,13,335
220785,2015,12,324
220785,2016,16,307
220785,2017,9,289
220785,2018,17,269
220785,2019,13,248
220790,2012,128,3936
220790,2013,112,3850
220790,2014,130,3754
220790,2015,145,3660
220790,2016,137,3553
220790,2017,115,3418
220790,2018,126,3272
220790,2019,121,3121
220793,2012,14,227
220793,2013,3,227
220793,2014,5,227
220793,2015,7,228
220793,2016,2,223
220793,2017,7,218
220793,2018,6,212
220793,2019,5,205
220800,2012,229,6988
220800,2013,199,6960
220800,2014,220,6918
