CODMUNRES,ano_nasc,Qtd_4a_serie,Qtd_Total
261280,2016,8,140
261280,2017,4,164
261280,2018,2,154
261280,2019,4,140
261290,2012,30,162
261290,2013,38,190
261290,2014,28,151
261290,2015,21,161
261290,2016,18,159
261290,2017,15,174
261290,2018,10,138
261290,2019,12,144
261300,2012,131,798
261300,2013,106,762
261300,2014,100,803
261300,2015,74,741
261300,2016,62,627
261300,2017,58,710
261300,2018,54,760
261300,2019,43,746
261310,2012,67,554
261310,2013,68,544
261310,2014,48,483
261310,2015,53,568
261310,2016,48,513
261310,2017,37,548
261310,2018,34,527
261310,2019,20,594
261320,2012,31,342
261320,2013,35,355
261320,2014,36,333
261320,2015,33,322
261320,2016,27,350
261320,2017,26,308
261320,2018,18,358
261320,2019,11,354
261330,2012,63,335
261330,2013,61,343
261330,2014,52,356
261330,2015,40,359
261330,2016,42,327
261330,2017,23,307
261330,2018,33,350
261330,2019,12,275
261340,2012,50,340
261340,2013,36,342
261340,2014,37,381
261340,2015,18,328
261340,2016,28,356
261340,2017,29,336
261340,2018,24,330
261340,2019,14,302
261350,2012,50,534
261350,2013,36,556
261350,2014,35,578
261350,2015,34,560
261350,2016,41,468
261350,2017,9,443
261350,2018,17,554
261350,2019,18,513
261360,2012,30,443
261360,2013,18,404
261360,2014,20,458
261360,2015,16,421
261360,2016,15,434
261360,2017,16,459
261360,2018,12,454
261360,2019,4,416
261370,2012,99,1579
261370,2013,101,1699
261370,2014,86,1755
261370,2015,78,1803
261370,2016,76,1695
261370,2017,60,1600
261370,2018,51,1563
261370,2019,39,1571
261380,2012,38,243
261380,2013,35,235
261380,2014,34,242
261380,2015,42,260
261380,2016,33,282
261380,2017,28,266
261380,2018,30,303
261380,2019,27,261
261390,2012,101,1450
261390,2013,81,1405
261390,2014,59,1460
261390,2015,53,1499
261390,2016,46,1312
261390,2017,41,1415
261390,2018,35,1612
261390,2019,41,1525
261400,2012,45,319
261400,2013,37,280
261400,2014,18,253
261400,2015,19,303
261400,2016,24,258
261400,2017,13,279
261400,2018,6,295
261400,2019,10,246
261410,2012,47,466
261410,2013,35,456
261410,2014,24,407
261410,2015,30,461
261410,2016,15,387
261410,2017,22,399
261410,2018,15,427
261410,2019,14,422
261420,2012,66,690
261420,2013,90,823
261420,2014,67,744
261420,2015,56,684
261420,2016,44,604
261420,2017,39,573
261420,2018,38,587
261420,2019,30,575
261430,2012,20,145
261430,2013,13,162
261430,2014,12,173
261430,2015,12,168
261430,2016,15,138
261430,2017,6,147
261430,2018,8,143
261430,2019,6,159
261440,2012,10,111
261440,2013,3,96
261440,2014,5,114
261440,2015,8,93
261440,2016,2,77
261440,2017,3,88
261440,2018,2,82
261440,2019,0,82
261450,2012,81,926
261450,2013,79,906
261450,2014,50,884
261450,2015,50,863
261450,2016,43,847
261450,2017,32,844
261450,2018,38,925
261450,2019,33,879
261460,2012,34,469
261460,2013,24,479
261460,2014,11,420
261460,2015,26,438
261460,2016,7,390
261460,2017,9,398
261460,2018,16,468
261460,2019,5,464
261470,2012,24,182
261470,2013,17,178
261470,2014,16,154
261470,2015,16,182
261470,2016,14,145
261470,2017,9,149
261470,2018,6,168
261470,2019,10,176
261480,2012,44,334
261480,2013,34,329
261480,2014,24,336
261480,2015,28,342
261480,2016,23,292
261480,2017,19,312
261480,2018,25,368
261480,2019,11,317
261485,2012,54,426
261485,2013,20,364
261485,2014,30,390
261485,2015,34,368
261485,2016,42,396
261485,2017,36,399
261485,2018,16,368
261485,2019,26,426
261500,2012,48,386
261500,2013,47,345
261500,2014,44,346
261500,2015,23,320
261500,2016,32,292
261500,2017,19,365
261500,2018,14,420
261500,2019,22,360
261510,2012,41,121
261510,2013,35,119
261510,2014,21,110
261510,2015,17,105
261510,2016,10,106
261510,2017,11,103
261510,2018,14,101
261510,2019,8,134
261520,2012,14,128
261520,2013,14,149
261520,2014,12,144
261520,2015,8,142
261520,2016,5,124
261520,2017,4,109
261520,2018,4,135
261520,2019,0,146
261530,2012,85,826
261530,2013,82,789
261530,2014,64,810
261530,2015,66,788
261530,2016,55,709
261530,2017,36,760
261530,2018,33,698
261530,2019,27,670
261540,2012,76,587
261540,2013,82,647
261540,2014,62,584
261540,2015,49,611
261540,2016,35,500
261540,2017,31,606
261540,2018,43,674
261540,2019,43,704
261550,2012,12,216
261550,2013,19,231
261550,2014,19,209
261550,2015,15,220
261550,2016,10,187
261550,2017,10,178
261550,2018,5,193
261550,2019,9,187
261560,2012,70,590
261560,2013,81,612
261560,2014,47,598
261560,2015,43,592
261560,2016,34,527
261560,2017,26,592
261560,2018,27,562
261560,2019,30,570
261570,2012,11,224
261570,2013,7,185
261570,2014,6,190
261570,2015,7,209
261570,2016,5,172
261570,2017,4,203
261570,2018,1,179
261570,2019,3,191
261580,2012,99,353
261580,2013,88,322
261580,2014,61,308
261580,2015,58,320
261580,2016,61,293
261580,2017,35,330
261580,2018,43,377
261580,2019,42,347
261590,2012,5,142
261590,2013,4,121
261590,2014,3,119
261590,2015,1,130
261590,2016,2,104
261590,2017,3,119
261590,2018,4,102
261590,2019,0,123
261600,2012,25,248
261600,2013,25,275
261600,2014,21,265
261600,2015,24,263
261600,2016,16,200
261600,2017,8,229
261600,2018,16,285
261600,2019,13,286
261610,2012,7,176
261610,2013,6,150
261610,2014,10,147
261610,2015,4,155
261610,2016,4,134
261610,2017,2,103
261610,2018,2,143
261610,2019,1,136
261618,2012,19,138
261618,2013,13,114
261618,2014,13,107
261618,2015,7,93
261618,2016,6,115
261618,2017,5,109
261618,2018,9,112
261618,2019,7,103
261620,2012,53,396
261620,2013,42,337
261620,2014,43,389
261620,2015,30,366
261620,2016,30,311
261620,2017,34,348
261620,2018,25,361
261620,2019,24,290
261630,2012,54,404
261630,2013,48,411
261630,2014,39,401
261630,2015,36,447
261630,2016,21,360
261630,2017,16,383
261630,2018,13,437
261630,2019,17,387
261640,2012,144,2124
261640,2013,98,1999
261640,2014,84,2094
261640,2015,74,2090
261640,2016,90,1967
261640,2017,77,2075
261640,2018,59,2059
261640,2019,60,1901
261650,2012,72,318
261650,2013,58,289
261650,2014,42,298
261650,2015,38,284
261650,2016,33,221
261650,2017,33,241
261650,2018,19,232
261650,2019,14,214
270000,2016,0,1
270010,2012,66,334
270010,2013,51,336
270010,2014,46,277
270010,2015,59,335
270010,2016,30,278
270010,2017,35,338
270010,2018,35,330
270010,2019,26,323
270020,2012,46,278
270020,2013,28,243
270020,2014,28,263
270020,2015,37,227
270020,2016,26,210
270020,2017,29,205
270020,2018,20,254
270020,2019,12,206
270030,2012,326,3810
270030,2013,336,3784
270030,2014,205,4065
270030,2015,138,4204
270030,2016,140,3779
270030,2017,431,3950
270030,2018,356,4156
270030,2019,758,3494
270040,2012,114,768
270040,2013,112,828
270040,2014,73,726
270040,2015,69,729
270040,2016,67,627
270040,2017,74,705
270040,2018,49,688
270040,2019,68,620
270050,2012,36,292
270050,2013,28,300
270050,2014,29,287
270050,2015,15,297
270050,2016,20,297
270050,2017,25,309
270050,2018,20,337
270050,2019,14,283
270060,2012,16,124
270060,2013,7,140
270060,2014,11,150
270060,2015,13,166
270060,2016,11,160
270060,2017,11,141
270060,2018,4,158
270060,2019,8,164
270070,2012,59,298
270070,2013,40,296
270070,2014,49,298
270070,2015,55,271
270070,2016,26,261
270070,2017,24,282
270070,2018,30,308
270070,2019,24,282
270080,2012,8,86
270080,2013,12,76
270080,2014,5,79
270080,2015,7,71
270080,2016,9,83
270080,2017,4,77
270080,2018,2,82
270080,2019,2,79
270090,2012,22,100
270090,2013,21,88
270090,2014,20,96
270090,2015,36,112
270090,2016,11,95
270090,2017,9,96
270090,2018,16,101
270090,2019,13,95
270100,2012,54,421
270100,2013,40,491
270100,2014,36,432
270100,2015,39,409
270100,2016,20,356
270100,2017,13,320
270100,2018,18,340
270100,2019,16,330
270110,2012,51,229
270110,2013,34,224
270110,2014,31,231
270110,2015,25,205
270110,2016,23,186
270110,2017,26,185
270110,2018,14,183
270110,2019,22,185
270120,2012,57,175
270120,2013,35,166
270120,2014,29,179
270120,2015,25,157
270120,2016,31,136
270120,2017,32,171
270120,2018,23,160
270120,2019,22,170
270130,2012,64,396
270130,2013,60,374
270130,2014,55,372
270130,2015,46,317
270130,2016,43,348
270130,2017,37,307
270130,2018,20,312
270130,2019,23,313
270135,2012,21,70
270135,2013,19,83
270135,2014,10,72
270135,2015,10,70
270135,2016,9,70
270135,2017,9,94
270135,2018,15,96
270135,2019,4,93
270140,2012,56,499
270140,2013,54,548
270140,2014,43,505
270140,2015,40,484
270140,2016,36,495
270140,2017,39,526
270140,2018,29,536
270140,2019,36,521
270150,2012,27,164
270150,2013,26,119
270150,2014,21,179
270150,2015,13,152
270150,2016,5,147
270150,2017,31,135
270150,2018,25,136
270150,2019,40,142
270160,2012,81,298
270160,2013,97,325
270160,2014,55,259
270160,2015,56,305
270160,2016,41,231
270160,2017,32,271
270160,2018,35,318
270160,2019,37,289
270170,2012,54,308
270170,2013,41,274
270170,2014,31,234
270170,2015,33,268
270170,2016,33,240
270170,2017,17,212
270170,2018,12,199
270170,2019,15,251
270180,2012,46,178
270180,2013,29,155
270180,2014,29,179
270180,2015,28,183
270180,2016,16,135
270180,2017,19,155
270180,2018,18,167
270180,2019,17,159
270190,2012,25,120
270190,2013,20,107
270190,2014,19,117
270190,2015,14,112
270190,2016,5,84
270190,2017,8,110
270190,2018,7,95
270190,2019,7,89
270200,2012,29,162
270200,2013,32,184
270200,2014,16,183
270200,2015,8,153
270200,2016,10,147
270200,2017,21,141
270200,2018,16,162
270200,2019,41,162
270210,2012,98,313
270210,2013,73,286
270210,2014,53,261
270210,2015,41,253
270210,2016,48,283
270210,2017,33,243
270210,2018,29,274
270210,2019,25,267
270220,2012,11,100
270220,2013,7,95
270220,2014,7,79
270220,2015,6,77
270220,2016,4,84
270220,2017,3,87
270220,2018,7,78
270220,2019,1,76
270230,2012,113,956
270230,2013,89,876
270230,2014,79,912
270230,2015,45,872
270230,2016,50,851
270230,2017,28,856
270230,2018,42,909
270230,2019,52,933
270235,2012,84,401
270235,2013,79,412
270235,2014,57,409
270235,2015,31,434
270235,2016,38,395
270235,2017,45,377
270235,2018,46,438
270235,2019,80,436
270240,2012,118,936
270240,2013,101,873
270240,2014,89,864
270240,2015,79,936
270240,2016,43,794
270240,2017,60,822
270240,2018,23,818
270240,2019,59,799
270250,2012,29,151
270250,2013,34,141
270250,2014,17,140
270250,2015,13,127
270250,2016,16,114
270250,2017,13,136
270250,2018,13,162
270250,2019,13,136
270255,2012,41,226
270255,2013,24,214
270255,2014,23,187
270255,2015,33,222
270255,2016,28,224
270255,2017,32,209
270255,2018,22,244
270255,2019,18,216
270260,2012,73,340
270260,2013,46,340
270260,2014,29,337
270260,2015,16,380
270260,2016,21,280
270260,2017,54,331
270260,2018,31,364
270260,2019,67,341
270270,2012,14,100
270270,2013,8,66
270270,2014,3,69
270270,2015,5,69
270270,2016,5,75
270270,2017,6,75
270270,2018,4,79
270270,2019,3,76
270280,2012,26,212
270280,2013,41,201
270280,2014,23,188
270280,2015,17,202
270280,2016,20,210
270280,2017,14,193
270280,2018,11,212
270280,2019,8,174
270290,2012,125,553
270290,2013,99,585
270290,2014,61,577
270290,2015,37,579
270290,2016,37,508
270290,2017,105,538
270290,2018,69,593
270290,2019,112,535
270300,2012,64,278
270300,2013,53,278
270300,2014,48,259
270300,2015,66,262
270300,2016,41,252
270300,2017,34,249
270300,2018,27,273
270300,2019,27,269
270310,2012,68,335
270310,2013,43,320
270310,2014,28,372
270310,2015,43,345
270310,2016,31,328
270310,2017,30,336
270310,2018,33,418
270310,2019,51,382
270320,2012,59,394
270320,2013,54,438
270320,2014,37,404
270320,2015,40,396
270320,2016,28,334
270320,2017,30,385
270320,2018,17,350
270320,2019,22,320
270330,2012,86,307
270330,2013,72,316
270330,2014,76,315
270330,2015,58,302
270330,2016,50,311
270330,2017,45,290
270330,2018,45,292
270330,2019,40,309
270340,2012,27,99
270340,2013,19,110
270340,2014,14,101
270340,2015,24,108
270340,2016,4,89
270340,2017,12,105
270340,2018,14,106
270340,2019,11,85
270350,2012,13,73
270350,2013,12,76
270350,2014,6,47
270350,2015,8,51
270350,2016,3,59
270350,2017,3,49
270350,2018,0,69
270350,2019,2,58
270360,2012,25,158
270360,2013,24,150
270360,2014,18,116
270360,2015,15,125
270360,2016,17,142
270360,2017,17,147
270360,2018,14,161
270360,2019,17,155
270370,2012,17,113
270370,2013,15,85
270370,2014,30,122
270370,2015,11,94
270370,2016,8,81
270370,2017,15,92
270370,2018,12,95
270370,2019,19,109
270375,2012,29,171
270375,2013,14,155
270375,2014,15,171
270375,2015,10,155
270375,2016,14,127
270375,2017,6,134
270375,2018,7,151
270375,2019,4,143
270380,2012,109,436
270380,2013,90,444
270380,2014,90,416
270380,2015,57,392
270380,2016,35,320
270380,2017,48,373
270380,2018,31,323
270380,2019,29,347
270390,2012,16,61
270390,2013,3,38
270390,2014,2,39
270390,2015,6,47
270390,2016,5,59
270390,2017,5,50
270390,2018,2,73
270390,2019,3,48
270400,2012,46,378
270400,2013,55,394
270400,2014,27,385
270400,2015,31,371
270400,2016,30,370
270400,2017,30,321
270400,2018,17,333
270400,2019,40,354
270410,2012,43,299
270410,2013,43,313
270410,2014,27,301
270410,2015,19,354
270410,2016,21,285
270410,2017,59,298
270410,2018,50,339
270410,2019,70,291
270420,2012,65,328
270420,2013,52,338
270420,2014,32,374
270420,2015,22,361
270420,2016,18,298
270420,2017,60,356
270420,2018,64,395
270420,2019,90,351
270430,2012,922,14873
270430,2013,818,15172
270430,2014,677,14886
270430,2015,595,15558
270430,2016,581,14107
270430,2017,522,14533
270430,2018,431,15029
270430,2019,353,14556
270440,2012,73,263
270440,2013,65,279
270440,2014,52,284
270440,2015,23,272
270440,2016,29,240
270440,2017,45,260
270440,2018,34,253
270440,2019,58,256
270450,2012,79,525
270450,2013,80,490
270450,2014,72,478
270450,2015,54,508
270450,2016,58,488
270450,2017,53,556
270450,2018,49,610
270450,2019,35,596
270460,2012,32,158
270460,2013,23,140
270460,2014,18,137
270460,2015,19,163
270460,2016,15,117
270460,2017,23,164
270460,2018,16,156
270460,2019,15,173
270470,2012,91,847
270470,2013,58,838
270470,2014,59,806
270470,2015,48,854
270470,2016,42,847
270470,2017,46,906
270470,2018,46,922
270470,2019,41,909
270480,2012,20,184
270480,2013,20,229
270480,2014,10,177
270480,2015,16,212
270480,2016,15,169
270480,2017,18,184
270480,2018,19,184
270480,2019,18,182
270490,2012,4,40
270490,2013,5,33
270490,2014,3,31
270490,2015,3,32
270490,2016,4,34
270490,2017,3,36
270490,2018,0,31
270490,2019,1,22
270500,2012,88,408
270500,2013,90,364
270500,2014,82,368
270500,2015,51,341
270500,2016,34,297
270500,2017,37,349
270500,2018,38,350
270500,2019,26,335
270510,2012,73,493
270510,2013,51,443
270510,2014,76,464
270510,2015,60,473
270510,2016,36,399
270510,2017,41,393
270510,2018,34,444
270510,2019,29,387
270520,2012,50,317
270520,2013,41,336
270520,2014,29,252
270520,2015,23,285
270520,2016,22,264
270520,2017,23,280
270520,2018,17,298
270520,2019,13,269
270530,2012,17,84
270530,2013,10,95
270530,2014,13,81
270530,2015,9,78
270530,2016,12,85
270530,2017,12,72
270530,2018,8,89
270530,2019,9,75
270540,2012,22,119
270540,2013,16,120
270540,2014,21,136
270540,2015,16,130
270540,2016,14,103
270540,2017,13,112
270540,2018,13,123
270540,2019,16,109
270550,2012,155,523
270550,2013,130,553
270550,2014,139,545
270550,2015,78,523
270550,2016,74,448
270550,2017,82,496
270550,2018,53,545
270550,2019,57,453
270560,2012,58,201
270560,2013,47,158
270560,2014,34,168
270560,2015,17,134
270560,2016,16,146
270560,2017,16,167
270560,2018,13,144
270560,2019,15,137
270570,2012,94,425
270570,2013,67,381
270570,2014,65,369
270570,2015,56,297
270570,2016,37,344
270570,2017,34,363
270570,2018,39,348
270570,2019,44,369
270580,2012,31,128
270580,2013,21,154
270580,2014,21,141
270580,2015,16,143
270580,2016,13,112
270580,2017,21,137
270580,2018,13,165
270580,2019,17,131
270590,2012,21,80
270590,2013,22,81
270590,2014,8,91
270590,2015,15,100
270590,2016,5,100
270590,2017,18,74
270590,2018,24,109
270590,2019,19,89
270600,2012,47,184
270600,2013,42,178
270600,2014,36,186
270600,2015,21,201
270600,2016,30,182
270600,2017,20,180
270600,2018,21,214
270600,2019,20,174
270610,2012,36,180
270610,2013,28,180
270610,2014,23,154
270610,2015,20,155
270610,2016,14,169
270610,2017,15,186
270610,2018,26,202
270610,2019,7,206
270620,2012,10,105
270620,2013,6,95
270620,2014,13,83
270620,2015,5,75
270620,2016,6,79
270620,2017,7,83
270620,2018,3,97
270620,2019,2,77
270630,2012,152,1311
270630,2013,124,1282
270630,2014,102,1291
270630,2015,94,1270
270630,2016,83,1142
270630,2017,81,1335
270630,2018,95,1354
270630,2019,97,1283
270640,2012,59,436
270640,2013,52,433
270640,2014,63,448
270640,2015,34,401
270640,2016,30,417
270640,2017,28,383
270640,2018,19,396
270640,2019,15,378
270642,2012,33,165
270642,2013,28,175
270642,2014,27,184
270642,2015,21,190
270642,2016,23,165
270642,2017,13,154
270642,2018,8,189
270642,2019,12,179
270644,2012,22,209
270644,2013,21,207
270644,2014,18,209
270644,2015,16,201
270644,2016,14,238
270644,2017,18,233
270644,2018,7,234
270644,2019,9,217
270650,2012,26,264
270650,2013,26,250
270650,2014,20,226
270650,2015,21,230
270650,2016,20,214
270650,2017,14,229
270650,2018,9,237
270650,2019,6,196
270660,2012,13,98
270660,2013,10,127
270660,2014,15,105
270660,2015,8,110
270660,2016,7,92
270660,2017,8,96
270660,2018,7,90
270660,2019,9,78
270670,2012,113,1108
270670,2013,101,1085
270670,2014,70,1065
270670,2015,63,979
270670,2016,36,961
270670,2017,43,983
270670,2018,36,973
270670,2019,19,938
270680,2012,35,297
270680,2013,21,301
270680,2014,17,284
270680,2015,20,305
270680,2016,12,298
270680,2017,21,304
270680,2018,8,329
270680,2019,4,301
270690,2012,77,601
270690,2013,69,594
270690,2014,38,586
270690,2015,46,606
270690,2016,44,571
270690,2017,26,563
270690,2018,35,658
270690,2019,26,537
270700,2012,13,48
270700,2013,6,30
270700,2014,4,46
270700,2015,7,31
270700,2016,4,35
270700,2017,5,30
270700,2018,1,33
270700,2019,3,25
270710,2012,97,467
270710,2013,64,416
270710,2014,63,445
270710,2015,55,430
270710,2016,29,425
270710,2017,48,461
270710,2018,49,453
270710,2019,39,427
270720,2012,51,219
270720,2013,45,236
270720,2014,33,203
270720,2015,32,249
270720,2016,22,218
270720,2017,24,207
270720,2018,24,203
270720,2019,11,196
270730,2012,57,466
270730,2013,52,471
270730,2014,32,436
270730,2015,44,424
270730,2016,41,452
270730,2017,31,446
270730,2018,23,411
270730,2019,16,387
270740,2012,15,120
270740,2013,20,128
270740,2014,9,108
270740,2015,12,115
270740,2016,9,123
270740,2017,8,127
270740,2018,8,159
270740,2019,12,151
270750,2012,63,336
270750,2013,36,310
270750,2014,44,340
270750,2015,33,328
270750,2016,29,308
270750,2017,24,266
270750,2018,14,295
270750,2019,28,285
270760,2012,30,190
270760,2013,39,166
270760,2014,25,234
270760,2015,16,204
270760,2016,26,196
270760,2017,25,186
270760,2018,20,178
270760,2019,13,182
270770,2012,76,1150
270770,2013,86,1203
270770,2014,71,1176
270770,2015,51,1021
270770,2016,59,1202
270770,2017,63,1423
270770,2018,45,1348
270770,2019,45,1409
270780,2012,19,108
270780,2013,12,127
270780,2014,15,134
270780,2015,18,144
270780,2016,14,113
270780,2017,8,135
270780,2018,3,152
270780,2019,3,99
270790,2012,9,117
270790,2013,6,103
270790,2014,8,117
270790,2015,3,127
270790,2016,11,103
270790,2017,5,121
270790,2018,4,114
270790,2019,2,109
270800,2012,149,841
270800,2013,135,794
270800,2014,110,852
270800,2015,95,840
270800,2016,66,749
270800,2017,66,796
270800,2018,75,864
270800,2019,56,866
270810,2012,19,130
270810,2013,35,165
270810,2014,27,167
270810,2015,27,193
270810,2016,21,189
270810,2017,20,180
270810,2018,17,185
270810,2019,25,201
270820,2012,23,106
270820,2013,13,105
270820,2014,20,133
270820,2015,13,104
270820,2016,7,94
270820,2017,8,104
270820,2018,7,83
270820,2019,3,87
270830,2012,79,412
270830,2013,90,393
270830,2014,72,399
270830,2015,64,370
270830,2016,33,339
270830,2017,54,396
270830,2018,38,418
270830,2019,39,388
270840,2012,118,591
270840,2013,94,594
270840,2014,82,548
270840,2015,70,599
270840,2016,64,502
270840,2017,51,545
270840,2018,41,575
270840,2019,46,580
270850,2012,87,656
270850,2013,90,624
270850,2014,78,595
270850,2015,59,595
270850,2016,59,558
270850,2017,66,585
270850,2018,57,538
270850,2019,34,521
270860,2012,83,993
270860,2013,50,1012
270860,2014,49,982
270860,2015,70,937
270860,2016,42,815
270860,2017,41,873
270860,2018,42,933
270860,2019,32,885
270870,2012,11,98
270870,2013,8,90
270870,2014,10,77
270870,2015,9,122
270870,2016,6,115
270870,2017,7,132
270870,2018,11,125
270870,2019,7,136
270880,2012,130,552
270880,2013,105,596
270880,2014,73,599
270880,2015,45,543
270880,2016,40,464
270880,2017,69,474
270880,2018,71,574
270880,2019,98,500
270890,2012,14,165
270890,2013,9,163
270890,2014,16,179
270890,2015,9,195
270890,2016,6,229
270890,2017,8,319
270890,2018,6,319
270890,2019,5,313
270895,2012,66,230
270895,2013,51,223
270895,2014,44,225
270895,2015,41,233
270895,2016,25,209
270895,2017,28,200
270895,2018,25,203
270895,2019,20,205
270900,2012,11,97
270900,2013,7,84
270900,2014,8,91
270900,2015,0,75
270900,2016,3,69
270900,2017,8,77
270900,2018,7,77
270900,2019,6,63
270910,2012,41,274
270910,2013,41,311
270910,2014,20,300
270910,2015,20,315
270910,2016,11,273
270910,2017,41,287
270910,2018,38,278
270910,2019,57,262
270915,2012,66,747
270915,2013,66,756
270915,2014,53,694
270915,2015,48,659
270915,2016,32,582
270915,2017,38,610
270915,2018,30,658
270915,2019,26,636
270920,2012,79,351
270920,2013,83,367
270920,2014,49,340
270920,2015,38,326
270920,2016,29,358
270920,2017,52,313
270920,2018,39,343
270920,2019,60,349
270930,2012,195,1170
270930,2013,178,1116
270930,2014,152,1159
270930,2015,136,1122
270930,2016,89,974
270930,2017,102,1064
270930,2018,89,1136
270930,2019,64,1115
270940,2012,70,422
270940,2013,58,447
270940,2014,51,417
270940,2015,37,389
270940,2016,36,403
270940,2017,35,418
270940,2018,24,401
270940,2019,18,354
280000,2013,0,2
280010,2012,1,38
280010,2013,4,36
280010,2014,0,56
280010,2015,1,29
280010,2016,0,39
280010,2017,3,39
280010,2018,0,29
280010,2019,0,38
280020,2012,37,284
280020,2013,30,287
280020,2014,29,292
280020,2015,23,285
280020,2016,17,253
280020,2017,18,286
280020,2018,21,263
280020,2019,17,242
280030,2012,427,9375
280030,2013,403,9374
280030,2014,323,9586
280030,2015,268,9662
280030,2016,238,8867
280030,2017,191,9068
280030,2018,192,9358
280030,2019,170,8617
280040,2012,26,180
280040,2013,15,131
280040,2014,18,160
280040,2015,14,156
280040,2016,12,138
280040,2017,15,154
280040,2018,9,138
280040,2019,11,133
280050,2012,30,287
280050,2013,26,260
280050,2014,26,282
280050,2015,20,302
280050,2016,14,244
280050,2017,11,268
280050,2018,9,277
280050,2019,9,294
280060,2012,39,457
280060,2013,23,485
280060,2014,29,465
280060,2015,20,564
280060,2016,23,495
280060,2017,13,510
280060,2018,7,538
280060,2019,13,556
280067,2012,37,398
280067,2013,41,364
280067,2014,36,362
280067,2015,32,306
280067,2016,18,283
280067,2017,20,300
280067,2018,19,333
280067,2019,16,309
280070,2012,17,137
280070,2013,21,122
280070,2014,13,130
280070,2015,14,125
280070,2016,11,134
280070,2017,13,132
280070,2018,5,126
280070,2019,8,120
280100,2012,51,293
280100,2013,44,267
280100,2014,21,224
280100,2015,33,266
280100,2016,20,220
280100,2017,22,253
280100,2018,13,266
280100,2019,16,262
280110,2012,16,71
280110,2013,14,68
280110,2014,10,68
280110,2015,6,63
280110,2016,6,71
280110,2017,6,65
280110,2018,9,77
280110,2019,6,66
280120,2012,110,586
280120,2013,88,570
280120,2014,85,602
280120,2015,93,613
280120,2016,77,570
280120,2017,66,593
280120,2018,50,572
280120,2019,44,554
280130,2012,85,619
280130,2013,62,582
280130,2014,59,579
280130,2015,54,565
280130,2016,44,517
280130,2017,41,547
280130,2018,35,533
280130,2019,30,538
280140,2012,69,310
280140,2013,35,292
280140,2014,51,320
280140,2015,38,339
280140,2016,35,251
280140,2017,21,301
280140,2018,26,307
280140,2019,27,292
280150,2012,30,300
280150,2013,24,281
280150,2014,24,316
280150,2015,13,297
280150,2016,14,262
280150,2017,17,299
280150,2018,15,247
280150,2019,14,250
280160,2012,5,74
280160,2013,4,71
280160,2014,6,79
280160,2015,5,90
280160,2016,4,75
280160,2017,2,78
280160,2018,0,68
280160,2019,2,69
280170,2012,65,308
280170,2013,39,304
280170,2014,32,317
280170,2015,32,304
280170,2016,34,301
280170,2017,23,303
280170,2018,22,298
280170,2019,11,300
280190,2012,6,56
280190,2013,7,56
280190,2014,5,59
280190,2015,7,57
280190,2016,4,51
280190,2017,5,57
280190,2018,4,41
280190,2019,1,48
280200,2012,5,81
280200,2013,6,72
280200,2014,7,81
280200,2015,4,73
280200,2016,3,62
280200,2017,3,72
280200,2018,4,66
280200,2019,3,61
280210,2012,102,1049
280210,2013,77,1071
280210,2014,77,1034
280210,2015,63,1088
280210,2016,72,1027
280210,2017,61,1105
280210,2018,60,1143
280210,2019,39,987
280220,2012,10,78
280220,2013,6,78
280220,2014,12,104
280220,2015,11,110
280220,2016,6,84
280220,2017,8,94
280220,2018,4,103
280220,2019,12,110
280230,2012,38,242
280230,2013,34,236
280230,2014,20,242
280230,2015,19,211
280230,2016,17,208
280230,2017,22,240
280230,2018,14,220
280230,2019,18,277
280240,2012,19,146
280240,2013,26,142
280240,2014,20,158
280240,2015,21,148
280240,2016,14,139
280240,2017,18,152
280240,2018,12,162
280240,2019,6,130
280250,2012,1,46
280250,2013,4,40
280250,2014,1,33
280250,2015,1,36
280250,2016,5,41
280250,2017,3,50
280250,2018,2,40
280250,2019,2,51
280260,2012,20,90
280260,2013,16,83
280260,2014,13,68
280260,2015,10,83
280260,2016,14,88
280260,2017,10,80
280260,2018,8,70
280260,2019,9,74
280270,2012,22,142
280270,2013,14,153
280270,2014,12,126
280270,2015,9,156
280270,2016,16,131
280270,2017,4,140
280270,2018,4,147
280270,2019,7,129
280280,2012,55,293
280280,2013,60,285
280280,2014,34,292
280280,2015,42,271
280280,2016,32,272
280280,2017,29,282
280280,2018,25,292
280280,2019,13,288
280290,2012,195,1412
280290,2013,170,1444
280290,2014,134,1465
280290,2015,140,1390
280290,2016,78,1271
280290,2017,80,1364
280290,2018,80,1494
280290,2019,64,1457
280300,2012,135,646
280300,2013,105,637
280300,2014,102,663
280300,2015,82,638
280300,2016,87,608
280300,2017,54,612
280300,2018,70,623
280300,2019,48,572
280310,2012,6,60
280310,2013,8,64
280310,2014,10,55
280310,2015,5,62
280310,2016,7,59
280310,2017,7,61
280310,2018,1,57
280310,2019,3,54
280320,2012,64,559
280320,2013,54,508
280320,2014,50,562
280320,2015,30,530
280320,2016,31,542
280320,2017,28,577
280320,2018,32,614
280320,2019,16,497
280330,2012,22,252
280330,2013,23,259
280330,2014,27,289
280330,2015,23,284
280330,2016,10,219
280330,2017,12,258
280330,2018,9,226
280330,2019,4,221
280340,2012,36,225
280340,2013,20,216
280340,2014,17,211
280340,2015,24,234
280340,2016,12,198
280340,2017,17,203
280340,2018,12,190
280340,2019,14,207
280350,2012,174,1362
280350,2013,187,1400
280350,2014,139,1463
280350,2015,136,1487
280350,2016,92,1374
