CODMUNRES,ano_nasc,Qtd_2Racacor,Qtd_Total
171840,2013,0,46
171840,2014,1,52
171840,2015,0,52
171840,2016,1,51
171840,2017,2,41
171840,2018,1,47
171840,2019,1,39
171845,2012,1,40
171845,2013,2,31
171845,2014,0,34
171845,2015,1,35
171845,2016,0,40
171845,2017,3,32
171845,2018,2,28
171845,2019,2,32
171850,2012,4,79
171850,2013,2,74
171850,2014,0,57
171850,2015,0,68
171850,2016,0,53
171850,2017,2,54
171850,2018,1,45
171850,2019,1,52
171855,2012,0,69
171855,2013,0,62
171855,2014,2,66
171855,2015,3,68
171855,2016,2,67
171855,2017,1,60
171855,2018,1,57
171855,2019,4,54
171865,2012,4,37
171865,2013,1,35
171865,2014,1,40
171865,2015,3,34
171865,2016,2,38
171865,2017,6,38
171865,2018,4,41
171865,2019,3,33
171870,2012,0,32
171870,2013,1,31
171870,2014,2,44
171870,2015,1,25
171870,2016,2,36
171870,2017,1,42
171870,2018,2,37
171870,2019,0,35
171875,2012,3,69
171875,2013,6,66
171875,2014,2,51
171875,2015,0,51
171875,2016,4,60
171875,2017,5,69
171875,2018,4,63
171875,2019,3,60
171880,2012,3,82
171880,2013,0,71
171880,2014,1,89
171880,2015,2,86
171880,2016,1,84
171880,2017,1,78
171880,2018,3,101
171880,2019,5,66
171884,2012,4,44
171884,2013,2,39
171884,2014,1,53
171884,2015,1,39
171884,2016,2,43
171884,2017,3,39
171884,2018,0,45
171884,2019,1,46
171886,2012,2,103
171886,2013,8,138
171886,2014,10,114
171886,2015,6,132
171886,2016,6,115
171886,2017,11,101
171886,2018,8,132
171886,2019,15,122
171888,2012,3,56
171888,2013,1,43
171888,2014,0,29
171888,2015,1,36
171888,2016,0,39
171888,2017,0,41
171888,2018,5,44
171888,2019,0,42
171889,2012,2,32
171889,2013,1,22
171889,2014,0,26
171889,2015,0,29
171889,2016,0,24
171889,2017,4,29
171889,2018,0,24
171889,2019,3,26
171890,2012,5,76
171890,2013,13,65
171890,2014,16,73
171890,2015,17,85
171890,2016,15,83
171890,2017,22,80
171890,2018,14,82
171890,2019,14,74
171900,2012,7,47
171900,2013,7,63
171900,2014,7,64
171900,2015,9,47
171900,2016,5,42
171900,2017,10,64
171900,2018,4,44
171900,2019,5,55
172000,2012,1,41
172000,2013,4,33
172000,2014,1,25
172000,2015,1,35
172000,2016,2,35
172000,2017,1,33
172000,2018,1,25
172000,2019,0,28
172010,2012,1,82
172010,2013,4,90
172010,2014,0,83
172010,2015,1,95
172010,2016,0,74
172010,2017,2,76
172010,2018,1,89
172010,2019,1,85
172015,2012,3,26
172015,2013,0,26
172015,2014,4,23
172015,2015,1,17
172015,2016,3,22
172015,2017,3,20
172015,2018,4,31
172015,2019,6,29
172020,2012,9,134
172020,2013,10,184
172020,2014,5,134
172020,2015,5,165
172020,2016,2,167
172020,2017,5,172
172020,2018,12,162
172020,2019,9,150
172025,2012,2,29
172025,2013,2,28
172025,2014,3,36
172025,2015,3,35
172025,2016,5,39
172025,2017,5,30
172025,2018,8,29
172025,2019,9,34
172030,2012,4,71
172030,2013,1,83
172030,2014,0,60
172030,2015,2,83
172030,2016,0,78
172030,2017,1,62
172030,2018,2,72
172030,2019,2,65
172049,2012,4,52
172049,2013,1,68
172049,2014,4,58
172049,2015,5,59
172049,2016,2,45
172049,2017,2,56
172049,2018,6,61
172049,2019,6,57
172065,2012,2,90
172065,2013,12,79
172065,2014,11,94
172065,2015,16,93
172065,2016,7,73
172065,2017,13,83
172065,2018,6,79
172065,2019,10,92
172080,2012,6,133
172080,2013,3,145
172080,2014,3,165
172080,2015,2,143
172080,2016,1,147
172080,2017,4,135
172080,2018,3,162
172080,2019,2,132
172085,2012,2,23
172085,2013,3,20
172085,2014,0,17
172085,2015,1,24
172085,2016,4,33
172085,2017,1,21
172085,2018,3,23
172085,2019,1,13
172090,2012,35,211
172090,2013,37,210
172090,2014,43,200
172090,2015,22,186
172090,2016,22,173
172090,2017,20,203
172090,2018,21,173
172090,2019,13,130
172093,2012,4,29
172093,2013,3,38
172093,2014,6,32
172093,2015,4,24
172093,2016,3,26
172093,2017,1,16
172093,2018,3,25
172093,2019,9,34
172097,2012,0,37
172097,2013,2,28
172097,2014,0,24
172097,2015,0,39
172097,2016,6,31
172097,2017,4,42
172097,2018,3,30
172097,2019,1,28
172100,2012,216,4713
172100,2013,201,4829
172100,2014,226,5162
172100,2015,356,5198
172100,2016,317,4855
172100,2017,383,5163
172100,2018,468,5353
172100,2019,512,5206
172110,2012,2,183
172110,2013,1,208
172110,2014,1,178
172110,2015,2,212
172110,2016,4,166
172110,2017,2,193
172110,2018,10,231
172110,2019,2,189
172120,2012,5,420
172120,2013,38,458
172120,2014,41,474
172120,2015,37,481
172120,2016,28,392
172120,2017,39,495
172120,2018,23,423
172120,2019,31,427
172125,2012,2,19
172125,2013,0,24
172125,2014,1,23
172125,2015,0,32
172125,2016,1,22
172125,2017,0,24
172125,2018,0,22
172125,2019,0,13
172130,2012,0,34
172130,2013,2,23
172130,2014,0,26
172130,2015,0,18
172130,2016,1,30
172130,2017,2,21
172130,2018,2,16
172130,2019,0,28
172208,2012,3,134
172208,2013,7,134
172208,2014,5,152
172208,2015,3,144
172208,2016,4,132
172208,2017,12,133
172208,2018,8,147
172208,2019,6,116
172210,2012,9,245
172210,2013,12,235
172210,2014,10,257
172210,2015,12,235
172210,2016,10,182
172210,2017,16,226
172210,2018,14,238
172210,2019,12,200
210000,2012,0,3
210000,2013,0,4
210000,2014,0,2
210000,2015,0,8
210000,2016,0,4
210000,2017,1,4
210000,2018,0,7
210000,2019,1,8
210005,2012,143,1934
210005,2013,115,2046
210005,2014,129,2062
210005,2015,121,2085
210005,2016,51,1920
210005,2017,45,1902
210005,2018,23,1949
210005,2019,24,1882
210010,2012,0,113
210010,2013,2,103
210010,2014,1,113
210010,2015,1,102
210010,2016,4,108
210010,2017,4,103
210010,2018,6,143
210010,2019,1,124
210015,2012,2,150
210015,2013,1,159
210015,2014,0,147
210015,2015,2,170
210015,2016,3,164
210015,2017,3,168
210015,2018,3,165
210015,2019,5,177
210020,2012,38,283
210020,2013,41,241
210020,2014,31,243
210020,2015,13,160
210020,2016,17,174
210020,2017,19,229
210020,2018,24,232
210020,2019,27,212
210030,2012,18,468
210030,2013,50,487
210030,2014,37,461
210030,2015,13,433
210030,2016,12,392
210030,2017,17,432
210030,2018,11,447
210030,2019,17,439
210040,2012,3,107
210040,2013,4,76
210040,2014,1,104
210040,2015,3,102
210040,2016,2,83
210040,2017,4,88
210040,2018,1,100
210040,2019,2,82
210043,2012,26,428
210043,2013,22,449
210043,2014,10,479
210043,2015,2,469
210043,2016,5,439
210043,2017,4,419
210043,2018,10,457
210043,2019,11,397
210047,2012,33,511
210047,2013,48,511
210047,2014,47,456
210047,2015,36,492
210047,2016,25,474
210047,2017,63,479
210047,2018,47,497
210047,2019,33,492
210050,2012,2,201
210050,2013,5,196
210050,2014,0,147
210050,2015,1,189
210050,2016,0,170
210050,2017,9,175
210050,2018,4,162
210050,2019,5,182
210055,2012,6,103
210055,2013,7,128
210055,2014,10,124
210055,2015,21,124
210055,2016,22,130
210055,2017,1,150
210055,2018,0,118
210055,2019,0,120
210060,2012,12,836
210060,2013,8,748
210060,2014,10,784
210060,2015,6,807
210060,2016,16,739
210060,2017,5,821
210060,2018,15,862
210060,2019,13,850
210070,2012,4,327
210070,2013,15,316
210070,2014,11,358
210070,2015,5,367
210070,2016,3,346
210070,2017,0,329
210070,2018,5,361
210070,2019,13,365
210080,2012,2,342
210080,2013,4,259
210080,2014,6,291
210080,2015,1,269
210080,2016,1,256
210080,2017,0,311
210080,2018,3,323
210080,2019,0,286
210083,2012,14,289
210083,2013,40,269
210083,2014,31,279
210083,2015,46,299
210083,2016,55,308
210083,2017,49,247
210083,2018,27,267
210083,2019,27,302
210087,2012,6,158
210087,2013,22,184
210087,2014,5,170
210087,2015,13,186
210087,2016,7,188
210087,2017,15,194
210087,2018,4,119
210087,2019,2,119
210090,2012,18,553
210090,2013,13,583
210090,2014,20,585
210090,2015,24,545
210090,2016,18,555
210090,2017,23,528
210090,2018,9,611
210090,2019,15,580
210095,2012,7,679
210095,2013,30,663
210095,2014,14,577
210095,2015,3,557
210095,2016,1,524
210095,2017,7,610
210095,2018,5,540
210095,2019,8,575
210100,2012,4,471
210100,2013,6,476
210100,2014,15,442
210100,2015,3,474
210100,2016,8,482
210100,2017,6,479
210100,2018,8,513
210100,2019,4,449
210110,2012,13,189
210110,2013,13,175
210110,2014,3,208
210110,2015,5,195
210110,2016,8,190
210110,2017,3,171
210110,2018,3,174
210110,2019,4,145
210120,2012,175,1694
210120,2013,210,1705
210120,2014,179,1784
210120,2015,112,1734
210120,2016,137,1476
210120,2017,171,1540
210120,2018,214,1687
210120,2019,238,1668
210125,2012,5,241
210125,2013,6,251
210125,2014,3,260
210125,2015,4,312
210125,2016,1,292
210125,2017,2,279
210125,2018,6,293
210125,2019,6,273
210130,2012,40,278
210130,2013,76,310
210130,2014,84,276
210130,2015,93,256
210130,2016,91,240
210130,2017,89,243
210130,2018,111,268
210130,2019,118,272
210135,2012,0,43
210135,2013,8,57
210135,2014,5,85
210135,2015,3,65
210135,2016,2,68
210135,2017,7,73
210135,2018,9,65
210135,2019,11,61
210140,2012,54,1848
210140,2013,90,1896
210140,2014,75,2115
210140,2015,47,2103
210140,2016,35,1998
210140,2017,74,2084
210140,2018,111,2077
210140,2019,74,2008
210150,2012,21,276
210150,2013,16,266
210150,2014,16,270
210150,2015,11,249
210150,2016,13,273
210150,2017,10,262
210150,2018,8,318
210150,2019,19,282
210160,2012,28,1462
210160,2013,8,1485
210160,2014,8,1650
210160,2015,16,1676
210160,2016,19,1439
210160,2017,92,1681
210160,2018,36,1641
210160,2019,13,1530
210170,2012,16,1139
210170,2013,3,1212
210170,2014,0,1264
210170,2015,0,1205
210170,2016,3,1284
210170,2017,3,1187
210170,2018,1,1280
210170,2019,4,1221
210173,2012,2,207
210173,2013,1,207
210173,2014,0,200
210173,2015,0,196
210173,2016,0,173
210173,2017,0,182
210173,2018,1,212
210173,2019,0,176
210177,2012,7,184
210177,2013,8,185
210177,2014,9,209
210177,2015,1,221
210177,2016,3,194
210177,2017,6,205
210177,2018,0,221
210177,2019,2,209
210180,2012,0,57
210180,2013,0,48
210180,2014,7,61
210180,2015,1,71
210180,2016,1,73
210180,2017,4,66
210180,2018,0,64
210180,2019,6,69
210190,2012,24,265
210190,2013,12,233
210190,2014,12,262
210190,2015,34,278
210190,2016,14,266
210190,2017,10,290
210190,2018,12,288
210190,2019,18,284
210193,2012,5,76
210193,2013,4,77
210193,2014,10,108
210193,2015,3,69
210193,2016,2,54
210193,2017,1,66
210193,2018,2,82
210193,2019,7,58
210197,2012,24,126
210197,2013,22,150
210197,2014,23,139
210197,2015,41,149
210197,2016,53,160
210197,2017,4,142
210197,2018,2,133
210197,2019,4,147
210200,2012,18,632
210200,2013,30,578
210200,2014,39,656
210200,2015,23,636
210200,2016,50,640
210200,2017,13,683
210200,2018,14,601
210200,2019,18,578
210203,2012,67,568
210203,2013,40,523
210203,2014,33,548
210203,2015,46,570
210203,2016,42,600
210203,2017,21,540
210203,2018,10,571
210203,2019,14,500
210207,2012,4,171
210207,2013,8,152
210207,2014,2,171
210207,2015,4,152
210207,2016,3,142
210207,2017,2,148
210207,2018,7,168
210207,2019,6,144
210210,2012,13,477
210210,2013,9,627
210210,2014,16,602
210210,2015,1,545
210210,2016,1,470
210210,2017,2,545
210210,2018,3,565
210210,2019,6,570
210215,2012,2,111
210215,2013,5,128
210215,2014,2,117
210215,2015,2,123
210215,2016,3,103
210215,2017,1,136
210215,2018,3,142
210215,2019,5,157
210220,2012,49,618
210220,2013,31,579
210220,2014,28,656
210220,2015,13,579
210220,2016,14,513
210220,2017,8,529
210220,2018,16,580
210220,2019,11,561
210230,2012,32,431
210230,2013,43,425
210230,2014,45,422
210230,2015,19,415
210230,2016,40,376
210230,2017,41,415
210230,2018,55,428
210230,2019,19,411
210232,2012,58,1310
210232,2013,78,1262
210232,2014,49,1380
210232,2015,78,1378
210232,2016,70,1366
210232,2017,30,1366
210232,2018,24,1414
210232,2019,29,1202
210235,2012,3,182
210235,2013,3,186
210235,2014,3,220
210235,2015,0,210
210235,2016,4,198
210235,2017,3,215
210235,2018,1,213
210235,2019,5,221
210237,2012,4,164
210237,2013,7,162
210237,2014,9,190
210237,2015,4,170
210237,2016,0,139
210237,2017,0,168
210237,2018,1,163
210237,2019,3,141
210240,2012,0,131
210240,2013,18,173
210240,2014,0,166
210240,2015,0,151
210240,2016,1,176
210240,2017,0,169
210240,2018,7,146
210240,2019,5,153
210250,2012,24,327
210250,2013,22,300
210250,2014,17,270
210250,2015,11,290
210250,2016,10,272
210250,2017,20,254
210250,2018,16,241
210250,2019,31,317
210255,2012,6,207
210255,2013,1,233
210255,2014,5,212
210255,2015,3,235
210255,2016,2,201
210255,2017,2,233
210255,2018,9,236
210255,2019,2,201
210260,2012,14,301
210260,2013,20,323
210260,2014,18,341
210260,2015,20,310
210260,2016,12,298
210260,2017,11,307
210260,2018,14,336
210260,2019,22,361
210270,2012,2,294
210270,2013,7,288
210270,2014,9,282
210270,2015,3,292
210270,2016,7,259
210270,2017,2,300
210270,2018,3,264
210270,2019,2,267
210275,2012,3,200
210275,2013,5,159
210275,2014,3,169
210275,2015,2,180
210275,2016,2,145
210275,2017,5,185
210275,2018,4,169
210275,2019,3,127
210280,2012,19,415
210280,2013,21,343
210280,2014,17,321
210280,2015,11,342
210280,2016,14,327
210280,2017,12,330
210280,2018,18,387
210280,2019,9,377
210290,2012,1,407
210290,2013,1,458
210290,2014,0,501
210290,2015,2,505
210290,2016,3,457
210290,2017,0,441
210290,2018,4,439
210290,2019,2,438
210300,2012,23,2720
210300,2013,17,2609
210300,2014,21,2544
210300,2015,23,2700
210300,2016,41,2559
210300,2017,49,2605
210300,2018,53,2706
210300,2019,14,2644
210310,2012,8,137
210310,2013,10,134
210310,2014,8,121
210310,2015,14,122
210310,2016,4,114
210310,2017,12,99
210310,2018,9,111
210310,2019,17,97
210312,2012,49,174
210312,2013,22,118
210312,2014,47,124
210312,2015,30,103
210312,2016,33,93
210312,2017,20,134
210312,2018,36,155
210312,2019,28,146
210315,2012,37,237
210315,2013,30,203
210315,2014,24,196
210315,2015,60,188
210315,2016,40,190
210315,2017,11,202
210315,2018,4,227
210315,2019,2,217
210317,2012,36,281
210317,2013,50,307
210317,2014,36,317
210317,2015,101,356
210317,2016,71,296
210317,2017,12,297
210317,2018,4,357
210317,2019,1,304
210320,2012,17,1616
210320,2013,59,1599
210320,2014,8,1498
210320,2015,2,1592
210320,2016,5,1368
210320,2017,10,1470
210320,2018,0,1550
210320,2019,4,1521
210325,2012,8,159
210325,2013,9,185
210325,2014,5,185
210325,2015,1,174
210325,2016,4,186
210325,2017,2,211
210325,2018,7,201
210325,2019,1,145
210330,2012,72,2374
210330,2013,67,2097
210330,2014,54,2197
210330,2015,38,2141
210330,2016,56,1947
210330,2017,55,2029
210330,2018,88,1945
210330,2019,98,1937
210340,2012,28,967
210340,2013,10,856
210340,2014,5,851
210340,2015,3,892
210340,2016,11,716
210340,2017,18,775
210340,2018,15,772
210340,2019,13,757
210350,2012,93,737
210350,2013,88,713
210350,2014,41,769
210350,2015,80,789
210350,2016,71,719
210350,2017,51,670
210350,2018,39,720
210350,2019,30,702
210355,2012,37,304
210355,2013,37,285
210355,2014,24,271
210355,2015,14,254
210355,2016,12,252
210355,2017,24,236
210355,2018,25,251
210355,2019,32,272
210360,2012,39,1165
210360,2013,83,1138
210360,2014,35,1183
210360,2015,17,1169
210360,2016,5,1101
210360,2017,4,1100
210360,2018,2,1117
210360,2019,5,1143
210370,2012,147,476
210370,2013,105,498
210370,2014,211,511
210370,2015,197,476
210370,2016,181,420
210370,2017,176,460
210370,2018,224,579
210370,2019,201,489
210375,2012,8,204
210375,2013,4,241
210375,2014,7,217
210375,2015,9,284
210375,2016,3,238
210375,2017,2,235
210375,2018,5,248
210375,2019,4,241
210380,2012,16,329
210380,2013,34,400
210380,2014,24,431
210380,2015,8,376
210380,2016,6,364
210380,2017,10,346
210380,2018,23,384
210380,2019,10,322
210390,2012,6,202
210390,2013,8,198
210390,2014,3,202
210390,2015,9,188
210390,2016,5,185
210390,2017,6,183
210390,2018,2,202
210390,2019,5,197
210400,2012,39,328
210400,2013,16,305
210400,2014,15,286
210400,2015,15,313
210400,2016,7,306
210400,2017,19,316
210400,2018,12,371
210400,2019,8,339
210405,2012,3,600
210405,2013,7,589
210405,2014,18,602
210405,2015,3,631
210405,2016,47,640
210405,2017,15,625
210405,2018,14,608
210405,2019,8,604
210407,2012,6,102
210407,2013,10,130
210407,2014,9,104
210407,2015,14,107
210407,2016,5,78
210407,2017,1,95
210407,2018,4,86
210407,2019,4,97
210408,2012,7,158
210408,2013,1,183
210408,2014,1,166
210408,2015,1,213
210408,2016,2,187
210408,2017,13,249
210408,2018,9,250
210408,2019,0,250
210409,2012,0,256
210409,2013,19,273
210409,2014,16,309
210409,2015,28,287
210409,2016,14,261
210409,2017,25,256
210409,2018,20,220
210409,2019,4,262
210410,2012,4,195
210410,2013,6,207
210410,2014,10,232
210410,2015,7,210
210410,2016,3,193
210410,2017,2,258
210410,2018,19,228
210410,2019,15,255
210420,2012,10,327
210420,2013,15,303
210420,2014,13,297
210420,2015,14,287
210420,2016,7,292
210420,2017,7,339
210420,2018,6,332
210420,2019,12,272
210430,2012,1,155
210430,2013,3,155
210430,2014,1,149
210430,2015,2,149
210430,2016,0,145
210430,2017,1,173
210430,2018,5,167
210430,2019,3,140
210440,2012,1,286
210440,2013,7,276
210440,2014,13,255
210440,2015,16,258
210440,2016,22,249
210440,2017,13,265
210440,2018,10,215
210440,2019,12,233
210450,2012,3,158
210450,2013,1,198
210450,2014,2,178
210450,2015,5,180
210450,2016,7,164
210450,2017,3,167
210450,2018,1,150
210450,2019,0,151
210455,2012,2,276
210455,2013,8,281
210455,2014,2,281
210455,2015,2,312
210455,2016,4,303
210455,2017,2,272
210455,2018,5,325
210455,2019,4,345
210460,2012,36,295
210460,2013,41,268
210460,2014,30,220
210460,2015,27,229
210460,2016,29,247
210460,2017,18,283
210460,2018,12,249
210460,2019,31,239
210462,2012,4,99
210462,2013,11,122
210462,2014,13,100
210462,2015,14,129
210462,2016,10,105
210462,2017,6,112
210462,2018,4,129
210462,2019,4,97
210465,2012,10,179
210465,2013,7,165
210465,2014,5,157
210465,2015,6,167
210465,2016,3,143
210465,2017,4,135
210465,2018,4,146
210465,2019,0,166
210467,2012,104,553
210467,2013,101,539
210467,2014,92,554
210467,2015,175,553
210467,2016,146,445
210467,2017,25,448
210467,2018,4,492
210467,2019,1,466
210470,2012,4,90
210470,2013,7,88
210470,2014,5,68
210470,2015,5,64
210470,2016,5,58
210470,2017,4,52
210470,2018,6,84
210470,2019,3,89
210480,2012,49,1646
210480,2013,69,1625
210480,2014,57,1715
210480,2015,29,1785
210480,2016,8,1587
210480,2017,10,1570
210480,2018,6,1577
210480,2019,5,1548
210490,2012,5,148
210490,2013,10,152
210490,2014,24,154
210490,2015,25,137
210490,2016,30,158
210490,2017,12,176
210490,2018,16,177
210490,2019,8,145
210500,2012,14,557
210500,2013,10,487
210500,2014,5,509
210500,2015,6,543
210500,2016,2,510
210500,2017,1,510
210500,2018,4,577
210500,2019,13,483
210510,2012,21,430
210510,2013,18,398
210510,2014,19,395
210510,2015,10,393
210510,2016,11,396
210510,2017,9,394
210510,2018,2,371
210510,2019,5,363
210515,2012,18,301
210515,2013,12,255
210515,2014,12,216
210515,2015,6,229
210515,2016,9,245
210515,2017,21,242
210515,2018,21,258
210515,2019,20,244
210520,2012,11,179
210520,2013,6,140
210520,2014,4,157
210520,2015,9,166
210520,2016,2,144
210520,2017,3,131
210520,2018,7,149
210520,2019,9,189
210530,2012,111,4774
210530,2013,94,4986
210530,2014,96,5198
210530,2015,70,5248
210530,2016,49,4894
210530,2017,66,5051
210530,2018,144,5274
210530,2019,90,5192
210535,2012,10,223
210535,2013,13,266
210535,2014,10,244
210535,2015,8,266
210535,2016,6,250
210535,2017,2,303
210535,2018,5,310
210535,2019,2,287
210540,2012,33,1273
210540,2013,41,1277
210540,2014,33,1306
210540,2015,32,1262
210540,2016,18,1140
210540,2017,25,1258
210540,2018,15,1306
210540,2019,7,1243
210542,2012,22,378
210542,2013,42,317
210542,2014,35,320
210542,2015,27,363
210542,2016,19,346
210542,2017,12,302
210542,2018,26,378
210542,2019,17,353
210545,2012,11,123
210545,2013,9,112
210545,2014,6,145
210545,2015,11,152
210545,2016,11,134
210545,2017,9,131
210545,2018,2,133
210545,2019,6,144
210547,2012,4,297
210547,2013,0,280
210547,2014,0,284
210547,2015,1,374
210547,2016,2,338
210547,2017,6,361
210547,2018,3,403
210547,2019,1,342
210550,2012,14,412
210550,2013,9,415
210550,2014,13,460
210550,2015,12,531
210550,2016,5,448
210550,2017,12,476
210550,2018,9,478
210550,2019,8,493
210560,2012,7,240
210560,2013,9,228
210560,2014,5,254
210560,2015,11,270
210560,2016,10,233
210560,2017,8,235
210560,2018,12,271
210560,2019,5,219
210565,2012,14,113
210565,2013,18,115
210565,2014,17,126
210565,2015,35,138
210565,2016,29,119
210565,2017,6,135
210565,2018,1,135
210565,2019,2,111
210570,2012,7,831
210570,2013,6,924
210570,2014,8,898
210570,2015,5,818
210570,2016,2,883
210570,2017,3,846
210570,2018,7,868
210570,2019,8,764
210580,2012,1,135
210580,2013,3,141
210580,2014,14,172
210580,2015,5,190
210580,2016,1,160
210580,2017,4,198
210580,2018,7,185
210580,2019,5,177
210590,2012,18,316
210590,2013,35,298
210590,2014,10,295
210590,2015,13,240
210590,2016,17,263
210590,2017,15,273
210590,2018,16,284
210590,2019,17,273
210592,2012,6,133
210592,2013,12,127
210592,2014,3,136
210592,2015,5,154
210592,2016,4,126
210592,2017,3,147
210592,2018,2,124
210592,2019,3,123
210594,2012,7,148
210594,2013,2,155
210594,2014,0,131
210594,2015,1,133
210594,2016,0,130
210594,2017,2,125
210594,2018,0,147
210594,2019,1,106
210596,2012,5,187
210596,2013,2,221
210596,2014,3,182
210596,2015,5,201
210596,2016,6,201
210596,2017,1,192
210596,2018,0,236
210596,2019,2,220
210598,2012,2,116
210598,2013,1,113
210598,2014,2,105
210598,2015,2,94
210598,2016,2,99
210598,2017,3,88
210598,2018,1,94
210598,2019,2,102
210600,2012,24,213
210600,2013,42,213
210600,2014,36,204
210600,2015,23,191
210600,2016,29,226
210600,2017,18,185
210600,2018,17,201
210600,2019,14,191
210610,2012,15,189
210610,2013,9,185
210610,2014,6,160
210610,2015,28,179
210610,2016,15,165
210610,2017,21,165
210610,2018,11,165
210610,2019,15,147
210620,2012,2,109
210620,2013,0,116
210620,2014,0,115
210620,2015,0,121
210620,2016,0,101
210620,2017,2,130
210620,2018,2,146
210620,2019,2,120
210630,2012,1,234
210630,2013,6,231
210630,2014,12,228
210630,2015,9,242
210630,2016,5,199
210630,2017,3,211
210630,2018,0,202
210630,2019,0,205
210632,2012,75,371
210632,2013,77,363
210632,2014,57,369
210632,2015,142,391
210632,2016,112,336
210632,2017,25,373
210632,2018,4,362
210632,2019,6,379
210635,2012,3,110
210635,2013,7,137
210635,2014,3,113
210635,2015,3,120
210635,2016,2,101
210635,2017,0,88
210635,2018,2,89
210635,2019,2,93
210637,2012,25,198
210637,2013,21,184
210637,2014,25,203
210637,2015,41,203
210637,2016,45,183
210637,2017,11,210
210637,2018,14,193
210637,2019,5,192
210640,2012,1,329
210640,2013,8,312
210640,2014,0,307
210640,2015,0,335
210640,2016,1,328
210640,2017,2,321
210640,2018,3,343
210640,2019,0,269
210650,2012,20,400
210650,2013,34,402
210650,2014,58,401
210650,2015,72,398
210650,2016,31,382
210650,2017,74,377
210650,2018,31,443
210650,2019,34,341
210660,2012,44,534
210660,2013,26,504
210660,2014,26,470
210660,2015,23,540
210660,2016,25,449
210660,2017,34,502
210660,2018,24,544
210660,2019,25,492
210663,2012,6,120
210663,2013,4,106
210663,2014,1,127
210663,2015,1,114
210663,2016,1,116
210663,2017,4,112
210663,2018,0,121
210663,2019,4,120
210667,2012,1,101
210667,2013,1,97
210667,2014,5,94
210667,2015,0,93
210667,2016,0,102
210667,2017,0,66
210667,2018,1,71
210667,2019,0,96
210670,2012,20,364
210670,2013,11,314
210670,2014,11,366
210670,2015,16,329
210670,2016,17,316
210670,2017,6,327
210670,2018,47,389
210670,2019,4,360
210675,2012,6,313
210675,2013,3,310
210675,2014,3,327
210675,2015,0,341
210675,2016,5,302
210675,2017,1,357
210675,2018,3,338
210675,2019,4,340
210680,2012,14,206
210680,2013,17,201
210680,2014,40,197
210680,2015,10,235
210680,2016,33,230
210680,2017,20,231
210680,2018,18,277
210680,2019,29,262
210690,2012,55,525
210690,2013,78,624
210690,2014,80,635
210690,2015,85,678
210690,2016,71,624
210690,2017,115,609
210690,2018,86,611
210690,2019,98,580
210700,2012,2,132
210700,2013,3,160
210700,2014,1,153
210700,2015,2,180
210700,2016,4,150
210700,2017,2,177
210700,2018,2,164
210700,2019,0,159
210710,2012,5,354
210710,2013,9,319
210710,2014,8,343
210710,2015,8,384
210710,2016,1,326
210710,2017,2,375
210710,2018,4,454
210710,2019,0,358
210720,2012,17,187
210720,2013,13,191
210720,2014,4,218
210720,2015,3,206
210720,2016,4,197
210720,2017,3,219
210720,2018,6,228
210720,2019,4,243
210725,2012,1,65
210725,2013,10,76
210725,2014,6,78
210725,2015,2,107
210725,2016,3,90
210725,2017,1,107
210725,2018,5,100
210725,2019,2,80
210730,2012,4,58
210730,2013,1,50
210730,2014,3,63
210730,2015,4,39
210730,2016,0,27
210730,2017,1,30
210730,2018,4,52
210730,2019,4,34
210735,2012,48,375
210735,2013,47,338
210735,2014,20,294
210735,2015,29,310
210735,2016,10,237
210735,2017,7,247
210735,2018,8,331
210735,2019,2,291
210740,2012,2,232
210740,2013,9,268
210740,2014,5,268
210740,2015,3,280
210740,2016,1,264
210740,2017,4,293
210740,2018,3,273
210740,2019,6,249
210745,2012,5,182
210745,2013,12,208
210745,2014,5,209
210745,2015,10,196
210745,2016,8,177
210745,2017,18,207
210745,2018,8,255
210745,2019,7,223
210750,2012,24,1549
210750,2013,54,1587
210750,2014,43,1682
210750,2015,46,1775
210750,2016,24,1710
210750,2017,30,1722
210750,2018,36,1775
210750,2019,64,1841
210760,2012,35,262
210760,2013,28,280
210760,2014,37,288
210760,2015,11,309
210760,2016,1,311
210760,2017,6,316
210760,2018,10,306
210760,2019,18,310
210770,2012,31,284
210770,2013,47,379
210770,2014,45,350
210770,2015,71,344
210770,2016,51,341
210770,2017,41,327
210770,2018,29,333
210770,2019,9,314
210780,2012,56,584
210780,2013,58,537
210780,2014,45,493
210780,2015,46,486
210780,2016,54,484
210780,2017,35,518
210780,2018,46,481
210780,2019,35,432
210790,2012,19,340
210790,2013,17,338
210790,2014,9,353
210790,2015,7,354
210790,2016,9,341
210790,2017,7,368
210790,2018,6,381
210790,2019,4,303
210800,2012,17,325
210800,2013,5,319
210800,2014,4,329
210800,2015,6,305
210800,2016,4,318
210800,2017,3,324
210800,2018,5,353
210800,2019,1,302
210805,2012,0,340
210805,2013,0,306
210805,2014,2,292
210805,2015,0,298
210805,2016,0,312
210805,2017,0,346
210805,2018,0,355
210805,2019,1,380
210810,2012,10,380
210810,2013,6,393
210810,2014,11,418
210810,2015,3,383
210810,2016,6,377
210810,2017,1,306
210810,2018,1,384
210810,2019,4,366
210820,2012,46,680
210820,2013,52,671
210820,2014,35,693
210820,2015,41,618
210820,2016,18,564
210820,2017,21,534
210820,2018,23,573
210820,2019,28,591
210825,2012,23,372
