CODMUNRES,ano_nasc,Qtd_2Racacor,Qtd_Total
355310,2018,3,67
355310,2019,6,72
355320,2012,2,50
355320,2013,0,49
355320,2014,2,59
355320,2015,0,54
355320,2016,3,60
355320,2017,3,58
355320,2018,1,68
355320,2019,2,47
355330,2012,5,288
355330,2013,11,313
355330,2014,1,302
355330,2015,13,315
355330,2016,2,276
355330,2017,10,303
355330,2018,5,272
355330,2019,6,283
355340,2012,10,243
355340,2013,13,314
355340,2014,11,301
355340,2015,10,292
355340,2016,14,259
355340,2017,16,249
355340,2018,11,251
355340,2019,18,281
355350,2012,5,110
355350,2013,8,89
355350,2014,5,89
355350,2015,2,123
355350,2016,2,89
355350,2017,4,97
355350,2018,5,119
355350,2019,6,97
355360,2012,6,147
355360,2013,4,124
355360,2014,2,138
355360,2015,1,147
355360,2016,4,144
355360,2017,6,142
355360,2018,4,127
355360,2019,5,112
355365,2012,2,35
355365,2013,0,32
355365,2014,1,30
355365,2015,0,32
355365,2016,1,20
355365,2017,3,19
355365,2018,0,29
355365,2019,2,28
355370,2012,22,644
355370,2013,31,654
355370,2014,23,682
355370,2015,29,670
355370,2016,25,645
355370,2017,30,636
355370,2018,21,614
355370,2019,34,568
355380,2012,10,296
355380,2013,6,313
355380,2014,6,282
355380,2015,5,338
355380,2016,5,312
355380,2017,4,288
355380,2018,6,330
355380,2019,9,331
355385,2012,0,94
355385,2013,0,75
355385,2014,0,76
355385,2015,0,77
355385,2016,2,83
355385,2017,2,95
355385,2018,1,122
355385,2019,0,108
355390,2012,2,76
355390,2013,3,93
355390,2014,1,91
355390,2015,2,99
355390,2016,1,96
355390,2017,3,84
355390,2018,4,95
355390,2019,3,85
355395,2012,2,200
355395,2013,3,190
355395,2014,7,213
355395,2015,5,226
355395,2016,7,208
355395,2017,10,209
355395,2018,3,211
355395,2019,8,190
355400,2012,42,1756
355400,2013,87,1701
355400,2014,79,1793
355400,2015,105,1749
355400,2016,25,1623
355400,2017,42,1694
355400,2018,20,1741
355400,2019,25,1602
355410,2012,78,3951
355410,2013,169,4134
355410,2014,184,4190
355410,2015,162,4031
355410,2016,134,3951
355410,2017,131,3991
355410,2018,166,3909
355410,2019,157,3851
355420,2012,1,83
355420,2013,5,66
355420,2014,3,63
355420,2015,1,61
355420,2016,3,66
355420,2017,2,80
355420,2018,1,68
355420,2019,1,74
355430,2012,9,358
355430,2013,9,322
355430,2014,9,356
355430,2015,12,387
355430,2016,11,332
355430,2017,15,355
355430,2018,10,333
355430,2019,12,328
355440,2012,1,94
355440,2013,4,109
355440,2014,8,103
355440,2015,3,96
355440,2016,2,107
355440,2017,4,97
355440,2018,5,99
355440,2019,3,94
355450,2012,15,456
355450,2013,22,499
355450,2014,11,460
355450,2015,19,514
355450,2016,16,462
355450,2017,39,531
355450,2018,16,512
355450,2019,29,486
355460,2012,0,10
355460,2013,0,25
355460,2014,0,30
355460,2015,1,19
355460,2016,0,24
355460,2017,1,21
355460,2018,1,21
355460,2019,0,21
355465,2012,1,24
355465,2013,1,33
355465,2014,1,27
355465,2015,0,25
355465,2016,2,28
355465,2017,0,20
355465,2018,1,27
355465,2019,0,29
355470,2012,1,89
355470,2013,1,115
355470,2014,2,97
355470,2015,4,95
355470,2016,4,85
355470,2017,4,103
355470,2018,2,115
355470,2019,5,97
355475,2012,0,21
355475,2013,0,18
355475,2014,2,18
355475,2015,0,14
355475,2016,1,11
355475,2017,2,20
355475,2018,1,14
355475,2019,2,27
355480,2012,5,547
355480,2013,16,583
355480,2014,26,580
355480,2015,19,608
355480,2016,27,582
355480,2017,29,586
355480,2018,16,517
355480,2019,23,574
355490,2012,0,59
355490,2013,0,66
355490,2014,2,80
355490,2015,0,77
355490,2016,1,69
355490,2017,2,64
355490,2018,4,67
355490,2019,5,70
355495,2012,0,66
355495,2013,4,63
355495,2014,2,75
355495,2015,5,68
355495,2016,4,90
355495,2017,3,53
355495,2018,1,66
355495,2019,4,64
355500,2012,0,767
355500,2013,10,697
355500,2014,18,782
355500,2015,19,780
355500,2016,23,742
355500,2017,25,732
355500,2018,16,780
355500,2019,12,695
355510,2012,3,167
355510,2013,8,163
355510,2014,4,196
355510,2015,9,193
355510,2016,7,165
355510,2017,3,141
355510,2018,3,118
355510,2019,3,126
355520,2012,0,14
355520,2013,0,18
355520,2014,0,13
355520,2015,1,14
355520,2016,1,22
355520,2017,1,13
355520,2018,0,12
355520,2019,0,15
355530,2012,0,7
355530,2013,0,15
355530,2014,0,10
355530,2015,1,11
355530,2016,0,14
355530,2017,0,18
355530,2018,0,14
355530,2019,0,11
355535,2012,3,92
355535,2013,3,75
355535,2014,1,81
355535,2015,3,56
355535,2016,2,76
355535,2017,3,92
355535,2018,7,77
355535,2019,5,89
355540,2012,15,1158
355540,2013,21,1093
355540,2014,23,1170
355540,2015,41,1323
355540,2016,65,1233
355540,2017,79,1272
355540,2018,83,1392
355540,2019,82,1312
355550,2012,0,71
355550,2013,0,62
355550,2014,1,69
355550,2015,2,72
355550,2016,3,82
355550,2017,2,86
355550,2018,2,94
355550,2019,0,66
355560,2012,6,117
355560,2013,9,119
355560,2014,4,122
355560,2015,10,99
355560,2016,5,95
355560,2017,7,94
355560,2018,6,95
355560,2019,3,111
355570,2012,1,24
355570,2013,2,26
355570,2014,1,21
355570,2015,1,22
355570,2016,2,23
355570,2017,2,13
355570,2018,1,34
355570,2019,3,24
355580,2012,1,78
355580,2013,1,90
355580,2014,5,112
355580,2015,2,95
355580,2016,0,91
355580,2017,1,99
355580,2018,1,89
355580,2019,7,90
355590,2012,1,16
355590,2013,1,20
355590,2014,1,14
355590,2015,1,18
355590,2016,0,15
355590,2017,0,10
355590,2018,0,21
355590,2019,0,11
355600,2012,0,160
355600,2013,3,125
355600,2014,3,135
355600,2015,1,138
355600,2016,1,120
355600,2017,0,145
355600,2018,4,136
355600,2019,5,118
355610,2012,0,138
355610,2013,5,155
355610,2014,3,168
355610,2015,3,204
355610,2016,2,158
355610,2017,2,183
355610,2018,4,177
355610,2019,5,178
355620,2012,36,1336
355620,2013,39,1386
355620,2014,46,1416
355620,2015,71,1539
355620,2016,27,1379
355620,2017,50,1392
355620,2018,44,1432
355620,2019,44,1362
355630,2012,13,308
355630,2013,25,347
355630,2014,13,357
355630,2015,10,340
355630,2016,15,337
355630,2017,15,322
355630,2018,11,319
355630,2019,12,304
355635,2012,2,96
355635,2013,10,128
355635,2014,2,107
355635,2015,4,112
355635,2016,7,137
355635,2017,8,114
355635,2018,4,120
355635,2019,1,108
355640,2012,28,532
355640,2013,27,501
355640,2014,37,580
355640,2015,28,542
355640,2016,22,536
355640,2017,35,556
355640,2018,17,566
355640,2019,25,529
355645,2012,24,761
355645,2013,37,709
355645,2014,42,738
355645,2015,4,764
355645,2016,44,755
355645,2017,33,740
355645,2018,42,760
355645,2019,63,816
355650,2012,77,1717
355650,2013,100,1745
355650,2014,100,1753
355650,2015,117,1854
355650,2016,90,1489
355650,2017,88,1450
355650,2018,87,1427
355650,2019,105,1368
355660,2012,0,115
355660,2013,3,117
355660,2014,1,133
355660,2015,1,118
355660,2016,7,135
355660,2017,2,111
355660,2018,3,126
355660,2019,5,110
355670,2012,22,941
355670,2013,34,966
355670,2014,50,953
355670,2015,46,947
355670,2016,28,924
355670,2017,27,947
355670,2018,39,928
355670,2019,44,939
355680,2012,6,246
355680,2013,8,236
355680,2014,5,257
355680,2015,9,201
355680,2016,3,229
355680,2017,9,223
355680,2018,7,234
355680,2019,12,233
355690,2012,4,100
355690,2013,5,84
355690,2014,3,80
355690,2015,2,101
355690,2016,5,82
355690,2017,11,107
355690,2018,5,95
355690,2019,13,115
355695,2012,0,25
355695,2013,0,18
355695,2014,0,24
355695,2015,0,16
355695,2016,0,22
355695,2017,0,15
355695,2018,0,15
355695,2019,0,19
355700,2012,49,1692
355700,2013,62,1671
355700,2014,48,1688
355700,2015,50,1745
355700,2016,51,1663
355700,2017,54,1759
355700,2018,53,1683
355700,2019,55,1642
355710,2012,17,1080
355710,2013,22,1070
355710,2014,35,1085
355710,2015,22,1139
355710,2016,35,1025
355710,2017,38,1045
355710,2018,33,1130
355710,2019,30,1166
355715,2012,0,35
355715,2013,2,24
355715,2014,2,28
355715,2015,2,33
355715,2016,0,28
355715,2017,0,24
355715,2018,1,25
355715,2019,1,25
355720,2012,0,184
355720,2013,7,172
355720,2014,14,180
355720,2015,22,216
355720,2016,13,160
355720,2017,15,189
355720,2018,12,182
355720,2019,13,154
355730,2012,6,108
355730,2013,2,131
355730,2014,2,124
355730,2015,5,147
355730,2016,1,137
355730,2017,2,127
355730,2018,3,137
355730,2019,6,145
410000,2013,0,4
410000,2014,0,2
410000,2015,0,1
410000,2017,0,8
410000,2019,0,1
410010,2012,2,96
410010,2013,6,98
410010,2014,6,94
410010,2015,6,101
410010,2016,2,102
410010,2017,6,116
410010,2018,6,98
410010,2019,2,118
410020,2012,3,74
410020,2013,3,73
410020,2014,4,69
410020,2015,2,80
410020,2016,2,70
410020,2017,6,98
410020,2018,4,71
410020,2019,4,64
410030,2012,0,110
410030,2013,1,114
410030,2014,1,113
410030,2015,1,109
410030,2016,0,113
410030,2017,3,113
410030,2018,0,151
410030,2019,1,113
410040,2012,57,1886
410040,2013,61,1923
410040,2014,41,1914
410040,2015,42,2027
410040,2016,50,1811
410040,2017,47,1786
410040,2018,38,1724
410040,2019,33,1665
410045,2012,3,51
410045,2013,2,54
410045,2014,3,55
410045,2015,1,60
410045,2016,1,54
410045,2017,1,71
410045,2018,1,42
410045,2019,1,49
410050,2012,5,239
410050,2013,5,295
410050,2014,3,256
410050,2015,5,268
410050,2016,6,266
410050,2017,4,245
410050,2018,3,285
410050,2019,0,229
410060,2012,1,160
410060,2013,3,181
410060,2014,4,185
410060,2015,4,202
410060,2016,2,174
410060,2017,6,178
410060,2018,5,214
410060,2019,5,156
410070,2012,1,128
410070,2013,1,134
410070,2014,2,149
410070,2015,2,126
410070,2016,2,142
410070,2017,0,133
410070,2018,7,145
410070,2019,2,133
410080,2012,3,98
410080,2013,6,83
410080,2014,1,119
410080,2015,4,103
410080,2016,3,105
410080,2017,3,111
410080,2018,5,110
410080,2019,2,114
410090,2012,1,75
410090,2013,2,71
410090,2014,4,85
410090,2015,0,79
410090,2016,2,87
410090,2017,5,82
410090,2018,6,60
410090,2019,5,94
410100,2012,2,249
410100,2013,1,250
410100,2014,4,279
410100,2015,1,242
410100,2016,0,256
410100,2017,1,266
410100,2018,3,290
410100,2019,2,286
410105,2012,2,28
410105,2013,3,33
410105,2014,3,27
410105,2015,2,31
410105,2016,0,42
410105,2017,0,29
410105,2018,3,33
410105,2019,2,26
410110,2012,15,261
410110,2013,3,239
410110,2014,6,216
410110,2015,5,248
410110,2016,5,259
410110,2017,4,246
410110,2018,5,235
410110,2019,6,239
410115,2012,1,35
410115,2013,3,46
410115,2014,3,49
410115,2015,1,52
410115,2016,0,42
410115,2017,2,41
410115,2018,1,39
410115,2019,3,48
410120,2012,1,202
410120,2013,3,316
410120,2014,4,303
410120,2015,0,259
410120,2016,0,252
410120,2017,2,279
410120,2018,5,245
410120,2019,4,235
410130,2012,0,62
410130,2013,3,76
410130,2014,1,66
410130,2015,0,72
410130,2016,2,91
410130,2017,0,75
410130,2018,0,62
410130,2019,0,64
410140,2012,61,1664
410140,2013,69,1708
410140,2014,79,1804
410140,2015,70,1796
410140,2016,71,1697
410140,2017,66,1786
410140,2018,66,1710
410140,2019,99,1712
410150,2012,25,1533
410150,2013,46,1660
410150,2014,21,1656
410150,2015,22,1628
410150,2016,57,1563
410150,2017,38,1589
410150,2018,38,1593
410150,2019,20,1509
410160,2012,8,392
410160,2013,5,369
410160,2014,13,357
410160,2015,9,355
410160,2016,12,359
410160,2017,8,396
410160,2018,9,382
410160,2019,10,358
410165,2012,0,34
410165,2013,0,43
410165,2014,0,34
410165,2015,0,40
410165,2016,1,62
410165,2017,0,51
410165,2018,0,43
410165,2019,0,36
410170,2012,4,179
410170,2013,4,175
410170,2014,3,194
410170,2015,4,198
410170,2016,2,206
410170,2017,1,190
410170,2018,2,188
410170,2019,2,202
410180,2012,84,2285
410180,2013,83,2336
410180,2014,70,2465
410180,2015,72,2460
410180,2016,74,2255
410180,2017,65,2358
410180,2018,40,2207
410180,2019,54,2262
410185,2012,0,36
410185,2013,0,36
410185,2014,1,32
410185,2015,0,40
410185,2016,0,31
410185,2017,1,44
410185,2018,0,33
410185,2019,0,34
410190,2012,15,227
410190,2013,9,213
410190,2014,25,250
410190,2015,21,231
410190,2016,10,206
410190,2017,10,192
410190,2018,7,197
410190,2019,5,141
410200,2012,11,398
410200,2013,15,371
410200,2014,10,397
410200,2015,7,422
410200,2016,12,445
410200,2017,6,470
410200,2018,6,462
410200,2019,18,477
410210,2012,16,348
410210,2013,14,348
410210,2014,18,321
410210,2015,12,354
410210,2016,11,328
410210,2017,6,315
410210,2018,12,354
410210,2019,15,349
410220,2012,1,30
410220,2013,1,48
410220,2014,1,40
410220,2015,1,43
410220,2016,3,43
410220,2017,7,51
410220,2018,6,47
410220,2019,8,53
410230,2012,2,201
410230,2013,1,197
410230,2014,4,186
410230,2015,6,216
410230,2016,2,191
410230,2017,3,237
410230,2018,2,206
410230,2019,3,170
410240,2012,13,401
410240,2013,24,427
410240,2014,27,421
410240,2015,25,459
410240,2016,25,432
410240,2017,37,446
410240,2018,39,450
410240,2019,34,445
410250,2012,7,125
410250,2013,7,124
410250,2014,7,137
410250,2015,8,137
410250,2016,9,126
410250,2017,4,119
410250,2018,8,114
410250,2019,3,109
410260,2012,2,130
410260,2013,1,137
410260,2014,2,110
410260,2015,1,153
410260,2016,2,146
410260,2017,2,149
410260,2018,2,165
410260,2019,2,163
410270,2012,1,22
410270,2013,0,36
410270,2014,1,36
410270,2015,0,22
410270,2016,0,25
410270,2017,0,25
410270,2018,0,30
410270,2019,2,27
410275,2012,0,49
410275,2013,3,28
410275,2014,8,35
410275,2015,0,49
410275,2016,0,26
410275,2017,0,48
410275,2018,1,34
410275,2019,1,35
410280,2012,8,209
410280,2013,5,224
410280,2014,5,203
410280,2015,15,212
410280,2016,13,210
410280,2017,13,217
410280,2018,11,231
410280,2019,7,191
410290,2012,0,229
410290,2013,0,234
410290,2014,1,244
410290,2015,5,249
410290,2016,0,271
410290,2017,0,270
410290,2018,0,288
410290,2019,0,280
410300,2012,1,40
410300,2013,1,51
410300,2014,2,55
410300,2015,0,48
410300,2016,1,51
410300,2017,1,64
410300,2018,0,54
410300,2019,0,53
410302,2012,0,38
410302,2013,0,37
410302,2014,1,39
410302,2015,0,42
410302,2016,0,27
410302,2017,0,30
410302,2018,0,36
410302,2019,0,31
410304,2012,1,86
410304,2013,0,89
410304,2014,1,83
410304,2015,1,75
410304,2016,0,91
410304,2017,0,82
410304,2018,0,88
410304,2019,1,91
410305,2012,3,115
410305,2013,4,108
410305,2014,0,125
410305,2015,1,115
410305,2016,3,101
410305,2017,0,123
410305,2018,0,108
410305,2019,1,109
410310,2012,4,179
410310,2013,1,164
410310,2014,0,188
410310,2015,0,180
410310,2016,1,181
410310,2017,0,200
410310,2018,0,195
410310,2019,0,172
410315,2012,0,33
410315,2013,0,41
410315,2014,2,57
410315,2015,0,51
410315,2016,1,42
410315,2017,0,62
410315,2018,0,51
410315,2019,0,56
410320,2012,6,103
410320,2013,6,102
410320,2014,5,110
410320,2015,14,125
410320,2016,7,88
410320,2017,5,86
410320,2018,7,102
410320,2019,5,99
410322,2012,0,49
410322,2013,0,44
410322,2014,1,39
410322,2015,0,41
410322,2016,0,35
410322,2017,0,36
410322,2018,0,39
410322,2019,0,37
410330,2012,1,87
410330,2013,1,67
410330,2014,7,84
410330,2015,2,83
410330,2016,2,103
410330,2017,4,89
410330,2018,2,76
410330,2019,5,70
410335,2012,2,68
410335,2013,5,83
410335,2014,3,65
410335,2015,2,76
410335,2016,1,73
410335,2017,2,64
410335,2018,1,62
410335,2019,4,80
410337,2012,3,38
410337,2013,1,46
410337,2014,0,48
410337,2015,1,39
410337,2016,1,44
410337,2017,1,54
410337,2018,3,52
410337,2019,3,53
410340,2012,1,25
410340,2013,3,21
410340,2014,1,27
410340,2015,0,41
410340,2016,1,20
410340,2017,1,15
410340,2018,0,31
410340,2019,1,25
410345,2012,10,208
410345,2013,19,242
410345,2014,14,268
410345,2015,11,324
410345,2016,10,260
410345,2017,14,300
410345,2018,20,283
410345,2019,24,338
410347,2012,1,49
410347,2013,0,45
410347,2014,2,37
410347,2015,0,46
410347,2016,0,40
410347,2017,0,51
410347,2018,0,57
410347,2019,2,61
410350,2012,2,95
410350,2013,5,93
410350,2014,8,137
410350,2015,9,122
410350,2016,7,136
410350,2017,4,113
410350,2018,3,120
410350,2019,10,121
410360,2012,17,298
410360,2013,19,287
410360,2014,26,310
410360,2015,18,312
410360,2016,24,287
410360,2017,14,283
410360,2018,17,301
410360,2019,25,302
410370,2012,59,1287
410370,2013,43,1391
410370,2014,53,1311
410370,2015,66,1410
410370,2016,58,1256
410370,2017,56,1355
410370,2018,55,1298
410370,2019,61,1251
410380,2012,2,104
410380,2013,1,89
410380,2014,9,89
410380,2015,9,119
410380,2016,5,91
410380,2017,6,98
410380,2018,4,111
410380,2019,11,103
410390,2012,4,220
410390,2013,3,214
410390,2014,3,230
410390,2015,2,208
410390,2016,2,253
410390,2017,6,221
410390,2018,10,230
410390,2019,3,219
410395,2012,2,60
410395,2013,0,48
410395,2014,0,73
410395,2015,1,58
410395,2016,0,64
410395,2017,2,70
410395,2018,1,60
410395,2019,0,69
410400,2012,21,800
410400,2013,22,788
410400,2014,22,844
410400,2015,15,817
410400,2016,13,786
410400,2017,11,842
410400,2018,5,768
410400,2019,13,739
410405,2012,0,69
410405,2013,0,58
410405,2014,0,78
410405,2015,0,48
410405,2016,0,58
410405,2017,0,63
410405,2018,0,47
410405,2019,1,60
410410,2012,2,118
410410,2013,3,120
410410,2014,2,128
410410,2015,1,121
410410,2016,0,117
410410,2017,0,135
410410,2018,3,120
410410,2019,0,121
410420,2012,22,1744
410420,2013,16,1795
410420,2014,8,1807
410420,2015,35,1843
410420,2016,30,1720
410420,2017,16,1735
410420,2018,23,1715
410420,2019,47,1656
410425,2012,11,412
410425,2013,10,408
410425,2014,7,408
410425,2015,10,431
410425,2016,10,431
410425,2017,6,390
410425,2018,7,393
410425,2019,9,404
410430,2012,10,1289
410430,2013,11,1328
410430,2014,5,1387
410430,2015,10,1292
410430,2016,11,1274
410430,2017,23,1385
410430,2018,39,1429
410430,2019,25,1238
410440,2012,1,200
410440,2013,2,197
410440,2014,5,240
410440,2015,1,198
410440,2016,1,226
410440,2017,1,186
410440,2018,0,202
410440,2019,2,195
410442,2012,7,234
410442,2013,4,220
410442,2014,8,249
410442,2015,4,251
410442,2016,6,239
410442,2017,3,279
410442,2018,4,248
410442,2019,7,234
410445,2012,6,185
410445,2013,2,190
410445,2014,4,173
410445,2015,3,203
410445,2016,3,204
410445,2017,4,185
410445,2018,6,198
410445,2019,1,164
410450,2012,4,221
410450,2013,6,231
410450,2014,11,212
410450,2015,5,238
410450,2016,1,234
410450,2017,4,250
410450,2018,3,277
410450,2019,2,250
410460,2012,6,215
410460,2013,0,180
410460,2014,4,211
410460,2015,4,216
410460,2016,1,200
410460,2017,2,244
410460,2018,0,225
410460,2019,3,242
410465,2012,3,355
410465,2013,6,371
410465,2014,10,388
410465,2015,5,366
410465,2016,6,362
410465,2017,10,365
410465,2018,8,366
410465,2019,8,344
410470,2012,2,175
410470,2013,0,188
410470,2014,2,182
410470,2015,2,178
410470,2016,4,176
410470,2017,3,202
410470,2018,3,217
410470,2019,3,198
410480,2012,85,4435
410480,2013,116,4646
410480,2014,132,4900
410480,2015,98,4768
410480,2016,113,4705
410480,2017,128,4879
410480,2018,147,4934
410480,2019,169,5209
410490,2012,22,1206
410490,2013,14,1231
410490,2014,34,1178
410490,2015,20,1210
410490,2016,21,1113
410490,2017,35,1209
410490,2018,44,1215
410490,2019,46,1187
410500,2012,4,123
410500,2013,1,113
410500,2014,0,136
410500,2015,1,126
410500,2016,2,114
410500,2017,1,115
410500,2018,3,128
410500,2019,1,113
410510,2012,5,129
410510,2013,8,116
410510,2014,6,116
410510,2015,6,123
410510,2016,3,119
410510,2017,9,173
410510,2018,6,135
410510,2019,1,130
410520,2012,2,234
410520,2013,0,237
410520,2014,1,242
410520,2015,1,215
410520,2016,2,218
410520,2017,0,221
410520,2018,4,245
410520,2019,2,239
410530,2012,2,146
410530,2013,2,130
410530,2014,1,139
410530,2015,2,130
410530,2016,6,144
410530,2017,1,130
410530,2018,2,138
410530,2019,5,129
410540,2012,5,272
410540,2013,7,257
410540,2014,6,269
410540,2015,5,275
410540,2016,5,275
410540,2017,5,288
410540,2018,1,271
410540,2019,5,317
410550,2012,24,1029
410550,2013,19,1047
410550,2014,12,1020
410550,2015,26,1138
410550,2016,19,1069
410550,2017,20,1124
410550,2018,25,1093
410550,2019,16,1105
410560,2012,10,136
410560,2013,10,161
410560,2014,6,173
410560,2015,4,179
410560,2016,5,171
410560,2017,2,148
410560,2018,6,163
410560,2019,5,167
410570,2012,7,272
410570,2013,1,284
410570,2014,2,292
410570,2015,1,272
410570,2016,4,263
410570,2017,4,230
410570,2018,3,263
410570,2019,4,264
410580,2012,70,3827
410580,2013,51,3854
410580,2014,49,3820
410580,2015,54,3854
410580,2016,46,3720
410580,2017,54,3696
410580,2018,36,3567
410580,2019,51,3458
410590,2012,1,270
410590,2013,6,268
410590,2014,6,277
410590,2015,3,325
410590,2016,7,293
410590,2017,6,286
410590,2018,4,285
410590,2019,3,263
410600,2012,0,122
410600,2013,5,139
410600,2014,4,119
410600,2015,5,118
410600,2016,1,120
410600,2017,7,137
410600,2018,6,129
410600,2019,4,101
410610,2012,0,31
410610,2013,1,41
410610,2014,4,55
410610,2015,4,48
410610,2016,1,31
410610,2017,0,56
410610,2018,1,54
410610,2019,0,35
410620,2012,7,251
410620,2013,4,221
410620,2014,5,248
410620,2015,9,270
410620,2016,5,248
410620,2017,5,241
410620,2018,4,251
410620,2019,3,259
410630,2012,3,214
410630,2013,2,192
410630,2014,10,254
410630,2015,7,247
410630,2016,6,260
410630,2017,3,257
410630,2018,2,212
410630,2019,1,212
410640,2012,27,505
410640,2013,31,556
410640,2014,31,543
410640,2015,36,572
410640,2016,29,545
410640,2017,34,516
410640,2018,28,501
410640,2019,32,492
410645,2012,3,116
410645,2013,2,113
410645,2014,5,105
410645,2015,1,112
410645,2016,2,88
410645,2017,2,106
410645,2018,4,112
410645,2019,1,83
410650,2012,5,300
410650,2013,11,325
410650,2014,8,315
410650,2015,7,322
410650,2016,11,352
410650,2017,10,333
410650,2018,13,308
410650,2019,10,324
410655,2012,5,42
410655,2013,2,34
410655,2014,0,34
410655,2015,3,40
410655,2016,1,53
410655,2017,0,40
410655,2018,3,63
410655,2019,2,45
410657,2012,0,58
410657,2013,2,55
410657,2014,1,59
410657,2015,1,47
410657,2016,0,35
410657,2017,0,63
410657,2018,0,46
410657,2019,1,50
410660,2012,7,264
410660,2013,11,262
410660,2014,7,287
410660,2015,5,314
410660,2016,10,284
410660,2017,8,292
410660,2018,7,278
410660,2019,9,301
410670,2012,4,53
410670,2013,5,58
410670,2014,5,80
410670,2015,3,61
410670,2016,3,69
410670,2017,2,77
410670,2018,1,70
410670,2019,3,69
410680,2012,0,201
410680,2013,1,238
410680,2014,1,250
410680,2015,0,245
410680,2016,1,224
410680,2017,0,210
410680,2018,0,219
410680,2019,0,183
410685,2012,0,36
410685,2013,0,42
410685,2014,0,42
410685,2015,2,49
410685,2016,0,41
410685,2017,0,42
410685,2018,1,51
410685,2019,0,51
410690,2012,455,25079
410690,2013,498,24932
410690,2014,563,24815
410690,2015,584,24506
410690,2016,501,23217
410690,2017,476,22745
410690,2018,522,22112
410690,2019,515,21393
410700,2012,10,191
410700,2013,3,173
410700,2014,7,140
410700,2015,13,193
410700,2016,4,186
410700,2017,4,189
410700,2018,3,165
410700,2019,5,183
410710,2012,9,62
410710,2013,16,66
410710,2014,3,50
410710,2015,3,65
410710,2016,0,59
410710,2017,3,46
410710,2018,1,51
410710,2019,4,50
410712,2012,0,53
410712,2013,0,38
410712,2014,0,49
410712,2015,1,43
410712,2016,0,47
410712,2017,1,53
410712,2018,0,60
410712,2019,1,43
410715,2012,1,71
410715,2013,6,78
410715,2014,2,76
410715,2015,2,71
410715,2016,1,64
410715,2017,4,76
410715,2018,3,64
410715,2019,2,66
410720,2012,6,585
410720,2013,3,567
410720,2014,4,593
410720,2015,5,603
410720,2016,9,631
410720,2017,7,624
410720,2018,14,616
410720,2019,7,632
410725,2012,2,115
410725,2013,2,142
410725,2014,5,115
410725,2015,1,140
410725,2016,2,122
410725,2017,3,127
410725,2018,2,137
410725,2019,3,121
410730,2012,2,61
410730,2013,7,73
410730,2014,4,60
410730,2015,2,62
410730,2016,3,65
410730,2017,3,61
410730,2018,3,70
410730,2019,3,66
410740,2012,1,66
410740,2013,0,60
410740,2014,0,75
410740,2015,1,75
410740,2016,0,67
410740,2017,1,65
410740,2018,0,74
410740,2019,0,63
410750,2012,10,161
410750,2013,2,164
410750,2014,9,191
410750,2015,5,178
410750,2016,8,171
410750,2017,10,165
410750,2018,4,142
410750,2019,7,147
410752,2012,4,25
410752,2013,0,25
410752,2014,1,35
410752,2015,0,23
410752,2016,0,26
410752,2017,1,22
410752,2018,0,23
410752,2019,0,21
410753,2012,0,57
410753,2013,1,38
410753,2014,0,51
410753,2015,1,60
410753,2016,0,68
410753,2017,0,55
410753,2018,2,70
410753,2019,0,56
410754,2012,1,77
410754,2013,0,67
410754,2014,1,63
410754,2015,0,76
410754,2016,1,69
410754,2017,0,63
410754,2018,1,69
410754,2019,0,63
410755,2012,0,33
410755,2013,0,45
410755,2014,0,51
410755,2015,2,52
410755,2016,1,42
410755,2017,1,48
410755,2018,0,28
410755,2019,0,35
410760,2012,5,244
410760,2013,5,266
410760,2014,1,279
410760,2015,3,249
410760,2016,4,246
410760,2017,4,270
410760,2018,8,254
410760,2019,3,253
410765,2012,74,1809
410765,2013,63,1771
410765,2014,50,1785
410765,2015,41,2099
410765,2016,41,1969
410765,2017,38,1952
410765,2018,34,1980
410765,2019,52,1901
410770,2012,0,56
410770,2013,3,71
410770,2014,2,62
410770,2015,2,43
410770,2016,0,45
410770,2017,3,59
410770,2018,2,62
410770,2019,4,56
410773,2012,2,110
410773,2013,0,86
410773,2014,0,74
410773,2015,2,96
410773,2016,0,83
410773,2017,1,102
410773,2018,1,90
410773,2019,3,86
410775,2012,3,107
410775,2013,7,104
410775,2014,4,93
410775,2015,5,98
410775,2016,1,90
410775,2017,3,97
410775,2018,0,114
410775,2019,2,115
410780,2012,0,49
410780,2013,0,63
410780,2014,3,56
410780,2015,4,53
410780,2016,1,60
410780,2017,2,55
410780,2018,0,51
410780,2019,3,60
410785,2012,0,52
410785,2013,1,68
410785,2014,0,66
410785,2015,0,90
410785,2016,0,60
410785,2017,1,74
410785,2018,2,79
410785,2019,0,64
410790,2012,3,78
410790,2013,6,92
410790,2014,7,91
410790,2015,3,90
410790,2016,0,80
410790,2017,4,116
410790,2018,7,108
410790,2019,7,122
410800,2012,3,151
410800,2013,7,151
410800,2014,5,171
410800,2015,6,191
410800,2016,10,198
410800,2017,3,150
410800,2018,5,161
410800,2019,1,133
410810,2012,1,33
410810,2013,1,31
410810,2014,2,32
410810,2015,3,33
410810,2016,1,28
410810,2017,3,27
410810,2018,8,38
410810,2019,9,40
410820,2012,1,94
410820,2013,2,77
410820,2014,1,86
410820,2015,0,93
410820,2016,1,81
410820,2017,2,109
410820,2018,0,84
410820,2019,0,84
410830,2012,113,4392
410830,2013,97,4385
410830,2014,102,4501
410830,2015,98,4327
410830,2016,93,4198
