CODMUNRES,ano_nasc,Qtd_Termo_Precoce,Qtd_Total
250550,2018,15,48
250550,2019,17,41
250560,2012,24,72
250560,2013,10,72
250560,2014,14,86
250560,2015,16,95
250560,2016,26,74
250560,2017,19,96
250560,2018,18,94
250560,2019,19,97
250570,2012,24,151
250570,2013,19,133
250570,2014,35,163
250570,2015,24,150
250570,2016,36,147
250570,2017,23,146
250570,2018,39,149
250570,2019,30,135
250580,2012,10,63
250580,2013,8,52
250580,2014,14,75
250580,2015,15,57
250580,2016,8,51
250580,2017,6,47
250580,2018,7,42
250580,2019,17,57
250590,2012,4,33
250590,2013,10,36
250590,2014,11,43
250590,2015,8,42
250590,2016,4,40
250590,2017,7,35
250590,2018,12,52
250590,2019,12,42
250600,2012,118,521
250600,2013,133,514
250600,2014,150,558
250600,2015,144,525
250600,2016,131,489
250600,2017,108,478
250600,2018,146,478
250600,2019,161,518
250610,2012,47,186
250610,2013,47,190
250610,2014,54,192
250610,2015,45,157
250610,2016,49,163
250610,2017,44,181
250610,2018,62,194
250610,2019,50,177
250620,2012,10,30
250620,2013,7,32
250620,2014,7,30
250620,2015,9,28
250620,2016,6,21
250620,2017,4,23
250620,2018,5,22
250620,2019,8,33
250625,2012,23,100
250625,2013,25,126
250625,2014,32,129
250625,2015,33,149
250625,2016,21,123
250625,2017,22,107
250625,2018,25,123
250625,2019,40,125
250630,2012,237,862
250630,2013,233,915
250630,2014,225,862
250630,2015,204,903
250630,2016,235,834
250630,2017,209,849
250630,2018,235,916
250630,2019,240,866
250640,2012,35,173
250640,2013,58,214
250640,2014,51,220
250640,2015,44,226
250640,2016,57,200
250640,2017,35,181
250640,2018,44,193
250640,2019,45,190
250650,2012,15,46
250650,2013,15,33
250650,2014,8,40
250650,2015,12,54
250650,2016,14,45
250650,2017,8,43
250650,2018,10,51
250650,2019,11,43
250660,2012,22,89
250660,2013,15,67
250660,2014,12,65
250660,2015,17,67
250660,2016,20,70
250660,2017,9,67
250660,2018,19,75
250660,2019,13,60
250670,2012,46,168
250670,2013,40,140
250670,2014,53,151
250670,2015,37,140
250670,2016,46,175
250670,2017,22,133
250670,2018,42,168
250670,2019,42,162
250680,2012,56,219
250680,2013,76,283
250680,2014,77,231
250680,2015,65,249
250680,2016,64,251
250680,2017,69,276
250680,2018,73,265
250680,2019,72,255
250690,2012,77,338
250690,2013,73,333
250690,2014,79,349
250690,2015,85,381
250690,2016,87,348
250690,2017,88,368
250690,2018,74,355
250690,2019,98,361
250700,2012,93,296
250700,2013,76,339
250700,2014,93,377
250700,2015,89,358
250700,2016,85,311
250700,2017,94,353
250700,2018,98,354
250700,2019,102,365
250710,2012,76,259
250710,2013,61,244
250710,2014,54,244
250710,2015,44,221
250710,2016,59,267
250710,2017,63,262
250710,2018,67,286
250710,2019,56,275
250720,2012,43,170
250720,2013,49,166
250720,2014,42,159
250720,2015,46,175
250720,2016,32,141
250720,2017,39,140
250720,2018,46,150
250720,2019,38,134
250730,2012,41,211
250730,2013,41,213
250730,2014,36,189
250730,2015,40,215
250730,2016,35,205
250730,2017,53,257
250730,2018,42,205
250730,2019,39,221
250740,2012,31,104
250740,2013,32,97
250740,2014,26,83
250740,2015,26,87
250740,2016,29,88
250740,2017,31,104
250740,2018,34,103
250740,2019,24,77
250750,2012,3593,11302
250750,2013,3446,11549
250750,2014,3485,11779
250750,2015,3677,12299
250750,2016,3526,11706
250750,2017,3373,12149
250750,2018,3597,12404
250750,2019,3611,12091
250760,2012,31,124
250760,2013,26,114
250760,2014,37,112
250760,2015,28,120
250760,2016,24,88
250760,2017,25,108
250760,2018,24,117
250760,2019,37,117
250770,2012,64,296
250770,2013,72,300
250770,2014,77,338
250770,2015,70,315
250770,2016,64,243
250770,2017,74,308
250770,2018,85,328
250770,2019,86,290
250780,2012,15,102
250780,2013,24,112
250780,2014,24,93
250780,2015,17,86
250780,2016,21,92
250780,2017,24,95
250780,2018,33,98
250780,2019,35,87
250790,2012,36,175
250790,2013,38,188
250790,2014,34,181
250790,2015,43,205
250790,2016,39,191
250790,2017,41,215
250790,2018,34,191
250790,2019,43,186
250800,2012,46,115
250800,2013,43,118
250800,2014,38,116
250800,2015,38,143
250800,2016,39,117
250800,2017,23,110
250800,2018,23,113
250800,2019,33,125
250810,2012,23,62
250810,2013,31,61
250810,2014,21,54
250810,2015,14,58
250810,2016,16,44
250810,2017,16,48
250810,2018,19,67
250810,2019,17,52
250820,2012,37,137
250820,2013,23,110
250820,2014,32,128
250820,2015,28,127
250820,2016,27,96
250820,2017,25,132
250820,2018,37,145
250820,2019,24,102
250830,2012,119,434
250830,2013,134,432
250830,2014,100,394
250830,2015,111,426
250830,2016,87,390
250830,2017,113,407
250830,2018,118,405
250830,2019,121,417
250840,2012,19,43
250840,2013,11,45
250840,2014,14,44
250840,2015,18,48
250840,2016,16,48
250840,2017,21,55
250840,2018,21,47
250840,2019,13,38
250850,2012,12,84
250850,2013,24,86
250850,2014,24,115
250850,2015,26,92
250850,2016,25,97
250850,2017,23,104
250850,2018,29,101
250850,2019,33,115
250855,2012,8,53
250855,2013,10,46
250855,2014,8,55
250855,2015,17,68
250855,2016,12,45
250855,2017,9,59
250855,2018,14,46
250855,2019,12,59
250860,2012,40,184
250860,2013,56,214
250860,2014,36,157
250860,2015,46,203
250860,2016,48,219
250860,2017,52,229
250860,2018,57,232
250860,2019,57,222
250870,2012,9,50
250870,2013,9,43
250870,2014,9,43
250870,2015,9,52
250870,2016,13,52
250870,2017,13,43
250870,2018,6,44
250870,2019,14,47
250880,2012,22,77
250880,2013,21,86
250880,2014,24,87
250880,2015,16,77
250880,2016,22,69
250880,2017,20,69
250880,2018,18,105
250880,2019,24,81
250890,2012,170,732
250890,2013,168,711
250890,2014,150,644
250890,2015,140,794
250890,2016,155,706
250890,2017,149,795
250890,2018,208,850
250890,2019,208,818
250900,2012,43,166
250900,2013,31,169
250900,2014,35,157
250900,2015,38,161
250900,2016,42,147
250900,2017,29,121
250900,2018,25,127
250900,2019,26,107
250905,2012,35,152
250905,2013,21,160
250905,2014,22,139
250905,2015,25,162
250905,2016,31,161
250905,2017,38,172
250905,2018,53,200
250905,2019,43,181
250910,2012,62,279
250910,2013,72,277
250910,2014,75,262
250910,2015,55,247
250910,2016,53,268
250910,2017,51,281
250910,2018,79,295
250910,2019,75,310
250915,2012,24,88
250915,2013,32,98
250915,2014,32,94
250915,2015,20,94
250915,2016,19,74
250915,2017,20,89
250915,2018,17,58
250915,2019,18,79
250920,2012,38,185
250920,2013,57,202
250920,2014,52,204
250920,2015,62,180
250920,2016,56,171
250920,2017,42,170
250920,2018,60,204
250920,2019,46,180
250930,2012,36,140
250930,2013,30,139
250930,2014,33,152
250930,2015,28,161
250930,2016,24,163
250930,2017,42,168
250930,2018,35,165
250930,2019,36,167
250933,2012,13,67
250933,2013,12,54
250933,2014,20,82
250933,2015,21,83
250933,2016,23,70
250933,2017,24,86
250933,2018,22,75
250933,2019,21,67
250937,2012,16,42
250937,2013,5,23
250937,2014,20,45
250937,2015,9,32
250937,2016,11,30
250937,2017,12,24
250937,2018,9,25
250937,2019,12,36
250939,2012,11,67
250939,2013,21,83
250939,2014,18,105
250939,2015,14,109
250939,2016,23,93
250939,2017,16,104
250939,2018,22,115
250939,2019,25,112
250940,2012,48,201
250940,2013,31,179
250940,2014,66,220
250940,2015,45,224
250940,2016,48,194
250940,2017,43,185
250940,2018,57,209
250940,2019,70,235
250950,2012,29,107
250950,2013,33,94
250950,2014,28,91
250950,2015,33,76
250950,2016,20,68
250950,2017,27,98
250950,2018,21,83
250950,2019,25,82
250960,2012,12,62
250960,2013,17,67
250960,2014,14,69
250960,2015,13,65
250960,2016,20,62
250960,2017,15,49
250960,2018,10,67
250960,2019,18,77
250970,2012,114,453
250970,2013,139,491
250970,2014,140,494
250970,2015,133,497
250970,2016,119,457
250970,2017,107,492
250970,2018,139,528
250970,2019,160,504
250980,2012,34,137
250980,2013,31,137
250980,2014,22,143
250980,2015,32,119
250980,2016,41,155
250980,2017,25,126
250980,2018,25,144
250980,2019,30,121
250990,2012,20,100
250990,2013,25,93
250990,2014,26,109
250990,2015,25,98
250990,2016,31,98
250990,2017,18,89
250990,2018,22,102
250990,2019,40,122
251000,2012,37,109
251000,2013,20,106
251000,2014,40,107
251000,2015,29,100
251000,2016,27,87
251000,2017,22,66
251000,2018,34,107
251000,2019,24,81
251010,2012,30,159
251010,2013,35,147
251010,2014,34,147
251010,2015,29,146
251010,2016,40,147
251010,2017,45,170
251010,2018,30,119
251010,2019,34,119
251020,2012,25,90
251020,2013,21,76
251020,2014,15,52
251020,2015,27,96
251020,2016,15,85
251020,2017,16,75
251020,2018,15,72
251020,2019,20,76
251030,2012,10,42
251030,2013,12,43
251030,2014,12,43
251030,2015,6,41
251030,2016,10,45
251030,2017,11,42
251030,2018,12,38
251030,2019,11,38
251040,2012,31,114
251040,2013,29,98
251040,2014,21,95
251040,2015,22,89
251040,2016,21,75
251040,2017,39,123
251040,2018,18,94
251040,2019,30,86
251050,2012,14,62
251050,2013,19,50
251050,2014,10,51
251050,2015,14,48
251050,2016,12,48
251050,2017,12,41
251050,2018,11,48
251050,2019,14,38
251060,2012,20,41
251060,2013,14,39
251060,2014,16,37
251060,2015,15,39
251060,2016,10,28
251060,2017,19,42
251060,2018,22,48
251060,2019,14,41
251065,2012,2,26
251065,2013,9,30
251065,2014,4,21
251065,2015,6,18
251065,2016,5,15
251065,2017,5,22
251065,2018,5,20
251065,2019,4,18
251070,2012,6,21
251070,2013,13,41
251070,2014,11,34
251070,2015,13,32
251070,2016,7,29
251070,2017,12,40
251070,2018,13,54
251070,2019,16,38
251080,2012,384,1535
251080,2013,356,1506
251080,2014,438,1547
251080,2015,448,1590
251080,2016,390,1383
251080,2017,409,1504
251080,2018,402,1635
251080,2019,419,1497
251090,2012,35,139
251090,2013,28,134
251090,2014,30,159
251090,2015,29,136
251090,2016,44,156
251090,2017,37,155
251090,2018,24,138
251090,2019,31,144
251100,2012,9,46
251100,2013,8,37
251100,2014,9,63
251100,2015,7,58
251100,2016,11,60
251100,2017,8,57
251100,2018,7,52
251100,2019,11,56
251110,2012,15,95
251110,2013,23,105
251110,2014,28,92
251110,2015,25,85
251110,2016,24,78
251110,2017,16,80
251110,2018,20,76
251110,2019,25,75
251120,2012,116,456
251120,2013,109,457
251120,2014,94,436
251120,2015,115,482
251120,2016,112,509
251120,2017,125,542
251120,2018,143,591
251120,2019,112,496
251130,2012,48,182
251130,2013,60,201
251130,2014,49,173
251130,2015,66,208
251130,2016,46,149
251130,2017,34,177
251130,2018,64,198
251130,2019,34,152
251140,2012,59,269
251140,2013,66,263
251140,2014,62,263
251140,2015,69,272
251140,2016,77,262
251140,2017,59,254
251140,2018,66,267
251140,2019,80,255
251150,2012,59,203
251150,2013,31,182
251150,2014,35,159
251150,2015,33,171
251150,2016,36,157
251150,2017,38,192
251150,2018,49,185
251150,2019,53,213
251160,2012,21,138
251160,2013,30,140
251160,2014,19,136
251160,2015,29,153
251160,2016,29,139
251160,2017,20,125
251160,2018,40,149
251160,2019,25,129
251170,2012,13,80
251170,2013,17,77
251170,2014,22,88
251170,2015,19,76
251170,2016,20,76
251170,2017,21,95
251170,2018,24,111
251170,2019,24,99
251180,2012,32,162
251180,2013,29,128
251180,2014,33,154
251180,2015,29,138
251180,2016,24,117
251180,2017,30,130
251180,2018,45,157
251180,2019,27,123
251190,2012,57,232
251190,2013,59,292
251190,2014,47,257
251190,2015,48,293
251190,2016,64,306
251190,2017,46,282
251190,2018,59,278
251190,2019,67,293
251200,2012,51,247
251200,2013,78,281
251200,2014,74,299
251200,2015,78,308
251200,2016,60,277
251200,2017,53,251
251200,2018,66,273
251200,2019,73,274
251203,2012,12,49
251203,2013,14,63
251203,2014,13,57
251203,2015,14,78
251203,2016,15,71
251203,2017,13,57
251203,2018,13,56
251203,2019,16,41
251207,2012,6,44
251207,2013,9,45
251207,2014,9,45
251207,2015,11,42
251207,2016,8,41
251207,2017,5,49
251207,2018,15,43
251207,2019,7,34
251210,2012,112,433
251210,2013,117,449
251210,2014,126,428
251210,2015,154,460
251210,2016,140,399
251210,2017,130,438
251210,2018,143,475
251210,2019,130,403
251220,2012,18,46
251220,2013,5,54
251220,2014,9,50
251220,2015,16,58
251220,2016,26,54
251220,2017,16,53
251220,2018,10,44
251220,2019,16,47
251230,2012,85,337
251230,2013,82,293
251230,2014,80,312
251230,2015,55,259
251230,2016,85,270
251230,2017,72,252
251230,2018,81,297
251230,2019,90,284
251240,2012,56,211
251240,2013,50,205
251240,2014,67,222
251240,2015,46,162
251240,2016,53,201
251240,2017,60,210
251240,2018,53,195
251240,2019,68,214
251250,2012,174,672
251250,2013,168,631
251250,2014,187,696
251250,2015,218,733
251250,2016,235,741
251250,2017,162,672
251250,2018,226,719
251250,2019,225,721
251260,2012,4,24
251260,2013,9,22
251260,2014,8,23
251260,2015,10,36
251260,2016,9,26
251260,2017,7,27
251260,2018,9,24
251260,2019,4,25
251270,2012,84,285
251270,2013,79,284
251270,2014,79,289
251270,2015,71,268
251270,2016,60,277
251270,2017,70,281
251270,2018,81,282
251270,2019,79,281
251272,2012,13,69
251272,2013,9,69
251272,2014,14,64
251272,2015,12,61
251272,2016,11,64
251272,2017,9,48
251272,2018,20,68
251272,2019,19,79
251274,2012,8,45
251274,2013,13,54
251274,2014,11,55
251274,2015,11,61
251274,2016,9,43
251274,2017,7,47
251274,2018,10,48
251274,2019,8,52
251275,2012,15,63
251275,2013,18,64
251275,2014,15,64
251275,2015,22,77
251275,2016,18,76
251275,2017,13,68
251275,2018,16,64
251275,2019,16,73
251276,2012,16,56
251276,2013,13,62
251276,2014,8,50
251276,2015,13,69
251276,2016,10,52
251276,2017,19,68
251276,2018,26,80
251276,2019,10,85
251278,2012,8,32
251278,2013,7,43
251278,2014,16,43
251278,2015,13,41
251278,2016,6,26
251278,2017,6,41
251278,2018,12,34
251278,2019,18,41
251280,2012,53,115
251280,2013,45,99
251280,2014,51,123
251280,2015,54,130
251280,2016,65,127
251280,2017,36,110
251280,2018,52,132
251280,2019,41,103
251290,2012,76,316
251290,2013,65,328
251290,2014,76,281
251290,2015,70,323
251290,2016,85,358
251290,2017,70,351
251290,2018,79,374
251290,2019,90,364
251300,2012,6,47
251300,2013,6,42
251300,2014,9,45
251300,2015,8,45
251300,2016,8,39
251300,2017,6,37
251300,2018,11,51
251300,2019,8,30
251310,2012,36,134
251310,2013,21,109
251310,2014,25,132
251310,2015,17,116
251310,2016,30,141
251310,2017,25,130
251310,2018,32,149
251310,2019,42,159
251315,2012,26,106
251315,2013,20,87
251315,2014,24,100
251315,2015,24,85
251315,2016,13,80
251315,2017,19,96
251315,2018,22,100
251315,2019,18,90
251320,2012,28,74
251320,2013,20,67
251320,2014,28,78
251320,2015,31,72
251320,2016,29,78
251320,2017,23,63
251320,2018,32,82
251320,2019,28,67
251330,2012,17,65
251330,2013,16,63
251330,2014,10,67
251330,2015,13,70
251330,2016,19,71
251330,2017,23,71
251330,2018,14,67
251330,2019,12,61
251335,2012,13,43
251335,2013,13,55
251335,2014,15,49
251335,2015,12,44
251335,2016,13,49
251335,2017,11,43
251335,2018,8,49
251335,2019,10,32
251340,2012,33,168
251340,2013,45,206
251340,2014,46,218
251340,2015,53,233
251340,2016,55,177
251340,2017,49,195
251340,2018,60,199
251340,2019,43,179
251350,2012,16,71
251350,2013,17,60
251350,2014,13,60
251350,2015,17,61
251350,2016,15,64
251350,2017,12,61
251350,2018,12,60
251350,2019,15,63
251360,2012,45,103
251360,2013,27,73
251360,2014,28,78
251360,2015,23,82
251360,2016,34,84
251360,2017,26,78
251360,2018,30,99
251360,2019,26,74
251365,2012,3,25
251365,2013,7,32
251365,2014,6,21
251365,2015,8,20
251365,2016,9,32
251365,2017,7,26
251365,2018,11,32
251365,2019,7,22
251370,2012,655,2257
251370,2013,587,2231
251370,2014,478,1776
251370,2015,536,2141
251370,2016,616,2561
251370,2017,571,2515
251370,2018,594,2502
251370,2019,589,2305
251380,2012,17,54
251380,2013,14,44
251380,2014,13,80
251380,2015,20,59
251380,2016,17,70
251380,2017,15,55
251380,2018,17,74
251380,2019,21,73
251385,2012,17,38
251385,2013,10,27
251385,2014,6,26
251385,2015,5,28
251385,2016,9,23
251385,2017,10,31
251385,2018,9,28
251385,2019,8,23
251390,2012,120,460
251390,2013,117,436
251390,2014,122,450
251390,2015,158,463
251390,2016,118,381
251390,2017,125,414
251390,2018,147,422
251390,2019,142,469
251392,2012,18,65
251392,2013,12,53
251392,2014,17,50
251392,2015,15,67
251392,2016,12,42
251392,2017,15,49
251392,2018,9,61
251392,2019,19,55
251394,2012,7,35
251394,2013,10,37
251394,2014,6,34
251394,2015,9,35
251394,2016,10,34
251394,2017,5,29
251394,2018,7,33
251394,2019,7,36
251396,2012,9,36
251396,2013,12,37
251396,2014,12,38
251396,2015,8,35
251396,2016,16,38
251396,2017,7,26
251396,2018,16,42
251396,2019,7,29
251398,2012,11,47
251398,2013,15,51
251398,2014,9,41
251398,2015,20,47
251398,2016,14,46
251398,2017,13,42
251398,2018,4,26
251398,2019,21,45
251400,2012,20,54
251400,2013,13,51
251400,2014,16,59
251400,2015,15,52
251400,2016,18,58
251400,2017,14,53
251400,2018,24,68
251400,2019,11,50
251410,2012,16,69
251410,2013,18,52
251410,2014,13,50
251410,2015,8,51
251410,2016,12,57
251410,2017,13,46
251410,2018,15,60
251410,2019,18,71
251420,2012,29,117
251420,2013,17,87
251420,2014,15,89
251420,2015,22,114
251420,2016,27,89
251420,2017,31,91
251420,2018,40,100
251420,2019,28,72
251430,2012,21,94
251430,2013,24,105
251430,2014,18,79
251430,2015,22,89
251430,2016,24,88
251430,2017,14,82
251430,2018,13,59
251430,2019,21,81
251440,2012,5,48
251440,2013,15,52
251440,2014,9,46
251440,2015,13,50
251440,2016,16,50
251440,2017,15,50
251440,2018,13,49
251440,2019,10,44
251445,2012,13,75
251445,2013,13,68
251445,2014,14,72
251445,2015,14,78
251445,2016,17,92
251445,2017,14,78
251445,2018,25,85
251445,2019,11,95
251450,2012,54,248
251450,2013,67,252
251450,2014,62,260
251450,2015,96,307
251450,2016,102,268
251450,2017,87,262
251450,2018,83,280
251450,2019,89,266
251455,2012,9,32
251455,2013,14,35
251455,2014,12,43
251455,2015,6,30
251455,2016,14,27
251455,2017,13,28
251455,2018,10,28
251455,2019,3,28
251460,2012,9,43
251460,2013,15,59
251460,2014,13,54
251460,2015,16,46
251460,2016,8,48
251460,2017,14,52
251460,2018,10,53
251460,2019,13,51
251465,2012,6,21
251465,2013,5,23
251465,2014,4,20
251465,2015,4,27
251465,2016,7,20
251465,2017,6,24
251465,2018,7,18
251465,2019,6,22
251470,2012,5,55
251470,2013,5,39
251470,2014,16,62
251470,2015,12,43
251470,2016,13,35
251470,2017,12,46
251470,2018,18,45
251470,2019,12,45
251480,2012,17,45
251480,2013,14,48
251480,2014,19,52
251480,2015,11,45
251480,2016,14,39
251480,2017,8,43
251480,2018,8,35
251480,2019,5,39
251490,2012,17,97
251490,2013,24,93
251490,2014,28,100
251490,2015,25,104
251490,2016,24,79
251490,2017,16,94
251490,2018,24,99
251490,2019,23,99
251500,2012,35,126
251500,2013,13,90
251500,2014,13,84
251500,2015,18,84
251500,2016,17,92
251500,2017,12,98
251500,2018,16,94
251500,2019,24,112
251510,2012,37,143
251510,2013,39,167
251510,2014,40,169
251510,2015,47,169
251510,2016,43,164
251510,2017,34,123
251510,2018,45,168
251510,2019,57,164
251520,2012,11,37
251520,2013,11,44
251520,2014,15,51
251520,2015,14,43
251520,2016,11,50
251520,2017,14,54
251520,2018,17,54
251520,2019,11,44
251530,2012,168,718
251530,2013,171,731
251530,2014,162,695
251530,2015,147,603
251530,2016,122,529
251530,2017,154,570
251530,2018,163,587
251530,2019,162,625
251540,2012,33,161
251540,2013,38,167
251540,2014,53,189
251540,2015,31,173
251540,2016,35,145
251540,2017,36,144
251540,2018,45,193
251540,2019,49,171
251550,2012,49,139
251550,2013,41,143
251550,2014,45,164
251550,2015,43,158
251550,2016,46,168
251550,2017,28,158
251550,2018,34,166
251550,2019,29,164
251560,2012,10,39
251560,2013,9,35
251560,2014,12,37
251560,2015,12,48
251560,2016,6,30
251560,2017,8,35
251560,2018,9,38
251560,2019,9,33
251570,2012,8,40
251570,2013,5,30
251570,2014,9,41
251570,2015,12,46
251570,2016,18,40
251570,2017,7,47
251570,2018,15,43
251570,2019,14,52
251580,2012,28,100
251580,2013,26,107
251580,2014,32,104
251580,2015,23,105
251580,2016,12,79
251580,2017,17,75
251580,2018,23,97
251580,2019,28,98
251590,2012,23,81
251590,2013,14,59
251590,2014,12,75
251590,2015,21,72
251590,2016,23,70
251590,2017,10,68
251590,2018,21,69
251590,2019,11,52
251593,2012,20,78
251593,2013,24,72
251593,2014,15,81
251593,2015,20,76
251593,2016,24,72
251593,2017,18,69
251593,2018,16,72
251593,2019,20,57
251597,2012,23,111
251597,2013,25,97
251597,2014,20,96
251597,2015,28,101
251597,2016,21,104
251597,2017,36,144
251597,2018,33,118
251597,2019,46,139
251600,2012,113,380
251600,2013,90,392
251600,2014,79,380
251600,2015,82,376
251600,2016,91,390
251600,2017,71,390
251600,2018,91,430
251600,2019,101,403
251610,2012,50,209
251610,2013,73,223
251610,2014,55,234
251610,2015,66,238
251610,2016,47,169
251610,2017,43,189
251610,2018,62,196
251610,2019,69,189
251615,2012,15,65
251615,2013,16,56
251615,2014,13,61
251615,2015,10,46
251615,2016,13,51
251615,2017,10,47
251615,2018,16,58
251615,2019,8,44
251620,2012,313,1006
251620,2013,266,940
251620,2014,257,978
251620,2015,300,974
251620,2016,259,883
251620,2017,280,924
251620,2018,331,1010
251620,2019,304,982
251630,2012,46,244
251630,2013,73,226
251630,2014,93,225
251630,2015,90,238
251630,2016,73,246
251630,2017,61,226
251630,2018,74,241
251630,2019,65,291
251640,2012,15,79
251640,2013,19,104
251640,2014,22,91
251640,2015,21,91
251640,2016,17,89
251640,2017,18,93
251640,2018,13,82
251640,2019,21,93
251650,2012,32,223
251650,2013,45,214
251650,2014,53,203
251650,2015,48,236
251650,2016,50,189
251650,2017,43,215
251650,2018,54,224
251650,2019,67,202
251660,2012,42,168
251660,2013,49,192
251660,2014,40,180
251660,2015,40,206
251660,2016,52,188
251660,2017,43,188
251660,2018,60,205
251660,2019,53,161
251670,2012,74,244
251670,2013,55,198
251670,2014,48,214
251670,2015,54,251
251670,2016,47,208
251670,2017,42,229
251670,2018,53,229
251670,2019,53,240
251675,2012,9,59
251675,2013,13,42
251675,2014,9,49
251675,2015,8,41
251675,2016,9,42
251675,2017,13,37
251675,2018,6,39
251675,2019,8,38
251680,2012,12,116
251680,2013,26,108
251680,2014,27,116
251680,2015,25,102
251680,2016,24,85
251680,2017,29,116
251680,2018,25,88
251680,2019,33,117
251690,2012,28,182
251690,2013,49,186
251690,2014,57,181
251690,2015,50,177
251690,2016,72,170
251690,2017,64,172
251690,2018,57,187
251690,2019,40,161
251700,2012,34,120
251700,2013,26,120
251700,2014,34,146
251700,2015,26,118
251700,2016,29,117
251700,2017,30,97
251700,2018,35,138
251700,2019,32,111
251710,2012,9,36
251710,2013,12,35
251710,2014,13,35
251710,2015,11,34
251710,2016,10,29
251710,2017,7,25
251710,2018,11,37
251710,2019,5,18
251720,2012,18,46
251720,2013,21,45
251720,2014,16,49
251720,2015,30,58
251720,2016,25,59
251720,2017,14,52
251720,2018,14,42
251720,2019,20,51
251740,2012,9,45
251740,2013,13,40
251740,2014,11,43
251740,2015,9,37
251740,2016,9,32
251740,2017,13,34
251740,2018,13,34
251740,2019,8,34
260000,2012,0,1
260000,2013,1,2
260000,2014,0,1
260000,2015,0,2
260000,2016,3,6
260000,2017,5,26
260000,2018,12,32
260000,2019,5,13
260005,2012,442,1393
260005,2013,442,1532
260005,2014,468,1526
260005,2015,457,1628
260005,2016,434,1487
260005,2017,425,1519
260005,2018,491,1490
260005,2019,414,1352
260010,2012,198,669
260010,2013,178,638
260010,2014,166,653
260010,2015,165,666
260010,2016,181,580
260010,2017,152,522
260010,2018,187,623
260010,2019,172,586
260020,2012,80,295
260020,2013,70,297
260020,2014,56,305
260020,2015,65,269
260020,2016,86,284
260020,2017,53,260
260020,2018,60,268
260020,2019,74,254
260030,2012,89,337
260030,2013,111,362
260030,2014,106,356
260030,2015,109,357
260030,2016,85,323
260030,2017,93,338
260030,2018,94,351
260030,2019,91,325
260040,2012,132,611
260040,2013,134,491
260040,2014,112,551
260040,2015,118,546
260040,2016,105,491
260040,2017,120,486
260040,2018,92,451
260040,2019,103,425
260050,2012,174,831
260050,2013,179,794
260050,2014,159,765
260050,2015,151,774
260050,2016,147,672
260050,2017,146,719
260050,2018,213,780
260050,2019,190,768
260060,2012,45,177
260060,2013,44,180
260060,2014,35,174
260060,2015,42,179
260060,2016,39,191
260060,2017,39,185
260060,2018,54,199
260060,2019,42,190
260070,2012,166,555
260070,2013,116,538
260070,2014,163,611
260070,2015,142,570
260070,2016,103,457
260070,2017,131,525
260070,2018,129,532
260070,2019,143,520
260080,2012,60,230
260080,2013,69,269
260080,2014,74,239
260080,2015,46,254
260080,2016,61,235
260080,2017,73,278
260080,2018,65,245
260080,2019,59,247
260090,2012,61,356
260090,2013,85,340
260090,2014,73,337
260090,2015,89,339
260090,2016,86,312
260090,2017,67,304
260090,2018,67,294
260090,2019,65,261
260100,2012,49,160
260100,2013,41,163
260100,2014,44,157
260100,2015,42,164
260100,2016,32,144
260100,2017,25,129
260100,2018,31,150
260100,2019,34,143
260105,2012,90,329
260105,2013,93,356
260105,2014,72,314
260105,2015,79,342
260105,2016,77,289
260105,2017,66,303
260105,2018,85,299
260105,2019,102,318
260110,2012,379,1695
260110,2013,334,1516
260110,2014,394,1592
260110,2015,400,1625
260110,2016,417,1497
260110,2017,363,1501
260110,2018,420,1639
260110,2019,420,1632
260120,2012,266,1051
260120,2013,243,1153
260120,2014,300,1159
260120,2015,249,1110
260120,2016,267,1017
260120,2017,261,1158
260120,2018,284,1161
260120,2019,319,1177
260130,2012,35,181
260130,2013,51,180
260130,2014,42,167
260130,2015,55,186
260130,2016,29,148
260130,2017,41,174
260130,2018,46,182
260130,2019,40,198
260140,2012,164,765
260140,2013,171,867
260140,2014,204,852
260140,2015,210,779
260140,2016,189,721
260140,2017,153,702
260140,2018,147,710
260140,2019,181,661
260150,2012,37,150
260150,2013,31,140
260150,2014,35,152
260150,2015,44,169
260150,2016,33,148
260150,2017,27,124
260150,2018,36,158
260150,2019,33,151
260160,2012,94,383
260160,2013,76,330
260160,2014,81,355
260160,2015,58,314
260160,2016,70,338
260160,2017,67,310
260160,2018,60,316
260160,2019,65,304
260170,2012,315,1234
260170,2013,322,1181
260170,2014,335,1192
260170,2015,301,1063
260170,2016,296,1045
260170,2017,329,1158
260170,2018,369,1254
260170,2019,370,1229
260180,2012,61,233
260180,2013,39,188
260180,2014,46,189
260180,2015,51,177
260180,2016,29,151
260180,2017,49,185
260180,2018,50,196
260180,2019,41,152
260190,2012,213,733
260190,2013,187,762
260190,2014,170,762
260190,2015,227,787
260190,2016,195,677
260190,2017,207,765
260190,2018,190,783
260190,2019,200,771
260200,2012,141,586
260200,2013,119,531
260200,2014,127,501
260200,2015,127,545
260200,2016,166,551
260200,2017,117,486
260200,2018,167,578
260200,2019,162,520
260210,2012,174,648
260210,2013,144,683
260210,2014,165,667
260210,2015,180,652
260210,2016,142,564
260210,2017,142,563
260210,2018,114,505
260210,2019,94,412
260220,2012,119,487
260220,2013,129,474
260220,2014,139,479
260220,2015,131,496
260220,2016,122,392
260220,2017,151,482
260220,2018,143,452
260220,2019,137,455
260230,2012,122,580
260230,2013,135,607
260230,2014,153,611
