CODMUNRES,ano_nasc,Qtd_Termo_Precoce,Qtd_Total
330330,2012,1886,5906
330330,2013,1923,6103
330330,2014,2123,6468
330330,2015,1900,6456
330330,2016,1756,5903
330330,2017,1931,6336
330330,2018,1865,6139
330330,2019,1851,6011
330340,2012,652,2216
330340,2013,646,2166
330340,2014,675,2123
330340,2015,700,2217
330340,2016,669,2157
330340,2017,649,2124
330340,2018,750,2328
330340,2019,716,2157
330350,2012,3705,11633
330350,2013,3703,11503
330350,2014,3683,12141
330350,2015,3938,12550
330350,2016,3857,11842
330350,2017,3816,12498
330350,2018,3558,12183
330350,2019,3421,11490
330360,2012,203,551
330360,2013,210,479
330360,2014,205,512
330360,2015,219,558
330360,2016,254,566
330360,2017,204,531
330360,2018,170,462
330360,2019,172,485
330370,2012,206,537
330370,2013,177,535
330370,2014,175,567
330370,2015,169,554
330370,2016,116,541
330370,2017,145,558
330370,2018,153,524
330370,2019,160,531
330380,2012,144,560
330380,2013,139,568
330380,2014,160,616
330380,2015,177,656
330380,2016,163,588
330380,2017,165,624
330380,2018,182,683
330380,2019,192,648
330385,2012,124,374
330385,2013,110,368
330385,2014,136,390
330385,2015,115,389
330385,2016,101,351
330385,2017,107,408
330385,2018,142,402
330385,2019,133,383
330390,2012,1224,3738
330390,2013,1439,3783
330390,2014,1391,3972
330390,2015,1311,3958
330390,2016,1106,3850
330390,2017,1131,3918
330390,2018,1223,3976
330390,2019,1225,3832
330395,2012,91,340
330395,2013,99,294
330395,2014,117,344
330395,2015,96,292
330395,2016,99,328
330395,2017,97,324
330395,2018,104,313
330395,2019,107,335
330400,2012,94,363
330400,2013,102,368
330400,2014,98,377
330400,2015,96,344
330400,2016,101,380
330400,2017,107,392
330400,2018,123,366
330400,2019,111,377
330410,2012,105,220
330410,2013,76,218
330410,2014,77,206
330410,2015,76,214
330410,2016,61,188
330410,2017,98,214
330410,2018,85,191
330410,2019,100,245
330411,2012,107,314
330411,2013,81,297
330411,2014,128,351
330411,2015,99,308
330411,2016,104,285
330411,2017,97,266
330411,2018,108,300
330411,2019,85,248
330412,2012,59,166
330412,2013,79,199
330412,2014,68,193
330412,2015,63,188
330412,2016,57,139
330412,2017,69,170
330412,2018,65,173
330412,2019,71,164
330414,2012,783,2434
330414,2013,744,2375
330414,2014,697,2456
330414,2015,729,2406
330414,2016,722,2278
330414,2017,724,2412
330414,2018,705,2272
330414,2019,602,2088
330415,2012,101,303
330415,2013,97,314
330415,2014,114,341
330415,2015,124,410
330415,2016,106,323
330415,2017,96,318
330415,2018,95,302
330415,2019,102,309
330420,2012,729,1708
330420,2013,720,1733
330420,2014,767,1803
330420,2015,718,1812
330420,2016,703,1732
330420,2017,716,1759
330420,2018,714,1745
330420,2019,642,1659
330430,2012,225,746
330430,2013,233,772
330430,2014,242,831
330430,2015,219,782
330430,2016,217,739
330430,2017,217,719
330430,2018,218,759
330430,2019,221,755
330440,2012,64,199
330440,2013,65,201
330440,2014,71,231
330440,2015,77,213
330440,2016,74,202
330440,2017,63,188
330440,2018,69,208
330440,2019,78,218
330450,2012,31,115
330450,2013,42,126
330450,2014,33,115
330450,2015,31,108
330450,2016,25,94
330450,2017,25,101
330450,2018,47,112
330450,2019,39,101
330452,2012,630,2075
330452,2013,689,2240
330452,2014,663,2360
330452,2015,514,2388
330452,2016,633,2191
330452,2017,625,2044
330452,2018,637,2140
330452,2019,593,2044
330455,2012,29494,86549
330455,2013,28980,87661
330455,2014,30176,89991
330455,2015,28748,90694
330455,2016,26628,83166
330455,2017,25842,84521
330455,2018,25144,82554
330455,2019,23124,76803
330460,2012,21,87
330460,2013,28,111
330460,2014,39,124
330460,2015,28,80
330460,2016,33,91
330460,2017,32,99
330460,2018,39,94
330460,2019,27,109
330470,2012,141,471
330470,2013,165,482
330470,2014,127,415
330470,2015,146,456
330470,2016,119,461
330470,2017,122,508
330470,2018,126,545
330470,2019,120,460
330475,2012,117,457
330475,2013,96,488
330475,2014,135,563
330475,2015,131,557
330475,2016,169,543
330475,2017,193,634
330475,2018,204,579
330475,2019,216,635
330480,2012,137,438
330480,2013,141,442
330480,2014,147,436
330480,2015,159,460
330480,2016,146,408
330480,2017,124,389
330480,2018,164,432
330480,2019,193,422
330490,2012,3374,11811
330490,2013,3376,11463
330490,2014,3709,12407
330490,2015,3301,12388
330490,2016,3303,11386
330490,2017,3381,11290
330490,2018,3438,10969
330490,2019,3365,10432
330500,2012,130,397
330500,2013,136,481
330500,2014,189,579
330500,2015,181,567
330500,2016,178,503
330500,2017,160,514
330500,2018,165,624
330500,2019,170,536
330510,2012,2190,7043
330510,2013,2041,6788
330510,2014,2089,7007
330510,2015,2146,7009
330510,2016,1854,6211
330510,2017,1755,6545
330510,2018,1766,6253
330510,2019,1544,5793
330513,2012,62,104
330513,2013,37,114
330513,2014,49,109
330513,2015,45,115
330513,2016,24,88
330513,2017,37,106
330513,2018,59,139
330513,2019,55,101
330515,2012,114,275
330515,2013,128,248
330515,2014,109,253
330515,2015,89,238
330515,2016,102,265
330515,2017,102,274
330515,2018,101,252
330515,2019,124,305
330520,2012,380,1161
330520,2013,390,1168
330520,2014,390,1219
330520,2015,394,1327
330520,2016,435,1459
330520,2017,452,1650
330520,2018,534,1674
330520,2019,636,1832
330530,2012,22,126
330530,2013,27,93
330530,2014,31,101
330530,2015,48,111
330530,2016,37,101
330530,2017,39,95
330530,2018,40,106
330530,2019,40,99
330540,2012,101,216
330540,2013,66,185
330540,2014,54,181
330540,2015,62,191
330540,2016,52,192
330540,2017,48,192
330540,2018,44,213
330540,2019,54,187
330550,2012,221,989
330550,2013,240,915
330550,2014,241,1006
330550,2015,298,1233
330550,2016,295,1258
330550,2017,250,1207
330550,2018,305,1259
330550,2019,297,1252
330555,2012,381,1006
330555,2013,327,1026
330555,2014,384,1145
330555,2015,360,1149
330555,2016,371,1122
330555,2017,323,1066
330555,2018,362,1179
330555,2019,380,1135
330560,2012,71,290
330560,2013,72,297
330560,2014,91,314
330560,2015,73,299
330560,2016,95,272
330560,2017,89,286
330560,2018,96,307
330560,2019,83,271
330570,2012,118,217
330570,2013,56,196
330570,2014,74,212
330570,2015,61,216
330570,2016,80,195
330570,2017,71,228
330570,2018,68,226
330570,2019,84,247
330575,2012,129,419
330575,2013,130,495
330575,2014,146,477
330575,2015,127,504
330575,2016,126,455
330575,2017,114,461
330575,2018,137,478
330575,2019,113,448
330580,2012,747,2236
330580,2013,697,2357
330580,2014,871,2291
330580,2015,837,2359
330580,2016,728,2198
330580,2017,798,2300
330580,2018,815,2281
330580,2019,713,2168
330590,2012,19,80
330590,2013,28,87
330590,2014,32,114
330590,2015,39,123
330590,2016,39,106
330590,2017,41,114
330590,2018,20,120
330590,2019,11,107
330600,2012,387,1142
330600,2013,352,1095
330600,2014,381,1235
330600,2015,360,1221
330600,2016,268,1108
330600,2017,302,1194
330600,2018,314,1188
330600,2019,292,1051
330610,2012,265,847
330610,2013,259,878
330610,2014,273,873
330610,2015,285,894
330610,2016,265,793
330610,2017,255,822
330610,2018,285,896
330610,2019,298,836
330615,2012,62,153
330615,2013,88,171
330615,2014,68,127
330615,2015,74,143
330615,2016,76,165
330615,2017,68,156
330615,2018,89,167
330615,2019,42,152
330620,2012,153,441
330620,2013,165,452
330620,2014,183,573
330620,2015,212,513
330620,2016,164,504
330620,2017,177,489
330620,2018,184,534
330620,2019,183,492
330630,2012,1048,3315
330630,2013,967,3390
330630,2014,1081,3270
330630,2015,1093,3439
330630,2016,1066,3364
330630,2017,1059,3272
330630,2018,1185,3376
330630,2019,1051,3096
350000,2012,3,12
350000,2013,3,15
350000,2014,6,15
350000,2015,3,9
350000,2016,4,16
350000,2017,0,5
350000,2018,1,4
350000,2019,1,8
350010,2012,5,358
350010,2013,154,353
350010,2014,165,381
350010,2015,137,357
350010,2016,157,370
350010,2017,141,344
350010,2018,137,366
350010,2019,149,393
350020,2012,19,47
350020,2013,17,43
350020,2014,25,56
350020,2015,25,52
350020,2016,22,45
350020,2017,18,38
350020,2018,17,46
350020,2019,15,41
350030,2012,102,467
350030,2013,140,414
350030,2014,131,393
350030,2015,126,413
350030,2016,116,390
350030,2017,124,436
350030,2018,125,451
350030,2019,137,420
350040,2012,11,67
350040,2013,30,69
350040,2014,36,90
350040,2015,23,81
350040,2016,29,85
350040,2017,23,79
350040,2018,27,85
350040,2019,21,52
350050,2012,79,255
350050,2013,78,237
350050,2014,77,222
350050,2015,71,217
350050,2016,64,217
350050,2017,66,239
350050,2018,67,198
350050,2019,89,258
350055,2012,23,85
350055,2013,19,65
350055,2014,24,76
350055,2015,34,86
350055,2016,33,86
350055,2017,25,71
350055,2018,18,65
350055,2019,14,68
350060,2012,10,18
350060,2013,17,33
350060,2014,10,26
350060,2015,7,26
350060,2016,11,29
350060,2017,13,37
350060,2018,10,26
350060,2019,5,19
350070,2012,137,493
350070,2013,172,540
350070,2014,167,515
350070,2015,151,488
350070,2016,151,512
350070,2017,167,577
350070,2018,156,543
350070,2019,155,530
350075,2012,13,58
350075,2013,23,68
350075,2014,18,58
350075,2015,18,63
350075,2016,29,80
350075,2017,20,70
350075,2018,21,69
350075,2019,20,80
350080,2012,17,47
350080,2013,16,46
350080,2014,19,41
350080,2015,20,46
350080,2016,19,42
350080,2017,16,48
350080,2018,26,60
350080,2019,13,44
350090,2012,10,46
350090,2013,14,44
350090,2014,26,46
350090,2015,15,41
350090,2016,23,53
350090,2017,23,49
350090,2018,15,40
350090,2019,17,45
350100,2012,45,164
350100,2013,54,194
350100,2014,56,181
350100,2015,61,198
350100,2016,64,180
350100,2017,53,183
350100,2018,72,187
350100,2019,66,197
350110,2012,15,44
350110,2013,19,47
350110,2014,22,53
350110,2015,7,30
350110,2016,18,38
350110,2017,21,49
350110,2018,12,33
350110,2019,10,34
350115,2012,75,236
350115,2013,80,262
350115,2014,74,236
350115,2015,83,229
350115,2016,101,266
350115,2017,71,246
350115,2018,65,211
350115,2019,77,243
350120,2012,18,41
350120,2013,12,33
350120,2014,14,38
350120,2015,15,29
350120,2016,16,37
350120,2017,8,30
350120,2018,9,28
350120,2019,12,32
350130,2012,147,444
350130,2013,227,400
350130,2014,109,333
350130,2015,147,359
350130,2016,126,339
350130,2017,108,331
350130,2018,120,334
350130,2019,117,326
350140,2012,0,50
350140,2013,12,49
350140,2014,21,43
350140,2015,22,57
350140,2016,22,46
350140,2017,19,40
350140,2018,16,42
350140,2019,20,52
350150,2012,0,37
350150,2013,15,47
350150,2014,19,46
350150,2015,14,45
350150,2016,19,42
350150,2017,11,42
350150,2018,19,53
350150,2019,10,44
350160,2012,982,2762
350160,2013,886,2657
350160,2014,828,2687
350160,2015,752,2868
350160,2016,667,2495
350160,2017,709,2678
350160,2018,685,2680
350160,2019,776,2642
350170,2012,241,566
350170,2013,225,541
350170,2014,237,559
350170,2015,222,537
350170,2016,153,463
350170,2017,167,500
350170,2018,151,447
350170,2019,143,459
350180,2012,26,69
350180,2013,21,51
350180,2014,36,69
350180,2015,22,58
350180,2016,22,39
350180,2017,20,47
350180,2018,23,62
350180,2019,21,58
350190,2012,278,806
350190,2013,262,850
350190,2014,306,874
350190,2015,303,909
350190,2016,278,815
350190,2017,292,885
350190,2018,291,854
350190,2019,298,834
350200,2012,15,44
350200,2013,9,35
350200,2014,19,50
350200,2015,15,52
350200,2016,24,55
350200,2017,16,47
350200,2018,17,47
350200,2019,14,39
350210,2012,224,728
350210,2013,252,716
350210,2014,250,727
350210,2015,255,753
350210,2016,232,690
350210,2017,230,674
350210,2018,258,739
350210,2019,242,667
350220,2012,122,306
350220,2013,134,306
350220,2014,135,333
350220,2015,146,341
350220,2016,139,349
350220,2017,95,317
350220,2018,89,337
350220,2019,77,307
350230,2012,32,93
350230,2013,21,81
350230,2014,20,90
350230,2015,15,71
350230,2016,18,82
350230,2017,26,76
350230,2018,28,92
350230,2019,22,82
350240,2012,10,60
350240,2013,16,50
350240,2014,10,38
350240,2015,14,48
350240,2016,20,60
350240,2017,17,57
350240,2018,21,55
350240,2019,23,51
350250,2012,147,481
350250,2013,103,510
350250,2014,184,520
350250,2015,146,475
350250,2016,143,505
350250,2017,174,480
350250,2018,146,418
350250,2019,159,417
350260,2012,7,36
350260,2013,13,46
350260,2014,15,38
350260,2015,28,51
350260,2016,7,47
350260,2017,12,43
350260,2018,17,48
350260,2019,12,40
350270,2012,90,378
350270,2013,87,352
350270,2014,116,386
350270,2015,103,393
350270,2016,99,342
350270,2017,105,360
350270,2018,97,345
350270,2019,100,333
350275,2012,73,282
350275,2013,90,301
350275,2014,86,324
350275,2015,88,305
350275,2016,94,303
350275,2017,91,333
350275,2018,111,372
350275,2019,122,385
350280,2012,984,2303
350280,2013,1015,2288
350280,2014,1052,2496
350280,2015,924,2471
350280,2016,876,2241
350280,2017,966,2451
350280,2018,1025,2426
350280,2019,950,2394
350290,2012,125,374
350290,2013,138,406
350290,2014,130,361
350290,2015,153,454
350290,2016,165,442
350290,2017,148,415
350290,2018,117,360
350290,2019,118,371
350300,2012,24,47
350300,2013,30,56
350300,2014,31,77
350300,2015,25,69
350300,2016,31,58
350300,2017,32,83
350300,2018,44,72
350300,2019,35,64
350310,2012,19,73
350310,2013,18,72
350310,2014,15,73
350310,2015,18,75
350310,2016,20,72
350310,2017,22,97
350310,2018,21,84
350310,2019,15,90
350315,2012,6,24
350315,2013,6,17
350315,2014,6,20
350315,2015,4,14
350315,2016,4,16
350315,2017,5,14
350315,2018,4,16
350315,2019,5,12
350320,2012,1129,2740
350320,2013,1074,2702
350320,2014,1157,2926
350320,2015,1091,2956
350320,2016,959,2743
350320,2017,921,2773
350320,2018,978,2803
350320,2019,931,2598
350330,2012,514,1558
350330,2013,589,1507
350330,2014,611,1626
350330,2015,538,1603
350330,2016,526,1517
350330,2017,522,1486
350330,2018,570,1579
350330,2019,570,1554
350335,2012,0,30
350335,2013,6,19
350335,2014,9,29
350335,2015,8,30
350335,2016,8,21
350335,2017,6,16
350335,2018,6,19
350335,2019,10,19
350340,2012,8,69
350340,2013,24,69
350340,2014,25,82
350340,2015,28,78
350340,2016,25,95
350340,2017,17,67
350340,2018,20,64
350340,2019,22,77
350350,2012,17,51
350350,2013,20,40
350350,2014,15,35
350350,2015,11,50
350350,2016,18,43
350350,2017,16,47
350350,2018,15,46
350350,2019,11,39
350360,2012,37,114
350360,2013,39,137
350360,2014,56,155
350360,2015,50,148
350360,2016,41,129
350360,2017,51,131
350360,2018,57,144
350360,2019,44,120
350370,2012,31,107
350370,2013,61,124
350370,2014,42,96
350370,2015,36,103
350370,2016,31,80
350370,2017,29,70
350370,2018,33,88
350370,2019,36,86
350380,2012,201,642
350380,2013,222,597
350380,2014,198,574
350380,2015,202,624
350380,2016,250,664
350380,2017,212,679
350380,2018,199,663
350380,2019,193,606
350390,2012,433,1355
350390,2013,395,1315
350390,2014,414,1349
350390,2015,475,1477
350390,2016,420,1446
350390,2017,367,1409
350390,2018,408,1405
350390,2019,396,1389
350395,2012,2,15
350395,2013,1,14
350395,2014,9,23
350395,2015,6,24
350395,2016,6,26
350395,2017,7,21
350395,2018,6,20
350395,2019,8,21
350400,2012,110,1219
350400,2013,436,1258
350400,2014,540,1333
350400,2015,527,1314
350400,2016,474,1230
350400,2017,513,1301
350400,2018,493,1230
350400,2019,498,1203
350410,2012,678,2007
350410,2013,633,2040
350410,2014,585,1971
350410,2015,615,2090
350410,2016,622,2061
350410,2017,580,2078
350410,2018,657,2126
350410,2019,645,2089
350420,2012,87,176
350420,2013,75,144
350420,2014,106,186
350420,2015,86,176
350420,2016,63,147
350420,2017,63,171
350420,2018,56,140
350420,2019,51,153
350430,2012,19,73
350430,2013,32,79
350430,2014,25,71
350430,2015,25,70
350430,2016,25,63
350430,2017,22,60
350430,2018,18,58
350430,2019,20,58
350440,2012,35,140
350440,2013,66,155
350440,2014,52,135
350440,2015,55,153
350440,2016,50,151
350440,2017,63,157
350440,2018,61,147
350440,2019,44,127
350450,2012,298,1257
350450,2013,308,1272
350450,2014,310,1372
350450,2015,346,1374
350450,2016,363,1298
350450,2017,339,1306
350450,2018,402,1371
350450,2019,321,1185
350460,2012,65,199
350460,2013,104,217
350460,2014,101,225
350460,2015,127,240
350460,2016,90,215
350460,2017,96,238
350460,2018,93,277
350460,2019,109,307
350470,2012,8,14
350470,2013,8,18
350470,2014,8,12
350470,2015,10,15
350470,2016,10,16
350470,2017,3,15
350470,2018,6,15
350470,2019,5,8
350480,2012,50,102
350480,2013,52,91
350480,2014,31,69
350480,2015,45,95
350480,2016,31,67
350480,2017,40,85
350480,2018,32,82
350480,2019,42,93
350490,2012,19,85
350490,2013,36,92
350490,2014,28,82
350490,2015,35,90
350490,2016,38,90
350490,2017,22,94
350490,2018,32,82
350490,2019,30,88
350500,2012,11,36
350500,2013,7,42
350500,2014,23,52
350500,2015,9,44
350500,2016,13,54
350500,2017,12,57
350500,2018,14,43
350500,2019,7,30
350510,2012,22,85
350510,2013,27,84
350510,2014,31,88
350510,2015,29,100
350510,2016,21,88
350510,2017,41,93
350510,2018,30,97
350510,2019,23,83
350520,2012,12,411
350520,2013,112,423
350520,2014,130,396
350520,2015,154,407
350520,2016,146,402
350520,2017,159,401
350520,2018,150,412
350520,2019,154,403
350530,2012,125,409
350530,2013,137,360
350530,2014,149,326
350530,2015,137,334
350530,2016,104,315
350530,2017,101,298
350530,2018,151,350
350530,2019,151,311
350535,2012,11,68
350535,2013,16,79
350535,2014,24,70
350535,2015,13,72
350535,2016,17,67
350535,2017,30,88
350535,2018,25,84
350535,2019,23,74
350540,2012,9,94
350540,2013,18,92
350540,2014,11,63
350540,2015,19,83
350540,2016,18,91
350540,2017,25,76
350540,2018,27,83
350540,2019,28,88
350550,2012,372,1486
350550,2013,577,1493
350550,2014,713,1549
350550,2015,668,1623
350550,2016,563,1391
350550,2017,639,1579
350550,2018,552,1526
350550,2019,488,1435
350560,2012,130,475
350560,2013,160,437
350560,2014,152,476
350560,2015,152,498
350560,2016,130,472
350560,2017,111,470
350560,2018,122,491
350560,2019,136,428
350570,2012,1890,5682
350570,2013,1879,5788
350570,2014,1926,5547
350570,2015,1707,5666
350570,2016,1710,5446
350570,2017,1798,5666
350570,2018,1878,5779
350570,2019,1747,5729
350580,2012,0,283
350580,2013,49,272
350580,2014,90,266
350580,2015,128,327
350580,2016,104,280
350580,2017,93,290
350580,2018,77,294
350580,2019,110,298
350590,2012,333,767
350590,2013,260,659
350590,2014,281,698
350590,2015,343,753
350590,2016,270,677
350590,2017,295,746
350590,2018,293,742
350590,2019,245,746
350600,2012,1278,4763
350600,2013,1814,4821
350600,2014,1834,4947
350600,2015,1827,5035
350600,2016,1591,4677
350600,2017,1633,4699
350600,2018,1637,4634
350600,2019,1677,4582
350610,2012,287,926
350610,2013,159,837
350610,2014,345,928
350610,2015,336,948
350610,2016,295,912
350610,2017,301,1012
350610,2018,286,930
350610,2019,291,918
350620,2012,23,45
350620,2013,22,36
350620,2014,17,38
350620,2015,18,37
350620,2016,20,34
350620,2017,13,26
350620,2018,11,26
350620,2019,20,34
350630,2012,8,121
350630,2013,21,123
350630,2014,27,123
350630,2015,46,148
350630,2016,35,126
350630,2017,37,148
350630,2018,45,134
350630,2019,50,150
350635,2012,242,956
350635,2013,226,896
350635,2014,245,961
350635,2015,248,981
350635,2016,290,1025
350635,2017,300,1045
350635,2018,266,1045
350635,2019,251,963
350640,2012,23,79
350640,2013,50,73
350640,2014,39,96
350640,2015,50,105
350640,2016,39,72
350640,2017,31,75
350640,2018,36,69
350640,2019,39,83
350650,2012,659,1437
350650,2013,691,1451
350650,2014,723,1529
350650,2015,715,1540
350650,2016,569,1363
350650,2017,617,1500
350650,2018,646,1512
350650,2019,668,1402
350660,2012,107,386
350660,2013,102,364
350660,2014,124,403
350660,2015,118,343
350660,2016,120,396
350660,2017,132,394
350660,2018,123,372
350660,2019,127,406
350670,2012,55,197
350670,2013,65,193
350670,2014,78,215
350670,2015,78,174
350670,2016,46,154
350670,2017,34,170
350670,2018,59,169
350670,2019,62,169
350680,2012,27,158
350680,2013,27,160
350680,2014,30,166
350680,2015,36,141
350680,2016,45,142
350680,2017,29,125
350680,2018,62,153
350680,2019,61,127
350690,2012,19,124
350690,2013,39,125
350690,2014,45,114
350690,2015,37,135
350690,2016,56,124
350690,2017,39,130
350690,2018,40,147
350690,2019,44,121
350700,2012,243,796
350700,2013,256,804
350700,2014,307,863
350700,2015,271,848
350700,2016,243,804
350700,2017,265,811
350700,2018,267,857
350700,2019,259,756
350710,2012,87,285
350710,2013,99,299
350710,2014,65,303
350710,2015,101,326
350710,2016,91,327
350710,2017,97,329
350710,2018,98,319
350710,2019,101,322
350715,2012,20,59
350715,2013,25,70
350715,2014,32,78
350715,2015,29,81
350715,2016,19,70
350715,2017,34,66
350715,2018,14,57
350715,2019,17,66
350720,2012,1,17
350720,2013,1,5
350720,2014,5,16
350720,2015,4,11
350720,2016,3,9
350720,2017,6,12
350720,2018,8,16
350720,2019,6,12
350730,2012,12,74
350730,2013,18,62
350730,2014,16,52
350730,2015,11,58
350730,2016,18,55
350730,2017,25,65
350730,2018,20,56
350730,2019,25,65
350740,2012,67,164
350740,2013,66,144
350740,2014,79,168
350740,2015,73,141
350740,2016,83,151
350740,2017,70,163
350740,2018,65,141
350740,2019,64,139
350745,2012,12,31
350745,2013,10,30
350745,2014,11,42
350745,2015,14,45
350745,2016,10,30
350745,2017,10,43
350745,2018,8,28
350745,2019,7,22
350750,2012,607,1690
350750,2013,612,1655
350750,2014,733,1877
350750,2015,699,1901
350750,2016,593,1724
350750,2017,615,1715
350750,2018,628,1818
350750,2019,625,1722
350760,2012,721,2119
350760,2013,672,2047
350760,2014,712,2214
350760,2015,699,2258
350760,2016,670,2173
350760,2017,708,2224
350760,2018,728,2271
350760,2019,702,2116
350770,2012,24,65
350770,2013,34,64
350770,2014,23,74
350770,2015,26,66
350770,2016,27,64
350770,2017,39,75
350770,2018,32,77
350770,2019,25,65
350775,2012,19,38
350775,2013,19,27
350775,2014,10,24
350775,2015,14,37
350775,2016,12,31
350775,2017,18,35
350775,2018,11,23
350775,2019,13,27
350780,2012,95,294
350780,2013,112,287
350780,2014,117,308
350780,2015,89,285
350780,2016,82,287
350780,2017,105,330
350780,2018,85,335
350780,2019,102,311
350790,2012,42,307
350790,2013,112,293
350790,2014,101,283
350790,2015,123,330
350790,2016,104,293
350790,2017,95,273
350790,2018,114,334
350790,2019,88,300
350800,2012,133,333
350800,2013,95,298
350800,2014,120,299
350800,2015,117,324
350800,2016,101,307
350800,2017,102,304
350800,2018,115,340
350800,2019,78,301
350810,2012,69,229
350810,2013,74,220
350810,2014,88,217
350810,2015,81,217
350810,2016,67,179
350810,2017,70,179
350810,2018,80,206
350810,2019,96,202
350820,2012,17,38
350820,2013,24,48
350820,2014,20,47
350820,2015,26,54
350820,2016,24,53
350820,2017,19,41
350820,2018,24,44
350820,2019,19,48
350830,2012,22,75
350830,2013,27,66
350830,2014,13,62
350830,2015,17,52
350830,2016,20,54
350830,2017,18,59
350830,2018,17,60
350830,2019,14,56
350840,2012,229,734
350840,2013,196,669
350840,2014,245,731
350840,2015,251,817
350840,2016,239,791
350840,2017,221,782
350840,2018,218,764
350840,2019,203,714
350850,2012,52,1316
350850,2013,378,1268
350850,2014,574,1302
350850,2015,506,1330
350850,2016,490,1194
350850,2017,449,1263
350850,2018,459,1306
350850,2019,504,1242
350860,2012,98,420
350860,2013,163,415
350860,2014,151,357
350860,2015,134,388
350860,2016,124,402
350860,2017,134,404
350860,2018,152,424
350860,2019,131,387
350870,2012,33,190
350870,2013,57,176
350870,2014,55,181
350870,2015,67,199
350870,2016,59,192
350870,2017,60,212
350870,2018,63,219
350870,2019,62,201
350880,2012,81,254
350880,2013,62,245
350880,2014,60,207
350880,2015,74,235
350880,2016,104,225
350880,2017,86,229
350880,2018,85,233
350880,2019,91,245
350890,2012,10,44
350890,2013,23,47
350890,2014,22,48
350890,2015,9,35
350890,2016,16,28
350890,2017,17,41
350890,2018,19,42
350890,2019,13,38
350900,2012,402,1310
350900,2013,496,1351
350900,2014,514,1398
350900,2015,467,1426
350900,2016,501,1414
350900,2017,494,1458
350900,2018,424,1424
350900,2019,402,1367
350910,2012,9,38
350910,2013,10,40
350910,2014,16,43
350910,2015,8,38
350910,2016,17,49
350910,2017,19,47
350910,2018,20,48
350910,2019,14,43
350920,2012,364,1150
350920,2013,343,1102
350920,2014,369,1208
350920,2015,362,1304
350920,2016,369,1302
350920,2017,402,1331
350920,2018,370,1246
350920,2019,408,1332
350925,2012,30,493
350925,2013,111,457
350925,2014,149,506
350925,2015,118,470
350925,2016,133,480
350925,2017,120,497
350925,2018,150,466
350925,2019,133,431
350930,2012,34,116
350930,2013,57,108
350930,2014,69,114
350930,2015,63,137
350930,2016,64,92
350930,2017,49,96
350930,2018,38,92
350930,2019,47,114
350940,2012,156,369
350940,2013,161,362
350940,2014,177,371
350940,2015,159,380
350940,2016,158,361
350940,2017,159,341
350940,2018,186,357
350940,2019,168,324
350945,2012,30,76
350945,2013,26,71
350945,2014,32,71
350945,2015,28,75
350945,2016,33,80
350945,2017,23,75
350945,2018,29,95
350945,2019,16,66
350950,2012,5445,15128
350950,2013,5323,15346
350950,2014,5295,15997
350950,2015,5151,16196
350950,2016,4796,15159
350950,2017,4800,15433
350950,2018,4573,15060
350950,2019,4635,14583
350960,2012,375,1252
350960,2013,368,1185
350960,2014,420,1212
350960,2015,413,1224
350960,2016,323,1095
350960,2017,311,1057
350960,2018,319,1018
350960,2019,304,943
350970,2012,132,725
350970,2013,231,725
350970,2014,241,725
350970,2015,268,758
350970,2016,334,762
350970,2017,299,767
350970,2018,251,762
350970,2019,247,724
350980,2012,0,53
350980,2013,24,73
350980,2014,29,59
350980,2015,13,55
350980,2016,21,53
350980,2017,32,77
350980,2018,15,59
350980,2019,18,64
350990,2012,9,168
350990,2013,40,170
350990,2014,46,183
350990,2015,51,212
350990,2016,42,170
350990,2017,55,190
350990,2018,55,182
350990,2019,55,174
350995,2012,19,59
350995,2013,37,85
350995,2014,29,87
350995,2015,38,81
350995,2016,29,78
350995,2017,25,85
350995,2018,26,83
350995,2019,24,72
351000,2012,9,341
351000,2013,82,322
351000,2014,103,297
351000,2015,128,334
351000,2016,115,303
351000,2017,116,337
351000,2018,115,322
351000,2019,125,338
351010,2012,6,16
351010,2013,19,31
351010,2014,10,19
351010,2015,8,21
351010,2016,7,20
351010,2017,11,15
351010,2018,15,29
351010,2019,12,30
351015,2012,6,57
351015,2013,10,66
351015,2014,4,62
351015,2015,3,65
351015,2016,20,64
351015,2017,28,70
351015,2018,17,67
351015,2019,22,73
351020,2012,170,679
351020,2013,231,728
351020,2014,201,712
351020,2015,158,662
351020,2016,202,654
351020,2017,218,669
351020,2018,245,659
351020,2019,152,638
351030,2012,67,259
351030,2013,69,231
351030,2014,95,263
351030,2015,82,258
351030,2016,74,281
351030,2017,82,285
351030,2018,107,308
351030,2019,70,243
351040,2012,217,752
351040,2013,242,685
351040,2014,272,711
351040,2015,244,713
351040,2016,213,692
351040,2017,188,682
351040,2018,184,683
351040,2019,222,684
351050,2012,71,1579
351050,2013,468,1543
351050,2014,507,1615
351050,2015,480,1770
351050,2016,476,1719
351050,2017,539,1757
351050,2018,569,1840
351050,2019,594,1714
351060,2012,2385,6960
351060,2013,2463,6937
351060,2014,2384,7096
351060,2015,2334,7252
351060,2016,2159,7061
351060,2017,2289,6966
351060,2018,2146,6998
351060,2019,2128,6561
351070,2012,33,133
351070,2013,47,141
351070,2014,57,123
351070,2015,36,118
351070,2016,46,140
351070,2017,41,118
351070,2018,43,113
351070,2019,34,103
351080,2012,24,347
351080,2013,95,300
351080,2014,117,296
351080,2015,116,323
351080,2016,105,292
