CODMUNRES,ano_nasc,Qtd_5racacormae,Qtd_Total
431575,2012,0,32
431575,2013,0,48
431575,2014,1,43
431575,2015,1,46
431575,2016,1,39
431575,2017,1,45
431575,2018,0,44
431575,2019,3,49
431580,2012,0,97
431580,2013,0,89
431580,2014,0,104
431580,2015,0,92
431580,2016,0,127
431580,2017,0,98
431580,2018,0,120
431580,2019,0,125
431590,2012,0,64
431590,2013,1,80
431590,2014,0,73
431590,2015,0,77
431590,2016,0,76
431590,2017,0,98
431590,2018,1,91
431590,2019,0,97
431595,2012,0,20
431595,2013,0,23
431595,2014,0,18
431595,2015,0,18
431595,2016,0,17
431595,2017,0,15
431595,2018,0,22
431595,2019,0,17
431600,2012,0,247
431600,2013,0,246
431600,2014,0,276
431600,2015,0,248
431600,2016,0,244
431600,2017,0,256
431600,2018,0,272
431600,2019,0,258
431610,2012,23,114
431610,2013,26,114
431610,2014,30,104
431610,2015,27,113
431610,2016,21,97
431610,2017,23,111
431610,2018,18,124
431610,2019,30,121
431620,2012,0,53
431620,2013,0,51
431620,2014,0,60
431620,2015,0,55
431620,2016,0,44
431620,2017,0,40
431620,2018,0,55
431620,2019,0,41
431630,2012,0,47
431630,2013,0,82
431630,2014,0,56
431630,2015,0,59
431630,2016,0,69
431630,2017,0,79
431630,2018,0,58
431630,2019,0,67
431640,2012,0,445
431640,2013,0,421
431640,2014,0,400
431640,2015,0,451
431640,2016,0,449
431640,2017,0,462
431640,2018,1,497
431640,2019,0,485
431642,2012,0,24
431642,2013,0,25
431642,2014,0,27
431642,2015,0,36
431642,2016,0,23
431642,2017,0,24
431642,2018,0,39
431642,2019,0,19
431643,2012,1,18
431643,2013,0,29
431643,2014,0,27
431643,2015,0,27
431643,2016,0,33
431643,2017,0,24
431643,2018,0,24
431643,2019,0,32
431645,2012,10,132
431645,2013,4,148
431645,2014,6,149
431645,2015,5,120
431645,2016,7,154
431645,2017,6,104
431645,2018,4,135
431645,2019,11,126
431647,2012,0,25
431647,2013,0,21
431647,2014,0,19
431647,2015,0,27
431647,2016,0,29
431647,2017,0,28
431647,2018,0,25
431647,2019,0,20
431650,2012,0,76
431650,2013,0,61
431650,2014,0,67
431650,2015,0,87
431650,2016,0,89
431650,2017,1,85
431650,2018,0,97
431650,2019,0,73
431660,2012,0,149
431660,2013,0,161
431660,2014,0,164
431660,2015,0,165
431660,2016,0,173
431660,2017,0,207
431660,2018,1,187
431660,2019,0,162
431670,2012,0,92
431670,2013,0,95
431670,2014,0,116
431670,2015,0,121
431670,2016,0,90
431670,2017,0,95
431670,2018,0,87
431670,2019,0,81
431673,2012,0,24
431673,2013,0,15
431673,2014,1,21
431673,2015,0,19
431673,2016,0,11
431673,2017,0,28
431673,2018,0,17
431673,2019,0,20
431675,2012,0,63
431675,2013,0,87
431675,2014,0,55
431675,2015,0,85
431675,2016,0,65
431675,2017,0,77
431675,2018,0,69
431675,2019,0,71
431680,2012,0,1575
431680,2013,1,1685
431680,2014,2,1632
431680,2015,0,1715
431680,2016,0,1641
431680,2017,0,1620
431680,2018,0,1707
431680,2019,2,1613
431690,2012,8,3624
431690,2013,5,3441
431690,2014,4,3406
431690,2015,10,3666
431690,2016,11,3518
431690,2017,5,3509
431690,2018,2,3635
431690,2019,10,3454
431695,2012,0,38
431695,2013,0,51
431695,2014,0,84
431695,2015,0,52
431695,2016,0,50
431695,2017,0,58
431695,2018,0,60
431695,2019,0,53
431697,2012,0,20
431697,2013,0,26
431697,2014,0,25
431697,2015,0,30
431697,2016,0,23
431697,2017,0,17
431697,2018,0,17
431697,2019,0,23
431700,2012,0,70
431700,2013,0,65
431700,2014,0,68
431700,2015,0,57
431700,2016,0,53
431700,2017,0,64
431700,2018,0,57
431700,2019,0,69
431710,2012,1,1048
431710,2013,2,1049
431710,2014,0,1126
431710,2015,0,1193
431710,2016,7,1189
431710,2017,8,1099
431710,2018,3,1124
431710,2019,0,1080
431720,2012,1,919
431720,2013,2,919
431720,2014,0,973
431720,2015,0,1013
431720,2016,1,998
431720,2017,0,1028
431720,2018,1,1037
431720,2019,1,1060
431725,2012,0,7
431725,2013,0,9
431725,2014,0,8
431725,2015,0,8
431725,2016,0,12
431725,2017,0,10
431725,2018,0,10
431725,2019,0,12
431730,2012,0,347
431730,2013,0,413
431730,2014,0,399
431730,2015,0,442
431730,2016,0,402
431730,2017,0,401
431730,2018,1,397
431730,2019,0,374
431740,2012,0,550
431740,2013,0,586
431740,2014,0,551
431740,2015,0,560
431740,2016,0,627
431740,2017,0,572
431740,2018,1,592
431740,2019,0,595
431750,2012,0,983
431750,2013,2,1054
431750,2014,2,1019
431750,2015,3,973
431750,2016,1,1030
431750,2017,4,1062
431750,2018,4,1036
431750,2019,4,1098
431755,2012,0,21
431755,2013,0,26
431755,2014,0,12
431755,2015,0,16
431755,2016,0,16
431755,2017,0,21
431755,2018,0,29
431755,2019,0,21
431760,2012,0,460
431760,2013,0,461
431760,2014,0,449
431760,2015,0,500
431760,2016,1,471
431760,2017,0,450
431760,2018,0,476
431760,2019,0,443
431770,2012,0,110
431770,2013,0,112
431770,2014,0,103
431770,2015,0,97
431770,2016,0,98
431770,2017,0,109
431770,2018,0,122
431770,2019,0,108
431775,2012,0,20
431775,2013,0,23
431775,2014,0,15
431775,2015,0,34
431775,2016,0,14
431775,2017,0,17
431775,2018,0,20
431775,2019,0,23
431780,2012,0,195
431780,2013,0,190
431780,2014,0,198
431780,2015,0,220
431780,2016,0,196
431780,2017,1,183
431780,2018,1,173
431780,2019,0,170
431790,2012,0,139
431790,2013,0,145
431790,2014,0,161
431790,2015,0,145
431790,2016,0,128
431790,2017,0,151
431790,2018,0,188
431790,2019,0,171
431795,2012,0,16
431795,2013,0,21
431795,2014,0,28
431795,2015,0,21
431795,2016,0,24
431795,2017,0,29
431795,2018,1,18
431795,2019,0,14
431800,2012,0,761
431800,2013,0,774
431800,2014,0,735
431800,2015,0,806
431800,2016,0,807
431800,2017,0,823
431800,2018,0,763
431800,2019,0,812
431805,2012,0,27
431805,2013,0,16
431805,2014,0,23
431805,2015,0,22
431805,2016,0,22
431805,2017,0,28
431805,2018,0,20
431805,2019,0,28
431810,2012,0,174
431810,2013,0,177
431810,2014,0,215
431810,2015,0,196
431810,2016,0,174
431810,2017,0,178
431810,2018,0,151
431810,2019,0,174
431820,2012,1,283
431820,2013,0,264
431820,2014,0,261
431820,2015,1,274
431820,2016,0,294
431820,2017,0,275
431820,2018,0,249
431820,2019,0,269
431830,2012,0,790
431830,2013,0,774
431830,2014,0,765
431830,2015,0,812
431830,2016,0,832
431830,2017,0,802
431830,2018,0,795
431830,2019,0,792
431840,2012,0,295
431840,2013,0,270
431840,2014,0,288
431840,2015,0,302
431840,2016,0,264
431840,2017,1,290
431840,2018,0,257
431840,2019,0,294
431842,2012,0,23
431842,2013,0,34
431842,2014,0,42
431842,2015,0,33
431842,2016,0,41
431842,2017,0,37
431842,2018,1,51
431842,2019,0,39
431843,2012,0,24
431843,2013,0,21
431843,2014,0,31
431843,2015,0,20
431843,2016,0,23
431843,2017,0,29
431843,2018,0,27
431843,2019,0,28
431844,2012,0,22
431844,2013,0,17
431844,2014,0,26
431844,2015,0,26
431844,2016,0,18
431844,2017,0,22
431844,2018,0,24
431844,2019,0,22
431845,2012,0,23
431845,2013,0,28
431845,2014,0,22
431845,2015,0,26
431845,2016,0,22
431845,2017,0,26
431845,2018,0,31
431845,2019,0,21
431846,2012,0,14
431846,2013,0,18
431846,2014,0,22
431846,2015,0,22
431846,2016,0,17
431846,2017,0,21
431846,2018,0,16
431846,2019,0,20
431848,2012,0,40
431848,2013,0,47
431848,2014,0,41
431848,2015,0,43
431848,2016,0,35
431848,2017,0,42
431848,2018,0,40
431848,2019,0,40
431849,2012,0,13
431849,2013,0,15
431849,2014,0,24
431849,2015,0,22
431849,2016,0,19
431849,2017,0,33
431849,2018,0,19
431849,2019,0,17
431850,2012,0,282
431850,2013,0,260
431850,2014,0,290
431850,2015,0,303
431850,2016,0,312
431850,2017,2,293
431850,2018,1,262
431850,2019,0,271
431860,2012,0,79
431860,2013,1,74
431860,2014,1,71
431860,2015,0,85
431860,2016,2,58
431860,2017,0,83
431860,2018,0,88
431860,2019,0,73
431861,2012,0,19
431861,2013,0,14
431861,2014,0,18
431861,2015,0,22
431861,2016,0,31
431861,2017,0,22
431861,2018,0,29
431861,2019,0,29
431862,2012,0,36
431862,2013,0,47
431862,2014,0,42
431862,2015,0,58
431862,2016,0,54
431862,2017,0,54
431862,2018,0,62
431862,2019,1,67
431870,2012,4,2878
431870,2013,12,3090
431870,2014,9,3063
431870,2015,5,3109
431870,2016,7,2869
431870,2017,10,2981
431870,2018,4,2890
431870,2019,3,2710
431880,2012,0,466
431880,2013,0,390
431880,2014,0,483
431880,2015,0,430
431880,2016,1,449
431880,2017,1,438
431880,2018,0,477
431880,2019,0,396
431890,2012,0,405
431890,2013,1,424
431890,2014,0,416
431890,2015,0,493
431890,2016,0,483
431890,2017,1,436
431890,2018,0,437
431890,2019,0,521
431900,2012,0,226
431900,2013,0,248
431900,2014,0,238
431900,2015,0,260
431900,2016,0,227
431900,2017,0,215
431900,2018,0,213
431900,2019,0,241
431910,2012,0,58
431910,2013,0,62
431910,2014,0,46
431910,2015,0,62
431910,2016,0,67
431910,2017,0,54
431910,2018,0,65
431910,2019,0,56
431912,2012,0,26
431912,2013,0,31
431912,2014,0,31
431912,2015,0,29
431912,2016,0,36
431912,2017,0,32
431912,2018,0,18
431912,2019,0,29
431915,2012,8,92
431915,2013,7,92
431915,2014,3,89
431915,2015,5,106
431915,2016,4,72
431915,2017,4,90
431915,2018,3,72
431915,2019,3,73
431920,2012,0,72
431920,2013,0,54
431920,2014,0,47
431920,2015,0,56
431920,2016,0,57
431920,2017,0,59
431920,2018,0,46
431920,2019,0,54
431930,2012,0,60
431930,2013,0,42
431930,2014,0,47
431930,2015,0,41
431930,2016,0,49
431930,2017,0,45
431930,2018,0,55
431930,2019,0,46
431935,2012,0,33
431935,2013,0,46
431935,2014,0,38
431935,2015,0,35
431935,2016,0,42
431935,2017,0,42
431935,2018,0,42
431935,2019,0,31
431936,2012,0,28
431936,2013,0,21
431936,2014,0,24
431936,2015,0,22
431936,2016,0,28
431936,2017,0,25
431936,2018,0,19
431936,2019,0,18
431937,2012,0,24
431937,2013,0,21
431937,2014,0,34
431937,2015,0,24
431937,2016,0,20
431937,2017,0,31
431937,2018,0,25
431937,2019,0,36
431940,2012,0,149
431940,2013,0,159
431940,2014,0,153
431940,2015,0,162
431940,2016,0,162
431940,2017,0,153
431940,2018,0,143
431940,2019,0,181
431950,2012,0,317
431950,2013,1,328
431950,2014,2,353
431950,2015,0,354
431950,2016,0,341
431950,2017,0,303
431950,2018,0,328
431950,2019,0,298
431960,2012,0,242
431960,2013,0,254
431960,2014,0,243
431960,2015,2,261
431960,2016,0,218
431960,2017,1,259
431960,2018,0,255
431960,2019,0,247
431970,2012,0,31
431970,2013,0,27
431970,2014,0,38
431970,2015,2,42
431970,2016,0,40
431970,2017,0,31
431970,2018,0,37
431970,2019,0,31
431971,2012,0,5
431971,2013,0,15
431971,2014,0,20
431971,2015,0,22
431971,2016,0,18
431971,2017,0,9
431971,2018,0,13
431971,2019,0,14
431973,2012,10,49
431973,2013,29,42
431973,2014,18,30
431973,2015,24,32
431973,2016,20,36
431973,2017,21,37
431973,2018,29,45
431973,2019,23,37
431975,2012,0,20
431975,2013,0,21
431975,2014,0,21
431975,2015,0,25
431975,2016,0,20
431975,2017,0,21
431975,2018,0,27
431975,2019,0,23
431980,2012,0,87
431980,2013,0,101
431980,2014,0,91
431980,2015,0,101
431980,2016,1,99
431980,2017,0,92
431980,2018,0,73
431980,2019,1,79
431990,2012,0,1084
431990,2013,2,1114
431990,2014,1,1199
431990,2015,0,1213
431990,2016,0,1148
431990,2017,0,1198
431990,2018,1,1198
431990,2019,0,1174
432000,2012,0,1902
432000,2013,0,1912
432000,2014,1,2012
432000,2015,1,2057
432000,2016,0,1910
432000,2017,0,1855
432000,2018,1,1749
432000,2019,1,1551
432010,2012,0,257
432010,2013,0,256
432010,2014,0,277
432010,2015,0,312
432010,2016,0,272
432010,2017,1,320
432010,2018,1,309
432010,2019,0,324
432020,2012,0,96
432020,2013,0,136
432020,2014,0,166
432020,2015,0,156
432020,2016,0,150
432020,2017,0,174
432020,2018,0,172
432020,2019,0,184
432023,2012,0,28
432023,2013,0,30
432023,2014,0,31
432023,2015,0,31
432023,2016,0,27
432023,2017,0,32
432023,2018,0,37
432023,2019,0,38
432026,2012,0,65
432026,2013,0,62
432026,2014,0,58
432026,2015,0,79
432026,2016,0,84
432026,2017,0,64
432026,2018,0,90
432026,2019,0,71
432030,2012,0,56
432030,2013,0,47
432030,2014,0,56
432030,2015,0,51
432030,2016,0,57
432030,2017,0,51
432030,2018,0,63
432030,2019,0,44
432032,2012,0,23
432032,2013,0,23
432032,2014,0,37
432032,2015,0,28
432032,2016,0,27
432032,2017,0,33
432032,2018,0,24
432032,2019,0,30
432035,2012,0,51
432035,2013,0,52
432035,2014,0,54
432035,2015,0,52
432035,2016,0,51
432035,2017,0,52
432035,2018,2,65
432035,2019,0,40
432040,2012,0,170
432040,2013,0,168
432040,2014,0,186
432040,2015,0,208
432040,2016,0,213
432040,2017,1,202
432040,2018,0,176
432040,2019,0,202
432045,2012,0,12
432045,2013,0,26
432045,2014,0,13
432045,2015,0,16
432045,2016,0,19
432045,2017,0,24
432045,2018,0,13
432045,2019,0,14
432050,2012,0,52
432050,2013,0,60
432050,2014,0,47
432050,2015,0,50
432050,2016,0,54
432050,2017,1,60
432050,2018,0,60
432050,2019,0,61
432055,2012,0,58
432055,2013,0,61
432055,2014,0,56
432055,2015,0,56
432055,2016,0,51
432055,2017,0,76
432055,2018,0,62
432055,2019,0,47
432057,2012,0,16
432057,2013,0,12
432057,2014,0,19
432057,2015,0,21
432057,2016,0,18
432057,2017,0,17
432057,2018,0,17
432057,2019,0,19
432060,2012,0,30
432060,2013,0,29
432060,2014,0,27
432060,2015,0,35
432060,2016,1,38
432060,2017,0,26
432060,2018,0,30
432060,2019,0,32
432065,2012,1,23
432065,2013,0,29
432065,2014,0,20
432065,2015,0,21
432065,2016,0,27
432065,2017,0,22
432065,2018,0,25
432065,2019,0,9
432067,2012,0,87
432067,2013,0,62
432067,2014,1,95
432067,2015,0,81
432067,2016,0,88
432067,2017,0,72
432067,2018,0,73
432067,2019,0,77
432070,2012,0,170
432070,2013,1,157
432070,2014,1,191
432070,2015,1,206
432070,2016,0,171
432070,2017,1,189
432070,2018,0,195
432070,2019,1,214
432080,2012,0,342
432080,2013,0,395
432080,2014,0,387
432080,2015,0,368
432080,2016,0,391
432080,2017,0,375
432080,2018,0,367
432080,2019,0,350
432085,2012,1,46
432085,2013,0,40
432085,2014,0,45
432085,2015,0,56
432085,2016,0,56
432085,2017,1,77
432085,2018,0,61
432085,2019,0,51
432090,2012,1,237
432090,2013,1,267
432090,2014,2,287
432090,2015,2,359
432090,2016,1,321
432090,2017,2,320
432090,2018,0,385
432090,2019,2,346
432100,2012,0,123
432100,2013,0,123
432100,2014,0,124
432100,2015,0,125
432100,2016,0,139
432100,2017,0,130
432100,2018,0,118
432100,2019,0,113
432110,2012,0,186
432110,2013,0,185
432110,2014,0,183
432110,2015,0,182
432110,2016,0,182
432110,2017,0,201
432110,2018,0,153
432110,2019,0,144
432120,2012,0,687
432120,2013,0,761
432120,2014,2,723
432120,2015,0,752
432120,2016,1,686
432120,2017,0,666
432120,2018,1,693
432120,2019,0,637
432130,2012,0,278
432130,2013,0,321
432130,2014,0,357
432130,2015,0,332
432130,2016,0,322
432130,2017,1,277
432130,2018,1,278
432130,2019,0,233
432132,2012,0,34
432132,2013,0,34
432132,2014,0,30
432132,2015,0,23
432132,2016,0,34
432132,2017,0,38
432132,2018,0,25
432132,2019,0,41
432135,2012,0,40
432135,2013,0,54
432135,2014,0,36
432135,2015,0,49
432135,2016,0,37
432135,2017,0,49
432135,2018,0,46
432135,2019,0,49
432140,2012,53,219
432140,2013,69,224
432140,2014,53,200
432140,2015,63,251
432140,2016,59,192
432140,2017,77,215
432140,2018,63,220
432140,2019,49,209
432143,2012,0,113
432143,2013,0,115
432143,2014,0,96
432143,2015,0,125
432143,2016,0,114
432143,2017,0,120
432143,2018,0,135
432143,2019,2,131
432145,2012,0,425
432145,2013,1,376
432145,2014,1,396
432145,2015,0,420
432145,2016,0,370
432145,2017,0,393
432145,2018,0,440
432145,2019,0,415
432146,2012,0,33
432146,2013,0,39
432146,2014,0,35
432146,2015,0,27
432146,2016,0,39
432146,2017,0,31
432146,2018,0,47
432146,2019,0,31
432147,2012,0,60
432147,2013,0,51
432147,2014,0,51
432147,2015,0,58
432147,2016,0,48
432147,2017,0,34
432147,2018,0,44
432147,2019,0,65
432149,2012,0,19
432149,2013,0,17
432149,2014,0,23
432149,2015,0,18
432149,2016,0,18
432149,2017,0,27
432149,2018,0,18
432149,2019,0,20
432150,2012,3,536
432150,2013,2,464
432150,2014,9,514
432150,2015,8,572
432150,2016,2,590
432150,2017,3,557
432150,2018,13,609
432150,2019,5,568
432160,2012,0,661
432160,2013,0,758
432160,2014,0,819
432160,2015,0,831
432160,2016,0,813
432160,2017,0,856
432160,2018,0,806
432160,2019,1,761
432162,2012,0,19
432162,2013,0,9
432162,2014,0,15
432162,2015,0,16
432162,2016,0,19
432162,2017,0,17
432162,2018,0,29
432162,2019,0,11
432163,2012,0,17
432163,2013,0,8
432163,2014,0,12
432163,2015,0,10
432163,2016,0,14
432163,2017,0,10
432163,2018,0,9
432163,2019,0,14
432166,2012,0,103
432166,2013,0,106
432166,2014,0,123
432166,2015,0,134
432166,2016,0,127
432166,2017,0,130
432166,2018,0,136
432166,2019,0,135
432170,2012,0,322
432170,2013,0,318
432170,2014,0,326
432170,2015,0,328
432170,2016,0,313
432170,2017,0,292
432170,2018,0,302
432170,2019,0,312
432180,2012,0,260
432180,2013,0,311
432180,2014,0,290
432180,2015,0,268
432180,2016,1,296
432180,2017,0,319
432180,2018,0,297
432180,2019,0,299
432183,2012,0,30
432183,2013,0,34
432183,2014,0,23
432183,2015,0,35
432183,2016,0,31
432183,2017,0,26
432183,2018,0,30
432183,2019,0,27
432185,2012,15,57
432185,2013,14,72
432185,2014,7,57
432185,2015,9,59
432185,2016,11,52
432185,2017,12,71
432185,2018,7,48
432185,2019,13,56
432190,2012,0,313
432190,2013,0,319
432190,2014,0,313
432190,2015,0,312
432190,2016,0,305
432190,2017,2,306
432190,2018,0,318
432190,2019,0,298
432195,2012,0,72
432195,2013,1,68
432195,2014,0,92
432195,2015,3,84
432195,2016,0,93
432195,2017,0,84
432195,2018,0,72
432195,2019,0,88
432200,2012,1,384
432200,2013,0,367
432200,2014,0,333
432200,2015,3,361
432200,2016,0,350
432200,2017,0,340
432200,2018,0,357
432200,2019,0,341
432210,2012,0,39
432210,2013,0,48
432210,2014,0,52
432210,2015,0,51
432210,2016,0,43
432210,2017,0,53
432210,2018,0,58
432210,2019,0,44
432215,2012,0,43
432215,2013,0,47
432215,2014,0,40
432215,2015,0,51
432215,2016,0,40
432215,2017,0,51
432215,2018,0,35
432215,2019,0,41
432218,2012,0,17
432218,2013,0,13
432218,2014,0,18
432218,2015,0,7
432218,2016,0,9
432218,2017,0,15
432218,2018,0,13
432218,2019,0,10
432220,2012,0,284
432220,2013,0,271
432220,2014,0,297
432220,2015,0,299
432220,2016,0,266
432220,2017,0,243
432220,2018,0,281
432220,2019,0,244
432225,2012,1,53
432225,2013,0,44
432225,2014,0,66
432225,2015,0,51
432225,2016,0,65
432225,2017,0,56
432225,2018,0,58
432225,2019,0,76
432230,2012,0,67
432230,2013,0,73
432230,2014,0,79
432230,2015,0,66
432230,2016,0,84
432230,2017,0,74
432230,2018,0,75
432230,2019,0,71
432232,2012,0,33
432232,2013,0,29
432232,2014,0,44
432232,2015,0,48
432232,2016,0,36
432232,2017,0,38
432232,2018,0,27
432232,2019,0,30
432234,2012,0,22
432234,2013,0,17
432234,2014,0,18
432234,2015,0,20
432234,2016,0,14
432234,2017,0,13
432234,2018,0,12
432234,2019,0,14
432235,2012,0,7
432235,2013,0,10
432235,2014,0,4
432235,2015,0,4
432235,2016,0,10
432235,2017,0,4
432235,2018,0,6
432235,2019,0,8
432237,2012,0,23
432237,2013,0,26
432237,2014,0,28
432237,2015,0,25
432237,2016,0,21
432237,2017,0,29
432237,2018,0,27
432237,2019,0,28
432240,2012,1,1874
432240,2013,0,1909
432240,2014,0,1851
432240,2015,0,1954
432240,2016,1,1780
432240,2017,0,1794
432240,2018,0,1717
432240,2019,0,1723
432250,2012,0,976
432250,2013,2,902
432250,2014,1,973
432250,2015,4,1075
432250,2016,2,953
432250,2017,2,990
432250,2018,1,938
432250,2019,5,943
432252,2012,0,22
432252,2013,0,22
432252,2014,0,35
432252,2015,0,35
432252,2016,0,37
432252,2017,0,37
432252,2018,0,27
432252,2019,0,25
432253,2012,0,81
432253,2013,0,102
432253,2014,0,107
432253,2015,0,106
432253,2016,0,80
432253,2017,0,77
432253,2018,0,96
432253,2019,0,89
432254,2012,0,53
432254,2013,0,58
432254,2014,0,62
432254,2015,1,68
432254,2016,0,62
432254,2017,0,57
432254,2018,0,76
432254,2019,0,65
432255,2012,0,26
432255,2013,0,18
432255,2014,0,21
432255,2015,0,18
432255,2016,0,22
432255,2017,0,20
432255,2018,0,16
432255,2019,0,19
432260,2012,1,774
432260,2013,1,707
432260,2014,0,816
432260,2015,1,815
432260,2016,0,792
432260,2017,0,772
432260,2018,0,814
432260,2019,0,808
432270,2012,0,281
432270,2013,0,281
432270,2014,0,278
432270,2015,0,284
432270,2016,0,289
432270,2017,0,263
432270,2018,0,294
432270,2019,0,271
432280,2012,0,283
432280,2013,0,258
432280,2014,0,275
432280,2015,1,258
432280,2016,0,245
432280,2017,0,245
432280,2018,0,269
432280,2019,0,269
432285,2012,0,10
432285,2013,0,12
432285,2014,0,11
432285,2015,0,11
432285,2016,0,15
432285,2017,0,23
432285,2018,0,16
432285,2019,0,11
432290,2012,0,48
432290,2013,0,32
432290,2014,0,48
432290,2015,0,36
432290,2016,0,41
432290,2017,0,42
432290,2018,0,39
432290,2019,0,45
432300,2012,18,3409
432300,2013,13,3525
432300,2014,17,3435
432300,2015,16,3489
432300,2016,16,3363
432300,2017,18,3137
432300,2018,24,3038
432300,2019,21,2739
432310,2012,3,76
432310,2013,1,50
432310,2014,7,57
432310,2015,6,64
432310,2016,4,66
432310,2017,7,65
432310,2018,3,67
432310,2019,7,66
432320,2012,0,19
432320,2013,0,35
432320,2014,0,31
432320,2015,0,26
432320,2016,0,20
432320,2017,0,25
432320,2018,0,30
432320,2019,0,25
432330,2012,0,27
432330,2013,0,30
432330,2014,0,33
432330,2015,0,36
432330,2016,0,36
432330,2017,0,48
432330,2018,0,41
432330,2019,0,32
432335,2012,0,19
432335,2013,0,12
432335,2014,0,20
432335,2015,0,22
432335,2016,0,18
432335,2017,0,18
432335,2018,0,17
432335,2019,1,25
432340,2012,0,34
432340,2013,0,35
432340,2014,0,34
432340,2015,0,41
432340,2016,0,34
432340,2017,0,38
432340,2018,0,39
432340,2019,0,45
432345,2012,0,43
432345,2013,0,31
432345,2014,0,22
432345,2015,0,27
432345,2016,0,20
432345,2017,0,28
432345,2018,0,21
432345,2019,0,31
432350,2012,0,15
432350,2013,0,23
432350,2014,0,29
432350,2015,0,26
432350,2016,0,23
432350,2017,0,28
432350,2018,2,41
432350,2019,0,38
432360,2012,0,9
432360,2013,0,4
432360,2014,0,14
432360,2015,0,10
432360,2016,0,10
432360,2017,0,5
432360,2018,0,11
432360,2019,0,18
432370,2012,0,29
432370,2013,0,24
432370,2014,0,25
432370,2015,0,31
432370,2016,0,19
432370,2017,0,28
432370,2018,0,32
432370,2019,0,28
432375,2012,0,34
432375,2013,0,36
432375,2014,0,20
432375,2015,0,39
432375,2016,0,23
432375,2017,0,34
432375,2018,0,30
432375,2019,0,33
432377,2012,0,34
432377,2013,0,45
432377,2014,0,29
432377,2015,0,33
432377,2016,0,43
432377,2017,0,30
432377,2018,0,36
432377,2019,0,28
432380,2012,0,196
432380,2013,0,226
432380,2014,0,223
432380,2015,0,215
432380,2016,0,238
432380,2017,0,287
432380,2018,0,258
432380,2019,0,246
500020,2012,1,263
500020,2013,0,278
500020,2014,0,247
500020,2015,0,253
500020,2016,0,256
500020,2017,4,316
500020,2018,2,275
500020,2019,0,289
500025,2012,0,42
500025,2013,0,44
500025,2014,0,49
500025,2015,0,38
500025,2016,0,44
500025,2017,0,50
500025,2018,0,63
500025,2019,0,45
500060,2012,321,747
500060,2013,327,704
500060,2014,301,767
500060,2015,58,646
500060,2016,221,664
500060,2017,220,646
500060,2018,216,644
500060,2019,194,609
500070,2012,11,397
500070,2013,14,375
500070,2014,20,439
500070,2015,9,370
500070,2016,5,371
500070,2017,11,366
500070,2018,20,359
500070,2019,10,423
500080,2012,0,95
500080,2013,0,99
500080,2014,0,108
500080,2015,2,118
500080,2016,1,80
500080,2017,0,82
500080,2018,0,78
500080,2019,1,81
500085,2012,0,168
500085,2013,0,155
500085,2014,0,157
500085,2015,0,170
500085,2016,0,189
500085,2017,0,172
500085,2018,0,152
500085,2019,0,163
500090,2012,39,156
500090,2013,32,175
500090,2014,44,165
500090,2015,28,146
500090,2016,35,160
500090,2017,39,132
500090,2018,46,160
500090,2019,39,163
500100,2012,0,342
500100,2013,0,337
500100,2014,0,347
500100,2015,0,368
500100,2016,0,303
500100,2017,0,379
500100,2018,0,367
500100,2019,0,331
500110,2012,110,761
500110,2013,123,767
500110,2014,111,757
500110,2015,89,781
500110,2016,106,721
500110,2017,123,868
500110,2018,91,773
500110,2019,104,754
500124,2012,22,167
500124,2013,28,172
500124,2014,19,159
500124,2015,23,148
500124,2016,34,173
500124,2017,26,166
500124,2018,12,149
500124,2019,13,155
500150,2012,0,90
500150,2013,0,81
500150,2014,0,90
500150,2015,0,74
500150,2016,0,71
500150,2017,1,90
500150,2018,0,112
500150,2019,2,96
500190,2012,0,336
500190,2013,0,312
500190,2014,1,350
500190,2015,1,348
500190,2016,0,400
500190,2017,0,372
500190,2018,0,452
500190,2019,2,438
500200,2012,0,151
500200,2013,1,162
500200,2014,0,171
500200,2015,0,167
500200,2016,0,155
500200,2017,1,177
500200,2018,1,133
500200,2019,0,138
500210,2012,11,391
500210,2013,23,437
500210,2014,16,459
500210,2015,12,433
500210,2016,7,418
500210,2017,5,438
500210,2018,3,394
500210,2019,7,401
500215,2012,10,98
500215,2013,18,132
500215,2014,8,103
500215,2015,10,108
500215,2016,13,106
500215,2017,13,136
500215,2018,23,129
500215,2019,14,141
500220,2012,12,329
500220,2013,11,320
500220,2014,8,380
500220,2015,4,372
500220,2016,8,347
500220,2017,4,382
500220,2018,5,449
500220,2019,4,358
500230,2012,1,164
500230,2013,0,128
500230,2014,0,159
500230,2015,3,186
500230,2016,2,171
500230,2017,1,138
500230,2018,4,198
500230,2019,1,165
500240,2012,117,453
500240,2013,108,504
500240,2014,117,539
500240,2015,120,545
500240,2016,114,542
500240,2017,127,543
500240,2018,123,553
500240,2019,132,556
500260,2012,0,194
500260,2013,0,194
500260,2014,0,213
500260,2015,0,213
500260,2016,0,203
500260,2017,0,183
500260,2018,0,212
500260,2019,0,177
500270,2012,82,13539
500270,2013,97,13693
500270,2014,86,14203
500270,2015,93,14470
500270,2016,83,13728
500270,2017,100,14264
500270,2018,141,14177
500270,2019,125,14039
500280,2012,0,91
500280,2013,0,77
500280,2014,0,88
500280,2015,1,82
500280,2016,0,71
500280,2017,0,69
500280,2018,0,81
500280,2019,0,74
500290,2012,0,281
500290,2013,0,278
500290,2014,0,290
500290,2015,0,292
