CODMUNRES,ano_nasc,Qtd_5racacormae,Qtd_Total
210087,2019,5,119
210090,2012,0,553
210090,2013,0,583
210090,2014,1,585
210090,2015,0,545
210090,2016,0,555
210090,2017,0,528
210090,2018,1,611
210090,2019,0,580
210095,2012,126,679
210095,2013,111,663
210095,2014,154,577
210095,2015,49,557
210095,2016,80,524
210095,2017,202,610
210095,2018,162,540
210095,2019,197,575
210100,2012,0,471
210100,2013,1,476
210100,2014,0,442
210100,2015,1,474
210100,2016,2,482
210100,2017,1,479
210100,2018,1,513
210100,2019,0,449
210110,2012,0,189
210110,2013,1,175
210110,2014,0,208
210110,2015,1,195
210110,2016,0,190
210110,2017,0,171
210110,2018,0,174
210110,2019,0,145
210120,2012,1,1694
210120,2013,5,1705
210120,2014,1,1784
210120,2015,5,1734
210120,2016,1,1476
210120,2017,2,1540
210120,2018,1,1687
210120,2019,2,1668
210125,2012,0,241
210125,2013,0,251
210125,2014,0,260
210125,2015,1,312
210125,2016,0,292
210125,2017,0,279
210125,2018,0,293
210125,2019,0,273
210130,2012,0,278
210130,2013,0,310
210130,2014,1,276
210130,2015,0,256
210130,2016,0,240
210130,2017,1,243
210130,2018,0,268
210130,2019,0,272
210135,2012,0,43
210135,2013,0,57
210135,2014,0,85
210135,2015,0,65
210135,2016,0,68
210135,2017,0,73
210135,2018,0,65
210135,2019,0,61
210140,2012,3,1848
210140,2013,2,1896
210140,2014,1,2115
210140,2015,0,2103
210140,2016,1,1998
210140,2017,0,2084
210140,2018,0,2077
210140,2019,0,2008
210150,2012,0,276
210150,2013,0,266
210150,2014,0,270
210150,2015,1,249
210150,2016,0,273
210150,2017,0,262
210150,2018,0,318
210150,2019,1,282
210160,2012,140,1462
210160,2013,142,1485
210160,2014,172,1650
210160,2015,194,1676
210160,2016,167,1439
210160,2017,207,1681
210160,2018,186,1641
210160,2019,171,1530
210170,2012,1,1139
210170,2013,1,1212
210170,2014,0,1264
210170,2015,0,1205
210170,2016,2,1284
210170,2017,0,1187
210170,2018,0,1280
210170,2019,0,1221
210173,2012,2,207
210173,2013,0,207
210173,2014,0,200
210173,2015,0,196
210173,2016,0,173
210173,2017,0,182
210173,2018,0,212
210173,2019,1,176
210177,2012,0,184
210177,2013,0,185
210177,2014,0,209
210177,2015,0,221
210177,2016,0,194
210177,2017,0,205
210177,2018,0,221
210177,2019,0,209
210180,2012,0,57
210180,2013,0,48
210180,2014,0,61
210180,2015,1,71
210180,2016,0,73
210180,2017,0,66
210180,2018,0,64
210180,2019,0,69
210190,2012,0,265
210190,2013,0,233
210190,2014,0,262
210190,2015,0,278
210190,2016,0,266
210190,2017,0,290
210190,2018,0,288
210190,2019,0,284
210193,2012,0,76
210193,2013,0,77
210193,2014,0,108
210193,2015,0,69
210193,2016,0,54
210193,2017,0,66
210193,2018,0,82
210193,2019,0,58
210197,2012,0,126
210197,2013,0,150
210197,2014,0,139
210197,2015,1,149
210197,2016,0,160
210197,2017,0,142
210197,2018,0,133
210197,2019,0,147
210200,2012,40,632
210200,2013,38,578
210200,2014,44,656
210200,2015,41,636
210200,2016,49,640
210200,2017,46,683
210200,2018,59,601
210200,2019,63,578
210203,2012,5,568
210203,2013,10,523
210203,2014,16,548
210203,2015,11,570
210203,2016,13,600
210203,2017,12,540
210203,2018,23,571
210203,2019,15,500
210207,2012,0,171
210207,2013,0,152
210207,2014,0,171
210207,2015,0,152
210207,2016,0,142
210207,2017,0,148
210207,2018,0,168
210207,2019,0,144
210210,2012,1,477
210210,2013,1,627
210210,2014,0,602
210210,2015,1,545
210210,2016,2,470
210210,2017,1,545
210210,2018,0,565
210210,2019,0,570
210215,2012,1,111
210215,2013,1,128
210215,2014,0,117
210215,2015,0,123
210215,2016,0,103
210215,2017,0,136
210215,2018,0,142
210215,2019,0,157
210220,2012,0,618
210220,2013,2,579
210220,2014,0,656
210220,2015,0,579
210220,2016,0,513
210220,2017,0,529
210220,2018,0,580
210220,2019,1,561
210230,2012,1,431
210230,2013,1,425
210230,2014,0,422
210230,2015,0,415
210230,2016,2,376
210230,2017,1,415
210230,2018,5,428
210230,2019,3,411
210232,2012,3,1310
210232,2013,4,1262
210232,2014,25,1380
210232,2015,5,1378
210232,2016,9,1366
210232,2017,7,1366
210232,2018,15,1414
210232,2019,5,1202
210235,2012,0,182
210235,2013,1,186
210235,2014,1,220
210235,2015,1,210
210235,2016,0,198
210235,2017,1,215
210235,2018,0,213
210235,2019,1,221
210237,2012,0,164
210237,2013,0,162
210237,2014,0,190
210237,2015,0,170
210237,2016,0,139
210237,2017,0,168
210237,2018,0,163
210237,2019,1,141
210240,2012,0,131
210240,2013,1,173
210240,2014,0,166
210240,2015,0,151
210240,2016,0,176
210240,2017,0,169
210240,2018,0,146
210240,2019,0,153
210250,2012,0,327
210250,2013,0,300
210250,2014,0,270
210250,2015,0,290
210250,2016,2,272
210250,2017,1,254
210250,2018,0,241
210250,2019,1,317
210255,2012,0,207
210255,2013,0,233
210255,2014,1,212
210255,2015,1,235
210255,2016,0,201
210255,2017,1,233
210255,2018,0,236
210255,2019,0,201
210260,2012,0,301
210260,2013,0,323
210260,2014,1,341
210260,2015,0,310
210260,2016,2,298
210260,2017,0,307
210260,2018,1,336
210260,2019,0,361
210270,2012,0,294
210270,2013,0,288
210270,2014,0,282
210270,2015,0,292
210270,2016,0,259
210270,2017,0,300
210270,2018,0,264
210270,2019,0,267
210275,2012,0,200
210275,2013,0,159
210275,2014,0,169
210275,2015,0,180
210275,2016,0,145
210275,2017,0,185
210275,2018,0,169
210275,2019,0,127
210280,2012,0,415
210280,2013,0,343
210280,2014,0,321
210280,2015,1,342
210280,2016,0,327
210280,2017,0,330
210280,2018,1,387
210280,2019,0,377
210290,2012,2,407
210290,2013,2,458
210290,2014,0,501
210290,2015,1,505
210290,2016,0,457
210290,2017,0,441
210290,2018,1,439
210290,2019,0,438
210300,2012,1,2720
210300,2013,0,2609
210300,2014,1,2544
210300,2015,1,2700
210300,2016,2,2559
210300,2017,4,2605
210300,2018,1,2706
210300,2019,2,2644
210310,2012,1,137
210310,2013,0,134
210310,2014,0,121
210310,2015,0,122
210310,2016,0,114
210310,2017,0,99
210310,2018,0,111
210310,2019,0,97
210312,2012,0,174
210312,2013,0,118
210312,2014,0,124
210312,2015,0,103
210312,2016,0,93
210312,2017,0,134
210312,2018,0,155
210312,2019,0,146
210315,2012,16,237
210315,2013,13,203
210315,2014,8,196
210315,2015,15,188
210315,2016,14,190
210315,2017,24,202
210315,2018,22,227
210315,2019,25,217
210317,2012,1,281
210317,2013,2,307
210317,2014,3,317
210317,2015,6,356
210317,2016,3,296
210317,2017,4,297
210317,2018,5,357
210317,2019,5,304
210320,2012,3,1616
210320,2013,0,1599
210320,2014,0,1498
210320,2015,1,1592
210320,2016,2,1368
210320,2017,0,1470
210320,2018,1,1550
210320,2019,0,1521
210325,2012,0,159
210325,2013,0,185
210325,2014,0,185
210325,2015,0,174
210325,2016,1,186
210325,2017,1,211
210325,2018,0,201
210325,2019,0,145
210330,2012,0,2374
210330,2013,2,2097
210330,2014,0,2197
210330,2015,2,2141
210330,2016,0,1947
210330,2017,0,2029
210330,2018,0,1945
210330,2019,1,1937
210340,2012,0,967
210340,2013,0,856
210340,2014,0,851
210340,2015,0,892
210340,2016,0,716
210340,2017,0,775
210340,2018,0,772
210340,2019,0,757
210350,2012,2,737
210350,2013,0,713
210350,2014,0,769
210350,2015,0,789
210350,2016,0,719
210350,2017,0,670
210350,2018,1,720
210350,2019,0,702
210355,2012,0,304
210355,2013,2,285
210355,2014,0,271
210355,2015,2,254
210355,2016,0,252
210355,2017,3,236
210355,2018,1,251
210355,2019,0,272
210360,2012,3,1165
210360,2013,1,1138
210360,2014,3,1183
210360,2015,0,1169
210360,2016,0,1101
210360,2017,2,1100
210360,2018,0,1117
210360,2019,1,1143
210370,2012,2,476
210370,2013,0,498
210370,2014,0,511
210370,2015,0,476
210370,2016,0,420
210370,2017,1,460
210370,2018,1,579
210370,2019,0,489
210375,2012,0,204
210375,2013,0,241
210375,2014,0,217
210375,2015,0,284
210375,2016,1,238
210375,2017,1,235
210375,2018,0,248
210375,2019,0,241
210380,2012,0,329
210380,2013,0,400
210380,2014,1,431
210380,2015,0,376
210380,2016,1,364
210380,2017,0,346
210380,2018,0,384
210380,2019,0,322
210390,2012,0,202
210390,2013,0,198
210390,2014,0,202
210390,2015,0,188
210390,2016,0,185
210390,2017,0,183
210390,2018,0,202
210390,2019,0,197
210400,2012,0,328
210400,2013,1,305
210400,2014,0,286
210400,2015,0,313
210400,2016,0,306
210400,2017,0,316
210400,2018,0,371
210400,2019,0,339
210405,2012,0,600
210405,2013,0,589
210405,2014,0,602
210405,2015,0,631
210405,2016,0,640
210405,2017,1,625
210405,2018,0,608
210405,2019,1,604
210407,2012,0,102
210407,2013,0,130
210407,2014,0,104
210407,2015,0,107
210407,2016,1,78
210407,2017,0,95
210407,2018,1,86
210407,2019,0,97
210408,2012,49,158
210408,2013,64,183
210408,2014,53,166
210408,2015,95,213
210408,2016,79,187
210408,2017,124,249
210408,2018,110,250
210408,2019,107,250
210409,2012,0,256
210409,2013,0,273
210409,2014,0,309
210409,2015,0,287
210409,2016,0,261
210409,2017,0,256
210409,2018,3,220
210409,2019,0,262
210410,2012,0,195
210410,2013,1,207
210410,2014,0,232
210410,2015,0,210
210410,2016,0,193
210410,2017,0,258
210410,2018,0,228
210410,2019,1,255
210420,2012,0,327
210420,2013,0,303
210420,2014,0,297
210420,2015,0,287
210420,2016,0,292
210420,2017,0,339
210420,2018,0,332
210420,2019,0,272
210430,2012,0,155
210430,2013,0,155
210430,2014,0,149
210430,2015,0,149
210430,2016,0,145
210430,2017,1,173
210430,2018,0,167
210430,2019,0,140
210440,2012,1,286
210440,2013,0,276
210440,2014,0,255
210440,2015,0,258
210440,2016,0,249
210440,2017,0,265
210440,2018,1,215
210440,2019,0,233
210450,2012,0,158
210450,2013,0,198
210450,2014,0,178
210450,2015,0,180
210450,2016,0,164
210450,2017,0,167
210450,2018,0,150
210450,2019,0,151
210455,2012,0,276
210455,2013,0,281
210455,2014,0,281
210455,2015,1,312
210455,2016,0,303
210455,2017,0,272
210455,2018,1,325
210455,2019,0,345
210460,2012,0,295
210460,2013,0,268
210460,2014,1,220
210460,2015,0,229
210460,2016,0,247
210460,2017,0,283
210460,2018,0,249
210460,2019,0,239
210462,2012,0,99
210462,2013,0,122
210462,2014,0,100
210462,2015,0,129
210462,2016,0,105
210462,2017,0,112
210462,2018,0,129
210462,2019,0,97
210465,2012,1,179
210465,2013,1,165
210465,2014,0,157
210465,2015,0,167
210465,2016,1,143
210465,2017,0,135
210465,2018,0,146
210465,2019,0,166
210467,2012,0,553
210467,2013,0,539
210467,2014,0,554
210467,2015,0,553
210467,2016,0,445
210467,2017,0,448
210467,2018,0,492
210467,2019,0,466
210470,2012,0,90
210470,2013,0,88
210470,2014,0,68
210470,2015,0,64
210470,2016,0,58
210470,2017,0,52
210470,2018,0,84
210470,2019,0,89
210480,2012,296,1646
210480,2013,247,1625
210480,2014,250,1715
210480,2015,288,1785
210480,2016,239,1587
210480,2017,285,1570
210480,2018,257,1577
210480,2019,253,1548
210490,2012,0,148
210490,2013,0,152
210490,2014,0,154
210490,2015,0,137
210490,2016,0,158
210490,2017,0,176
210490,2018,1,177
210490,2019,0,145
210500,2012,0,557
210500,2013,1,487
210500,2014,0,509
210500,2015,0,543
210500,2016,0,510
210500,2017,0,510
210500,2018,2,577
210500,2019,1,483
210510,2012,0,430
210510,2013,0,398
210510,2014,1,395
210510,2015,0,393
210510,2016,1,396
210510,2017,0,394
210510,2018,1,371
210510,2019,1,363
210515,2012,0,301
210515,2013,1,255
210515,2014,0,216
210515,2015,1,229
210515,2016,0,245
210515,2017,0,242
210515,2018,0,258
210515,2019,0,244
210520,2012,0,179
210520,2013,0,140
210520,2014,0,157
210520,2015,0,166
210520,2016,2,144
210520,2017,0,131
210520,2018,0,149
210520,2019,0,189
210530,2012,4,4774
210530,2013,2,4986
210530,2014,5,5198
210530,2015,9,5248
210530,2016,4,4894
210530,2017,6,5051
210530,2018,8,5274
210530,2019,5,5192
210535,2012,18,223
210535,2013,21,266
210535,2014,21,244
210535,2015,32,266
210535,2016,18,250
210535,2017,36,303
210535,2018,41,310
210535,2019,24,287
210540,2012,0,1273
210540,2013,0,1277
210540,2014,0,1306
210540,2015,2,1262
210540,2016,1,1140
210540,2017,4,1258
210540,2018,0,1306
210540,2019,1,1243
210542,2012,0,378
210542,2013,1,317
210542,2014,0,320
210542,2015,0,363
210542,2016,1,346
210542,2017,2,302
210542,2018,0,378
210542,2019,2,353
210545,2012,0,123
210545,2013,1,112
210545,2014,0,145
210545,2015,0,152
210545,2016,0,134
210545,2017,0,131
210545,2018,0,133
210545,2019,0,144
210547,2012,152,297
210547,2013,101,280
210547,2014,131,284
210547,2015,209,374
210547,2016,205,338
210547,2017,217,361
210547,2018,253,403
210547,2019,208,342
210550,2012,0,412
210550,2013,0,415
210550,2014,0,460
210550,2015,1,531
210550,2016,1,448
210550,2017,1,476
210550,2018,1,478
210550,2019,0,493
210560,2012,0,240
210560,2013,0,228
210560,2014,0,254
210560,2015,0,270
210560,2016,0,233
210560,2017,0,235
210560,2018,0,271
210560,2019,0,219
210565,2012,0,113
210565,2013,0,115
210565,2014,0,126
210565,2015,0,138
210565,2016,1,119
210565,2017,0,135
210565,2018,0,135
210565,2019,0,111
210570,2012,1,831
210570,2013,2,924
210570,2014,0,898
210570,2015,0,818
210570,2016,0,883
210570,2017,3,846
210570,2018,2,868
210570,2019,0,764
210580,2012,0,135
210580,2013,0,141
210580,2014,0,172
210580,2015,1,190
210580,2016,0,160
210580,2017,1,198
210580,2018,0,185
210580,2019,0,177
210590,2012,0,316
210590,2013,0,298
210590,2014,0,295
210590,2015,1,240
210590,2016,0,263
210590,2017,0,273
210590,2018,0,284
210590,2019,0,273
210592,2012,0,133
210592,2013,0,127
210592,2014,0,136
210592,2015,1,154
210592,2016,0,126
210592,2017,0,147
210592,2018,0,124
210592,2019,0,123
210594,2012,0,148
210594,2013,1,155
210594,2014,0,131
210594,2015,0,133
210594,2016,0,130
210594,2017,0,125
210594,2018,0,147
210594,2019,0,106
210596,2012,0,187
210596,2013,0,221
210596,2014,0,182
210596,2015,0,201
210596,2016,0,201
210596,2017,0,192
210596,2018,0,236
210596,2019,0,220
210598,2012,0,116
210598,2013,0,113
210598,2014,1,105
210598,2015,0,94
210598,2016,3,99
210598,2017,0,88
210598,2018,1,94
210598,2019,0,102
210600,2012,1,213
210600,2013,0,213
210600,2014,0,204
210600,2015,0,191
210600,2016,0,226
210600,2017,0,185
210600,2018,0,201
210600,2019,0,191
210610,2012,0,189
210610,2013,0,185
210610,2014,0,160
210610,2015,0,179
210610,2016,0,165
210610,2017,0,165
210610,2018,0,165
210610,2019,0,147
210620,2012,0,109
210620,2013,0,116
210620,2014,0,115
210620,2015,0,121
210620,2016,0,101
210620,2017,0,130
210620,2018,1,146
210620,2019,0,120
210630,2012,0,234
210630,2013,0,231
210630,2014,0,228
210630,2015,0,242
210630,2016,1,199
210630,2017,0,211
210630,2018,0,202
210630,2019,0,205
210632,2012,0,371
210632,2013,0,363
210632,2014,0,369
210632,2015,0,391
210632,2016,0,336
210632,2017,0,373
210632,2018,1,362
210632,2019,0,379
210635,2012,0,110
210635,2013,0,137
210635,2014,0,113
210635,2015,0,120
210635,2016,0,101
210635,2017,1,88
210635,2018,0,89
210635,2019,0,93
210637,2012,11,198
210637,2013,22,184
210637,2014,16,203
210637,2015,13,203
210637,2016,4,183
210637,2017,8,210
210637,2018,15,193
210637,2019,32,192
210640,2012,0,329
210640,2013,0,312
210640,2014,0,307
210640,2015,0,335
210640,2016,0,328
210640,2017,0,321
210640,2018,0,343
210640,2019,0,269
210650,2012,0,400
210650,2013,0,402
210650,2014,1,401
210650,2015,0,398
210650,2016,0,382
210650,2017,0,377
210650,2018,1,443
210650,2019,0,341
210660,2012,0,534
210660,2013,0,504
210660,2014,2,470
210660,2015,0,540
210660,2016,1,449
210660,2017,1,502
210660,2018,0,544
210660,2019,0,492
210663,2012,0,120
210663,2013,0,106
210663,2014,0,127
210663,2015,0,114
210663,2016,0,116
210663,2017,0,112
210663,2018,0,121
210663,2019,1,120
210667,2012,1,101
210667,2013,0,97
210667,2014,0,94
210667,2015,0,93
210667,2016,0,102
210667,2017,0,66
210667,2018,0,71
210667,2019,0,96
210670,2012,0,364
210670,2013,0,314
210670,2014,0,366
210670,2015,0,329
210670,2016,0,316
210670,2017,0,327
210670,2018,0,389
210670,2019,1,360
210675,2012,0,313
210675,2013,0,310
210675,2014,0,327
210675,2015,1,341
210675,2016,0,302
210675,2017,0,357
210675,2018,0,338
210675,2019,0,340
210680,2012,0,206
210680,2013,1,201
210680,2014,0,197
210680,2015,0,235
210680,2016,0,230
210680,2017,0,231
210680,2018,0,277
210680,2019,0,262
210690,2012,0,525
210690,2013,0,624
210690,2014,1,635
210690,2015,0,678
210690,2016,0,624
210690,2017,0,609
210690,2018,0,611
210690,2019,0,580
210700,2012,17,132
210700,2013,25,160
210700,2014,32,153
210700,2015,15,180
210700,2016,11,150
210700,2017,13,177
210700,2018,32,164
210700,2019,26,159
210710,2012,0,354
210710,2013,0,319
210710,2014,0,343
210710,2015,0,384
210710,2016,0,326
210710,2017,0,375
210710,2018,0,454
210710,2019,0,358
210720,2012,0,187
210720,2013,1,191
210720,2014,0,218
210720,2015,0,206
210720,2016,0,197
210720,2017,0,219
210720,2018,0,228
210720,2019,0,243
210725,2012,0,65
210725,2013,1,76
210725,2014,0,78
210725,2015,0,107
210725,2016,0,90
210725,2017,0,107
210725,2018,0,100
210725,2019,0,80
210730,2012,0,58
210730,2013,0,50
210730,2014,0,63
210730,2015,0,39
210730,2016,0,27
210730,2017,1,30
210730,2018,0,52
210730,2019,0,34
210735,2012,17,375
210735,2013,5,338
210735,2014,9,294
210735,2015,3,310
210735,2016,6,237
210735,2017,2,247
210735,2018,6,331
210735,2019,2,291
210740,2012,0,232
210740,2013,0,268
210740,2014,0,268
210740,2015,0,280
210740,2016,0,264
210740,2017,0,293
210740,2018,0,273
210740,2019,0,249
210745,2012,0,182
210745,2013,1,208
210745,2014,0,209
210745,2015,0,196
210745,2016,0,177
210745,2017,0,207
210745,2018,1,255
210745,2019,0,223
210750,2012,1,1549
210750,2013,0,1587
210750,2014,1,1682
210750,2015,1,1775
210750,2016,0,1710
210750,2017,0,1722
210750,2018,4,1775
210750,2019,3,1841
210760,2012,0,262
210760,2013,0,280
210760,2014,0,288
210760,2015,0,309
210760,2016,0,311
210760,2017,0,316
210760,2018,0,306
210760,2019,0,310
210770,2012,2,284
210770,2013,1,379
210770,2014,0,350
210770,2015,0,344
210770,2016,0,341
210770,2017,1,327
210770,2018,0,333
210770,2019,0,314
210780,2012,0,584
210780,2013,1,537
210780,2014,0,493
210780,2015,0,486
210780,2016,0,484
210780,2017,1,518
210780,2018,0,481
210780,2019,1,432
210790,2012,0,340
210790,2013,0,338
210790,2014,0,353
210790,2015,0,354
210790,2016,1,341
210790,2017,0,368
210790,2018,0,381
210790,2019,0,303
210800,2012,0,325
210800,2013,0,319
210800,2014,0,329
210800,2015,1,305
210800,2016,0,318
210800,2017,0,324
210800,2018,0,353
210800,2019,0,302
210805,2012,0,340
210805,2013,0,306
210805,2014,0,292
210805,2015,0,298
210805,2016,0,312
210805,2017,0,346
210805,2018,1,355
210805,2019,0,380
210810,2012,0,380
210810,2013,0,393
210810,2014,0,418
210810,2015,0,383
210810,2016,1,377
210810,2017,2,306
210810,2018,0,384
210810,2019,0,366
210820,2012,1,680
210820,2013,1,671
210820,2014,0,693
210820,2015,0,618
210820,2016,1,564
210820,2017,0,534
210820,2018,1,573
210820,2019,1,591
210825,2012,1,372
210825,2013,0,291
210825,2014,1,287
210825,2015,1,237
210825,2016,0,210
210825,2017,0,339
210825,2018,0,383
210825,2019,0,415
210830,2012,0,637
210830,2013,1,651
210830,2014,0,651
210830,2015,0,703
210830,2016,0,682
210830,2017,1,711
210830,2018,0,669
210830,2019,0,641
210840,2012,0,144
210840,2013,0,140
210840,2014,0,135
210840,2015,0,141
210840,2016,0,131
210840,2017,0,123
210840,2018,0,98
210840,2019,0,133
210845,2012,1,373
210845,2013,0,393
210845,2014,0,443
210845,2015,0,369
210845,2016,0,369
210845,2017,0,379
210845,2018,0,379
210845,2019,0,339
210850,2012,1,578
210850,2013,2,520
210850,2014,2,605
210850,2015,1,544
210850,2016,0,568
210850,2017,1,533
210850,2018,1,490
210850,2019,0,530
210860,2012,0,1430
210860,2013,1,1388
210860,2014,0,1442
210860,2015,0,1498
210860,2016,2,1461
210860,2017,0,1619
210860,2018,0,1637
210860,2019,0,1531
210870,2012,2,467
210870,2013,1,505
210870,2014,0,504
210870,2015,1,489
210870,2016,0,425
210870,2017,0,391
210870,2018,1,419
210870,2019,0,426
210880,2012,0,309
210880,2013,0,305
210880,2014,0,269
210880,2015,2,331
210880,2016,0,280
210880,2017,0,268
210880,2018,0,290
210880,2019,0,282
210890,2012,0,259
210890,2013,0,258
210890,2014,0,269
210890,2015,0,273
210890,2016,0,236
210890,2017,0,258
210890,2018,0,210
210890,2019,0,243
210900,2012,0,441
210900,2013,1,442
210900,2014,0,431
210900,2015,0,418
210900,2016,1,420
210900,2017,1,430
210900,2018,1,475
210900,2019,0,426
210905,2012,0,65
210905,2013,0,85
210905,2014,0,73
210905,2015,0,65
210905,2016,0,78
210905,2017,0,66
210905,2018,1,76
210905,2019,1,80
210910,2012,0,717
210910,2013,0,802
210910,2014,2,861
210910,2015,0,872
210910,2016,0,794
210910,2017,0,883
210910,2018,0,834
210910,2019,0,823
210920,2012,0,197
210920,2013,0,194
210920,2014,0,185
210920,2015,1,199
210920,2016,1,207
210920,2017,0,208
210920,2018,2,256
210920,2019,2,195
210923,2012,0,119
210923,2013,0,92
210923,2014,0,118
210923,2015,0,117
210923,2016,0,100
210923,2017,1,88
210923,2018,0,98
210923,2019,0,102
210927,2012,0,321
210927,2013,2,327
210927,2014,0,374
210927,2015,0,377
210927,2016,0,395
210927,2017,1,393
210927,2018,0,383
210927,2019,1,354
210930,2012,1,193
210930,2013,0,178
210930,2014,0,213
210930,2015,0,231
210930,2016,0,210
210930,2017,0,216
210930,2018,0,211
210930,2019,0,241
210940,2012,0,202
210940,2013,0,180
210940,2014,0,186
210940,2015,0,175
210940,2016,0,196
210940,2017,0,177
210940,2018,0,213
210940,2019,0,197
210945,2012,1,490
210945,2013,0,470
210945,2014,0,565
210945,2015,1,438
210945,2016,0,478
210945,2017,0,502
210945,2018,0,492
210945,2019,1,487
210950,2012,0,336
210950,2013,1,322
210950,2014,1,359
210950,2015,0,356
210950,2016,0,381
210950,2017,0,364
210950,2018,0,382
210950,2019,0,364
210955,2012,0,143
210955,2013,1,138
210955,2014,0,140
210955,2015,0,146
210955,2016,0,134
210955,2017,0,117
210955,2018,0,123
210955,2019,0,124
210960,2012,1,653
210960,2013,1,582
210960,2014,1,621
210960,2015,1,631
210960,2016,1,634
210960,2017,0,572
210960,2018,0,631
210960,2019,0,635
210970,2012,0,29
210970,2013,1,66
210970,2014,0,62
210970,2015,0,67
210970,2016,0,66
210970,2017,0,61
210970,2018,0,81
210970,2019,0,78
210975,2012,0,95
210975,2013,1,105
210975,2014,0,64
210975,2015,0,61
210975,2016,0,55
210975,2017,0,88
210975,2018,0,90
210975,2019,0,80
210980,2012,2,606
210980,2013,0,601
210980,2014,0,623
210980,2015,0,520
210980,2016,1,520
210980,2017,2,545
210980,2018,0,583
210980,2019,0,550
210990,2012,2,1606
210990,2013,2,1593
210990,2014,2,1541
210990,2015,0,1587
210990,2016,0,1519
210990,2017,6,1599
210990,2018,13,1690
210990,2019,4,1590
211000,2012,5,1326
211000,2013,7,1290
211000,2014,11,1317
211000,2015,2,1280
211000,2016,4,1156
211000,2017,11,1153
211000,2018,14,1156
211000,2019,9,1202
211003,2012,2,429
211003,2013,8,386
211003,2014,3,401
211003,2015,0,447
211003,2016,1,381
211003,2017,1,376
211003,2018,5,351
211003,2019,2,329
211010,2012,0,469
211010,2013,0,474
211010,2014,0,503
211010,2015,0,489
211010,2016,0,428
211010,2017,0,510
211010,2018,0,529
211010,2019,0,429
211020,2012,0,602
211020,2013,1,681
211020,2014,0,660
211020,2015,1,625
211020,2016,0,541
211020,2017,0,585
211020,2018,0,613
211020,2019,0,549
211023,2012,0,123
211023,2013,0,132
211023,2014,0,145
211023,2015,0,133
211023,2016,0,119
211023,2017,1,107
211023,2018,0,130
211023,2019,0,133
211027,2012,1,132
211027,2013,0,142
211027,2014,0,160
211027,2015,0,159
211027,2016,0,175
211027,2017,1,193
211027,2018,0,215
211027,2019,0,188
211030,2012,0,239
211030,2013,0,245
211030,2014,0,247
211030,2015,0,245
211030,2016,0,260
211030,2017,1,235
211030,2018,0,263
211030,2019,0,258
211040,2012,0,383
211040,2013,0,426
211040,2014,0,407
211040,2015,0,387
211040,2016,0,345
211040,2017,0,373
211040,2018,1,361
211040,2019,1,378
211050,2012,0,423
211050,2013,0,521
211050,2014,0,545
211050,2015,0,516
211050,2016,0,473
211050,2017,0,565
211050,2018,0,560
211050,2019,0,505
211060,2012,0,499
211060,2013,0,471
211060,2014,0,479
211060,2015,0,465
211060,2016,0,428
211060,2017,0,445
211060,2018,0,437
211060,2019,0,424
211065,2012,0,92
211065,2013,0,96
211065,2014,0,147
211065,2015,0,133
211065,2016,0,129
211065,2017,0,134
211065,2018,1,113
211065,2019,0,77
211070,2012,0,593
211070,2013,0,642
211070,2014,0,696
211070,2015,1,609
211070,2016,0,583
211070,2017,0,641
211070,2018,0,570
211070,2019,1,649
211080,2012,0,47
211080,2013,0,47
211080,2014,0,54
211080,2015,0,48
211080,2016,0,39
211080,2017,0,44
211080,2018,0,69
211080,2019,0,52
211085,2012,0,119
211085,2013,0,133
211085,2014,0,124
211085,2015,0,139
211085,2016,0,152
211085,2017,0,137
211085,2018,0,114
211085,2019,0,99
211090,2012,0,163
211090,2013,0,129
211090,2014,0,140
211090,2015,0,152
211090,2016,1,147
211090,2017,0,165
211090,2018,0,150
211090,2019,0,160
211100,2012,0,259
211100,2013,0,304
211100,2014,0,273
211100,2015,0,269
211100,2016,0,267
211100,2017,0,241
211100,2018,0,271
211100,2019,0,267
211102,2012,0,131
211102,2013,1,235
211102,2014,1,215
211102,2015,0,222
211102,2016,1,228
211102,2017,0,245
211102,2018,1,263
211102,2019,2,247
211105,2012,0,168
211105,2013,0,190
211105,2014,0,139
211105,2015,0,160
211105,2016,0,161
211105,2017,1,149
211105,2018,0,145
211105,2019,0,161
211107,2012,0,273
211107,2013,0,283
211107,2014,0,321
211107,2015,0,282
211107,2016,0,294
211107,2017,0,252
211107,2018,0,308
211107,2019,0,273
211110,2012,0,404
211110,2013,0,399
211110,2014,0,437
211110,2015,0,418
211110,2016,0,390
211110,2017,0,413
211110,2018,0,396
211110,2019,1,371
211120,2012,3,2757
211120,2013,2,3103
211120,2014,2,3388
211120,2015,5,3298
211120,2016,3,3229
211120,2017,3,3236
211120,2018,1,3791
211120,2019,1,3753
211125,2012,0,119
211125,2013,0,99
211125,2014,0,129
211125,2015,0,82
211125,2016,0,93
211125,2017,0,90
211125,2018,0,98
211125,2019,0,104
211130,2012,12,18059
211130,2013,6,17204
211130,2014,8,16536
211130,2015,12,16998
211130,2016,12,15930
211130,2017,8,15549
211130,2018,15,15959
211130,2019,18,15685
211140,2012,8,420
211140,2013,1,348
211140,2014,1,313
211140,2015,0,334
211140,2016,0,301
211140,2017,0,322
211140,2018,0,305
211140,2019,0,290
211150,2012,0,730
211150,2013,1,685
211150,2014,0,702
211150,2015,0,680
211150,2016,1,673
