CODMUNRES,ano_nasc,Qtd_mais_de_3parto,Qtd_Total,Ratio
110000,2012,0.0,2,0.0
110000,2013,4.0,16,0.25
110000,2014,0.0,4,0.0
110000,2015,1.0,4,0.25
110000,2016,1.0,2,0.5
110000,2018,1.0,2,0.5
110000,2019,0.0,1,0.0
110001,2012,46.0,386,0.11917098445595854
110001,2013,44.0,382,0.11518324607329843
110001,2014,40.0,341,0.11730205278592376
110001,2015,27.0,373,0.07238605898123325
110001,2016,32.0,326,0.09815950920245399
110001,2017,30.0,354,0.0847457627118644
110001,2018,38.0,408,0.09313725490196079
110001,2019,29.0,367,0.07901907356948229
110001,2020,19.0,333,0.057057057057057055
110002,2012,88.0,1339,0.06572068707991038
110002,2013,148.0,1654,0.08948004836759371
110002,2014,112.0,1647,0.06800242865816636
110002,2015,88.0,1783,0.049355019629837356
110002,2016,35.0,1662,0.0210589651022864
110002,2017,26.0,1724,0.015081206496519721
110002,2018,118.0,1682,0.07015457788347206
110002,2019,141.0,1729,0.08155002891844997
110002,2020,122.0,1507,0.0809555408095554
110003,2012,2.0,64,0.03125
110003,2013,3.0,74,0.04054054054054054
110003,2014,2.0,75,0.02666666666666667
110003,2015,5.0,86,0.05813953488372093
110003,2016,3.0,73,0.0410958904109589
110003,2017,5.0,67,0.07462686567164178
110003,2018,4.0,82,0.04878048780487805
110003,2019,4.0,80,0.05
110003,2020,9.0,69,0.13043478260869565
110004,2012,120.0,1201,0.09991673605328892
110004,2013,96.0,1185,0.0810126582278481
110004,2014,90.0,1307,0.06885998469778118
110004,2015,92.0,1360,0.06764705882352941
110004,2016,105.0,1338,0.07847533632286996
110004,2017,86.0,1452,0.05922865013774105
110004,2018,90.0,1446,0.06224066390041494
110004,2019,90.0,1374,0.06550218340611354
110004,2020,82.0,1325,0.061886792452830186
110005,2012,16.0,245,0.0653061224489796
110005,2013,19.0,271,0.07011070110701106
110005,2014,13.0,250,0.052
110005,2015,16.0,277,0.05776173285198556
110005,2016,10.0,263,0.03802281368821293
110005,2017,15.0,277,0.05415162454873646
110005,2018,19.0,264,0.07196969696969698
110005,2019,9.0,237,0.0379746835443038
110005,2020,16.0,269,0.05947955390334572
110006,2012,7.0,214,0.03271028037383177
110006,2013,17.0,256,0.06640625
110006,2014,15.0,273,0.054945054945054944
110006,2015,19.0,251,0.07569721115537849
110006,2016,12.0,223,0.053811659192825115
110006,2017,9.0,243,0.037037037037037035
110006,2018,11.0,235,0.04680851063829787
110006,2019,17.0,214,0.0794392523364486
110006,2020,14.0,203,0.06896551724137931
110007,2012,5.0,116,0.04310344827586207
110007,2013,11.0,116,0.09482758620689655
110007,2014,8.0,125,0.064
110007,2015,7.0,111,0.06306306306306306
110007,2016,9.0,139,0.06474820143884892
110007,2017,6.0,87,0.06896551724137931
110007,2018,5.0,129,0.03875968992248062
110007,2019,8.0,127,0.06299212598425197
110007,2020,8.0,107,0.07476635514018691
110008,2012,47.0,234,0.20085470085470086
110008,2013,35.0,234,0.14957264957264957
110008,2014,51.0,267,0.19101123595505617
110008,2015,33.0,245,0.1346938775510204
110008,2016,28.0,213,0.13145539906103287
110008,2017,28.0,216,0.12962962962962962
110008,2018,36.0,246,0.14634146341463414
110008,2019,37.0,233,0.15879828326180256
110008,2020,30.0,190,0.15789473684210525
110009,2012,55.0,476,0.11554621848739496
110009,2013,41.0,463,0.08855291576673865
110009,2014,65.0,496,0.1310483870967742
110009,2015,49.0,548,0.08941605839416059
110009,2016,46.0,486,0.09465020576131687
110009,2017,50.0,533,0.09380863039399624
110009,2018,54.0,476,0.1134453781512605
110009,2019,47.0,450,0.10444444444444445
110009,2020,59.0,471,0.12526539278131635
110010,2012,255.0,940,0.2712765957446808
110010,2013,245.0,879,0.2787258248009101
110010,2014,216.0,923,0.23401950162513543
110010,2015,247.0,831,0.2972322503008424
110010,2016,199.0,884,0.2251131221719457
110010,2017,212.0,842,0.2517814726840855
110010,2018,208.0,926,0.22462203023758098
110010,2019,166.0,781,0.21254801536491677
110010,2020,195.0,858,0.22727272727272727
110011,2012,47.0,808,0.05816831683168317
110011,2013,63.0,914,0.06892778993435449
110011,2014,69.0,867,0.07958477508650519
110011,2015,70.0,788,0.08883248730964467
110011,2016,39.0,807,0.048327137546468404
110011,2017,68.0,846,0.08037825059101655
110011,2018,65.0,911,0.07135016465422613
110011,2019,54.0,881,0.06129398410896708
110011,2020,59.0,892,0.06614349775784753
110012,2012,183.0,2075,0.08819277108433735
110012,2013,172.0,1971,0.08726534753932014
110012,2014,141.0,1956,0.07208588957055215
110012,2015,164.0,2094,0.07831900668576887
110012,2016,157.0,1976,0.07945344129554656
110012,2017,159.0,2050,0.0775609756097561
110012,2018,170.0,2278,0.07462686567164178
110012,2019,161.0,2182,0.07378551787351054
110012,2020,153.0,2133,0.07172995780590717
110013,2012,61.0,542,0.11254612546125461
110013,2013,64.0,514,0.1245136186770428
110013,2014,46.0,507,0.09072978303747535
110013,2015,51.0,480,0.10625
110013,2016,32.0,398,0.08040201005025126
110013,2017,45.0,449,0.10022271714922049
110013,2018,61.0,517,0.11798839458413926
110013,2019,59.0,500,0.118
110013,2020,58.0,561,0.10338680926916222
110014,2012,14.0,271,0.05166051660516605
110014,2013,8.0,278,0.02877697841726619
110014,2014,12.0,254,0.047244094488188976
110014,2015,11.0,256,0.04296875
110014,2016,18.0,276,0.06521739130434782
110014,2017,9.0,224,0.04017857142857143
110014,2018,9.0,290,0.03103448275862069
110014,2019,11.0,261,0.0421455938697318
110014,2020,14.0,230,0.06086956521739131
110015,2012,45.0,647,0.0695517774343122
110015,2013,47.0,639,0.07355242566510173
110015,2014,47.0,674,0.06973293768545995
110015,2015,51.0,767,0.06649282920469361
110015,2016,33.0,582,0.05670103092783505
110015,2017,35.0,578,0.06055363321799308
110015,2018,45.0,614,0.0732899022801303
110015,2019,35.0,631,0.0554675118858954
110015,2020,40.0,600,0.06666666666666667
110018,2012,40.0,553,0.07233273056057866
110018,2013,42.0,581,0.07228915662650602
110018,2014,44.0,597,0.07370184254606366
110018,2015,37.0,594,0.06228956228956229
110018,2016,29.0,601,0.048252911813643926
110018,2017,31.0,615,0.05040650406504065
110018,2018,38.0,651,0.05837173579109063
110018,2019,31.0,616,0.05032467532467533
110018,2020,29.0,579,0.05008635578583765
110020,2012,988.0,8941,0.11050218096409797
110020,2013,1004.0,8927,0.1124677943318024
110020,2014,978.0,9130,0.10711938663745893
110020,2015,995.0,9093,0.10942483228857362
110020,2016,960.0,8611,0.11148530948786436
110020,2017,951.0,8800,0.10806818181818181
110020,2018,938.0,8752,0.10717550274223035
110020,2019,883.0,8437,0.10465805381059619
110020,2020,848.0,7893,0.10743696946661599
110025,2012,11.0,243,0.04526748971193416
110025,2013,23.0,258,0.08914728682170543
110025,2014,21.0,289,0.0726643598615917
110025,2015,21.0,262,0.08015267175572519
110025,2016,29.0,276,0.10507246376811594
110025,2017,30.0,289,0.10380622837370242
110025,2018,20.0,294,0.06802721088435375
110025,2019,21.0,304,0.06907894736842106
110025,2020,21.0,259,0.08108108108108109
110026,2012,2.0,41,0.04878048780487805
110026,2013,5.0,38,0.13157894736842105
110026,2014,3.0,36,0.08333333333333333
110026,2015,3.0,36,0.08333333333333333
110026,2016,1.0,35,0.02857142857142857
110026,2017,1.0,49,0.02040816326530612
110026,2018,4.0,46,0.08695652173913043
110026,2019,8.0,50,0.16
110026,2020,8.0,48,0.16666666666666666
110028,2012,35.0,927,0.037756202804746494
110028,2013,33.0,879,0.03754266211604096
110028,2014,55.0,947,0.05807814149947202
110028,2015,40.0,936,0.042735042735042736
110028,2016,45.0,855,0.05263157894736842
110028,2017,49.0,963,0.05088265835929388
110028,2018,25.0,900,0.027777777777777776
110028,2019,54.0,927,0.05825242718446602
110028,2020,41.0,877,0.046750285062713795
110029,2012,2.0,118,0.01694915254237288
110029,2013,3.0,98,0.030612244897959183
110029,2014,2.0,103,0.019417475728155338
110029,2015,5.0,109,0.045871559633027525
110029,2016,5.0,114,0.043859649122807015
110029,2017,3.0,112,0.026785714285714284
110029,2018,2.0,103,0.019417475728155338
110029,2019,5.0,99,0.050505050505050504
110029,2020,3.0,99,0.030303030303030304
110030,2012,73.0,1269,0.05752561071710008
110030,2013,101.0,1388,0.07276657060518732
110030,2014,106.0,1418,0.07475317348377997
110030,2015,107.0,1535,0.06970684039087947
110030,2016,97.0,1427,0.06797477224947442
110030,2017,101.0,1465,0.0689419795221843
110030,2018,113.0,1557,0.07257546563904946
110030,2019,104.0,1590,0.06540880503144654
110030,2020,130.0,1553,0.08370895041854476
110032,2012,35.0,313,0.11182108626198083
110032,2013,33.0,355,0.09295774647887324
110032,2014,20.0,364,0.054945054945054944
110032,2015,14.0,311,0.04501607717041801
110032,2016,20.0,337,0.05934718100890208
110032,2017,15.0,372,0.04032258064516129
110032,2018,24.0,391,0.061381074168797956
110032,2019,21.0,353,0.059490084985835696
110032,2020,25.0,363,0.06887052341597796
110033,2012,57.0,383,0.14882506527415143
110033,2013,64.0,416,0.15384615384615385
110033,2014,70.0,425,0.16470588235294117
110033,2015,86.0,404,0.21287128712871287
110033,2016,66.0,411,0.16058394160583941
110033,2017,66.0,487,0.13552361396303902
110033,2018,67.0,482,0.13900414937759337
110033,2019,57.0,432,0.13194444444444445
110033,2020,54.0,423,0.1276595744680851
110034,2012,3.0,189,0.015873015873015872
110034,2013,18.0,220,0.08181818181818182
110034,2014,13.0,184,0.07065217391304347
110034,2015,10.0,200,0.05
110034,2016,13.0,166,0.0783132530120482
110034,2017,17.0,178,0.09550561797752809
110034,2018,16.0,162,0.09876543209876543
110034,2019,14.0,205,0.06829268292682927
110034,2020,21.0,210,0.1
110037,2012,16.0,189,0.08465608465608465
110037,2013,16.0,163,0.09815950920245399
110037,2014,19.0,172,0.11046511627906977
110037,2015,10.0,149,0.06711409395973154
110037,2016,9.0,168,0.05357142857142857
110037,2017,8.0,172,0.046511627906976744
110037,2018,13.0,160,0.08125
110037,2019,5.0,154,0.032467532467532464
110037,2020,9.0,146,0.06164383561643835
110040,2012,12.0,194,0.061855670103092786
110040,2013,27.0,211,0.12796208530805686
110040,2014,23.0,254,0.09055118110236221
