CODMUNRES,ano_nasc,Qtd_Maior35,Qtd_Total,Ratio
240130,2014,6.0,102,0.058823529411764705
240130,2015,17.0,119,0.14285714285714285
240130,2016,12.0,81,0.14814814814814814
240130,2017,14.0,103,0.13592233009708737
240130,2018,19.0,104,0.18269230769230768
240130,2019,13.0,91,0.14285714285714285
240130,2020,19.0,82,0.23170731707317074
240140,2012,11.0,110,0.1
240140,2013,8.0,109,0.07339449541284404
240140,2014,13.0,122,0.10655737704918032
240140,2015,10.0,115,0.08695652173913043
240140,2016,8.0,110,0.07272727272727272
240140,2017,9.0,127,0.07086614173228346
240140,2018,17.0,114,0.14912280701754385
240140,2019,12.0,113,0.10619469026548672
240140,2020,9.0,93,0.0967741935483871
240145,2012,21.0,401,0.05236907730673317
240145,2013,30.0,378,0.07936507936507936
240145,2014,27.0,409,0.06601466992665037
240145,2015,34.0,437,0.07780320366132723
240145,2016,25.0,394,0.06345177664974619
240145,2017,33.0,397,0.08312342569269521
240145,2018,31.0,367,0.08446866485013624
240145,2019,36.0,352,0.10227272727272728
240145,2020,30.0,343,0.08746355685131195
240150,2012,5.0,28,0.17857142857142858
240150,2013,3.0,51,0.058823529411764705
240150,2014,3.0,42,0.07142857142857142
240150,2015,7.0,46,0.15217391304347827
240150,2016,4.0,40,0.1
240150,2017,5.0,51,0.09803921568627451
240150,2018,9.0,39,0.23076923076923078
240150,2019,4.0,50,0.08
240150,2020,14.0,53,0.2641509433962264
240160,2012,7.0,84,0.08333333333333333
240160,2013,5.0,63,0.07936507936507936
240160,2014,8.0,67,0.11940298507462686
240160,2015,5.0,63,0.07936507936507936
240160,2016,9.0,68,0.1323529411764706
240160,2017,8.0,66,0.12121212121212122
240160,2018,7.0,72,0.09722222222222222
240160,2019,10.0,67,0.14925373134328357
240160,2020,14.0,67,0.208955223880597
240165,2012,3.0,35,0.08571428571428572
240165,2013,1.0,36,0.027777777777777776
240165,2014,4.0,42,0.09523809523809523
240165,2015,3.0,49,0.061224489795918366
240165,2016,2.0,32,0.0625
240165,2017,3.0,32,0.09375
240165,2018,3.0,50,0.06
240165,2019,6.0,54,0.1111111111111111
240165,2020,3.0,51,0.058823529411764705
240170,2012,14.0,124,0.11290322580645161
240170,2013,9.0,103,0.08737864077669903
240170,2014,20.0,139,0.14388489208633093
240170,2015,13.0,113,0.11504424778761062
240170,2016,10.0,112,0.08928571428571429
240170,2017,13.0,124,0.10483870967741936
240170,2018,23.0,149,0.15436241610738255
240170,2019,15.0,121,0.12396694214876033
240170,2020,13.0,120,0.10833333333333334
240180,2012,16.0,174,0.09195402298850575
240180,2013,15.0,150,0.1
240180,2014,14.0,177,0.07909604519774012
240180,2015,18.0,179,0.1005586592178771
240180,2016,19.0,182,0.1043956043956044
240180,2017,17.0,164,0.10365853658536585
240180,2018,17.0,169,0.10059171597633136
240180,2019,22.0,168,0.13095238095238096
240180,2020,18.0,172,0.10465116279069768
240185,2012,4.0,89,0.0449438202247191
240185,2013,5.0,75,0.06666666666666667
240185,2014,7.0,66,0.10606060606060606
240185,2015,7.0,92,0.07608695652173914
240185,2016,9.0,81,0.1111111111111111
240185,2017,8.0,75,0.10666666666666667
240185,2018,5.0,73,0.0684931506849315
240185,2019,6.0,76,0.07894736842105263
240185,2020,12.0,85,0.1411764705882353
240190,2012,6.0,54,0.1111111111111111
240190,2013,5.0,46,0.10869565217391304
240190,2014,2.0,51,0.0392156862745098
240190,2015,3.0,55,0.05454545454545454
240190,2016,9.0,59,0.15254237288135594
240190,2017,4.0,48,0.08333333333333333
240190,2018,11.0,58,0.1896551724137931
240190,2019,0.0,44,0.0
240190,2020,4.0,53,0.07547169811320754
240200,2012,89.0,782,0.11381074168797954
240200,2013,87.0,731,0.11901504787961696
240200,2014,101.0,713,0.14165497896213183
240200,2015,105.0,747,0.14056224899598393
240200,2016,97.0,699,0.13876967095851217
240200,2017,94.0,686,0.13702623906705538
240200,2018,112.0,688,0.16279069767441862
240200,2019,114.0,671,0.16989567809239942
240200,2020,143.0,668,0.21407185628742514
240210,2012,15.0,140,0.10714285714285714
240210,2013,12.0,118,0.1016949152542373
240210,2014,10.0,146,0.0684931506849315
240210,2015,23.0,145,0.15862068965517243
240210,2016,17.0,137,0.12408759124087591
240210,2017,15.0,135,0.1111111111111111
240210,2018,13.0,120,0.10833333333333334
240210,2019,18.0,139,0.12949640287769784
240210,2020,18.0,121,0.1487603305785124
240220,2012,36.0,579,0.06217616580310881
240220,2013,45.0,539,0.08348794063079777
240220,2014,46.0,532,0.08646616541353383
240220,2015,50.0,549,0.09107468123861566
240220,2016,48.0,505,0.09504950495049505
240220,2017,59.0,539,0.10946196660482375
240220,2018,62.0,527,0.11764705882352941
240220,2019,41.0,526,0.0779467680608365
240220,2020,61.0,505,0.12079207920792079
240230,2012,29.0,284,0.10211267605633803
240230,2013,27.0,253,0.1067193675889328
240230,2014,39.0,299,0.13043478260869565
240230,2015,36.0,262,0.13740458015267176
240230,2016,34.0,223,0.15246636771300448
240230,2017,40.0,244,0.16393442622950818
240230,2018,31.0,262,0.1183206106870229
240230,2019,39.0,236,0.1652542372881356
240230,2020,45.0,266,0.16917293233082706
240240,2012,10.0,111,0.09009009009009009
240240,2013,11.0,112,0.09821428571428571
240240,2014,12.0,112,0.10714285714285714
240240,2015,13.0,96,0.13541666666666666
240240,2016,12.0,68,0.17647058823529413
240240,2017,11.0,88,0.125
240240,2018,11.0,88,0.125
240240,2019,9.0,93,0.0967741935483871
240240,2020,22.0,105,0.20952380952380953
240250,2012,15.0,136,0.11029411764705882
240250,2013,13.0,144,0.09027777777777778
240250,2014,9.0,138,0.06521739130434782
240250,2015,13.0,141,0.09219858156028368
240250,2016,5.0,102,0.049019607843137254
240250,2017,8.0,114,0.07017543859649122
240250,2018,15.0,122,0.12295081967213115
240250,2019,18.0,134,0.13432835820895522
240250,2020,10.0,90,0.1111111111111111
240260,2012,125.0,1101,0.11353315168029064
240260,2013,126.0,1197,0.10526315789473684
240260,2014,155.0,1282,0.12090483619344773
240260,2015,147.0,1234,0.11912479740680713
240260,2016,122.0,1060,0.11509433962264151
240260,2017,139.0,1131,0.1229000884173298
240260,2018,134.0,1158,0.1157167530224525
240260,2019,160.0,1041,0.15369836695485112
240260,2020,169.0,1118,0.1511627906976744
240270,2012,9.0,141,0.06382978723404255
240270,2013,16.0,131,0.12213740458015267
240270,2014,19.0,149,0.12751677852348994
240270,2015,8.0,126,0.06349206349206349
240270,2016,12.0,128,0.09375
240270,2017,11.0,124,0.08870967741935484
240270,2018,10.0,151,0.06622516556291391
240270,2019,12.0,132,0.09090909090909091
240270,2020,17.0,122,0.13934426229508196
240280,2012,10.0,66,0.15151515151515152
240280,2013,12.0,71,0.16901408450704225
240280,2014,4.0,72,0.05555555555555555
240280,2015,10.0,96,0.10416666666666667
240280,2016,8.0,70,0.11428571428571428
240280,2017,8.0,71,0.11267605633802817
240280,2018,12.0,83,0.14457831325301204
240280,2019,6.0,76,0.07894736842105263
240280,2020,11.0,65,0.16923076923076924
240290,2012,4.0,61,0.06557377049180328
240290,2013,10.0,71,0.14084507042253522
240290,2014,7.0,71,0.09859154929577464
240290,2015,10.0,61,0.16393442622950818
240290,2016,8.0,67,0.11940298507462686
240290,2017,2.0,52,0.038461538461538464
240290,2018,7.0,68,0.10294117647058823
240290,2019,7.0,58,0.1206896551724138
240290,2020,13.0,69,0.18840579710144928
240300,2012,10.0,102,0.09803921568627451
240300,2013,14.0,98,0.14285714285714285
240300,2014,13.0,94,0.13829787234042554
240300,2015,11.0,95,0.11578947368421053
240300,2016,10.0,75,0.13333333333333333
240300,2017,12.0,94,0.1276595744680851
240300,2018,7.0,86,0.08139534883720931
240300,2019,12.0,70,0.17142857142857143
240300,2020,17.0,93,0.1827956989247312
240310,2012,58.0,548,0.10583941605839416
240310,2013,72.0,545,0.13211009174311927
240310,2014,82.0,536,0.15298507462686567
240310,2015,74.0,521,0.1420345489443378
240310,2016,67.0,456,0.14692982456140352
240310,2017,81.0,506,0.1600790513833992
240310,2018,76.0,517,0.1470019342359768
240310,2019,79.0,499,0.15831663326653306
240310,2020,99.0,463,0.21382289416846653
240320,2012,13.0,109,0.11926605504587157
240320,2013,13.0,102,0.12745098039215685
240320,2014,14.0,113,0.12389380530973451
240320,2015,8.0,96,0.08333333333333333
240320,2016,10.0,103,0.0970873786407767
240320,2017,15.0,102,0.14705882352941177
240320,2018,18.0,92,0.1956521739130435
240320,2019,16.0,99,0.16161616161616163
240320,2020,16.0,111,0.14414414414414414
240325,2012,444.0,3706,0.11980572045331894
240325,2013,512.0,3912,0.130879345603272
240325,2014,568.0,4025,0.14111801242236025
240325,2015,591.0,4149,0.14244396240057844
240325,2016,558.0,3811,0.1464182629231173
240325,2017,640.0,3898,0.1641867624422781
240325,2018,688.0,3936,0.17479674796747968
240325,2019,713.0,3449,0.20672658741664252
240325,2020,727.0,3462,0.2099942229924899
240330,2012,7.0,80,0.0875
240330,2013,7.0,75,0.09333333333333334
240330,2014,13.0,93,0.13978494623655913
240330,2015,8.0,81,0.09876543209876543
240330,2016,8.0,81,0.09876543209876543
240330,2017,12.0,97,0.12371134020618557
240330,2018,11.0,82,0.13414634146341464
240330,2019,12.0,89,0.1348314606741573
240330,2020,7.0,85,0.08235294117647059
240340,2012,7.0,62,0.11290322580645161
240340,2013,8.0,80,0.1
240340,2014,8.0,64,0.125
240340,2015,7.0,67,0.1044776119402985
240340,2016,9.0,61,0.14754098360655737
240340,2017,4.0,51,0.0784313725490196
240340,2018,12.0,69,0.17391304347826086
240340,2019,7.0,60,0.11666666666666667
240340,2020,14.0,70,0.2
240350,2012,15.0,132,0.11363636363636363
240350,2013,20.0,107,0.18691588785046728
240350,2014,8.0,92,0.08695652173913043
240350,2015,13.0,110,0.11818181818181818
240350,2016,8.0,94,0.0851063829787234
240350,2017,7.0,98,0.07142857142857142
240350,2018,10.0,97,0.10309278350515463
240350,2019,21.0,112,0.1875
240350,2020,15.0,117,0.1282051282051282
240360,2012,44.0,376,0.11702127659574468
240360,2013,43.0,518,0.08301158301158301
240360,2014,55.0,544,0.10110294117647059
240360,2015,68.0,568,0.11971830985915492
240360,2016,61.0,564,0.10815602836879433
240360,2017,82.0,569,0.14411247803163443
240360,2018,91.0,650,0.14
240360,2019,93.0,560,0.16607142857142856
240360,2020,89.0,512,0.173828125
240370,2012,10.0,67,0.14925373134328357
240370,2013,8.0,48,0.16666666666666666
240370,2014,8.0,69,0.11594202898550725
240370,2015,12.0,75,0.16
240370,2016,8.0,74,0.10810810810810811
240370,2017,14.0,66,0.21212121212121213
240370,2018,8.0,55,0.14545454545454545
240370,2019,4.0,41,0.0975609756097561
240370,2020,5.0,53,0.09433962264150944
240375,2012,0.0,33,0.0
240375,2013,4.0,38,0.10526315789473684
240375,2014,1.0,34,0.029411764705882353
240375,2015,1.0,45,0.022222222222222223
240375,2016,2.0,30,0.06666666666666667
240375,2017,2.0,40,0.05
240375,2018,3.0,45,0.06666666666666667
240375,2019,2.0,35,0.05714285714285714
240375,2020,3.0,29,0.10344827586206896
240380,2012,12.0,135,0.08888888888888889
240380,2013,14.0,123,0.11382113821138211
240380,2014,16.0,117,0.13675213675213677
240380,2015,15.0,119,0.12605042016806722
240380,2016,13.0,97,0.13402061855670103
240380,2017,17.0,108,0.1574074074074074
240380,2018,17.0,122,0.13934426229508196
240380,2019,21.0,106,0.19811320754716982
240380,2020,12.0,109,0.11009174311926606
240390,2012,1.0,46,0.021739130434782608
240390,2013,4.0,33,0.12121212121212122
240390,2014,6.0,51,0.11764705882352941
240390,2015,1.0,27,0.037037037037037035
240390,2016,5.0,32,0.15625
240390,2017,6.0,45,0.13333333333333333
240390,2018,9.0,40,0.225
240390,2019,2.0,32,0.0625
240390,2020,3.0,34,0.08823529411764706
240400,2012,7.0,59,0.11864406779661017
240400,2013,2.0,37,0.05405405405405406
240400,2014,6.0,48,0.125
240400,2015,5.0,57,0.08771929824561403
240400,2016,7.0,54,0.12962962962962962
240400,2017,6.0,53,0.11320754716981132
240400,2018,10.0,61,0.16393442622950818
240400,2019,1.0,50,0.02
240400,2020,10.0,57,0.17543859649122806
240410,2012,2.0,32,0.0625
240410,2013,2.0,19,0.10526315789473684
240410,2014,4.0,31,0.12903225806451613
240410,2015,3.0,39,0.07692307692307693
240410,2016,2.0,34,0.058823529411764705
240410,2017,3.0,34,0.08823529411764706
240410,2018,5.0,37,0.13513513513513514
240410,2019,11.0,39,0.28205128205128205
240410,2020,5.0,36,0.1388888888888889
240420,2012,49.0,493,0.09939148073022312
240420,2013,48.0,533,0.0900562851782364
240420,2014,39.0,462,0.08441558441558442
240420,2015,48.0,497,0.096579476861167
240420,2016,38.0,477,0.07966457023060797
240420,2017,56.0,495,0.11313131313131314
240420,2018,62.0,508,0.1220472440944882
240420,2019,63.0,491,0.12830957230142567
240420,2020,56.0,482,0.11618257261410789
240430,2012,21.0,191,0.1099476439790576
240430,2013,23.0,162,0.1419753086419753
240430,2014,16.0,168,0.09523809523809523
240430,2015,10.0,164,0.06097560975609756
240430,2016,12.0,137,0.08759124087591241
240430,2017,9.0,137,0.06569343065693431
240430,2018,20.0,168,0.11904761904761904
240430,2019,16.0,139,0.11510791366906475
240430,2020,14.0,118,0.11864406779661017
240440,2012,5.0,103,0.04854368932038835
240440,2013,8.0,119,0.06722689075630252
240440,2014,8.0,128,0.0625
240440,2015,9.0,130,0.06923076923076923
240440,2016,11.0,129,0.08527131782945736
240440,2017,10.0,125,0.08
240440,2018,13.0,108,0.12037037037037036
240440,2019,15.0,125,0.12
240440,2020,8.0,105,0.0761904761904762
240450,2012,20.0,229,0.08733624454148471
240450,2013,14.0,200,0.07
240450,2014,18.0,268,0.06716417910447761
240450,2015,27.0,298,0.09060402684563758
240450,2016,24.0,258,0.09302325581395349
240450,2017,16.0,283,0.05653710247349823
240450,2018,30.0,310,0.0967741935483871
240450,2019,39.0,276,0.14130434782608695
240450,2020,30.0,327,0.09174311926605505
240460,2012,14.0,137,0.10218978102189781
240460,2013,15.0,117,0.1282051282051282
240460,2014,16.0,114,0.14035087719298245
240460,2015,24.0,139,0.17266187050359713
240460,2016,17.0,148,0.11486486486486487
240460,2017,24.0,132,0.18181818181818182
240460,2018,16.0,141,0.11347517730496454
240460,2019,25.0,136,0.18382352941176472
240460,2020,16.0,117,0.13675213675213677
240470,2012,11.0,209,0.05263157894736842
240470,2013,12.0,237,0.05063291139240506
240470,2014,17.0,214,0.0794392523364486
240470,2015,17.0,238,0.07142857142857142
240470,2016,17.0,208,0.08173076923076923
240470,2017,16.0,230,0.06956521739130435
240470,2018,15.0,249,0.060240963855421686
240470,2019,22.0,196,0.11224489795918367
240470,2020,31.0,202,0.15346534653465346
240480,2012,0.0,22,0.0
240480,2013,3.0,25,0.12
240480,2014,2.0,20,0.1
240480,2015,3.0,21,0.14285714285714285
240480,2016,2.0,15,0.13333333333333333
240480,2017,5.0,25,0.2
240480,2018,2.0,19,0.10526315789473684
240480,2019,4.0,15,0.26666666666666666
240480,2020,3.0,19,0.15789473684210525
240485,2012,7.0,126,0.05555555555555555
240485,2013,9.0,120,0.075
240485,2014,8.0,120,0.06666666666666667
240485,2015,8.0,114,0.07017543859649122
240485,2016,8.0,113,0.07079646017699115
240485,2017,3.0,99,0.030303030303030304
240485,2018,16.0,134,0.11940298507462686
240485,2019,10.0,86,0.11627906976744186
240485,2020,6.0,89,0.06741573033707865
240490,2012,6.0,75,0.08
240490,2013,7.0,64,0.109375
240490,2014,9.0,60,0.15
240490,2015,9.0,65,0.13846153846153847
240490,2016,4.0,76,0.05263157894736842
240490,2017,8.0,70,0.11428571428571428
240490,2018,6.0,64,0.09375
240490,2019,5.0,48,0.10416666666666667
240490,2020,10.0,66,0.15151515151515152
240500,2012,13.0,108,0.12037037037037036
240500,2013,5.0,109,0.045871559633027525
240500,2014,10.0,100,0.1
240500,2015,11.0,113,0.09734513274336283
240500,2016,14.0,112,0.125
240500,2017,10.0,90,0.1111111111111111
240500,2018,10.0,110,0.09090909090909091
240500,2019,11.0,108,0.10185185185185185
240500,2020,19.0,130,0.14615384615384616
240510,2012,7.0,85,0.08235294117647059
240510,2013,6.0,72,0.08333333333333333
240510,2014,10.0,102,0.09803921568627451
240510,2015,11.0,101,0.10891089108910891
240510,2016,6.0,86,0.06976744186046512
240510,2017,7.0,88,0.07954545454545454
240510,2018,3.0,81,0.037037037037037035
240510,2019,13.0,79,0.16455696202531644
240510,2020,13.0,93,0.13978494623655913
240520,2012,4.0,76,0.05263157894736842
240520,2013,7.0,72,0.09722222222222222
240520,2014,12.0,70,0.17142857142857143
240520,2015,4.0,62,0.06451612903225806
240520,2016,8.0,59,0.13559322033898305
240520,2017,4.0,55,0.07272727272727272
240520,2018,12.0,68,0.17647058823529413
240520,2019,9.0,58,0.15517241379310345
240520,2020,8.0,59,0.13559322033898305
240530,2012,4.0,114,0.03508771929824561
240530,2013,13.0,119,0.1092436974789916
240530,2014,11.0,121,0.09090909090909091
240530,2015,14.0,117,0.11965811965811966
240530,2016,8.0,124,0.06451612903225806
240530,2017,21.0,144,0.14583333333333334
240530,2018,25.0,150,0.16666666666666666
240530,2019,26.0,173,0.15028901734104047
240530,2020,17.0,157,0.10828025477707007
240540,2012,11.0,101,0.10891089108910891
240540,2013,10.0,107,0.09345794392523364
240540,2014,9.0,105,0.08571428571428572
240540,2015,2.0,96,0.020833333333333332
240540,2016,12.0,116,0.10344827586206896
240540,2017,6.0,86,0.06976744186046512
240540,2018,15.0,107,0.14018691588785046
240540,2019,19.0,116,0.16379310344827586
240540,2020,12.0,92,0.13043478260869565
240550,2012,4.0,34,0.11764705882352941
240550,2013,2.0,35,0.05714285714285714
240550,2014,4.0,27,0.14814814814814814
240550,2015,1.0,26,0.038461538461538464
240550,2016,7.0,24,0.2916666666666667
240550,2017,6.0,35,0.17142857142857143
240550,2018,4.0,37,0.10810810810810811
240550,2019,5.0,38,0.13157894736842105
240550,2020,3.0,29,0.10344827586206896
240560,2012,14.0,164,0.08536585365853659
240560,2013,11.0,167,0.0658682634730539
240560,2014,11.0,166,0.06626506024096386
240560,2015,17.0,181,0.09392265193370165
240560,2016,15.0,168,0.08928571428571429
240560,2017,20.0,144,0.1388888888888889
240560,2018,27.0,196,0.1377551020408163
240560,2019,15.0,167,0.08982035928143713
240560,2020,24.0,161,0.14906832298136646
240570,2012,19.0,116,0.16379310344827586
240570,2013,18.0,107,0.16822429906542055
240570,2014,23.0,126,0.18253968253968253
240570,2015,13.0,122,0.10655737704918032
240570,2016,11.0,94,0.11702127659574468
240570,2017,13.0,100,0.13
240570,2018,19.0,117,0.1623931623931624
240570,2019,14.0,101,0.13861386138613863
240570,2020,19.0,103,0.18446601941747573
240580,2012,54.0,491,0.109979633401222
240580,2013,43.0,493,0.0872210953346856
240580,2014,38.0,529,0.07183364839319471
240580,2015,47.0,522,0.09003831417624521
240580,2016,50.0,512,0.09765625
240580,2017,42.0,506,0.08300395256916997
240580,2018,60.0,514,0.11673151750972763
240580,2019,54.0,500,0.108
240580,2020,62.0,505,0.12277227722772277
240590,2012,5.0,33,0.15151515151515152
240590,2013,2.0,42,0.047619047619047616
240590,2014,2.0,42,0.047619047619047616
240590,2015,2.0,24,0.08333333333333333
240590,2016,1.0,26,0.038461538461538464
240590,2017,5.0,35,0.14285714285714285
240590,2018,3.0,40,0.075
240590,2019,3.0,35,0.08571428571428572
240590,2020,4.0,21,0.19047619047619047
240600,2012,4.0,76,0.05263157894736842
240600,2013,8.0,84,0.09523809523809523
240600,2014,5.0,80,0.0625
240600,2015,8.0,69,0.11594202898550725
240600,2016,9.0,68,0.1323529411764706
240600,2017,5.0,64,0.078125
240600,2018,9.0,81,0.1111111111111111
240600,2019,11.0,79,0.13924050632911392
240600,2020,13.0,71,0.18309859154929578
240610,2012,21.0,246,0.08536585365853659
240610,2013,15.0,253,0.05928853754940711
240610,2014,18.0,212,0.08490566037735849
240610,2015,25.0,263,0.09505703422053231
240610,2016,26.0,200,0.13
240610,2017,22.0,215,0.10232558139534884
240610,2018,27.0,203,0.1330049261083744
240610,2019,28.0,224,0.125
240610,2020,26.0,192,0.13541666666666666
240615,2012,4.0,38,0.10526315789473684
240615,2013,6.0,56,0.10714285714285714
240615,2014,7.0,52,0.1346153846153846
240615,2015,3.0,30,0.1
240615,2016,4.0,17,0.23529411764705882
240615,2017,2.0,21,0.09523809523809523
240615,2018,3.0,18,0.16666666666666666
240615,2019,2.0,12,0.16666666666666666
240615,2020,2.0,13,0.15384615384615385
240620,2012,5.0,75,0.06666666666666667
240620,2013,4.0,73,0.0547945205479452
240620,2014,7.0,92,0.07608695652173914
240620,2015,3.0,81,0.037037037037037035
240620,2016,6.0,91,0.06593406593406594
240620,2017,7.0,88,0.07954545454545454
240620,2018,4.0,86,0.046511627906976744
240620,2019,11.0,115,0.09565217391304348
240620,2020,10.0,88,0.11363636363636363
240630,2012,11.0,97,0.1134020618556701
240630,2013,12.0,97,0.12371134020618557
240630,2014,11.0,86,0.12790697674418605
240630,2015,12.0,103,0.11650485436893204
240630,2016,18.0,105,0.17142857142857143
240630,2017,8.0,94,0.0851063829787234
240630,2018,15.0,112,0.13392857142857142
240630,2019,13.0,99,0.13131313131313133
240630,2020,7.0,81,0.08641975308641975
240640,2012,5.0,39,0.1282051282051282
240640,2013,4.0,36,0.1111111111111111
240640,2014,1.0,41,0.024390243902439025
240640,2015,1.0,34,0.029411764705882353
240640,2016,5.0,42,0.11904761904761904
240640,2017,6.0,35,0.17142857142857143
240640,2018,4.0,55,0.07272727272727272
240640,2019,5.0,42,0.11904761904761904
240640,2020,11.0,45,0.24444444444444444
240650,2012,18.0,209,0.0861244019138756
240650,2013,14.0,204,0.06862745098039216
240650,2014,20.0,248,0.08064516129032258
240650,2015,23.0,249,0.09236947791164658
240650,2016,22.0,236,0.09322033898305085
240650,2017,21.0,216,0.09722222222222222
240650,2018,21.0,218,0.0963302752293578
240650,2019,32.0,218,0.14678899082568808
240650,2020,26.0,198,0.13131313131313133
240660,2012,22.0,150,0.14666666666666667
240660,2013,16.0,141,0.11347517730496454
240660,2014,12.0,136,0.08823529411764706
240660,2015,10.0,140,0.07142857142857142
240660,2016,17.0,132,0.12878787878787878
240660,2017,20.0,131,0.15267175572519084
240660,2018,21.0,153,0.13725490196078433
240660,2019,18.0,155,0.11612903225806452
240660,2020,29.0,160,0.18125
240670,2012,10.0,117,0.08547008547008547
240670,2013,6.0,98,0.061224489795918366
240670,2014,11.0,107,0.102803738317757
240670,2015,8.0,145,0.05517241379310345
240670,2016,8.0,100,0.08
240670,2017,9.0,109,0.08256880733944955
240670,2018,10.0,106,0.09433962264150944
240670,2019,17.0,113,0.1504424778761062
240670,2020,11.0,117,0.09401709401709402
240680,2012,7.0,85,0.08235294117647059
240680,2013,7.0,71,0.09859154929577464
240680,2014,4.0,67,0.05970149253731343
240680,2015,10.0,69,0.14492753623188406
240680,2016,6.0,56,0.10714285714285714
240680,2017,10.0,83,0.12048192771084337
240680,2018,8.0,84,0.09523809523809523
240680,2019,6.0,66,0.09090909090909091
240680,2020,10.0,65,0.15384615384615385
240690,2012,4.0,52,0.07692307692307693
240690,2013,4.0,43,0.09302325581395349
240690,2014,8.0,50,0.16
240690,2015,8.0,49,0.16326530612244897
240690,2016,4.0,33,0.12121212121212122
240690,2017,1.0,27,0.037037037037037035
240690,2018,6.0,41,0.14634146341463414
240690,2019,9.0,46,0.1956521739130435
240690,2020,1.0,27,0.037037037037037035
240700,2012,9.0,159,0.05660377358490566
240700,2013,12.0,134,0.08955223880597014
240700,2014,9.0,161,0.055900621118012424
240700,2015,10.0,172,0.05813953488372093
240700,2016,14.0,142,0.09859154929577464
240700,2017,13.0,164,0.07926829268292683
240700,2018,20.0,134,0.14925373134328357
240700,2019,17.0,151,0.11258278145695365
240700,2020,20.0,139,0.14388489208633093
240710,2012,73.0,829,0.08805790108564536
240710,2013,97.0,907,0.10694597574421169
240710,2014,98.0,893,0.10974244120940649
240710,2015,117.0,982,0.11914460285132383
240710,2016,99.0,929,0.10656620021528525
240710,2017,134.0,1052,0.12737642585551331
240710,2018,142.0,1091,0.1301558203483043
240710,2019,143.0,1007,0.1420059582919563
240710,2020,140.0,964,0.14522821576763487
240720,2012,17.0,255,0.06666666666666667
240720,2013,13.0,176,0.07386363636363637
240720,2014,42.0,459,0.0915032679738562
240720,2015,37.0,426,0.08685446009389672
240720,2016,45.0,354,0.1271186440677966
240720,2017,40.0,335,0.11940298507462686
240720,2018,48.0,317,0.15141955835962145
240720,2019,36.0,318,0.11320754716981132
240720,2020,32.0,281,0.11387900355871886
240725,2012,5.0,61,0.08196721311475409
240725,2013,6.0,61,0.09836065573770492
240725,2014,5.0,51,0.09803921568627451
240725,2015,10.0,54,0.18518518518518517
240725,2016,5.0,56,0.08928571428571429
240725,2017,4.0,44,0.09090909090909091
240725,2018,8.0,53,0.1509433962264151
240725,2019,7.0,56,0.125
240725,2020,10.0,55,0.18181818181818182
240730,2012,4.0,89,0.0449438202247191
240730,2013,8.0,81,0.09876543209876543
240730,2014,7.0,88,0.07954545454545454
240730,2015,8.0,106,0.07547169811320754
240730,2016,8.0,80,0.1
240730,2017,6.0,102,0.058823529411764705
240730,2018,16.0,109,0.14678899082568808
240730,2019,11.0,103,0.10679611650485436
240730,2020,13.0,98,0.1326530612244898
240740,2012,12.0,71,0.16901408450704225
240740,2013,12.0,90,0.13333333333333333
240740,2014,16.0,101,0.15841584158415842
240740,2015,9.0,76,0.11842105263157894
240740,2016,7.0,87,0.08045977011494253
240740,2017,12.0,89,0.1348314606741573
240740,2018,13.0,99,0.13131313131313133
240740,2019,17.0,106,0.16037735849056603
240740,2020,15.0,88,0.17045454545454544
240750,2012,7.0,126,0.05555555555555555
240750,2013,14.0,154,0.09090909090909091
240750,2014,16.0,158,0.10126582278481013
240750,2015,14.0,156,0.08974358974358974
240750,2016,6.0,139,0.04316546762589928
240750,2017,14.0,128,0.109375
240750,2018,15.0,136,0.11029411764705882
240750,2019,12.0,132,0.09090909090909091
240750,2020,27.0,159,0.16981132075471697
240760,2012,6.0,48,0.125
240760,2013,5.0,47,0.10638297872340426
240760,2014,5.0,51,0.09803921568627451
240760,2015,2.0,52,0.038461538461538464
240760,2016,8.0,52,0.15384615384615385
240760,2017,5.0,62,0.08064516129032258
240760,2018,5.0,54,0.09259259259259259
240760,2019,6.0,54,0.1111111111111111
240760,2020,8.0,40,0.2
240770,2012,17.0,131,0.1297709923664122
240770,2013,17.0,158,0.10759493670886076
240770,2014,15.0,142,0.1056338028169014
240770,2015,18.0,175,0.10285714285714286
240770,2016,15.0,146,0.10273972602739725
240770,2017,18.0,174,0.10344827586206896
240770,2018,19.0,179,0.10614525139664804
240770,2019,27.0,166,0.16265060240963855
240770,2020,28.0,168,0.16666666666666666
240780,2012,23.0,266,0.08646616541353383
240780,2013,34.0,300,0.11333333333333333
240780,2014,24.0,297,0.08080808080808081
240780,2015,36.0,277,0.1299638989169675
240780,2016,30.0,297,0.10101010101010101
240780,2017,26.0,281,0.09252669039145907
240780,2018,27.0,287,0.09407665505226481
240780,2019,37.0,263,0.14068441064638784
240780,2020,38.0,295,0.1288135593220339
240790,2012,2.0,34,0.058823529411764705
240790,2013,2.0,32,0.0625
240790,2014,3.0,33,0.09090909090909091
240790,2015,4.0,42,0.09523809523809523
240790,2016,3.0,48,0.0625
240790,2017,2.0,42,0.047619047619047616
240790,2018,9.0,47,0.19148936170212766
240790,2019,1.0,49,0.02040816326530612
240790,2020,6.0,44,0.13636363636363635
240800,2012,380.0,3819,0.09950248756218906
240800,2013,413.0,3975,0.10389937106918239
240800,2014,421.0,3954,0.10647445624683864
240800,2015,487.0,4056,0.120069033530572
