CODMUNRES,ano_nasc,Qtd_Consultas_Pre_Natal,Qtd_Total,Ratio
140015,2016,30,365,0.0821917808219178
140015,2017,28,377,0.07427055702917772
140015,2018,45,391,0.11508951406649616
140015,2019,53,470,0.1127659574468085
140015,2020,48,464,0.10344827586206896
140017,2012,24,315,0.0761904761904762
140017,2013,0,335,0.0
140017,2014,39,362,0.10773480662983426
140017,2015,37,327,0.11314984709480122
140017,2016,35,315,0.1111111111111111
140017,2017,33,352,0.09375
140017,2018,27,337,0.08011869436201781
140017,2019,37,385,0.09610389610389611
140017,2020,32,373,0.08579088471849866
140020,2012,42,425,0.0988235294117647
140020,2013,0,424,0.0
140020,2014,45,393,0.11450381679389313
140020,2015,48,414,0.11594202898550725
140020,2016,50,381,0.13123359580052493
140020,2017,45,407,0.11056511056511056
140020,2018,51,406,0.12561576354679804
140020,2019,71,445,0.15955056179775282
140020,2020,43,431,0.09976798143851508
140023,2012,26,138,0.18840579710144928
140023,2013,0,151,0.0
140023,2014,27,154,0.17532467532467533
140023,2015,29,139,0.20863309352517986
140023,2016,24,145,0.16551724137931034
140023,2017,35,183,0.1912568306010929
140023,2018,36,181,0.19889502762430938
140023,2019,38,204,0.18627450980392157
140023,2020,33,183,0.18032786885245902
140028,2012,23,173,0.1329479768786127
140028,2013,0,147,0.0
140028,2014,30,156,0.19230769230769232
140028,2015,17,169,0.10059171597633136
140028,2016,24,138,0.17391304347826086
140028,2017,24,154,0.15584415584415584
140028,2018,10,138,0.07246376811594203
140028,2019,16,185,0.08648648648648649
140028,2020,12,149,0.08053691275167785
140030,2012,36,270,0.13333333333333333
140030,2013,0,351,0.0
140030,2014,51,299,0.1705685618729097
140030,2015,56,341,0.16422287390029325
140030,2016,43,308,0.1396103896103896
140030,2017,48,309,0.1553398058252427
140030,2018,44,325,0.13538461538461538
140030,2019,53,372,0.1424731182795699
140030,2020,39,337,0.11572700296735905
140040,2012,21,319,0.06583072100313479
140040,2013,0,381,0.0
140040,2014,32,376,0.0851063829787234
140040,2015,50,442,0.11312217194570136
140040,2016,38,428,0.08878504672897196
140040,2017,41,415,0.09879518072289156
140040,2018,51,463,0.1101511879049676
140040,2019,54,489,0.11042944785276074
140040,2020,33,554,0.05956678700361011
140045,2012,42,327,0.12844036697247707
140045,2013,0,351,0.0
140045,2014,42,340,0.12352941176470589
140045,2015,49,361,0.13573407202216067
140045,2016,40,357,0.11204481792717087
140045,2017,43,380,0.11315789473684211
140045,2018,37,423,0.08747044917257683
140045,2019,55,556,0.09892086330935251
140045,2020,29,508,0.05708661417322835
140047,2012,88,422,0.20853080568720378
140047,2013,0,422,0.0
140047,2014,76,442,0.17194570135746606
140047,2015,77,527,0.1461100569259962
140047,2016,90,542,0.16605166051660517
140047,2017,90,563,0.15985790408525755
140047,2018,120,628,0.1910828025477707
140047,2019,77,567,0.13580246913580246
140047,2020,86,598,0.14381270903010032
140050,2012,15,116,0.12931034482758622
140050,2013,0,120,0.0
140050,2014,15,117,0.1282051282051282
140050,2015,18,117,0.15384615384615385
140050,2016,19,104,0.18269230769230768
140050,2017,18,122,0.14754098360655737
140050,2018,21,119,0.17647058823529413
140050,2019,14,131,0.10687022900763359
140050,2020,24,126,0.19047619047619047
140060,2012,15,84,0.17857142857142858
140060,2013,0,80,0.0
140060,2014,10,67,0.14925373134328357
140060,2015,20,91,0.21978021978021978
140060,2016,8,83,0.0963855421686747
140060,2017,16,106,0.1509433962264151
140060,2018,21,86,0.2441860465116279
140060,2019,20,107,0.18691588785046728
140060,2020,10,106,0.09433962264150944
140070,2012,11,432,0.02546296296296296
140070,2013,0,459,0.0
140070,2014,34,466,0.07296137339055794
140070,2015,50,518,0.09652509652509653
140070,2016,34,509,0.06679764243614932
140070,2017,47,445,0.10561797752808989
140070,2018,45,513,0.08771929824561403
140070,2019,45,616,0.07305194805194805
140070,2020,28,603,0.04643449419568822
150000,2012,0,4,0.0
150000,2013,0,8,0.0
150000,2014,0,2,0.0
150000,2015,0,2,0.0
150000,2016,1,2,0.5
150000,2017,0,2,0.0
150000,2018,0,1,0.0
150000,2019,1,3,0.3333333333333333
150000,2020,0,1,0.0
150010,2012,356,2530,0.14071146245059288
150010,2013,0,2538,0.0
150010,2014,391,2705,0.144547134935305
150010,2015,387,2660,0.14548872180451128
150010,2016,433,2532,0.17101105845181674
150010,2017,489,2713,0.18024327312937707
150010,2018,416,2671,0.15574691126918758
150010,2019,220,2623,0.08387342737323675
150010,2020,388,2552,0.15203761755485892
150013,2012,23,114,0.20175438596491227
150013,2013,0,129,0.0
150013,2014,15,100,0.15
150013,2015,16,143,0.11188811188811189
150013,2016,16,117,0.13675213675213677
150013,2017,23,142,0.1619718309859155
150013,2018,26,130,0.2
150013,2019,28,132,0.21212121212121213
150013,2020,19,98,0.19387755102040816
150020,2012,63,966,0.06521739130434782
150020,2013,0,1039,0.0
150020,2014,149,1116,0.1335125448028674
150020,2015,108,936,0.11538461538461539
150020,2016,79,996,0.07931726907630522
150020,2017,142,992,0.1431451612903226
150020,2018,148,1013,0.14610069101678183
150020,2019,122,980,0.12448979591836734
150020,2020,99,947,0.10454065469904963
150030,2012,45,805,0.055900621118012424
150030,2013,0,788,0.0
150030,2014,63,806,0.07816377171215881
150030,2015,56,871,0.0642939150401837
150030,2016,57,911,0.06256860592755215
150030,2017,82,968,0.08471074380165289
150030,2018,80,1022,0.07827788649706457
150030,2019,75,1014,0.07396449704142012
150030,2020,73,964,0.07572614107883817
150034,2012,26,164,0.15853658536585366
150034,2013,0,190,0.0
150034,2014,20,182,0.10989010989010989
150034,2015,27,199,0.135678391959799
150034,2016,32,163,0.19631901840490798
150034,2017,40,215,0.18604651162790697
150034,2018,21,223,0.09417040358744394
150034,2019,31,225,0.13777777777777778
150034,2020,19,169,0.11242603550295859
150040,2012,149,1138,0.13093145869947276
150040,2013,0,1126,0.0
150040,2014,128,1133,0.11297440423654016
150040,2015,132,1133,0.11650485436893204
150040,2016,119,1031,0.11542192046556742
150040,2017,124,1132,0.10954063604240283
150040,2018,132,1190,0.11092436974789915
150040,2019,130,1194,0.10887772194304858
150040,2020,96,1070,0.08971962616822429
150050,2012,71,693,0.10245310245310245
150050,2013,0,754,0.0
150050,2014,95,801,0.11860174781523096
150050,2015,107,797,0.1342534504391468
150050,2016,80,739,0.10825439783491204
150050,2017,84,745,0.11275167785234899
150050,2018,105,780,0.1346153846153846
150050,2019,94,779,0.12066752246469833
150050,2020,96,779,0.12323491655969192
150060,2012,93,2105,0.044180522565320665
150060,2013,0,2529,0.0
150060,2014,344,2866,0.12002791346824843
150060,2015,327,2991,0.10932798395185557
150060,2016,334,2846,0.11735769501054111
150060,2017,265,2487,0.10655408122235625
150060,2018,308,2568,0.11993769470404984
150060,2019,298,2371,0.12568536482496837
150060,2020,282,2332,0.120926243567753
150070,2012,40,751,0.05326231691078562
150070,2013,0,736,0.0
150070,2014,70,737,0.09497964721845319
150070,2015,54,742,0.07277628032345014
150070,2016,48,819,0.05860805860805861
150070,2017,105,855,0.12280701754385964
150070,2018,82,871,0.09414466130884042
150070,2019,81,837,0.0967741935483871
150070,2020,61,821,0.07429963459196103
150080,2012,1050,8195,0.12812690665039658
150080,2013,0,8035,0.0
150080,2014,924,8282,0.11156725428640425
150080,2015,890,8397,0.10599023460759795
150080,2016,848,8011,0.10585445013106978
150080,2017,954,7940,0.12015113350125944
150080,2018,700,7772,0.09006690684508492
150080,2019,644,7408,0.08693304535637149
150080,2020,465,6953,0.06687760678843664
150085,2012,26,530,0.04905660377358491
150085,2013,0,531,0.0
150085,2014,48,542,0.08856088560885608
150085,2015,48,600,0.08
150085,2016,60,575,0.10434782608695652
150085,2017,81,630,0.12857142857142856
150085,2018,85,656,0.12957317073170732
150085,2019,103,652,0.1579754601226994
150085,2020,95,631,0.15055467511885895
150090,2012,68,965,0.07046632124352331
150090,2013,0,1050,0.0
150090,2014,77,990,0.07777777777777778
150090,2015,95,954,0.09958071278825996
150090,2016,107,954,0.11215932914046121
150090,2017,111,935,0.11871657754010695
150090,2018,119,901,0.1320754716981132
150090,2019,91,809,0.11248454882571075
150090,2020,104,860,0.12093023255813953
150095,2012,50,372,0.13440860215053763
150095,2013,0,418,0.0
150095,2014,81,472,0.1716101694915254
150095,2015,72,440,0.16363636363636364
150095,2016,57,395,0.14430379746835442
150095,2017,67,401,0.16708229426433915
150095,2018,60,368,0.16304347826086957
150095,2019,69,425,0.1623529411764706
150095,2020,68,364,0.18681318681318682
150100,2012,26,206,0.1262135922330097
150100,2013,0,215,0.0
150100,2014,23,194,0.11855670103092783
150100,2015,25,198,0.12626262626262627
150100,2016,23,205,0.11219512195121951
150100,2017,15,160,0.09375
150100,2018,18,182,0.0989010989010989
150100,2019,20,146,0.136986301369863
150100,2020,18,146,0.1232876712328767
150110,2012,22,465,0.047311827956989246
150110,2013,0,460,0.0
150110,2014,35,548,0.06386861313868614
150110,2015,28,556,0.050359712230215826
150110,2016,37,562,0.06583629893238434
150110,2017,33,553,0.059674502712477394
150110,2018,42,582,0.07216494845360824
150110,2019,44,549,0.08014571948998178
150110,2020,34,528,0.06439393939393939
150120,2012,73,538,0.13568773234200743
150120,2013,0,532,0.0
150120,2014,90,578,0.15570934256055363
150120,2015,70,575,0.12173913043478261
150120,2016,78,567,0.13756613756613756
150120,2017,82,630,0.13015873015873017
150120,2018,74,580,0.12758620689655173
150120,2019,52,501,0.10379241516966067
150120,2020,61,511,0.11937377690802348
150125,2012,6,42,0.14285714285714285
150125,2013,0,43,0.0
150125,2014,8,48,0.16666666666666666
150125,2015,10,45,0.2222222222222222
150125,2016,8,37,0.21621621621621623
150125,2017,5,49,0.10204081632653061
150125,2018,10,49,0.20408163265306123
150125,2019,9,46,0.1956521739130435
150125,2020,8,57,0.14035087719298245
150130,2012,254,2053,0.12372138334145154
150130,2013,0,1998,0.0
150130,2014,256,2105,0.12161520190023753
150130,2015,268,2098,0.12774070543374644
150130,2016,270,2148,0.12569832402234637
150130,2017,304,2154,0.14113277623026926
150130,2018,292,2274,0.1284080914687775
150130,2019,283,2294,0.12336530078465563
150130,2020,306,2271,0.13474240422721268
150140,2012,2540,21371,0.11885265078845164
150140,2013,0,21884,0.0
150140,2014,2600,21530,0.12076172782164422
150140,2015,2369,21250,0.11148235294117648
150140,2016,2209,19250,0.11475324675324676
150140,2017,2359,19409,0.12154155288783554
150140,2018,1988,19348,0.10274963820549927
150140,2019,1912,18587,0.10286759563135525
150140,2020,1603,16966,0.0944830838146882
150145,2012,31,243,0.12757201646090535
150145,2013,0,269,0.0
150145,2014,32,240,0.13333333333333333
150145,2015,38,273,0.1391941391941392
150145,2016,35,241,0.14522821576763487
150145,2017,30,272,0.11029411764705882
150145,2018,24,296,0.08108108108108109
150145,2019,36,314,0.11464968152866242
150145,2020,43,309,0.13915857605177995
150150,2012,151,1082,0.13955637707948243
150150,2013,0,1010,0.0
150150,2014,169,1079,0.1566265060240964
150150,2015,145,1008,0.14384920634920634
150150,2016,128,950,0.13473684210526315
150150,2017,162,1041,0.15561959654178675
150150,2018,145,1037,0.1398264223722276
150150,2019,127,999,0.12712712712712712
150150,2020,94,884,0.10633484162895927
150157,2012,35,229,0.15283842794759825
150157,2013,0,230,0.0
150157,2014,37,203,0.18226600985221675
150157,2015,51,253,0.2015810276679842
150157,2016,32,248,0.12903225806451613
150157,2017,29,225,0.1288888888888889
150157,2018,49,277,0.17689530685920576
150157,2019,47,292,0.16095890410958905
150157,2020,37,254,0.14566929133858267
150160,2012,20,217,0.09216589861751152
150160,2013,0,195,0.0
150160,2014,31,215,0.14418604651162792
150160,2015,32,212,0.1509433962264151
150160,2016,28,182,0.15384615384615385
150160,2017,27,184,0.14673913043478262
150160,2018,32,188,0.1702127659574468
150160,2019,31,210,0.14761904761904762
150160,2020,25,202,0.12376237623762376
150170,2012,163,2148,0.07588454376163874
150170,2013,0,2191,0.0
150170,2014,196,2352,0.08333333333333333
150170,2015,178,2192,0.0812043795620438
150170,2016,250,2126,0.11759172154280338
150170,2017,216,2099,0.10290614578370652
150170,2018,261,2203,0.11847480708125284
150170,2019,240,2127,0.11283497884344147
150170,2020,237,2056,0.11527237354085604
150172,2012,3,279,0.010752688172043012
150172,2013,0,269,0.0
150172,2014,33,290,0.11379310344827587
150172,2015,38,255,0.14901960784313725
150172,2016,41,272,0.15073529411764705
150172,2017,40,333,0.12012012012012012
150172,2018,48,351,0.13675213675213677
150172,2019,45,325,0.13846153846153847
150172,2020,34,292,0.11643835616438356
150175,2012,13,97,0.13402061855670103
150175,2013,0,95,0.0
150175,2014,12,92,0.13043478260869565
150175,2015,17,103,0.1650485436893204
150175,2016,6,79,0.0759493670886076
150175,2017,9,93,0.0967741935483871
150175,2018,6,92,0.06521739130434782
150175,2019,15,100,0.15
150175,2020,18,107,0.16822429906542055
150178,2012,92,799,0.11514392991239049
150178,2013,0,786,0.0
150178,2014,153,851,0.1797884841363102
150178,2015,111,832,0.13341346153846154
150178,2016,109,766,0.1422976501305483
150178,2017,98,785,0.12484076433121019
150178,2018,110,790,0.13924050632911392
150178,2019,105,765,0.13725490196078433
150178,2020,93,709,0.1311706629055007
150180,2012,179,2383,0.07511540075535039
150180,2013,0,2660,0.0
150180,2014,195,2774,0.07029560201874549
150180,2015,181,2588,0.06993817619783617
150180,2016,178,2541,0.07005116096025187
150180,2017,210,2723,0.07712082262210797
150180,2018,198,2849,0.0694980694980695
150180,2019,192,2772,0.06926406926406926
150180,2020,169,2761,0.06120970662803332
150190,2012,40,508,0.07874015748031496
150190,2013,0,498,0.0
150190,2014,41,501,0.08183632734530938
150190,2015,34,482,0.07053941908713693
150190,2016,57,504,0.1130952380952381
150190,2017,61,473,0.12896405919661733
150190,2018,62,474,0.1308016877637131
150190,2019,57,463,0.12311015118790497
150190,2020,45,409,0.1100244498777506
150195,2012,21,356,0.05898876404494382
150195,2013,0,323,0.0
150195,2014,39,313,0.12460063897763578
150195,2015,23,304,0.0756578947368421
150195,2016,23,344,0.06686046511627906
150195,2017,19,311,0.06109324758842444
150195,2018,26,306,0.08496732026143791
150195,2019,41,309,0.13268608414239483
150195,2020,20,294,0.06802721088435375
150200,2012,28,236,0.11864406779661017
150200,2013,0,268,0.0
150200,2014,36,301,0.11960132890365449
150200,2015,36,319,0.11285266457680251
150200,2016,34,339,0.10029498525073746
150200,2017,35,330,0.10606060606060606
150200,2018,39,350,0.11142857142857143
150200,2019,40,343,0.11661807580174927
150200,2020,18,314,0.05732484076433121
150210,2012,239,2478,0.09644874899112187
150210,2013,0,2469,0.0
150210,2014,233,2511,0.09279171644763043
150210,2015,242,2445,0.09897750511247444
150210,2016,276,2406,0.11471321695760599
150210,2017,221,2417,0.09143566404633843
150210,2018,360,2678,0.1344286781179985
150210,2019,334,2488,0.1342443729903537
150210,2020,314,2347,0.1337878142309331
150215,2012,119,875,0.136
150215,2013,0,954,0.0
150215,2014,195,1124,0.17348754448398576
150215,2015,211,1332,0.15840840840840842
150215,2016,221,1380,0.16014492753623188
150215,2017,201,1234,0.16288492706645058
150215,2018,194,1232,0.15746753246753248
150215,2019,194,1174,0.16524701873935263
150215,2020,185,1300,0.1423076923076923
150220,2012,78,1087,0.07175712971481141
150220,2013,0,1189,0.0
150220,2014,144,1095,0.13150684931506848
150220,2015,148,1138,0.13005272407732865
150220,2016,134,1050,0.12761904761904763
150220,2017,117,1040,0.1125
150220,2018,139,1046,0.13288718929254303
150220,2019,143,1059,0.13503305004721436
150220,2020,139,985,0.14111675126903553
150230,2012,144,827,0.17412333736396615
150230,2013,0,839,0.0
150230,2014,166,852,0.19483568075117372
150230,2015,161,859,0.18742724097788127
150230,2016,166,807,0.2057001239157373
150230,2017,173,815,0.21226993865030674
150230,2018,220,941,0.23379383634431455
150230,2019,223,946,0.2357293868921776
150230,2020,196,911,0.21514818880351264
150240,2012,763,3169,0.24076995897759546
150240,2013,0,3161,0.0
150240,2014,697,3218,0.2165941578620261
150240,2015,737,3300,0.22333333333333333
150240,2016,611,3129,0.19527005433045702
150240,2017,510,3196,0.1595744680851064
150240,2018,468,3305,0.1416036308623298
150240,2019,422,3347,0.12608305945622947
150240,2020,429,3074,0.13955757970071567
150250,2012,9,283,0.03180212014134275
150250,2013,0,281,0.0
150250,2014,19,342,0.05555555555555555
150250,2015,12,355,0.03380281690140845
150250,2016,11,370,0.02972972972972973
150250,2017,15,372,0.04032258064516129
150250,2018,17,419,0.0405727923627685
150250,2019,16,342,0.04678362573099415
150250,2020,20,428,0.04672897196261682
150260,2012,26,151,0.17218543046357615
150260,2013,0,155,0.0
150260,2014,17,182,0.09340659340659341
150260,2015,20,184,0.10869565217391304
150260,2016,25,199,0.12562814070351758
150260,2017,24,164,0.14634146341463414
150260,2018,29,184,0.15760869565217392
150260,2019,20,157,0.12738853503184713
150260,2020,21,135,0.15555555555555556
150270,2012,123,756,0.1626984126984127
150270,2013,0,745,0.0
150270,2014,95,805,0.11801242236024845
150270,2015,94,787,0.11944091486658195
150270,2016,103,758,0.1358839050131926
150270,2017,97,777,0.12483912483912483
150270,2018,100,791,0.1264222503160556
150270,2019,101,707,0.14285714285714285
150270,2020,85,713,0.11921458625525946
150275,2012,57,498,0.1144578313253012
150275,2013,0,559,0.0
150275,2014,68,505,0.13465346534653466
150275,2015,71,536,0.13246268656716417
150275,2016,65,500,0.13
150275,2017,60,498,0.12048192771084337
150275,2018,82,562,0.14590747330960854
150275,2019,75,546,0.13736263736263737
150275,2020,76,461,0.1648590021691974
150276,2012,14,147,0.09523809523809523
150276,2013,0,129,0.0
150276,2014,17,137,0.12408759124087591
150276,2015,17,138,0.12318840579710146
150276,2016,15,158,0.0949367088607595
150276,2017,19,166,0.1144578313253012
150276,2018,26,180,0.14444444444444443
150276,2019,38,200,0.19
150276,2020,37,221,0.167420814479638
150277,2012,60,443,0.13544018058690746
150277,2013,0,415,0.0
150277,2014,54,399,0.13533834586466165
150277,2015,77,400,0.1925
150277,2016,72,328,0.21951219512195122
150277,2017,30,290,0.10344827586206896
150277,2018,46,308,0.14935064935064934
150277,2019,51,312,0.16346153846153846
150277,2020,34,311,0.10932475884244373
150280,2012,71,631,0.11251980982567353
150280,2013,0,621,0.0
150280,2014,80,645,0.12403100775193798
150280,2015,71,681,0.10425844346549193
150280,2016,68,698,0.09742120343839542
150280,2017,51,733,0.06957708049113233
150280,2018,95,748,0.1270053475935829
150280,2019,101,699,0.14449213161659513
150280,2020,75,699,0.1072961373390558
150285,2012,21,208,0.10096153846153846
150285,2013,0,220,0.0
150285,2014,35,247,0.1417004048582996
150285,2015,36,208,0.17307692307692307
150285,2016,33,208,0.15865384615384615
150285,2017,40,192,0.20833333333333334
150285,2018,30,238,0.12605042016806722
150285,2019,32,239,0.13389121338912133
150285,2020,42,236,0.17796610169491525
150290,2012,90,498,0.18072289156626506
150290,2013,0,472,0.0
150290,2014,106,530,0.2
150290,2015,150,526,0.28517110266159695
150290,2016,104,527,0.19734345351043645
150290,2017,80,491,0.1629327902240326
150290,2018,106,555,0.19099099099099098
150290,2019,87,548,0.15875912408759124
150290,2020,78,474,0.16455696202531644
150293,2012,87,700,0.12428571428571429
150293,2013,0,678,0.0
150293,2014,114,705,0.16170212765957448
150293,2015,138,762,0.18110236220472442
150293,2016,130,692,0.18786127167630057
150293,2017,117,692,0.16907514450867053
150293,2018,106,647,0.16383307573415765
150293,2019,140,596,0.2348993288590604
150293,2020,103,627,0.16427432216905902
150295,2012,50,513,0.09746588693957114
150295,2013,0,506,0.0
150295,2014,57,547,0.10420475319926874
150295,2015,71,504,0.14087301587301587
150295,2016,35,409,0.08557457212713937
150295,2017,47,413,0.11380145278450363
150295,2018,64,530,0.12075471698113208
150295,2019,68,483,0.14078674948240166
150295,2020,69,458,0.15065502183406113
150300,2012,14,147,0.09523809523809523
150300,2013,0,138,0.0
150300,2014,27,174,0.15517241379310345
150300,2015,14,124,0.11290322580645161
150300,2016,17,121,0.14049586776859505
150300,2017,27,153,0.17647058823529413
150300,2018,14,142,0.09859154929577464
150300,2019,13,124,0.10483870967741936
150300,2020,32,149,0.21476510067114093
150304,2012,26,298,0.087248322147651
150304,2013,0,277,0.0
150304,2014,47,296,0.15878378378378377
150304,2015,50,327,0.1529051987767584
150304,2016,41,327,0.12538226299694188
150304,2017,23,337,0.06824925816023739
150304,2018,30,376,0.0797872340425532
150304,2019,51,346,0.14739884393063585
150304,2020,48,298,0.1610738255033557
150307,2012,67,431,0.1554524361948956
150307,2013,0,505,0.0
150307,2014,71,508,0.13976377952755906
150307,2015,67,431,0.1554524361948956
150307,2016,78,411,0.1897810218978102
150307,2017,82,411,0.19951338199513383
150307,2018,79,423,0.1867612293144208
150307,2019,70,487,0.1437371663244353
150307,2020,85,450,0.18888888888888888
150309,2012,41,721,0.056865464632454926
150309,2013,0,662,0.0
150309,2014,68,536,0.12686567164179105
150309,2015,76,524,0.1450381679389313
150309,2016,61,463,0.13174946004319654
150309,2017,63,545,0.11559633027522936
150309,2018,83,575,0.1443478260869565
150309,2019,72,558,0.12903225806451613
150309,2020,73,584,0.125
150310,2012,36,647,0.05564142194744977
150310,2013,0,626,0.0
150310,2014,43,730,0.0589041095890411
150310,2015,57,691,0.0824891461649783
150310,2016,70,736,0.09510869565217392
150310,2017,72,756,0.09523809523809523
150310,2018,66,764,0.08638743455497382
150310,2019,86,774,0.1111111111111111
150310,2020,64,721,0.08876560332871013
150320,2012,192,586,0.32764505119453924
150320,2013,0,621,0.0
150320,2014,183,610,0.3
150320,2015,168,567,0.2962962962962963
150320,2016,126,550,0.2290909090909091
150320,2017,141,564,0.25
150320,2018,106,578,0.18339100346020762
150320,2019,105,557,0.18850987432675045
150320,2020,96,549,0.17486338797814208
150330,2012,161,1156,0.13927335640138408
150330,2013,0,1155,0.0
150330,2014,165,1166,0.14150943396226415
150330,2015,143,1114,0.12836624775583483
150330,2016,164,1055,0.15545023696682464
150330,2017,124,1047,0.11843361986628462
150330,2018,151,1079,0.13994439295644115
150330,2019,135,1144,0.11800699300699301
150330,2020,130,1013,0.12833168805528133
150340,2012,45,167,0.2694610778443114
150340,2013,0,183,0.0
150340,2014,43,166,0.25903614457831325
150340,2015,41,177,0.23163841807909605
150340,2016,38,162,0.2345679012345679
150340,2017,37,175,0.21142857142857144
150340,2018,44,185,0.23783783783783785
150340,2019,41,162,0.25308641975308643
150340,2020,35,179,0.19553072625698323
150345,2012,69,569,0.12126537785588752
150345,2013,0,590,0.0
150345,2014,69,576,0.11979166666666667
150345,2015,72,576,0.125
150345,2016,66,596,0.11073825503355705
150345,2017,75,594,0.12626262626262627
150345,2018,80,626,0.12779552715654952
150345,2019,68,642,0.1059190031152648
150345,2020,82,577,0.14211438474870017
150350,2012,101,480,0.21041666666666667
150350,2013,0,464,0.0
150350,2014,108,462,0.23376623376623376
150350,2015,105,462,0.22727272727272727
150350,2016,87,437,0.19908466819221968
150350,2017,73,420,0.1738095238095238
150350,2018,70,434,0.16129032258064516
150350,2019,100,456,0.21929824561403508
150350,2020,77,419,0.18377088305489261
150360,2012,254,2095,0.12124105011933174
150360,2013,0,1615,0.0
150360,2014,280,2167,0.12921089063221042
150360,2015,229,1950,0.11743589743589744
150360,2016,291,2003,0.14528207688467298
150360,2017,326,2377,0.137147665124106
150360,2018,316,2291,0.13793103448275862
150360,2019,316,2359,0.13395506570580754
150360,2020,318,2364,0.13451776649746192
150370,2012,49,898,0.05456570155902005
150370,2013,0,884,0.0
150370,2014,66,866,0.07621247113163972
150370,2015,60,899,0.06674082313681869
150370,2016,67,840,0.07976190476190476
150370,2017,80,781,0.10243277848911651
150370,2018,66,844,0.07819905213270142
150370,2019,108,846,0.1276595744680851
150370,2020,99,842,0.11757719714964371
150375,2012,18,521,0.0345489443378119
150375,2013,0,485,0.0
150375,2014,41,567,0.07231040564373897
150375,2015,79,614,0.12866449511400652
150375,2016,68,587,0.11584327086882454
150375,2017,86,619,0.13893376413570274
150375,2018,61,602,0.10132890365448505
150375,2019,60,588,0.10204081632653061
150375,2020,69,665,0.1037593984962406
150380,2012,135,904,0.14933628318584072
150380,2013,0,873,0.0
150380,2014,174,919,0.1893362350380849
150380,2015,156,882,0.17687074829931973
150380,2016,148,794,0.18639798488664988
150380,2017,114,737,0.1546811397557666
150380,2018,122,751,0.16245006657789615
150380,2019,122,715,0.17062937062937064
150380,2020,105,674,0.15578635014836795
150390,2012,136,966,0.14078674948240166
150390,2013,0,1016,0.0
150390,2014,137,1073,0.1276794035414725
150390,2015,162,1063,0.1523988711194732
150390,2016,154,1140,0.13508771929824562
150390,2017,119,1042,0.11420345489443379
150390,2018,182,1091,0.16681943171402383
150390,2019,168,1126,0.1492007104795737
150390,2020,161,1075,0.14976744186046512
150400,2012,90,494,0.18218623481781376
150400,2013,0,483,0.0
150400,2014,73,444,0.16441441441441443
150400,2015,64,445,0.14382022471910114
150400,2016,54,456,0.11842105263157894
150400,2017,52,402,0.12935323383084577
150400,2018,63,443,0.14221218961625282
150400,2019,82,469,0.17484008528784648
150400,2020,74,461,0.16052060737527116
150405,2012,108,625,0.1728
150405,2013,0,617,0.0
150405,2014,108,621,0.17391304347826086
150405,2015,125,635,0.1968503937007874
150405,2016,118,591,0.1996615905245347
150405,2017,94,559,0.16815742397137745
150405,2018,122,648,0.1882716049382716
150405,2019,99,564,0.17553191489361702
150405,2020,84,538,0.15613382899628253
150410,2012,30,127,0.23622047244094488
150410,2013,0,104,0.0
150410,2014,24,117,0.20512820512820512
150410,2015,31,112,0.2767857142857143
150410,2016,22,97,0.2268041237113402
150410,2017,16,90,0.17777777777777778
150410,2018,17,93,0.1827956989247312
150410,2019,24,117,0.20512820512820512
150410,2020,11,90,0.12222222222222222
150420,2012,541,4812,0.11242726517040731
150420,2013,0,4965,0.0
150420,2014,614,5128,0.11973478939157567
150420,2015,631,5173,0.12197950898898124
150420,2016,632,4751,0.13302462639444326
150420,2017,596,4764,0.12510495382031905
150420,2018,584,4943,0.11814687436779284
150420,2019,692,4822,0.1435089174616342
150420,2020,604,4594,0.13147583804962995
150430,2012,77,392,0.19642857142857142
150430,2013,0,441,0.0
150430,2014,82,421,0.19477434679334918
150430,2015,77,427,0.18032786885245902
150430,2016,53,383,0.13838120104438642
150430,2017,42,362,0.11602209944751381
150430,2018,43,384,0.11197916666666667
150430,2019,48,350,0.13714285714285715
150430,2020,59,357,0.16526610644257703
150440,2012,77,333,0.23123123123123124
150440,2013,0,323,0.0
150440,2014,71,369,0.19241192411924118
150440,2015,65,330,0.19696969696969696
150440,2016,68,329,0.2066869300911854
150440,2017,46,324,0.1419753086419753
150440,2018,46,292,0.15753424657534246
150440,2019,41,304,0.13486842105263158
150440,2020,44,311,0.1414790996784566
150442,2012,231,1665,0.13873873873873874
150442,2013,0,1777,0.0
150442,2014,254,1853,0.13707501349163517
150442,2015,240,1863,0.1288244766505636
150442,2016,249,1794,0.13879598662207357
150442,2017,253,1794,0.14102564102564102
150442,2018,208,1714,0.12135355892648775
150442,2019,217,1813,0.11969111969111969
150442,2020,164,1666,0.09843937575030012
150445,2012,35,459,0.07625272331154684
150445,2013,0,477,0.0
150445,2014,70,432,0.16203703703703703
150445,2015,60,430,0.13953488372093023
150445,2016,68,432,0.1574074074074074
150445,2017,59,463,0.12742980561555076
150445,2018,44,422,0.10426540284360189
150445,2019,63,491,0.12830957230142567
150445,2020,61,476,0.12815126050420167
150450,2012,67,586,0.11433447098976109
150450,2013,0,473,0.0
150450,2014,31,602,0.05149501661129568
150450,2015,28,596,0.04697986577181208
150450,2016,28,537,0.0521415270018622
150450,2017,35,562,0.06227758007117438
150450,2018,56,631,0.08874801901743265
150450,2019,46,642,0.07165109034267912
150450,2020,32,594,0.05387205387205387
150460,2012,61,469,0.1300639658848614
150460,2013,0,518,0.0
