CODMUNRES,ano_nasc,Qtd_Robson10,Qtd_Robson9,Qtd_Robson8,Qtd_Robson7,Qtd_Robson6,Qtd_Robson5,Qtd_Robson4,Qtd_Robson3,Qtd_Robson2,Qtd_Robson1,Qtd_cesariana,Qtd_Total
210515,2014,6.0,0.0,1.0,3.0,0.0,20.0,4.0,11.0,5.0,19.0,71.0,216
210515,2015,5.0,0.0,3.0,1.0,2.0,22.0,3.0,10.0,5.0,24.0,84.0,229
210515,2016,5.0,1.0,2.0,2.0,2.0,29.0,1.0,14.0,0.0,34.0,92.0,245
210515,2017,6.0,1.0,0.0,5.0,3.0,19.0,2.0,19.0,8.0,25.0,91.0,242
210515,2018,3.0,2.0,4.0,6.0,5.0,29.0,2.0,14.0,2.0,26.0,99.0,258
210515,2019,7.0,3.0,5.0,3.0,1.0,34.0,2.0,21.0,2.0,28.0,112.0,244
210520,2012,6.0,1.0,8.0,0.0,0.0,18.0,1.0,4.0,6.0,16.0,63.0,179
210520,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,140
210520,2014,8.0,0.0,2.0,2.0,1.0,26.0,3.0,19.0,4.0,19.0,88.0,157
210520,2015,10.0,1.0,0.0,1.0,0.0,29.0,6.0,8.0,9.0,22.0,89.0,166
210520,2016,13.0,0.0,2.0,0.0,0.0,24.0,8.0,13.0,5.0,15.0,80.0,144
210520,2017,7.0,0.0,0.0,0.0,0.0,33.0,6.0,7.0,6.0,19.0,80.0,131
210520,2018,8.0,0.0,2.0,3.0,2.0,37.0,7.0,9.0,9.0,29.0,107.0,149
210520,2019,17.0,1.0,0.0,5.0,2.0,44.0,7.0,18.0,12.0,48.0,160.0,189
210530,2012,271.0,2.0,76.0,48.0,48.0,792.0,104.0,299.0,334.0,620.0,2611.0,4774
210530,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2952.0,4986
210530,2014,252.0,3.0,62.0,60.0,45.0,958.0,164.0,428.0,346.0,659.0,3026.0,5198
210530,2015,296.0,7.0,62.0,63.0,42.0,1020.0,171.0,363.0,418.0,574.0,3055.0,5248
210530,2016,328.0,1.0,85.0,70.0,56.0,965.0,129.0,344.0,328.0,654.0,2977.0,4894
210530,2017,296.0,8.0,104.0,63.0,39.0,1051.0,140.0,332.0,315.0,556.0,2936.0,5051
210530,2018,329.0,2.0,79.0,69.0,26.0,1107.0,135.0,310.0,277.0,566.0,2986.0,5274
210530,2019,294.0,7.0,79.0,47.0,25.0,1101.0,99.0,322.0,183.0,543.0,2833.0,5192
210535,2012,12.0,1.0,0.0,4.0,3.0,18.0,3.0,2.0,6.0,11.0,61.0,223
210535,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,266
210535,2014,5.0,0.0,2.0,5.0,6.0,13.0,7.0,6.0,2.0,17.0,65.0,244
210535,2015,5.0,0.0,0.0,4.0,3.0,19.0,3.0,13.0,6.0,23.0,82.0,266
210535,2016,3.0,0.0,4.0,3.0,2.0,26.0,4.0,13.0,10.0,29.0,103.0,250
210535,2017,8.0,1.0,1.0,5.0,2.0,32.0,5.0,10.0,4.0,17.0,98.0,303
210535,2018,5.0,1.0,4.0,2.0,5.0,30.0,6.0,9.0,8.0,17.0,103.0,310
210535,2019,5.0,2.0,5.0,4.0,1.0,38.0,7.0,14.0,5.0,29.0,119.0,287
210540,2012,43.0,10.0,7.0,4.0,6.0,59.0,1.0,7.0,6.0,68.0,445.0,1273
210540,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,1277
210540,2014,45.0,1.0,12.0,5.0,4.0,128.0,12.0,86.0,12.0,165.0,605.0,1306
210540,2015,35.0,0.0,15.0,14.0,6.0,137.0,7.0,76.0,12.0,145.0,530.0,1262
210540,2016,60.0,1.0,11.0,3.0,4.0,143.0,3.0,82.0,17.0,177.0,502.0,1140
210540,2017,65.0,0.0,20.0,10.0,8.0,187.0,48.0,63.0,80.0,114.0,625.0,1258
210540,2018,55.0,0.0,18.0,3.0,1.0,232.0,100.0,37.0,139.0,56.0,651.0,1306
210540,2019,72.0,0.0,7.0,4.0,0.0,207.0,123.0,7.0,201.0,17.0,651.0,1243
210542,2012,12.0,2.0,5.0,2.0,3.0,50.0,6.0,12.0,16.0,24.0,134.0,378
210542,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,317
210542,2014,7.0,2.0,6.0,1.0,1.0,38.0,13.0,13.0,11.0,25.0,117.0,320
210542,2015,10.0,0.0,5.0,5.0,2.0,43.0,2.0,25.0,12.0,41.0,147.0,363
210542,2016,17.0,2.0,7.0,0.0,2.0,37.0,8.0,21.0,9.0,38.0,142.0,346
210542,2017,12.0,1.0,0.0,7.0,5.0,30.0,8.0,22.0,9.0,30.0,126.0,302
210542,2018,11.0,8.0,7.0,14.0,8.0,51.0,7.0,28.0,16.0,26.0,178.0,378
210542,2019,14.0,3.0,5.0,1.0,1.0,58.0,8.0,17.0,16.0,38.0,166.0,353
210545,2012,4.0,0.0,3.0,3.0,1.0,13.0,2.0,4.0,2.0,13.0,55.0,123
210545,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,112
210545,2014,8.0,0.0,1.0,1.0,0.0,26.0,1.0,15.0,1.0,38.0,91.0,145
210545,2015,4.0,1.0,2.0,1.0,0.0,38.0,1.0,10.0,4.0,40.0,101.0,152
210545,2016,10.0,0.0,0.0,0.0,2.0,27.0,0.0,8.0,0.0,37.0,84.0,134
210545,2017,4.0,0.0,0.0,1.0,1.0,31.0,1.0,8.0,6.0,31.0,83.0,131
210545,2018,4.0,1.0,0.0,1.0,0.0,36.0,0.0,14.0,0.0,28.0,86.0,133
210545,2019,6.0,1.0,1.0,2.0,1.0,43.0,2.0,13.0,0.0,23.0,92.0,144
210547,2012,9.0,6.0,2.0,0.0,2.0,22.0,0.0,1.0,2.0,21.0,87.0,297
210547,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,280
210547,2014,15.0,0.0,0.0,1.0,0.0,24.0,15.0,2.0,15.0,1.0,93.0,284
210547,2015,6.0,0.0,0.0,0.0,0.0,35.0,19.0,4.0,19.0,1.0,107.0,374
210547,2016,2.0,2.0,2.0,19.0,8.0,17.0,20.0,0.0,12.0,0.0,86.0,338
210547,2017,1.0,13.0,0.0,33.0,28.0,7.0,2.0,1.0,8.0,0.0,100.0,361
210547,2018,4.0,15.0,4.0,62.0,32.0,13.0,7.0,2.0,7.0,2.0,149.0,403
210547,2019,6.0,6.0,2.0,56.0,21.0,11.0,9.0,1.0,13.0,2.0,129.0,342
210550,2012,25.0,2.0,2.0,4.0,2.0,60.0,10.0,28.0,19.0,32.0,186.0,412
210550,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,415
210550,2014,25.0,0.0,7.0,5.0,7.0,74.0,18.0,31.0,19.0,46.0,242.0,460
210550,2015,24.0,0.0,2.0,6.0,3.0,68.0,17.0,28.0,32.0,41.0,230.0,531
210550,2016,23.0,0.0,10.0,3.0,3.0,67.0,7.0,32.0,22.0,51.0,223.0,448
210550,2017,19.0,0.0,13.0,4.0,9.0,76.0,12.0,26.0,18.0,43.0,223.0,476
210550,2018,19.0,0.0,7.0,7.0,2.0,86.0,7.0,29.0,24.0,40.0,228.0,478
210550,2019,20.0,0.0,3.0,3.0,3.0,88.0,8.0,26.0,22.0,53.0,235.0,493
210560,2012,8.0,4.0,1.0,1.0,1.0,44.0,0.0,4.0,2.0,14.0,85.0,240
210560,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,228
210560,2014,8.0,0.0,6.0,1.0,2.0,30.0,3.0,18.0,6.0,41.0,117.0,254
210560,2015,11.0,3.0,4.0,1.0,1.0,31.0,1.0,25.0,8.0,33.0,122.0,270
210560,2016,4.0,13.0,3.0,2.0,4.0,23.0,2.0,11.0,4.0,43.0,110.0,233
210560,2017,10.0,1.0,1.0,10.0,4.0,36.0,7.0,10.0,11.0,18.0,117.0,235
210560,2018,4.0,0.0,2.0,5.0,3.0,45.0,3.0,26.0,11.0,38.0,138.0,271
210560,2019,6.0,0.0,2.0,5.0,0.0,28.0,10.0,20.0,9.0,27.0,107.0,219
210565,2012,4.0,0.0,0.0,0.0,1.0,10.0,2.0,4.0,2.0,11.0,35.0,113
210565,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,115
210565,2014,0.0,0.0,1.0,3.0,0.0,14.0,0.0,3.0,0.0,7.0,31.0,126
210565,2015,6.0,0.0,2.0,3.0,1.0,11.0,0.0,2.0,2.0,13.0,41.0,138
210565,2016,2.0,0.0,0.0,1.0,2.0,10.0,1.0,5.0,0.0,15.0,43.0,119
210565,2017,3.0,1.0,2.0,0.0,0.0,11.0,0.0,11.0,2.0,11.0,47.0,135
210565,2018,2.0,1.0,0.0,0.0,0.0,11.0,1.0,12.0,1.0,12.0,43.0,135
210565,2019,3.0,0.0,0.0,1.0,0.0,11.0,1.0,8.0,0.0,10.0,41.0,111
210570,2012,41.0,9.0,20.0,25.0,34.0,50.0,4.0,33.0,7.0,93.0,321.0,831
210570,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,924
210570,2014,25.0,0.0,7.0,5.0,4.0,97.0,8.0,53.0,11.0,110.0,364.0,898
210570,2015,30.0,1.0,16.0,5.0,4.0,79.0,3.0,81.0,7.0,139.0,374.0,818
210570,2016,18.0,0.0,8.0,9.0,2.0,103.0,16.0,86.0,28.0,140.0,411.0,883
210570,2017,26.0,0.0,0.0,4.0,2.0,95.0,11.0,91.0,20.0,148.0,401.0,846
210570,2018,30.0,1.0,13.0,2.0,1.0,120.0,14.0,79.0,20.0,142.0,423.0,868
210570,2019,26.0,0.0,10.0,5.0,2.0,109.0,8.0,119.0,10.0,113.0,403.0,764
210580,2012,9.0,1.0,0.0,2.0,4.0,6.0,0.0,2.0,2.0,14.0,40.0,135
210580,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,141
210580,2014,8.0,4.0,0.0,7.0,4.0,12.0,9.0,15.0,6.0,23.0,98.0,172
210580,2015,9.0,1.0,2.0,4.0,2.0,15.0,9.0,22.0,8.0,21.0,96.0,190
210580,2016,9.0,0.0,0.0,3.0,0.0,24.0,6.0,5.0,15.0,20.0,85.0,160
210580,2017,8.0,0.0,2.0,1.0,1.0,29.0,31.0,4.0,28.0,18.0,122.0,198
210580,2018,8.0,0.0,2.0,0.0,0.0,42.0,15.0,5.0,30.0,19.0,121.0,185
210580,2019,8.0,0.0,0.0,1.0,0.0,30.0,16.0,7.0,24.0,7.0,93.0,177
210590,2012,30.0,2.0,2.0,2.0,1.0,16.0,5.0,12.0,11.0,20.0,103.0,316
210590,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,298
210590,2014,7.0,0.0,2.0,3.0,1.0,27.0,4.0,21.0,4.0,33.0,104.0,295
210590,2015,6.0,0.0,0.0,0.0,1.0,28.0,5.0,25.0,5.0,27.0,98.0,240
210590,2016,12.0,1.0,2.0,1.0,2.0,24.0,2.0,20.0,4.0,29.0,98.0,263
210590,2017,11.0,0.0,6.0,2.0,0.0,31.0,10.0,18.0,9.0,41.0,131.0,273
210590,2018,12.0,0.0,2.0,3.0,0.0,38.0,12.0,30.0,24.0,32.0,154.0,284
210590,2019,6.0,3.0,3.0,0.0,1.0,47.0,17.0,26.0,23.0,44.0,171.0,273
210592,2012,1.0,0.0,0.0,1.0,1.0,7.0,0.0,6.0,2.0,7.0,30.0,133
210592,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,127
210592,2014,0.0,1.0,0.0,0.0,1.0,7.0,0.0,7.0,4.0,11.0,32.0,136
210592,2015,1.0,0.0,2.0,0.0,1.0,5.0,1.0,2.0,0.0,13.0,26.0,154
210592,2016,4.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,5.0,19.0,126
210592,2017,5.0,0.0,3.0,1.0,0.0,8.0,1.0,4.0,0.0,15.0,38.0,147
210592,2018,4.0,0.0,1.0,1.0,1.0,11.0,1.0,2.0,0.0,9.0,31.0,124
210592,2019,3.0,0.0,2.0,4.0,1.0,15.0,0.0,8.0,3.0,11.0,47.0,123
210594,2012,8.0,2.0,0.0,0.0,1.0,23.0,2.0,6.0,7.0,14.0,66.0,148
210594,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,155
210594,2014,5.0,2.0,0.0,2.0,1.0,14.0,0.0,6.0,1.0,12.0,65.0,131
210594,2015,5.0,2.0,2.0,1.0,0.0,16.0,0.0,10.0,2.0,19.0,58.0,133
210594,2016,4.0,0.0,0.0,0.0,0.0,12.0,3.0,12.0,4.0,20.0,56.0,130
210594,2017,3.0,1.0,3.0,3.0,4.0,21.0,1.0,9.0,2.0,15.0,63.0,125
210594,2018,8.0,1.0,2.0,2.0,1.0,27.0,1.0,17.0,5.0,19.0,83.0,147
210594,2019,5.0,0.0,5.0,0.0,0.0,22.0,0.0,12.0,0.0,27.0,73.0,106
210596,2012,3.0,1.0,4.0,4.0,3.0,9.0,0.0,5.0,1.0,17.0,47.0,187
210596,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,221
210596,2014,0.0,0.0,1.0,0.0,0.0,14.0,0.0,10.0,0.0,22.0,49.0,182
210596,2015,4.0,1.0,3.0,0.0,0.0,9.0,2.0,20.0,0.0,28.0,71.0,201
210596,2016,8.0,6.0,0.0,2.0,2.0,7.0,1.0,8.0,2.0,8.0,68.0,201
210596,2017,2.0,2.0,2.0,0.0,2.0,8.0,1.0,11.0,0.0,13.0,51.0,192
210596,2018,5.0,0.0,3.0,2.0,3.0,25.0,2.0,14.0,5.0,20.0,81.0,236
210596,2019,11.0,1.0,4.0,6.0,0.0,27.0,2.0,16.0,1.0,46.0,119.0,220
210598,2012,9.0,0.0,2.0,1.0,0.0,22.0,0.0,12.0,1.0,20.0,67.0,116
210598,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,113
210598,2014,2.0,1.0,0.0,0.0,1.0,13.0,4.0,7.0,14.0,0.0,45.0,105
210598,2015,6.0,1.0,0.0,1.0,1.0,11.0,2.0,6.0,9.0,10.0,47.0,94
210598,2016,5.0,0.0,2.0,3.0,1.0,19.0,3.0,4.0,4.0,10.0,51.0,99
210598,2017,6.0,0.0,2.0,1.0,2.0,17.0,1.0,1.0,3.0,12.0,48.0,88
210598,2018,3.0,0.0,0.0,1.0,0.0,21.0,0.0,9.0,1.0,11.0,48.0,94
210598,2019,3.0,0.0,0.0,2.0,0.0,24.0,1.0,12.0,0.0,17.0,62.0,102
210600,2012,9.0,0.0,0.0,6.0,3.0,33.0,3.0,17.0,11.0,20.0,107.0,213
210600,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,213
210600,2014,6.0,3.0,5.0,0.0,0.0,38.0,10.0,8.0,22.0,26.0,121.0,204
210600,2015,4.0,1.0,4.0,3.0,3.0,32.0,13.0,5.0,26.0,16.0,108.0,191
210600,2016,9.0,0.0,0.0,9.0,5.0,46.0,13.0,10.0,22.0,24.0,142.0,226
210600,2017,5.0,1.0,2.0,11.0,9.0,32.0,11.0,5.0,13.0,31.0,122.0,185
210600,2018,13.0,0.0,2.0,8.0,2.0,42.0,17.0,5.0,27.0,20.0,139.0,201
210600,2019,8.0,0.0,6.0,10.0,5.0,48.0,10.0,7.0,10.0,18.0,122.0,191
210610,2012,15.0,0.0,4.0,4.0,1.0,17.0,1.0,10.0,1.0,23.0,85.0,189
210610,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,185
210610,2014,9.0,1.0,0.0,1.0,1.0,15.0,0.0,10.0,4.0,32.0,75.0,160
210610,2015,6.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,3.0,54.0,77.0,179
210610,2016,6.0,1.0,1.0,3.0,2.0,17.0,3.0,19.0,2.0,18.0,75.0,165
210610,2017,4.0,2.0,5.0,1.0,1.0,24.0,7.0,10.0,6.0,11.0,75.0,165
210610,2018,3.0,0.0,2.0,2.0,0.0,28.0,2.0,6.0,4.0,12.0,60.0,165
210610,2019,9.0,1.0,0.0,2.0,2.0,19.0,2.0,15.0,1.0,18.0,69.0,147
210620,2012,8.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,13.0,34.0,109
210620,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,116
210620,2014,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,14.0,37.0,115
210620,2015,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,14.0,34.0,121
210620,2016,2.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,3.0,28.0,101
210620,2017,3.0,0.0,0.0,2.0,1.0,7.0,0.0,9.0,1.0,11.0,35.0,130
210620,2018,3.0,0.0,0.0,0.0,2.0,12.0,0.0,11.0,0.0,17.0,51.0,146
210620,2019,1.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,8.0,28.0,120
210630,2012,10.0,0.0,2.0,1.0,0.0,16.0,0.0,24.0,4.0,19.0,117.0,234
210630,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,231
210630,2014,7.0,1.0,0.0,3.0,4.0,25.0,9.0,17.0,7.0,28.0,102.0,228
210630,2015,4.0,0.0,0.0,4.0,3.0,32.0,6.0,21.0,6.0,28.0,106.0,242
210630,2016,4.0,0.0,0.0,3.0,1.0,27.0,1.0,15.0,4.0,19.0,76.0,199
210630,2017,5.0,2.0,6.0,3.0,3.0,28.0,4.0,16.0,9.0,18.0,94.0,211
210630,2018,6.0,1.0,0.0,4.0,1.0,33.0,2.0,12.0,7.0,24.0,91.0,202
210630,2019,6.0,0.0,2.0,4.0,2.0,24.0,3.0,11.0,2.0,18.0,74.0,205
210632,2012,9.0,0.0,9.0,2.0,1.0,23.0,0.0,10.0,7.0,26.0,94.0,371
210632,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,363
210632,2014,4.0,0.0,4.0,5.0,3.0,25.0,0.0,15.0,0.0,26.0,92.0,369
210632,2015,9.0,0.0,2.0,6.0,3.0,26.0,2.0,13.0,1.0,21.0,99.0,391
210632,2016,10.0,0.0,2.0,4.0,1.0,24.0,1.0,17.0,2.0,20.0,93.0,336
210632,2017,6.0,1.0,4.0,5.0,0.0,29.0,5.0,24.0,6.0,27.0,112.0,373
210632,2018,15.0,1.0,2.0,3.0,1.0,29.0,4.0,15.0,1.0,36.0,119.0,362
210632,2019,15.0,1.0,8.0,2.0,0.0,34.0,2.0,17.0,3.0,38.0,152.0,379
210635,2012,5.0,1.0,0.0,2.0,1.0,3.0,0.0,5.0,2.0,5.0,25.0,110
210635,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,137
210635,2014,1.0,0.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,4.0,17.0,113
210635,2015,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,16.0,27.0,120
210635,2016,2.0,0.0,0.0,1.0,0.0,9.0,0.0,4.0,2.0,8.0,26.0,101
210635,2017,2.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,1.0,12.0,31.0,88
210635,2018,3.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,11.0,26.0,89
210635,2019,0.0,0.0,2.0,0.0,0.0,12.0,3.0,4.0,1.0,10.0,32.0,93
210637,2012,7.0,0.0,4.0,0.0,2.0,16.0,3.0,7.0,6.0,14.0,60.0,198
210637,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,184
210637,2014,6.0,1.0,3.0,6.0,2.0,12.0,0.0,8.0,1.0,15.0,59.0,203
210637,2015,7.0,2.0,0.0,8.0,2.0,26.0,0.0,8.0,1.0,9.0,68.0,203
210637,2016,5.0,2.0,2.0,1.0,2.0,21.0,0.0,10.0,3.0,21.0,72.0,183
210637,2017,8.0,1.0,2.0,3.0,2.0,22.0,4.0,6.0,2.0,15.0,73.0,210
210637,2018,2.0,5.0,4.0,5.0,2.0,22.0,6.0,10.0,5.0,12.0,79.0,193
210637,2019,4.0,1.0,2.0,2.0,1.0,17.0,1.0,5.0,5.0,17.0,65.0,192
210640,2012,13.0,0.0,5.0,3.0,0.0,25.0,1.0,2.0,9.0,23.0,109.0,329
210640,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,312
210640,2014,10.0,0.0,1.0,6.0,5.0,28.0,7.0,10.0,7.0,25.0,105.0,307
210640,2015,9.0,2.0,5.0,6.0,1.0,33.0,2.0,20.0,4.0,39.0,132.0,335
210640,2016,19.0,0.0,4.0,6.0,1.0,38.0,1.0,30.0,5.0,39.0,145.0,328
210640,2017,11.0,1.0,7.0,6.0,1.0,36.0,0.0,25.0,4.0,29.0,137.0,321
210640,2018,11.0,3.0,1.0,2.0,2.0,39.0,3.0,38.0,3.0,39.0,147.0,343
210640,2019,9.0,1.0,3.0,3.0,1.0,33.0,3.0,37.0,6.0,29.0,129.0,269
210650,2012,14.0,0.0,3.0,1.0,1.0,27.0,4.0,3.0,5.0,17.0,99.0,400
210650,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,402
210650,2014,5.0,4.0,3.0,3.0,1.0,26.0,0.0,28.0,4.0,39.0,115.0,401
210650,2015,8.0,0.0,2.0,2.0,1.0,24.0,4.0,34.0,1.0,53.0,130.0,398
210650,2016,15.0,0.0,0.0,2.0,4.0,38.0,5.0,33.0,2.0,54.0,154.0,382
210650,2017,9.0,1.0,3.0,3.0,3.0,37.0,2.0,28.0,5.0,44.0,146.0,377
210650,2018,12.0,0.0,2.0,2.0,4.0,59.0,2.0,33.0,4.0,45.0,173.0,443
210650,2019,7.0,0.0,1.0,3.0,1.0,32.0,2.0,24.0,2.0,42.0,121.0,341
210660,2012,44.0,3.0,7.0,6.0,6.0,34.0,1.0,12.0,7.0,22.0,164.0,534
210660,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,504
210660,2014,10.0,0.0,5.0,5.0,3.0,47.0,6.0,28.0,5.0,39.0,158.0,470
210660,2015,19.0,0.0,10.0,6.0,5.0,55.0,10.0,16.0,7.0,48.0,186.0,540
210660,2016,21.0,6.0,2.0,6.0,5.0,49.0,4.0,17.0,4.0,35.0,159.0,449
210660,2017,20.0,0.0,11.0,6.0,0.0,57.0,2.0,28.0,4.0,46.0,178.0,502
210660,2018,8.0,3.0,9.0,9.0,4.0,69.0,5.0,26.0,8.0,36.0,178.0,544
210660,2019,20.0,2.0,12.0,8.0,0.0,50.0,11.0,29.0,12.0,34.0,179.0,492
210663,2012,6.0,1.0,0.0,1.0,1.0,9.0,1.0,3.0,0.0,10.0,40.0,120
210663,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,106
210663,2014,2.0,0.0,2.0,1.0,0.0,13.0,1.0,3.0,1.0,14.0,57.0,127
210663,2015,5.0,0.0,2.0,0.0,0.0,7.0,2.0,6.0,0.0,7.0,42.0,114
210663,2016,7.0,0.0,0.0,0.0,0.0,20.0,1.0,9.0,4.0,9.0,52.0,116
210663,2017,8.0,0.0,2.0,0.0,0.0,19.0,3.0,7.0,10.0,7.0,56.0,112
210663,2018,6.0,0.0,2.0,0.0,0.0,15.0,4.0,6.0,14.0,13.0,61.0,121
210663,2019,4.0,0.0,0.0,0.0,0.0,21.0,6.0,5.0,7.0,11.0,55.0,120
210667,2012,2.0,1.0,0.0,3.0,0.0,7.0,2.0,6.0,4.0,6.0,33.0,101
210667,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,97
210667,2014,1.0,0.0,0.0,8.0,0.0,4.0,6.0,9.0,1.0,13.0,44.0,94
210667,2015,1.0,1.0,0.0,4.0,1.0,5.0,1.0,7.0,4.0,14.0,39.0,93
210667,2016,2.0,0.0,0.0,4.0,3.0,11.0,0.0,9.0,4.0,16.0,51.0,102
210667,2017,0.0,1.0,0.0,0.0,1.0,7.0,1.0,3.0,1.0,10.0,26.0,66
210667,2018,2.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,12.0,30.0,71
210667,2019,1.0,2.0,0.0,0.0,0.0,14.0,2.0,5.0,1.0,8.0,35.0,96
210670,2012,25.0,0.0,0.0,1.0,3.0,49.0,2.0,8.0,4.0,20.0,190.0,364
210670,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,314
210670,2014,16.0,1.0,4.0,2.0,0.0,59.0,3.0,36.0,4.0,75.0,204.0,366
210670,2015,8.0,1.0,3.0,3.0,2.0,65.0,3.0,28.0,5.0,62.0,182.0,329
210670,2016,15.0,0.0,2.0,1.0,1.0,75.0,2.0,22.0,3.0,64.0,185.0,316
210670,2017,11.0,0.0,4.0,5.0,0.0,44.0,4.0,36.0,2.0,83.0,204.0,327
210670,2018,25.0,0.0,9.0,9.0,2.0,88.0,1.0,29.0,11.0,62.0,240.0,389
210670,2019,11.0,0.0,9.0,7.0,7.0,73.0,10.0,18.0,8.0,40.0,187.0,360
210675,2012,12.0,2.0,7.0,6.0,4.0,43.0,3.0,19.0,15.0,49.0,182.0,313
210675,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,310
210675,2014,9.0,0.0,2.0,2.0,2.0,16.0,0.0,11.0,5.0,20.0,194.0,327
210675,2015,6.0,0.0,4.0,1.0,1.0,19.0,1.0,6.0,3.0,14.0,213.0,341
210675,2016,13.0,0.0,2.0,4.0,1.0,59.0,1.0,28.0,9.0,73.0,206.0,302
210675,2017,20.0,0.0,4.0,1.0,4.0,81.0,5.0,41.0,12.0,56.0,232.0,357
210675,2018,17.0,0.0,4.0,2.0,2.0,80.0,5.0,36.0,19.0,56.0,225.0,338
210675,2019,19.0,0.0,0.0,3.0,1.0,80.0,5.0,26.0,26.0,47.0,208.0,340
210680,2012,7.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,38.0,206
210680,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,201
210680,2014,1.0,0.0,0.0,0.0,1.0,8.0,0.0,4.0,1.0,4.0,33.0,197
210680,2015,1.0,0.0,3.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,44.0,235
210680,2016,0.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,2.0,8.0,54.0,230
210680,2017,5.0,0.0,0.0,3.0,1.0,14.0,1.0,7.0,0.0,10.0,53.0,231
210680,2018,5.0,0.0,4.0,3.0,3.0,15.0,3.0,15.0,4.0,11.0,97.0,277
210680,2019,9.0,0.0,6.0,0.0,1.0,27.0,1.0,14.0,2.0,23.0,114.0,262
210690,2012,15.0,4.0,4.0,7.0,9.0,39.0,6.0,10.0,5.0,29.0,133.0,525
210690,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,624
210690,2014,25.0,2.0,6.0,5.0,1.0,49.0,1.0,21.0,2.0,39.0,178.0,635
210690,2015,21.0,1.0,2.0,0.0,4.0,54.0,4.0,25.0,4.0,45.0,187.0,678
