CODMUNRES,Ano,Qtd_Morte_Materna,Qtd_Total,Ratio
241480,2013,0.0,165.0,0.0
241480,2014,0.0,166.0,0.0
241480,2015,0.0,163.0,0.0
241480,2016,0.0,98.0,0.0
241480,2017,1.0,186.0,537.6344086021505
241480,2018,0.0,182.0,0.0
241480,2019,0.0,189.0,0.0
241490,2012,0.0,22.0,0.0
241490,2013,0.0,29.0,0.0
241490,2014,0.0,31.0,0.0
241490,2015,0.0,30.0,0.0
241490,2016,0.0,31.0,0.0
241490,2017,0.0,16.0,0.0
241490,2018,0.0,23.0,0.0
241490,2019,0.0,15.0,0.0
241500,2012,0.0,39.0,0.0
241500,2013,0.0,57.0,0.0
241500,2014,0.0,45.0,0.0
241500,2015,0.0,49.0,0.0
241500,2016,0.0,55.0,0.0
241500,2017,0.0,65.0,0.0
241500,2018,0.0,47.0,0.0
241500,2019,0.0,42.0,0.0
250000,2012,0.0,6.0,0.0
250000,2018,0.0,2.0,0.0
250010,2012,0.0,106.0,0.0
250010,2013,0.0,88.0,0.0
250010,2014,0.0,96.0,0.0
250010,2015,0.0,134.0,0.0
250010,2016,0.0,140.0,0.0
250010,2017,0.0,115.0,0.0
250010,2018,0.0,137.0,0.0
250010,2019,0.0,126.0,0.0
250020,2012,0.0,51.0,0.0
250020,2013,0.0,54.0,0.0
250020,2014,0.0,66.0,0.0
250020,2015,0.0,68.0,0.0
250020,2016,0.0,62.0,0.0
250020,2017,0.0,57.0,0.0
250020,2018,0.0,57.0,0.0
250020,2019,0.0,46.0,0.0
250030,2012,0.0,410.0,0.0
250030,2013,0.0,405.0,0.0
250030,2014,1.0,364.0,274.72527472527474
250030,2015,1.0,421.0,237.52969121140143
250030,2016,0.0,383.0,0.0
250030,2017,0.0,399.0,0.0
250030,2018,0.0,437.0,0.0
250030,2019,2.0,426.0,469.4835680751174
250040,2012,0.0,281.0,0.0
250040,2013,0.0,329.0,0.0
250040,2014,0.0,336.0,0.0
250040,2015,1.0,352.0,284.0909090909091
250040,2016,0.0,327.0,0.0
250040,2017,0.0,330.0,0.0
250040,2018,1.0,337.0,296.7359050445104
250040,2019,0.0,316.0,0.0
250050,2012,0.0,223.0,0.0
250050,2013,0.0,230.0,0.0
250050,2014,0.0,240.0,0.0
250050,2015,0.0,222.0,0.0
250050,2016,0.0,214.0,0.0
250050,2017,0.0,227.0,0.0
250050,2018,0.0,236.0,0.0
250050,2019,0.0,227.0,0.0
250053,2012,0.0,85.0,0.0
250053,2013,0.0,88.0,0.0
250053,2014,0.0,114.0,0.0
250053,2015,0.0,84.0,0.0
250053,2016,0.0,101.0,0.0
250053,2017,0.0,108.0,0.0
250053,2018,0.0,85.0,0.0
250053,2019,0.0,70.0,0.0
250057,2012,0.0,39.0,0.0
250057,2013,0.0,39.0,0.0
250057,2014,0.0,38.0,0.0
250057,2015,0.0,53.0,0.0
250057,2016,0.0,62.0,0.0
250057,2017,0.0,54.0,0.0
250057,2018,0.0,50.0,0.0
250057,2019,0.0,60.0,0.0
250060,2012,0.0,404.0,0.0
250060,2013,0.0,381.0,0.0
250060,2014,0.0,428.0,0.0
250060,2015,0.0,445.0,0.0
250060,2016,0.0,434.0,0.0
250060,2017,1.0,467.0,214.13276231263384
250060,2018,0.0,447.0,0.0
250060,2019,0.0,391.0,0.0
250070,2012,1.0,181.0,552.4861878453038
250070,2013,0.0,187.0,0.0
250070,2014,0.0,202.0,0.0
250070,2015,1.0,181.0,552.4861878453038
250070,2016,0.0,191.0,0.0
250070,2017,0.0,194.0,0.0
250070,2018,0.0,229.0,0.0
250070,2019,1.0,189.0,529.1005291005291
250073,2012,0.0,44.0,0.0
250073,2013,0.0,35.0,0.0
250073,2014,0.0,39.0,0.0
250073,2015,0.0,30.0,0.0
250073,2016,1.0,30.0,3333.3333333333335
250073,2017,0.0,30.0,0.0
250073,2018,0.0,31.0,0.0
250073,2019,0.0,33.0,0.0
250077,2012,0.0,100.0,0.0
250077,2013,0.0,101.0,0.0
250077,2014,0.0,118.0,0.0
250077,2015,0.0,122.0,0.0
250077,2016,0.0,98.0,0.0
250077,2017,0.0,75.0,0.0
250077,2018,1.0,122.0,819.672131147541
250077,2019,0.0,84.0,0.0
250080,2012,0.0,231.0,0.0
250080,2013,0.0,200.0,0.0
250080,2014,0.0,228.0,0.0
250080,2015,0.0,207.0,0.0
250080,2016,0.0,217.0,0.0
250080,2017,0.0,212.0,0.0
250080,2018,0.0,239.0,0.0
250080,2019,0.0,203.0,0.0
250090,2012,0.0,158.0,0.0
250090,2013,0.0,151.0,0.0
250090,2014,0.0,132.0,0.0
250090,2015,1.0,177.0,564.9717514124294
250090,2016,0.0,120.0,0.0
250090,2017,0.0,114.0,0.0
250090,2018,0.0,129.0,0.0
250090,2019,0.0,129.0,0.0
250100,2012,0.0,242.0,0.0
250100,2013,2.0,265.0,754.7169811320755
250100,2014,0.0,240.0,0.0
250100,2015,0.0,240.0,0.0
250100,2016,1.0,243.0,411.522633744856
250100,2017,0.0,244.0,0.0
250100,2018,0.0,275.0,0.0
250100,2019,0.0,272.0,0.0
250110,2012,0.0,355.0,0.0
250110,2013,0.0,362.0,0.0
250110,2014,0.0,365.0,0.0
250110,2015,1.0,407.0,245.7002457002457
250110,2016,1.0,368.0,271.7391304347826
250110,2017,1.0,363.0,275.4820936639118
250110,2018,0.0,330.0,0.0
250110,2019,0.0,366.0,0.0
250115,2012,0.0,25.0,0.0
250115,2013,0.0,33.0,0.0
250115,2014,0.0,21.0,0.0
250115,2015,0.0,17.0,0.0
250115,2016,0.0,29.0,0.0
250115,2017,0.0,29.0,0.0
250115,2018,0.0,34.0,0.0
250115,2019,0.0,38.0,0.0
250120,2012,0.0,112.0,0.0
250120,2013,0.0,97.0,0.0
250120,2014,0.0,123.0,0.0
250120,2015,0.0,107.0,0.0
250120,2016,1.0,103.0,970.8737864077669
250120,2017,0.0,113.0,0.0
250120,2018,0.0,96.0,0.0
250120,2019,0.0,107.0,0.0
250130,2012,0.0,276.0,0.0
250130,2013,0.0,288.0,0.0
250130,2014,0.0,344.0,0.0
250130,2015,0.0,269.0,0.0
250130,2016,0.0,280.0,0.0
250130,2017,0.0,312.0,0.0
250130,2018,1.0,318.0,314.4654088050315
250130,2019,0.0,255.0,0.0
250135,2012,0.0,66.0,0.0
250135,2013,0.0,67.0,0.0
250135,2014,0.0,67.0,0.0
250135,2015,0.0,77.0,0.0
250135,2016,1.0,65.0,1538.4615384615386
250135,2017,0.0,67.0,0.0
250135,2018,0.0,89.0,0.0
250135,2019,0.0,65.0,0.0
250140,2012,0.0,171.0,0.0
250140,2013,0.0,146.0,0.0
250140,2014,0.0,161.0,0.0
250140,2015,0.0,163.0,0.0
250140,2016,0.0,136.0,0.0
250140,2017,1.0,162.0,617.283950617284
250140,2018,0.0,153.0,0.0
250140,2019,0.0,175.0,0.0
250150,2012,1.0,285.0,350.87719298245617
250150,2013,0.0,283.0,0.0
250150,2014,0.0,308.0,0.0
250150,2015,0.0,277.0,0.0
250150,2016,0.0,307.0,0.0
250150,2017,1.0,295.0,338.9830508474576
250150,2018,1.0,333.0,300.3003003003003
250150,2019,0.0,278.0,0.0
250153,2012,0.0,72.0,0.0
250153,2013,0.0,65.0,0.0
250153,2014,0.0,68.0,0.0
250153,2015,0.0,55.0,0.0
250153,2016,0.0,53.0,0.0
250153,2017,0.0,68.0,0.0
250153,2018,0.0,63.0,0.0
250153,2019,0.0,67.0,0.0
250157,2012,0.0,109.0,0.0
250157,2013,0.0,105.0,0.0
250157,2014,0.0,98.0,0.0
250157,2015,0.0,93.0,0.0
250157,2016,0.0,76.0,0.0
250157,2017,0.0,102.0,0.0
250157,2018,0.0,123.0,0.0
250157,2019,0.0,106.0,0.0
250160,2012,0.0,175.0,0.0
250160,2013,0.0,170.0,0.0
250160,2014,0.0,145.0,0.0
250160,2015,1.0,163.0,613.4969325153374
250160,2016,0.0,149.0,0.0
250160,2017,0.0,141.0,0.0
250160,2018,0.0,140.0,0.0
250160,2019,0.0,137.0,0.0
250170,2012,0.0,76.0,0.0
250170,2013,0.0,86.0,0.0
250170,2014,0.0,69.0,0.0
250170,2015,0.0,71.0,0.0
250170,2016,0.0,24.0,0.0
250170,2017,1.0,71.0,1408.4507042253522
250170,2018,0.0,78.0,0.0
250170,2019,0.0,87.0,0.0
250180,2012,1.0,1309.0,76.39419404125286
250180,2013,1.0,1395.0,71.68458781362007
250180,2014,1.0,1335.0,74.90636704119851
250180,2015,0.0,1418.0,0.0
250180,2016,0.0,1298.0,0.0
250180,2017,0.0,1401.0,0.0
250180,2018,0.0,1471.0,0.0
250180,2019,2.0,1401.0,142.7551748750892
250190,2012,0.0,225.0,0.0
250190,2013,0.0,240.0,0.0
250190,2014,0.0,237.0,0.0
250190,2015,0.0,239.0,0.0
250190,2016,0.0,221.0,0.0
250190,2017,1.0,199.0,502.51256281407035
250190,2018,0.0,238.0,0.0
250190,2019,1.0,232.0,431.0344827586207
250200,2012,0.0,83.0,0.0
250200,2013,0.0,104.0,0.0
250200,2014,0.0,88.0,0.0
250200,2015,0.0,99.0,0.0
250200,2016,0.0,88.0,0.0
250200,2017,0.0,67.0,0.0
250200,2018,0.0,73.0,0.0
250200,2019,0.0,70.0,0.0
250205,2012,0.0,53.0,0.0
250205,2013,0.0,47.0,0.0
250205,2014,0.0,62.0,0.0
250205,2015,0.0,60.0,0.0
250205,2016,0.0,54.0,0.0
250205,2017,0.0,49.0,0.0
250205,2018,0.0,56.0,0.0
250205,2019,0.0,42.0,0.0
250210,2012,0.0,59.0,0.0
250210,2013,0.0,50.0,0.0
250210,2014,0.0,72.0,0.0
250210,2015,0.0,76.0,0.0
250210,2016,0.0,88.0,0.0
250210,2017,0.0,96.0,0.0
250210,2018,0.0,98.0,0.0
250210,2019,0.0,99.0,0.0
250215,2012,0.0,112.0,0.0
250215,2013,1.0,85.0,1176.4705882352941
250215,2014,0.0,107.0,0.0
250215,2015,0.0,88.0,0.0
250215,2016,0.0,84.0,0.0
250215,2017,0.0,93.0,0.0
250215,2018,0.0,111.0,0.0
250215,2019,0.0,95.0,0.0
250220,2012,0.0,33.0,0.0
250220,2013,0.0,38.0,0.0
250220,2014,0.0,35.0,0.0
250220,2015,0.0,21.0,0.0
250220,2016,0.0,42.0,0.0
250220,2017,0.0,27.0,0.0
250220,2018,0.0,23.0,0.0
250220,2019,0.0,50.0,0.0
250230,2012,0.0,51.0,0.0
250230,2013,0.0,45.0,0.0
250230,2014,0.0,55.0,0.0
250230,2015,0.0,47.0,0.0
250230,2016,0.0,50.0,0.0
250230,2017,0.0,44.0,0.0
250230,2018,0.0,57.0,0.0
250230,2019,0.0,39.0,0.0
250240,2012,0.0,165.0,0.0
250240,2013,1.0,155.0,645.1612903225806
250240,2014,0.0,173.0,0.0
250240,2015,0.0,156.0,0.0
250240,2016,0.0,141.0,0.0
250240,2017,0.0,129.0,0.0
250240,2018,1.0,146.0,684.931506849315
250240,2019,0.0,156.0,0.0
250250,2012,0.0,267.0,0.0
250250,2013,0.0,254.0,0.0
250250,2014,0.0,296.0,0.0
250250,2015,0.0,307.0,0.0
250250,2016,0.0,267.0,0.0
250250,2017,0.0,264.0,0.0
250250,2018,0.0,282.0,0.0
250250,2019,0.0,283.0,0.0
250260,2012,0.0,58.0,0.0
250260,2013,0.0,68.0,0.0
250260,2014,0.0,93.0,0.0
250260,2015,1.0,85.0,1176.4705882352941
250260,2016,0.0,74.0,0.0
250260,2017,0.0,53.0,0.0
250260,2018,0.0,74.0,0.0
250260,2019,0.0,80.0,0.0
250270,2012,0.0,77.0,0.0
250270,2013,0.0,71.0,0.0
250270,2014,0.0,68.0,0.0
250270,2015,0.0,92.0,0.0
250270,2016,1.0,56.0,1785.7142857142856
250270,2017,0.0,73.0,0.0
250270,2018,0.0,78.0,0.0
250270,2019,0.0,75.0,0.0
250280,2012,0.0,163.0,0.0
250280,2013,0.0,155.0,0.0
250280,2014,0.0,169.0,0.0
250280,2015,0.0,217.0,0.0
250280,2016,0.0,182.0,0.0
250280,2017,0.0,166.0,0.0
250280,2018,0.0,179.0,0.0
250280,2019,1.0,189.0,529.1005291005291
250290,2012,0.0,99.0,0.0
250290,2013,0.0,76.0,0.0
250290,2014,0.0,72.0,0.0
250290,2015,0.0,76.0,0.0
250290,2016,0.0,99.0,0.0
250290,2017,0.0,76.0,0.0
250290,2018,0.0,73.0,0.0
250290,2019,0.0,76.0,0.0
250300,2012,0.0,387.0,0.0
250300,2013,0.0,443.0,0.0
250300,2014,0.0,398.0,0.0
250300,2015,0.0,455.0,0.0
250300,2016,1.0,435.0,229.88505747126436
250300,2017,0.0,401.0,0.0
250300,2018,0.0,357.0,0.0
250300,2019,1.0,375.0,266.6666666666667
250310,2012,0.0,61.0,0.0
250310,2013,0.0,70.0,0.0
250310,2014,0.0,65.0,0.0
250310,2015,0.0,51.0,0.0
250310,2016,0.0,42.0,0.0
250310,2017,0.0,57.0,0.0
250310,2018,0.0,64.0,0.0
250310,2019,0.0,71.0,0.0
250320,2012,0.0,906.0,0.0
250320,2013,0.0,965.0,0.0
250320,2014,0.0,934.0,0.0
250320,2015,0.0,921.0,0.0
250320,2016,0.0,945.0,0.0
250320,2017,1.0,895.0,111.73184357541899
250320,2018,2.0,911.0,219.53896816684963
250320,2019,2.0,923.0,216.68472372697724
250330,2012,0.0,119.0,0.0
250330,2013,0.0,135.0,0.0
250330,2014,0.0,127.0,0.0
250330,2015,0.0,160.0,0.0
250330,2016,0.0,135.0,0.0
250330,2017,0.0,157.0,0.0
250330,2018,0.0,140.0,0.0
250330,2019,0.0,124.0,0.0
250340,2012,0.0,31.0,0.0
250340,2013,0.0,41.0,0.0
250340,2014,0.0,55.0,0.0
250340,2015,0.0,70.0,0.0
250340,2016,0.0,48.0,0.0
250340,2017,0.0,41.0,0.0
250340,2018,0.0,68.0,0.0
250340,2019,0.0,46.0,0.0
250350,2012,1.0,231.0,432.9004329004329
250350,2013,0.0,208.0,0.0
250350,2014,0.0,218.0,0.0
250350,2015,0.0,231.0,0.0
250350,2016,1.0,218.0,458.7155963302753
250350,2017,0.0,221.0,0.0
250350,2018,0.0,224.0,0.0
250350,2019,0.0,200.0,0.0
250355,2012,0.0,134.0,0.0
250355,2013,0.0,133.0,0.0
250355,2014,0.0,140.0,0.0
250355,2015,0.0,139.0,0.0
250355,2016,0.0,138.0,0.0
250355,2017,1.0,171.0,584.7953216374269
250355,2018,0.0,160.0,0.0
250355,2019,0.0,154.0,0.0
250360,2012,0.0,103.0,0.0
250360,2013,0.0,105.0,0.0
250360,2014,0.0,117.0,0.0
250360,2015,0.0,90.0,0.0
250360,2016,0.0,98.0,0.0
250360,2017,0.0,79.0,0.0
250360,2018,0.0,96.0,0.0
250360,2019,0.0,88.0,0.0
250370,2012,0.0,912.0,0.0
250370,2013,1.0,892.0,112.10762331838565
250370,2014,0.0,841.0,0.0
250370,2015,0.0,971.0,0.0
250370,2016,2.0,849.0,235.5712603062426
250370,2017,1.0,842.0,118.76484560570071
250370,2018,0.0,925.0,0.0
250370,2019,1.0,868.0,115.2073732718894
250375,2012,0.0,54.0,0.0
250375,2013,1.0,58.0,1724.1379310344828
250375,2014,0.0,54.0,0.0
250375,2015,0.0,51.0,0.0
250375,2016,0.0,44.0,0.0
250375,2017,0.0,51.0,0.0
250375,2018,0.0,33.0,0.0
250375,2019,0.0,53.0,0.0
250380,2012,0.0,69.0,0.0
250380,2013,0.0,87.0,0.0
250380,2014,0.0,109.0,0.0
250380,2015,0.0,81.0,0.0
250380,2016,0.0,42.0,0.0
250380,2017,0.0,66.0,0.0
250380,2018,0.0,86.0,0.0
250380,2019,0.0,101.0,0.0
250390,2012,0.0,64.0,0.0
250390,2013,0.0,85.0,0.0
250390,2014,0.0,88.0,0.0
250390,2015,0.0,102.0,0.0
250390,2016,0.0,70.0,0.0
250390,2017,0.0,86.0,0.0
250390,2018,0.0,103.0,0.0
250390,2019,0.0,85.0,0.0
250400,2012,4.0,6199.0,64.52653653815132
250400,2013,3.0,6098.0,49.19645785503444
250400,2014,3.0,6610.0,45.3857791225416
250400,2015,2.0,6633.0,30.152268958239105
250400,2016,5.0,6148.0,81.32726089785295
250400,2017,2.0,6270.0,31.89792663476874
250400,2018,8.0,6531.0,122.49272699433472
250400,2019,1.0,6164.0,16.223231667748216
250403,2012,0.0,99.0,0.0
250403,2013,0.0,105.0,0.0
250403,2014,0.0,98.0,0.0
250403,2015,0.0,106.0,0.0
250403,2016,0.0,110.0,0.0
250403,2017,0.0,109.0,0.0
250403,2018,0.0,130.0,0.0
250403,2019,0.0,118.0,0.0
250407,2012,0.0,59.0,0.0
250407,2013,0.0,59.0,0.0
250407,2014,0.0,44.0,0.0
250407,2015,0.0,59.0,0.0
250407,2016,0.0,54.0,0.0
250407,2017,0.0,50.0,0.0
250407,2018,0.0,60.0,0.0
250407,2019,0.0,47.0,0.0
250410,2012,0.0,27.0,0.0
250410,2013,0.0,22.0,0.0
250410,2014,1.0,38.0,2631.578947368421
250410,2015,0.0,25.0,0.0
250410,2016,0.0,20.0,0.0
250410,2017,0.0,35.0,0.0
250410,2018,0.0,43.0,0.0
250410,2019,0.0,32.0,0.0
250415,2012,0.0,86.0,0.0
250415,2013,0.0,81.0,0.0
250415,2014,0.0,91.0,0.0
250415,2015,1.0,82.0,1219.5121951219512
250415,2016,0.0,99.0,0.0
250415,2017,0.0,107.0,0.0
250415,2018,0.0,98.0,0.0
250415,2019,0.0,79.0,0.0
250420,2012,0.0,74.0,0.0
250420,2013,0.0,61.0,0.0
250420,2014,0.0,57.0,0.0
250420,2015,0.0,77.0,0.0
250420,2016,0.0,67.0,0.0
250420,2017,0.0,59.0,0.0
250420,2018,0.0,69.0,0.0
250420,2019,0.0,55.0,0.0
250430,2012,0.0,401.0,0.0
250430,2013,0.0,394.0,0.0
250430,2014,2.0,432.0,462.96296296296293
250430,2015,0.0,402.0,0.0
250430,2016,1.0,371.0,269.54177897574124
250430,2017,0.0,375.0,0.0
250430,2018,0.0,410.0,0.0
250430,2019,0.0,426.0,0.0
250435,2012,0.0,83.0,0.0
250435,2013,0.0,78.0,0.0
250435,2014,0.0,67.0,0.0
250435,2015,0.0,80.0,0.0
250435,2016,0.0,68.0,0.0
250435,2017,0.0,68.0,0.0
250435,2018,0.0,77.0,0.0
250435,2019,0.0,80.0,0.0
250440,2012,0.0,220.0,0.0
250440,2013,0.0,254.0,0.0
250440,2014,0.0,273.0,0.0
250440,2015,0.0,251.0,0.0
250440,2016,2.0,251.0,796.8127490039841
250440,2017,0.0,225.0,0.0
250440,2018,0.0,268.0,0.0
250440,2019,0.0,245.0,0.0
250450,2012,1.0,105.0,952.3809523809525
250450,2013,0.0,80.0,0.0
250450,2014,0.0,88.0,0.0
250450,2015,0.0,77.0,0.0
250450,2016,0.0,72.0,0.0
250450,2017,0.0,84.0,0.0
250450,2018,0.0,96.0,0.0
250450,2019,0.0,84.0,0.0
250460,2012,0.0,458.0,0.0
250460,2013,1.0,489.0,204.4989775051125
250460,2014,0.0,455.0,0.0
250460,2015,0.0,487.0,0.0
250460,2016,1.0,487.0,205.3388090349076
250460,2017,0.0,443.0,0.0
250460,2018,0.0,516.0,0.0
250460,2019,0.0,528.0,0.0
250470,2012,0.0,104.0,0.0
250470,2013,0.0,88.0,0.0
250470,2014,0.0,104.0,0.0
250470,2015,0.0,49.0,0.0
250470,2016,0.0,66.0,0.0
250470,2017,0.0,67.0,0.0
250470,2018,0.0,74.0,0.0
250470,2019,0.0,88.0,0.0
250480,2012,0.0,222.0,0.0
250480,2013,0.0,190.0,0.0
250480,2014,1.0,197.0,507.6142131979695
250480,2015,0.0,213.0,0.0
250480,2016,0.0,195.0,0.0
250480,2017,0.0,209.0,0.0
250480,2018,0.0,220.0,0.0
250480,2019,0.0,200.0,0.0
250485,2012,0.0,22.0,0.0
250485,2013,0.0,14.0,0.0
250485,2014,0.0,21.0,0.0
250485,2015,0.0,24.0,0.0
250485,2016,0.0,18.0,0.0
250485,2017,0.0,23.0,0.0
250485,2018,0.0,20.0,0.0
250485,2019,0.0,28.0,0.0
250490,2012,0.0,262.0,0.0
250490,2013,0.0,284.0,0.0
250490,2014,0.0,207.0,0.0
250490,2015,0.0,281.0,0.0
250490,2016,1.0,238.0,420.16806722689074
250490,2017,0.0,284.0,0.0
250490,2018,0.0,300.0,0.0
250490,2019,0.0,246.0,0.0
250500,2012,1.0,90.0,1111.111111111111
250500,2013,0.0,102.0,0.0
250500,2014,0.0,107.0,0.0
250500,2015,0.0,112.0,0.0
250500,2016,0.0,103.0,0.0
250500,2017,0.0,94.0,0.0
250500,2018,0.0,124.0,0.0
250500,2019,0.0,112.0,0.0
250510,2012,0.0,250.0,0.0
250510,2013,0.0,255.0,0.0
250510,2014,0.0,257.0,0.0
250510,2015,1.0,297.0,336.70033670033666
250510,2016,0.0,231.0,0.0
250510,2017,0.0,257.0,0.0
250510,2018,0.0,250.0,0.0
250510,2019,0.0,270.0,0.0
250520,2012,0.0,101.0,0.0
250520,2013,0.0,109.0,0.0
250520,2014,0.0,127.0,0.0
250520,2015,0.0,111.0,0.0
250520,2016,0.0,137.0,0.0
250520,2017,0.0,114.0,0.0
250520,2018,0.0,118.0,0.0
250520,2019,0.0,107.0,0.0
250523,2012,0.0,79.0,0.0
250523,2013,0.0,84.0,0.0
250523,2014,0.0,81.0,0.0
250523,2015,0.0,95.0,0.0
250523,2016,2.0,91.0,2197.802197802198
250523,2017,0.0,91.0,0.0
250523,2018,0.0,90.0,0.0
250523,2019,0.0,100.0,0.0
250527,2012,0.0,89.0,0.0
250527,2013,0.0,76.0,0.0
250527,2014,0.0,50.0,0.0
250527,2015,0.0,63.0,0.0
250527,2016,0.0,74.0,0.0
250527,2017,1.0,73.0,1369.86301369863
250527,2018,0.0,77.0,0.0
250527,2019,0.0,69.0,0.0
250530,2012,0.0,23.0,0.0
250530,2013,0.0,32.0,0.0
250530,2014,0.0,25.0,0.0
250530,2015,0.0,34.0,0.0
250530,2016,0.0,24.0,0.0
250530,2017,0.0,31.0,0.0
250530,2018,0.0,23.0,0.0
250530,2019,0.0,22.0,0.0
250535,2012,0.0,65.0,0.0
250535,2013,0.0,66.0,0.0
250535,2014,0.0,59.0,0.0
250535,2015,0.0,73.0,0.0
250535,2016,0.0,53.0,0.0
250535,2017,0.0,73.0,0.0
250535,2018,0.0,58.0,0.0
250535,2019,0.0,57.0,0.0
250540,2012,0.0,120.0,0.0
250540,2013,0.0,115.0,0.0
250540,2014,1.0,114.0,877.1929824561403
250540,2015,1.0,135.0,740.7407407407408
250540,2016,0.0,140.0,0.0
250540,2017,0.0,120.0,0.0
250540,2018,0.0,129.0,0.0
250540,2019,0.0,128.0,0.0
250550,2012,0.0,51.0,0.0
250550,2013,0.0,43.0,0.0
250550,2014,0.0,48.0,0.0
250550,2015,0.0,43.0,0.0
250550,2016,0.0,51.0,0.0
250550,2017,0.0,40.0,0.0
250550,2018,0.0,53.0,0.0
250550,2019,0.0,43.0,0.0
250560,2012,0.0,72.0,0.0
250560,2013,0.0,72.0,0.0
250560,2014,0.0,86.0,0.0
250560,2015,0.0,97.0,0.0
250560,2016,0.0,75.0,0.0
250560,2017,0.0,100.0,0.0
250560,2018,0.0,94.0,0.0
250560,2019,0.0,103.0,0.0
250570,2012,0.0,151.0,0.0
250570,2013,0.0,133.0,0.0
250570,2014,0.0,163.0,0.0
250570,2015,1.0,159.0,628.930817610063
250570,2016,0.0,157.0,0.0
250570,2017,0.0,149.0,0.0
250570,2018,0.0,148.0,0.0
250570,2019,0.0,145.0,0.0
250580,2012,0.0,63.0,0.0
250580,2013,0.0,52.0,0.0
250580,2014,0.0,75.0,0.0
250580,2015,0.0,56.0,0.0
250580,2016,0.0,47.0,0.0
250580,2017,0.0,53.0,0.0
250580,2018,0.0,47.0,0.0
250580,2019,0.0,56.0,0.0
250590,2012,0.0,33.0,0.0
250590,2013,0.0,36.0,0.0
250590,2014,0.0,43.0,0.0
250590,2015,0.0,45.0,0.0
250590,2016,0.0,44.0,0.0
250590,2017,0.0,35.0,0.0
250590,2018,0.0,53.0,0.0
250590,2019,0.0,49.0,0.0
250600,2012,0.0,521.0,0.0
250600,2013,0.0,514.0,0.0
250600,2014,0.0,558.0,0.0
250600,2015,1.0,504.0,198.4126984126984
250600,2016,0.0,492.0,0.0
250600,2017,0.0,469.0,0.0
250600,2018,0.0,485.0,0.0
250600,2019,0.0,515.0,0.0
250610,2012,0.0,186.0,0.0
250610,2013,0.0,190.0,0.0
250610,2014,0.0,192.0,0.0
250610,2015,0.0,168.0,0.0
250610,2016,0.0,169.0,0.0
250610,2017,0.0,184.0,0.0
250610,2018,0.0,195.0,0.0
250610,2019,0.0,184.0,0.0
250620,2012,0.0,30.0,0.0
250620,2013,0.0,32.0,0.0
250620,2014,0.0,30.0,0.0
250620,2015,0.0,31.0,0.0
250620,2016,0.0,22.0,0.0
250620,2017,0.0,24.0,0.0
250620,2018,0.0,22.0,0.0
250620,2019,0.0,32.0,0.0
250625,2012,0.0,100.0,0.0
250625,2013,0.0,126.0,0.0
250625,2014,0.0,129.0,0.0
250625,2015,0.0,151.0,0.0
250625,2016,0.0,130.0,0.0
250625,2017,0.0,109.0,0.0
250625,2018,1.0,125.0,800.0
250625,2019,0.0,127.0,0.0
250630,2012,1.0,862.0,116.0092807424594
250630,2013,2.0,915.0,218.5792349726776
250630,2014,1.0,862.0,116.0092807424594
250630,2015,0.0,887.0,0.0
250630,2016,1.0,819.0,122.1001221001221
250630,2017,0.0,867.0,0.0
250630,2018,0.0,890.0,0.0
250630,2019,0.0,867.0,0.0
250640,2012,0.0,173.0,0.0
250640,2013,0.0,214.0,0.0
250640,2014,0.0,220.0,0.0
250640,2015,0.0,240.0,0.0
250640,2016,1.0,205.0,487.8048780487805
250640,2017,0.0,186.0,0.0
250640,2018,0.0,194.0,0.0
250640,2019,1.0,194.0,515.4639175257732
250650,2012,0.0,46.0,0.0
250650,2013,0.0,33.0,0.0
250650,2014,0.0,40.0,0.0
250650,2015,0.0,55.0,0.0
250650,2016,0.0,41.0,0.0
250650,2017,0.0,51.0,0.0
250650,2018,0.0,46.0,0.0
250650,2019,0.0,44.0,0.0
250660,2012,0.0,89.0,0.0
250660,2013,0.0,67.0,0.0
250660,2014,0.0,65.0,0.0
250660,2015,0.0,72.0,0.0
250660,2016,0.0,72.0,0.0
250660,2017,0.0,71.0,0.0
250660,2018,0.0,78.0,0.0
250660,2019,0.0,66.0,0.0
250670,2012,0.0,168.0,0.0
250670,2013,1.0,140.0,714.2857142857142
250670,2014,0.0,151.0,0.0
250670,2015,0.0,170.0,0.0
250670,2016,0.0,177.0,0.0
250670,2017,0.0,135.0,0.0
250670,2018,0.0,167.0,0.0
250670,2019,0.0,164.0,0.0
250680,2012,0.0,219.0,0.0
250680,2013,0.0,283.0,0.0
250680,2014,0.0,231.0,0.0
250680,2015,0.0,245.0,0.0
250680,2016,0.0,244.0,0.0
250680,2017,0.0,266.0,0.0
250680,2018,0.0,258.0,0.0
250680,2019,0.0,254.0,0.0
250690,2012,0.0,338.0,0.0
250690,2013,0.0,333.0,0.0
250690,2014,0.0,349.0,0.0
250690,2015,0.0,371.0,0.0
250690,2016,1.0,352.0,284.0909090909091
250690,2017,0.0,367.0,0.0
250690,2018,0.0,357.0,0.0
250690,2019,1.0,339.0,294.9852507374631
250700,2012,0.0,296.0,0.0
250700,2013,1.0,339.0,294.9852507374631
250700,2014,0.0,377.0,0.0
250700,2015,1.0,348.0,287.35632183908046
250700,2016,0.0,327.0,0.0
250700,2017,0.0,348.0,0.0
250700,2018,0.0,355.0,0.0
250700,2019,0.0,354.0,0.0
250710,2012,0.0,259.0,0.0
