CODMUNRES,ano_nasc,Qtd_5racacormae,Qtd_Total,Ratio
220115,2016,1.0,208,0.004807692307692308
220115,2017,0.0,250,0.0
220115,2018,0.0,265,0.0
220115,2019,0.0,284,0.0
220115,2020,0.0,265,0.0
220117,2012,0.0,55,0.0
220117,2013,0.0,46,0.0
220117,2014,0.0,50,0.0
220117,2015,0.0,44,0.0
220117,2016,1.0,58,0.017241379310344827
220117,2017,0.0,44,0.0
220117,2018,0.0,52,0.0
220117,2019,0.0,36,0.0
220117,2020,0.0,46,0.0
220120,2012,1.0,757,0.001321003963011889
220120,2013,0.0,765,0.0
220120,2014,1.0,706,0.00141643059490085
220120,2015,0.0,780,0.0
220120,2016,2.0,731,0.0027359781121751026
220120,2017,1.0,738,0.0013550135501355014
220120,2018,1.0,797,0.0012547051442910915
220120,2019,2.0,678,0.0029498525073746312
220120,2020,0.0,682,0.0
220130,2012,0.0,46,0.0
220130,2013,0.0,48,0.0
220130,2014,0.0,25,0.0
220130,2015,0.0,34,0.0
220130,2016,0.0,35,0.0
220130,2017,0.0,39,0.0
220130,2018,0.0,51,0.0
220130,2019,0.0,43,0.0
220130,2020,0.0,52,0.0
220140,2012,1.0,116,0.008620689655172414
220140,2013,0.0,102,0.0
220140,2014,0.0,117,0.0
220140,2015,0.0,92,0.0
220140,2016,0.0,94,0.0
220140,2017,0.0,81,0.0
220140,2018,0.0,97,0.0
220140,2019,0.0,73,0.0
220140,2020,0.0,82,0.0
220150,2012,0.0,330,0.0
220150,2013,0.0,340,0.0
220150,2014,0.0,336,0.0
220150,2015,0.0,378,0.0
220150,2016,0.0,365,0.0
220150,2017,0.0,352,0.0
220150,2018,0.0,383,0.0
220150,2019,0.0,344,0.0
220150,2020,1.0,325,0.003076923076923077
220155,2012,0.0,57,0.0
220155,2013,0.0,50,0.0
220155,2014,0.0,48,0.0
220155,2015,0.0,50,0.0
220155,2016,0.0,51,0.0
220155,2017,0.0,39,0.0
220155,2018,0.0,51,0.0
220155,2019,0.0,61,0.0
220155,2020,0.0,60,0.0
220157,2012,0.0,31,0.0
220157,2013,0.0,38,0.0
220157,2014,0.0,30,0.0
220157,2015,0.0,36,0.0
220157,2016,0.0,36,0.0
220157,2017,0.0,39,0.0
220157,2018,0.0,23,0.0
220157,2019,0.0,34,0.0
220157,2020,0.0,40,0.0
220160,2012,0.0,136,0.0
220160,2013,0.0,128,0.0
220160,2014,0.0,126,0.0
220160,2015,0.0,143,0.0
220160,2016,0.0,127,0.0
220160,2017,0.0,121,0.0
220160,2018,0.0,124,0.0
220160,2019,1.0,113,0.008849557522123894
220160,2020,0.0,118,0.0
220170,2012,0.0,90,0.0
220170,2013,0.0,93,0.0
220170,2014,0.0,82,0.0
220170,2015,0.0,83,0.0
220170,2016,0.0,75,0.0
220170,2017,0.0,69,0.0
220170,2018,0.0,88,0.0
220170,2019,0.0,73,0.0
220170,2020,0.0,70,0.0
220173,2012,0.0,110,0.0
220173,2013,0.0,90,0.0
220173,2014,0.0,98,0.0
220173,2015,0.0,117,0.0
220173,2016,0.0,118,0.0
220173,2017,0.0,104,0.0
220173,2018,0.0,116,0.0
220173,2019,0.0,105,0.0
220173,2020,0.0,103,0.0
220177,2012,0.0,103,0.0
220177,2013,0.0,90,0.0
220177,2014,0.0,107,0.0
220177,2015,0.0,98,0.0
220177,2016,0.0,82,0.0
220177,2017,0.0,73,0.0
220177,2018,0.0,99,0.0
220177,2019,0.0,85,0.0
220177,2020,0.0,81,0.0
220180,2012,0.0,51,0.0
220180,2013,0.0,36,0.0
220180,2014,0.0,42,0.0
220180,2015,0.0,38,0.0
220180,2016,0.0,46,0.0
220180,2017,0.0,39,0.0
220180,2018,0.0,48,0.0
220180,2019,0.0,52,0.0
220180,2020,0.0,33,0.0
220190,2012,0.0,425,0.0
220190,2013,0.0,472,0.0
220190,2014,0.0,452,0.0
220190,2015,0.0,482,0.0
220190,2016,0.0,488,0.0
220190,2017,0.0,467,0.0
220190,2018,0.0,517,0.0
220190,2019,0.0,569,0.0
220190,2020,0.0,508,0.0
220191,2012,0.0,87,0.0
220191,2013,1.0,87,0.011494252873563218
220191,2014,0.0,90,0.0
220191,2015,0.0,97,0.0
220191,2016,0.0,75,0.0
220191,2017,0.0,100,0.0
220191,2018,0.0,85,0.0
220191,2019,0.0,89,0.0
220191,2020,0.0,94,0.0
220192,2012,0.0,85,0.0
220192,2013,0.0,76,0.0
220192,2014,0.0,78,0.0
220192,2015,0.0,79,0.0
220192,2016,0.0,103,0.0
220192,2017,0.0,85,0.0
220192,2018,0.0,75,0.0
220192,2019,0.0,75,0.0
220192,2020,0.0,78,0.0
220194,2012,0.0,117,0.0
220194,2013,0.0,101,0.0
220194,2014,0.0,116,0.0
220194,2015,0.0,122,0.0
220194,2016,0.0,85,0.0
220194,2017,0.0,97,0.0
220194,2018,0.0,77,0.0
220194,2019,0.0,73,0.0
220194,2020,1.0,83,0.012048192771084338
220196,2012,0.0,102,0.0
220196,2013,0.0,91,0.0
220196,2014,0.0,90,0.0
220196,2015,0.0,113,0.0
220196,2016,0.0,100,0.0
220196,2017,0.0,85,0.0
220196,2018,0.0,92,0.0
220196,2019,0.0,88,0.0
220196,2020,0.0,93,0.0
220198,2012,0.0,36,0.0
220198,2013,0.0,63,0.0
220198,2014,0.0,45,0.0
220198,2015,0.0,47,0.0
220198,2016,0.0,51,0.0
220198,2017,0.0,44,0.0
220198,2018,0.0,46,0.0
220198,2019,1.0,63,0.015873015873015872
220198,2020,0.0,29,0.0
220200,2012,0.0,285,0.0
220200,2013,0.0,308,0.0
220200,2014,0.0,314,0.0
220200,2015,0.0,348,0.0
220200,2016,0.0,289,0.0
220200,2017,0.0,328,0.0
220200,2018,0.0,348,0.0
220200,2019,1.0,326,0.003067484662576687
220200,2020,1.0,310,0.0032258064516129032
220202,2012,0.0,93,0.0
220202,2013,0.0,74,0.0
220202,2014,0.0,72,0.0
220202,2015,0.0,87,0.0
220202,2016,0.0,71,0.0
220202,2017,1.0,78,0.01282051282051282
220202,2018,0.0,65,0.0
220202,2019,0.0,63,0.0
220202,2020,0.0,58,0.0
220205,2012,0.0,155,0.0
220205,2013,0.0,113,0.0
220205,2014,0.0,118,0.0
220205,2015,0.0,140,0.0
220205,2016,0.0,119,0.0
220205,2017,0.0,101,0.0
220205,2018,0.0,111,0.0
220205,2019,2.0,130,0.015384615384615385
220205,2020,0.0,111,0.0
220207,2012,0.0,39,0.0
220207,2013,0.0,25,0.0
220207,2014,0.0,37,0.0
220207,2015,0.0,41,0.0
220207,2016,0.0,43,0.0
220207,2017,0.0,38,0.0
220207,2018,0.0,36,0.0
220207,2019,0.0,45,0.0
220207,2020,0.0,29,0.0
220208,2012,0.0,84,0.0
220208,2013,0.0,88,0.0
220208,2014,0.0,117,0.0
220208,2015,0.0,93,0.0
220208,2016,0.0,118,0.0
220208,2017,0.0,110,0.0
220208,2018,0.0,102,0.0
220208,2019,0.0,112,0.0
220208,2020,0.0,128,0.0
220209,2012,0.0,73,0.0
220209,2013,0.0,54,0.0
220209,2014,0.0,56,0.0
220209,2015,0.0,76,0.0
220209,2016,0.0,64,0.0
220209,2017,0.0,65,0.0
220209,2018,0.0,76,0.0
220209,2019,0.0,67,0.0
220209,2020,0.0,74,0.0
220210,2012,0.0,64,0.0
220210,2013,0.0,71,0.0
220210,2014,0.0,59,0.0
220210,2015,0.0,57,0.0
220210,2016,0.0,49,0.0
220210,2017,0.0,56,0.0
220210,2018,0.0,54,0.0
220210,2019,0.0,58,0.0
220210,2020,0.0,72,0.0
220211,2012,1.0,70,0.014285714285714285
220211,2013,0.0,66,0.0
220211,2014,0.0,56,0.0
220211,2015,0.0,67,0.0
220211,2016,0.0,58,0.0
220211,2017,0.0,60,0.0
220211,2018,0.0,69,0.0
220211,2019,0.0,47,0.0
220211,2020,0.0,59,0.0
220213,2012,0.0,98,0.0
220213,2013,0.0,71,0.0
220213,2014,0.0,72,0.0
220213,2015,0.0,99,0.0
220213,2016,0.0,94,0.0
220213,2017,0.0,66,0.0
220213,2018,0.0,93,0.0
220213,2019,0.0,91,0.0
220213,2020,0.0,75,0.0
220217,2012,0.0,105,0.0
220217,2013,0.0,103,0.0
220217,2014,0.0,116,0.0
220217,2015,0.0,144,0.0
220217,2016,1.0,107,0.009345794392523364
220217,2017,0.0,96,0.0
220217,2018,0.0,90,0.0
220217,2019,0.0,106,0.0
220217,2020,0.0,100,0.0
220220,2012,1.0,946,0.0010570824524312897
220220,2013,1.0,795,0.0012578616352201257
220220,2014,0.0,735,0.0
220220,2015,0.0,629,0.0
220220,2016,0.0,560,0.0
220220,2017,0.0,605,0.0
220220,2018,1.0,589,0.001697792869269949
220220,2019,0.0,614,0.0
220220,2020,3.0,516,0.005813953488372093
220225,2012,0.0,33,0.0
220225,2013,0.0,42,0.0
220225,2014,0.0,43,0.0
220225,2015,0.0,44,0.0
220225,2016,0.0,31,0.0
220225,2017,0.0,47,0.0
220225,2018,0.0,51,0.0
220225,2019,0.0,50,0.0
220225,2020,0.0,35,0.0
220230,2012,1.0,228,0.0043859649122807015
220230,2013,0.0,264,0.0
220230,2014,0.0,252,0.0
220230,2015,0.0,289,0.0
220230,2016,0.0,282,0.0
220230,2017,0.0,268,0.0
220230,2018,0.0,254,0.0
220230,2019,1.0,295,0.003389830508474576
220230,2020,1.0,266,0.0037593984962406013
220240,2012,0.0,141,0.0
220240,2013,0.0,166,0.0
220240,2014,0.0,199,0.0
220240,2015,0.0,145,0.0
220240,2016,1.0,149,0.006711409395973154
220240,2017,0.0,168,0.0
220240,2018,0.0,173,0.0
220240,2019,0.0,156,0.0
220240,2020,0.0,127,0.0
220245,2012,0.0,44,0.0
220245,2013,0.0,27,0.0
220245,2014,0.0,51,0.0
220245,2015,0.0,49,0.0
220245,2016,0.0,62,0.0
220245,2017,0.0,48,0.0
220245,2018,0.0,52,0.0
220245,2019,0.0,41,0.0
220245,2020,0.0,52,0.0
220250,2012,0.0,194,0.0
220250,2013,1.0,173,0.005780346820809248
220250,2014,0.0,156,0.0
220250,2015,0.0,177,0.0
220250,2016,0.0,180,0.0
220250,2017,0.0,198,0.0
220250,2018,0.0,174,0.0
220250,2019,0.0,189,0.0
220250,2020,0.0,171,0.0
220253,2012,0.0,95,0.0
220253,2013,0.0,70,0.0
220253,2014,0.0,80,0.0
220253,2015,0.0,60,0.0
220253,2016,0.0,80,0.0
220253,2017,1.0,78,0.01282051282051282
220253,2018,0.0,74,0.0
220253,2019,0.0,72,0.0
220253,2020,0.0,71,0.0
220255,2012,0.0,84,0.0
220255,2013,0.0,74,0.0
220255,2014,0.0,72,0.0
220255,2015,0.0,81,0.0
220255,2016,0.0,60,0.0
220255,2017,0.0,82,0.0
220255,2018,0.0,59,0.0
220255,2019,0.0,79,0.0
220255,2020,0.0,62,0.0
220260,2012,0.0,291,0.0
220260,2013,0.0,311,0.0
220260,2014,0.0,287,0.0
220260,2015,0.0,286,0.0
220260,2016,0.0,268,0.0
220260,2017,0.0,312,0.0
220260,2018,1.0,290,0.0034482758620689655
220260,2019,1.0,297,0.003367003367003367
220260,2020,1.0,228,0.0043859649122807015
220265,2012,0.0,93,0.0
220265,2013,0.0,87,0.0
220265,2014,0.0,75,0.0
220265,2015,0.0,86,0.0
220265,2016,0.0,101,0.0
220265,2017,0.0,82,0.0
220265,2018,0.0,89,0.0
220265,2019,1.0,98,0.01020408163265306
220265,2020,1.0,91,0.01098901098901099
220270,2012,0.0,404,0.0
220270,2013,0.0,370,0.0
220270,2014,0.0,377,0.0
220270,2015,0.0,425,0.0
220270,2016,0.0,402,0.0
220270,2017,0.0,418,0.0
220270,2018,1.0,422,0.002369668246445498
220270,2019,0.0,418,0.0
220270,2020,2.0,461,0.004338394793926247
220271,2012,0.0,53,0.0
220271,2013,0.0,72,0.0
220271,2014,1.0,75,0.013333333333333334
220271,2015,0.0,65,0.0
220271,2016,0.0,75,0.0
220271,2017,0.0,57,0.0
220271,2018,0.0,55,0.0
220271,2019,1.0,53,0.018867924528301886
220271,2020,1.0,47,0.02127659574468085
220272,2012,0.0,86,0.0
220272,2013,0.0,83,0.0
220272,2014,0.0,75,0.0
220272,2015,0.0,56,0.0
220272,2016,0.0,62,0.0
220272,2017,0.0,61,0.0
220272,2018,0.0,79,0.0
220272,2019,0.0,93,0.0
220272,2020,1.0,55,0.01818181818181818
220273,2012,0.0,48,0.0
220273,2013,0.0,49,0.0
220273,2014,0.0,49,0.0
220273,2015,0.0,47,0.0
220273,2016,0.0,51,0.0
220273,2017,0.0,48,0.0
220273,2018,0.0,55,0.0
220273,2019,0.0,52,0.0
220273,2020,0.0,52,0.0
220275,2012,0.0,81,0.0
220275,2013,0.0,73,0.0
220275,2014,0.0,82,0.0
220275,2015,0.0,78,0.0
220275,2016,0.0,92,0.0
220275,2017,0.0,81,0.0
220275,2018,0.0,92,0.0
220275,2019,0.0,68,0.0
220275,2020,1.0,71,0.014084507042253521
220277,2012,2.0,81,0.024691358024691357
220277,2013,0.0,78,0.0
220277,2014,0.0,94,0.0
220277,2015,0.0,98,0.0
220277,2016,0.0,86,0.0
220277,2017,0.0,102,0.0
220277,2018,0.0,81,0.0
220277,2019,0.0,78,0.0
220277,2020,0.0,83,0.0
220280,2012,0.0,49,0.0
220280,2013,0.0,75,0.0
220280,2014,0.0,61,0.0
220280,2015,0.0,67,0.0
220280,2016,0.0,69,0.0
220280,2017,0.0,77,0.0
220280,2018,0.0,69,0.0
220280,2019,0.0,70,0.0
220280,2020,0.0,56,0.0
220285,2012,0.0,48,0.0
220285,2013,0.0,53,0.0
220285,2014,0.0,62,0.0
220285,2015,0.0,56,0.0
220285,2016,0.0,65,0.0
220285,2017,0.0,49,0.0
220285,2018,0.0,50,0.0
220285,2019,0.0,48,0.0
220285,2020,0.0,47,0.0
220290,2012,0.0,422,0.0
220290,2013,1.0,410,0.0024390243902439024
220290,2014,0.0,422,0.0
220290,2015,0.0,441,0.0
220290,2016,1.0,410,0.0024390243902439024
220290,2017,0.0,450,0.0
220290,2018,4.0,517,0.007736943907156673
220290,2019,0.0,435,0.0
220290,2020,3.0,463,0.0064794816414686825
220300,2012,0.0,134,0.0
220300,2013,0.0,105,0.0
220300,2014,0.0,113,0.0
220300,2015,0.0,102,0.0
220300,2016,1.0,101,0.009900990099009901
220300,2017,0.0,97,0.0
220300,2018,1.0,95,0.010526315789473684
220300,2019,0.0,91,0.0
220300,2020,0.0,92,0.0
220310,2012,0.0,185,0.0
220310,2013,0.0,164,0.0
220310,2014,0.0,154,0.0
220310,2015,0.0,174,0.0
220310,2016,0.0,167,0.0
220310,2017,0.0,161,0.0
220310,2018,0.0,152,0.0
220310,2019,0.0,185,0.0
220310,2020,0.0,185,0.0
220320,2012,0.0,182,0.0
220320,2013,1.0,166,0.006024096385542169
220320,2014,0.0,167,0.0
220320,2015,0.0,192,0.0
220320,2016,0.0,208,0.0
220320,2017,0.0,186,0.0
220320,2018,0.0,210,0.0
220320,2019,0.0,202,0.0
220320,2020,0.0,182,0.0
220323,2012,0.0,79,0.0
220323,2013,0.0,79,0.0
220323,2014,0.0,77,0.0
220323,2015,0.0,93,0.0
220323,2016,0.0,80,0.0
220323,2017,0.0,70,0.0
220323,2018,0.0,79,0.0
220323,2019,0.0,71,0.0
220323,2020,0.0,67,0.0
220325,2012,1.0,74,0.013513513513513514
220325,2013,0.0,63,0.0
220325,2014,1.0,59,0.01694915254237288
220325,2015,0.0,75,0.0
220325,2016,1.0,51,0.0196078431372549
220325,2017,0.0,68,0.0
220325,2018,1.0,66,0.015151515151515152
220325,2019,0.0,70,0.0
220325,2020,0.0,63,0.0
220327,2012,0.0,80,0.0
220327,2013,0.0,78,0.0
220327,2014,0.0,70,0.0
220327,2015,0.0,69,0.0
220327,2016,0.0,71,0.0
220327,2017,0.0,73,0.0
220327,2018,0.0,80,0.0
220327,2019,0.0,93,0.0
220327,2020,0.0,86,0.0
220330,2012,0.0,185,0.0
220330,2013,0.0,187,0.0
220330,2014,0.0,205,0.0
220330,2015,0.0,209,0.0
220330,2016,0.0,222,0.0
220330,2017,2.0,264,0.007575757575757576
220330,2018,0.0,260,0.0
220330,2019,0.0,267,0.0
220330,2020,1.0,202,0.0049504950495049506
220335,2012,0.0,100,0.0
220335,2013,0.0,96,0.0
220335,2014,0.0,84,0.0
220335,2015,0.0,101,0.0
220335,2016,0.0,98,0.0
220335,2017,0.0,96,0.0
220335,2018,0.0,100,0.0
220335,2019,0.0,105,0.0
220335,2020,0.0,90,0.0
220340,2012,0.0,74,0.0
220340,2013,0.0,89,0.0
220340,2014,0.0,83,0.0
220340,2015,0.0,75,0.0
220340,2016,0.0,92,0.0
220340,2017,0.0,72,0.0
220340,2018,0.0,79,0.0
220340,2019,0.0,76,0.0
220340,2020,0.0,61,0.0
220342,2012,0.0,66,0.0
220342,2013,0.0,48,0.0
220342,2014,0.0,55,0.0
220342,2015,0.0,54,0.0
220342,2016,0.0,52,0.0
220342,2017,0.0,59,0.0
220342,2018,0.0,66,0.0
220342,2019,1.0,44,0.022727272727272728
220342,2020,0.0,48,0.0
220345,2012,0.0,100,0.0
220345,2013,0.0,87,0.0
220345,2014,0.0,94,0.0
220345,2015,0.0,92,0.0
220345,2016,0.0,77,0.0
220345,2017,0.0,75,0.0
220345,2018,1.0,83,0.012048192771084338
220345,2019,0.0,94,0.0
220345,2020,0.0,95,0.0
220350,2012,0.0,177,0.0
220350,2013,0.0,155,0.0
220350,2014,0.0,165,0.0
220350,2015,0.0,165,0.0
220350,2016,0.0,151,0.0
220350,2017,0.0,155,0.0
220350,2018,0.0,167,0.0
220350,2019,0.0,153,0.0
220350,2020,1.0,162,0.006172839506172839
220360,2012,0.0,56,0.0
220360,2013,0.0,50,0.0
220360,2014,0.0,51,0.0
220360,2015,0.0,50,0.0
220360,2016,0.0,50,0.0
220360,2017,0.0,46,0.0
220360,2018,0.0,47,0.0
220360,2019,1.0,53,0.018867924528301886
220360,2020,0.0,51,0.0
220370,2012,0.0,594,0.0
220370,2013,0.0,649,0.0
220370,2014,1.0,691,0.001447178002894356
220370,2015,0.0,635,0.0
220370,2016,0.0,651,0.0
220370,2017,0.0,649,0.0
220370,2018,1.0,667,0.0014992503748125937
220370,2019,0.0,619,0.0
220370,2020,1.0,624,0.0016025641025641025
220375,2012,0.0,58,0.0
220375,2013,0.0,82,0.0
220375,2014,0.0,72,0.0
220375,2015,0.0,65,0.0
220375,2016,0.0,63,0.0
220375,2017,0.0,77,0.0
220375,2018,0.0,89,0.0
220375,2019,0.0,90,0.0
220375,2020,0.0,76,0.0
220380,2012,2.0,70,0.02857142857142857
220380,2013,0.0,52,0.0
220380,2014,0.0,42,0.0
220380,2015,0.0,56,0.0
220380,2016,0.0,70,0.0
220380,2017,0.0,62,0.0
220380,2018,1.0,55,0.01818181818181818
220380,2019,0.0,60,0.0
220380,2020,0.0,50,0.0
220385,2012,0.0,27,0.0
220385,2013,0.0,27,0.0
220385,2014,0.0,30,0.0
220385,2015,0.0,19,0.0
220385,2016,0.0,17,0.0
220385,2017,0.0,28,0.0
220385,2018,0.0,23,0.0
220385,2019,0.0,23,0.0
220385,2020,0.0,19,0.0
220390,2012,0.0,916,0.0
220390,2013,1.0,834,0.001199040767386091
220390,2014,1.0,1004,0.00099601593625498
220390,2015,1.0,1011,0.0009891196834817012
220390,2016,2.0,936,0.002136752136752137
220390,2017,0.0,918,0.0
220390,2018,0.0,968,0.0
220390,2019,0.0,903,0.0
220390,2020,1.0,881,0.0011350737797956867
220400,2012,0.0,67,0.0
220400,2013,0.0,47,0.0
220400,2014,0.0,51,0.0
220400,2015,0.0,58,0.0
220400,2016,0.0,60,0.0
220400,2017,0.0,58,0.0
220400,2018,0.0,69,0.0
220400,2019,0.0,58,0.0
220400,2020,0.0,46,0.0
220410,2012,0.0,56,0.0
220410,2013,0.0,60,0.0
220410,2014,0.0,61,0.0
220410,2015,0.0,58,0.0
220410,2016,1.0,64,0.015625
220410,2017,0.0,53,0.0
220410,2018,0.0,71,0.0
220410,2019,0.0,64,0.0
220410,2020,0.0,56,0.0
220415,2012,0.0,42,0.0
220415,2013,0.0,41,0.0
220415,2014,0.0,50,0.0
220415,2015,0.0,39,0.0
220415,2016,0.0,29,0.0
220415,2017,0.0,35,0.0
220415,2018,0.0,36,0.0
220415,2019,0.0,24,0.0
220415,2020,0.0,31,0.0
220420,2012,0.0,105,0.0
220420,2013,0.0,95,0.0
220420,2014,0.0,124,0.0
220420,2015,0.0,127,0.0
220420,2016,0.0,88,0.0
220420,2017,0.0,97,0.0
220420,2018,0.0,94,0.0
220420,2019,0.0,86,0.0
220420,2020,0.0,89,0.0
220430,2012,0.0,172,0.0
220430,2013,0.0,139,0.0
220430,2014,0.0,153,0.0
220430,2015,0.0,174,0.0
220430,2016,0.0,146,0.0
220430,2017,0.0,119,0.0
220430,2018,0.0,141,0.0
220430,2019,0.0,137,0.0
220430,2020,0.0,134,0.0
220435,2012,0.0,82,0.0
220435,2013,0.0,75,0.0
220435,2014,0.0,69,0.0
220435,2015,0.0,87,0.0
220435,2016,0.0,72,0.0
220435,2017,0.0,88,0.0
220435,2018,0.0,83,0.0
220435,2019,0.0,83,0.0
220435,2020,0.0,93,0.0
220440,2012,0.0,182,0.0
220440,2013,0.0,189,0.0
220440,2014,0.0,186,0.0
220440,2015,0.0,168,0.0
220440,2016,0.0,185,0.0
220440,2017,0.0,204,0.0
220440,2018,1.0,177,0.005649717514124294
220440,2019,1.0,201,0.004975124378109453
220440,2020,0.0,185,0.0
220450,2012,2.0,179,0.0111731843575419
220450,2013,0.0,160,0.0
220450,2014,0.0,186,0.0
220450,2015,0.0,156,0.0
220450,2016,1.0,171,0.005847953216374269
220450,2017,0.0,190,0.0
220450,2018,1.0,161,0.006211180124223602
220450,2019,0.0,176,0.0
220450,2020,0.0,151,0.0
220455,2012,0.0,70,0.0
220455,2013,0.0,67,0.0
220455,2014,1.0,59,0.01694915254237288
220455,2015,0.0,87,0.0
220455,2016,0.0,72,0.0
220455,2017,0.0,84,0.0
220455,2018,0.0,69,0.0
220455,2019,0.0,67,0.0
220455,2020,0.0,69,0.0
220460,2012,1.0,45,0.022222222222222223
220460,2013,0.0,51,0.0
220460,2014,0.0,50,0.0
220460,2015,0.0,56,0.0
220460,2016,0.0,47,0.0
220460,2017,0.0,41,0.0
220460,2018,0.0,42,0.0
220460,2019,0.0,44,0.0
220460,2020,1.0,63,0.015873015873015872
220465,2012,0.0,122,0.0
220465,2013,0.0,148,0.0
220465,2014,0.0,153,0.0
220465,2015,0.0,133,0.0
220465,2016,0.0,139,0.0
220465,2017,0.0,164,0.0
220465,2018,0.0,162,0.0
220465,2019,0.0,138,0.0
220465,2020,0.0,157,0.0
220470,2012,0.0,205,0.0
220470,2013,0.0,202,0.0
220470,2014,1.0,201,0.004975124378109453
220470,2015,0.0,219,0.0
220470,2016,0.0,191,0.0
220470,2017,1.0,184,0.005434782608695652
220470,2018,0.0,158,0.0
220470,2019,0.0,173,0.0
220470,2020,0.0,179,0.0
220480,2012,0.0,114,0.0
220480,2013,0.0,130,0.0
220480,2014,0.0,124,0.0
220480,2015,0.0,132,0.0
220480,2016,0.0,107,0.0
220480,2017,0.0,111,0.0
220480,2018,0.0,122,0.0
220480,2019,0.0,132,0.0
220480,2020,0.0,107,0.0
220490,2012,0.0,128,0.0
220490,2013,0.0,115,0.0
220490,2014,0.0,126,0.0
220490,2015,0.0,126,0.0
220490,2016,0.0,111,0.0
220490,2017,0.0,124,0.0
220490,2018,0.0,118,0.0
220490,2019,0.0,98,0.0
220490,2020,0.0,89,0.0
220500,2012,0.0,95,0.0
220500,2013,0.0,115,0.0
220500,2014,0.0,106,0.0
220500,2015,0.0,133,0.0
220500,2016,0.0,111,0.0
220500,2017,0.0,118,0.0
220500,2018,0.0,128,0.0
220500,2019,0.0,118,0.0
220500,2020,0.0,111,0.0
220510,2012,1.0,153,0.006535947712418301
220510,2013,0.0,150,0.0
220510,2014,0.0,121,0.0
220510,2015,0.0,134,0.0
220510,2016,0.0,136,0.0
220510,2017,0.0,139,0.0
220510,2018,0.0,127,0.0
220510,2019,0.0,143,0.0
220510,2020,0.0,101,0.0
220515,2012,0.0,96,0.0
220515,2013,0.0,84,0.0
220515,2014,0.0,76,0.0
220515,2015,0.0,82,0.0
220515,2016,0.0,77,0.0
220515,2017,0.0,55,0.0
220515,2018,0.0,64,0.0
220515,2019,0.0,64,0.0
220515,2020,0.0,78,0.0
220520,2012,0.0,315,0.0
220520,2013,0.0,285,0.0
220520,2014,1.0,329,0.00303951367781155
220520,2015,0.0,238,0.0
220520,2016,1.0,270,0.003703703703703704
220520,2017,0.0,272,0.0
220520,2018,0.0,299,0.0
220520,2019,0.0,292,0.0
220520,2020,0.0,245,0.0
220525,2012,0.0,48,0.0
220525,2013,0.0,61,0.0
220525,2014,0.0,61,0.0
220525,2015,0.0,42,0.0
220525,2016,0.0,39,0.0
220525,2017,0.0,54,0.0
220525,2018,0.0,46,0.0
220525,2019,0.0,47,0.0
220525,2020,2.0,45,0.044444444444444446
220527,2012,0.0,66,0.0
220527,2013,0.0,55,0.0
220527,2014,0.0,59,0.0
220527,2015,0.0,50,0.0
220527,2016,0.0,48,0.0
220527,2017,0.0,46,0.0
220527,2018,0.0,59,0.0
220527,2019,0.0,49,0.0
220527,2020,1.0,48,0.020833333333333332
220530,2012,0.0,56,0.0
220530,2013,0.0,62,0.0
220530,2014,0.0,87,0.0
220530,2015,0.0,50,0.0
220530,2016,0.0,73,0.0
220530,2017,0.0,66,0.0
220530,2018,0.0,64,0.0
220530,2019,0.0,60,0.0
220530,2020,0.0,49,0.0
220535,2012,0.0,44,0.0
220535,2013,0.0,38,0.0
220535,2014,0.0,38,0.0
220535,2015,0.0,39,0.0
220535,2016,0.0,42,0.0
220535,2017,0.0,36,0.0
220535,2018,0.0,44,0.0
220535,2019,0.0,40,0.0
220535,2020,0.0,37,0.0
220540,2012,0.0,211,0.0
220540,2013,1.0,184,0.005434782608695652
220540,2014,0.0,202,0.0
220540,2015,0.0,188,0.0
220540,2016,0.0,195,0.0
220540,2017,0.0,222,0.0
220540,2018,0.0,227,0.0
220540,2019,0.0,221,0.0
220540,2020,0.0,200,0.0
220545,2012,0.0,83,0.0
220545,2013,3.0,78,0.038461538461538464
220545,2014,0.0,81,0.0
220545,2015,0.0,81,0.0
220545,2016,0.0,83,0.0
220545,2017,0.0,82,0.0
220545,2018,0.0,82,0.0
220545,2019,0.0,77,0.0
220545,2020,0.0,72,0.0
220550,2012,0.0,596,0.0
220550,2013,0.0,482,0.0
220550,2014,0.0,566,0.0
220550,2015,1.0,633,0.001579778830963665
220550,2016,0.0,558,0.0
220550,2017,0.0,617,0.0
220550,2018,0.0,636,0.0
220550,2019,1.0,625,0.0016
220550,2020,0.0,620,0.0
220551,2012,0.0,75,0.0
220551,2013,0.0,66,0.0
220551,2014,0.0,72,0.0
220551,2015,0.0,59,0.0
220551,2016,0.0,57,0.0
220551,2017,0.0,47,0.0
220551,2018,0.0,56,0.0
220551,2019,0.0,54,0.0
220551,2020,0.0,52,0.0
220552,2012,0.0,60,0.0
220552,2013,0.0,97,0.0
220552,2014,0.0,69,0.0
220552,2015,0.0,71,0.0
220552,2016,0.0,76,0.0
220552,2017,0.0,96,0.0
220552,2018,0.0,91,0.0
220552,2019,0.0,88,0.0
220552,2020,0.0,79,0.0
220553,2012,0.0,71,0.0
220553,2013,0.0,74,0.0
220553,2014,0.0,62,0.0
220553,2015,0.0,69,0.0
220553,2016,0.0,64,0.0
220553,2017,0.0,64,0.0
220553,2018,0.0,77,0.0
220553,2019,0.0,90,0.0
220553,2020,0.0,67,0.0
220554,2012,0.0,26,0.0
