CODMUNRES,Ano,OICFSI,OISFSI,ONI,Total,Indicador
260820,2019,6,0,0,6,100.0
260820,2020,4,0,0,4,100.0
260825,2012,2,0,0,2,100.0
260825,2013,7,0,0,7,100.0
260825,2014,2,0,0,2,100.0
260825,2016,3,0,0,3,100.0
260825,2017,4,0,0,4,100.0
260825,2018,4,0,0,4,100.0
260825,2020,3,0,0,3,100.0
260830,2012,6,0,2,8,75.0
260830,2013,5,0,0,5,100.0
260830,2014,7,0,0,7,100.0
260830,2015,5,0,0,5,100.0
260830,2016,2,0,1,3,66.66666666666666
260830,2017,5,0,0,5,100.0
260830,2018,4,0,0,4,100.0
260830,2019,1,0,2,3,33.33333333333333
260830,2020,0,1,2,3,33.33333333333333
260840,2012,3,0,0,3,100.0
260840,2013,3,0,0,3,100.0
260840,2014,7,0,0,7,100.0
260840,2015,5,0,0,5,100.0
260840,2016,11,0,0,11,100.0
260840,2017,7,0,0,7,100.0
260840,2018,4,0,0,4,100.0
260840,2019,4,0,0,4,100.0
260840,2020,5,0,0,5,100.0
260845,2012,2,0,3,5,40.0
260845,2013,4,0,0,4,100.0
260845,2014,4,0,0,4,100.0
260845,2015,5,0,0,5,100.0
260845,2016,4,0,1,5,80.0
260845,2017,5,0,0,5,100.0
260845,2018,4,0,0,4,100.0
260845,2019,9,0,0,9,100.0
260845,2020,9,0,0,9,100.0
260850,2012,5,0,2,7,71.42857142857143
260850,2013,6,0,0,6,100.0
260850,2014,3,0,0,3,100.0
260850,2015,10,0,0,10,100.0
260850,2016,5,0,0,5,100.0
260850,2017,6,0,0,6,100.0
260850,2018,8,0,0,8,100.0
260850,2019,8,0,1,9,88.88888888888889
260850,2020,14,0,0,14,100.0
260860,2012,3,0,0,3,100.0
260860,2013,6,0,0,6,100.0
260860,2014,4,0,0,4,100.0
260860,2015,3,0,0,3,100.0
260860,2016,3,0,0,3,100.0
260860,2017,2,1,0,3,100.0
260860,2018,4,0,0,4,100.0
260860,2019,3,0,0,3,100.0
260860,2020,2,0,1,3,66.66666666666666
260870,2012,3,0,1,4,75.0
260870,2013,7,0,0,7,100.0
260870,2014,5,0,0,5,100.0
260870,2015,3,0,0,3,100.0
260870,2016,3,1,1,5,80.0
260870,2017,11,0,0,11,100.0
260870,2018,8,0,0,8,100.0
260870,2019,9,0,0,9,100.0
260870,2020,4,0,0,4,100.0
260875,2012,5,0,0,5,100.0
260875,2013,10,0,0,10,100.0
260875,2014,11,0,0,11,100.0
260875,2015,6,0,0,6,100.0
260875,2016,10,0,1,11,90.9090909090909
260875,2017,10,0,0,10,100.0
260875,2018,11,0,0,11,100.0
260875,2019,5,0,0,5,100.0
260875,2020,14,0,0,14,100.0
260880,2012,15,0,0,15,100.0
260880,2013,22,0,0,22,100.0
260880,2014,13,0,0,13,100.0
260880,2015,23,0,0,23,100.0
260880,2016,13,0,0,13,100.0
260880,2017,17,0,0,17,100.0
260880,2018,12,0,0,12,100.0
260880,2019,11,0,0,11,100.0
260880,2020,21,0,0,21,100.0
260890,2012,20,0,0,20,100.0
260890,2013,21,0,0,21,100.0
260890,2014,16,0,0,16,100.0
260890,2015,20,0,0,20,100.0
260890,2016,27,0,0,27,100.0
260890,2017,22,0,0,22,100.0
260890,2018,18,0,0,18,100.0
260890,2019,23,0,1,24,95.83333333333334
260890,2020,29,1,0,30,100.0
260900,2012,6,0,0,6,100.0
260900,2013,8,0,0,8,100.0
260900,2014,8,0,0,8,100.0
260900,2015,10,0,1,11,90.9090909090909
260900,2016,6,0,0,6,100.0
260900,2017,6,0,0,6,100.0
260900,2018,10,0,0,10,100.0
260900,2019,11,0,0,11,100.0
260900,2020,5,0,0,5,100.0
260910,2012,4,0,0,4,100.0
260910,2013,5,1,0,6,100.0
260910,2014,9,0,0,9,100.0
260910,2015,4,0,0,4,100.0
260910,2016,5,0,0,5,100.0
260910,2017,4,0,0,4,100.0
260910,2018,2,0,0,2,100.0
260910,2019,3,0,0,3,100.0
260910,2020,5,0,0,5,100.0
260915,2012,3,0,1,4,75.0
260915,2013,4,0,0,4,100.0
260915,2014,4,0,0,4,100.0
260915,2015,7,0,0,7,100.0
260915,2016,5,0,0,5,100.0
260915,2017,3,0,0,3,100.0
260915,2018,6,0,0,6,100.0
260915,2019,3,0,0,3,100.0
260915,2020,6,0,0,6,100.0
260920,2012,2,0,1,3,66.66666666666666
260920,2013,4,0,0,4,100.0
260920,2014,4,0,0,4,100.0
260920,2015,2,0,0,2,100.0
260920,2016,2,0,0,2,100.0
260920,2017,5,0,1,6,83.33333333333334
260920,2018,1,1,1,3,66.66666666666666
260920,2019,7,0,0,7,100.0
260920,2020,2,0,0,2,100.0
260930,2012,6,0,0,6,100.0
260930,2013,6,0,0,6,100.0
260930,2014,1,0,0,1,100.0
260930,2015,5,0,0,5,100.0
260930,2016,5,0,0,5,100.0
260930,2017,3,0,0,3,100.0
260930,2018,5,0,0,5,100.0
260930,2019,4,0,0,4,100.0
260930,2020,6,1,0,7,100.0
260940,2012,11,0,0,11,100.0
260940,2013,23,0,0,23,100.0
260940,2014,16,0,0,16,100.0
260940,2015,26,0,0,26,100.0
260940,2016,27,3,3,33,90.9090909090909
260940,2017,30,1,2,33,93.93939393939394
260940,2018,19,0,0,19,100.0
260940,2019,12,0,2,14,85.71428571428571
260940,2020,28,0,1,29,96.55172413793103
260950,2012,17,0,0,17,100.0
260950,2013,11,0,0,11,100.0
260950,2014,12,0,0,12,100.0
260950,2015,9,0,1,10,90.0
260950,2016,10,0,0,10,100.0
260950,2017,10,0,0,10,100.0
260950,2018,10,0,0,10,100.0
260950,2019,10,0,0,10,100.0
260950,2020,10,0,0,10,100.0
260960,2012,125,0,15,140,89.28571428571429
260960,2013,172,2,2,176,98.86363636363636
260960,2014,139,3,8,150,94.66666666666667
260960,2015,135,0,9,144,93.75
260960,2016,141,8,10,159,93.71069182389937
260960,2017,141,2,9,152,94.07894736842105
260960,2018,117,1,7,125,94.39999999999999
260960,2019,111,1,12,124,90.32258064516128
260960,2020,154,7,19,180,89.44444444444444
260970,2012,1,0,0,1,100.0
260970,2013,2,0,0,2,100.0
260970,2014,4,0,0,4,100.0
260970,2015,4,0,0,4,100.0
260970,2016,4,0,0,4,100.0
260970,2017,9,1,0,10,100.0
260970,2018,7,0,0,7,100.0
260970,2019,6,0,0,6,100.0
260970,2020,5,0,0,5,100.0
260980,2012,3,0,0,3,100.0
260980,2013,4,0,0,4,100.0
260980,2014,2,0,0,2,100.0
260980,2015,6,0,0,6,100.0
260980,2016,7,0,0,7,100.0
260980,2017,6,0,0,6,100.0
260980,2018,5,0,0,5,100.0
260980,2019,1,0,1,2,50.0
260980,2020,1,0,0,1,100.0
260990,2012,32,0,0,32,100.0
260990,2013,23,0,0,23,100.0
260990,2014,26,0,1,27,96.29629629629629
260990,2015,21,0,0,21,100.0
260990,2016,15,0,0,15,100.0
260990,2017,20,0,0,20,100.0
260990,2018,20,0,0,20,100.0
260990,2019,24,0,1,25,96.0
260990,2020,22,0,0,22,100.0
261000,2012,14,2,5,21,76.19047619047619
261000,2013,16,0,0,16,100.0
261000,2014,23,0,0,23,100.0
261000,2015,18,0,1,19,94.73684210526315
261000,2016,24,0,0,24,100.0
261000,2017,23,0,0,23,100.0
261000,2018,27,0,0,27,100.0
261000,2019,22,0,0,22,100.0
261000,2020,24,0,1,25,96.0
261010,2013,3,0,0,3,100.0
261010,2014,2,0,0,2,100.0
261010,2016,2,0,2,4,50.0
261010,2018,1,0,0,1,100.0
261010,2019,0,1,0,1,100.0
261010,2020,0,0,6,6,0.0
261020,2012,6,1,0,7,100.0
261020,2013,6,0,0,6,100.0
261020,2014,4,0,0,4,100.0
261020,2015,8,0,0,8,100.0
261020,2016,10,0,0,10,100.0
261020,2017,3,0,0,3,100.0
261020,2018,10,0,0,10,100.0
261020,2019,6,0,0,6,100.0
261020,2020,12,0,0,12,100.0
261030,2012,3,0,0,3,100.0
261030,2013,5,0,0,5,100.0
261030,2014,2,0,0,2,100.0
261030,2016,2,0,0,2,100.0
261030,2017,6,0,0,6,100.0
261030,2018,5,0,1,6,83.33333333333334
261030,2019,0,3,1,4,75.0
261030,2020,8,0,0,8,100.0
261040,2012,6,0,0,6,100.0
261040,2013,7,0,0,7,100.0
261040,2014,10,0,0,10,100.0
261040,2015,3,0,0,3,100.0
261040,2016,6,0,0,6,100.0
261040,2017,5,0,0,5,100.0
261040,2018,10,0,0,10,100.0
261040,2019,9,0,0,9,100.0
261040,2020,4,0,0,4,100.0
261050,2012,11,0,0,11,100.0
261050,2013,8,0,0,8,100.0
261050,2014,9,0,0,9,100.0
261050,2015,5,0,0,5,100.0
261050,2016,3,0,0,3,100.0
261050,2017,11,0,0,11,100.0
261050,2018,8,0,0,8,100.0
261050,2019,10,0,0,10,100.0
261050,2020,5,1,3,9,66.66666666666666
261060,2012,12,2,9,23,60.86956521739131
261060,2013,10,0,0,10,100.0
261060,2014,14,0,0,14,100.0
261060,2015,23,0,0,23,100.0
261060,2016,20,0,0,20,100.0
261060,2017,15,0,0,15,100.0
261060,2018,13,0,2,15,86.66666666666667
261060,2019,14,0,1,15,93.33333333333333
261060,2020,25,0,5,30,83.33333333333334
261070,2012,40,10,60,110,45.45454545454545
261070,2013,77,1,15,93,83.87096774193549
261070,2014,69,4,43,116,62.93103448275862
261070,2015,47,9,43,99,56.56565656565656
261070,2016,76,7,33,116,71.55172413793103
261070,2017,58,10,34,102,66.66666666666666
261070,2018,68,4,29,101,71.28712871287128
261070,2019,65,7,45,117,61.53846153846154
261070,2020,63,13,37,113,67.2566371681416
261080,2012,6,0,2,8,75.0
261080,2013,2,0,0,2,100.0
261080,2014,8,0,0,8,100.0
261080,2015,5,0,0,5,100.0
261080,2016,8,0,1,9,88.88888888888889
261080,2017,3,0,0,3,100.0
261080,2018,4,0,0,4,100.0
261080,2019,9,0,0,9,100.0
261080,2020,9,0,0,9,100.0
261090,2012,22,0,0,22,100.0
261090,2013,13,0,0,13,100.0
261090,2014,25,0,0,25,100.0
261090,2015,20,0,0,20,100.0
261090,2016,30,0,0,30,100.0
261090,2017,26,0,0,26,100.0
261090,2018,21,0,0,21,100.0
261090,2019,22,0,1,23,95.65217391304348
261090,2020,28,0,0,28,100.0
261100,2012,13,0,0,13,100.0
261100,2013,6,0,0,6,100.0
261100,2014,18,0,0,18,100.0
261100,2015,4,0,0,4,100.0
261100,2016,15,0,0,15,100.0
261100,2017,9,0,0,9,100.0
261100,2018,14,0,0,14,100.0
261100,2019,21,0,0,21,100.0
261100,2020,7,0,0,7,100.0
261110,2012,103,0,0,103,100.0
261110,2013,113,0,0,113,100.0
261110,2014,99,0,0,99,100.0
261110,2015,110,1,1,112,99.10714285714286
261110,2016,132,0,0,132,100.0
261110,2017,119,0,0,119,100.0
261110,2018,126,0,2,128,98.4375
261110,2019,142,1,0,143,100.0
261110,2020,152,0,0,152,100.0
261120,2012,5,0,0,5,100.0
261120,2013,10,0,0,10,100.0
261120,2014,2,0,0,2,100.0
261120,2015,8,0,0,8,100.0
261120,2016,1,0,0,1,100.0
261120,2017,3,0,0,3,100.0
261120,2018,3,0,0,3,100.0
261120,2019,6,0,0,6,100.0
261120,2020,7,0,0,7,100.0
261130,2012,6,0,0,6,100.0
261130,2013,8,0,0,8,100.0
261130,2014,6,0,0,6,100.0
261130,2015,2,0,0,2,100.0
261130,2016,9,0,0,9,100.0
261130,2017,5,0,0,5,100.0
261130,2018,11,0,0,11,100.0
261130,2019,9,0,0,9,100.0
261130,2020,9,0,0,9,100.0
261140,2012,4,0,0,4,100.0
261140,2013,12,0,0,12,100.0
261140,2014,4,0,0,4,100.0
261140,2015,4,0,0,4,100.0
261140,2016,1,1,0,2,100.0
261140,2017,0,3,5,8,37.5
261140,2018,1,0,3,4,25.0
261140,2019,2,0,0,2,100.0
261140,2020,6,0,0,6,100.0
261150,2012,7,0,1,8,87.5
261150,2013,3,0,0,3,100.0
261150,2014,3,0,0,3,100.0
261150,2015,4,0,1,5,80.0
261150,2016,9,0,0,9,100.0
261150,2017,4,0,0,4,100.0
261150,2018,9,0,0,9,100.0
261150,2019,5,0,0,5,100.0
261150,2020,5,0,0,5,100.0
261153,2012,1,0,0,1,100.0
261153,2013,1,0,0,1,100.0
261153,2014,1,0,1,2,50.0
261153,2015,1,0,0,1,100.0
261153,2016,2,0,0,2,100.0
261153,2018,1,1,0,2,100.0
261153,2020,1,0,0,1,100.0
261160,2012,516,7,33,556,94.06474820143885
261160,2013,521,3,11,535,97.94392523364486
261160,2014,524,5,11,540,97.96296296296296
261160,2015,533,2,5,540,99.07407407407408
261160,2016,555,3,11,569,98.06678383128296
261160,2017,517,7,14,538,97.39776951672863
261160,2018,477,7,5,489,98.97750511247445
261160,2019,512,9,17,538,96.84014869888475
261160,2020,632,22,17,671,97.46646795827124
261170,2012,4,0,0,4,100.0
261170,2013,9,0,0,9,100.0
261170,2014,3,0,2,5,60.0
261170,2015,6,0,0,6,100.0
261170,2016,6,0,0,6,100.0
261170,2017,8,0,0,8,100.0
261170,2018,6,0,0,6,100.0
261170,2019,11,0,1,12,91.66666666666666
261170,2020,13,0,0,13,100.0
261180,2012,12,2,5,19,73.68421052631578
261180,2013,13,1,0,14,100.0
261180,2014,16,0,0,16,100.0
261180,2015,13,0,0,13,100.0
261180,2016,16,0,0,16,100.0
261180,2017,20,0,0,20,100.0
261180,2018,16,0,0,16,100.0
261180,2019,20,0,0,20,100.0
261180,2020,17,0,0,17,100.0
261190,2012,9,0,2,11,81.81818181818183
261190,2013,15,1,1,17,94.11764705882352
261190,2014,8,0,1,9,88.88888888888889
261190,2015,6,0,0,6,100.0
261190,2016,9,0,0,9,100.0
261190,2017,7,0,0,7,100.0
261190,2018,8,0,0,8,100.0
261190,2019,9,0,0,9,100.0
261190,2020,14,0,0,14,100.0
261200,2012,3,0,0,3,100.0
261200,2013,1,0,0,1,100.0
261200,2014,2,0,0,2,100.0
261200,2015,3,0,0,3,100.0
261200,2016,5,0,0,5,100.0
261200,2017,6,0,0,6,100.0
261200,2018,4,0,0,4,100.0
261200,2019,3,0,0,3,100.0
261200,2020,0,0,1,1,0.0
261210,2012,0,0,1,1,0.0
261210,2013,1,0,0,1,100.0
261210,2016,2,0,0,2,100.0
261210,2017,1,0,0,1,100.0
261210,2018,1,0,0,1,100.0
261210,2019,1,0,0,1,100.0
261210,2020,2,0,0,2,100.0
261220,2012,23,0,0,23,100.0
261220,2013,20,0,0,20,100.0
261220,2014,19,0,0,19,100.0
261220,2015,21,0,0,21,100.0
261220,2016,28,0,0,28,100.0
261220,2017,34,0,0,34,100.0
261220,2018,16,0,0,16,100.0
261220,2019,13,0,7,20,65.0
261220,2020,35,3,2,40,95.0
261230,2012,5,0,0,5,100.0
261230,2013,7,0,0,7,100.0
261230,2014,4,0,0,4,100.0
261230,2015,2,0,0,2,100.0
261230,2016,8,0,0,8,100.0
261230,2017,3,0,0,3,100.0
261230,2018,2,0,0,2,100.0
261230,2019,4,0,0,4,100.0
261230,2020,9,0,0,9,100.0
261240,2012,8,0,0,8,100.0
261240,2013,12,0,0,12,100.0
261240,2014,10,0,0,10,100.0
261240,2015,5,0,0,5,100.0
261240,2016,8,0,0,8,100.0
261240,2017,9,0,0,9,100.0
261240,2018,11,0,0,11,100.0
261240,2019,9,0,0,9,100.0
261240,2020,10,0,0,10,100.0
261245,2012,4,0,0,4,100.0
261245,2013,4,0,0,4,100.0
261245,2014,6,0,0,6,100.0
261245,2015,4,0,0,4,100.0
261245,2016,4,0,0,4,100.0
261245,2017,4,0,0,4,100.0
261245,2018,3,0,0,3,100.0
261245,2019,6,0,0,6,100.0
261245,2020,4,0,1,5,80.0
261247,2012,4,0,0,4,100.0
261247,2013,3,0,0,3,100.0
261247,2014,2,0,0,2,100.0
261247,2015,4,0,0,4,100.0
261247,2016,2,0,2,4,50.0
261247,2017,6,0,0,6,100.0
261247,2018,8,0,0,8,100.0
261247,2019,3,0,0,3,100.0
261247,2020,6,0,0,6,100.0
261250,2012,18,0,0,18,100.0
261250,2013,28,0,0,28,100.0
261250,2014,25,0,0,25,100.0
261250,2015,23,0,0,23,100.0
261250,2016,40,0,0,40,100.0
261250,2017,21,0,1,22,95.45454545454545
261250,2018,30,0,0,30,100.0
261250,2019,27,0,0,27,100.0
261250,2020,35,0,0,35,100.0
261255,2012,1,0,0,1,100.0
261255,2013,4,0,0,4,100.0
261255,2014,5,0,0,5,100.0
261255,2015,2,0,0,2,100.0
261255,2016,4,0,0,4,100.0
261255,2017,3,0,0,3,100.0
261255,2018,3,0,0,3,100.0
261255,2019,2,0,0,2,100.0
261255,2020,7,0,0,7,100.0
261260,2012,15,0,0,15,100.0
261260,2013,13,0,0,13,100.0
261260,2014,8,0,0,8,100.0
261260,2015,14,0,0,14,100.0
261260,2016,19,0,0,19,100.0
261260,2017,13,0,0,13,100.0
261260,2018,7,0,0,7,100.0
261260,2019,7,0,0,7,100.0
261260,2020,9,0,0,9,100.0
261270,2012,5,0,0,5,100.0
261270,2013,5,0,0,5,100.0
261270,2014,4,1,0,5,100.0
261270,2015,4,0,0,4,100.0
261270,2016,6,0,0,6,100.0
261270,2017,5,0,0,5,100.0
261270,2018,6,0,0,6,100.0
261270,2019,4,0,1,5,80.0
261270,2020,6,0,0,6,100.0
261280,2012,3,0,0,3,100.0
261280,2013,3,0,0,3,100.0
261280,2014,5,0,0,5,100.0
261280,2015,2,0,0,2,100.0
261280,2016,5,0,0,5,100.0
261280,2017,4,0,0,4,100.0
261280,2018,3,0,0,3,100.0
261280,2019,1,0,0,1,100.0
261280,2020,3,0,0,3,100.0
261290,2012,2,0,0,2,100.0
261290,2013,3,0,0,3,100.0
261290,2014,1,0,0,1,100.0
261290,2015,4,0,0,4,100.0
261290,2016,1,0,0,1,100.0
261290,2017,5,0,0,5,100.0
261290,2018,5,0,0,5,100.0
261290,2019,1,0,0,1,100.0
261290,2020,1,0,0,1,100.0
261300,2012,12,0,0,12,100.0
261300,2013,20,0,0,20,100.0
261300,2014,14,0,0,14,100.0
261300,2015,15,0,0,15,100.0
261300,2016,17,0,0,17,100.0
261300,2017,12,0,0,12,100.0
261300,2018,14,0,0,14,100.0
261300,2019,10,0,0,10,100.0
261300,2020,15,0,0,15,100.0
261310,2012,16,0,0,16,100.0
261310,2013,16,0,0,16,100.0
261310,2014,14,0,0,14,100.0
261310,2015,15,0,0,15,100.0
261310,2016,20,0,0,20,100.0
261310,2017,8,0,0,8,100.0
261310,2018,19,0,0,19,100.0
261310,2019,18,0,0,18,100.0
261310,2020,16,0,0,16,100.0
261320,2012,3,0,1,4,75.0
261320,2013,4,0,0,4,100.0
261320,2014,6,0,0,6,100.0
261320,2015,6,0,0,6,100.0
261320,2016,4,0,0,4,100.0
261320,2017,9,0,0,9,100.0
261320,2018,7,0,0,7,100.0
261320,2019,10,0,0,10,100.0
261320,2020,11,0,0,11,100.0
261330,2012,6,0,0,6,100.0
261330,2013,8,0,0,8,100.0
261330,2014,7,0,0,7,100.0
261330,2015,7,0,0,7,100.0
261330,2016,9,0,0,9,100.0
261330,2017,11,0,0,11,100.0
261330,2018,10,0,0,10,100.0
261330,2019,4,0,0,4,100.0
261330,2020,3,0,0,3,100.0
261340,2012,6,1,4,11,63.63636363636363
261340,2013,8,0,0,8,100.0
261340,2014,6,0,0,6,100.0
261340,2015,12,0,1,13,92.3076923076923
261340,2016,6,2,0,8,100.0
261340,2017,10,0,0,10,100.0
261340,2018,7,0,0,7,100.0
261340,2019,11,0,0,11,100.0
261340,2020,6,0,1,7,85.71428571428571
261350,2012,15,0,0,15,100.0
261350,2013,11,0,0,11,100.0
261350,2014,12,0,0,12,100.0
261350,2015,9,0,0,9,100.0
261350,2016,19,0,0,19,100.0
261350,2017,10,0,0,10,100.0
261350,2018,8,0,0,8,100.0
261350,2019,9,0,1,10,90.0
261350,2020,14,0,0,14,100.0
261360,2012,6,0,0,6,100.0
261360,2013,10,0,0,10,100.0
261360,2014,10,0,0,10,100.0
261360,2015,15,0,0,15,100.0
261360,2016,14,0,0,14,100.0
261360,2017,4,0,0,4,100.0
261360,2018,7,0,0,7,100.0
261360,2019,7,0,0,7,100.0
261360,2020,9,0,0,9,100.0
261370,2012,22,0,10,32,68.75
261370,2013,36,3,9,48,81.25
261370,2014,26,1,7,34,79.41176470588235
261370,2015,24,4,2,30,93.33333333333333
261370,2016,35,1,5,41,87.8048780487805
261370,2017,44,0,0,44,100.0
261370,2018,34,0,0,34,100.0
261370,2019,37,0,0,37,100.0
261370,2020,51,1,3,55,94.54545454545455
261380,2012,4,0,0,4,100.0
261380,2013,4,0,0,4,100.0
261380,2014,2,0,0,2,100.0
261380,2015,2,0,0,2,100.0
261380,2016,4,0,0,4,100.0
261380,2017,2,0,0,2,100.0
261380,2018,6,0,0,6,100.0
261380,2019,11,0,1,12,91.66666666666666
261380,2020,4,0,0,4,100.0
261390,2012,16,1,1,18,94.44444444444444
261390,2013,26,3,6,35,82.85714285714286
261390,2014,23,1,2,26,92.3076923076923
261390,2015,22,1,4,27,85.18518518518519
261390,2016,28,3,7,38,81.57894736842105
261390,2017,26,0,0,26,100.0
261390,2018,33,0,0,33,100.0
261390,2019,29,0,0,29,100.0
261390,2020,38,0,0,38,100.0
261400,2012,6,0,0,6,100.0
261400,2013,7,0,0,7,100.0
261400,2014,4,0,0,4,100.0
261400,2015,3,0,1,4,75.0
261400,2016,4,0,0,4,100.0
261400,2017,5,0,0,5,100.0
261400,2018,3,0,0,3,100.0
261400,2019,9,0,0,9,100.0
261400,2020,6,1,1,8,87.5
261410,2012,17,1,0,18,100.0
261410,2013,10,0,0,10,100.0
261410,2014,9,0,0,9,100.0
261410,2015,9,0,0,9,100.0
261410,2016,11,0,0,11,100.0
261410,2017,10,0,0,10,100.0
261410,2018,12,1,0,13,100.0
261410,2019,9,0,1,10,90.0
261410,2020,13,0,0,13,100.0
261420,2012,15,0,1,16,93.75
261420,2013,17,0,2,19,89.47368421052632
261420,2014,17,0,0,17,100.0
261420,2015,15,0,0,15,100.0
261420,2016,21,0,0,21,100.0
261420,2017,11,1,0,12,100.0
261420,2018,12,0,0,12,100.0
261420,2019,12,0,1,13,92.3076923076923
261420,2020,16,0,0,16,100.0
261430,2012,1,0,0,1,100.0
261430,2013,3,0,0,3,100.0
261430,2014,2,0,0,2,100.0
261430,2016,1,0,0,1,100.0
261430,2017,1,0,0,1,100.0
261430,2018,3,0,0,3,100.0
261430,2020,4,0,0,4,100.0
261440,2013,3,0,0,3,100.0
261440,2014,2,0,0,2,100.0
261440,2015,2,0,0,2,100.0
261440,2016,3,0,0,3,100.0
261440,2017,2,0,0,2,100.0
261440,2018,2,0,0,2,100.0
261440,2019,4,0,0,4,100.0
261440,2020,2,0,0,2,100.0
261450,2012,14,0,0,14,100.0
261450,2013,16,0,0,16,100.0
261450,2014,22,0,0,22,100.0
261450,2015,15,0,0,15,100.0
261450,2016,16,0,0,16,100.0
261450,2017,23,1,1,25,96.0
261450,2018,9,0,0,9,100.0
261450,2019,21,0,0,21,100.0
261450,2020,28,0,0,28,100.0
261460,2012,18,0,1,19,94.73684210526315
261460,2013,9,0,1,10,90.0
261460,2014,8,0,0,8,100.0
261460,2015,6,0,2,8,75.0
261460,2016,9,0,0,9,100.0
261460,2017,7,0,0,7,100.0
261460,2018,12,0,0,12,100.0
261460,2019,12,0,0,12,100.0
261460,2020,4,0,0,4,100.0
261470,2012,2,0,0,2,100.0
261470,2013,4,0,0,4,100.0
261470,2014,2,0,0,2,100.0
261470,2015,2,0,0,2,100.0
261470,2016,5,0,0,5,100.0
261470,2017,4,0,0,4,100.0
261470,2018,3,0,0,3,100.0
261470,2019,2,0,0,2,100.0
261470,2020,5,0,0,5,100.0
261480,2012,8,0,0,8,100.0
261480,2013,5,0,0,5,100.0
261480,2014,4,0,0,4,100.0
261480,2015,5,1,0,6,100.0
261480,2016,4,0,0,4,100.0
261480,2017,4,0,0,4,100.0
261480,2018,3,0,0,3,100.0
261480,2019,2,1,0,3,100.0
261480,2020,8,0,0,8,100.0
261485,2012,12,0,1,13,92.3076923076923
261485,2013,7,0,0,7,100.0
261485,2014,5,0,0,5,100.0
261485,2015,9,0,0,9,100.0
261485,2016,6,0,0,6,100.0
261485,2017,7,0,0,7,100.0
261485,2018,12,0,0,12,100.0
261485,2019,13,0,0,13,100.0
261485,2020,12,0,0,12,100.0
261500,2012,7,0,0,7,100.0
261500,2013,7,0,1,8,87.5
261500,2014,6,0,1,7,85.71428571428571
261500,2015,11,0,0,11,100.0
261500,2016,12,0,0,12,100.0
261500,2017,8,0,0,8,100.0
261500,2018,5,0,0,5,100.0
261500,2019,11,0,0,11,100.0
261500,2020,16,0,0,16,100.0
261510,2012,1,0,0,1,100.0
261510,2013,1,0,0,1,100.0
261510,2014,3,0,0,3,100.0
261510,2015,1,0,0,1,100.0
261510,2016,4,0,0,4,100.0
261510,2017,2,0,0,2,100.0
261510,2019,3,0,0,3,100.0
261520,2012,2,0,0,2,100.0
261520,2013,2,0,0,2,100.0
261520,2014,2,0,0,2,100.0
261520,2015,7,0,0,7,100.0
261520,2016,7,0,0,7,100.0
261520,2017,6,0,0,6,100.0
261520,2018,2,0,0,2,100.0
261520,2019,3,0,0,3,100.0
261520,2020,2,0,0,2,100.0
261530,2012,23,0,0,23,100.0
261530,2013,20,0,1,21,95.23809523809523
261530,2014,23,0,0,23,100.0
261530,2015,23,0,0,23,100.0
261530,2016,21,0,1,22,95.45454545454545
261530,2017,23,0,0,23,100.0
261530,2018,27,0,0,27,100.0
261530,2019,19,0,0,19,100.0
261530,2020,34,1,0,35,100.0
261540,2012,14,0,0,14,100.0
261540,2013,13,0,0,13,100.0
261540,2014,17,0,0,17,100.0
261540,2015,15,0,0,15,100.0
261540,2016,17,0,0,17,100.0
261540,2017,15,0,0,15,100.0
261540,2018,9,0,0,9,100.0
261540,2019,17,0,0,17,100.0
261540,2020,9,1,0,10,100.0
261550,2012,6,0,2,8,75.0
261550,2013,10,0,0,10,100.0
261550,2014,5,0,0,5,100.0
261550,2015,6,0,0,6,100.0
261550,2016,5,0,0,5,100.0
261550,2017,5,0,0,5,100.0
261550,2018,2,0,0,2,100.0
261550,2019,6,0,1,7,85.71428571428571
261550,2020,1,0,0,1,100.0
261560,2012,11,0,0,11,100.0
261560,2013,11,0,0,11,100.0
261560,2014,9,0,0,9,100.0
261560,2015,12,0,0,12,100.0
261560,2016,11,0,0,11,100.0
261560,2017,16,0,0,16,100.0
261560,2018,12,0,0,12,100.0
261560,2019,9,0,0,9,100.0
261560,2020,10,0,0,10,100.0
261570,2012,10,0,0,10,100.0
261570,2013,5,0,0,5,100.0
261570,2014,3,0,0,3,100.0
261570,2015,6,0,0,6,100.0
261570,2016,2,0,0,2,100.0
261570,2017,5,0,0,5,100.0
261570,2018,3,0,1,4,75.0
261570,2019,5,0,0,5,100.0
261570,2020,8,1,0,9,100.0
261580,2012,6,0,0,6,100.0
261580,2013,7,0,0,7,100.0
261580,2014,8,0,0,8,100.0
261580,2015,5,0,0,5,100.0
261580,2016,6,0,0,6,100.0
261580,2017,8,0,0,8,100.0
261580,2018,7,0,0,7,100.0
261580,2019,6,0,0,6,100.0
261580,2020,1,0,0,1,100.0
261590,2012,3,0,0,3,100.0
261590,2013,3,0,0,3,100.0
261590,2014,1,0,0,1,100.0
261590,2015,4,0,0,4,100.0
261590,2016,3,0,0,3,100.0
261590,2017,3,0,0,3,100.0
261590,2018,4,0,0,4,100.0
261590,2019,5,0,0,5,100.0
261590,2020,3,0,0,3,100.0
261600,2012,8,0,0,8,100.0
261600,2013,7,0,0,7,100.0
261600,2014,6,0,0,6,100.0
261600,2015,2,0,0,2,100.0
261600,2016,7,0,0,7,100.0
