CODMUNRES,Ano,Qtd_Neonatal_Precoce,Qtd_Total,Ratio
120060,2015,13.0,1165,11.158798283261802
120060,2016,2.0,1078,1.8552875695732838
120060,2017,7.0,1132,6.183745583038869
120060,2018,2.0,1193,1.6764459346186085
120060,2019,3.0,1143,2.6246719160104988
120060,2020,3.0,1161,2.5839793281653747
120070,2012,1.0,311,3.215434083601286
120070,2013,1.0,294,3.401360544217687
120070,2014,0.0,306,0.0
120070,2015,2.0,322,6.211180124223602
120070,2016,0.0,329,0.0
120070,2017,1.0,305,3.278688524590164
120070,2018,0.0,325,0.0
120070,2019,1.0,297,3.3670033670033668
120070,2020,1.0,316,3.1645569620253164
120080,2012,2.0,346,5.780346820809248
120080,2013,2.0,362,5.524861878453039
120080,2014,2.0,368,5.434782608695652
120080,2015,2.0,358,5.58659217877095
120080,2016,1.0,356,2.8089887640449436
120080,2017,1.0,430,2.3255813953488373
120080,2018,2.0,392,5.1020408163265305
120080,2019,1.0,379,2.638522427440633
120080,2020,0.0,361,0.0
130000,2012,0.0,8,0.0
130000,2013,0.0,18,0.0
130000,2014,0.0,23,0.0
130000,2015,0.0,18,0.0
130000,2016,0.0,25,0.0
130000,2017,0.0,17,0.0
130000,2018,0.0,25,0.0
130000,2019,0.0,12,0.0
130000,2020,0.0,41,0.0
130002,2012,1.0,320,3.125
130002,2013,2.0,346,5.780346820809248
130002,2014,1.0,308,3.246753246753247
130002,2015,0.0,342,0.0
130002,2016,4.0,325,12.307692307692308
130002,2017,3.0,401,7.481296758104738
130002,2018,5.0,346,14.45086705202312
130002,2019,2.0,418,4.784688995215311
130002,2020,0.0,397,0.0
130006,2012,1.0,242,4.132231404958678
130006,2013,2.0,261,7.662835249042145
130006,2014,3.0,264,11.363636363636363
130006,2015,2.0,214,9.345794392523365
130006,2016,0.0,280,0.0
130006,2017,1.0,267,3.745318352059925
130006,2018,0.0,247,0.0
130006,2019,0.0,265,0.0
130006,2020,2.0,265,7.547169811320755
130008,2012,0.0,199,0.0
130008,2013,2.0,201,9.950248756218905
130008,2014,0.0,212,0.0
130008,2015,1.0,163,6.134969325153374
130008,2016,2.0,182,10.989010989010989
130008,2017,0.0,196,0.0
130008,2018,2.0,214,9.345794392523365
130008,2019,1.0,190,5.263157894736842
130008,2020,0.0,228,0.0
130010,2012,0.0,247,0.0
130010,2013,3.0,285,10.526315789473683
130010,2014,0.0,267,0.0
130010,2015,1.0,255,3.9215686274509802
130010,2016,1.0,266,3.7593984962406015
130010,2017,1.0,257,3.8910505836575875
130010,2018,1.0,247,4.048582995951417
130010,2019,2.0,233,8.583690987124463
130010,2020,0.0,258,0.0
130014,2012,1.0,195,5.128205128205129
130014,2013,3.0,223,13.45291479820628
130014,2014,4.0,223,17.937219730941703
130014,2015,3.0,204,14.705882352941176
130014,2016,1.0,211,4.739336492890995
130014,2017,1.0,233,4.291845493562231
130014,2018,1.0,242,4.132231404958678
130014,2019,4.0,239,16.736401673640167
130014,2020,1.0,265,3.7735849056603774
130020,2012,1.0,357,2.8011204481792715
130020,2013,2.0,354,5.649717514124294
130020,2014,3.0,435,6.896551724137931
130020,2015,5.0,439,11.389521640091116
130020,2016,2.0,380,5.263157894736842
130020,2017,3.0,382,7.853403141361256
130020,2018,0.0,357,0.0
130020,2019,1.0,313,3.1948881789137378
130020,2020,3.0,280,10.714285714285714
130030,2012,3.0,877,3.4207525655644244
130030,2013,1.0,877,1.1402508551881414
130030,2014,3.0,955,3.141361256544503
130030,2015,0.0,829,0.0
130030,2016,2.0,890,2.247191011235955
130030,2017,2.0,897,2.229654403567447
