CODMUNRES,ano_nasc,Qtd_Nascimentos_Prematuros,Qtd_Total,Ratio
170550,2013,64.0,540,0.11851851851851852
170550,2014,57.0,564,0.10106382978723404
170550,2015,64.0,579,0.11053540587219343
170550,2016,54.0,576,0.09375
170550,2017,60.0,603,0.09950248756218906
170550,2018,49.0,572,0.08566433566433566
170550,2019,54.0,548,0.09854014598540146
170550,2020,59.0,572,0.10314685314685315
170555,2012,8.0,65,0.12307692307692308
170555,2013,12.0,73,0.1643835616438356
170555,2014,5.0,56,0.08928571428571429
170555,2015,8.0,79,0.10126582278481013
170555,2016,7.0,45,0.15555555555555556
170555,2017,6.0,71,0.08450704225352113
170555,2018,6.0,56,0.10714285714285714
170555,2019,6.0,55,0.10909090909090909
170555,2020,2.0,60,0.03333333333333333
170560,2012,13.0,62,0.20967741935483872
170560,2013,14.0,73,0.1917808219178082
170560,2014,15.0,64,0.234375
170560,2015,8.0,48,0.16666666666666666
170560,2016,10.0,53,0.18867924528301888
170560,2017,9.0,60,0.15
170560,2018,9.0,65,0.13846153846153847
170560,2019,13.0,60,0.21666666666666667
170560,2020,9.0,55,0.16363636363636364
170600,2012,10.0,81,0.12345679012345678
170600,2013,11.0,82,0.13414634146341464
170600,2014,9.0,84,0.10714285714285714
170600,2015,12.0,79,0.1518987341772152
170600,2016,7.0,72,0.09722222222222222
170600,2017,5.0,80,0.0625
170600,2018,8.0,84,0.09523809523809523
170600,2019,4.0,61,0.06557377049180328
170600,2020,3.0,66,0.045454545454545456
170610,2012,16.0,95,0.16842105263157894
170610,2013,9.0,88,0.10227272727272728
170610,2014,11.0,102,0.10784313725490197
170610,2015,6.0,70,0.08571428571428572
170610,2016,12.0,82,0.14634146341463414
170610,2017,13.0,103,0.1262135922330097
170610,2018,11.0,85,0.12941176470588237
170610,2019,13.0,85,0.15294117647058825
170610,2020,11.0,84,0.13095238095238096
170625,2012,0.0,25,0.0
170625,2013,2.0,26,0.07692307692307693
170625,2014,1.0,21,0.047619047619047616
170625,2015,2.0,24,0.08333333333333333
170625,2016,5.0,23,0.21739130434782608
170625,2017,3.0,24,0.125
170625,2018,2.0,20,0.1
170625,2019,0.0,17,0.0
170625,2020,2.0,21,0.09523809523809523
170650,2012,14.0,93,0.15053763440860216
170650,2013,15.0,97,0.15463917525773196
170650,2014,6.0,106,0.05660377358490566
170650,2015,4.0,109,0.03669724770642202
170650,2016,3.0,78,0.038461538461538464
170650,2017,7.0,110,0.06363636363636363
170650,2018,9.0,91,0.0989010989010989
170650,2019,9.0,99,0.09090909090909091
170650,2020,8.0,98,0.08163265306122448
170700,2012,42.0,300,0.14
170700,2013,44.0,342,0.1286549707602339
170700,2014,43.0,320,0.134375
170700,2015,38.0,331,0.1148036253776435
170700,2016,21.0,286,0.07342657342657342
170700,2017,28.0,312,0.08974358974358974
170700,2018,60.0,364,0.16483516483516483
170700,2019,37.0,271,0.13653136531365315
170700,2020,43.0,313,0.13738019169329074
170710,2012,13.0,110,0.11818181818181818
170710,2013,9.0,99,0.09090909090909091
170710,2014,9.0,98,0.09183673469387756
170710,2015,11.0,97,0.1134020618556701
170710,2016,8.0,110,0.07272727272727272
170710,2017,15.0,109,0.13761467889908258
170710,2018,9.0,109,0.08256880733944955
170710,2019,14.0,104,0.1346153846153846
170710,2020,11.0,89,0.12359550561797752
170720,2012,9.0,59,0.15254237288135594
170720,2013,5.0,55,0.09090909090909091
170720,2014,4.0,70,0.05714285714285714
170720,2015,7.0,54,0.12962962962962962
170720,2016,7.0,72,0.09722222222222222
170720,2017,6.0,59,0.1016949152542373
170720,2018,10.0,69,0.14492753623188406
170720,2019,6.0,76,0.07894736842105263
170720,2020,9.0,63,0.14285714285714285
170730,2012,13.0,73,0.1780821917808219
170730,2013,5.0,58,0.08620689655172414
170730,2014,2.0,60,0.03333333333333333
170730,2015,6.0,65,0.09230769230769231
170730,2016,5.0,51,0.09803921568627451
170730,2017,5.0,58,0.08620689655172414
170730,2018,6.0,54,0.1111111111111111
170730,2019,7.0,61,0.11475409836065574
170730,2020,11.0,73,0.1506849315068493
170740,2012,21.0,176,0.11931818181818182
170740,2013,14.0,147,0.09523809523809523
170740,2014,16.0,138,0.11594202898550725
170740,2015,22.0,166,0.13253012048192772
170740,2016,20.0,141,0.14184397163120568
170740,2017,24.0,152,0.15789473684210525
170740,2018,24.0,150,0.16
170740,2019,20.0,165,0.12121212121212122
170740,2020,14.0,145,0.09655172413793103
170755,2012,8.0,54,0.14814814814814814
170755,2013,6.0,47,0.1276595744680851
170755,2014,10.0,58,0.1724137931034483
170755,2015,3.0,39,0.07692307692307693
170755,2016,11.0,64,0.171875
170755,2017,8.0,69,0.11594202898550725
170755,2018,3.0,43,0.06976744186046512
170755,2019,5.0,46,0.10869565217391304
170755,2020,8.0,46,0.17391304347826086
170765,2012,6.0,55,0.10909090909090909
170765,2013,5.0,71,0.07042253521126761
170765,2014,11.0,79,0.13924050632911392
170765,2015,9.0,74,0.12162162162162163
170765,2016,5.0,71,0.07042253521126761
170765,2017,9.0,76,0.11842105263157894
170765,2018,3.0,71,0.04225352112676056
170765,2019,10.0,68,0.14705882352941177
170765,2020,8.0,55,0.14545454545454545
170770,2012,20.0,135,0.14814814814814814
170770,2013,10.0,121,0.08264462809917356
170770,2014,8.0,118,0.06779661016949153
170770,2015,6.0,109,0.05504587155963303
170770,2016,6.0,116,0.05172413793103448
170770,2017,9.0,108,0.08333333333333333
170770,2018,11.0,112,0.09821428571428571
170770,2019,12.0,126,0.09523809523809523
170770,2020,5.0,100,0.05
170820,2012,43.0,287,0.14982578397212543
170820,2013,34.0,258,0.13178294573643412
170820,2014,40.0,300,0.13333333333333333
170820,2015,39.0,263,0.1482889733840304
170820,2016,40.0,260,0.15384615384615385
170820,2017,37.0,297,0.12457912457912458
170820,2018,33.0,280,0.11785714285714285
170820,2019,34.0,303,0.11221122112211221
170820,2020,33.0,247,0.13360323886639677
170825,2012,5.0,46,0.10869565217391304
170825,2013,6.0,42,0.14285714285714285
170825,2014,6.0,55,0.10909090909090909
170825,2015,4.0,62,0.06451612903225806
170825,2016,5.0,49,0.10204081632653061
170825,2017,4.0,49,0.08163265306122448
170825,2018,6.0,56,0.10714285714285714
170825,2019,7.0,77,0.09090909090909091
170825,2020,6.0,62,0.0967741935483871
170830,2012,4.0,50,0.08
170830,2013,4.0,39,0.10256410256410256
170830,2014,6.0,51,0.11764705882352941
170830,2015,12.0,75,0.16
170830,2016,3.0,40,0.075
170830,2017,11.0,68,0.16176470588235295
170830,2018,6.0,61,0.09836065573770492
170830,2019,5.0,60,0.08333333333333333
170830,2020,3.0,65,0.046153846153846156
170900,2012,66.0,265,0.2490566037735849
170900,2013,37.0,260,0.1423076923076923
170900,2014,49.0,272,0.1801470588235294
170900,2015,38.0,258,0.14728682170542637
170900,2016,38.0,259,0.14671814671814673
170900,2017,31.0,246,0.12601626016260162
170900,2018,42.0,246,0.17073170731707318
170900,2019,38.0,242,0.15702479338842976
170900,2020,36.0,236,0.15254237288135594
170930,2012,37.0,370,0.1
170930,2013,53.0,384,0.13802083333333334
170930,2014,38.0,383,0.09921671018276762
170930,2015,54.0,401,0.13466334164588528
170930,2016,33.0,377,0.08753315649867374
170930,2017,41.0,381,0.10761154855643044
170930,2018,30.0,365,0.0821917808219178
170930,2019,44.0,375,0.11733333333333333
170930,2020,32.0,370,0.08648648648648649
170950,2012,139.0,1321,0.10522331566994701
170950,2013,167.0,1256,0.13296178343949044
170950,2014,202.0,1373,0.14712308812818645
170950,2015,200.0,1396,0.14326647564469913
170950,2016,215.0,1294,0.1661514683153014
170950,2017,189.0,1346,0.14041604754829123
170950,2018,199.0,1369,0.14536157779401024
170950,2019,176.0,1331,0.1322314049586777
170950,2020,173.0,1283,0.1348402182385035
170980,2012,3.0,21,0.14285714285714285
170980,2013,2.0,22,0.09090909090909091
170980,2014,3.0,23,0.13043478260869565
170980,2015,2.0,28,0.07142857142857142
170980,2016,4.0,31,0.12903225806451613
170980,2017,2.0,20,0.1
170980,2018,6.0,26,0.23076923076923078
170980,2019,3.0,22,0.13636363636363635
170980,2020,1.0,20,0.05
171050,2012,20.0,128,0.15625
171050,2013,33.0,141,0.23404255319148937
171050,2014,20.0,150,0.13333333333333333
171050,2015,28.0,155,0.18064516129032257
171050,2016,17.0,124,0.13709677419354838
171050,2017,21.0,143,0.14685314685314685
171050,2018,24.0,149,0.1610738255033557
171050,2019,12.0,131,0.0916030534351145
171050,2020,20.0,122,0.16393442622950818
171070,2012,10.0,86,0.11627906976744186
171070,2013,10.0,98,0.10204081632653061
171070,2014,9.0,79,0.11392405063291139
171070,2015,8.0,69,0.11594202898550725
171070,2016,8.0,69,0.11594202898550725
171070,2017,6.0,70,0.08571428571428572
171070,2018,6.0,55,0.10909090909090909
171070,2019,13.0,80,0.1625
171070,2020,7.0,67,0.1044776119402985
171090,2012,6.0,44,0.13636363636363635
171090,2013,5.0,29,0.1724137931034483
171090,2014,1.0,43,0.023255813953488372
171090,2015,10.0,44,0.22727272727272727
171090,2016,5.0,52,0.09615384615384616
171090,2017,9.0,64,0.140625
171090,2018,5.0,62,0.08064516129032258
171090,2019,9.0,57,0.15789473684210525
171090,2020,3.0,57,0.05263157894736842
171110,2012,1.0,33,0.030303030303030304
171110,2013,3.0,39,0.07692307692307693
171110,2014,1.0,39,0.02564102564102564
171110,2015,0.0,36,0.0
171110,2016,2.0,38,0.05263157894736842
171110,2017,1.0,38,0.02631578947368421
171110,2018,5.0,34,0.14705882352941177
171110,2019,6.0,37,0.16216216216216217
171110,2020,5.0,33,0.15151515151515152
171150,2012,4.0,31,0.12903225806451613
171150,2013,2.0,33,0.06060606060606061
171150,2014,2.0,32,0.0625
171150,2015,7.0,49,0.14285714285714285
171150,2016,4.0,33,0.12121212121212122
171150,2017,2.0,28,0.07142857142857142
171150,2018,3.0,38,0.07894736842105263
171150,2019,1.0,38,0.02631578947368421
171150,2020,4.0,33,0.12121212121212122
171180,2012,11.0,35,0.3142857142857143
171180,2013,5.0,40,0.125
171180,2014,4.0,34,0.11764705882352941
171180,2015,3.0,26,0.11538461538461539
171180,2016,1.0,40,0.025
171180,2017,4.0,30,0.13333333333333333
171180,2018,4.0,36,0.1111111111111111
171180,2019,2.0,32,0.0625
171180,2020,2.0,34,0.058823529411764705
171190,2012,25.0,194,0.12886597938144329
171190,2013,20.0,211,0.0947867298578199
171190,2014,27.0,215,0.12558139534883722
171190,2015,33.0,238,0.13865546218487396
171190,2016,39.0,222,0.17567567567567569
171190,2017,38.0,242,0.15702479338842976
171190,2018,31.0,271,0.11439114391143912
171190,2019,18.0,236,0.07627118644067797
171190,2020,41.0,263,0.155893536121673
171195,2012,6.0,64,0.09375
171195,2013,8.0,73,0.1095890410958904
171195,2014,6.0,58,0.10344827586206896
171195,2015,6.0,59,0.1016949152542373
171195,2016,7.0,64,0.109375
171195,2017,3.0,47,0.06382978723404255
171195,2018,6.0,67,0.08955223880597014
171195,2019,14.0,59,0.23728813559322035
171195,2020,6.0,56,0.10714285714285714
171200,2012,8.0,58,0.13793103448275862
171200,2013,4.0,48,0.08333333333333333
171200,2014,3.0,58,0.05172413793103448
171200,2015,3.0,52,0.057692307692307696
171200,2016,2.0,56,0.03571428571428571
171200,2017,6.0,61,0.09836065573770492
171200,2018,3.0,50,0.06
171200,2019,4.0,46,0.08695652173913043
171200,2020,10.0,56,0.17857142857142858
171215,2012,3.0,25,0.12
171215,2013,4.0,22,0.18181818181818182
171215,2014,0.0,21,0.0
171215,2015,1.0,28,0.03571428571428571
171215,2016,1.0,19,0.05263157894736842
171215,2017,2.0,22,0.09090909090909091
171215,2018,0.0,13,0.0
171215,2019,3.0,24,0.125
171215,2020,4.0,21,0.19047619047619047
171240,2012,4.0,39,0.10256410256410256
171240,2013,5.0,40,0.125
171240,2014,4.0,47,0.0851063829787234
171240,2015,7.0,40,0.175
171240,2016,2.0,41,0.04878048780487805
171240,2017,3.0,45,0.06666666666666667
171240,2018,8.0,48,0.16666666666666666
171240,2019,3.0,49,0.061224489795918366
171240,2020,6.0,45,0.13333333333333333
171245,2012,5.0,38,0.13157894736842105
171245,2013,3.0,44,0.06818181818181818
171245,2014,2.0,40,0.05
171245,2015,0.0,29,0.0
171245,2016,8.0,50,0.16
171245,2017,1.0,34,0.029411764705882353
171245,2018,2.0,49,0.04081632653061224
171245,2019,6.0,47,0.1276595744680851
171245,2020,3.0,35,0.08571428571428572
171250,2012,10.0,57,0.17543859649122806
171250,2013,2.0,47,0.0425531914893617
171250,2014,2.0,50,0.04
171250,2015,10.0,69,0.14492753623188406
171250,2016,8.0,56,0.14285714285714285
171250,2017,6.0,66,0.09090909090909091
171250,2018,2.0,71,0.028169014084507043
171250,2019,8.0,70,0.11428571428571428
171250,2020,9.0,66,0.13636363636363635
171270,2012,8.0,40,0.2
171270,2013,6.0,45,0.13333333333333333
171270,2014,9.0,42,0.21428571428571427
171270,2015,3.0,35,0.08571428571428572
171270,2016,11.0,38,0.2894736842105263
171270,2017,5.0,38,0.13157894736842105
171270,2018,6.0,43,0.13953488372093023
171270,2019,3.0,49,0.061224489795918366
171270,2020,4.0,42,0.09523809523809523
171280,2012,6.0,50,0.12
171280,2013,5.0,38,0.13157894736842105
171280,2014,1.0,38,0.02631578947368421
171280,2015,2.0,32,0.0625
171280,2016,2.0,25,0.08
171280,2017,4.0,43,0.09302325581395349
171280,2018,5.0,31,0.16129032258064516
171280,2019,5.0,35,0.14285714285714285
171280,2020,5.0,37,0.13513513513513514
171320,2012,44.0,312,0.14102564102564102
171320,2013,46.0,345,0.13333333333333333
171320,2014,26.0,304,0.08552631578947369
171320,2015,31.0,354,0.08757062146892655
171320,2016,28.0,311,0.09003215434083602
171320,2017,35.0,290,0.1206896551724138
171320,2018,32.0,323,0.09907120743034056
171320,2019,37.0,295,0.12542372881355932
171320,2020,45.0,324,0.1388888888888889
171330,2012,23.0,206,0.11165048543689321
171330,2013,19.0,184,0.10326086956521739
171330,2014,19.0,174,0.10919540229885058
171330,2015,15.0,169,0.08875739644970414
171330,2016,22.0,194,0.1134020618556701
171330,2017,10.0,164,0.06097560975609756
171330,2018,14.0,184,0.07608695652173914
171330,2019,20.0,181,0.11049723756906077
171330,2020,22.0,186,0.11827956989247312
171360,2012,24.0,125,0.192
171360,2013,12.0,111,0.10810810810810811
171360,2014,11.0,84,0.13095238095238096
171360,2015,13.0,98,0.1326530612244898
171360,2016,10.0,87,0.11494252873563218
171360,2017,14.0,134,0.1044776119402985
171360,2018,15.0,100,0.15
171360,2019,11.0,82,0.13414634146341464
171360,2020,7.0,72,0.09722222222222222
171370,2012,1.0,24,0.041666666666666664
171370,2013,2.0,20,0.1
171370,2014,6.0,41,0.14634146341463414
171370,2015,5.0,38,0.13157894736842105
171370,2016,2.0,28,0.07142857142857142
171370,2017,5.0,36,0.1388888888888889
171370,2018,2.0,37,0.05405405405405406
171370,2019,2.0,25,0.08
171370,2020,4.0,25,0.16
171380,2012,10.0,92,0.10869565217391304
171380,2013,7.0,71,0.09859154929577464
171380,2014,9.0,67,0.13432835820895522
171380,2015,7.0,71,0.09859154929577464
171380,2016,8.0,82,0.0975609756097561
171380,2017,6.0,77,0.07792207792207792
171380,2018,4.0,84,0.047619047619047616
171380,2019,2.0,67,0.029850746268656716
171380,2020,4.0,61,0.06557377049180328
171395,2012,7.0,61,0.11475409836065574
171395,2013,6.0,49,0.12244897959183673
171395,2014,7.0,48,0.14583333333333334
171395,2015,1.0,46,0.021739130434782608
171395,2016,0.0,46,0.0
171395,2017,4.0,60,0.06666666666666667
171395,2018,2.0,65,0.03076923076923077
171395,2019,6.0,55,0.10909090909090909
171395,2020,4.0,59,0.06779661016949153
171420,2012,24.0,132,0.18181818181818182
171420,2013,13.0,147,0.08843537414965986
171420,2014,16.0,105,0.1523809523809524
171420,2015,10.0,127,0.07874015748031496
171420,2016,5.0,117,0.042735042735042736
171420,2017,14.0,111,0.12612612612612611
171420,2018,15.0,141,0.10638297872340426
171420,2019,17.0,134,0.12686567164179105
171420,2020,19.0,131,0.1450381679389313
171430,2012,6.0,64,0.09375
171430,2013,9.0,58,0.15517241379310345
171430,2014,4.0,55,0.07272727272727272
171430,2015,3.0,47,0.06382978723404255
171430,2016,4.0,48,0.08333333333333333
171430,2017,4.0,70,0.05714285714285714
171430,2018,5.0,73,0.0684931506849315
171430,2019,4.0,60,0.06666666666666667
171430,2020,2.0,51,0.0392156862745098
171488,2012,29.0,185,0.15675675675675677
171488,2013,27.0,163,0.1656441717791411
171488,2014,14.0,195,0.07179487179487179
171488,2015,18.0,219,0.0821917808219178
171488,2016,17.0,179,0.09497206703910614
171488,2017,13.0,191,0.06806282722513089
171488,2018,17.0,179,0.09497206703910614
171488,2019,15.0,180,0.08333333333333333
171488,2020,15.0,155,0.0967741935483871
171500,2012,1.0,51,0.0196078431372549
171500,2013,12.0,56,0.21428571428571427
171500,2014,6.0,68,0.08823529411764706
171500,2015,9.0,55,0.16363636363636364
171500,2016,9.0,41,0.21951219512195122
171500,2017,7.0,53,0.1320754716981132
171500,2018,4.0,43,0.09302325581395349
171500,2019,3.0,57,0.05263157894736842
171500,2020,6.0,41,0.14634146341463414
171510,2012,13.0,76,0.17105263157894737
171510,2013,7.0,79,0.08860759493670886
171510,2014,8.0,63,0.12698412698412698
171510,2015,12.0,74,0.16216216216216217
171510,2016,7.0,70,0.1
171510,2017,4.0,80,0.05
171510,2018,5.0,73,0.0684931506849315
171510,2019,7.0,62,0.11290322580645161
171510,2020,8.0,74,0.10810810810810811
171515,2012,2.0,20,0.1
171515,2013,1.0,23,0.043478260869565216
171515,2014,1.0,19,0.05263157894736842
171515,2015,0.0,20,0.0
171515,2016,1.0,20,0.05
171515,2017,1.0,24,0.041666666666666664
171515,2018,3.0,18,0.16666666666666666
171515,2019,0.0,14,0.0
171515,2020,2.0,19,0.10526315789473684
171525,2012,1.0,31,0.03225806451612903
171525,2013,4.0,35,0.11428571428571428
171525,2014,8.0,33,0.24242424242424243
171525,2015,2.0,35,0.05714285714285714
171525,2016,5.0,34,0.14705882352941177
171525,2017,5.0,34,0.14705882352941177
171525,2018,3.0,27,0.1111111111111111
171525,2019,6.0,35,0.17142857142857143
171525,2020,2.0,29,0.06896551724137931
171550,2012,4.0,15,0.26666666666666666
171550,2013,2.0,23,0.08695652173913043
171550,2014,3.0,21,0.14285714285714285
171550,2015,3.0,17,0.17647058823529413
171550,2016,5.0,26,0.19230769230769232
171550,2017,3.0,30,0.1
171550,2018,0.0,21,0.0
171550,2019,4.0,21,0.19047619047619047
171550,2020,1.0,17,0.058823529411764705
171570,2012,10.0,68,0.14705882352941177
171570,2013,11.0,53,0.20754716981132076
171570,2014,3.0,50,0.06
171570,2015,2.0,48,0.041666666666666664
171570,2016,3.0,65,0.046153846153846156
171570,2017,7.0,71,0.09859154929577464
171570,2018,8.0,59,0.13559322033898305
171570,2019,4.0,80,0.05
171570,2020,7.0,56,0.125
171575,2012,11.0,89,0.12359550561797752
171575,2013,8.0,65,0.12307692307692308
171575,2014,11.0,73,0.1506849315068493
171575,2015,13.0,79,0.16455696202531644
171575,2016,5.0,79,0.06329113924050633
171575,2017,12.0,72,0.16666666666666666
171575,2018,12.0,99,0.12121212121212122
171575,2019,16.0,103,0.1553398058252427
171575,2020,17.0,73,0.2328767123287671
171610,2012,105.0,844,0.12440758293838862
171610,2013,89.0,797,0.11166875784190715
171610,2014,93.0,849,0.10954063604240283
171610,2015,93.0,860,0.10813953488372093
171610,2016,104.0,851,0.12220916568742655
171610,2017,98.0,865,0.11329479768786127
171610,2018,82.0,872,0.09403669724770643
171610,2019,94.0,890,0.10561797752808989
171610,2020,87.0,826,0.1053268765133172
171620,2012,14.0,161,0.08695652173913043
171620,2013,13.0,136,0.09558823529411764
171620,2014,8.0,139,0.05755395683453238
171620,2015,20.0,153,0.13071895424836602
171620,2016,18.0,146,0.1232876712328767
171620,2017,14.0,146,0.0958904109589041
171620,2018,24.0,178,0.1348314606741573
171620,2019,21.0,159,0.1320754716981132
171620,2020,22.0,171,0.1286549707602339
171630,2012,12.0,74,0.16216216216216217
171630,2013,5.0,53,0.09433962264150944
171630,2014,4.0,75,0.05333333333333334
171630,2015,3.0,59,0.05084745762711865
171630,2016,7.0,69,0.10144927536231885
171630,2017,0.0,59,0.0
171630,2018,15.0,72,0.20833333333333334
171630,2019,4.0,55,0.07272727272727272
171630,2020,5.0,66,0.07575757575757576
171650,2012,30.0,254,0.11811023622047244
171650,2013,24.0,271,0.08856088560885608
171650,2014,25.0,259,0.09652509652509653
171650,2015,40.0,279,0.14336917562724014
171650,2016,23.0,252,0.09126984126984126
171650,2017,29.0,270,0.10740740740740741
171650,2018,25.0,240,0.10416666666666667
171650,2019,18.0,257,0.07003891050583658
171650,2020,30.0,251,0.11952191235059761
171660,2012,18.0,115,0.1565217391304348
171660,2013,14.0,123,0.11382113821138211
171660,2014,16.0,129,0.12403100775193798
171660,2015,17.0,128,0.1328125
171660,2016,26.0,130,0.2
171660,2017,11.0,126,0.0873015873015873
171660,2018,16.0,144,0.1111111111111111
171660,2019,19.0,131,0.1450381679389313
171660,2020,16.0,134,0.11940298507462686
171665,2012,8.0,69,0.11594202898550725
171665,2013,5.0,51,0.09803921568627451
171665,2014,7.0,77,0.09090909090909091
171665,2015,4.0,61,0.06557377049180328
171665,2016,4.0,68,0.058823529411764705
171665,2017,3.0,57,0.05263157894736842
171665,2018,6.0,65,0.09230769230769231
171665,2019,8.0,68,0.11764705882352941
171665,2020,3.0,60,0.05
171670,2012,16.0,123,0.13008130081300814
171670,2013,18.0,137,0.13138686131386862
171670,2014,8.0,132,0.06060606060606061
171670,2015,16.0,116,0.13793103448275862
171670,2016,6.0,102,0.058823529411764705
171670,2017,10.0,104,0.09615384615384616
171670,2018,8.0,121,0.06611570247933884
171670,2019,10.0,101,0.09900990099009901
171670,2020,6.0,104,0.057692307692307696
171700,2012,9.0,71,0.1267605633802817
171700,2013,2.0,47,0.0425531914893617
171700,2014,8.0,61,0.13114754098360656
171700,2015,4.0,68,0.058823529411764705
171700,2016,7.0,43,0.16279069767441862
171700,2017,10.0,58,0.1724137931034483
171700,2018,11.0,74,0.14864864864864866
171700,2019,7.0,53,0.1320754716981132
171700,2020,4.0,49,0.08163265306122448
171720,2012,5.0,40,0.125
171720,2013,8.0,42,0.19047619047619047
171720,2014,3.0,35,0.08571428571428572
171720,2015,3.0,32,0.09375
171720,2016,3.0,32,0.09375
171720,2017,4.0,47,0.0851063829787234
171720,2018,6.0,30,0.2
171720,2019,6.0,36,0.16666666666666666
171720,2020,3.0,30,0.1
171750,2012,18.0,103,0.17475728155339806
171750,2013,9.0,80,0.1125
171750,2014,10.0,99,0.10101010101010101
171750,2015,7.0,74,0.0945945945945946
171750,2016,9.0,91,0.0989010989010989
171750,2017,11.0,96,0.11458333333333333
171750,2018,8.0,88,0.09090909090909091
171750,2019,15.0,96,0.15625
171750,2020,8.0,86,0.09302325581395349
171780,2012,14.0,66,0.21212121212121213
171780,2013,7.0,57,0.12280701754385964
171780,2014,5.0,54,0.09259259259259259
171780,2015,2.0,56,0.03571428571428571
171780,2016,4.0,58,0.06896551724137931
171780,2017,7.0,53,0.1320754716981132
171780,2018,7.0,56,0.125
171780,2019,7.0,38,0.18421052631578946
171780,2020,7.0,51,0.13725490196078433
171790,2012,15.0,126,0.11904761904761904
171790,2013,20.0,119,0.16806722689075632
171790,2014,21.0,122,0.1721311475409836
171790,2015,11.0,112,0.09821428571428571
171790,2016,15.0,126,0.11904761904761904
171790,2017,10.0,117,0.08547008547008547
171790,2018,13.0,104,0.125
171790,2019,18.0,100,0.18
171790,2020,12.0,97,0.12371134020618557
171800,2012,2.0,44,0.045454545454545456
171800,2013,10.0,44,0.22727272727272727
171800,2014,1.0,49,0.02040816326530612
171800,2015,5.0,47,0.10638297872340426
171800,2016,11.0,54,0.2037037037037037
171800,2017,3.0,39,0.07692307692307693
171800,2018,9.0,51,0.17647058823529413
171800,2019,6.0,36,0.16666666666666666
171800,2020,6.0,44,0.13636363636363635
171820,2012,119.0,932,0.1276824034334764
171820,2013,139.0,938,0.14818763326226012
171820,2014,133.0,1032,0.12887596899224807
171820,2015,162.0,1119,0.1447721179624665
171820,2016,155.0,1103,0.14052583862194015
171820,2017,124.0,1213,0.10222588623248145
171820,2018,157.0,1192,0.13171140939597314
171820,2019,138.0,1109,0.12443642921550947
171820,2020,137.0,1185,0.11561181434599156
171830,2012,14.0,142,0.09859154929577464
171830,2013,15.0,113,0.13274336283185842
171830,2014,8.0,120,0.06666666666666667
171830,2015,20.0,132,0.15151515151515152
171830,2016,12.0,126,0.09523809523809523
171830,2017,11.0,106,0.10377358490566038
171830,2018,11.0,103,0.10679611650485436
171830,2019,8.0,93,0.08602150537634409
171830,2020,13.0,81,0.16049382716049382
171840,2012,3.0,47,0.06382978723404255
171840,2013,4.0,46,0.08695652173913043
171840,2014,4.0,52,0.07692307692307693
171840,2015,4.0,52,0.07692307692307693
171840,2016,1.0,51,0.0196078431372549
171840,2017,5.0,41,0.12195121951219512
171840,2018,4.0,47,0.0851063829787234
171840,2019,5.0,39,0.1282051282051282
171840,2020,0.0,40,0.0
171845,2012,2.0,40,0.05
171845,2013,8.0,31,0.25806451612903225
171845,2014,6.0,34,0.17647058823529413
171845,2015,6.0,35,0.17142857142857143
171845,2016,3.0,40,0.075
171845,2017,1.0,32,0.03125
171845,2018,3.0,28,0.10714285714285714
171845,2019,3.0,32,0.09375
171845,2020,2.0,28,0.07142857142857142
171850,2012,10.0,79,0.12658227848101267
171850,2013,13.0,74,0.17567567567567569
171850,2014,7.0,57,0.12280701754385964
171850,2015,7.0,68,0.10294117647058823
171850,2016,5.0,53,0.09433962264150944
171850,2017,8.0,54,0.14814814814814814
171850,2018,6.0,45,0.13333333333333333
171850,2019,3.0,52,0.057692307692307696
171850,2020,4.0,37,0.10810810810810811
171855,2012,3.0,69,0.043478260869565216
171855,2013,7.0,62,0.11290322580645161
171855,2014,2.0,66,0.030303030303030304
171855,2015,4.0,68,0.058823529411764705
171855,2016,5.0,67,0.07462686567164178
171855,2017,5.0,60,0.08333333333333333
171855,2018,3.0,57,0.05263157894736842
171855,2019,4.0,54,0.07407407407407407
171855,2020,2.0,54,0.037037037037037035
171865,2012,8.0,37,0.21621621621621623
171865,2013,2.0,35,0.05714285714285714
171865,2014,6.0,40,0.15
171865,2015,8.0,34,0.23529411764705882
171865,2016,0.0,38,0.0
171865,2017,1.0,38,0.02631578947368421
171865,2018,5.0,41,0.12195121951219512
171865,2019,5.0,33,0.15151515151515152
171865,2020,6.0,28,0.21428571428571427
171870,2012,3.0,32,0.09375
171870,2013,4.0,31,0.12903225806451613
171870,2014,4.0,44,0.09090909090909091
171870,2015,2.0,25,0.08
171870,2016,2.0,36,0.05555555555555555
171870,2017,4.0,42,0.09523809523809523
171870,2018,2.0,37,0.05405405405405406
171870,2019,2.0,35,0.05714285714285714
171870,2020,3.0,38,0.07894736842105263
171875,2012,9.0,69,0.13043478260869565
171875,2013,8.0,66,0.12121212121212122
171875,2014,4.0,51,0.0784313725490196
171875,2015,5.0,51,0.09803921568627451
171875,2016,6.0,60,0.1
171875,2017,8.0,69,0.11594202898550725
171875,2018,9.0,63,0.14285714285714285
171875,2019,8.0,60,0.13333333333333333
171875,2020,12.0,64,0.1875
171880,2012,10.0,82,0.12195121951219512
171880,2013,4.0,71,0.056338028169014086
171880,2014,13.0,89,0.14606741573033707
171880,2015,5.0,86,0.05813953488372093
171880,2016,12.0,84,0.14285714285714285
171880,2017,15.0,78,0.19230769230769232
171880,2018,11.0,101,0.10891089108910891
171880,2019,9.0,66,0.13636363636363635
171880,2020,13.0,81,0.16049382716049382
