CODMUNRES,Ano,Qtd_Morte_Materna_Direta,Qtd_Total,Ratio
240000,2012,0.0,4,0.0
240000,2016,0.0,1,0.0
240010,2012,0.0,149,0.0
240010,2013,0.0,140,0.0
240010,2014,0.0,147,0.0
240010,2015,0.0,150,0.0
240010,2016,0.0,109,0.0
240010,2017,0.0,105,0.0
240010,2018,0.0,110,0.0
240010,2019,0.0,101,0.0
240020,2012,1.0,789,126.74271229404309
240020,2013,0.0,705,0.0
240020,2014,1.0,835,119.76047904191617
240020,2015,0.0,793,0.0
240020,2016,0.0,776,0.0
240020,2017,0.0,743,0.0
240020,2018,1.0,792,126.26262626262627
240020,2019,0.0,725,0.0
240030,2012,0.0,151,0.0
240030,2013,0.0,121,0.0
240030,2014,0.0,122,0.0
240030,2015,0.0,134,0.0
240030,2016,0.0,116,0.0
240030,2017,0.0,111,0.0
240030,2018,0.0,132,0.0
240030,2019,1.0,96,1041.6666666666665
240040,2012,0.0,51,0.0
240040,2013,0.0,44,0.0
240040,2014,0.0,47,0.0
240040,2015,0.0,42,0.0
240040,2016,0.0,40,0.0
240040,2017,0.0,38,0.0
240040,2018,0.0,54,0.0
240040,2019,0.0,37,0.0
240050,2012,0.0,164,0.0
240050,2013,0.0,183,0.0
240050,2014,1.0,181,552.4861878453038
240050,2015,0.0,159,0.0
240050,2016,0.0,185,0.0
240050,2017,1.0,170,588.2352941176471
240050,2018,0.0,182,0.0
240050,2019,1.0,182,549.4505494505495
240060,2012,0.0,66,0.0
240060,2013,0.0,57,0.0
240060,2014,0.0,61,0.0
240060,2015,0.0,65,0.0
240060,2016,0.0,64,0.0
240060,2017,0.0,50,0.0
240060,2018,0.0,52,0.0
240060,2019,0.0,48,0.0
240070,2012,0.0,153,0.0
240070,2013,0.0,136,0.0
240070,2014,0.0,228,0.0
240070,2015,0.0,194,0.0
240070,2016,0.0,147,0.0
240070,2017,0.0,179,0.0
240070,2018,0.0,191,0.0
240070,2019,0.0,170,0.0
240080,2012,0.0,155,0.0
240080,2013,0.0,139,0.0
240080,2014,0.0,142,0.0
240080,2015,0.0,147,0.0
240080,2016,0.0,136,0.0
240080,2017,0.0,117,0.0
240080,2018,0.0,136,0.0
240080,2019,1.0,128,781.25
240090,2012,0.0,112,0.0
240090,2013,0.0,79,0.0
240090,2014,0.0,90,0.0
240090,2015,0.0,110,0.0
240090,2016,0.0,77,0.0
240090,2017,0.0,74,0.0
240090,2018,0.0,66,0.0
240090,2019,0.0,71,0.0
240100,2012,0.0,412,0.0
240100,2013,1.0,446,224.2152466367713
240100,2014,0.0,413,0.0
240100,2015,0.0,438,0.0
240100,2016,0.0,407,0.0
240100,2017,0.0,369,0.0
240100,2018,0.0,413,0.0
240100,2019,0.0,408,0.0
240110,2012,0.0,366,0.0
240110,2013,0.0,351,0.0
240110,2014,0.0,355,0.0
240110,2015,0.0,414,0.0
240110,2016,0.0,325,0.0
240110,2017,0.0,373,0.0
240110,2018,0.0,336,0.0
240110,2019,0.0,320,0.0
240120,2012,0.0,236,0.0
240120,2013,0.0,200,0.0
240120,2014,0.0,161,0.0
240120,2015,0.0,202,0.0
240120,2016,1.0,207,483.0917874396135
240120,2017,0.0,185,0.0
240120,2018,0.0,199,0.0
240120,2019,0.0,187,0.0
240130,2012,0.0,104,0.0
240130,2013,0.0,117,0.0
240130,2014,0.0,102,0.0
240130,2015,0.0,119,0.0
240130,2016,0.0,81,0.0
240130,2017,0.0,103,0.0
240130,2018,0.0,104,0.0
240130,2019,0.0,91,0.0
240140,2012,0.0,110,0.0
240140,2013,0.0,109,0.0
240140,2014,1.0,122,819.672131147541
240140,2015,0.0,115,0.0
240140,2016,0.0,110,0.0
240140,2017,0.0,127,0.0
240140,2018,0.0,114,0.0
240140,2019,0.0,113,0.0
240145,2012,0.0,401,0.0
240145,2013,0.0,378,0.0
240145,2014,0.0,409,0.0
240145,2015,0.0,437,0.0
240145,2016,0.0,394,0.0
240145,2017,0.0,397,0.0
240145,2018,0.0,367,0.0
240145,2019,0.0,352,0.0
240150,2012,0.0,28,0.0
240150,2013,0.0,51,0.0
240150,2014,0.0,42,0.0
240150,2015,0.0,46,0.0
240150,2016,0.0,40,0.0
240150,2017,0.0,51,0.0
240150,2018,0.0,39,0.0
240150,2019,0.0,50,0.0
240160,2012,0.0,84,0.0
240160,2013,0.0,63,0.0
240160,2014,0.0,67,0.0
240160,2015,0.0,63,0.0
240160,2016,0.0,68,0.0
240160,2017,1.0,66,1515.1515151515152
240160,2018,0.0,72,0.0
240160,2019,0.0,67,0.0
240165,2012,1.0,35,2857.142857142857
240165,2013,0.0,36,0.0
240165,2014,0.0,42,0.0
240165,2015,0.0,49,0.0
240165,2016,0.0,32,0.0
240165,2017,0.0,32,0.0
240165,2018,0.0,50,0.0
240165,2019,0.0,54,0.0
240170,2012,0.0,124,0.0
240170,2013,0.0,103,0.0
240170,2014,0.0,139,0.0
240170,2015,0.0,113,0.0
240170,2016,0.0,112,0.0
240170,2017,0.0,124,0.0
240170,2018,0.0,149,0.0
240170,2019,0.0,121,0.0
240180,2012,0.0,174,0.0
240180,2013,0.0,150,0.0
240180,2014,0.0,177,0.0
240180,2015,0.0,179,0.0
240180,2016,0.0,182,0.0
240180,2017,0.0,164,0.0
240180,2018,0.0,169,0.0
240180,2019,1.0,168,595.2380952380952
240185,2012,0.0,89,0.0
240185,2013,0.0,75,0.0
240185,2014,0.0,66,0.0
240185,2015,0.0,92,0.0
240185,2016,0.0,81,0.0
240185,2017,0.0,75,0.0
240185,2018,0.0,73,0.0
240185,2019,0.0,76,0.0
240190,2012,0.0,54,0.0
240190,2013,0.0,46,0.0
240190,2014,0.0,51,0.0
240190,2015,0.0,55,0.0
240190,2016,0.0,59,0.0
240190,2017,0.0,48,0.0
240190,2018,1.0,58,1724.1379310344828
240190,2019,0.0,44,0.0
240200,2012,1.0,782,127.87723785166241
240200,2013,1.0,731,136.79890560875512
240200,2014,0.0,713,0.0
240200,2015,0.0,747,0.0
240200,2016,0.0,699,0.0
240200,2017,0.0,686,0.0
240200,2018,0.0,688,0.0
240200,2019,1.0,671,149.03129657228018
240210,2012,0.0,140,0.0
240210,2013,0.0,118,0.0
240210,2014,0.0,146,0.0
240210,2015,0.0,145,0.0
240210,2016,0.0,137,0.0
240210,2017,0.0,135,0.0
240210,2018,0.0,120,0.0
240210,2019,0.0,139,0.0
240220,2012,1.0,579,172.71157167530222
240220,2013,0.0,539,0.0
240220,2014,0.0,532,0.0
240220,2015,0.0,549,0.0
240220,2016,0.0,505,0.0
240220,2017,0.0,539,0.0
240220,2018,0.0,527,0.0
240220,2019,0.0,526,0.0
240230,2012,0.0,284,0.0
240230,2013,0.0,253,0.0
240230,2014,0.0,299,0.0
240230,2015,0.0,262,0.0
240230,2016,1.0,223,448.4304932735426
240230,2017,0.0,244,0.0
240230,2018,0.0,262,0.0
240230,2019,0.0,236,0.0
240240,2012,0.0,111,0.0
240240,2013,0.0,112,0.0
240240,2014,0.0,112,0.0
240240,2015,0.0,96,0.0
240240,2016,0.0,68,0.0
240240,2017,0.0,88,0.0
240240,2018,0.0,88,0.0
240240,2019,0.0,93,0.0
240250,2012,0.0,136,0.0
240250,2013,0.0,144,0.0
240250,2014,0.0,138,0.0
240250,2015,0.0,141,0.0
240250,2016,0.0,102,0.0
240250,2017,0.0,114,0.0
240250,2018,0.0,122,0.0
240250,2019,0.0,134,0.0
240260,2012,1.0,1101,90.82652134423252
240260,2013,0.0,1197,0.0
240260,2014,2.0,1282,156.00624024961
240260,2015,0.0,1234,0.0
240260,2016,0.0,1060,0.0
240260,2017,1.0,1131,88.41732979664013
240260,2018,2.0,1158,172.71157167530222
240260,2019,2.0,1041,192.12295869356387
240270,2012,0.0,141,0.0
240270,2013,0.0,131,0.0
240270,2014,0.0,149,0.0
240270,2015,0.0,126,0.0
240270,2016,0.0,128,0.0
240270,2017,0.0,124,0.0
240270,2018,0.0,151,0.0
240270,2019,0.0,132,0.0
240280,2012,0.0,66,0.0
240280,2013,0.0,71,0.0
240280,2014,0.0,72,0.0
240280,2015,0.0,96,0.0
240280,2016,0.0,70,0.0
240280,2017,0.0,71,0.0
240280,2018,0.0,83,0.0
240280,2019,0.0,76,0.0
240290,2012,0.0,61,0.0
240290,2013,0.0,71,0.0
240290,2014,0.0,71,0.0
240290,2015,0.0,61,0.0
240290,2016,0.0,67,0.0
240290,2017,0.0,52,0.0
240290,2018,0.0,68,0.0
240290,2019,0.0,58,0.0
240300,2012,0.0,102,0.0
240300,2013,0.0,98,0.0
240300,2014,0.0,94,0.0
240300,2015,0.0,95,0.0
240300,2016,0.0,75,0.0
240300,2017,0.0,94,0.0
240300,2018,0.0,86,0.0
240300,2019,0.0,70,0.0
240310,2012,0.0,548,0.0
240310,2013,1.0,545,183.4862385321101
240310,2014,0.0,536,0.0
240310,2015,0.0,521,0.0
240310,2016,0.0,456,0.0
240310,2017,0.0,506,0.0
240310,2018,1.0,517,193.42359767891682
240310,2019,0.0,499,0.0
240320,2012,0.0,109,0.0
240320,2013,0.0,102,0.0
240320,2014,0.0,113,0.0
240320,2015,0.0,96,0.0
240320,2016,0.0,103,0.0
240320,2017,1.0,102,980.3921568627451
240320,2018,0.0,92,0.0
240320,2019,0.0,99,0.0
240325,2012,0.0,3706,0.0
240325,2013,2.0,3912,51.12474437627812
240325,2014,1.0,4025,24.84472049689441
240325,2015,2.0,4149,48.20438659918052
240325,2016,1.0,3811,26.239832065074783
240325,2017,1.0,3898,25.65418163160595
240325,2018,0.0,3936,0.0
240325,2019,1.0,3449,28.993911278631487
240330,2012,0.0,80,0.0
240330,2013,0.0,75,0.0
240330,2014,1.0,93,1075.268817204301
240330,2015,0.0,81,0.0
240330,2016,0.0,81,0.0
240330,2017,1.0,97,1030.9278350515465
240330,2018,0.0,82,0.0
240330,2019,0.0,89,0.0
240340,2012,0.0,62,0.0
240340,2013,0.0,80,0.0
240340,2014,0.0,64,0.0
240340,2015,0.0,67,0.0
240340,2016,0.0,61,0.0
240340,2017,0.0,51,0.0
240340,2018,0.0,69,0.0
240340,2019,0.0,60,0.0
240350,2012,0.0,132,0.0
240350,2013,1.0,107,934.5794392523363
240350,2014,0.0,92,0.0
240350,2015,0.0,110,0.0
240350,2016,0.0,94,0.0
240350,2017,0.0,98,0.0
240350,2018,0.0,97,0.0
240350,2019,0.0,112,0.0
240360,2012,0.0,376,0.0
240360,2013,0.0,518,0.0
240360,2014,0.0,544,0.0
240360,2015,0.0,568,0.0
240360,2016,0.0,564,0.0
240360,2017,0.0,569,0.0
240360,2018,1.0,650,153.84615384615384
240360,2019,0.0,560,0.0
240370,2012,0.0,67,0.0
240370,2013,0.0,48,0.0
240370,2014,0.0,69,0.0
240370,2015,0.0,75,0.0
240370,2016,0.0,74,0.0
240370,2017,0.0,66,0.0
240370,2018,0.0,55,0.0
240370,2019,0.0,41,0.0
240375,2012,0.0,33,0.0
240375,2013,0.0,38,0.0
240375,2014,0.0,34,0.0
240375,2015,0.0,45,0.0
240375,2016,0.0,30,0.0
240375,2017,0.0,40,0.0
240375,2018,0.0,45,0.0
240375,2019,0.0,35,0.0
240380,2012,0.0,135,0.0
240380,2013,0.0,123,0.0
240380,2014,0.0,117,0.0
240380,2015,0.0,119,0.0
240380,2016,0.0,97,0.0
240380,2017,0.0,108,0.0
240380,2018,0.0,122,0.0
240380,2019,0.0,106,0.0
240390,2012,0.0,46,0.0
240390,2013,0.0,33,0.0
240390,2014,0.0,51,0.0
240390,2015,0.0,27,0.0
240390,2016,0.0,32,0.0
240390,2017,0.0,45,0.0
240390,2018,0.0,40,0.0
240390,2019,0.0,32,0.0
240400,2012,0.0,59,0.0
240400,2013,0.0,37,0.0
240400,2014,0.0,48,0.0
240400,2015,0.0,57,0.0
240400,2016,0.0,54,0.0
240400,2017,0.0,53,0.0
240400,2018,0.0,61,0.0
240400,2019,0.0,50,0.0
240410,2012,0.0,32,0.0
240410,2013,0.0,19,0.0
240410,2014,0.0,31,0.0
240410,2015,0.0,39,0.0
240410,2016,0.0,34,0.0
240410,2017,0.0,34,0.0
240410,2018,0.0,37,0.0
240410,2019,0.0,39,0.0
240420,2012,1.0,493,202.83975659229208
240420,2013,0.0,533,0.0
240420,2014,1.0,462,216.45021645021646
240420,2015,0.0,497,0.0
240420,2016,0.0,477,0.0
240420,2017,0.0,495,0.0
240420,2018,0.0,508,0.0
240420,2019,0.0,491,0.0
240430,2012,1.0,191,523.5602094240838
240430,2013,0.0,162,0.0
240430,2014,0.0,168,0.0
240430,2015,0.0,164,0.0
240430,2016,0.0,137,0.0
240430,2017,0.0,137,0.0
240430,2018,0.0,168,0.0
240430,2019,0.0,139,0.0
240440,2012,0.0,103,0.0
240440,2013,0.0,119,0.0
240440,2014,0.0,128,0.0
240440,2015,0.0,130,0.0
240440,2016,0.0,129,0.0
240440,2017,0.0,125,0.0
240440,2018,0.0,108,0.0
240440,2019,1.0,125,800.0
240450,2012,1.0,229,436.68122270742356
240450,2013,0.0,200,0.0
240450,2014,0.0,268,0.0
240450,2015,0.0,298,0.0
240450,2016,0.0,258,0.0
240450,2017,0.0,283,0.0
240450,2018,0.0,310,0.0
240450,2019,0.0,276,0.0
240460,2012,0.0,137,0.0
240460,2013,0.0,117,0.0
240460,2014,0.0,114,0.0
240460,2015,0.0,139,0.0
240460,2016,0.0,148,0.0
240460,2017,0.0,132,0.0
240460,2018,0.0,141,0.0
240460,2019,0.0,136,0.0
240470,2012,0.0,209,0.0
240470,2013,1.0,237,421.94092827004215
240470,2014,0.0,214,0.0
240470,2015,0.0,238,0.0
240470,2016,0.0,208,0.0
240470,2017,1.0,230,434.7826086956522
240470,2018,0.0,249,0.0
240470,2019,0.0,196,0.0
240480,2012,0.0,22,0.0
240480,2013,0.0,25,0.0
240480,2014,0.0,20,0.0
240480,2015,0.0,21,0.0
240480,2016,0.0,15,0.0
240480,2017,0.0,25,0.0
240480,2018,0.0,19,0.0
240480,2019,0.0,15,0.0
240485,2012,0.0,126,0.0
240485,2013,0.0,120,0.0
240485,2014,0.0,120,0.0
240485,2015,0.0,114,0.0
240485,2016,0.0,113,0.0
240485,2017,0.0,99,0.0
240485,2018,0.0,134,0.0
240485,2019,0.0,86,0.0
240490,2012,0.0,75,0.0
240490,2013,0.0,64,0.0
240490,2014,0.0,60,0.0
240490,2015,0.0,65,0.0
240490,2016,0.0,76,0.0
240490,2017,0.0,70,0.0
240490,2018,0.0,64,0.0
240490,2019,0.0,48,0.0
240500,2012,0.0,108,0.0
240500,2013,0.0,109,0.0
240500,2014,0.0,100,0.0
240500,2015,0.0,113,0.0
240500,2016,0.0,112,0.0
240500,2017,0.0,90,0.0
240500,2018,0.0,110,0.0
240500,2019,0.0,108,0.0
240510,2012,0.0,85,0.0
240510,2013,0.0,72,0.0
240510,2014,0.0,102,0.0
240510,2015,0.0,101,0.0
240510,2016,0.0,86,0.0
240510,2017,0.0,88,0.0
240510,2018,0.0,81,0.0
240510,2019,0.0,79,0.0
240520,2012,0.0,76,0.0
240520,2013,0.0,72,0.0
240520,2014,0.0,70,0.0
240520,2015,0.0,62,0.0
240520,2016,0.0,59,0.0
240520,2017,0.0,55,0.0
240520,2018,0.0,68,0.0
240520,2019,0.0,58,0.0
240530,2012,0.0,114,0.0
240530,2013,0.0,119,0.0
240530,2014,0.0,121,0.0
240530,2015,0.0,117,0.0
240530,2016,0.0,124,0.0
240530,2017,0.0,144,0.0
240530,2018,0.0,150,0.0
240530,2019,0.0,173,0.0
240540,2012,0.0,101,0.0
240540,2013,0.0,107,0.0
240540,2014,0.0,105,0.0
240540,2015,0.0,96,0.0
240540,2016,0.0,116,0.0
240540,2017,0.0,86,0.0
240540,2018,0.0,107,0.0
240540,2019,0.0,116,0.0
240550,2012,0.0,34,0.0
240550,2013,0.0,35,0.0
240550,2014,0.0,27,0.0
240550,2015,0.0,26,0.0
240550,2016,0.0,24,0.0
240550,2017,0.0,35,0.0
240550,2018,0.0,37,0.0
240550,2019,0.0,38,0.0
240560,2012,0.0,164,0.0
240560,2013,0.0,167,0.0
240560,2014,0.0,166,0.0
240560,2015,0.0,181,0.0
240560,2016,0.0,168,0.0
240560,2017,0.0,144,0.0
240560,2018,0.0,196,0.0
240560,2019,0.0,167,0.0
240570,2012,0.0,116,0.0
240570,2013,0.0,107,0.0
240570,2014,0.0,126,0.0
240570,2015,0.0,122,0.0
240570,2016,0.0,94,0.0
240570,2017,0.0,100,0.0
240570,2018,0.0,117,0.0
240570,2019,0.0,101,0.0
240580,2012,0.0,491,0.0
240580,2013,0.0,493,0.0
240580,2014,0.0,529,0.0
240580,2015,1.0,522,191.57088122605364
240580,2016,1.0,512,195.3125
240580,2017,0.0,506,0.0
240580,2018,0.0,514,0.0
240580,2019,1.0,500,200.0
240590,2012,0.0,33,0.0
240590,2013,0.0,42,0.0
240590,2014,0.0,42,0.0
240590,2015,0.0,24,0.0
240590,2016,0.0,26,0.0
240590,2017,0.0,35,0.0
240590,2018,0.0,40,0.0
240590,2019,0.0,35,0.0
240600,2012,0.0,76,0.0
240600,2013,0.0,84,0.0
240600,2014,0.0,80,0.0
240600,2015,0.0,69,0.0
240600,2016,0.0,68,0.0
240600,2017,0.0,64,0.0
240600,2018,0.0,81,0.0
240600,2019,0.0,79,0.0
240610,2012,0.0,246,0.0
240610,2013,0.0,253,0.0
240610,2014,1.0,212,471.6981132075471
240610,2015,0.0,263,0.0
240610,2016,0.0,200,0.0
240610,2017,0.0,215,0.0
240610,2018,0.0,203,0.0
240610,2019,0.0,224,0.0
240615,2012,0.0,38,0.0
240615,2013,0.0,56,0.0
240615,2014,0.0,52,0.0
240615,2015,0.0,30,0.0
240615,2016,0.0,17,0.0
240615,2017,0.0,21,0.0
240615,2018,0.0,18,0.0
240615,2019,0.0,12,0.0
240620,2012,0.0,75,0.0
240620,2013,0.0,73,0.0
240620,2014,0.0,92,0.0
240620,2015,0.0,81,0.0
240620,2016,0.0,91,0.0
240620,2017,0.0,88,0.0
240620,2018,0.0,86,0.0
240620,2019,0.0,115,0.0
240630,2012,0.0,97,0.0
240630,2013,0.0,97,0.0
240630,2014,0.0,86,0.0
240630,2015,0.0,103,0.0
240630,2016,0.0,105,0.0
240630,2017,0.0,94,0.0
240630,2018,0.0,112,0.0
240630,2019,0.0,99,0.0
240640,2012,0.0,39,0.0
240640,2013,0.0,36,0.0
240640,2014,0.0,41,0.0
240640,2015,0.0,34,0.0
240640,2016,0.0,42,0.0
240640,2017,0.0,35,0.0
240640,2018,0.0,55,0.0
240640,2019,0.0,42,0.0
240650,2012,1.0,209,478.46889952153106
240650,2013,0.0,204,0.0
240650,2014,0.0,248,0.0
240650,2015,0.0,249,0.0
240650,2016,0.0,236,0.0
240650,2017,1.0,216,462.96296296296293
240650,2018,1.0,218,458.7155963302753
240650,2019,0.0,218,0.0
240660,2012,0.0,150,0.0
240660,2013,0.0,141,0.0
240660,2014,0.0,136,0.0
240660,2015,0.0,140,0.0
240660,2016,0.0,132,0.0
240660,2017,0.0,131,0.0
240660,2018,0.0,153,0.0
240660,2019,0.0,155,0.0
240670,2012,0.0,117,0.0
240670,2013,0.0,98,0.0
240670,2014,0.0,107,0.0
240670,2015,1.0,145,689.6551724137931
240670,2016,0.0,100,0.0
240670,2017,0.0,109,0.0
240670,2018,0.0,106,0.0
240670,2019,0.0,113,0.0
240680,2012,0.0,85,0.0
240680,2013,0.0,71,0.0
240680,2014,0.0,67,0.0
240680,2015,0.0,69,0.0
240680,2016,0.0,56,0.0
240680,2017,0.0,83,0.0
240680,2018,0.0,84,0.0
240680,2019,0.0,66,0.0
240690,2012,0.0,52,0.0
240690,2013,0.0,43,0.0
240690,2014,0.0,50,0.0
240690,2015,0.0,49,0.0
240690,2016,0.0,33,0.0
240690,2017,0.0,27,0.0
240690,2018,0.0,41,0.0
240690,2019,0.0,46,0.0
240700,2012,0.0,159,0.0
240700,2013,0.0,134,0.0
240700,2014,0.0,161,0.0
240700,2015,0.0,172,0.0
240700,2016,0.0,142,0.0
240700,2017,0.0,164,0.0
240700,2018,1.0,134,746.2686567164179
240700,2019,0.0,151,0.0
240710,2012,2.0,829,241.25452352231602
240710,2013,0.0,907,0.0
240710,2014,1.0,893,111.98208286674132
240710,2015,0.0,982,0.0
240710,2016,0.0,929,0.0
240710,2017,1.0,1052,95.05703422053232
240710,2018,0.0,1091,0.0
240710,2019,1.0,1007,99.30486593843098
240720,2012,0.0,255,0.0
240720,2013,0.0,176,0.0
240720,2014,1.0,459,217.86492374727672
240720,2015,0.0,426,0.0
240720,2016,0.0,354,0.0
240720,2017,0.0,335,0.0
240720,2018,0.0,317,0.0
240720,2019,0.0,318,0.0
240725,2012,0.0,61,0.0
240725,2013,0.0,61,0.0
240725,2014,0.0,51,0.0
240725,2015,0.0,54,0.0
240725,2016,0.0,56,0.0
240725,2017,0.0,44,0.0
240725,2018,0.0,53,0.0
240725,2019,0.0,56,0.0
240730,2012,0.0,89,0.0
240730,2013,0.0,81,0.0
240730,2014,0.0,88,0.0
240730,2015,0.0,106,0.0
240730,2016,0.0,80,0.0
240730,2017,0.0,102,0.0
240730,2018,0.0,109,0.0
240730,2019,0.0,103,0.0
240740,2012,0.0,71,0.0
240740,2013,1.0,90,1111.111111111111
240740,2014,0.0,101,0.0
240740,2015,0.0,76,0.0
240740,2016,0.0,87,0.0
240740,2017,0.0,89,0.0
240740,2018,0.0,99,0.0
240740,2019,0.0,106,0.0
240750,2012,0.0,126,0.0
240750,2013,0.0,154,0.0
240750,2014,0.0,158,0.0
240750,2015,0.0,156,0.0
240750,2016,0.0,139,0.0
240750,2017,0.0,128,0.0
240750,2018,0.0,136,0.0
240750,2019,0.0,132,0.0
240760,2012,0.0,48,0.0
240760,2013,0.0,47,0.0
240760,2014,0.0,51,0.0
240760,2015,0.0,52,0.0
240760,2016,0.0,52,0.0
240760,2017,0.0,62,0.0
240760,2018,0.0,54,0.0
240760,2019,0.0,54,0.0
240770,2012,0.0,131,0.0
240770,2013,0.0,158,0.0
240770,2014,0.0,142,0.0
240770,2015,1.0,175,571.4285714285714
240770,2016,0.0,146,0.0
240770,2017,0.0,174,0.0
240770,2018,0.0,179,0.0
240770,2019,0.0,166,0.0
240780,2012,0.0,266,0.0
240780,2013,0.0,300,0.0
240780,2014,0.0,297,0.0
240780,2015,0.0,277,0.0
240780,2016,0.0,297,0.0
240780,2017,0.0,281,0.0
240780,2018,0.0,287,0.0
240780,2019,0.0,263,0.0
240790,2012,0.0,34,0.0
240790,2013,0.0,32,0.0
240790,2014,0.0,33,0.0
240790,2015,0.0,42,0.0
240790,2016,0.0,48,0.0
240790,2017,0.0,42,0.0
240790,2018,0.0,47,0.0
240790,2019,0.0,49,0.0
240800,2012,3.0,3819,78.55459544383346
240800,2013,0.0,3975,0.0
240800,2014,3.0,3954,75.87253414264036
240800,2015,3.0,4056,73.96449704142012
240800,2016,1.0,3760,26.595744680851066
240800,2017,3.0,3941,76.12281146917026
240800,2018,1.0,3893,25.687130747495505
240800,2019,2.0,3700,54.054054054054056
240810,2012,6.0,12211,49.13602489558594
240810,2013,5.0,11840,42.22972972972973
240810,2014,6.0,11862,50.58168942842691
240810,2015,2.0,12239,16.341204346760357
240810,2016,6.0,11517,52.09690023443605
240810,2017,2.0,11493,17.401896806751935
240810,2018,4.0,12318,32.4728040266277
240810,2019,2.0,10640,18.79699248120301
240820,2012,0.0,357,0.0
240820,2013,1.0,349,286.5329512893983
240820,2014,0.0,380,0.0
240820,2015,0.0,393,0.0
240820,2016,1.0,405,246.91358024691357
240820,2017,0.0,399,0.0
240820,2018,0.0,384,0.0
240820,2019,0.0,362,0.0
240830,2012,0.0,494,0.0
240830,2013,1.0,479,208.76826722338203
240830,2014,0.0,478,0.0
240830,2015,0.0,492,0.0
240830,2016,0.0,460,0.0
240830,2017,0.0,497,0.0
240830,2018,0.0,500,0.0
240830,2019,0.0,492,0.0
240840,2012,0.0,48,0.0
240840,2013,0.0,37,0.0
240840,2014,0.0,52,0.0
240840,2015,0.0,42,0.0
240840,2016,0.0,20,0.0
240840,2017,0.0,36,0.0
240840,2018,0.0,38,0.0
240840,2019,0.0,36,0.0
240850,2012,0.0,63,0.0
240850,2013,0.0,59,0.0
240850,2014,0.0,54,0.0
240850,2015,0.0,59,0.0
240850,2016,0.0,60,0.0
240850,2017,0.0,61,0.0
240850,2018,0.0,49,0.0
240850,2019,0.0,49,0.0
240860,2012,0.0,48,0.0
240860,2013,0.0,54,0.0
240860,2014,0.0,53,0.0
240860,2015,0.0,71,0.0
240860,2016,0.0,62,0.0
240860,2017,0.0,60,0.0
240860,2018,0.0,48,0.0
240860,2019,0.0,46,0.0
240870,2012,0.0,40,0.0
240870,2013,0.0,44,0.0
240870,2014,0.0,56,0.0
240870,2015,0.0,44,0.0
240870,2016,0.0,37,0.0
240870,2017,0.0,43,0.0
240870,2018,0.0,49,0.0
240870,2019,0.0,50,0.0
240880,2012,0.0,75,0.0
240880,2013,0.0,94,0.0
240880,2014,0.0,76,0.0
240880,2015,0.0,64,0.0
240880,2016,0.0,94,0.0
240880,2017,0.0,83,0.0
240880,2018,0.0,107,0.0
240880,2019,0.0,112,0.0
240890,2012,0.0,347,0.0
240890,2013,0.0,325,0.0
240890,2014,0.0,323,0.0
240890,2015,0.0,362,0.0
240890,2016,0.0,311,0.0
240890,2017,0.0,279,0.0
240890,2018,0.0,274,0.0
240890,2019,0.0,261,0.0
240895,2012,1.0,181,552.4861878453038
240895,2013,0.0,160,0.0
240895,2014,0.0,158,0.0
240895,2015,0.0,162,0.0
240895,2016,0.0,154,0.0
240895,2017,0.0,177,0.0
240895,2018,0.0,185,0.0
240895,2019,0.0,159,0.0
240910,2012,1.0,177,564.9717514124294
240910,2013,0.0,175,0.0
240910,2014,0.0,165,0.0
240910,2015,0.0,166,0.0
240910,2016,0.0,146,0.0
240910,2017,0.0,155,0.0
240910,2018,0.0,156,0.0
240910,2019,0.0,148,0.0
240920,2012,0.0,45,0.0
240920,2013,0.0,51,0.0
240920,2014,0.0,41,0.0
240920,2015,0.0,42,0.0
240920,2016,0.0,40,0.0
240920,2017,0.0,46,0.0
240920,2018,0.0,33,0.0
240920,2019,0.0,40,0.0
240930,2012,0.0,130,0.0
240930,2013,0.0,182,0.0
240930,2014,0.0,140,0.0
240930,2015,0.0,143,0.0
240930,2016,0.0,162,0.0
240930,2017,0.0,140,0.0
240930,2018,0.0,129,0.0
240930,2019,0.0,121,0.0
240933,2012,0.0,44,0.0
240933,2013,0.0,44,0.0
240933,2014,0.0,61,0.0
240933,2015,0.0,89,0.0
240933,2016,0.0,71,0.0
240933,2017,0.0,68,0.0
240933,2018,0.0,64,0.0
240933,2019,0.0,73,0.0
240940,2012,0.0,384,0.0
240940,2013,0.0,389,0.0
240940,2014,0.0,410,0.0
240940,2015,0.0,475,0.0
240940,2016,0.0,393,0.0
240940,2017,0.0,413,0.0
240940,2018,0.0,560,0.0
240940,2019,1.0,368,271.7391304347826
240950,2012,0.0,56,0.0
240950,2013,0.0,54,0.0
240950,2014,0.0,59,0.0
240950,2015,0.0,59,0.0
240950,2016,0.0,46,0.0
240950,2017,0.0,52,0.0
240950,2018,0.0,54,0.0
240950,2019,1.0,58,1724.1379310344828
240960,2012,0.0,36,0.0
240960,2013,0.0,25,0.0
240960,2014,0.0,38,0.0
240960,2015,0.0,32,0.0
240960,2016,0.0,33,0.0
240960,2017,0.0,31,0.0
240960,2018,0.0,45,0.0
240960,2019,0.0,33,0.0
240970,2012,0.0,77,0.0
240970,2013,0.0,95,0.0
240970,2014,0.0,70,0.0
240970,2015,0.0,84,0.0
240970,2016,0.0,72,0.0
240970,2017,0.0,73,0.0
240970,2018,0.0,77,0.0
240970,2019,0.0,61,0.0
