CODMUNRES,ano_nasc,Qtd_1parto,Qtd_Total,Ratio
280240,2020,29.0,120,0.24166666666666667
280250,2012,15.0,46,0.32608695652173914
280250,2013,14.0,40,0.35
280250,2014,14.0,33,0.42424242424242425
280250,2015,21.0,36,0.5833333333333334
280250,2016,16.0,41,0.3902439024390244
280250,2017,19.0,50,0.38
280250,2018,15.0,40,0.375
280250,2019,21.0,51,0.4117647058823529
280250,2020,15.0,28,0.5357142857142857
280260,2012,16.0,90,0.17777777777777778
280260,2013,15.0,83,0.18072289156626506
280260,2014,10.0,68,0.14705882352941177
280260,2015,11.0,83,0.13253012048192772
280260,2016,9.0,88,0.10227272727272728
280260,2017,10.0,80,0.125
280260,2018,8.0,70,0.11428571428571428
280260,2019,7.0,74,0.0945945945945946
280260,2020,13.0,63,0.20634920634920634
280270,2012,48.0,142,0.3380281690140845
280270,2013,65.0,153,0.42483660130718953
280270,2014,43.0,126,0.3412698412698413
280270,2015,32.0,156,0.20512820512820512
280270,2016,25.0,131,0.19083969465648856
280270,2017,40.0,140,0.2857142857142857
280270,2018,45.0,147,0.30612244897959184
280270,2019,35.0,129,0.2713178294573643
280270,2020,46.0,144,0.3194444444444444
280280,2012,109.0,293,0.3720136518771331
280280,2013,49.0,285,0.17192982456140352
280280,2014,21.0,292,0.07191780821917808
280280,2015,31.0,271,0.11439114391143912
280280,2016,34.0,272,0.125
280280,2017,64.0,282,0.22695035460992907
280280,2018,57.0,292,0.1952054794520548
280280,2019,82.0,288,0.2847222222222222
280280,2020,38.0,283,0.13427561837455831
280290,2012,86.0,1412,0.060906515580736544
280290,2013,93.0,1444,0.06440443213296398
280290,2014,86.0,1465,0.05870307167235495
280290,2015,152.0,1390,0.1093525179856115
280290,2016,125.0,1271,0.0983477576711251
280290,2017,137.0,1364,0.10043988269794721
280290,2018,146.0,1494,0.09772423025435073
280290,2019,154.0,1457,0.10569663692518874
280290,2020,163.0,1338,0.1218236173393124
280300,2012,233.0,646,0.3606811145510836
280300,2013,152.0,637,0.23861852433281006
280300,2014,68.0,663,0.10256410256410256
280300,2015,101.0,638,0.15830721003134796
280300,2016,90.0,608,0.14802631578947367
280300,2017,158.0,612,0.2581699346405229
280300,2018,140.0,623,0.2247191011235955
280300,2019,169.0,572,0.29545454545454547
280300,2020,81.0,553,0.14647377938517178
280310,2012,13.0,60,0.21666666666666667
280310,2013,14.0,64,0.21875
280310,2014,14.0,55,0.2545454545454545
280310,2015,18.0,62,0.2903225806451613
280310,2016,9.0,59,0.15254237288135594
280310,2017,14.0,61,0.22950819672131148
280310,2018,21.0,57,0.3684210526315789
280310,2019,5.0,54,0.09259259259259259
280310,2020,15.0,57,0.2631578947368421
280320,2012,204.0,559,0.36493738819320215
280320,2013,211.0,508,0.4153543307086614
280320,2014,229.0,562,0.40747330960854095
280320,2015,207.0,530,0.3905660377358491
280320,2016,217.0,542,0.4003690036900369
280320,2017,233.0,577,0.4038128249566724
280320,2018,264.0,614,0.42996742671009774
280320,2019,181.0,497,0.3641851106639839
280320,2020,186.0,540,0.34444444444444444
280330,2012,97.0,252,0.38492063492063494
280330,2013,114.0,259,0.44015444015444016
280330,2014,128.0,289,0.4429065743944637
280330,2015,115.0,284,0.40492957746478875
280330,2016,94.0,219,0.4292237442922374
280330,2017,112.0,258,0.43410852713178294
280330,2018,98.0,226,0.4336283185840708
280330,2019,82.0,221,0.37104072398190047
280330,2020,72.0,215,0.33488372093023255
280340,2012,85.0,225,0.37777777777777777
280340,2013,78.0,216,0.3611111111111111
280340,2014,82.0,211,0.3886255924170616
280340,2015,66.0,234,0.28205128205128205
280340,2016,42.0,198,0.21212121212121213
280340,2017,53.0,203,0.26108374384236455
280340,2018,49.0,190,0.2578947368421053
280340,2019,60.0,207,0.2898550724637681
280340,2020,57.0,216,0.2638888888888889
280350,2012,111.0,1362,0.08149779735682819
280350,2013,153.0,1400,0.10928571428571429
280350,2014,156.0,1463,0.10663021189336978
280350,2015,287.0,1487,0.19300605245460659
280350,2016,204.0,1374,0.14847161572052403
280350,2017,628.0,1531,0.41018941868060094
280350,2018,662.0,1533,0.4318330071754729
280350,2019,617.0,1559,0.3957665169980757
280350,2020,596.0,1476,0.4037940379403794
280360,2012,203.0,469,0.43283582089552236
280360,2013,187.0,476,0.39285714285714285
280360,2014,194.0,446,0.4349775784753363
280360,2015,204.0,465,0.43870967741935485
280360,2016,189.0,428,0.441588785046729
280360,2017,184.0,453,0.40618101545253865
280360,2018,163.0,418,0.38995215311004783
280360,2019,143.0,375,0.38133333333333336
280360,2020,145.0,439,0.33029612756264237
280370,2012,6.0,116,0.05172413793103448
280370,2013,6.0,97,0.061855670103092786
280370,2014,4.0,119,0.03361344537815126
280370,2015,15.0,125,0.12
280370,2016,7.0,96,0.07291666666666667
280370,2017,7.0,72,0.09722222222222222
280370,2018,8.0,104,0.07692307692307693
280370,2019,6.0,94,0.06382978723404255
280370,2020,12.0,86,0.13953488372093023
280380,2012,21.0,54,0.3888888888888889
280380,2013,31.0,71,0.43661971830985913
280380,2014,24.0,71,0.3380281690140845
280380,2015,14.0,85,0.16470588235294117
280380,2016,17.0,70,0.24285714285714285
280380,2017,11.0,57,0.19298245614035087
280380,2018,13.0,62,0.20967741935483872
280380,2019,21.0,63,0.3333333333333333
280380,2020,11.0,71,0.15492957746478872
280390,2012,17.0,174,0.09770114942528736
280390,2013,15.0,166,0.09036144578313253
280390,2014,14.0,180,0.07777777777777778
280390,2015,18.0,199,0.09045226130653267
280390,2016,16.0,181,0.08839779005524862
280390,2017,10.0,176,0.056818181818181816
280390,2018,13.0,188,0.06914893617021277
280390,2019,14.0,171,0.08187134502923976
280390,2020,18.0,163,0.11042944785276074
280400,2012,109.0,323,0.33746130030959753
280400,2013,106.0,286,0.3706293706293706
280400,2014,110.0,291,0.37800687285223367
280400,2015,116.0,295,0.39322033898305087
280400,2016,115.0,260,0.4423076923076923
280400,2017,107.0,279,0.3835125448028674
280400,2018,112.0,273,0.41025641025641024
280400,2019,77.0,230,0.3347826086956522
280400,2020,83.0,248,0.3346774193548387
280410,2012,6.0,157,0.03821656050955414
280410,2013,6.0,146,0.0410958904109589
280410,2014,12.0,140,0.08571428571428572
280410,2015,6.0,132,0.045454545454545456
280410,2016,5.0,116,0.04310344827586207
280410,2017,9.0,105,0.08571428571428572
280410,2018,12.0,121,0.09917355371900827
280410,2019,14.0,131,0.10687022900763359
280410,2020,18.0,127,0.14173228346456693
280420,2012,20.0,227,0.0881057268722467
280420,2013,35.0,248,0.14112903225806453
280420,2014,25.0,247,0.10121457489878542
280420,2015,32.0,233,0.13733905579399142
280420,2016,12.0,224,0.05357142857142857
280420,2017,20.0,236,0.0847457627118644
280420,2018,34.0,268,0.12686567164179105
280420,2019,35.0,241,0.14522821576763487
280420,2020,22.0,248,0.08870967741935484
280430,2012,56.0,124,0.45161290322580644
280430,2013,47.0,150,0.31333333333333335
280430,2014,43.0,115,0.3739130434782609
280430,2015,24.0,106,0.22641509433962265
280430,2016,21.0,89,0.23595505617977527
280430,2017,30.0,105,0.2857142857142857
280430,2018,32.0,116,0.27586206896551724
280430,2019,43.0,112,0.38392857142857145
280430,2020,33.0,117,0.28205128205128205
280440,2012,96.0,268,0.3582089552238806
280440,2013,111.0,295,0.376271186440678
280440,2014,99.0,279,0.3548387096774194
280440,2015,85.0,308,0.275974025974026
280440,2016,72.0,278,0.2589928057553957
280440,2017,43.0,241,0.17842323651452283
280440,2018,58.0,269,0.21561338289962825
280440,2019,74.0,238,0.31092436974789917
280440,2020,63.0,212,0.2971698113207547
280445,2012,7.0,108,0.06481481481481481
280445,2013,10.0,150,0.06666666666666667
280445,2014,8.0,111,0.07207207207207207
280445,2015,10.0,97,0.10309278350515463
280445,2016,11.0,104,0.10576923076923077
280445,2017,11.0,104,0.10576923076923077
280445,2018,6.0,105,0.05714285714285714
280445,2019,9.0,101,0.0891089108910891
280445,2020,12.0,98,0.12244897959183673
280450,2012,81.0,580,0.1396551724137931
280450,2013,112.0,613,0.18270799347471453
280450,2014,86.0,561,0.1532976827094474
280450,2015,105.0,577,0.18197573656845753
280450,2016,83.0,539,0.15398886827458255
280450,2017,70.0,597,0.11725293132328309
280450,2018,67.0,583,0.11492281303602059
280450,2019,96.0,621,0.15458937198067632
280450,2020,76.0,604,0.12582781456953643
280460,2012,122.0,360,0.3388888888888889
280460,2013,131.0,386,0.3393782383419689
280460,2014,125.0,359,0.34818941504178275
280460,2015,144.0,396,0.36363636363636365
280460,2016,114.0,319,0.3573667711598746
280460,2017,116.0,344,0.3372093023255814
280460,2018,119.0,367,0.3242506811989101
280460,2019,116.0,336,0.34523809523809523
280460,2020,104.0,331,0.31419939577039274
280470,2012,25.0,64,0.390625
280470,2013,42.0,109,0.3853211009174312
280470,2014,32.0,92,0.34782608695652173
280470,2015,12.0,81,0.14814814814814814
280470,2016,8.0,97,0.08247422680412371
280470,2017,15.0,99,0.15151515151515152
280470,2018,10.0,72,0.1388888888888889
280470,2019,15.0,73,0.2054794520547945
280470,2020,16.0,67,0.23880597014925373
280480,2012,1173.0,2840,0.4130281690140845
280480,2013,1272.0,2992,0.42513368983957217
280480,2014,1221.0,2927,0.41715066621113767
280480,2015,1383.0,3217,0.42990363692881567
280480,2016,1359.0,3068,0.4429595827900913
280480,2017,1328.0,3235,0.4105100463678516
280480,2018,1226.0,3257,0.3764200184218606
280480,2019,1120.0,3032,0.36939313984168864
280480,2020,1049.0,3032,0.345976253298153
280490,2012,75.0,203,0.3694581280788177
280490,2013,84.0,249,0.3373493975903614
280490,2014,67.0,225,0.29777777777777775
280490,2015,59.0,234,0.25213675213675213
280490,2016,59.0,238,0.24789915966386555
280490,2017,47.0,235,0.2
280490,2018,57.0,235,0.2425531914893617
280490,2019,68.0,234,0.2905982905982906
280490,2020,49.0,211,0.23222748815165878
280500,2012,3.0,54,0.05555555555555555
280500,2013,3.0,46,0.06521739130434782
280500,2014,5.0,40,0.125
280500,2015,6.0,51,0.11764705882352941
280500,2016,1.0,39,0.02564102564102564
280500,2017,3.0,44,0.06818181818181818
280500,2018,2.0,43,0.046511627906976744
280500,2019,2.0,29,0.06896551724137931
280500,2020,2.0,41,0.04878048780487805
280510,2012,45.0,130,0.34615384615384615
280510,2013,23.0,115,0.2
280510,2014,6.0,106,0.05660377358490566
280510,2015,21.0,125,0.168
280510,2016,18.0,117,0.15384615384615385
280510,2017,39.0,124,0.31451612903225806
280510,2018,40.0,100,0.4
280510,2019,52.0,123,0.42276422764227645
280510,2020,25.0,112,0.22321428571428573
280520,2012,7.0,102,0.06862745098039216
280520,2013,3.0,94,0.031914893617021274
280520,2014,9.0,109,0.08256880733944955
280520,2015,13.0,89,0.14606741573033707
280520,2016,8.0,72,0.1111111111111111
280520,2017,12.0,76,0.15789473684210525
280520,2018,4.0,85,0.047058823529411764
280520,2019,6.0,79,0.0759493670886076
280520,2020,10.0,74,0.13513513513513514
280530,2012,58.0,150,0.38666666666666666
280530,2013,56.0,140,0.4
280530,2014,61.0,162,0.3765432098765432
280530,2015,59.0,150,0.3933333333333333
280530,2016,50.0,151,0.33112582781456956
280530,2017,66.0,166,0.39759036144578314
280530,2018,67.0,152,0.4407894736842105
280530,2019,49.0,128,0.3828125
280530,2020,46.0,142,0.323943661971831
280540,2012,66.0,530,0.12452830188679245
280540,2013,89.0,506,0.17588932806324112
280540,2014,65.0,485,0.13402061855670103
280540,2015,91.0,518,0.17567567567567569
280540,2016,81.0,480,0.16875
280540,2017,62.0,546,0.11355311355311355
280540,2018,72.0,572,0.1258741258741259
280540,2019,56.0,500,0.112
280540,2020,55.0,532,0.10338345864661654
280550,2012,28.0,304,0.09210526315789473
280550,2013,41.0,282,0.1453900709219858
280550,2014,39.0,283,0.13780918727915195
280550,2015,54.0,273,0.1978021978021978
280550,2016,66.0,270,0.24444444444444444
280550,2017,118.0,289,0.4083044982698962
280550,2018,127.0,291,0.436426116838488
280550,2019,134.0,318,0.42138364779874216
280550,2020,104.0,263,0.39543726235741444
280560,2012,79.0,453,0.17439293598233996
280560,2013,79.0,420,0.1880952380952381
280560,2014,82.0,412,0.19902912621359223
280560,2015,90.0,416,0.21634615384615385
280560,2016,84.0,350,0.24
280560,2017,71.0,387,0.1834625322997416
280560,2018,76.0,394,0.19289340101522842
280560,2019,83.0,402,0.2064676616915423
280560,2020,66.0,388,0.17010309278350516
280570,2012,168.0,439,0.3826879271070615
280570,2013,170.0,476,0.35714285714285715
280570,2014,164.0,463,0.3542116630669546
280570,2015,83.0,438,0.18949771689497716
280570,2016,89.0,473,0.18816067653276955
280570,2017,98.0,504,0.19444444444444445
280570,2018,77.0,481,0.1600831600831601
280570,2019,104.0,472,0.22033898305084745
280570,2020,75.0,432,0.1736111111111111
280580,2012,37.0,305,0.12131147540983607
280580,2013,43.0,325,0.13230769230769232
280580,2014,32.0,276,0.11594202898550725
280580,2015,46.0,266,0.17293233082706766
280580,2016,50.0,250,0.2
280580,2017,87.0,248,0.35080645161290325
280580,2018,113.0,241,0.46887966804979253
280580,2019,86.0,276,0.3115942028985507
280580,2020,87.0,230,0.3782608695652174
280590,2012,55.0,143,0.38461538461538464
280590,2013,66.0,158,0.4177215189873418
280590,2014,77.0,187,0.4117647058823529
280590,2015,67.0,207,0.32367149758454106
280590,2016,57.0,149,0.3825503355704698
280590,2017,64.0,165,0.3878787878787879
280590,2018,62.0,141,0.4397163120567376
280590,2019,62.0,168,0.36904761904761907
280590,2020,50.0,146,0.3424657534246575
280600,2012,15.0,236,0.0635593220338983
280600,2013,14.0,210,0.06666666666666667
280600,2014,16.0,212,0.07547169811320754
280600,2015,20.0,212,0.09433962264150944
280600,2016,20.0,166,0.12048192771084337
280600,2017,14.0,191,0.07329842931937172
280600,2018,24.0,192,0.125
280600,2019,19.0,191,0.09947643979057591
280600,2020,36.0,195,0.18461538461538463
280610,2012,66.0,171,0.38596491228070173
280610,2013,72.0,180,0.4
280610,2014,72.0,175,0.4114285714285714
280610,2015,63.0,158,0.3987341772151899
280610,2016,71.0,195,0.3641025641025641
280610,2017,76.0,183,0.41530054644808745
280610,2018,74.0,153,0.48366013071895425
280610,2019,58.0,157,0.36942675159235666
280610,2020,61.0,167,0.3652694610778443
280620,2012,52.0,256,0.203125
280620,2013,53.0,296,0.17905405405405406
280620,2014,41.0,264,0.1553030303030303
280620,2015,81.0,278,0.29136690647482016
280620,2016,73.0,276,0.2644927536231884
280620,2017,116.0,288,0.4027777777777778
280620,2018,122.0,278,0.43884892086330934
280620,2019,97.0,246,0.3943089430894309
280620,2020,107.0,259,0.41312741312741313
280630,2012,103.0,243,0.42386831275720166
280630,2013,44.0,234,0.18803418803418803
280630,2014,10.0,224,0.044642857142857144
280630,2015,13.0,205,0.06341463414634146
280630,2016,36.0,199,0.18090452261306533
280630,2017,55.0,235,0.23404255319148937
280630,2018,44.0,226,0.19469026548672566
280630,2019,50.0,223,0.2242152466367713
280630,2020,19.0,207,0.09178743961352658
280640,2012,42.0,105,0.4
280640,2013,47.0,125,0.376
280640,2014,38.0,110,0.34545454545454546
280640,2015,42.0,121,0.34710743801652894
280640,2016,33.0,106,0.3113207547169811
280640,2017,30.0,121,0.24793388429752067
280640,2018,33.0,110,0.3
280640,2019,30.0,99,0.30303030303030304
280640,2020,25.0,116,0.21551724137931033
280650,2012,18.0,62,0.2903225806451613
280650,2013,21.0,66,0.3181818181818182
280650,2014,26.0,88,0.29545454545454547
280650,2015,19.0,61,0.3114754098360656
280650,2016,22.0,72,0.3055555555555556
280650,2017,19.0,72,0.2638888888888889
280650,2018,24.0,54,0.4444444444444444
280650,2019,17.0,60,0.2833333333333333
280650,2020,19.0,68,0.27941176470588236
280660,2012,92.0,213,0.431924882629108
280660,2013,88.0,201,0.43781094527363185
280660,2014,87.0,191,0.45549738219895286
280660,2015,68.0,182,0.37362637362637363
280660,2016,64.0,175,0.3657142857142857
280660,2017,62.0,168,0.36904761904761907
280660,2018,64.0,165,0.3878787878787879
280660,2019,63.0,172,0.36627906976744184
280660,2020,60.0,156,0.38461538461538464
280670,2012,546.0,1343,0.40655249441548774
280670,2013,530.0,1326,0.3996983408748115
280670,2014,592.0,1371,0.43180160466812545
280670,2015,657.0,1514,0.43394980184940557
280670,2016,568.0,1330,0.4270676691729323
280670,2017,513.0,1323,0.3877551020408163
280670,2018,532.0,1380,0.3855072463768116
280670,2019,466.0,1288,0.36180124223602483
280670,2020,467.0,1272,0.3671383647798742
280680,2012,8.0,159,0.050314465408805034
280680,2013,4.0,138,0.028985507246376812
280680,2014,8.0,130,0.06153846153846154
280680,2015,18.0,160,0.1125
280680,2016,7.0,128,0.0546875
280680,2017,15.0,154,0.09740259740259741
280680,2018,13.0,154,0.08441558441558442
280680,2019,8.0,129,0.06201550387596899
280680,2020,9.0,114,0.07894736842105263
280690,2012,20.0,49,0.40816326530612246
280690,2013,9.0,44,0.20454545454545456
280690,2014,23.0,63,0.36507936507936506
280690,2015,13.0,53,0.24528301886792453
280690,2016,10.0,44,0.22727272727272727
280690,2017,7.0,56,0.125
280690,2018,6.0,31,0.1935483870967742
280690,2019,10.0,45,0.2222222222222222
280690,2020,7.0,54,0.12962962962962962
280700,2012,5.0,52,0.09615384615384616
280700,2013,5.0,65,0.07692307692307693
280700,2014,2.0,54,0.037037037037037035
280700,2015,2.0,52,0.038461538461538464
280700,2016,4.0,43,0.09302325581395349
280700,2017,5.0,51,0.09803921568627451
280700,2018,4.0,49,0.08163265306122448
280700,2019,2.0,44,0.045454545454545456
280700,2020,9.0,54,0.16666666666666666
280710,2012,63.0,590,0.10677966101694915
280710,2013,94.0,617,0.15235008103727715
280710,2014,69.0,569,0.12126537785588752
280710,2015,128.0,625,0.2048
280710,2016,117.0,601,0.194675540765391
280710,2017,269.0,596,0.4513422818791946
280710,2018,295.0,652,0.45245398773006135
280710,2019,269.0,691,0.38929088277858176
280710,2020,260.0,610,0.4262295081967213
280720,2012,46.0,108,0.42592592592592593
280720,2013,42.0,129,0.32558139534883723
280720,2014,39.0,116,0.33620689655172414
280720,2015,39.0,128,0.3046875
280720,2016,35.0,89,0.39325842696629215
280720,2017,48.0,114,0.42105263157894735
280720,2018,43.0,99,0.43434343434343436
280720,2019,50.0,132,0.3787878787878788
280720,2020,36.0,112,0.32142857142857145
280730,2012,15.0,57,0.2631578947368421
280730,2013,15.0,52,0.28846153846153844
280730,2014,15.0,51,0.29411764705882354
280730,2015,6.0,46,0.13043478260869565
280730,2016,4.0,35,0.11428571428571428
280730,2017,8.0,54,0.14814814814814814
280730,2018,15.0,56,0.26785714285714285
280730,2019,13.0,56,0.23214285714285715
280730,2020,13.0,47,0.2765957446808511
280740,2012,90.0,721,0.12482662968099861
280740,2013,101.0,697,0.1449067431850789
280740,2014,120.0,732,0.16393442622950818
280740,2015,155.0,659,0.23520485584218512
280740,2016,130.0,623,0.2086677367576244
280740,2017,295.0,698,0.42263610315186245
280740,2018,308.0,677,0.4549483013293944
280740,2019,276.0,721,0.3828016643550624
280740,2020,307.0,681,0.45080763582966227
280750,2012,77.0,205,0.375609756097561
280750,2013,47.0,194,0.2422680412371134
280750,2014,16.0,181,0.08839779005524862
280750,2015,29.0,192,0.15104166666666666
280750,2016,23.0,175,0.13142857142857142
280750,2017,45.0,192,0.234375
280750,2018,45.0,177,0.2542372881355932
280750,2019,56.0,189,0.2962962962962963
280750,2020,21.0,155,0.13548387096774195
280760,2012,140.0,405,0.345679012345679
280760,2013,116.0,418,0.27751196172248804
280760,2014,34.0,409,0.08312958435207823
280760,2015,43.0,364,0.11813186813186813
280760,2016,55.0,409,0.13447432762836187
280760,2017,118.0,410,0.28780487804878047
280760,2018,98.0,414,0.23671497584541062
280760,2019,94.0,345,0.27246376811594203
280760,2020,55.0,420,0.13095238095238096
290000,2012,3.0,9,0.3333333333333333
290000,2013,2.0,21,0.09523809523809523
290000,2014,3.0,29,0.10344827586206896
290000,2015,1.0,12,0.08333333333333333
290000,2016,3.0,14,0.21428571428571427
290000,2017,3.0,10,0.3
290000,2018,2.0,3,0.6666666666666666
290010,2012,19.0,53,0.3584905660377358
290010,2013,12.0,54,0.2222222222222222
290010,2014,3.0,49,0.061224489795918366
290010,2015,24.0,64,0.375
290010,2016,22.0,49,0.4489795918367347
290010,2017,14.0,44,0.3181818181818182
290010,2018,16.0,50,0.32
290010,2019,10.0,49,0.20408163265306123
290010,2020,6.0,46,0.13043478260869565
290020,2012,89.0,318,0.279874213836478
290020,2013,96.0,290,0.3310344827586207
290020,2014,110.0,318,0.34591194968553457
290020,2015,104.0,282,0.36879432624113473
290020,2016,105.0,258,0.4069767441860465
290020,2017,110.0,264,0.4166666666666667
290020,2018,115.0,296,0.3885135135135135
290020,2019,104.0,284,0.36619718309859156
290020,2020,121.0,318,0.3805031446540881
290030,2012,57.0,217,0.2626728110599078
290030,2013,29.0,201,0.14427860696517414
290030,2014,22.0,178,0.12359550561797752
290030,2015,38.0,182,0.2087912087912088
290030,2016,43.0,172,0.25
290030,2017,64.0,188,0.3404255319148936
290030,2018,78.0,186,0.41935483870967744
290030,2019,71.0,176,0.4034090909090909
290030,2020,74.0,159,0.46540880503144655
290035,2012,64.0,173,0.3699421965317919
290035,2013,57.0,168,0.3392857142857143
290035,2014,73.0,174,0.41954022988505746
290035,2015,69.0,149,0.46308724832214765
290035,2016,75.0,140,0.5357142857142857
290035,2017,79.0,175,0.4514285714285714
290035,2018,81.0,163,0.49693251533742333
290035,2019,82.0,161,0.5093167701863354
290035,2020,63.0,143,0.4405594405594406
290040,2012,11.0,150,0.07333333333333333
290040,2013,19.0,184,0.10326086956521739
290040,2014,23.0,179,0.12849162011173185
290040,2015,24.0,190,0.12631578947368421
290040,2016,29.0,174,0.16666666666666666
290040,2017,50.0,170,0.29411764705882354
290040,2018,57.0,155,0.36774193548387096
290040,2019,50.0,137,0.36496350364963503
290040,2020,45.0,127,0.3543307086614173
290050,2012,2.0,138,0.014492753623188406
290050,2013,0.0,94,0.0
290050,2014,2.0,110,0.01818181818181818
290050,2015,43.0,95,0.45263157894736844
290050,2016,55.0,118,0.4661016949152542
290050,2017,50.0,108,0.46296296296296297
290050,2018,45.0,113,0.39823008849557523
290050,2019,41.0,98,0.41836734693877553
290050,2020,48.0,108,0.4444444444444444
290060,2012,11.0,59,0.1864406779661017
290060,2013,9.0,50,0.18
290060,2014,7.0,48,0.14583333333333334
290060,2015,13.0,50,0.26
290060,2016,11.0,59,0.1864406779661017
290060,2017,10.0,68,0.14705882352941177
290060,2018,1.0,48,0.020833333333333332
290060,2019,5.0,59,0.0847457627118644
290060,2020,7.0,44,0.1590909090909091
290070,2012,881.0,2217,0.39738385205232296
290070,2013,757.0,2243,0.3374944271065537
290070,2014,969.0,2357,0.41111582520152734
290070,2015,1148.0,2440,0.4704918032786885
290070,2016,1098.0,2428,0.45222405271828664
290070,2017,1111.0,2391,0.4646591384358009
290070,2018,1076.0,2369,0.4542000844238075
290070,2019,934.0,2138,0.4368568755846586
290070,2020,952.0,2136,0.44569288389513106
290080,2012,90.0,290,0.3103448275862069
290080,2013,103.0,295,0.34915254237288135
290080,2014,109.0,305,0.35737704918032787
290080,2015,72.0,283,0.254416961130742
290080,2016,37.0,299,0.12374581939799331
290080,2017,29.0,293,0.09897610921501707
290080,2018,126.0,318,0.39622641509433965
290080,2019,91.0,294,0.30952380952380953
290080,2020,126.0,333,0.3783783783783784
290090,2012,34.0,68,0.5
290090,2013,37.0,77,0.4805194805194805
290090,2014,23.0,68,0.3382352941176471
290090,2015,32.0,74,0.43243243243243246
290090,2016,29.0,73,0.3972602739726027
290090,2017,36.0,76,0.47368421052631576
290090,2018,20.0,51,0.39215686274509803
290090,2019,26.0,55,0.4727272727272727
290090,2020,23.0,59,0.3898305084745763
290100,2012,81.0,519,0.15606936416184972
290100,2013,146.0,457,0.31947483588621445
290100,2014,111.0,454,0.2444933920704846
290100,2015,91.0,426,0.2136150234741784
290100,2016,194.0,462,0.4199134199134199
290100,2017,210.0,462,0.45454545454545453
290100,2018,216.0,477,0.4528301886792453
290100,2019,199.0,445,0.44719101123595506
290100,2020,157.0,459,0.3420479302832244
290110,2012,15.0,278,0.0539568345323741
290110,2013,9.0,287,0.0313588850174216
290110,2014,20.0,285,0.07017543859649122
290110,2015,40.0,270,0.14814814814814814
290110,2016,30.0,228,0.13157894736842105
290110,2017,51.0,222,0.22972972972972974
290110,2018,63.0,186,0.3387096774193548
290110,2019,65.0,197,0.3299492385786802
290110,2020,32.0,175,0.18285714285714286
290115,2012,51.0,215,0.2372093023255814
290115,2013,49.0,202,0.24257425742574257
290115,2014,84.0,262,0.32061068702290074
290115,2015,82.0,217,0.3778801843317972
290115,2016,90.0,252,0.35714285714285715
290115,2017,78.0,233,0.33476394849785407
290115,2018,88.0,219,0.4018264840182648
290115,2019,81.0,203,0.39901477832512317
290115,2020,74.0,209,0.35406698564593303
290120,2012,101.0,239,0.4225941422594142
290120,2013,112.0,233,0.48068669527896996
290120,2014,130.0,280,0.4642857142857143
290120,2015,116.0,250,0.464
290120,2016,97.0,228,0.42543859649122806
290120,2017,104.0,213,0.48826291079812206
290120,2018,108.0,214,0.5046728971962616
290120,2019,108.0,226,0.4778761061946903
290120,2020,92.0,241,0.3817427385892116
290130,2012,54.0,196,0.2755102040816326
290130,2013,45.0,174,0.25862068965517243
290130,2014,67.0,162,0.41358024691358025
290130,2015,62.0,184,0.33695652173913043
290130,2016,61.0,145,0.4206896551724138
290130,2017,84.0,176,0.4772727272727273
290130,2018,90.0,193,0.46632124352331605
290130,2019,93.0,201,0.4626865671641791
290130,2020,89.0,180,0.49444444444444446
290135,2012,10.0,197,0.050761421319796954
290135,2013,8.0,158,0.05063291139240506
290135,2014,8.0,168,0.047619047619047616
290135,2015,10.0,160,0.0625
290135,2016,15.0,177,0.0847457627118644
290135,2017,20.0,192,0.10416666666666667
290135,2018,37.0,228,0.16228070175438597
290135,2019,23.0,177,0.12994350282485875
290135,2020,70.0,177,0.3954802259887006
290140,2012,85.0,192,0.4427083333333333
290140,2013,76.0,233,0.3261802575107296
290140,2014,56.0,189,0.2962962962962963
290140,2015,55.0,189,0.291005291005291
290140,2016,42.0,193,0.21761658031088082
290140,2017,62.0,172,0.36046511627906974
290140,2018,79.0,184,0.42934782608695654
290140,2019,90.0,190,0.47368421052631576
290140,2020,84.0,184,0.45652173913043476
290150,2012,0.0,101,0.0
290150,2013,1.0,89,0.011235955056179775
290150,2014,4.0,92,0.043478260869565216
290150,2015,7.0,95,0.07368421052631578
290150,2016,10.0,80,0.125
290150,2017,8.0,82,0.0975609756097561
290150,2018,26.0,79,0.3291139240506329
290150,2019,8.0,44,0.18181818181818182
290150,2020,8.0,53,0.1509433962264151
290160,2012,70.0,153,0.45751633986928103
290160,2013,63.0,137,0.45985401459854014
290160,2014,87.0,160,0.54375
290160,2015,62.0,126,0.49206349206349204
290160,2016,62.0,142,0.43661971830985913
290160,2017,75.0,140,0.5357142857142857
290160,2018,71.0,146,0.4863013698630137
290160,2019,58.0,133,0.43609022556390975
290160,2020,73.0,153,0.477124183006536
290170,2012,2.0,175,0.011428571428571429
290170,2013,3.0,162,0.018518518518518517
290170,2014,8.0,188,0.0425531914893617
290170,2015,9.0,140,0.06428571428571428
290170,2016,7.0,136,0.051470588235294115
290170,2017,30.0,137,0.21897810218978103
290170,2018,38.0,122,0.3114754098360656
290170,2019,28.0,99,0.2828282828282828
290170,2020,25.0,141,0.1773049645390071
290180,2012,1.0,119,0.008403361344537815
290180,2013,32.0,151,0.2119205298013245
290180,2014,20.0,110,0.18181818181818182
290180,2015,4.0,97,0.041237113402061855
290180,2016,13.0,116,0.11206896551724138
290180,2017,37.0,165,0.22424242424242424
290180,2018,66.0,166,0.39759036144578314
