CODMUNRES,ano_nasc,Qtd_Mais_de_5_Consultas_Pre_Natal,Qtd_Total,Ratio
110000,2012,2,2,1.0
110000,2013,0,16,0.0
110000,2014,1,4,0.25
110000,2015,3,4,0.75
110000,2016,2,2,1.0
110000,2018,0,2,0.0
110000,2019,0,1,0.0
110001,2012,306,386,0.7927461139896373
110001,2013,0,382,0.0
110001,2014,278,341,0.8152492668621701
110001,2015,297,373,0.7962466487935657
110001,2016,269,326,0.8251533742331288
110001,2017,288,354,0.8135593220338984
110001,2018,344,408,0.8431372549019608
110001,2019,306,367,0.8337874659400545
110001,2020,274,333,0.8228228228228228
110002,2012,1017,1339,0.7595220313666916
110002,2013,0,1654,0.0
110002,2014,1160,1647,0.7043108682452944
110002,2015,954,1783,0.5350532809871004
110002,2016,210,1662,0.1263537906137184
110002,2017,181,1724,0.10498839907192575
110002,2018,1076,1682,0.6397146254458977
110002,2019,1451,1729,0.8392134181607865
110002,2020,1280,1507,0.8493696084936961
110003,2012,38,64,0.59375
110003,2013,0,74,0.0
110003,2014,52,75,0.6933333333333334
110003,2015,71,86,0.8255813953488372
110003,2016,61,73,0.8356164383561644
110003,2017,52,67,0.7761194029850746
110003,2018,76,82,0.926829268292683
110003,2019,77,80,0.9625
110003,2020,68,69,0.9855072463768116
110004,2012,946,1201,0.787676935886761
110004,2013,0,1185,0.0
110004,2014,1017,1307,0.7781178270849273
110004,2015,1128,1360,0.8294117647058824
110004,2016,1147,1338,0.8572496263079222
110004,2017,1255,1452,0.8643250688705234
110004,2018,1259,1446,0.8706777316735823
110004,2019,1187,1374,0.863901018922853
110004,2020,1156,1325,0.8724528301886793
110005,2012,140,245,0.5714285714285714
110005,2013,0,271,0.0
110005,2014,184,250,0.736
110005,2015,235,277,0.8483754512635379
110005,2016,223,263,0.8479087452471483
110005,2017,240,277,0.8664259927797834
110005,2018,230,264,0.8712121212121212
110005,2019,206,237,0.869198312236287
110005,2020,238,269,0.8847583643122676
110006,2012,91,214,0.4252336448598131
110006,2013,0,256,0.0
110006,2014,236,273,0.8644688644688645
110006,2015,215,251,0.8565737051792829
110006,2016,201,223,0.9013452914798207
110006,2017,223,243,0.9176954732510288
110006,2018,202,235,0.8595744680851064
110006,2019,186,214,0.8691588785046729
110006,2020,185,203,0.9113300492610837
110007,2012,54,116,0.46551724137931033
110007,2013,0,116,0.0
110007,2014,90,125,0.72
110007,2015,96,111,0.8648648648648649
110007,2016,114,139,0.8201438848920863
110007,2017,78,87,0.896551724137931
110007,2018,114,129,0.8837209302325582
110007,2019,118,127,0.9291338582677166
110007,2020,97,107,0.9065420560747663
110008,2012,155,234,0.6623931623931624
110008,2013,0,234,0.0
110008,2014,217,267,0.8127340823970037
110008,2015,203,245,0.8285714285714286
110008,2016,162,213,0.7605633802816901
110008,2017,182,216,0.8425925925925926
110008,2018,217,246,0.8821138211382114
110008,2019,204,233,0.8755364806866953
110008,2020,152,190,0.8
110009,2012,367,476,0.7710084033613446
110009,2013,0,463,0.0
110009,2014,387,496,0.780241935483871
110009,2015,457,548,0.833941605839416
110009,2016,387,486,0.7962962962962963
110009,2017,443,533,0.8311444652908068
110009,2018,374,476,0.7857142857142857
110009,2019,364,450,0.8088888888888889
110009,2020,387,471,0.821656050955414
110010,2012,228,940,0.2425531914893617
110010,2013,0,879,0.0
110010,2014,473,923,0.5124593716143012
110010,2015,476,831,0.5728038507821901
110010,2016,447,884,0.505656108597285
110010,2017,394,842,0.4679334916864608
110010,2018,464,926,0.5010799136069114
110010,2019,420,781,0.5377720870678617
110010,2020,364,858,0.42424242424242425
110011,2012,580,808,0.7178217821782178
110011,2013,0,914,0.0
110011,2014,712,867,0.8212226066897347
110011,2015,648,788,0.8223350253807107
110011,2016,670,807,0.8302354399008675
110011,2017,710,846,0.8392434988179669
110011,2018,828,911,0.9088913282107574
110011,2019,812,881,0.9216799091940976
110011,2020,798,892,0.8946188340807175
110012,2012,1462,2075,0.704578313253012
110012,2013,0,1971,0.0
110012,2014,1425,1956,0.7285276073619632
110012,2015,1653,2094,0.7893982808022922
110012,2016,1608,1976,0.8137651821862348
110012,2017,1713,2050,0.8356097560975609
110012,2018,1962,2278,0.8612818261633012
110012,2019,1901,2182,0.8712190650779101
110012,2020,1858,2133,0.8710736052508204
110013,2012,409,542,0.7546125461254612
110013,2013,0,514,0.0
110013,2014,383,507,0.7554240631163708
110013,2015,363,480,0.75625
110013,2016,229,398,0.5753768844221105
110013,2017,243,449,0.5412026726057907
110013,2018,415,517,0.8027079303675049
110013,2019,416,500,0.832
110013,2020,476,561,0.8484848484848485
110014,2012,211,271,0.7785977859778598
110014,2013,0,278,0.0
110014,2014,212,254,0.8346456692913385
110014,2015,213,256,0.83203125
110014,2016,222,276,0.8043478260869565
110014,2017,187,224,0.8348214285714286
110014,2018,248,290,0.8551724137931035
110014,2019,238,261,0.9118773946360154
110014,2020,190,230,0.8260869565217391
110015,2012,418,647,0.6460587326120556
110015,2013,0,639,0.0
110015,2014,549,674,0.814540059347181
110015,2015,655,767,0.8539765319426337
110015,2016,502,582,0.8625429553264605
110015,2017,494,578,0.8546712802768166
110015,2018,506,614,0.8241042345276873
110015,2019,558,631,0.884310618066561
110015,2020,526,600,0.8766666666666667
110018,2012,448,553,0.810126582278481
110018,2013,0,581,0.0
110018,2014,488,597,0.8174204355108877
110018,2015,491,594,0.8265993265993266
110018,2016,503,601,0.8369384359400999
110018,2017,533,615,0.8666666666666667
110018,2018,556,651,0.8540706605222734
110018,2019,528,616,0.8571428571428571
110018,2020,503,579,0.8687392055267703
110020,2012,5360,8941,0.5994855161615031
110020,2013,0,8927,0.0
110020,2014,4025,9130,0.4408543263964951
110020,2015,5703,9093,0.627185747278126
110020,2016,5616,8611,0.6521890605040065
110020,2017,5890,8800,0.6693181818181818
110020,2018,5947,8752,0.6795018281535649
110020,2019,5712,8437,0.6770178973568804
110020,2020,5171,7893,0.6551374635753199
110025,2012,158,243,0.6502057613168725
110025,2013,0,258,0.0
110025,2014,245,289,0.8477508650519031
110025,2015,219,262,0.8358778625954199
110025,2016,228,276,0.8260869565217391
110025,2017,252,289,0.8719723183391004
110025,2018,252,294,0.8571428571428571
110025,2019,271,304,0.8914473684210527
110025,2020,232,259,0.8957528957528957
110026,2012,31,41,0.7560975609756098
110026,2013,0,38,0.0
110026,2014,27,36,0.75
110026,2015,15,36,0.4166666666666667
110026,2016,10,35,0.2857142857142857
110026,2017,5,49,0.10204081632653061
110026,2018,35,46,0.7608695652173914
110026,2019,41,50,0.82
110026,2020,39,48,0.8125
110028,2012,738,927,0.7961165048543689
110028,2013,0,879,0.0
110028,2014,713,947,0.7529039070749736
110028,2015,765,936,0.8173076923076923
110028,2016,688,855,0.8046783625730994
110028,2017,795,963,0.8255451713395638
110028,2018,753,900,0.8366666666666667
110028,2019,781,927,0.8425026968716289
110028,2020,742,877,0.8460661345496009
110029,2012,91,118,0.7711864406779662
110029,2013,0,98,0.0
110029,2014,91,103,0.883495145631068
110029,2015,100,109,0.9174311926605505
110029,2016,98,114,0.8596491228070176
110029,2017,100,112,0.8928571428571429
110029,2018,92,103,0.8932038834951457
110029,2019,88,99,0.8888888888888888
110029,2020,87,99,0.8787878787878788
110030,2012,821,1269,0.6469661150512215
110030,2013,0,1388,0.0
110030,2014,1118,1418,0.7884344146685472
110030,2015,1313,1535,0.8553745928338762
110030,2016,1190,1427,0.833917309039944
110030,2017,1245,1465,0.8498293515358362
110030,2018,1334,1557,0.8567758509955041
110030,2019,1395,1590,0.8773584905660378
110030,2020,1342,1553,0.8641339343206696
110032,2012,265,313,0.8466453674121406
110032,2013,0,355,0.0
110032,2014,308,364,0.8461538461538461
110032,2015,240,311,0.7717041800643086
110032,2016,284,337,0.8427299703264095
110032,2017,332,372,0.8924731182795699
110032,2018,338,391,0.8644501278772379
110032,2019,302,353,0.8555240793201133
110032,2020,283,363,0.7796143250688705
110033,2012,184,383,0.4804177545691906
110033,2013,0,416,0.0
110033,2014,266,425,0.6258823529411764
110033,2015,284,404,0.7029702970297029
110033,2016,295,411,0.7177615571776156
110033,2017,329,487,0.675564681724846
110033,2018,342,482,0.7095435684647303
110033,2019,310,432,0.7175925925925926
110033,2020,301,423,0.7115839243498818
110034,2012,89,189,0.4708994708994709
110034,2013,0,220,0.0
110034,2014,146,184,0.7934782608695652
110034,2015,143,200,0.715
110034,2016,133,166,0.8012048192771084
110034,2017,151,178,0.848314606741573
110034,2018,149,162,0.9197530864197531
110034,2019,173,205,0.8439024390243902
110034,2020,165,210,0.7857142857142857
110037,2012,166,189,0.8783068783068783
110037,2013,0,163,0.0
110037,2014,143,172,0.8313953488372093
110037,2015,133,149,0.8926174496644296
110037,2016,149,168,0.8869047619047619
110037,2017,154,172,0.8953488372093024
110037,2018,140,160,0.875
110037,2019,137,154,0.8896103896103896
110037,2020,128,146,0.8767123287671232
110040,2012,155,194,0.7989690721649485
110040,2013,0,211,0.0
110040,2014,200,254,0.7874015748031497
110040,2015,155,247,0.6275303643724697
110040,2016,45,220,0.20454545454545456
110040,2017,41,242,0.16942148760330578
110040,2018,141,219,0.6438356164383562
110040,2019,197,226,0.8716814159292036
110040,2020,194,218,0.8899082568807339
110045,2012,462,555,0.8324324324324325
110045,2013,0,598,0.0
110045,2014,502,620,0.8096774193548387
