CODMUNRES,ano_nasc,Qtd_Mais_de_5_Consultas_Pre_Natal,Qtd_Total,Ratio
110045,2015,518,608,0.8519736842105263
110045,2016,499,624,0.7996794871794872
110045,2017,513,632,0.8117088607594937
110045,2018,538,617,0.8719611021069692
110045,2019,523,583,0.8970840480274442
110045,2020,440,508,0.8661417322834646
110050,2012,108,125,0.864
110050,2013,0,122,0.0
110050,2014,77,93,0.8279569892473119
110050,2015,96,109,0.8807339449541285
110050,2016,84,95,0.8842105263157894
110050,2017,77,91,0.8461538461538461
110050,2018,99,111,0.8918918918918919
110050,2019,83,98,0.8469387755102041
110050,2020,67,78,0.8589743589743589
110060,2012,52,61,0.8524590163934426
110060,2013,0,63,0.0
110060,2014,42,58,0.7241379310344828
110060,2015,37,72,0.5138888888888888
110060,2016,11,67,0.16417910447761194
110060,2017,16,71,0.22535211267605634
110060,2018,58,80,0.725
110060,2019,62,75,0.8266666666666667
110060,2020,59,70,0.8428571428571429
110070,2012,133,164,0.8109756097560976
110070,2013,0,183,0.0
110070,2014,155,181,0.856353591160221
110070,2015,115,156,0.7371794871794872
110070,2016,119,162,0.7345679012345679
110070,2017,115,174,0.6609195402298851
110070,2018,155,195,0.7948717948717948
110070,2019,144,166,0.8674698795180723
110070,2020,155,173,0.8959537572254336
110080,2012,268,430,0.6232558139534884
110080,2013,0,405,0.0
110080,2014,181,296,0.6114864864864865
110080,2015,221,323,0.6842105263157895
110080,2016,256,372,0.6881720430107527
110080,2017,267,397,0.672544080604534
110080,2018,312,421,0.7410926365795725
110080,2019,249,337,0.7388724035608308
110080,2020,239,344,0.6947674418604651
110090,2012,42,53,0.7924528301886793
110090,2013,0,36,0.0
110090,2014,38,46,0.8260869565217391
110090,2015,42,52,0.8076923076923077
110090,2016,46,55,0.8363636363636363
110090,2017,33,39,0.8461538461538461
110090,2018,51,56,0.9107142857142857
110090,2019,28,32,0.875
110090,2020,35,37,0.9459459459459459
110092,2012,63,118,0.5338983050847458
110092,2013,0,158,0.0
110092,2014,124,158,0.7848101265822784
110092,2015,127,154,0.8246753246753247
110092,2016,126,153,0.8235294117647058
110092,2017,143,169,0.8461538461538461
110092,2018,141,181,0.7790055248618785
110092,2019,123,162,0.7592592592592593
110092,2020,122,162,0.7530864197530864
110094,2012,105,161,0.6521739130434783
110094,2013,0,203,0.0
110094,2014,165,240,0.6875
110094,2015,172,274,0.6277372262773723
110094,2016,104,241,0.4315352697095436
110094,2017,76,209,0.36363636363636365
110094,2018,159,229,0.6943231441048034
110094,2019,173,205,0.8439024390243902
110094,2020,205,246,0.8333333333333334
110100,2012,107,133,0.8045112781954887
110100,2013,0,116,0.0
110100,2014,105,124,0.8467741935483871
110100,2015,116,132,0.8787878787878788
110100,2016,103,112,0.9196428571428571
110100,2017,95,109,0.8715596330275229
110100,2018,121,133,0.9097744360902256
110100,2019,103,112,0.9196428571428571
110100,2020,80,86,0.9302325581395349
110110,2012,72,114,0.631578947368421
110110,2013,0,123,0.0
110110,2014,76,97,0.7835051546391752
110110,2015,82,112,0.7321428571428571
110110,2016,93,129,0.7209302325581395
110110,2017,73,95,0.7684210526315789
110110,2018,73,92,0.7934782608695652
110110,2019,93,109,0.8532110091743119
110110,2020,100,119,0.8403361344537815
110120,2012,89,100,0.89
110120,2013,0,104,0.0
110120,2014,100,107,0.9345794392523364
110120,2015,84,93,0.9032258064516129
110120,2016,89,93,0.956989247311828
110120,2017,84,100,0.84
110120,2018,78,92,0.8478260869565217
110120,2019,72,84,0.8571428571428571
110120,2020,68,74,0.918918918918919
110130,2012,96,148,0.6486486486486487
110130,2013,0,122,0.0
110130,2014,118,137,0.8613138686131386
110130,2015,157,179,0.8770949720670391
110130,2016,132,148,0.8918918918918919
110130,2017,140,156,0.8974358974358975
110130,2018,147,160,0.91875
110130,2019,152,164,0.926829268292683
110130,2020,145,168,0.8630952380952381
110140,2012,140,170,0.8235294117647058
110140,2013,0,223,0.0
110140,2014,174,204,0.8529411764705882
110140,2015,161,240,0.6708333333333333
110140,2016,82,173,0.47398843930635837
110140,2017,95,200,0.475
110140,2018,170,220,0.7727272727272727
110140,2019,168,199,0.8442211055276382
110140,2020,146,167,0.874251497005988
110143,2012,65,99,0.6565656565656566
110143,2013,0,82,0.0
110143,2014,103,110,0.9363636363636364
110143,2015,53,73,0.726027397260274
110143,2016,72,90,0.8
110143,2017,76,94,0.8085106382978723
110143,2018,79,87,0.9080459770114943
110143,2019,98,104,0.9423076923076923
110143,2020,80,87,0.9195402298850575
110145,2012,50,63,0.7936507936507936
110145,2013,0,55,0.0
110145,2014,42,49,0.8571428571428571
110145,2015,52,54,0.9629629629629629
110145,2016,45,50,0.9
110145,2017,46,51,0.9019607843137255
110145,2018,46,53,0.8679245283018868
110145,2019,33,44,0.75
110145,2020,42,59,0.711864406779661
110146,2012,15,51,0.29411764705882354
110146,2013,0,42,0.0
110146,2014,25,37,0.6756756756756757
110146,2015,35,52,0.6730769230769231
110146,2016,25,34,0.7352941176470589
110146,2017,39,52,0.75
110146,2018,35,52,0.6730769230769231
110146,2019,32,40,0.8
110146,2020,34,39,0.8717948717948718
110147,2012,36,43,0.8372093023255814
110147,2013,0,39,0.0
110147,2014,42,47,0.8936170212765957
110147,2015,31,40,0.775
110147,2016,51,56,0.9107142857142857
110147,2017,60,63,0.9523809523809523
110147,2018,35,38,0.9210526315789473
110147,2019,41,43,0.9534883720930233
110147,2020,33,38,0.868421052631579
110148,2012,58,64,0.90625
110148,2013,0,61,0.0
110148,2014,47,59,0.7966101694915254
110148,2015,67,73,0.9178082191780822
110148,2016,47,54,0.8703703703703703
110148,2017,64,75,0.8533333333333334
110148,2018,48,54,0.8888888888888888
110148,2019,52,54,0.9629629629629629
110148,2020,55,65,0.8461538461538461
110149,2012,126,246,0.5121951219512195
110149,2013,0,266,0.0
110149,2014,265,308,0.8603896103896104
110149,2015,269,319,0.8432601880877743
110149,2016,260,305,0.8524590163934426
110149,2017,287,333,0.8618618618618619
110149,2018,297,327,0.908256880733945
110149,2019,272,303,0.8976897689768977
110149,2020,247,266,0.9285714285714286
110150,2012,155,190,0.8157894736842105
110150,2013,0,184,0.0
110150,2014,149,170,0.8764705882352941
110150,2015,167,188,0.8882978723404256
110150,2016,163,171,0.9532163742690059
110150,2017,174,188,0.925531914893617
110150,2018,141,154,0.9155844155844156
110150,2019,152,168,0.9047619047619048
110150,2020,147,162,0.9074074074074074
110155,2012,38,57,0.6666666666666666
110155,2013,0,80,0.0
110155,2014,63,69,0.9130434782608695
110155,2015,61,71,0.8591549295774648
110155,2016,47,59,0.7966101694915254
110155,2017,52,58,0.896551724137931
110155,2018,55,60,0.9166666666666666
110155,2019,60,64,0.9375
110155,2020,38,42,0.9047619047619048
110160,2012,99,133,0.7443609022556391
110160,2013,0,106,0.0
110160,2014,104,125,0.832
110160,2015,96,107,0.897196261682243
110160,2016,112,131,0.8549618320610687
110160,2017,123,146,0.8424657534246576
110160,2018,117,131,0.8931297709923665
110160,2019,84,97,0.865979381443299
110160,2020,103,115,0.8956521739130435
110170,2012,98,146,0.6712328767123288
110170,2013,0,150,0.0
110170,2014,105,122,0.860655737704918
110170,2015,113,138,0.8188405797101449
110170,2016,123,151,0.8145695364238411
110170,2017,114,150,0.76
110170,2018,119,139,0.8561151079136691
110170,2019,151,170,0.888235294117647
110170,2020,125,143,0.8741258741258742
110175,2012,60,86,0.6976744186046512
110175,2013,0,89,0.0
110175,2014,104,128,0.8125
110175,2015,82,106,0.7735849056603774
110175,2016,97,110,0.8818181818181818
110175,2017,74,86,0.8604651162790697
110175,2018,84,91,0.9230769230769231
110175,2019,83,93,0.8924731182795699
110175,2020,69,72,0.9583333333333334
110180,2012,64,83,0.7710843373493976
110180,2013,0,107,0.0
110180,2014,73,90,0.8111111111111111
110180,2015,53,63,0.8412698412698413
110180,2016,78,98,0.7959183673469388
110180,2017,61,79,0.7721518987341772
110180,2018,82,95,0.8631578947368421
110180,2019,70,81,0.8641975308641975
110180,2020,53,62,0.8548387096774194
120000,2012,1,1,1.0
120001,2012,153,253,0.6047430830039525
120001,2013,0,258,0.0
120001,2014,196,269,0.7286245353159851
120001,2015,169,217,0.7788018433179723
120001,2016,169,222,0.7612612612612613
120001,2017,178,256,0.6953125
120001,2018,171,216,0.7916666666666666
120001,2019,196,257,0.7626459143968871
120001,2020,173,237,0.729957805907173
120005,2012,76,219,0.3470319634703196
120005,2013,0,213,0.0
120005,2014,90,196,0.45918367346938777
120005,2015,97,238,0.40756302521008403
120005,2016,101,190,0.531578947368421
120005,2017,102,248,0.4112903225806452
120005,2018,110,264,0.4166666666666667
120005,2019,95,266,0.35714285714285715
120005,2020,86,215,0.4
120010,2012,295,505,0.5841584158415841
120010,2013,0,530,0.0
120010,2014,279,547,0.5100548446069469
120010,2015,336,531,0.632768361581921
120010,2016,327,490,0.6673469387755102
120010,2017,386,570,0.6771929824561403
120010,2018,396,540,0.7333333333333333
120010,2019,387,540,0.7166666666666667
120010,2020,334,527,0.6337760910815939
120013,2012,133,198,0.6717171717171717
120013,2013,0,202,0.0
120013,2014,162,242,0.6694214876033058
120013,2015,175,248,0.7056451612903226
120013,2016,170,248,0.6854838709677419
120013,2017,185,307,0.6026058631921825
120013,2018,216,306,0.7058823529411765
120013,2019,249,329,0.756838905775076
120013,2020,164,241,0.6804979253112033
120017,2012,88,201,0.43781094527363185
120017,2013,0,193,0.0
120017,2014,135,234,0.5769230769230769
120017,2015,145,219,0.6621004566210046
120017,2016,123,194,0.634020618556701
120017,2017,153,243,0.6296296296296297
120017,2018,145,222,0.6531531531531531
120017,2019,164,217,0.7557603686635944
120017,2020,102,190,0.5368421052631579
120020,2012,939,1741,0.5393452039058013
120020,2013,0,1783,0.0
120020,2014,1161,1818,0.6386138613861386
120020,2015,1171,1839,0.6367591082109842
120020,2016,1102,1632,0.6752450980392157
120020,2017,1204,1684,0.7149643705463183
120020,2018,1254,1756,0.714123006833713
120020,2019,1321,1809,0.7302377003869541
120020,2020,1171,1691,0.6924896510940272
120025,2012,161,282,0.5709219858156028
120025,2013,0,275,0.0
120025,2014,139,262,0.5305343511450382
120025,2015,163,279,0.5842293906810035
120025,2016,154,270,0.5703703703703704
120025,2017,178,291,0.6116838487972509
120025,2018,186,273,0.6813186813186813
120025,2019,214,314,0.6815286624203821
120025,2020,184,293,0.6279863481228669
120030,2012,216,904,0.23893805309734514
120030,2013,0,791,0.0
120030,2014,201,829,0.24246079613992763
120030,2015,216,772,0.27979274611398963
120030,2016,292,834,0.3501199040767386
120030,2017,144,833,0.17286914765906364
120030,2018,283,833,0.3397358943577431
120030,2019,373,871,0.42824339839265213
120030,2020,352,789,0.4461343472750317
120032,2012,45,269,0.16728624535315986
120032,2013,0,271,0.0
120032,2014,63,282,0.22340425531914893
120032,2015,95,273,0.34798534798534797
120032,2016,95,263,0.3612167300380228
120032,2017,100,266,0.37593984962406013
120032,2018,89,274,0.3248175182481752
120032,2019,64,218,0.29357798165137616
120032,2020,74,205,0.36097560975609755
120033,2012,160,386,0.41450777202072536
120033,2013,0,399,0.0
120033,2014,260,413,0.6295399515738499
120033,2015,234,395,0.5924050632911393
120033,2016,203,325,0.6246153846153846
120033,2017,229,358,0.6396648044692738
120033,2018,267,367,0.7275204359673024
120033,2019,236,345,0.6840579710144927
120033,2020,308,420,0.7333333333333333
120034,2012,139,256,0.54296875
120034,2013,0,229,0.0
120034,2014,97,243,0.3991769547325103
120034,2015,125,266,0.4699248120300752
120034,2016,131,236,0.5550847457627118
120034,2017,155,261,0.5938697318007663
120034,2018,148,252,0.5873015873015873
120034,2019,119,230,0.5173913043478261
120034,2020,143,280,0.5107142857142857
120035,2012,156,474,0.3291139240506329
120035,2013,0,485,0.0
120035,2014,186,458,0.40611353711790393
120035,2015,179,445,0.40224719101123596
120035,2016,147,352,0.41761363636363635
120035,2017,192,388,0.4948453608247423
120035,2018,201,407,0.49385749385749383
120035,2019,257,448,0.5736607142857143
120035,2020,196,334,0.5868263473053892
120038,2012,214,353,0.6062322946175638
120038,2013,0,334,0.0
120038,2014,230,322,0.7142857142857143
120038,2015,236,350,0.6742857142857143
120038,2016,235,339,0.6932153392330384
120038,2017,210,305,0.6885245901639344
120038,2018,223,309,0.7216828478964401
120038,2019,232,318,0.7295597484276729
120038,2020,190,285,0.6666666666666666
120039,2012,108,338,0.31952662721893493
120039,2013,0,287,0.0
120039,2014,136,250,0.544
120039,2015,152,262,0.5801526717557252
120039,2016,142,230,0.6173913043478261
120039,2017,163,282,0.5780141843971631
120039,2018,138,254,0.5433070866141733
120039,2019,163,270,0.6037037037037037
120039,2020,148,287,0.5156794425087108
120040,2012,4174,6531,0.6391058030929414
120040,2013,0,7116,0.0
120040,2014,4542,7011,0.6478391099700471
120040,2015,4658,6965,0.6687724335965542
120040,2016,4592,6614,0.6942848503175083
120040,2017,4516,6460,0.6990712074303406
120040,2018,4637,6495,0.7139337952270978
120040,2019,4563,6324,0.7215370018975332
120040,2020,3777,5745,0.6574412532637076
120042,2012,153,390,0.3923076923076923
120042,2013,0,363,0.0
120042,2014,208,394,0.5279187817258884
120042,2015,201,396,0.5075757575757576
120042,2016,177,304,0.5822368421052632
120042,2017,223,366,0.6092896174863388
120042,2018,236,394,0.5989847715736041
120042,2019,222,334,0.6646706586826348
120042,2020,227,347,0.654178674351585
120043,2012,38,259,0.14671814671814673
120043,2013,0,223,0.0
120043,2014,37,185,0.2
120043,2015,42,150,0.28
120043,2016,45,95,0.47368421052631576
120043,2017,25,198,0.12626262626262627
120043,2018,42,207,0.2028985507246377
120043,2019,74,186,0.3978494623655914
120043,2020,62,149,0.4161073825503356
120045,2012,208,396,0.5252525252525253
120045,2013,0,425,0.0
120045,2014,264,453,0.5827814569536424
120045,2015,257,443,0.5801354401805869
120045,2016,267,410,0.651219512195122
120045,2017,268,395,0.6784810126582278
120045,2018,301,476,0.6323529411764706
120045,2019,319,417,0.7649880095923262
120045,2020,256,401,0.6384039900249376
120050,2012,408,929,0.43918191603875134
120050,2013,0,904,0.0
120050,2014,403,827,0.4873035066505441
120050,2015,414,847,0.4887839433293979
120050,2016,373,762,0.489501312335958
120050,2017,431,780,0.5525641025641026
120050,2018,449,788,0.5697969543147208
120050,2019,497,768,0.6471354166666666
120050,2020,385,668,0.5763473053892215
120060,2012,354,1158,0.30569948186528495
120060,2013,0,1138,0.0
120060,2014,308,1230,0.25040650406504067
120060,2015,349,1165,0.2995708154506438
120060,2016,267,1078,0.24768089053803338
120060,2017,349,1132,0.3083038869257951
120060,2018,432,1193,0.36211232187761944
120060,2019,396,1143,0.3464566929133858
120060,2020,368,1161,0.3169681309216193
120070,2012,190,311,0.6109324758842444
120070,2013,0,294,0.0
120070,2014,221,306,0.7222222222222222
120070,2015,234,322,0.7267080745341615
120070,2016,238,329,0.723404255319149
120070,2017,230,305,0.7540983606557377
120070,2018,256,325,0.7876923076923077
120070,2019,233,297,0.7845117845117845
120070,2020,257,316,0.8132911392405063
120080,2012,198,346,0.5722543352601156
120080,2013,0,362,0.0
120080,2014,246,368,0.6684782608695652
120080,2015,235,358,0.6564245810055865
120080,2016,227,356,0.6376404494382022
120080,2017,265,430,0.6162790697674418
120080,2018,256,392,0.6530612244897959
120080,2019,256,379,0.6754617414248021
120080,2020,202,361,0.5595567867036011
130000,2012,2,8,0.25
130000,2013,0,18,0.0
130000,2014,5,23,0.21739130434782608
130000,2015,3,18,0.16666666666666666
130000,2016,5,25,0.2
130000,2017,3,17,0.17647058823529413
130000,2018,6,25,0.24
130000,2019,5,12,0.4166666666666667
130000,2020,14,41,0.34146341463414637
130002,2012,145,320,0.453125
130002,2013,0,346,0.0
130002,2014,181,308,0.5876623376623377
130002,2015,172,342,0.5029239766081871
130002,2016,163,325,0.5015384615384615
130002,2017,196,401,0.48877805486284287
130002,2018,170,346,0.4913294797687861
130002,2019,218,418,0.5215311004784688
130002,2020,165,397,0.4156171284634761
130006,2012,140,242,0.5785123966942148
130006,2013,0,261,0.0
130006,2014,187,264,0.7083333333333334
130006,2015,161,214,0.7523364485981309
130006,2016,212,280,0.7571428571428571
130006,2017,190,267,0.7116104868913857
130006,2018,192,247,0.7773279352226721
130006,2019,215,265,0.8113207547169812
130006,2020,213,265,0.8037735849056604
130008,2012,135,199,0.678391959798995
130008,2013,0,201,0.0
130008,2014,130,212,0.6132075471698113
130008,2015,104,163,0.6380368098159509
130008,2016,136,182,0.7472527472527473
130008,2017,145,196,0.7397959183673469
130008,2018,162,214,0.7570093457943925
130008,2019,136,190,0.7157894736842105
130008,2020,155,228,0.6798245614035088
130010,2012,154,247,0.6234817813765182
130010,2013,0,285,0.0
130010,2014,164,267,0.6142322097378277
130010,2015,156,255,0.611764705882353
130010,2016,152,266,0.5714285714285714
130010,2017,172,257,0.669260700389105
130010,2018,171,247,0.6923076923076923
130010,2019,156,233,0.6695278969957081
130010,2020,188,258,0.7286821705426356
130014,2012,139,195,0.7128205128205128
130014,2013,0,223,0.0
130014,2014,176,223,0.7892376681614349
130014,2015,167,204,0.8186274509803921
130014,2016,174,211,0.8246445497630331
130014,2017,196,233,0.8412017167381974
130014,2018,202,242,0.8347107438016529
130014,2019,189,239,0.7907949790794979
130014,2020,222,265,0.8377358490566038
130020,2012,117,357,0.3277310924369748
130020,2013,0,354,0.0
130020,2014,222,435,0.5103448275862069
130020,2015,268,439,0.6104783599088838
130020,2016,235,380,0.618421052631579
130020,2017,208,382,0.5445026178010471
130020,2018,198,357,0.5546218487394958
130020,2019,177,313,0.5654952076677316
130020,2020,175,280,0.625
130030,2012,424,877,0.48346636259977194
130030,2013,0,877,0.0
130030,2014,496,955,0.5193717277486911
130030,2015,468,829,0.5645355850422196
130030,2016,492,890,0.5528089887640449
130030,2017,542,897,0.6042363433667781
130030,2018,552,948,0.5822784810126582
130030,2019,559,872,0.6410550458715596
130030,2020,517,906,0.5706401766004415
130040,2012,139,469,0.29637526652452023
130040,2013,0,480,0.0
130040,2014,162,419,0.38663484486873506
130040,2015,148,505,0.29306930693069305
130040,2016,187,496,0.37701612903225806
130040,2017,218,524,0.41603053435114506
130040,2018,209,570,0.36666666666666664
130040,2019,223,556,0.4010791366906475
130040,2020,197,497,0.3963782696177062
130050,2012,346,707,0.4893917963224894
130050,2013,0,769,0.0
130050,2014,386,756,0.5105820105820106
130050,2015,470,815,0.5766871165644172
130050,2016,393,810,0.48518518518518516
130050,2017,473,870,0.5436781609195402
130050,2018,475,851,0.5581668625146886
