CODMUNRES,Ano,Qtd_Total,Pop,Ratio
110001,2012,386.0,7810,0.04942381562099872
110001,2013,382.0,7704,0.049584631360332296
110001,2014,341.0,7591,0.044921617705177184
110001,2015,373.0,7466,0.04995981784087865
110001,2016,326.0,7352,0.04434167573449402
110001,2017,354.0,7227,0.048982980489829804
110001,2018,408.0,7096,0.05749718151071026
110001,2019,366.0,6961,0.05257865249245798
110037,2012,189.0,4127,0.045795977707778046
110037,2013,163.0,4157,0.03921096944912196
110037,2014,172.0,4181,0.041138483616359724
110037,2015,149.0,4202,0.03545930509281295
110037,2016,168.0,4193,0.04006677796327212
110037,2017,172.0,4181,0.041138483616359724
110037,2018,160.0,4165,0.03841536614645858
110037,2019,154.0,4144,0.037162162162162164
110040,2012,194.0,5795,0.03347713546160483
110040,2013,211.0,5971,0.035337464411321386
110040,2014,254.0,6138,0.04138155751058977
110040,2015,247.0,6302,0.03919390669628689
110040,2016,220.0,6434,0.034193347839602116
110040,2017,242.0,6555,0.03691838291380625
110040,2018,219.0,6676,0.03280407429598562
110040,2019,226.0,6778,0.03334316907642372
110034,2012,189.0,5263,0.03591107733231997
110034,2013,220.0,5153,0.042693576557345236
110034,2014,184.0,5037,0.0365296803652968
110034,2015,200.0,4914,0.0407000407000407
110034,2016,166.0,4795,0.03461939520333681
110034,2017,178.0,4670,0.038115631691648826
110034,2018,162.0,4534,0.03573003970004411
110034,2019,205.0,4409,0.04649580403719664
110002,2012,1339.0,32588,0.041088744323063704
110002,2013,1654.0,33143,0.04990495730621851
110002,2014,1647.0,33684,0.04889561809761311
110002,2015,1783.0,34218,0.05210707814600503
110002,2016,1662.0,34619,0.048008319131112975
110002,2017,1724.0,34984,0.049279670706608734
110002,2018,1682.0,35361,0.04756652809592489
110002,2019,1729.0,35679,0.0484598783598195
110045,2012,555.0,11343,0.048928854800317376
110045,2013,598.0,11613,0.05149401532765005
110045,2014,620.0,11875,0.05221052631578947
110045,2015,608.0,12132,0.0501153972964062
110045,2016,624.0,12337,0.0505795574288725
110045,2017,632.0,12525,0.050459081836327344
110045,2018,617.0,12708,0.04855209316965691
110045,2019,583.0,12882,0.04525694767893184
110003,2012,64.0,1873,0.03416978109983983
110003,2013,74.0,1835,0.040326975476839236
110003,2014,75.0,1789,0.041922861934041364
110003,2015,86.0,1733,0.04962492787074437
110003,2016,73.0,1690,0.04319526627218935
110003,2017,67.0,1649,0.04063068526379624
110003,2018,82.0,1598,0.05131414267834793
110003,2019,80.0,1549,0.051646223369916075
110060,2012,61.0,1894,0.032206969376979935
110060,2013,63.0,1920,0.0328125
110060,2014,58.0,1938,0.029927760577915376
110060,2015,72.0,1955,0.03682864450127877
110060,2016,67.0,1964,0.03411405295315682
110060,2017,71.0,1972,0.03600405679513185
110060,2018,80.0,1973,0.04054738976178408
110060,2019,75.0,1977,0.03793626707132018
110004,2012,1201.0,27621,0.04348140907280692
110004,2013,1185.0,27704,0.04277360669939359
110004,2014,1307.0,27761,0.04708043658369655
110004,2015,1360.0,27787,0.04894375067477597
110004,2016,1338.0,27824,0.0480879815986199
110004,2017,1452.0,27824,0.052185163887291545
110004,2018,1446.0,27800,0.052014388489208634
110004,2019,1374.0,27748,0.04951708231223872
110070,2012,164.0,4089,0.040107605771582296
110070,2013,183.0,4149,0.044107013738250184
110070,2014,181.0,4202,0.04307472632079962
110070,2015,156.0,4255,0.036662749706227966
110070,2016,162.0,4296,0.03770949720670391
110070,2017,174.0,4330,0.040184757505773674
110070,2018,195.0,4362,0.04470426409903714
110070,2019,166.0,4393,0.03778738902799909
110080,2012,430.0,6911,0.06221964983359861
110080,2013,404.0,7163,0.05640094932290939
110080,2014,296.0,7417,0.03990831872724821
110080,2015,323.0,7663,0.04215059376223411
110080,2016,372.0,7901,0.04708264776610556
110080,2017,397.0,8123,0.048873568878493166
110080,2018,421.0,8340,0.05047961630695444
110080,2019,337.0,8552,0.03940598690364827
110090,2012,53.0,1111,0.04770477047704771
110090,2013,36.0,1094,0.03290676416819013
110090,2014,46.0,1070,0.04299065420560748
110090,2015,52.0,1045,0.049760765550239235
110090,2016,55.0,1023,0.053763440860215055
110090,2017,39.0,996,0.0391566265060241
110090,2018,56.0,967,0.057911065149948295
110090,2019,32.0,943,0.033934252386002124
110005,2012,244.0,5676,0.04298801973220578
110005,2013,271.0,5602,0.048375580149946446
110005,2014,250.0,5526,0.045240680419833514
110005,2015,277.0,5451,0.05081636396991378
110005,2016,263.0,5387,0.04882123630963431
110005,2017,277.0,5309,0.05217555095121492
110005,2018,264.0,5221,0.050565025857115496
110005,2019,236.0,5136,0.045950155763239874
110092,2012,118.0,2938,0.04016337644656229
110092,2013,158.0,3046,0.051871306631648066
110092,2014,158.0,3149,0.05017465862178469
110092,2015,154.0,3252,0.047355473554735544
110092,2016,153.0,3358,0.045562835020845745
110092,2017,169.0,3460,0.048843930635838154
110092,2018,181.0,3558,0.05087127599775155
110092,2019,162.0,3655,0.04432284541723666
110006,2012,214.0,5863,0.03650008528057309
110006,2013,256.0,5719,0.044763070466864834
110006,2014,273.0,5570,0.04901256732495512
110006,2015,251.0,5411,0.04638698946590279
110006,2016,222.0,5280,0.042045454545454546
110006,2017,243.0,5140,0.04727626459143969
110006,2018,235.0,4980,0.04718875502008032
110006,2019,214.0,4826,0.04434314131786158
110007,2012,116.0,2698,0.042994810971089696
110007,2013,116.0,2648,0.04380664652567976
110007,2014,125.0,2588,0.04829984544049459
110007,2015,111.0,2530,0.04387351778656127
110007,2016,139.0,2466,0.056366585563665854
110007,2017,87.0,2399,0.03626511046269279
110007,2018,129.0,2330,0.05536480686695279
110007,2019,127.0,2254,0.05634427684117125
110008,2012,234.0,4643,0.05039844927848374
110008,2013,234.0,4816,0.048588039867109634
110008,2014,267.0,4983,0.05358217940999398
110008,2015,245.0,5146,0.04760979401476875
110008,2016,213.0,5291,0.04025704025704026
110008,2017,216.0,5428,0.0397936624907885
110008,2018,246.0,5560,0.04424460431654676
110008,2019,233.0,5689,0.04095623132360696
110094,2012,161.0,5848,0.02753077975376197
110094,2013,203.0,6216,0.03265765765765766
110094,2014,240.0,6579,0.0364797081623347
110094,2015,274.0,6943,0.03946420855537952
110094,2016,241.0,7284,0.03308621636463482
110094,2017,209.0,7616,0.027442226890756302
110094,2018,229.0,7947,0.028815905373096765
110094,2019,205.0,8262,0.024812394093439844
110009,2012,476.0,9816,0.04849225753871231
110009,2013,463.0,9917,0.04668750630230917
110009,2014,496.0,9995,0.0496248124062031
110009,2015,548.0,10068,0.05442987683750496
110009,2016,486.0,10147,0.04789592983147729
