CODMUNRES,ano_nasc,Qtd_mais_de_3parto,Qtd_Total,Ratio
330455,2012,37652,86529,0.4351373527950167
330455,2013,41552,87657,0.47402945571945193
330455,2014,43550,89974,0.48402871940782893
330455,2015,43560,90678,0.4803811288294845
330455,2016,39575,83153,0.47592991233028276
330455,2017,39772,84508,0.470629999526672
330455,2018,38260,82541,0.46352721677711684
330455,2019,35297,76768,0.4597879324718633
