CODMUNRES,ano_nasc,Qtd_Baixo_Peso,Qtd_Total,Ratio
120038,2020,23.0,285,0.08070175438596491
120039,2012,18.0,338,0.05325443786982249
120039,2013,18.0,287,0.0627177700348432
120039,2014,18.0,250,0.072
120039,2015,17.0,262,0.0648854961832061
120039,2016,18.0,230,0.0782608695652174
120039,2017,19.0,282,0.0673758865248227
120039,2018,18.0,254,0.07086614173228346
120039,2019,18.0,270,0.06666666666666667
120039,2020,21.0,287,0.07317073170731707
120040,2012,588.0,6531,0.09003215434083602
120040,2013,598.0,7116,0.08403597526700393
120040,2014,596.0,7011,0.08500927114534303
120040,2015,640.0,6965,0.09188801148600144
120040,2016,581.0,6614,0.08784396734200181
120040,2017,485.0,6460,0.07507739938080496
120040,2018,537.0,6495,0.08267898383371824
120040,2019,503.0,6324,0.0795382669196711
120040,2020,481.0,5745,0.08372497824194952
120042,2012,24.0,390,0.06153846153846154
120042,2013,24.0,363,0.06611570247933884
120042,2014,29.0,394,0.07360406091370558
120042,2015,24.0,396,0.06060606060606061
120042,2016,21.0,304,0.06907894736842106
120042,2017,27.0,366,0.07377049180327869
120042,2018,34.0,394,0.08629441624365482
120042,2019,31.0,334,0.09281437125748503
120042,2020,26.0,347,0.07492795389048991
120043,2012,9.0,259,0.03474903474903475
120043,2013,10.0,223,0.04484304932735426
120043,2014,8.0,185,0.043243243243243246
120043,2015,16.0,150,0.10666666666666667
120043,2016,4.0,95,0.042105263157894736
120043,2017,18.0,198,0.09090909090909091
120043,2018,16.0,207,0.07729468599033816
120043,2019,23.0,186,0.12365591397849462
120043,2020,13.0,149,0.087248322147651
120045,2012,40.0,396,0.10101010101010101
120045,2013,37.0,425,0.08705882352941176
120045,2014,40.0,453,0.08830022075055188
120045,2015,45.0,443,0.10158013544018059
120045,2016,28.0,410,0.06829268292682927
120045,2017,34.0,395,0.08607594936708861
120045,2018,46.0,476,0.09663865546218488
120045,2019,27.0,417,0.06474820143884892
120045,2020,29.0,401,0.07231920199501247
120050,2012,63.0,929,0.06781485468245425
120050,2013,83.0,904,0.0918141592920354
120050,2014,52.0,827,0.06287787182587666
120050,2015,46.0,847,0.05430932703659976
120050,2016,60.0,762,0.07874015748031496
120050,2017,56.0,780,0.07179487179487179
120050,2018,47.0,788,0.05964467005076142
120050,2019,49.0,768,0.06380208333333333
120050,2020,43.0,668,0.06437125748502993
120060,2012,53.0,1158,0.045768566493955096
120060,2013,51.0,1138,0.04481546572934974
120060,2014,44.0,1230,0.03577235772357724
120060,2015,46.0,1165,0.039484978540772535
120060,2016,47.0,1078,0.04359925788497217
120060,2017,68.0,1132,0.06007067137809187
120060,2018,59.0,1193,0.04945515507124895
120060,2019,75.0,1143,0.06561679790026247
120060,2020,82.0,1161,0.07062876830318691
120070,2012,14.0,311,0.04501607717041801
