CODMUNRES,ano_nasc,Qtd_7a_serie,Qtd_Total,Ratio
221170,2017,10.0,34,0.29411764705882354
221170,2018,8.0,38,0.21052631578947367
221170,2019,3.0,32,0.09375
230000,2012,0.0,2,0.0
230000,2013,1.0,2,0.5
230000,2015,0.0,1,0.0
230000,2016,1.0,1,1.0
230010,2012,66.0,155,0.4258064516129032
230010,2013,41.0,116,0.35344827586206895
230010,2014,45.0,135,0.3333333333333333
230010,2015,30.0,139,0.2158273381294964
230010,2016,36.0,120,0.3
230010,2017,30.0,129,0.23255813953488372
230010,2018,27.0,154,0.17532467532467533
230010,2019,35.0,146,0.23972602739726026
230015,2012,83.0,242,0.34297520661157027
230015,2013,91.0,243,0.37448559670781895
230015,2014,101.0,237,0.42616033755274263
230015,2015,67.0,224,0.29910714285714285
230015,2016,75.0,226,0.33185840707964603
230015,2017,57.0,206,0.2766990291262136
230015,2018,47.0,199,0.23618090452261306
230015,2019,55.0,215,0.2558139534883721
230020,2012,457.0,961,0.4755463059313215
230020,2013,407.0,968,0.42045454545454547
230020,2014,396.0,964,0.4107883817427386
230020,2015,447.0,1039,0.4302213666987488
230020,2016,411.0,1010,0.4069306930693069
230020,2017,250.0,1021,0.24485798237022527
230020,2018,174.0,1054,0.1650853889943074
230020,2019,134.0,1075,0.12465116279069767
230030,2012,324.0,658,0.49240121580547114
230030,2013,288.0,578,0.4982698961937716
230030,2014,294.0,631,0.4659270998415214
230030,2015,194.0,629,0.30842607313195547
230030,2016,259.0,584,0.4434931506849315
230030,2017,163.0,563,0.2895204262877442
230030,2018,141.0,589,0.23938879456706283
230030,2019,147.0,603,0.24378109452736318
230040,2012,99.0,211,0.46919431279620855
230040,2013,64.0,160,0.4
230040,2014,72.0,156,0.46153846153846156
230040,2015,55.0,169,0.3254437869822485
230040,2016,59.0,172,0.3430232558139535
230040,2017,43.0,184,0.23369565217391305
230040,2018,57.0,193,0.29533678756476683
230040,2019,50.0,175,0.2857142857142857
230050,2012,68.0,155,0.43870967741935485
230050,2013,59.0,157,0.37579617834394907
230050,2014,48.0,145,0.3310344827586207
230050,2015,47.0,126,0.373015873015873
230050,2016,34.0,118,0.288135593220339
230050,2017,35.0,121,0.2892561983471074
230050,2018,43.0,141,0.3049645390070922
230050,2019,32.0,148,0.21621621621621623
230060,2012,55.0,120,0.4583333333333333
230060,2013,33.0,92,0.358695652173913
230060,2014,47.0,93,0.5053763440860215
230060,2015,52.0,111,0.46846846846846846
230060,2016,55.0,112,0.49107142857142855
230060,2017,45.0,113,0.39823008849557523
230060,2018,26.0,107,0.24299065420560748
230060,2019,19.0,130,0.14615384615384616
230070,2012,90.0,200,0.45
230070,2013,63.0,177,0.3559322033898305
230070,2014,66.0,189,0.3492063492063492
230070,2015,83.0,217,0.3824884792626728
230070,2016,79.0,217,0.3640552995391705
230070,2017,42.0,180,0.23333333333333334
230070,2018,64.0,194,0.32989690721649484
230070,2019,47.0,178,0.2640449438202247
230075,2012,287.0,704,0.40767045454545453
230075,2013,256.0,676,0.378698224852071
230075,2014,198.0,627,0.3157894736842105
230075,2015,261.0,707,0.36916548797736914
230075,2016,187.0,689,0.2714078374455733
230075,2017,27.0,722,0.037396121883656507
230075,2018,22.0,759,0.028985507246376812
230075,2019,121.0,699,0.17310443490701002
230080,2012,46.0,112,0.4107142857142857
230080,2013,52.0,112,0.4642857142857143
230080,2014,44.0,99,0.4444444444444444
230080,2015,37.0,76,0.4868421052631579
230080,2016,27.0,79,0.34177215189873417
230080,2017,29.0,96,0.3020833333333333
230080,2018,29.0,109,0.26605504587155965
230080,2019,33.0,103,0.32038834951456313
230090,2012,41.0,144,0.2847222222222222
230090,2013,34.0,151,0.2251655629139073
230090,2014,30.0,148,0.20270270270270271
230090,2015,36.0,152,0.23684210526315788
230090,2016,35.0,133,0.2631578947368421
230090,2017,31.0,152,0.20394736842105263
230090,2018,27.0,131,0.20610687022900764
230090,2019,37.0,180,0.20555555555555555
230100,2012,350.0,986,0.35496957403651114
230100,2013,301.0,943,0.31919406150583246
230100,2014,334.0,1078,0.3098330241187384
230100,2015,309.0,1246,0.2479935794542536
230100,2016,328.0,1123,0.2920747996438112
230100,2017,212.0,1079,0.19647822057460612
230100,2018,251.0,1206,0.20812603648424544
230100,2019,241.0,1189,0.20269133725820015
230110,2012,268.0,972,0.2757201646090535
230110,2013,224.0,965,0.23212435233160622
230110,2014,217.0,908,0.23898678414096916
230110,2015,194.0,1020,0.19019607843137254
230110,2016,188.0,1046,0.17973231357552583
230110,2017,168.0,994,0.16901408450704225
230110,2018,170.0,979,0.17364657814096016
230110,2019,153.0,1019,0.15014720314033367
230120,2012,162.0,358,0.45251396648044695
230120,2013,171.0,390,0.43846153846153846
230120,2014,145.0,382,0.3795811518324607
230120,2015,137.0,363,0.3774104683195592
230120,2016,149.0,395,0.37721518987341773
230120,2017,136.0,383,0.35509138381201044
230120,2018,123.0,418,0.2942583732057416
230120,2019,100.0,375,0.26666666666666666
230125,2012,60.0,115,0.5217391304347826
230125,2013,48.0,99,0.48484848484848486
230125,2014,44.0,125,0.352
230125,2015,39.0,101,0.38613861386138615
230125,2016,41.0,115,0.3565217391304348
230125,2017,42.0,121,0.34710743801652894
230125,2018,51.0,155,0.32903225806451614
230125,2019,36.0,149,0.24161073825503357
230130,2012,223.0,369,0.6043360433604336
230130,2013,187.0,341,0.5483870967741935
230130,2014,194.0,345,0.5623188405797102
230130,2015,194.0,359,0.5403899721448467
230130,2016,165.0,354,0.4661016949152542
230130,2017,128.0,390,0.3282051282051282
230130,2018,114.0,363,0.3140495867768595
230130,2019,120.0,366,0.32786885245901637
230140,2012,84.0,188,0.44680851063829785
230140,2013,66.0,156,0.4230769230769231
230140,2014,65.0,180,0.3611111111111111
230140,2015,57.0,172,0.3313953488372093
230140,2016,66.0,152,0.4342105263157895
230140,2017,45.0,163,0.27607361963190186
230140,2018,41.0,172,0.23837209302325582
230140,2019,39.0,176,0.2215909090909091
230150,2012,44.0,112,0.39285714285714285
230150,2013,17.0,69,0.2463768115942029
230150,2014,24.0,95,0.25263157894736843
230150,2015,23.0,103,0.22330097087378642
230150,2016,12.0,84,0.14285714285714285
230150,2017,13.0,90,0.14444444444444443
230150,2018,18.0,89,0.20224719101123595
230150,2019,17.0,114,0.14912280701754385
230160,2012,191.0,331,0.5770392749244713
230160,2013,156.0,296,0.527027027027027
230160,2014,123.0,253,0.48616600790513836
230160,2015,101.0,305,0.33114754098360655
230160,2016,86.0,271,0.3173431734317343
230160,2017,111.0,286,0.3881118881118881
230160,2018,74.0,291,0.2542955326460481
230160,2019,54.0,298,0.18120805369127516
230170,2012,166.0,318,0.5220125786163522
230170,2013,156.0,299,0.5217391304347826
230170,2014,181.0,359,0.5041782729805014
230170,2015,153.0,350,0.43714285714285717
230170,2016,141.0,306,0.46078431372549017
230170,2017,96.0,299,0.3210702341137124
230170,2018,55.0,310,0.1774193548387097
230170,2019,115.0,321,0.3582554517133956
230180,2012,31.0,78,0.3974358974358974
230180,2013,31.0,79,0.3924050632911392
230180,2014,27.0,60,0.45
230180,2015,21.0,81,0.25925925925925924
230180,2016,16.0,50,0.32
230180,2017,12.0,72,0.16666666666666666
230180,2018,15.0,78,0.19230769230769232
230180,2019,15.0,67,0.22388059701492538
230185,2012,115.0,265,0.4339622641509434
230185,2013,133.0,252,0.5277777777777778
230185,2014,91.0,257,0.3540856031128405
230185,2015,101.0,269,0.3754646840148699
230185,2016,95.0,291,0.32646048109965636
230185,2017,71.0,262,0.27099236641221375
230185,2018,91.0,294,0.30952380952380953
230185,2019,97.0,264,0.36742424242424243
230190,2012,281.0,1049,0.2678741658722593
230190,2013,310.0,1095,0.2831050228310502
230190,2014,219.0,1118,0.19588550983899822
230190,2015,221.0,1152,0.1918402777777778
230190,2016,249.0,1126,0.2211367673179396
230190,2017,239.0,1179,0.20271416454622562
230190,2018,101.0,1203,0.08395677472984206
230190,2019,132.0,1260,0.10476190476190476
230195,2012,107.0,317,0.33753943217665616
230195,2013,107.0,321,0.3333333333333333
230195,2014,90.0,296,0.30405405405405406
230195,2015,78.0,319,0.2445141065830721
230195,2016,78.0,299,0.2608695652173913
230195,2017,78.0,317,0.24605678233438485
230195,2018,79.0,341,0.2316715542521994
230195,2019,65.0,331,0.19637462235649547
230200,2012,106.0,281,0.37722419928825623
230200,2013,120.0,284,0.4225352112676056
230200,2014,87.0,264,0.32954545454545453
230200,2015,79.0,219,0.3607305936073059
230200,2016,67.0,210,0.319047619047619
230200,2017,90.0,258,0.3488372093023256
230200,2018,94.0,241,0.3900414937759336
230200,2019,65.0,233,0.27896995708154504
230205,2012,92.0,212,0.4339622641509434
230205,2013,80.0,205,0.3902439024390244
230205,2014,87.0,207,0.42028985507246375
230205,2015,77.0,233,0.33047210300429186
230205,2016,56.0,243,0.23045267489711935
230205,2017,47.0,225,0.2088888888888889
230205,2018,97.0,230,0.4217391304347826
230205,2019,51.0,219,0.2328767123287671
230210,2012,219.0,465,0.47096774193548385
230210,2013,222.0,480,0.4625
230210,2014,245.0,578,0.42387543252595156
230210,2015,205.0,540,0.37962962962962965
230210,2016,175.0,481,0.36382536382536385
230210,2017,191.0,485,0.3938144329896907
230210,2018,190.0,547,0.3473491773308958
230210,2019,156.0,543,0.287292817679558
230220,2012,175.0,567,0.30864197530864196
230220,2013,228.0,600,0.38
230220,2014,186.0,579,0.32124352331606215
230220,2015,235.0,696,0.33764367816091956
230220,2016,172.0,672,0.25595238095238093
230220,2017,113.0,599,0.18864774624373956
230220,2018,111.0,657,0.1689497716894977
230220,2019,113.0,702,0.16096866096866097
230230,2012,152.0,432,0.35185185185185186
230230,2013,125.0,410,0.3048780487804878
230230,2014,126.0,373,0.3378016085790885
230230,2015,155.0,451,0.3436807095343681
230230,2016,119.0,387,0.30749354005167956
230230,2017,91.0,394,0.23096446700507614
230230,2018,72.0,399,0.18045112781954886
230230,2019,69.0,427,0.16159250585480095
230240,2012,312.0,754,0.41379310344827586
230240,2013,255.0,632,0.40348101265822783
230240,2014,246.0,683,0.3601756954612006
230240,2015,246.0,680,0.36176470588235293
230240,2016,220.0,613,0.35889070146818924
230240,2017,160.0,638,0.2507836990595611
230240,2018,150.0,723,0.2074688796680498
230240,2019,133.0,616,0.2159090909090909
230250,2012,236.0,653,0.3614088820826952
230250,2013,251.0,693,0.3621933621933622
230250,2014,210.0,698,0.3008595988538682
230250,2015,264.0,803,0.3287671232876712
230250,2016,192.0,699,0.27467811158798283
230250,2017,178.0,738,0.24119241192411925
230250,2018,212.0,852,0.24882629107981222
230250,2019,173.0,798,0.21679197994987467
230260,2012,378.0,964,0.3921161825726141
230260,2013,301.0,931,0.3233082706766917
230260,2014,292.0,1012,0.2885375494071146
230260,2015,230.0,913,0.25191675794085433
230260,2016,200.0,944,0.211864406779661
230260,2017,191.0,967,0.19751809720785937
230260,2018,229.0,1003,0.22831505483549352
230260,2019,150.0,1014,0.14792899408284024
230270,2012,133.0,420,0.31666666666666665
230270,2013,152.0,402,0.3781094527363184
230270,2014,101.0,361,0.27977839335180055
230270,2015,125.0,379,0.32981530343007914
230270,2016,128.0,379,0.33773087071240104
230270,2017,89.0,363,0.24517906336088155
230270,2018,53.0,368,0.14402173913043478
230270,2019,73.0,420,0.1738095238095238
230280,2012,445.0,1117,0.39838854073410923
230280,2013,405.0,1049,0.38608198284080075
230280,2014,431.0,1122,0.3841354723707665
230280,2015,355.0,1160,0.30603448275862066
230280,2016,358.0,1056,0.3390151515151515
230280,2017,302.0,1072,0.28171641791044777
230280,2018,351.0,1174,0.2989778534923339
230280,2019,285.0,1133,0.25154457193292146
230290,2012,81.0,228,0.35526315789473684
230290,2013,109.0,256,0.42578125
230290,2014,88.0,245,0.35918367346938773
230290,2015,101.0,294,0.3435374149659864
230290,2016,82.0,228,0.35964912280701755
230290,2017,84.0,240,0.35
230290,2018,78.0,280,0.2785714285714286
230290,2019,49.0,250,0.196
230300,2012,98.0,231,0.42424242424242425
230300,2013,118.0,273,0.43223443223443225
230300,2014,104.0,261,0.39846743295019155
230300,2015,88.0,253,0.34782608695652173
230300,2016,106.0,226,0.4690265486725664
230300,2017,93.0,240,0.3875
230300,2018,85.0,243,0.3497942386831276
230300,2019,95.0,277,0.34296028880866425
230310,2012,73.0,193,0.37823834196891193
230310,2013,64.0,202,0.31683168316831684
230310,2014,79.0,227,0.34801762114537443
230310,2015,58.0,198,0.29292929292929293
230310,2016,59.0,207,0.28502415458937197
230310,2017,43.0,190,0.22631578947368422
230310,2018,46.0,237,0.1940928270042194
230310,2019,55.0,244,0.22540983606557377
230320,2012,172.0,411,0.41849148418491483
230320,2013,170.0,393,0.43256997455470736
230320,2014,133.0,355,0.37464788732394366
230320,2015,126.0,373,0.3378016085790885
230320,2016,123.0,391,0.3145780051150895
230320,2017,77.0,391,0.1969309462915601
230320,2018,98.0,419,0.23389021479713604
230320,2019,86.0,458,0.18777292576419213
230330,2012,87.0,222,0.3918918918918919
230330,2013,67.0,210,0.319047619047619
230330,2014,73.0,193,0.37823834196891193
230330,2015,67.0,209,0.32057416267942584
230330,2016,51.0,198,0.25757575757575757
230330,2017,41.0,213,0.19248826291079812
230330,2018,48.0,206,0.23300970873786409
230330,2019,32.0,203,0.15763546798029557
230340,2012,88.0,219,0.4018264840182648
230340,2013,101.0,234,0.43162393162393164
230340,2014,86.0,226,0.3805309734513274
230340,2015,104.0,237,0.4388185654008439
230340,2016,76.0,234,0.3247863247863248
230340,2017,85.0,269,0.3159851301115242
230340,2018,66.0,237,0.27848101265822783
230340,2019,65.0,266,0.24436090225563908
230350,2012,291.0,860,0.3383720930232558
230350,2013,287.0,970,0.2958762886597938
230350,2014,300.0,987,0.303951367781155
230350,2015,270.0,1014,0.26627218934911245
230350,2016,296.0,978,0.30265848670756645
230350,2017,279.0,1003,0.2781655034895314
230350,2018,285.0,1023,0.2785923753665689
230350,2019,223.0,1075,0.20744186046511628
230360,2012,57.0,130,0.43846153846153846
230360,2013,54.0,144,0.375
230360,2014,49.0,144,0.3402777777777778
230360,2015,34.0,157,0.21656050955414013
230360,2016,37.0,128,0.2890625
230360,2017,26.0,135,0.1925925925925926
230360,2018,35.0,148,0.23648648648648649
230360,2019,12.0,91,0.13186813186813187
230365,2012,48.0,127,0.3779527559055118
230365,2013,43.0,123,0.34959349593495936
230365,2014,48.0,109,0.44036697247706424
230365,2015,43.0,96,0.4479166666666667
230365,2016,22.0,78,0.28205128205128205
230365,2017,31.0,123,0.25203252032520324
230365,2018,23.0,94,0.24468085106382978
230365,2019,23.0,111,0.2072072072072072
230370,2012,1316.0,4821,0.27297241236258035
230370,2013,1207.0,5058,0.23863187030446817
230370,2014,1180.0,5012,0.23543495610534718
230370,2015,1292.0,5396,0.23943661971830985
230370,2016,1129.0,5044,0.2238302934179223
230370,2017,1122.0,5428,0.2067059690493736
230370,2018,947.0,5475,0.17296803652968037
230370,2019,932.0,5346,0.1743359521137299
230380,2012,105.0,242,0.43388429752066116
230380,2013,65.0,273,0.23809523809523808
230380,2014,73.0,334,0.218562874251497
230380,2015,94.0,278,0.3381294964028777
230380,2016,47.0,278,0.16906474820143885
230380,2017,27.0,286,0.0944055944055944
230380,2018,57.0,325,0.1753846153846154
230380,2019,52.0,319,0.16300940438871472
230390,2012,84.0,209,0.4019138755980861
230390,2013,76.0,213,0.3568075117370892
230390,2014,56.0,174,0.3218390804597701
230390,2015,69.0,200,0.345
230390,2016,56.0,193,0.29015544041450775
230390,2017,42.0,202,0.2079207920792079
230390,2018,69.0,200,0.345
230390,2019,45.0,203,0.22167487684729065
230393,2012,91.0,193,0.47150259067357514
230393,2013,92.0,204,0.45098039215686275
230393,2014,77.0,206,0.3737864077669903
230393,2015,85.0,196,0.4336734693877551
230393,2016,74.0,191,0.387434554973822
230393,2017,45.0,176,0.2556818181818182
230393,2018,89.0,235,0.37872340425531914
230393,2019,70.0,168,0.4166666666666667
230395,2012,94.0,279,0.33691756272401435
230395,2013,78.0,300,0.26
230395,2014,90.0,307,0.2931596091205212
230395,2015,87.0,291,0.29896907216494845
230395,2016,87.0,263,0.33079847908745247
230395,2017,72.0,235,0.30638297872340425
230395,2018,96.0,313,0.30670926517571884
230395,2019,70.0,312,0.22435897435897437
230400,2012,123.0,289,0.42560553633217996
230400,2013,129.0,284,0.45422535211267606
230400,2014,113.0,304,0.3717105263157895
230400,2015,73.0,248,0.29435483870967744
230400,2016,76.0,280,0.2714285714285714
230400,2017,62.0,268,0.23134328358208955
230400,2018,75.0,331,0.22658610271903323
230400,2019,77.0,303,0.25412541254125415
230410,2012,387.0,1047,0.36962750716332377
230410,2013,363.0,939,0.3865814696485623
230410,2014,365.0,1023,0.3567937438905181
230410,2015,372.0,1095,0.33972602739726027
230410,2016,304.0,954,0.31865828092243187
230410,2017,282.0,913,0.3088718510405257
230410,2018,288.0,1071,0.2689075630252101
230410,2019,280.0,1100,0.2545454545454545
230420,2012,620.0,2130,0.29107981220657275
230420,2013,549.0,2049,0.2679355783308931
230420,2014,609.0,2230,0.27309417040358747
230420,2015,756.0,2168,0.34870848708487084
230420,2016,664.0,2143,0.30984601026598224
230420,2017,377.0,2138,0.17633302151543498
230420,2018,295.0,2266,0.13018534863195058
230420,2019,238.0,2212,0.10759493670886076
230423,2012,97.0,222,0.4369369369369369
230423,2013,94.0,204,0.46078431372549017
230423,2014,75.0,233,0.3218884120171674
230423,2015,90.0,244,0.36885245901639346
230423,2016,64.0,192,0.3333333333333333
230423,2017,39.0,187,0.20855614973262032
230423,2018,48.0,225,0.21333333333333335
230423,2019,46.0,265,0.17358490566037735
230425,2012,139.0,339,0.41002949852507375
230425,2013,166.0,351,0.47293447293447294
230425,2014,125.0,339,0.3687315634218289
230425,2015,132.0,384,0.34375
230425,2016,129.0,415,0.3108433734939759
230425,2017,78.0,412,0.18932038834951456
230425,2018,71.0,481,0.14760914760914762
230425,2019,67.0,498,0.13453815261044177
230426,2012,40.0,91,0.43956043956043955
230426,2013,34.0,85,0.4
230426,2014,29.0,92,0.31521739130434784
230426,2015,17.0,89,0.19101123595505617
230426,2016,16.0,83,0.1927710843373494
230426,2017,11.0,88,0.125
230426,2018,19.0,96,0.19791666666666666
230426,2019,21.0,87,0.2413793103448276
230427,2012,25.0,48,0.5208333333333334
230427,2013,22.0,50,0.44
230427,2014,15.0,45,0.3333333333333333
230427,2015,9.0,30,0.3
230427,2016,6.0,15,0.4
230427,2017,3.0,23,0.13043478260869565
230427,2018,5.0,22,0.22727272727272727
230427,2019,7.0,34,0.20588235294117646
230428,2012,48.0,884,0.05429864253393665
230428,2013,46.0,999,0.04604604604604605
230428,2014,27.0,1083,0.024930747922437674
230428,2015,43.0,1258,0.03418124006359301
230428,2016,62.0,1250,0.0496
230428,2017,28.0,1273,0.02199528672427337
230428,2018,29.0,1228,0.023615635179153095
230428,2019,38.0,1228,0.030944625407166124
230430,2012,82.0,271,0.3025830258302583
230430,2013,77.0,275,0.28
230430,2014,80.0,251,0.3187250996015936
230430,2015,101.0,304,0.33223684210526316
230430,2016,70.0,210,0.3333333333333333
230430,2017,65.0,248,0.2620967741935484
230430,2018,50.0,272,0.18382352941176472
230430,2019,26.0,267,0.09737827715355805
230435,2012,110.0,307,0.3583061889250814
230435,2013,97.0,315,0.30793650793650795
230435,2014,79.0,317,0.24921135646687698
230435,2015,56.0,244,0.22950819672131148
230435,2016,60.0,265,0.22641509433962265
230435,2017,45.0,281,0.1601423487544484
230435,2018,56.0,340,0.16470588235294117
230435,2019,43.0,327,0.13149847094801223
230440,2012,8020.0,37577,0.21342842696330203
230440,2013,7359.0,36822,0.19985334854163272
230440,2014,7984.0,38195,0.20903259588951434
230440,2015,7776.0,39512,0.19680097185665113
230440,2016,7539.0,37451,0.20130303596699686
230440,2017,6655.0,36718,0.18124625524266028
230440,2018,6057.0,35833,0.16903413055005162
230440,2019,5582.0,34957,0.1596818948994479
230445,2012,46.0,164,0.2804878048780488
230445,2013,35.0,157,0.2229299363057325
230445,2014,45.0,177,0.2542372881355932
230445,2015,56.0,212,0.2641509433962264
230445,2016,36.0,177,0.2033898305084746
230445,2017,33.0,194,0.17010309278350516
230445,2018,26.0,189,0.13756613756613756
230445,2019,25.0,197,0.12690355329949238
230450,2012,87.0,225,0.38666666666666666
230450,2013,84.0,249,0.3373493975903614
230450,2014,88.0,259,0.33976833976833976
230450,2015,58.0,194,0.29896907216494845
230450,2016,64.0,207,0.30917874396135264
230450,2017,81.0,242,0.3347107438016529
230450,2018,68.0,272,0.25
230450,2019,70.0,263,0.2661596958174905
230460,2012,43.0,97,0.44329896907216493
230460,2013,24.0,76,0.3157894736842105
230460,2014,35.0,87,0.40229885057471265
230460,2015,30.0,86,0.3488372093023256
230460,2016,22.0,88,0.25
230460,2017,32.0,107,0.29906542056074764
230460,2018,42.0,120,0.35
230460,2019,25.0,109,0.22935779816513763
230465,2012,85.0,159,0.5345911949685535
230465,2013,89.0,175,0.5085714285714286
230465,2014,60.0,148,0.40540540540540543
230465,2015,48.0,137,0.35036496350364965
230465,2016,78.0,187,0.41711229946524064
230465,2017,51.0,159,0.32075471698113206
230465,2018,49.0,161,0.30434782608695654
230465,2019,50.0,170,0.29411764705882354
230470,2012,436.0,744,0.5860215053763441
230470,2013,334.0,684,0.48830409356725146
230470,2014,309.0,737,0.41926729986431477
230470,2015,329.0,841,0.3912009512485137
230470,2016,218.0,729,0.299039780521262
230470,2017,277.0,805,0.3440993788819876
230470,2018,259.0,877,0.2953249714937286
230470,2019,179.0,812,0.2204433497536946
230480,2012,24.0,62,0.3870967741935484
230480,2013,37.0,75,0.49333333333333335
230480,2014,16.0,52,0.3076923076923077
230480,2015,17.0,58,0.29310344827586204
230480,2016,14.0,63,0.2222222222222222
230480,2017,21.0,72,0.2916666666666667
230480,2018,20.0,77,0.2597402597402597
230480,2019,13.0,73,0.1780821917808219
230490,2012,49.0,152,0.3223684210526316
230490,2013,38.0,120,0.31666666666666665
230490,2014,38.0,144,0.2638888888888889
230490,2015,24.0,98,0.24489795918367346
230490,2016,29.0,120,0.24166666666666667
230490,2017,23.0,119,0.19327731092436976
230490,2018,18.0,127,0.14173228346456693
230490,2019,18.0,164,0.10975609756097561
230495,2012,99.0,363,0.2727272727272727
230495,2013,115.0,325,0.35384615384615387
230495,2014,112.0,370,0.3027027027027027
230495,2015,90.0,319,0.28213166144200624
230495,2016,95.0,353,0.26912181303116145
230495,2017,74.0,343,0.21574344023323616
230495,2018,78.0,353,0.22096317280453256
230495,2019,86.0,335,0.25671641791044775
230500,2012,289.0,614,0.47068403908794787
230500,2013,258.0,579,0.44559585492227977
230500,2014,241.0,593,0.40640809443507586
230500,2015,235.0,607,0.3871499176276771
230500,2016,224.0,626,0.35782747603833864
230500,2017,214.0,680,0.31470588235294117
230500,2018,188.0,690,0.27246376811594203
230500,2019,191.0,693,0.2756132756132756
230510,2012,44.0,95,0.4631578947368421
230510,2013,38.0,76,0.5
230510,2014,35.0,82,0.4268292682926829
230510,2015,25.0,73,0.3424657534246575
230510,2016,21.0,75,0.28
230510,2017,23.0,77,0.2987012987012987
230510,2018,26.0,88,0.29545454545454547
230510,2019,14.0,67,0.208955223880597
230520,2012,118.0,232,0.5086206896551724
230520,2013,104.0,231,0.45021645021645024
230520,2014,85.0,202,0.4207920792079208
230520,2015,65.0,204,0.31862745098039214
230520,2016,52.0,181,0.287292817679558
230520,2017,60.0,205,0.2926829268292683
230520,2018,66.0,273,0.24175824175824176
230520,2019,54.0,255,0.21176470588235294
230523,2012,317.0,1048,0.30248091603053434
230523,2013,281.0,1025,0.27414634146341466
230523,2014,330.0,1207,0.27340513670256833
230523,2015,359.0,1288,0.27872670807453415
230523,2016,288.0,1118,0.25760286225402507
230523,2017,225.0,1238,0.18174474959612277
230523,2018,201.0,1283,0.15666406858924395
230523,2019,155.0,1220,0.12704918032786885
230526,2012,106.0,197,0.5380710659898477
230526,2013,103.0,182,0.5659340659340659
230526,2014,91.0,208,0.4375
230526,2015,92.0,204,0.45098039215686275
230526,2016,85.0,213,0.39906103286384975
230526,2017,68.0,193,0.35233160621761656
230526,2018,67.0,204,0.3284313725490196
230526,2019,99.0,203,0.4876847290640394
230530,2012,151.0,340,0.4441176470588235
230530,2013,145.0,346,0.4190751445086705
230530,2014,133.0,331,0.40181268882175225
230530,2015,132.0,368,0.358695652173913
230530,2016,113.0,360,0.3138888888888889
230530,2017,94.0,346,0.27167630057803466
230530,2018,88.0,385,0.22857142857142856
230530,2019,90.0,376,0.2393617021276596
230533,2012,64.0,148,0.43243243243243246
230533,2013,76.0,197,0.38578680203045684
230533,2014,50.0,156,0.32051282051282054
230533,2015,43.0,158,0.2721518987341772
230533,2016,36.0,141,0.2553191489361702
230533,2017,37.0,156,0.23717948717948717
230533,2018,40.0,149,0.2684563758389262
230533,2019,52.0,149,0.348993288590604
230535,2012,67.0,218,0.3073394495412844
230535,2013,89.0,232,0.38362068965517243
230535,2014,70.0,260,0.2692307692307692
230535,2015,80.0,268,0.29850746268656714
230535,2016,59.0,244,0.24180327868852458
230535,2017,62.0,269,0.23048327137546468
230535,2018,49.0,228,0.2149122807017544
230535,2019,58.0,245,0.23673469387755103
230540,2012,370.0,882,0.41950113378684806
230540,2013,402.0,878,0.45785876993166286
230540,2014,368.0,953,0.3861490031479538
230540,2015,224.0,903,0.24806201550387597
230540,2016,165.0,841,0.1961950059453032
230540,2017,225.0,904,0.2488938053097345
230540,2018,184.0,897,0.20512820512820512
230540,2019,173.0,893,0.1937290033594625
230550,2012,361.0,1392,0.2593390804597701
230550,2013,313.0,1265,0.24743083003952568
230550,2014,322.0,1392,0.23132183908045978
230550,2015,244.0,1391,0.17541337167505391
230550,2016,215.0,1256,0.17117834394904458
230550,2017,189.0,1288,0.14673913043478262
230550,2018,150.0,1409,0.10645848119233499
230550,2019,160.0,1368,0.11695906432748537
230560,2012,107.0,312,0.34294871794871795
230560,2013,93.0,262,0.3549618320610687
230560,2014,94.0,308,0.3051948051948052
230560,2015,85.0,292,0.2910958904109589
230560,2016,92.0,260,0.35384615384615387
230560,2017,77.0,296,0.26013513513513514
230560,2018,88.0,323,0.2724458204334365
230560,2019,57.0,267,0.21348314606741572
230565,2012,55.0,132,0.4166666666666667
230565,2013,58.0,134,0.43283582089552236
230565,2014,57.0,138,0.41304347826086957
230565,2015,68.0,160,0.425
230565,2016,39.0,140,0.2785714285714286
230565,2017,61.0,151,0.40397350993377484
230565,2018,47.0,152,0.3092105263157895
230565,2019,54.0,146,0.3698630136986301
230570,2012,81.0,139,0.5827338129496403
230570,2013,66.0,140,0.4714285714285714
230570,2014,68.0,155,0.43870967741935485
230570,2015,43.0,135,0.31851851851851853
230570,2016,29.0,125,0.232
230570,2017,49.0,158,0.310126582278481
230570,2018,44.0,132,0.3333333333333333
230570,2019,40.0,147,0.272108843537415
230580,2012,248.0,571,0.4343257443082312
230580,2013,238.0,563,0.4227353463587922
230580,2014,238.0,556,0.42805755395683454
230580,2015,234.0,570,0.4105263157894737
230580,2016,235.0,555,0.42342342342342343
230580,2017,238.0,585,0.40683760683760684
230580,2018,263.0,670,0.3925373134328358
230580,2019,247.0,671,0.368107302533532
230590,2012,254.0,496,0.5120967741935484
230590,2013,228.0,470,0.4851063829787234
230590,2014,207.0,465,0.44516129032258067
230590,2015,222.0,482,0.4605809128630705
230590,2016,217.0,453,0.47902869757174393
230590,2017,196.0,485,0.4041237113402062
230590,2018,182.0,527,0.34535104364326374
230590,2019,166.0,483,0.34368530020703936
230600,2012,52.0,180,0.28888888888888886
230600,2013,49.0,156,0.3141025641025641
230600,2014,48.0,185,0.2594594594594595
230600,2015,51.0,189,0.2698412698412698
230600,2016,44.0,182,0.24175824175824176
230600,2017,30.0,155,0.1935483870967742
