res_MUNNOME,CODMUNRES,REGIAO,ESTADO
Bonito,290405,NORDESTE,BAHIA
Boquira,290410,NORDESTE,BAHIA
Botuporã,290420,NORDESTE,BAHIA
Brejões,290430,NORDESTE,BAHIA
Brejolândia,290440,NORDESTE,BAHIA
Brotas de Macaúbas,290450,NORDESTE,BAHIA
Brumado,290460,NORDESTE,BAHIA
Buerarema,290470,NORDESTE,BAHIA
Buritirama,290475,NORDESTE,BAHIA
Caatiba,290480,NORDESTE,BAHIA
Cabaceiras do Paraguaçu,290485,NORDESTE,BAHIA
Cachoeira,290490,NORDESTE,BAHIA
Caculé,290500,NORDESTE,BAHIA
Caém,290510,NORDESTE,BAHIA
Caetanos,290515,NORDESTE,BAHIA
Caetité,290520,NORDESTE,BAHIA
Cafarnaum,290530,NORDESTE,BAHIA
Cairu,290540,NORDESTE,BAHIA
Caldeirão Grande,290550,NORDESTE,BAHIA
Camacan,290560,NORDESTE,BAHIA
Camaçari,290570,NORDESTE,BAHIA
Camamu,290580,NORDESTE,BAHIA
Campo Alegre de Lourdes,290590,NORDESTE,BAHIA
Campo Formoso,290600,NORDESTE,BAHIA
Canápolis,290610,NORDESTE,BAHIA
Canarana,290620,NORDESTE,BAHIA
Canavieiras,290630,NORDESTE,BAHIA
Candeal,290640,NORDESTE,BAHIA
Candeias,290650,NORDESTE,BAHIA
Candiba,290660,NORDESTE,BAHIA
Cândido Sales,290670,NORDESTE,BAHIA
Cansanção,290680,NORDESTE,BAHIA
Canudos,290682,NORDESTE,BAHIA
Capela do Alto Alegre,290685,NORDESTE,BAHIA
Capim Grosso,290687,NORDESTE,BAHIA
Caraíbas,290689,NORDESTE,BAHIA
Caravelas,290690,NORDESTE,BAHIA
Cardeal da Silva,290700,NORDESTE,BAHIA
Carinhanha,290710,NORDESTE,BAHIA
Casa Nova,290720,NORDESTE,BAHIA
Castro Alves,290730,NORDESTE,BAHIA
Catolândia,290740,NORDESTE,BAHIA
Catu,290750,NORDESTE,BAHIA
Caturama,290755,NORDESTE,BAHIA
Central,290760,NORDESTE,BAHIA
Chorrochó,290770,NORDESTE,BAHIA
Cícero Dantas,290780,NORDESTE,BAHIA
Cipó,290790,NORDESTE,BAHIA
Coaraci,290800,NORDESTE,BAHIA
Cocos,290810,NORDESTE,BAHIA
Conceição da Feira,290820,NORDESTE,BAHIA
Conceição do Almeida,290830,NORDESTE,BAHIA
Conceição do Coité,290840,NORDESTE,BAHIA
Conceição do Jacuípe,290850,NORDESTE,BAHIA
Conde,290860,NORDESTE,BAHIA
Condeúba,290870,NORDESTE,BAHIA
Contendas do Sincorá,290880,NORDESTE,BAHIA
Coração de Maria,290890,NORDESTE,BAHIA
Cordeiros,290900,NORDESTE,BAHIA
Coribe,290910,NORDESTE,BAHIA
Coronel João Sá,290920,NORDESTE,BAHIA
Correntina,290930,NORDESTE,BAHIA
Cotegipe,290940,NORDESTE,BAHIA
Cravolândia,290950,NORDESTE,BAHIA
Crisópolis,290960,NORDESTE,BAHIA
Cristópolis,290970,NORDESTE,BAHIA
Cruz das Almas,290980,NORDESTE,BAHIA
Curaçá,290990,NORDESTE,BAHIA
Dário Meira,291000,NORDESTE,BAHIA
Dias d'Ávila,291005,NORDESTE,BAHIA
Dom Basílio,291010,NORDESTE,BAHIA
Dom Macedo Costa,291020,NORDESTE,BAHIA
Elísio Medrado,291030,NORDESTE,BAHIA
Encruzilhada,291040,NORDESTE,BAHIA
Entre Rios,291050,NORDESTE,BAHIA
Esplanada,291060,NORDESTE,BAHIA
Euclides da Cunha,291070,NORDESTE,BAHIA
Eunápolis,291072,NORDESTE,BAHIA
Fátima,291075,NORDESTE,BAHIA
Feira da Mata,291077,NORDESTE,BAHIA
Feira de Santana,291080,NORDESTE,BAHIA
Filadélfia,291085,NORDESTE,BAHIA
Firmino Alves,291090,NORDESTE,BAHIA
Floresta Azul,291100,NORDESTE,BAHIA
Formosa do Rio Preto,291110,NORDESTE,BAHIA
Gandu,291120,NORDESTE,BAHIA
Gavião,291125,NORDESTE,BAHIA
Gentio do Ouro,291130,NORDESTE,BAHIA
Glória,291140,NORDESTE,BAHIA
Gongogi,291150,NORDESTE,BAHIA
Governador Mangabeira,291160,NORDESTE,BAHIA
Guajeru,291165,NORDESTE,BAHIA
Guanambi,291170,NORDESTE,BAHIA
Guaratinga,291180,NORDESTE,BAHIA
Heliópolis,291185,NORDESTE,BAHIA
Iaçu,291190,NORDESTE,BAHIA
Ibiassucê,291200,NORDESTE,BAHIA
Ibicaraí,291210,NORDESTE,BAHIA
Ibicoara,291220,NORDESTE,BAHIA
Ibicuí,291230,NORDESTE,BAHIA
Ibipeba,291240,NORDESTE,BAHIA
Ibipitanga,291250,NORDESTE,BAHIA
Ibiquera,291260,NORDESTE,BAHIA
Ibirapitanga,291270,NORDESTE,BAHIA
Ibirapuã,291280,NORDESTE,BAHIA
Ibirataia,291290,NORDESTE,BAHIA
Ibitiara,291300,NORDESTE,BAHIA
Ibititá,291310,NORDESTE,BAHIA
Ibotirama,291320,NORDESTE,BAHIA
Ichu,291330,NORDESTE,BAHIA
Igaporã,291340,NORDESTE,BAHIA
Igrapiúna,291345,NORDESTE,BAHIA
Iguaí,291350,NORDESTE,BAHIA
Ilhéus,291360,NORDESTE,BAHIA
Inhambupe,291370,NORDESTE,BAHIA
Ipecaetá,291380,NORDESTE,BAHIA
Ipiaú,291390,NORDESTE,BAHIA
Ipirá,291400,NORDESTE,BAHIA
Ipupiara,291410,NORDESTE,BAHIA
Irajuba,291420,NORDESTE,BAHIA
Iramaia,291430,NORDESTE,BAHIA
Iraquara,291440,NORDESTE,BAHIA
Irará,291450,NORDESTE,BAHIA
Irecê,291460,NORDESTE,BAHIA
Itabela,291465,NORDESTE,BAHIA
Itaberaba,291470,NORDESTE,BAHIA
Itabuna,291480,NORDESTE,BAHIA
Itacaré,291490,NORDESTE,BAHIA
Itaeté,291500,NORDESTE,BAHIA
Itagi,291510,NORDESTE,BAHIA
Itagibá,291520,NORDESTE,BAHIA
Itagimirim,291530,NORDESTE,BAHIA
Itaguaçu da Bahia,291535,NORDESTE,BAHIA
Itaju do Colônia,291540,NORDESTE,BAHIA
Itajuípe,291550,NORDESTE,BAHIA
Itamaraju,291560,NORDESTE,BAHIA
Itamari,291570,NORDESTE,BAHIA
Itambé,291580,NORDESTE,BAHIA
Itanagra,291590,NORDESTE,BAHIA
Itanhém,291600,NORDESTE,BAHIA
Itaparica,291610,NORDESTE,BAHIA
Itapé,291620,NORDESTE,BAHIA
Itapebi,291630,NORDESTE,BAHIA
Itapetinga,291640,NORDESTE,BAHIA
Itapicuru,291650,NORDESTE,BAHIA
Itapitanga,291660,NORDESTE,BAHIA
Itaquara,291670,NORDESTE,BAHIA
Itarantim,291680,NORDESTE,BAHIA
Itatim,291685,NORDESTE,BAHIA
Itiruçu,291690,NORDESTE,BAHIA
Itiúba,291700,NORDESTE,BAHIA
Itororó,291710,NORDESTE,BAHIA
Ituaçu,291720,NORDESTE,BAHIA
Ituberá,291730,NORDESTE,BAHIA
Iuiú,291733,NORDESTE,BAHIA
Jaborandi,291735,NORDESTE,BAHIA
Jacaraci,291740,NORDESTE,BAHIA
Jacobina,291750,NORDESTE,BAHIA
Jaguaquara,291760,NORDESTE,BAHIA
Jaguarari,291770,NORDESTE,BAHIA
Jaguaripe,291780,NORDESTE,BAHIA
Jandaíra,291790,NORDESTE,BAHIA
Jequié,291800,NORDESTE,BAHIA
Jeremoabo,291810,NORDESTE,BAHIA
Jiquiriçá,291820,NORDESTE,BAHIA
Jitaúna,291830,NORDESTE,BAHIA
João Dourado,291835,NORDESTE,BAHIA
Juazeiro,291840,NORDESTE,BAHIA
Jucuruçu,291845,NORDESTE,BAHIA
Jussara,291850,NORDESTE,BAHIA
Jussari,291855,NORDESTE,BAHIA
Jussiape,291860,NORDESTE,BAHIA
Lafaiete Coutinho,291870,NORDESTE,BAHIA
Lagoa Real,291875,NORDESTE,BAHIA
Laje,291880,NORDESTE,BAHIA
Lajedão,291890,NORDESTE,BAHIA
Lajedinho,291900,NORDESTE,BAHIA
Lajedo do Tabocal,291905,NORDESTE,BAHIA
Lamarão,291910,NORDESTE,BAHIA
Lapão,291915,NORDESTE,BAHIA
Lauro de Freitas,291920,NORDESTE,BAHIA
Lençóis,291930,NORDESTE,BAHIA
Licínio de Almeida,291940,NORDESTE,BAHIA
Livramento de Nossa Senhora,291950,NORDESTE,BAHIA
Luís Eduardo Magalhães,291955,NORDESTE,BAHIA
Macajuba,291960,NORDESTE,BAHIA
Macarani,291970,NORDESTE,BAHIA
Macaúbas,291980,NORDESTE,BAHIA
Macururé,291990,NORDESTE,BAHIA
Madre de Deus,291992,NORDESTE,BAHIA
Maetinga,291995,NORDESTE,BAHIA
Maiquinique,292000,NORDESTE,BAHIA
Mairi,292010,NORDESTE,BAHIA
Malhada,292020,NORDESTE,BAHIA
Malhada de Pedras,292030,NORDESTE,BAHIA
Manoel Vitorino,292040,NORDESTE,BAHIA
Mansidão,292045,NORDESTE,BAHIA
Maracás,292050,NORDESTE,BAHIA
Maragogipe,292060,NORDESTE,BAHIA
Maraú,292070,NORDESTE,BAHIA
Marcionílio Souza,292080,NORDESTE,BAHIA
Mascote,292090,NORDESTE,BAHIA
Mata de São João,292100,NORDESTE,BAHIA
Matina,292105,NORDESTE,BAHIA
Medeiros Neto,292110,NORDESTE,BAHIA
Miguel Calmon,292120,NORDESTE,BAHIA
Milagres,292130,NORDESTE,BAHIA
Mirangaba,292140,NORDESTE,BAHIA
Mirante,292145,NORDESTE,BAHIA
Monte Santo,292150,NORDESTE,BAHIA
Morpará,292160,NORDESTE,BAHIA
Morro do Chapéu,292170,NORDESTE,BAHIA
Mortugaba,292180,NORDESTE,BAHIA
Mucugê,292190,NORDESTE,BAHIA
Mucuri,292200,NORDESTE,BAHIA
Mulungu do Morro,292205,NORDESTE,BAHIA
Mundo Novo,292210,NORDESTE,BAHIA
Muniz Ferreira,292220,NORDESTE,BAHIA
Muquém de São Francisco,292225,NORDESTE,BAHIA
Muritiba,292230,NORDESTE,BAHIA
Mutuípe,292240,NORDESTE,BAHIA
Nazaré,292250,NORDESTE,BAHIA
Nilo Peçanha,292260,NORDESTE,BAHIA
Nordestina,292265,NORDESTE,BAHIA
Nova Canaã,292270,NORDESTE,BAHIA
Nova Fátima,292273,NORDESTE,BAHIA
Nova Ibiá,292275,NORDESTE,BAHIA
Nova Itarana,292280,NORDESTE,BAHIA
Nova Redenção,292285,NORDESTE,BAHIA
Nova Soure,292290,NORDESTE,BAHIA
Nova Viçosa,292300,NORDESTE,BAHIA
Novo Horizonte,292303,NORDESTE,BAHIA
Novo Triunfo,292305,NORDESTE,BAHIA
Olindina,292310,NORDESTE,BAHIA
Oliveira dos Brejinhos,292320,NORDESTE,BAHIA
Ouriçangas,292330,NORDESTE,BAHIA
Ourolândia,292335,NORDESTE,BAHIA
Palmas de Monte Alto,292340,NORDESTE,BAHIA
Palmeiras,292350,NORDESTE,BAHIA
Paramirim,292360,NORDESTE,BAHIA
Paratinga,292370,NORDESTE,BAHIA
Paripiranga,292380,NORDESTE,BAHIA
Pau Brasil,292390,NORDESTE,BAHIA
Paulo Afonso,292400,NORDESTE,BAHIA
Pé de Serra,292405,NORDESTE,BAHIA
Pedrão,292410,NORDESTE,BAHIA
Pedro Alexandre,292420,NORDESTE,BAHIA
Piatã,292430,NORDESTE,BAHIA
Pilão Arcado,292440,NORDESTE,BAHIA
Pindaí,292450,NORDESTE,BAHIA
Pindobaçu,292460,NORDESTE,BAHIA
Pintadas,292465,NORDESTE,BAHIA
Piraí do Norte,292467,NORDESTE,BAHIA
Piripá,292470,NORDESTE,BAHIA
Piritiba,292480,NORDESTE,BAHIA
Planaltino,292490,NORDESTE,BAHIA
Planalto,292500,NORDESTE,BAHIA
Poções,292510,NORDESTE,BAHIA
Pojuca,292520,NORDESTE,BAHIA
Ponto Novo,292525,NORDESTE,BAHIA
Porto Seguro,292530,NORDESTE,BAHIA
Potiraguá,292540,NORDESTE,BAHIA
Prado,292550,NORDESTE,BAHIA
Presidente Dutra,292560,NORDESTE,BAHIA
Presidente Jânio Quadros,292570,NORDESTE,BAHIA
Presidente Tancredo Neves,292575,NORDESTE,BAHIA
Queimadas,292580,NORDESTE,BAHIA
Quijingue,292590,NORDESTE,BAHIA
Quixabeira,292593,NORDESTE,BAHIA
Rafael Jambeiro,292595,NORDESTE,BAHIA
Remanso,292600,NORDESTE,BAHIA
Retirolândia,292610,NORDESTE,BAHIA
Riachão das Neves,292620,NORDESTE,BAHIA
Riachão do Jacuípe,292630,NORDESTE,BAHIA
Riacho de Santana,292640,NORDESTE,BAHIA
Ribeira do Amparo,292650,NORDESTE,BAHIA
Ribeira do Pombal,292660,NORDESTE,BAHIA
Ribeirão do Largo,292665,NORDESTE,BAHIA
Rio de Contas,292670,NORDESTE,BAHIA
Rio do Antônio,292680,NORDESTE,BAHIA
Rio do Pires,292690,NORDESTE,BAHIA
Rio Real,292700,NORDESTE,BAHIA
Rodelas,292710,NORDESTE,BAHIA
Ruy Barbosa,292720,NORDESTE,BAHIA
Salinas da Margarida,292730,NORDESTE,BAHIA
Salvador,292740,NORDESTE,BAHIA
Santa Bárbara,292750,NORDESTE,BAHIA
Santa Brígida,292760,NORDESTE,BAHIA
Santa Cruz Cabrália,292770,NORDESTE,BAHIA
Santa Cruz da Vitória,292780,NORDESTE,BAHIA
Santa Inês,292790,NORDESTE,BAHIA
Santaluz,292800,NORDESTE,BAHIA
Santa Luzia,292805,NORDESTE,BAHIA
Santa Maria da Vitória,292810,NORDESTE,BAHIA
Santana,292820,NORDESTE,BAHIA
Santanópolis,292830,NORDESTE,BAHIA
Santa Rita de Cássia,292840,NORDESTE,BAHIA
Santa Teresinha,292850,NORDESTE,BAHIA
Santo Amaro,292860,NORDESTE,BAHIA
Santo Antônio de Jesus,292870,NORDESTE,BAHIA
Santo Estêvão,292880,NORDESTE,BAHIA
São Desidério,292890,NORDESTE,BAHIA
São Domingos,292895,NORDESTE,BAHIA
São Félix,292900,NORDESTE,BAHIA
São Félix do Coribe,292905,NORDESTE,BAHIA
São Felipe,292910,NORDESTE,BAHIA
São Francisco do Conde,292920,NORDESTE,BAHIA
São Gabriel,292925,NORDESTE,BAHIA
São Gonçalo dos Campos,292930,NORDESTE,BAHIA
São José da Vitória,292935,NORDESTE,BAHIA
São José do Jacuípe,292937,NORDESTE,BAHIA
São Miguel das Matas,292940,NORDESTE,BAHIA
São Sebastião do Passé,292950,NORDESTE,BAHIA
Sapeaçu,292960,NORDESTE,BAHIA
Sátiro Dias,292970,NORDESTE,BAHIA
Saubara,292975,NORDESTE,BAHIA
Saúde,292980,NORDESTE,BAHIA
Seabra,292990,NORDESTE,BAHIA
Sebastião Laranjeiras,293000,NORDESTE,BAHIA
Senhor do Bonfim,293010,NORDESTE,BAHIA
Serra do Ramalho,293015,NORDESTE,BAHIA
Sento Sé,293020,NORDESTE,BAHIA
Serra Dourada,293030,NORDESTE,BAHIA
Serra Preta,293040,NORDESTE,BAHIA
Serrinha,293050,NORDESTE,BAHIA
Serrolândia,293060,NORDESTE,BAHIA
Simões Filho,293070,NORDESTE,BAHIA
Sítio do Mato,293075,NORDESTE,BAHIA
Sítio do Quinto,293076,NORDESTE,BAHIA
Sobradinho,293077,NORDESTE,BAHIA
Souto Soares,293080,NORDESTE,BAHIA
Tabocas do Brejo Velho,293090,NORDESTE,BAHIA
Tanhaçu,293100,NORDESTE,BAHIA
Tanque Novo,293105,NORDESTE,BAHIA
Tanquinho,293110,NORDESTE,BAHIA
Taperoá,293120,NORDESTE,BAHIA
Tapiramutá,293130,NORDESTE,BAHIA
Teixeira de Freitas,293135,NORDESTE,BAHIA
Teodoro Sampaio,293140,NORDESTE,BAHIA
Teofilândia,293150,NORDESTE,BAHIA
Teolândia,293160,NORDESTE,BAHIA
Terra Nova,293170,NORDESTE,BAHIA
Tremedal,293180,NORDESTE,BAHIA
Tucano,293190,NORDESTE,BAHIA
Uauá,293200,NORDESTE,BAHIA
Ubaíra,293210,NORDESTE,BAHIA
Ubaitaba,293220,NORDESTE,BAHIA
Ubatã,293230,NORDESTE,BAHIA
Uibaí,293240,NORDESTE,BAHIA
Umburanas,293245,NORDESTE,BAHIA
Una,293250,NORDESTE,BAHIA
Urandi,293260,NORDESTE,BAHIA
Uruçuca,293270,NORDESTE,BAHIA
Utinga,293280,NORDESTE,BAHIA
Valença,293290,NORDESTE,BAHIA
Valente,293300,NORDESTE,BAHIA
Várzea da Roça,293305,NORDESTE,BAHIA
Várzea do Poço,293310,NORDESTE,BAHIA
Várzea Nova,293315,NORDESTE,BAHIA
Varzedo,293317,NORDESTE,BAHIA
Vera Cruz,293320,NORDESTE,BAHIA
Vereda,293325,NORDESTE,BAHIA
Vitória da Conquista,293330,NORDESTE,BAHIA
Wagner,293340,NORDESTE,BAHIA
Wanderley,293345,NORDESTE,BAHIA
Wenceslau Guimarães,293350,NORDESTE,BAHIA
Xique-Xique,293360,NORDESTE,BAHIA
Município ignorado - MG,310000,SUDESTE,MINAS GERAIS
Abadia dos Dourados,310010,SUDESTE,MINAS GERAIS
Abaeté,310020,SUDESTE,MINAS GERAIS
Abre Campo,310030,SUDESTE,MINAS GERAIS
Acaiaca,310040,SUDESTE,MINAS GERAIS
Açucena,310050,SUDESTE,MINAS GERAIS
Água Boa,310060,SUDESTE,MINAS GERAIS
Água Comprida,310070,SUDESTE,MINAS GERAIS
Aguanil,310080,SUDESTE,MINAS GERAIS
Águas Formosas,310090,SUDESTE,MINAS GERAIS
Águas Vermelhas,310100,SUDESTE,MINAS GERAIS
Aimorés,310110,SUDESTE,MINAS GERAIS
Aiuruoca,310120,SUDESTE,MINAS GERAIS
Alagoa,310130,SUDESTE,MINAS GERAIS
Albertina,310140,SUDESTE,MINAS GERAIS
Além Paraíba,310150,SUDESTE,MINAS GERAIS
Alfenas,310160,SUDESTE,MINAS GERAIS
Alfredo Vasconcelos,310163,SUDESTE,MINAS GERAIS
Almenara,310170,SUDESTE,MINAS GERAIS
Alpercata,310180,SUDESTE,MINAS GERAIS
Alpinópolis,310190,SUDESTE,MINAS GERAIS
Alterosa,310200,SUDESTE,MINAS GERAIS
Alto Caparaó,310205,SUDESTE,MINAS GERAIS
Alto Rio Doce,310210,SUDESTE,MINAS GERAIS
Alvarenga,310220,SUDESTE,MINAS GERAIS
Alvinópolis,310230,SUDESTE,MINAS GERAIS
Alvorada de Minas,310240,SUDESTE,MINAS GERAIS
Amparo do Serra,310250,SUDESTE,MINAS GERAIS
Andradas,310260,SUDESTE,MINAS GERAIS
Cachoeira de Pajeú,310270,SUDESTE,MINAS GERAIS
Andrelândia,310280,SUDESTE,MINAS GERAIS
Angelândia,310285,SUDESTE,MINAS GERAIS
Antônio Carlos,310290,SUDESTE,MINAS GERAIS
Antônio Dias,310300,SUDESTE,MINAS GERAIS
Antônio Prado de Minas,310310,SUDESTE,MINAS GERAIS
Araçaí,310320,SUDESTE,MINAS GERAIS
Aracitaba,310330,SUDESTE,MINAS GERAIS
Araçuaí,310340,SUDESTE,MINAS GERAIS
Araguari,310350,SUDESTE,MINAS GERAIS
Arantina,310360,SUDESTE,MINAS GERAIS
Araponga,310370,SUDESTE,MINAS GERAIS
Araporã,310375,SUDESTE,MINAS GERAIS
Arapuá,310380,SUDESTE,MINAS GERAIS
Araújos,310390,SUDESTE,MINAS GERAIS
Araxá,310400,SUDESTE,MINAS GERAIS
Arceburgo,310410,SUDESTE,MINAS GERAIS
Arcos,310420,SUDESTE,MINAS GERAIS
Areado,310430,SUDESTE,MINAS GERAIS
Argirita,310440,SUDESTE,MINAS GERAIS
Aricanduva,310445,SUDESTE,MINAS GERAIS
Arinos,310450,SUDESTE,MINAS GERAIS
Astolfo Dutra,310460,SUDESTE,MINAS GERAIS
Ataléia,310470,SUDESTE,MINAS GERAIS
Augusto de Lima,310480,SUDESTE,MINAS GERAIS
Baependi,310490,SUDESTE,MINAS GERAIS
Baldim,310500,SUDESTE,MINAS GERAIS
Bambuí,310510,SUDESTE,MINAS GERAIS
Bandeira,310520,SUDESTE,MINAS GERAIS
Bandeira do Sul,310530,SUDESTE,MINAS GERAIS
Barão de Cocais,310540,SUDESTE,MINAS GERAIS
Barão de Monte Alto,310550,SUDESTE,MINAS GERAIS
Barbacena,310560,SUDESTE,MINAS GERAIS
Barra Longa,310570,SUDESTE,MINAS GERAIS
Barroso,310590,SUDESTE,MINAS GERAIS
Bela Vista de Minas,310600,SUDESTE,MINAS GERAIS
Belmiro Braga,310610,SUDESTE,MINAS GERAIS
Belo Horizonte,310620,SUDESTE,MINAS GERAIS
Belo Oriente,310630,SUDESTE,MINAS GERAIS
Belo Vale,310640,SUDESTE,MINAS GERAIS
Berilo,310650,SUDESTE,MINAS GERAIS
Bertópolis,310660,SUDESTE,MINAS GERAIS
Berizal,310665,SUDESTE,MINAS GERAIS
Betim,310670,SUDESTE,MINAS GERAIS
Bias Fortes,310680,SUDESTE,MINAS GERAIS
Bicas,310690,SUDESTE,MINAS GERAIS
Biquinhas,310700,SUDESTE,MINAS GERAIS
Boa Esperança,310710,SUDESTE,MINAS GERAIS
Bocaina de Minas,310720,SUDESTE,MINAS GERAIS
Bocaiúva,310730,SUDESTE,MINAS GERAIS
Bom Despacho,310740,SUDESTE,MINAS GERAIS
Bom Jardim de Minas,310750,SUDESTE,MINAS GERAIS
Bom Jesus da Penha,310760,SUDESTE,MINAS GERAIS
Bom Jesus do Amparo,310770,SUDESTE,MINAS GERAIS
Bom Jesus do Galho,310780,SUDESTE,MINAS GERAIS
Bom Repouso,310790,SUDESTE,MINAS GERAIS
Bom Sucesso,310800,SUDESTE,MINAS GERAIS
Bonfim,310810,SUDESTE,MINAS GERAIS
Bonfinópolis de Minas,310820,SUDESTE,MINAS GERAIS
Bonito de Minas,310825,SUDESTE,MINAS GERAIS
Borda da Mata,310830,SUDESTE,MINAS GERAIS
Botelhos,310840,SUDESTE,MINAS GERAIS
Botumirim,310850,SUDESTE,MINAS GERAIS
Brasilândia de Minas,310855,SUDESTE,MINAS GERAIS
Brasília de Minas,310860,SUDESTE,MINAS GERAIS
Brás Pires,310870,SUDESTE,MINAS GERAIS
Braúnas,310880,SUDESTE,MINAS GERAIS
Brasópolis,310890,SUDESTE,MINAS GERAIS
Brumadinho,310900,SUDESTE,MINAS GERAIS
Bueno Brandão,310910,SUDESTE,MINAS GERAIS
Buenópolis,310920,SUDESTE,MINAS GERAIS
Bugre,310925,SUDESTE,MINAS GERAIS
Buritis,310930,SUDESTE,MINAS GERAIS
Buritizeiro,310940,SUDESTE,MINAS GERAIS
Cabeceira Grande,310945,SUDESTE,MINAS GERAIS
Cabo Verde,310950,SUDESTE,MINAS GERAIS
Cachoeira da Prata,310960,SUDESTE,MINAS GERAIS
Cachoeira de Minas,310970,SUDESTE,MINAS GERAIS
Cachoeira Dourada,310980,SUDESTE,MINAS GERAIS
Caetanópolis,310990,SUDESTE,MINAS GERAIS
Caeté,311000,SUDESTE,MINAS GERAIS
Caiana,311010,SUDESTE,MINAS GERAIS
Cajuri,311020,SUDESTE,MINAS GERAIS
Caldas,311030,SUDESTE,MINAS GERAIS
Camacho,311040,SUDESTE,MINAS GERAIS
Camanducaia,311050,SUDESTE,MINAS GERAIS
Cambuí,311060,SUDESTE,MINAS GERAIS
Cambuquira,311070,SUDESTE,MINAS GERAIS
Campanário,311080,SUDESTE,MINAS GERAIS
Campanha,311090,SUDESTE,MINAS GERAIS
Campestre,311100,SUDESTE,MINAS GERAIS
Campina Verde,311110,SUDESTE,MINAS GERAIS
Campo Azul,311115,SUDESTE,MINAS GERAIS
Campo Belo,311120,SUDESTE,MINAS GERAIS
Campo do Meio,311130,SUDESTE,MINAS GERAIS
Campo Florido,311140,SUDESTE,MINAS GERAIS
Campos Altos,311150,SUDESTE,MINAS GERAIS
Campos Gerais,311160,SUDESTE,MINAS GERAIS
Canaã,311170,SUDESTE,MINAS GERAIS
Canápolis,311180,SUDESTE,MINAS GERAIS
Cana Verde,311190,SUDESTE,MINAS GERAIS
Candeias,311200,SUDESTE,MINAS GERAIS
Cantagalo,311205,SUDESTE,MINAS GERAIS
Caparaó,311210,SUDESTE,MINAS GERAIS
Capela Nova,311220,SUDESTE,MINAS GERAIS
Capelinha,311230,SUDESTE,MINAS GERAIS
Capetinga,311240,SUDESTE,MINAS GERAIS
Capim Branco,311250,SUDESTE,MINAS GERAIS
Capinópolis,311260,SUDESTE,MINAS GERAIS
Capitão Andrade,311265,SUDESTE,MINAS GERAIS
Capitão Enéas,311270,SUDESTE,MINAS GERAIS
Capitólio,311280,SUDESTE,MINAS GERAIS
Caputira,311290,SUDESTE,MINAS GERAIS
Caraí,311300,SUDESTE,MINAS GERAIS
Caranaíba,311310,SUDESTE,MINAS GERAIS
Carandaí,311320,SUDESTE,MINAS GERAIS
Carangola,311330,SUDESTE,MINAS GERAIS
Caratinga,311340,SUDESTE,MINAS GERAIS
Carbonita,311350,SUDESTE,MINAS GERAIS
Careaçu,311360,SUDESTE,MINAS GERAIS
Carlos Chagas,311370,SUDESTE,MINAS GERAIS
Carmésia,311380,SUDESTE,MINAS GERAIS
Carmo da Cachoeira,311390,SUDESTE,MINAS GERAIS
Carmo da Mata,311400,SUDESTE,MINAS GERAIS
Carmo de Minas,311410,SUDESTE,MINAS GERAIS
Carmo do Cajuru,311420,SUDESTE,MINAS GERAIS
Carmo do Paranaíba,311430,SUDESTE,MINAS GERAIS
Carmo do Rio Claro,311440,SUDESTE,MINAS GERAIS
Carmópolis de Minas,311450,SUDESTE,MINAS GERAIS
Carneirinho,311455,SUDESTE,MINAS GERAIS
Carrancas,311460,SUDESTE,MINAS GERAIS
Carvalhópolis,311470,SUDESTE,MINAS GERAIS
Carvalhos,311480,SUDESTE,MINAS GERAIS
Casa Grande,311490,SUDESTE,MINAS GERAIS
Cascalho Rico,311500,SUDESTE,MINAS GERAIS
Cássia,311510,SUDESTE,MINAS GERAIS
Conceição da Barra de Minas,311520,SUDESTE,MINAS GERAIS
Cataguases,311530,SUDESTE,MINAS GERAIS
Catas Altas,311535,SUDESTE,MINAS GERAIS
Catas Altas da Noruega,311540,SUDESTE,MINAS GERAIS
Catuji,311545,SUDESTE,MINAS GERAIS
Catuti,311547,SUDESTE,MINAS GERAIS
Caxambu,311550,SUDESTE,MINAS GERAIS
Cedro do Abaeté,311560,SUDESTE,MINAS GERAIS
Central de Minas,311570,SUDESTE,MINAS GERAIS
Centralina,311580,SUDESTE,MINAS GERAIS
Chácara,311590,SUDESTE,MINAS GERAIS
Chalé,311600,SUDESTE,MINAS GERAIS
Chapada do Norte,311610,SUDESTE,MINAS GERAIS
Chapada Gaúcha,311615,SUDESTE,MINAS GERAIS
Chiador,311620,SUDESTE,MINAS GERAIS
Cipotânea,311630,SUDESTE,MINAS GERAIS
Claraval,311640,SUDESTE,MINAS GERAIS
Claro dos Poções,311650,SUDESTE,MINAS GERAIS
Cláudio,311660,SUDESTE,MINAS GERAIS
Coimbra,311670,SUDESTE,MINAS GERAIS
Coluna,311680,SUDESTE,MINAS GERAIS
Comendador Gomes,311690,SUDESTE,MINAS GERAIS
Comercinho,311700,SUDESTE,MINAS GERAIS
Conceição da Aparecida,311710,SUDESTE,MINAS GERAIS
Conceição das Pedras,311720,SUDESTE,MINAS GERAIS
Conceição das Alagoas,311730,SUDESTE,MINAS GERAIS
Conceição de Ipanema,311740,SUDESTE,MINAS GERAIS
Conceição do Mato Dentro,311750,SUDESTE,MINAS GERAIS
Conceição do Pará,311760,SUDESTE,MINAS GERAIS
Conceição do Rio Verde,311770,SUDESTE,MINAS GERAIS
Conceição dos Ouros,311780,SUDESTE,MINAS GERAIS
