CODMUNRES,ano_nasc,Qtd_Robson,Qtd_Total,Ratio
110070,2020,1.0,173,0.005780346820809248
110080,2012,60.0,430,0.13953488372093023
110080,2013,0.0,405,0.0
110080,2014,41.0,296,0.13851351351351351
110080,2015,29.0,323,0.08978328173374613
110080,2016,42.0,372,0.11290322580645161
110080,2017,37.0,397,0.09319899244332494
110080,2018,30.0,421,0.07125890736342043
110080,2019,26.0,337,0.0771513353115727
110080,2020,17.0,344,0.04941860465116279
110090,2012,1.0,53,0.018867924528301886
110090,2013,0.0,36,0.0
110090,2014,0.0,46,0.0
110090,2015,0.0,52,0.0
110090,2016,0.0,55,0.0
110090,2017,0.0,39,0.0
110090,2018,0.0,56,0.0
110090,2019,0.0,32,0.0
110090,2020,2.0,37,0.05405405405405406
110092,2012,3.0,118,0.025423728813559324
110092,2013,0.0,158,0.0
110092,2014,5.0,158,0.03164556962025317
110092,2015,9.0,154,0.05844155844155844
110092,2016,1.0,153,0.006535947712418301
110092,2017,2.0,169,0.011834319526627219
110092,2018,8.0,181,0.04419889502762431
110092,2019,9.0,162,0.05555555555555555
110092,2020,5.0,162,0.030864197530864196
110094,2012,36.0,161,0.2236024844720497
110094,2013,0.0,203,0.0
110094,2014,9.0,240,0.0375
110094,2015,42.0,274,0.15328467153284672
110094,2016,100.0,241,0.4149377593360996
110094,2017,118.0,209,0.5645933014354066
110094,2018,40.0,229,0.17467248908296942
110094,2019,5.0,205,0.024390243902439025
110094,2020,3.0,246,0.012195121951219513
110100,2012,5.0,133,0.03759398496240601
110100,2013,0.0,116,0.0
110100,2014,7.0,124,0.056451612903225805
110100,2015,12.0,132,0.09090909090909091
110100,2016,4.0,112,0.03571428571428571
110100,2017,7.0,109,0.06422018348623854
110100,2018,1.0,133,0.007518796992481203
110100,2019,3.0,112,0.026785714285714284
110100,2020,3.0,86,0.03488372093023256
110110,2012,36.0,114,0.3157894736842105
110110,2013,0.0,123,0.0
110110,2014,4.0,97,0.041237113402061855
110110,2015,18.0,112,0.16071428571428573
110110,2016,28.0,129,0.21705426356589147
110110,2017,18.0,95,0.18947368421052632
110110,2018,6.0,92,0.06521739130434782
110110,2019,3.0,109,0.027522935779816515
110110,2020,10.0,119,0.08403361344537816
110120,2012,0.0,100,0.0
110120,2013,0.0,104,0.0
110120,2014,0.0,107,0.0
110120,2015,1.0,93,0.010752688172043012
110120,2016,2.0,93,0.021505376344086023
110120,2017,2.0,100,0.02
110120,2018,0.0,92,0.0
110120,2019,0.0,84,0.0
110120,2020,0.0,74,0.0
110130,2012,20.0,148,0.13513513513513514
110130,2013,0.0,122,0.0
110130,2014,21.0,137,0.15328467153284672
110130,2015,30.0,179,0.16759776536312848
110130,2016,2.0,148,0.013513513513513514
110130,2017,12.0,156,0.07692307692307693
110130,2018,5.0,160,0.03125
110130,2019,5.0,164,0.03048780487804878
110130,2020,5.0,168,0.02976190476190476
110140,2012,33.0,170,0.19411764705882353
110140,2013,0.0,223,0.0
110140,2014,10.0,204,0.049019607843137254
110140,2015,42.0,240,0.175
110140,2016,81.0,173,0.4682080924855491
110140,2017,90.0,200,0.45
110140,2018,29.0,220,0.1318181818181818
110140,2019,2.0,199,0.010050251256281407
110140,2020,0.0,167,0.0
110143,2012,15.0,99,0.15151515151515152
110143,2013,0.0,82,0.0
110143,2014,21.0,110,0.19090909090909092
110143,2015,14.0,73,0.1917808219178082
110143,2016,3.0,90,0.03333333333333333
110143,2017,2.0,94,0.02127659574468085
110143,2018,4.0,87,0.04597701149425287
110143,2019,4.0,104,0.038461538461538464
110143,2020,2.0,87,0.022988505747126436
110145,2012,0.0,63,0.0
110145,2013,0.0,55,0.0
110145,2014,0.0,49,0.0
110145,2015,0.0,54,0.0
110145,2016,0.0,50,0.0
110145,2017,0.0,51,0.0
110145,2018,0.0,53,0.0
110145,2019,1.0,44,0.022727272727272728
110145,2020,1.0,59,0.01694915254237288
110146,2012,4.0,51,0.0784313725490196
110146,2013,0.0,42,0.0
110146,2014,2.0,37,0.05405405405405406
110146,2015,7.0,52,0.1346153846153846
110146,2016,1.0,34,0.029411764705882353
110146,2017,1.0,52,0.019230769230769232
110146,2018,0.0,52,0.0
110146,2019,1.0,40,0.025
110146,2020,1.0,39,0.02564102564102564
110147,2012,0.0,43,0.0
110147,2013,0.0,39,0.0
110147,2014,0.0,47,0.0
110147,2015,0.0,40,0.0
110147,2016,0.0,56,0.0
110147,2017,0.0,63,0.0
110147,2018,0.0,38,0.0
110147,2019,1.0,43,0.023255813953488372
110147,2020,0.0,38,0.0
110148,2012,1.0,64,0.015625
110148,2013,0.0,61,0.0
110148,2014,1.0,59,0.01694915254237288
110148,2015,2.0,73,0.0273972602739726
110148,2016,1.0,54,0.018518518518518517
110148,2017,1.0,75,0.013333333333333334
110148,2018,0.0,54,0.0
110148,2019,1.0,54,0.018518518518518517
110148,2020,0.0,65,0.0
110149,2012,14.0,246,0.056910569105691054
110149,2013,0.0,266,0.0
110149,2014,5.0,308,0.016233766233766232
110149,2015,8.0,319,0.025078369905956112
110149,2016,10.0,305,0.03278688524590164
110149,2017,6.0,333,0.018018018018018018
110149,2018,6.0,327,0.01834862385321101
110149,2019,4.0,303,0.013201320132013201
110149,2020,10.0,266,0.03759398496240601
110150,2012,7.0,190,0.03684210526315789
110150,2013,0.0,184,0.0
110150,2014,4.0,170,0.023529411764705882
110150,2015,7.0,188,0.03723404255319149
110150,2016,3.0,171,0.017543859649122806
110150,2017,8.0,188,0.0425531914893617
110150,2018,10.0,154,0.06493506493506493
110150,2019,12.0,168,0.07142857142857142
110150,2020,10.0,162,0.06172839506172839
110155,2012,8.0,57,0.14035087719298245
110155,2013,0.0,80,0.0
110155,2014,27.0,69,0.391304347826087
110155,2015,16.0,71,0.22535211267605634
110155,2016,0.0,59,0.0
110155,2017,4.0,58,0.06896551724137931
110155,2018,2.0,60,0.03333333333333333
110155,2019,4.0,64,0.0625
110155,2020,1.0,42,0.023809523809523808
110160,2012,7.0,133,0.05263157894736842
110160,2013,0.0,106,0.0
110160,2014,7.0,125,0.056
110160,2015,5.0,107,0.04672897196261682
110160,2016,9.0,131,0.06870229007633588
110160,2017,10.0,146,0.0684931506849315
110160,2018,5.0,131,0.03816793893129771
110160,2019,1.0,97,0.010309278350515464
110160,2020,6.0,115,0.05217391304347826
110170,2012,21.0,146,0.14383561643835616
110170,2013,0.0,150,0.0
110170,2014,29.0,122,0.23770491803278687
110170,2015,27.0,138,0.1956521739130435
110170,2016,3.0,151,0.019867549668874173
110170,2017,15.0,150,0.1
110170,2018,4.0,139,0.02877697841726619
110170,2019,17.0,170,0.1
110170,2020,9.0,143,0.06293706293706294
110175,2012,10.0,86,0.11627906976744186
110175,2013,0.0,89,0.0
110175,2014,15.0,128,0.1171875
110175,2015,11.0,106,0.10377358490566038
110175,2016,6.0,110,0.05454545454545454
110175,2017,5.0,86,0.05813953488372093
110175,2018,2.0,91,0.02197802197802198
110175,2019,0.0,93,0.0
110175,2020,7.0,72,0.09722222222222222
110180,2012,4.0,83,0.04819277108433735
110180,2013,0.0,107,0.0
110180,2014,23.0,90,0.25555555555555554
110180,2015,10.0,63,0.15873015873015872
110180,2016,4.0,98,0.04081632653061224
110180,2017,4.0,79,0.05063291139240506
110180,2018,3.0,95,0.031578947368421054
110180,2019,5.0,81,0.06172839506172839
110180,2020,1.0,62,0.016129032258064516
120000,2012,0.0,1,0.0
120001,2012,143.0,253,0.5652173913043478
120001,2013,0.0,258,0.0
120001,2014,118.0,269,0.43866171003717475
120001,2015,73.0,217,0.33640552995391704
120001,2016,50.0,222,0.22522522522522523
120001,2017,94.0,256,0.3671875
120001,2018,30.0,216,0.1388888888888889
120001,2019,7.0,257,0.027237354085603113
120001,2020,19.0,237,0.08016877637130802
120005,2012,101.0,219,0.4611872146118721
120005,2013,0.0,213,0.0
120005,2014,37.0,196,0.18877551020408162
120005,2015,23.0,238,0.09663865546218488
120005,2016,33.0,190,0.1736842105263158
120005,2017,103.0,248,0.4153225806451613
120005,2018,103.0,264,0.39015151515151514
120005,2019,126.0,266,0.47368421052631576
120005,2020,73.0,215,0.3395348837209302
120010,2012,65.0,505,0.12871287128712872
120010,2013,0.0,530,0.0
120010,2014,44.0,547,0.08043875685557587
120010,2015,50.0,531,0.09416195856873823
120010,2016,37.0,490,0.07551020408163266
120010,2017,53.0,570,0.09298245614035087
120010,2018,21.0,540,0.03888888888888889
120010,2019,12.0,540,0.022222222222222223
120010,2020,22.0,527,0.04174573055028463
120013,2012,124.0,198,0.6262626262626263
120013,2013,0.0,202,0.0
120013,2014,103.0,242,0.4256198347107438
120013,2015,65.0,248,0.2620967741935484
120013,2016,62.0,248,0.25
120013,2017,120.0,307,0.39087947882736157
120013,2018,43.0,306,0.14052287581699346
120013,2019,10.0,329,0.030395136778115502
120013,2020,14.0,241,0.058091286307053944
120017,2012,120.0,201,0.5970149253731343
120017,2013,0.0,193,0.0
120017,2014,112.0,234,0.47863247863247865
120017,2015,67.0,219,0.3059360730593607
120017,2016,43.0,194,0.22164948453608246
120017,2017,72.0,243,0.2962962962962963
120017,2018,28.0,222,0.12612612612612611
120017,2019,10.0,217,0.04608294930875576
120017,2020,7.0,190,0.03684210526315789
120020,2012,141.0,1741,0.08098793796668581
120020,2013,0.0,1783,0.0
120020,2014,113.0,1818,0.06215621562156216
120020,2015,121.0,1839,0.06579662860250136
120020,2016,13.0,1632,0.007965686274509803
120020,2017,46.0,1684,0.027315914489311165
120020,2018,7.0,1756,0.003986332574031891
120020,2019,10.0,1809,0.00552791597567717
120020,2020,3.0,1691,0.0017740981667652277
120025,2012,48.0,282,0.1702127659574468
120025,2013,0.0,275,0.0
120025,2014,38.0,262,0.1450381679389313
120025,2015,19.0,279,0.06810035842293907
120025,2016,27.0,270,0.1
120025,2017,32.0,291,0.10996563573883161
120025,2018,15.0,273,0.054945054945054944
120025,2019,14.0,314,0.044585987261146494
120025,2020,7.0,293,0.023890784982935155
120030,2012,145.0,904,0.16039823008849557
120030,2013,0.0,791,0.0
120030,2014,291.0,829,0.35102533172496986
120030,2015,136.0,772,0.17616580310880828
120030,2016,130.0,834,0.15587529976019185
120030,2017,115.0,833,0.13805522208883553
120030,2018,60.0,833,0.07202881152460984
120030,2019,46.0,871,0.05281285878300804
120030,2020,51.0,789,0.06463878326996197
120032,2012,34.0,269,0.12639405204460966
120032,2013,0.0,271,0.0
120032,2014,80.0,282,0.28368794326241137
120032,2015,38.0,273,0.1391941391941392
120032,2016,31.0,263,0.11787072243346007
120032,2017,22.0,266,0.08270676691729323
120032,2018,24.0,274,0.08759124087591241
120032,2019,9.0,218,0.04128440366972477
120032,2020,17.0,205,0.08292682926829269
120033,2012,30.0,386,0.07772020725388601
120033,2013,0.0,399,0.0
120033,2014,16.0,413,0.0387409200968523
120033,2015,23.0,395,0.05822784810126582
120033,2016,9.0,325,0.027692307692307693
120033,2017,10.0,358,0.027932960893854747
120033,2018,5.0,367,0.013623978201634877
120033,2019,2.0,345,0.005797101449275362
120033,2020,7.0,420,0.016666666666666666
120034,2012,29.0,256,0.11328125
120034,2013,0.0,229,0.0
120034,2014,30.0,243,0.12345679012345678
120034,2015,34.0,266,0.12781954887218044
120034,2016,34.0,236,0.1440677966101695
120034,2017,51.0,261,0.19540229885057472
120034,2018,17.0,252,0.06746031746031746
120034,2019,6.0,230,0.02608695652173913
120034,2020,6.0,280,0.02142857142857143
120035,2012,12.0,474,0.02531645569620253
120035,2013,0.0,485,0.0
120035,2014,65.0,458,0.14192139737991266
120035,2015,46.0,445,0.10337078651685393
120035,2016,75.0,352,0.21306818181818182
120035,2017,69.0,388,0.17783505154639176
120035,2018,53.0,407,0.13022113022113022
120035,2019,25.0,448,0.05580357142857143
120035,2020,14.0,334,0.041916167664670656
120038,2012,205.0,353,0.5807365439093485
120038,2013,0.0,334,0.0
120038,2014,138.0,322,0.42857142857142855
120038,2015,116.0,350,0.3314285714285714
120038,2016,78.0,339,0.23008849557522124
120038,2017,114.0,305,0.3737704918032787
120038,2018,42.0,309,0.13592233009708737
120038,2019,13.0,318,0.040880503144654086
120038,2020,6.0,285,0.021052631578947368
120039,2012,61.0,338,0.1804733727810651
120039,2013,0.0,287,0.0
120039,2014,13.0,250,0.052
120039,2015,9.0,262,0.03435114503816794
120039,2016,4.0,230,0.017391304347826087
120039,2017,0.0,282,0.0
120039,2018,1.0,254,0.003937007874015748
120039,2019,1.0,270,0.003703703703703704
120039,2020,10.0,287,0.03484320557491289
120040,2012,3971.0,6531,0.6080232736181289
120040,2013,0.0,7116,0.0
120040,2014,3239.0,7011,0.4619883040935672
120040,2015,2348.0,6965,0.33711414213926777
120040,2016,1654.0,6614,0.25007559721802236
120040,2017,2173.0,6460,0.3363777089783282
120040,2018,833.0,6495,0.12825250192455734
120040,2019,384.0,6324,0.06072106261859583
120040,2020,335.0,5745,0.058311575282854654
120042,2012,12.0,390,0.03076923076923077
120042,2013,0.0,363,0.0
120042,2014,9.0,394,0.02284263959390863
120042,2015,16.0,396,0.04040404040404041
120042,2016,5.0,304,0.01644736842105263
120042,2017,22.0,366,0.060109289617486336
120042,2018,25.0,394,0.06345177664974619
120042,2019,12.0,334,0.03592814371257485
120042,2020,4.0,347,0.011527377521613832
120043,2012,74.0,259,0.2857142857142857
120043,2013,0.0,223,0.0
120043,2014,44.0,185,0.23783783783783785
120043,2015,20.0,150,0.13333333333333333
120043,2016,21.0,95,0.22105263157894736
120043,2017,62.0,198,0.31313131313131315
120043,2018,23.0,207,0.1111111111111111
120043,2019,17.0,186,0.0913978494623656
120043,2020,2.0,149,0.013422818791946308
120045,2012,218.0,396,0.5505050505050505
120045,2013,0.0,425,0.0
120045,2014,191.0,453,0.4216335540838852
120045,2015,126.0,443,0.28442437923250563
120045,2016,102.0,410,0.24878048780487805
120045,2017,140.0,395,0.35443037974683544
120045,2018,70.0,476,0.14705882352941177
120045,2019,20.0,417,0.047961630695443645
120045,2020,16.0,401,0.0399002493765586
120050,2012,74.0,929,0.07965554359526372
120050,2013,0.0,904,0.0
120050,2014,97.0,827,0.11729141475211609
120050,2015,95.0,847,0.11216056670602124
120050,2016,98.0,762,0.12860892388451445
120050,2017,135.0,780,0.17307692307692307
120050,2018,54.0,788,0.06852791878172589
120050,2019,19.0,768,0.024739583333333332
120050,2020,5.0,668,0.0074850299401197605
