CODMUNRES,Ano,Qtd_Menor20,Pop_Fem_menor20,Ratio
251274,2012,14,341.0,41.05571847507331
251274,2013,11,334.0,32.93413173652694
251274,2014,13,325.0,40.0
251274,2015,10,319.0,31.34796238244514
251274,2016,9,313.0,28.75399361022364
251274,2017,9,304.0,29.605263157894736
251274,2018,7,297.0,23.569023569023567
251274,2019,13,298.0,43.624161073825505
251275,2012,16,430.0,37.2093023255814
251275,2013,17,429.0,39.62703962703963
251275,2014,16,427.0,37.47072599531616
251275,2015,15,425.0,35.294117647058826
251275,2016,16,418.0,38.27751196172249
251275,2017,12,406.0,29.55665024630542
251275,2018,13,395.0,32.91139240506329
251275,2019,14,385.0,36.36363636363637
251276,2012,11,380.0,28.94736842105263
251276,2013,14,376.0,37.234042553191486
251276,2014,12,378.0,31.746031746031747
251276,2015,17,380.0,44.73684210526316
251276,2016,9,372.0,24.193548387096776
251276,2017,7,363.0,19.28374655647383
251276,2018,14,354.0,39.548022598870055
251276,2019,16,345.0,46.3768115942029
251278,2012,11,181.0,60.773480662983424
251278,2013,12,176.0,68.18181818181819
251278,2014,10,171.0,58.47953216374269
251278,2015,12,166.0,72.28915662650603
251278,2016,7,164.0,42.68292682926829
251278,2017,7,162.0,43.20987654320987
251278,2018,9,160.0,56.25
251278,2019,5,153.0,32.6797385620915
251280,2012,22,757.0,29.062087186261557
251280,2013,29,734.0,39.509536784741144
251280,2014,28,711.0,39.38115330520394
251280,2015,26,687.0,37.84570596797671
251280,2016,27,675.0,40.0
251280,2017,29,661.0,43.872919818456886
251280,2018,23,645.0,35.65891472868217
251280,2019,12,626.0,19.169329073482427
251290,2012,77,2143.0,35.93093793747084
251290,2013,82,2107.0,38.91789273849074
251290,2014,68,2068.0,32.88201160541586
251290,2015,83,2029.0,40.90685066535239
251290,2016,77,1997.0,38.5578367551327
251290,2017,79,1957.0,40.36791006642821
251290,2018,69,1915.0,36.0313315926893
251290,2019,74,1883.0,39.29899097185343
251300,2012,10,345.0,28.985507246376812
251300,2013,11,342.0,32.16374269005848
251300,2014,6,338.0,17.75147928994083
251300,2015,14,334.0,41.91616766467066
251300,2016,7,329.0,21.27659574468085
251300,2017,7,324.0,21.604938271604937
251300,2018,10,318.0,31.446540880503143
251300,2019,6,309.0,19.41747572815534
251310,2012,23,1116.0,20.60931899641577
251310,2013,25,1080.0,23.14814814814815
251310,2014,22,1046.0,21.032504780114724
251310,2015,33,1010.0,32.67326732673267
251310,2016,25,981.0,25.4841997961264
251310,2017,31,950.0,32.63157894736842
251310,2018,30,917.0,32.715376226826606
251310,2019,28,883.0,31.710079275198186
251315,2012,32,692.0,46.24277456647399
251315,2013,16,662.0,24.169184290030213
251315,2014,23,630.0,36.507936507936506
251315,2015,15,596.0,25.16778523489933
251315,2016,15,563.0,26.642984014209592
251315,2017,18,529.0,34.02646502835539
251315,2018,15,495.0,30.303030303030305
251315,2019,16,459.0,34.85838779956427
251320,2012,12,437.0,27.45995423340961
251320,2013,15,419.0,35.79952267303103
251320,2014,11,401.0,27.43142144638404
251320,2015,14,384.0,36.458333333333336
251320,2016,9,379.0,23.7467018469657
251320,2017,15,372.0,40.32258064516129
251320,2018,15,365.0,41.0958904109589
251320,2019,10,358.0,27.932960893854748
251330,2012,12,512.0,23.4375
251330,2013,14,486.0,28.80658436213992
251330,2014,13,473.0,27.48414376321353
251330,2015,10,443.0,22.573363431151243
251330,2016,14,425.0,32.94117647058823
251330,2017,12,398.0,30.150753768844222
251330,2018,7,374.0,18.71657754010695
251330,2019,12,351.0,34.18803418803419
251335,2012,11,351.0,31.33903133903134
251335,2013,17,342.0,49.707602339181285
251335,2014,14,333.0,42.04204204204204
251335,2015,7,323.0,21.671826625387
251335,2016,12,316.0,37.9746835443038
251335,2017,14,308.0,45.45454545454545
251335,2018,10,299.0,33.44481605351171
251335,2019,5,291.0,17.18213058419244
251340,2012,32,1283.0,24.94154325798909
251340,2013,40,1278.0,31.29890453834116
251340,2014,44,1275.0,34.509803921568626
251340,2015,47,1260.0,37.301587301587304
251340,2016,33,1240.0,26.612903225806452
251340,2017,39,1217.0,32.04601479046836
251340,2018,31,1196.0,25.91973244147157
251340,2019,37,1167.0,31.70522707797772
251350,2012,13,523.0,24.8565965583174
251350,2013,16,497.0,32.19315895372233
251350,2014,13,473.0,27.48414376321353
251350,2015,10,447.0,22.371364653243848
251350,2016,13,435.0,29.885057471264368
251350,2017,11,420.0,26.19047619047619
251350,2018,6,406.0,14.77832512315271
251350,2019,11,391.0,28.132992327365727
251360,2012,13,647.0,20.09273570324575
251360,2013,21,617.0,34.0356564019449
251360,2014,11,588.0,18.707482993197278
251360,2015,15,556.0,26.97841726618705
251360,2016,16,535.0,29.906542056074766
251360,2017,12,511.0,23.483365949119374
251360,2018,16,487.0,32.85420944558521
251360,2019,13,463.0,28.077753779697623
251365,2012,5,230.0,21.73913043478261
251365,2013,5,221.0,22.624434389140273
251365,2014,7,213.0,32.863849765258216
251365,2015,2,205.0,9.75609756097561
251365,2016,4,202.0,19.801980198019802
251365,2017,5,198.0,25.252525252525253
251365,2018,3,194.0,15.463917525773196
251365,2019,4,192.0,20.833333333333332
251370,2012,557,11742.0,47.43655254641458
251370,2013,535,12475.0,42.88577154308617
251370,2014,434,12434.0,34.90429467588869
251370,2015,457,12433.0,36.75701761441326
251370,2016,553,12252.0,45.13548808357819
251370,2017,501,12048.0,41.58366533864542
251370,2018,463,11846.0,39.08492318082053
251370,2019,430,11598.0,37.07535782031385
251380,2012,14,421.0,33.2541567695962
251380,2013,9,412.0,21.844660194174757
251380,2014,9,403.0,22.332506203473944
251380,2015,16,393.0,40.712468193384225
251380,2016,15,378.0,39.682539682539684
251380,2017,11,364.0,30.21978021978022
251380,2018,13,347.0,37.46397694524496
251380,2019,10,331.0,30.211480362537763
251385,2012,7,205.0,34.146341463414636
251385,2013,3,190.0,15.789473684210526
251385,2014,5,176.0,28.40909090909091
251385,2015,1,164.0,6.097560975609756
251385,2016,6,160.0,37.5
251385,2017,4,156.0,25.641025641025642
251385,2018,3,152.0,19.736842105263158
251385,2019,3,147.0,20.408163265306122
251390,2012,101,2892.0,34.923928077455045
251390,2013,90,2895.0,31.088082901554404
251390,2014,102,2896.0,35.22099447513812
251390,2015,87,2901.0,29.98965873836608
251390,2016,82,2879.0,28.482111844390413
251390,2017,67,2845.0,23.550087873462214
251390,2018,79,2812.0,28.093883357041253
251390,2019,83,2771.0,29.953085528690004
251392,2012,14,379.0,36.93931398416886
251392,2013,12,374.0,32.0855614973262
251392,2014,5,371.0,13.477088948787062
251392,2015,12,371.0,32.34501347708895
251392,2016,7,369.0,18.97018970189702
251392,2017,3,365.0,8.219178082191782
251392,2018,8,360.0,22.22222222222222
251392,2019,11,353.0,31.161473087818695
251394,2012,11,224.0,49.107142857142854
251394,2013,4,217.0,18.433179723502302
251394,2014,5,210.0,23.80952380952381
251394,2015,8,203.0,39.40886699507389
251394,2016,3,199.0,15.075376884422111
251394,2017,2,194.0,10.309278350515465
251394,2018,5,189.0,26.455026455026456
251394,2019,4,185.0,21.62162162162162
251396,2012,6,241.0,24.896265560165975
251396,2013,3,236.0,12.711864406779661
251396,2014,5,233.0,21.459227467811157
251396,2015,4,228.0,17.54385964912281
251396,2016,11,223.0,49.327354260089685
251396,2017,6,217.0,27.649769585253456
251396,2018,8,210.0,38.095238095238095
251396,2019,4,199.0,20.100502512562816
251398,2012,6,250.0,24.0
251398,2013,9,251.0,35.85657370517928
251398,2014,6,244.0,24.59016393442623
251398,2015,4,240.0,16.666666666666668
251398,2016,7,238.0,29.41176470588235
251398,2017,8,234.0,34.18803418803419
251398,2018,3,231.0,12.987012987012987
251398,2019,6,228.0,26.31578947368421
251400,2012,4,351.0,11.396011396011396
251400,2013,6,337.0,17.80415430267062
251400,2014,12,323.0,37.15170278637771
251400,2015,9,309.0,29.12621359223301
251400,2016,11,305.0,36.0655737704918
251400,2017,11,301.0,36.54485049833887
251400,2018,10,295.0,33.898305084745765
251400,2019,7,288.0,24.305555555555557
251410,2012,23,408.0,56.372549019607845
251410,2013,11,395.0,27.848101265822784
251410,2014,13,378.0,34.39153439153439
251410,2015,12,363.0,33.05785123966942
251410,2016,13,350.0,37.142857142857146
251410,2017,13,338.0,38.46153846153846
251410,2018,19,324.0,58.641975308641975
251410,2019,12,309.0,38.83495145631068
251420,2012,35,666.0,52.552552552552555
251420,2013,14,648.0,21.604938271604937
251420,2014,20,634.0,31.545741324921135
251420,2015,20,622.0,32.154340836012864
251420,2016,13,611.0,21.27659574468085
251420,2017,16,597.0,26.80067001675042
251420,2018,19,584.0,32.534246575342465
251420,2019,19,562.0,33.80782918149466
251430,2012,19,654.0,29.051987767584098
251430,2013,23,630.0,36.507936507936506
251430,2014,20,606.0,33.00330033003301
251430,2015,23,582.0,39.51890034364261
251430,2016,21,571.0,36.77758318739054
251430,2017,16,557.0,28.725314183123878
251430,2018,8,543.0,14.732965009208103
251430,2019,18,537.0,33.5195530726257
251440,2012,13,385.0,33.76623376623377
251440,2013,11,378.0,29.1005291005291
251440,2014,6,367.0,16.348773841961854
251440,2015,12,357.0,33.61344537815126
251440,2016,9,350.0,25.714285714285715
251440,2017,16,342.0,46.78362573099415
251440,2018,12,334.0,35.92814371257485
251440,2019,12,329.0,36.474164133738604
251445,2012,25,566.0,44.169611307420496
251445,2013,17,550.0,30.90909090909091
251445,2014,18,535.0,33.64485981308411
251445,2015,12,518.0,23.166023166023166
251445,2016,19,501.0,37.924151696606785
251445,2017,21,484.0,43.388429752066116
251445,2018,24,465.0,51.61290322580645
251445,2019,29,445.0,65.1685393258427
251450,2012,40,1777.0,22.509848058525606
251450,2013,43,1759.0,24.445707788516202
251450,2014,44,1738.0,25.31645569620253
251450,2015,70,1718.0,40.74505238649593
251450,2016,54,1700.0,31.764705882352942
251450,2017,36,1676.0,21.479713603818617
251450,2018,56,1650.0,33.93939393939394
251450,2019,51,1630.0,31.288343558282207
251455,2012,3,432.0,6.944444444444445
251455,2013,4,406.0,9.852216748768473
251455,2014,5,385.0,12.987012987012987
251455,2015,6,361.0,16.62049861495845
251455,2016,1,345.0,2.898550724637681
251455,2017,2,327.0,6.116207951070336
251455,2018,1,309.0,3.236245954692557
251455,2019,1,298.0,3.3557046979865772
251460,2012,7,297.0,23.569023569023567
251460,2013,11,295.0,37.28813559322034
251460,2014,15,294.0,51.02040816326531
251460,2015,12,293.0,40.955631399317404
251460,2016,12,291.0,41.23711340206186
251460,2017,9,288.0,31.25
251460,2018,13,285.0,45.6140350877193
251460,2019,9,285.0,31.57894736842105
251465,2012,6,167.0,35.92814371257485
251465,2013,7,168.0,41.666666666666664
251465,2015,6,170.0,35.294117647058826
251465,2016,7,169.0,41.42011834319526
251465,2017,2,163.0,12.269938650306749
251465,2018,5,158.0,31.645569620253166
251465,2019,8,153.0,52.287581699346404
251470,2012,13,350.0,37.142857142857146
251470,2013,9,351.0,25.641025641025642
251470,2014,12,351.0,34.18803418803419
251470,2015,8,351.0,22.79202279202279
251470,2016,5,340.0,14.705882352941176
251470,2017,6,329.0,18.237082066869302
251470,2018,6,317.0,18.92744479495268
251470,2019,4,304.0,13.157894736842104
251480,2012,12,312.0,38.46153846153846
251480,2013,12,307.0,39.08794788273616
251480,2014,10,303.0,33.00330033003301
251480,2015,10,299.0,33.44481605351171
251480,2016,8,290.0,27.586206896551722
251480,2017,7,280.0,25.0
251480,2018,4,270.0,14.814814814814815
251480,2019,4,258.0,15.503875968992247
251490,2012,19,590.0,32.20338983050848
251490,2013,13,590.0,22.033898305084747
251490,2014,9,585.0,15.384615384615385
251490,2015,23,580.0,39.6551724137931
251490,2016,18,568.0,31.690140845070424
251490,2017,17,554.0,30.685920577617328
251490,2018,12,539.0,22.263450834879407
251490,2019,8,524.0,15.267175572519085
251500,2012,25,705.0,35.46099290780142
251500,2013,23,701.0,32.810271041369475
251500,2014,18,695.0,25.899280575539567
251500,2015,23,688.0,33.43023255813954
251500,2016,24,679.0,35.34609720176731
251500,2017,18,665.0,27.06766917293233
251500,2018,17,655.0,25.954198473282442
251500,2019,21,665.0,31.57894736842105
251510,2012,36,1050.0,34.285714285714285
251510,2013,36,1036.0,34.74903474903475
251510,2014,37,1028.0,35.992217898832685
251510,2015,33,1018.0,32.416502946954814
251510,2016,27,999.0,27.027027027027028
251510,2017,15,982.0,15.274949083503055
251510,2018,19,961.0,19.771071800208116
251510,2019,29,940.0,30.851063829787233
251520,2012,11,294.0,37.414965986394556
251520,2013,7,287.0,24.390243902439025
251520,2014,12,281.0,42.704626334519574
251520,2015,9,275.0,32.72727272727273
251520,2016,11,274.0,40.14598540145985
251520,2017,14,272.0,51.470588235294116
251520,2018,14,269.0,52.04460966542751
251520,2019,8,266.0,30.075187969924812
251530,2012,171,4729.0,36.159864664834004
251530,2013,173,4658.0,37.14040360669815
251530,2014,153,4579.0,33.413409041275386
251530,2015,153,4500.0,34.0
251530,2016,130,4408.0,29.491833030852995
251530,2017,132,4301.0,30.690537084398976
251530,2018,121,4190.0,28.878281622911693
251530,2019,136,4071.0,33.40702530090887
251540,2012,30,1079.0,27.803521779425395
251540,2013,35,1056.0,33.14393939393939
251540,2014,51,1032.0,49.41860465116279
251540,2015,35,1008.0,34.72222222222222
251540,2016,46,989.0,46.51162790697674
251540,2017,28,967.0,28.955532574974146
251540,2018,32,926.0,34.557235421166304
251540,2019,31,902.0,34.368070953436806
251550,2012,35,1076.0,32.52788104089219
251550,2013,29,1060.0,27.358490566037737
251550,2014,29,1043.0,27.804410354745926
251550,2015,30,1027.0,29.211295034079843
251550,2016,21,1018.0,20.6286836935167
251550,2017,35,1005.0,34.82587064676617
251550,2018,28,991.0,28.254288597376387
251550,2019,31,980.0,31.632653061224488
251560,2012,9,296.0,30.405405405405407
251560,2013,10,298.0,33.557046979865774
251560,2014,9,299.0,30.100334448160535
251560,2015,5,286.0,17.482517482517483
251560,2016,7,276.0,25.36231884057971
251560,2017,4,265.0,15.09433962264151
251560,2018,7,255.0,27.45098039215686
251560,2019,2,238.0,8.403361344537815
251570,2012,10,290.0,34.48275862068966
251570,2013,9,278.0,32.37410071942446
251570,2014,13,265.0,49.056603773584904
251570,2015,13,251.0,51.79282868525896
251570,2016,9,242.0,37.1900826446281
251570,2017,6,233.0,25.751072961373392
251570,2018,6,223.0,26.905829596412556
251570,2019,8,203.0,39.40886699507389
251580,2012,18,722.0,24.930747922437675
251580,2013,17,697.0,24.390243902439025
251580,2014,22,681.0,32.305433186490454
251580,2015,17,663.0,25.641025641025642
251580,2016,19,632.0,30.063291139240505
251580,2017,12,599.0,20.03338898163606
251580,2018,12,567.0,21.164021164021165
251580,2019,17,533.0,31.894934333958723
251590,2012,23,621.0,37.03703703703704
251590,2013,12,600.0,20.0
251590,2014,16,576.0,27.77777777777778
251590,2015,20,551.0,36.29764065335753
251590,2016,13,529.0,24.574669187145556
251590,2017,24,504.0,47.61904761904762
251590,2018,10,480.0,20.833333333333332
251590,2019,7,448.0,15.625
251593,2012,10,414.0,24.154589371980677
251593,2013,14,415.0,33.734939759036145
251593,2014,22,418.0,52.63157894736842
251593,2015,5,430.0,11.627906976744185
251593,2016,16,425.0,37.64705882352941
251593,2017,11,419.0,26.252983293556085
251593,2018,11,412.0,26.699029126213592
251593,2019,6,404.0,14.851485148514852
251597,2012,18,698.0,25.787965616045845
251597,2013,23,672.0,34.226190476190474
251597,2014,21,647.0,32.45749613601237
251597,2015,15,623.0,24.077046548956663
251597,2016,20,616.0,32.467532467532465
251597,2017,16,607.0,26.359143327841846
251597,2018,19,598.0,31.77257525083612
251597,2019,21,587.0,35.77512776831346
251600,2012,88,2442.0,36.03603603603604
251600,2013,79,2404.0,32.86189683860233
251600,2014,78,2437.0,32.006565449322935
251600,2015,94,2385.0,39.41299790356394
251600,2016,75,2315.0,32.39740820734341
251600,2017,77,2238.0,34.405719392314566
251600,2018,93,2167.0,42.916474388555606
251600,2019,74,2077.0,35.62831006259027
251610,2012,47,1283.0,36.632891660171474
251610,2013,55,1283.0,42.868277474668744
251610,2014,63,1287.0,48.95104895104895
251610,2015,62,1296.0,47.839506172839506
251610,2016,37,1274.0,29.042386185243327
251610,2017,33,1243.0,26.548672566371682
251610,2018,39,1213.0,32.15169002473207
251610,2019,26,1182.0,21.996615905245346
251615,2012,21,327.0,64.22018348623853
251615,2013,14,323.0,43.343653250774
251615,2014,16,321.0,49.84423676012461
251615,2015,9,326.0,27.607361963190183
251615,2016,14,327.0,42.813455657492355
251615,2017,11,327.0,33.63914373088685
251615,2018,11,323.0,34.05572755417957
251615,2019,11,323.0,34.05572755417957
251620,2012,178,5500.0,32.36363636363637
251620,2013,177,5492.0,32.22869628550619
251620,2014,185,5471.0,33.81465911167977
251620,2015,173,5454.0,31.71983865053172
251620,2016,151,5428.0,27.818717759764187
251620,2017,146,5385.0,27.11234911792015
251620,2018,165,5336.0,30.922038980509747
251620,2019,163,5283.0,30.8536816202915
251630,2012,70,1359.0,51.50846210448859
251630,2013,48,1342.0,35.767511177347245
251630,2014,43,1325.0,32.45283018867924
251630,2015,49,1307.0,37.49043611323642
251630,2016,47,1278.0,36.77621283255086
251630,2017,44,1244.0,35.369774919614144
251630,2018,63,1209.0,52.10918114143921
251630,2019,53,1174.0,45.14480408858603
251640,2012,7,889.0,7.874015748031496
251640,2013,26,870.0,29.885057471264368
251640,2014,19,850.0,22.352941176470587
251640,2015,21,830.0,25.301204819277107
251640,2016,20,812.0,24.63054187192118
251640,2017,25,792.0,31.565656565656564
251640,2018,10,772.0,12.953367875647668
251640,2019,13,750.0,17.333333333333332
251650,2012,52,1392.0,37.35632183908046
251650,2013,56,1370.0,40.87591240875913
251650,2014,49,1346.0,36.40416047548291
251650,2015,59,1323.0,44.59561602418745
251650,2016,38,1266.0,30.015797788309637
251650,2017,47,1230.0,38.21138211382114
251650,2018,43,1192.0,36.07382550335571
251650,2019,27,1165.0,23.175965665236053
251660,2012,31,1402.0,22.111269614835948
251660,2013,35,1353.0,25.868440502586843
251660,2014,43,1299.0,33.102386451116246
251660,2015,53,1248.0,42.467948717948715
251660,2016,47,1213.0,38.746908491343774
251660,2017,36,1174.0,30.664395229982965
251660,2018,30,1134.0,26.455026455026456
251660,2019,28,1101.0,25.431425976385103
251670,2012,58,1370.0,42.33576642335766
251670,2013,59,1373.0,42.97159504734159
251670,2014,45,1373.0,32.77494537509104
251670,2015,73,1375.0,53.09090909090909
251670,2016,50,1367.0,36.5764447695684
251670,2017,62,1360.0,45.588235294117645
251670,2018,57,1349.0,42.25352112676056
251670,2019,43,1336.0,32.18562874251497
251675,2012,15,276.0,54.34782608695652
251675,2013,14,268.0,52.23880597014925
251675,2014,10,259.0,38.61003861003861
251675,2015,11,250.0,44.0
251675,2016,4,244.0,16.39344262295082
251675,2017,4,236.0,16.949152542372882
251675,2018,5,229.0,21.83406113537118
251675,2019,9,228.0,39.473684210526315
251680,2012,22,873.0,25.20045819014891
251680,2013,24,828.0,28.985507246376812
251680,2014,23,782.0,29.41176470588235
251680,2015,17,740.0,22.972972972972972
251680,2016,18,718.0,25.069637883008358
251680,2017,18,693.0,25.974025974025974
251680,2018,16,669.0,23.916292974588938
251680,2019,16,633.0,25.276461295418642
251690,2012,26,1275.0,20.392156862745097
251690,2013,33,1242.0,26.570048309178745
251690,2014,46,1211.0,37.9851362510322
251690,2015,31,1180.0,26.271186440677965
251690,2016,36,1167.0,30.848329048843187
251690,2017,29,1149.0,25.239338555265448
251690,2018,21,1131.0,18.56763925729443
251690,2019,25,1098.0,22.768670309653917
251700,2012,20,982.0,20.36659877800407
251700,2013,23,940.0,24.46808510638298
251700,2014,35,902.0,38.80266075388027
251700,2015,21,862.0,24.361948955916475
251700,2016,26,836.0,31.10047846889952
251700,2017,16,807.0,19.826517967781907
251700,2018,19,776.0,24.484536082474225
251700,2019,15,746.0,20.10723860589812
251710,2012,7,202.0,34.65346534653465
251710,2013,8,207.0,38.64734299516908
251710,2014,5,211.0,23.696682464454977
251710,2015,5,216.0,23.14814814814815
251710,2016,4,216.0,18.51851851851852
251710,2017,6,214.0,28.037383177570092
251710,2018,5,212.0,23.58490566037736
251710,2019,4,210.0,19.047619047619047
251720,2012,5,383.0,13.054830287206267
251720,2013,5,368.0,13.58695652173913
251720,2014,10,353.0,28.328611898016998
251720,2015,8,337.0,23.73887240356083
251720,2016,7,333.0,21.02102102102102
251720,2017,9,330.0,27.272727272727273
251720,2018,5,324.0,15.432098765432098
251740,2012,9,161.0,55.900621118012424
251740,2013,10,163.0,61.34969325153374
251740,2014,9,165.0,54.54545454545455
251740,2015,10,167.0,59.880239520958085
251740,2016,8,168.0,47.61904761904762
251740,2017,5,169.0,29.585798816568047
251740,2018,7,170.0,41.1764705882353
251740,2019,6,170.0,35.294117647058826
260000,2012,1,0.0,inf
260000,2015,1,0.0,inf
260000,2016,1,0.0,inf
260000,2017,2,0.0,inf
260000,2018,5,0.0,inf
260000,2019,1,0.0,inf
260005,2012,290,8172.0,35.48702887909936
260005,2013,311,8147.0,38.17356081993372
260005,2014,306,8111.0,37.726544199235605
260005,2015,328,8060.0,40.69478908188586
260005,2016,283,7944.0,35.62437059415912
260005,2017,291,7800.0,37.30769230769231
260005,2018,258,7653.0,33.712269698157584
260005,2019,236,7510.0,31.424766977363515
260010,2012,127,3329.0,38.14959447281466
260010,2013,122,3266.0,37.35456215554195
260010,2014,133,3197.0,41.60150140756959
260010,2015,121,3123.0,38.74479666986871
260010,2016,115,3056.0,37.63089005235602
260010,2017,95,2977.0,31.91132012092711
260010,2018,97,2898.0,33.47135955831608
260010,2019,98,2821.0,34.7394540942928
260020,2012,74,1789.0,41.36389044158748
260020,2013,82,1796.0,45.657015590200444
260020,2014,77,1800.0,42.77777777777778
260020,2015,59,1801.0,32.759578012215435
260020,2016,73,1768.0,41.289592760180994
260020,2017,63,1727.0,36.47944412275623
260020,2018,53,1687.0,31.416716064018967
260020,2019,48,1648.0,29.12621359223301
260030,2012,67,2300.0,29.130434782608695
260030,2013,73,2268.0,32.18694885361552
260030,2014,83,2233.0,37.169726824899236
260030,2015,85,2195.0,38.724373576309794
260030,2016,69,2144.0,32.18283582089552
260030,2017,76,2085.0,36.45083932853717
260030,2018,70,2025.0,34.5679012345679
260030,2019,53,1966.0,26.95829094608342
260040,2012,173,3595.0,48.12239221140473
260040,2013,134,3554.0,37.70399549803039
260040,2014,173,3506.0,49.34398174557901
260040,2015,146,3453.0,42.28207355922386
260040,2016,146,3392.0,43.04245283018868
260040,2017,119,3328.0,35.75721153846154
260040,2018,115,3258.0,35.29772866789441
260040,2019,94,3191.0,29.4578502036979
260050,2012,209,4247.0,49.211207911466914
260050,2013,178,4210.0,42.280285035629454
260050,2014,187,4168.0,44.865642994241846
260050,2015,184,4117.0,44.6927374301676
260050,2016,150,4055.0,36.99136868064118
260050,2017,169,3978.0,42.48366013071895
260050,2018,159,3900.0,40.76923076923077
260050,2019,149,3822.0,38.98482469911041
260060,2012,38,1194.0,31.825795644891123
260060,2013,42,1182.0,35.53299492385787
260060,2014,34,1170.0,29.05982905982906
260060,2015,53,1156.0,45.8477508650519
260060,2016,47,1147.0,40.976460331299045
260060,2017,47,1134.0,41.44620811287478
260060,2018,48,1122.0,42.780748663101605
260060,2019,31,1109.0,27.953110910730388
260070,2012,147,3630.0,40.49586776859504
260070,2013,132,3540.0,37.28813559322034
260070,2014,156,3444.0,45.29616724738676
260070,2015,137,3341.0,41.00568692008381
260070,2016,103,3265.0,31.546707503828483
260070,2017,120,3180.0,37.735849056603776
260070,2018,140,3089.0,45.32211071544189
260070,2019,112,3003.0,37.2960372960373
260080,2012,58,1995.0,29.072681704260653
260080,2013,52,1957.0,26.571282575370464
260080,2014,56,1917.0,29.212310902451748
260080,2015,57,1874.0,30.416221985058698
260080,2016,53,1815.0,29.201101928374655
260080,2017,62,1751.0,35.40833809251856
260080,2018,44,1686.0,26.097271648873072
260080,2019,43,1621.0,26.526835286859964
260090,2012,103,2211.0,46.58525554047942
260090,2013,98,2177.0,45.01607717041801
260090,2014,93,2138.0,43.49859681945744
260090,2015,89,2096.0,42.461832061068705
260090,2016,76,2055.0,36.982968369829685
260090,2017,80,2008.0,39.8406374501992
260090,2018,76,1959.0,38.79530372639102
260090,2019,56,1912.0,29.288702928870293
260100,2012,41,1018.0,40.27504911591355
260100,2013,36,1014.0,35.50295857988166
260100,2014,34,1015.0,33.49753694581281
260100,2015,39,1010.0,38.613861386138616
260100,2016,34,988.0,34.412955465587046
260100,2017,33,965.0,34.196891191709845
260100,2018,34,941.0,36.13177470775771
260100,2019,34,917.0,37.07742639040349
260105,2012,84,1882.0,44.63336875664187
260105,2013,110,1861.0,59.108006448146156
260105,2014,94,1838.0,51.142546245919476
260105,2015,97,1811.0,53.56156819436775
260105,2016,76,1795.0,42.33983286908078
260105,2017,62,1772.0,34.988713318284425
260105,2018,71,1748.0,40.617848970251714
260105,2019,61,1726.0,35.34183082271147
260110,2012,466,8178.0,56.98214722426021
260110,2013,355,8138.0,43.62251167362989
260110,2014,460,8196.0,56.12493899463153
260110,2015,439,8128.0,54.01082677165354
260110,2016,394,7998.0,49.26231557889472
260110,2017,406,7842.0,51.77250701351696
260110,2018,431,7674.0,56.1636695334897
260110,2019,360,7517.0,47.89144605560729
260120,2012,261,6666.0,39.15391539153915
260120,2013,271,6668.0,40.64187162567487
260120,2014,247,6658.0,37.098227696004805
260120,2015,254,6583.0,38.58423211301838
260120,2016,220,6529.0,33.69581865523051
260120,2017,226,6462.0,34.97369235530795
260120,2018,207,6385.0,32.41973375097886
260120,2019,199,6308.0,31.54724159797083
260130,2012,43,1318.0,32.62518968133536
260130,2013,46,1300.0,35.38461538461539
260130,2014,55,1307.0,42.081101759755164
260130,2015,55,1283.0,42.868277474668744
260130,2016,38,1256.0,30.254777070063696
260130,2017,47,1226.0,38.33605220228385
260130,2018,45,1195.0,37.65690376569037
260130,2019,51,1164.0,43.81443298969072
260140,2012,200,4243.0,47.13646005185011
260140,2013,236,4186.0,56.37840420449116
260140,2014,215,4121.0,52.17180296044649
260140,2015,202,4045.0,49.93819530284301
260140,2016,194,3992.0,48.59719438877755
260140,2017,176,3932.0,44.760935910478125
260140,2018,200,3857.0,51.85377236193933
260140,2019,171,3795.0,45.059288537549406
260150,2012,28,1237.0,22.635408245755862
260150,2013,32,1223.0,26.165167620605068
260150,2014,43,1208.0,35.59602649006622
260150,2015,45,1191.0,37.78337531486146
260150,2016,36,1159.0,31.061259706643657
260150,2017,34,1123.0,30.276046304541406
260150,2018,27,1087.0,24.83900643974241
260150,2019,33,1051.0,31.398667935299713
260160,2012,86,2065.0,41.64648910411622
260160,2013,89,2035.0,43.73464373464373
260160,2014,103,2002.0,51.44855144855145
260160,2015,78,1967.0,39.65429588205389
260160,2016,68,1929.0,35.2514256091239
260160,2017,73,1884.0,38.747346072186836
260160,2018,82,1837.0,44.63799673380512
260160,2019,80,1793.0,44.617958728388174
260170,2012,279,7147.0,39.037358332167344
260170,2013,273,7018.0,38.89997150185238
260170,2014,279,6893.0,40.475845060206005
260170,2015,238,6752.0,35.24881516587678
260170,2016,223,6587.0,33.8545620160923
260170,2017,219,6399.0,34.22409751523676
260170,2018,224,6202.0,36.11738148984199
260170,2019,179,6013.0,29.768834192582737
260180,2012,68,1163.0,58.46947549441101
260180,2013,52,1147.0,45.335658238884044
260180,2014,48,1130.0,42.47787610619469
260180,2015,53,1110.0,47.747747747747745
260180,2016,42,1079.0,38.92493049119555
260180,2017,42,1045.0,40.19138755980861
260180,2018,37,1011.0,36.59742828882295
260180,2019,43,977.0,44.01228249744115
260190,2012,162,5180.0,31.274131274131275
260190,2013,170,5085.0,33.43166175024582
260190,2014,183,4983.0,36.72486453943407
