CODMUNRES,Ano,Qtd_Menor20,Pop_Fem_menor20,Ratio
110037,2016,38,1192.0,31.879194630872483
110037,2017,40,1158.0,34.542314335060446
110037,2018,30,1122.0,26.737967914438503
110037,2019,32,1086.0,29.465930018416206
110040,2012,55,1840.0,29.891304347826086
110040,2013,51,1860.0,27.419354838709676
110040,2014,69,1872.0,36.85897435897436
110040,2015,51,1885.0,27.05570291777188
110040,2016,56,1864.0,30.042918454935624
110040,2017,58,1835.0,31.607629427792915
110040,2018,48,1803.0,26.622296173044926
110040,2019,49,1773.0,27.63677382966723
110045,2012,125,3514.0,35.571997723392144
110045,2013,138,3535.0,39.03818953323904
110045,2014,131,3554.0,36.859876195835675
110045,2015,129,3576.0,36.07382550335571
110045,2016,154,3552.0,43.35585585585586
110045,2017,136,3520.0,38.63636363636363
110045,2018,124,3487.0,35.56065385718382
110045,2019,103,3461.0,29.760184917653856
110050,2012,28,923.0,30.335861321776814
110050,2013,16,862.0,18.561484918793504
110050,2014,14,799.0,17.521902377972467
110050,2015,20,734.0,27.247956403269754
110050,2016,18,692.0,26.01156069364162
110050,2017,21,649.0,32.357473035439135
110050,2018,16,605.0,26.446280991735538
110050,2019,8,561.0,14.260249554367201
110060,2012,14,599.0,23.37228714524207
110060,2013,14,602.0,23.25581395348837
110060,2014,13,598.0,21.73913043478261
110060,2015,18,596.0,30.201342281879196
110060,2016,14,580.0,24.137931034482758
110060,2017,19,564.0,33.687943262411345
110060,2018,15,543.0,27.624309392265193
110060,2019,14,526.0,26.61596958174905
110070,2012,46,1298.0,35.43913713405239
110070,2013,37,1291.0,28.65995352439969
110070,2014,44,1281.0,34.34816549570648
110070,2015,27,1271.0,21.24311565696302
110070,2016,46,1244.0,36.97749196141479
110070,2017,46,1213.0,37.92250618301731
110070,2018,39,1182.0,32.994923857868024
110070,2019,26,1152.0,22.569444444444443
110080,2012,122,2212.0,55.15370705244123
110080,2013,105,2251.0,46.645935139937805
110080,2014,90,2291.0,39.2841553906591
110080,2015,89,2330.0,38.197424892703864
110080,2016,101,2334.0,43.27335047129392
110080,2017,107,2326.0,46.001719690455715
110080,2018,108,2319.0,46.57179818887452
110080,2019,70,2312.0,30.27681660899654
110090,2012,16,352.0,45.45454545454545
110090,2013,10,335.0,29.850746268656717
110090,2014,9,309.0,29.12621359223301
110090,2015,13,288.0,45.138888888888886
110090,2016,11,274.0,40.14598540145985
110090,2017,4,256.0,15.625
110090,2018,9,237.0,37.9746835443038
110090,2019,3,220.0,13.636363636363637
110092,2012,31,891.0,34.79236812570146
110092,2013,30,911.0,32.93084522502744
110092,2014,44,929.0,47.36275565123789
110092,2015,41,947.0,43.294614572333685
110092,2016,31,953.0,32.528856243441766
110092,2017,38,957.0,39.70741901776385
110092,2018,41,960.0,42.708333333333336
110092,2019,36,963.0,37.38317757009346
110094,2012,48,1915.0,25.065274151436032
110094,2013,65,2017.0,32.226078334159645
110094,2014,62,2116.0,29.300567107750474
110094,2015,73,2216.0,32.942238267148014
110094,2016,69,2259.0,30.54448871181939
110094,2017,49,2297.0,21.33217239878102
110094,2018,50,2339.0,21.376656690893544
110094,2019,41,2371.0,17.292281737663433
110100,2012,18,986.0,18.255578093306287
110100,2013,25,923.0,27.085590465872155
110100,2014,20,861.0,23.228803716608596
110100,2015,25,796.0,31.407035175879397
110100,2016,24,743.0,32.30148048452221
110100,2017,20,689.0,29.027576197387518
110100,2018,19,635.0,29.921259842519685
110100,2019,26,581.0,44.75043029259897
110110,2012,36,893.0,40.31354983202687
110110,2013,39,885.0,44.067796610169495
110110,2014,23,875.0,26.285714285714285
110110,2015,36,865.0,41.61849710982659
110110,2016,35,845.0,41.42011834319526
110110,2017,32,823.0,38.88213851761847
110110,2018,18,800.0,22.5
110110,2019,23,777.0,29.6010296010296
110120,2012,21,1072.0,19.58955223880597
110120,2013,23,1024.0,22.4609375
110120,2014,18,970.0,18.556701030927837
110120,2015,17,919.0,18.498367791077257
110120,2016,14,884.0,15.83710407239819
110120,2017,18,843.0,21.352313167259787
110120,2018,11,802.0,13.71571072319202
110120,2019,6,762.0,7.874015748031496
110130,2012,28,1225.0,22.857142857142858
110130,2013,22,1182.0,18.612521150592215
110130,2014,30,1153.0,26.019080659150042
110130,2015,38,1108.0,34.29602888086642
110130,2016,33,1053.0,31.33903133903134
110130,2017,25,996.0,25.100401606425702
110130,2018,29,937.0,30.94983991462113
110130,2019,22,877.0,25.08551881413911
110140,2012,32,1451.0,22.053756030323914
110140,2013,54,1446.0,37.344398340248965
110140,2014,50,1439.0,34.746351633078525
110140,2015,57,1430.0,39.86013986013986
110140,2016,39,1394.0,27.977044476327116
110140,2017,36,1359.0,26.490066225165563
110140,2018,52,1314.0,39.5738203957382
110140,2019,34,1273.0,26.70856245090338
110143,2012,14,711.0,19.69057665260197
110143,2013,13,666.0,19.51951951951952
110143,2014,19,621.0,30.595813204508858
110143,2015,15,575.0,26.08695652173913
110143,2016,15,552.0,27.17391304347826
110143,2017,14,528.0,26.515151515151516
110143,2018,10,503.0,19.880715705765407
110143,2019,13,479.0,27.139874739039666
110145,2012,13,465.0,27.956989247311828
110145,2013,16,468.0,34.18803418803419
110145,2014,9,469.0,19.189765458422176
110145,2015,11,471.0,23.35456475583864
110145,2016,7,472.0,14.830508474576272
110145,2017,12,472.0,25.423728813559322
110145,2018,8,472.0,16.949152542372882
110145,2019,7,472.0,14.830508474576272
110146,2012,12,215.0,55.81395348837209
110146,2013,13,211.0,61.611374407582936
110146,2014,14,206.0,67.96116504854369
110146,2015,20,201.0,99.50248756218906
110146,2016,8,193.0,41.45077720207254
110146,2017,13,185.0,70.27027027027027
110146,2018,9,176.0,51.13636363636363
110146,2019,8,168.0,47.61904761904762
110147,2012,10,335.0,29.850746268656717
110147,2013,12,314.0,38.21656050955414
110147,2014,11,298.0,36.91275167785235
110147,2015,6,282.0,21.27659574468085
110147,2016,15,259.0,57.915057915057915
110147,2017,11,236.0,46.610169491525426
110147,2018,10,213.0,46.948356807511736
110147,2019,4,189.0,21.164021164021165
110148,2012,9,549.0,16.39344262295082
110148,2013,11,511.0,21.52641878669276
110148,2014,8,486.0,16.46090534979424
110148,2015,11,450.0,24.444444444444443
110148,2016,8,424.0,18.867924528301888
110148,2017,12,398.0,30.150753768844222
110148,2018,5,370.0,13.513513513513514
110148,2019,9,344.0,26.162790697674417
110149,2012,71,1740.0,40.804597701149426
110149,2013,59,1738.0,33.94706559263521
110149,2014,78,1733.0,45.00865551067513
110149,2015,60,1729.0,34.70213996529786
110149,2016,75,1708.0,43.91100702576112
110149,2017,77,1683.0,45.751633986928105
110149,2018,54,1657.0,32.58901629450815
110149,2019,47,1630.0,28.834355828220858
110150,2012,45,1220.0,36.885245901639344
110150,2013,41,1183.0,34.65765004226542
110150,2014,35,1146.0,30.541012216404887
110150,2015,48,1108.0,43.32129963898917
110150,2016,42,1067.0,39.36269915651359
110150,2017,35,1024.0,34.1796875
110150,2018,34,979.0,34.72931562819203
110150,2019,34,935.0,36.36363636363637
110155,2012,11,451.0,24.390243902439025
110155,2013,11,425.0,25.88235294117647
110155,2014,17,400.0,42.5
110155,2015,12,374.0,32.0855614973262
110155,2016,17,355.0,47.88732394366197
110155,2017,9,335.0,26.865671641791046
110155,2018,7,315.0,22.22222222222222
110155,2019,10,295.0,33.898305084745765
110160,2012,29,1017.0,28.515240904621436
110160,2013,28,982.0,28.513238289205702
110160,2014,23,947.0,24.287222808870116
110160,2015,24,913.0,26.286966046002192
110160,2016,23,875.0,26.285714285714285
110160,2017,29,835.0,34.73053892215569
110160,2018,23,795.0,28.930817610062892
110160,2019,18,754.0,23.872679045092838
110170,2012,22,1183.0,18.59678782755706
110170,2013,26,1122.0,23.1729055258467
110170,2014,24,1061.0,22.620169651272384
110170,2015,25,998.0,25.050100200400802
110170,2016,35,955.0,36.64921465968586
110170,2017,33,909.0,36.303630363036305
110170,2018,23,864.0,26.62037037037037
110170,2019,23,818.0,28.117359413202934
110175,2012,24,952.0,25.210084033613445
110175,2013,16,948.0,16.877637130801688
110175,2014,30,943.0,31.81336161187699
110175,2015,19,938.0,20.255863539445627
110175,2016,21,912.0,23.026315789473685
110175,2017,20,886.0,22.573363431151243
110175,2018,13,857.0,15.169194865810969
110175,2019,12,829.0,14.475271411338962
110180,2012,22,780.0,28.205128205128204
110180,2013,19,747.0,25.435073627844712
110180,2014,7,703.0,9.95732574679943
110180,2015,10,651.0,15.360983102918587
110180,2016,23,611.0,37.64320785597381
110180,2017,10,572.0,17.482517482517483
110180,2018,18,530.0,33.9622641509434
110180,2019,18,489.0,36.809815950920246
120001,2012,71,1470.0,48.29931972789116
120001,2013,75,1486.0,50.47106325706595
120001,2014,72,1495.0,48.16053511705686
120001,2015,53,1502.0,35.28628495339547
120001,2016,52,1489.0,34.922766957689724
120001,2017,65,1472.0,44.15760869565217
120001,2018,61,1444.0,42.24376731301939
120001,2019,61,1416.0,43.07909604519774
120005,2012,68,730.0,93.15068493150685
120005,2013,63,744.0,84.6774193548387
120005,2014,71,753.0,94.28950863213811
120005,2015,67,762.0,87.92650918635171
120005,2016,63,780.0,80.76923076923077
120005,2017,66,795.0,83.01886792452831
120005,2018,92,808.0,113.86138613861387
120005,2019,80,818.0,97.79951100244499
120010,2012,141,2446.0,57.645134914145544
120010,2013,176,2478.0,71.02502017756255
120010,2014,170,2500.0,68.0
120010,2015,162,2519.0,64.31123461691148
120010,2016,141,2517.0,56.01907032181168
120010,2017,162,2503.0,64.72233320015981
120010,2018,147,2486.0,59.13113435237329
120010,2019,150,2458.0,61.02522375915378
120013,2012,50,917.0,54.525627044711015
120013,2013,70,932.0,75.10729613733906
120013,2014,83,943.0,88.016967126193
120013,2015,73,954.0,76.51991614255765
120013,2016,75,947.0,79.19746568109821
120013,2017,95,936.0,101.4957264957265
120013,2018,79,924.0,85.4978354978355
120013,2019,87,908.0,95.81497797356828
120017,2012,53,1111.0,47.7047704770477
120017,2013,52,1148.0,45.29616724738676
120017,2014,75,1179.0,63.61323155216285
120017,2015,60,1210.0,49.586776859504134
120017,2016,47,1187.0,39.59561920808762
120017,2017,71,1164.0,60.99656357388316
120017,2018,59,1133.0,52.07413945278023
120017,2019,55,1099.0,50.04549590536852
120020,2012,494,9731.0,50.765594491830235
120020,2013,518,9776.0,52.98690671031097
120020,2014,518,9761.0,53.0683331625858
120020,2015,498,9755.0,51.05074320861097
120020,2016,438,9752.0,44.91386382280558
120020,2017,446,9689.0,46.03158220662607
120020,2018,434,9622.0,45.10496778216587
120020,2019,433,9519.0,45.48797142556991
120025,2012,65,1749.0,37.16409376786735
120025,2013,82,1765.0,46.45892351274787
120025,2014,68,1773.0,38.35307388606881
120025,2015,87,1779.0,48.90387858347386
120025,2016,68,1797.0,37.84084585420145
120025,2017,72,1801.0,39.97779011660189
120025,2018,62,1799.0,34.463590883824345
120025,2019,71,1794.0,39.576365663322186
120030,2012,259,4035.0,64.18835192069393
120030,2013,249,4068.0,61.2094395280236
120030,2014,263,4080.0,64.46078431372548
120030,2015,259,4089.0,63.34067009048667
120030,2016,268,4082.0,65.65409113179814
120030,2017,238,4058.0,58.649581074420894
120030,2018,276,4025.0,68.57142857142857
120030,2019,262,3976.0,65.89537223340041
120032,2012,84,921.0,91.20521172638436
120032,2013,83,959.0,86.54848800834202
120032,2014,82,992.0,82.66129032258064
120032,2015,102,1024.0,99.609375
120032,2016,86,1041.0,82.61287223823247
120032,2017,91,1052.0,86.50190114068441
120032,2018,96,1063.0,90.31044214487301
120032,2019,76,1069.0,71.09448082319925
120033,2012,98,1885.0,51.9893899204244
120033,2013,117,1912.0,61.19246861924686
120033,2014,103,1933.0,53.28504914640455
120033,2015,108,1950.0,55.38461538461539
120033,2016,95,1959.0,48.49412965798877
120033,2017,92,1960.0,46.93877551020408
120033,2018,109,1956.0,55.72597137014315
120033,2019,88,1947.0,45.19774011299435
120034,2012,82,938.0,87.42004264392324
120034,2013,69,946.0,72.93868921775899
120034,2014,75,951.0,78.86435331230284
120034,2015,86,954.0,90.14675052410901
120034,2016,62,953.0,65.05771248688353
120034,2017,64,947.0,67.5818373812038
120034,2018,78,940.0,82.97872340425532
120034,2019,74,929.0,79.65554359526372
120035,2012,125,1993.0,62.719518314099346
120035,2013,138,2067.0,66.76342525399129
120035,2014,126,2132.0,59.09943714821764
120035,2015,139,2194.0,63.35460346399271
120035,2016,110,2246.0,48.975957257346394
120035,2017,121,2288.0,52.88461538461539
120035,2018,129,2328.0,55.41237113402062
120035,2019,139,2359.0,58.92327257312421
120038,2012,124,1975.0,62.78481012658228
120038,2013,111,1983.0,55.975794251134644
120038,2014,96,1985.0,48.36272040302267
120038,2015,108,1985.0,54.4080604534005
120038,2016,102,1953.0,52.22734254992319
120038,2017,81,1915.0,42.297650130548305
120038,2018,91,1869.0,48.68913857677903
120038,2019,85,1817.0,46.78040726472207
120039,2012,73,1261.0,57.89056304520222
120039,2013,61,1316.0,46.35258358662614
120039,2014,75,1365.0,54.94505494505494
120039,2015,87,1412.0,61.61473087818697
120039,2016,84,1420.0,59.15492957746479
120039,2017,95,1422.0,66.80731364275668
120039,2018,93,1422.0,65.40084388185655
120039,2019,90,1417.0,63.51446718419196
120040,2012,1531,37322.0,41.02138149080971
120040,2013,1629,37947.0,42.92829472685588
120040,2014,1602,38399.0,41.719836454074326
120040,2015,1561,38821.0,40.210195512737954
120040,2016,1387,39426.0,35.17983056866027
120040,2017,1276,39862.0,32.01043600421454
120040,2018,1170,40240.0,29.07554671968191
120040,2019,1102,40459.0,27.237450258286167
120042,2012,108,1952.0,55.32786885245902
120042,2013,100,2024.0,49.40711462450593
120042,2014,107,2091.0,51.17168818747011
120042,2015,117,2154.0,54.317548746518106
120042,2016,92,2161.0,42.57288292457196
120042,2017,104,2157.0,48.21511358368104
120042,2018,118,2151.0,54.85820548582055
120042,2019,99,2135.0,46.37002341920375
120043,2012,52,616.0,84.41558441558442
120043,2013,64,651.0,98.31029185867895
120043,2014,33,684.0,48.24561403508772
120043,2015,40,715.0,55.94405594405595
120043,2016,29,733.0,39.56343792633015
120043,2017,65,749.0,86.78237650200268
120043,2018,59,763.0,77.32634338138925
120043,2019,43,774.0,55.55555555555556
120045,2012,115,2285.0,50.328227571115974
120045,2013,114,2303.0,49.50065132435953
120045,2014,129,2319.0,55.627425614489006
120045,2015,131,2319.0,56.489866321690386
120045,2016,111,2315.0,47.94816414686825
120045,2017,107,2301.0,46.50152107779226
120045,2018,131,2283.0,57.380639509417435
120045,2019,100,2244.0,44.563279857397504
120050,2012,292,4577.0,63.79724710509067
120050,2013,310,4637.0,66.8535691179642
120050,2014,282,4680.0,60.256410256410255
120050,2015,248,4717.0,52.57578969684121
120050,2016,247,4730.0,52.219873150105705
120050,2017,236,4714.0,50.06364022061943
120050,2018,216,4697.0,45.98680008516074
120050,2019,216,4662.0,46.33204633204633
120060,2012,365,4557.0,80.09655475093263
120060,2013,370,4658.0,79.43323314727351
120060,2014,431,4737.0,90.98585602702133
120060,2015,380,4807.0,79.05138339920948
120060,2016,373,4872.0,76.55993431855501
120060,2017,377,4921.0,76.61044503149766
120060,2018,425,4962.0,85.6509471987102
120060,2019,405,4986.0,81.2274368231047
120070,2012,96,1855.0,51.75202156334232
120070,2013,93,1880.0,49.46808510638298
120070,2014,107,1897.0,56.40484976278334
120070,2015,101,1911.0,52.85190999476714
120070,2016,96,1910.0,50.261780104712045
120070,2017,94,1900.0,49.473684210526315
120070,2018,94,1886.0,49.840933191940614
120070,2019,81,1865.0,43.43163538873995
120080,2012,114,1704.0,66.90140845070422
120080,2013,106,1740.0,60.91954022988506
120080,2014,96,1767.0,54.32937181663837
120080,2015,112,1793.0,62.46514221974345
120080,2016,92,1783.0,51.59842961301178
120080,2017,129,1764.0,73.12925170068027
120080,2018,110,1741.0,63.18207926479035
120080,2019,104,1713.0,60.71220081727963
130000,2012,4,0.0,inf
130000,2013,5,0.0,inf
130000,2014,11,0.0,inf
130000,2015,16,0.0,inf
130000,2016,17,0.0,inf
130000,2017,13,0.0,inf
130000,2018,18,0.0,inf
130000,2019,3,0.0,inf
130002,2012,118,1753.0,67.31317741015403
130002,2013,126,1754.0,71.8358038768529
130002,2014,120,1747.0,68.68918145392101
130002,2015,139,1742.0,79.79334098737084
130002,2016,131,1724.0,75.9860788863109
130002,2017,146,1704.0,85.68075117370893
130002,2018,136,1685.0,80.71216617210682
130002,2019,154,1669.0,92.27082085080887
130006,2012,66,1200.0,55.0
130006,2013,81,1192.0,67.95302013422818
130006,2014,81,1180.0,68.64406779661017
130006,2015,66,1166.0,56.60377358490566
130006,2016,77,1163.0,66.20808254514188
130006,2017,87,1157.0,75.19446845289542
130006,2018,72,1151.0,62.55430060816681
130006,2019,74,1148.0,64.45993031358886
130008,2012,73,1244.0,58.68167202572347
130008,2013,72,1269.0,56.737588652482266
130008,2014,79,1289.0,61.287820015515905
130008,2015,60,1309.0,45.83651642475172
130008,2016,54,1297.0,41.63454124903624
130008,2017,68,1284.0,52.9595015576324
130008,2018,66,1271.0,51.927616050354054
130008,2019,58,1259.0,46.06830818109611
130010,2012,84,2076.0,40.46242774566474
130010,2013,93,2086.0,44.58293384467881
130010,2014,91,2089.0,43.56151268549545
130010,2015,92,2090.0,44.01913875598086
130010,2016,85,2071.0,41.04297440849831
130010,2017,74,2048.0,36.1328125
130010,2018,73,2023.0,36.0850222441918
130010,2019,68,2003.0,33.94907638542187
130014,2012,64,1977.0,32.372281234193224
130014,2013,71,1995.0,35.58897243107769
130014,2014,83,2015.0,41.19106699751861
130014,2015,74,2029.0,36.471168063085265
130014,2016,64,1984.0,32.25806451612903
130014,2017,72,1941.0,37.09428129829985
130014,2018,65,1892.0,34.35517970401691
130014,2019,56,1846.0,30.335861321776814
130020,2012,117,1922.0,60.874089490114464
130020,2013,103,1943.0,53.01080802882141
130020,2014,132,1954.0,67.55373592630501
130020,2015,134,1965.0,68.19338422391857
130020,2016,103,2007.0,51.32037867463877
130020,2017,130,2046.0,63.5386119257087
130020,2018,103,2086.0,49.37679769894535
130020,2019,93,2128.0,43.703007518796994
130030,2012,293,3799.0,77.12555935772572
130030,2013,293,3818.0,76.74174960712415
130030,2014,320,3820.0,83.7696335078534
130030,2015,261,3824.0,68.25313807531381
130030,2016,295,3790.0,77.83641160949868
130030,2017,302,3752.0,80.49040511727078
130030,2018,350,3713.0,94.26339886883922
130030,2019,304,3681.0,82.58625373539799
130040,2012,175,3089.0,56.652638394302365
130040,2013,188,3026.0,62.12822207534699
130040,2014,158,2950.0,53.559322033898304
130040,2015,173,2874.0,60.194850382741826
130040,2016,157,2793.0,56.21195846759757
130040,2017,171,2706.0,63.19290465631929
130040,2018,177,2616.0,67.66055045871559
130040,2019,186,2532.0,73.45971563981043
130050,2012,187,3388.0,55.1948051948052
130050,2013,222,3385.0,65.5834564254062
130050,2014,229,3366.0,68.03327391562685
130050,2015,233,3350.0,69.55223880597015
130050,2016,260,3308.0,78.59733978234583
130050,2017,266,3264.0,81.49509803921569
130050,2018,269,3220.0,83.54037267080746
