CODMUNRES,ano_nasc,Qtd_4a_serie,Qtd_Total,Ratio
120050,2013,200.0,904,0.22123893805309736
120050,2014,142.0,827,0.1717049576783555
120050,2015,153.0,847,0.1806375442739079
120050,2016,136.0,761,0.17871222076215507
120050,2017,103.0,780,0.13205128205128205
120050,2018,97.0,788,0.12309644670050761
120050,2019,86.0,768,0.11197916666666667
120060,2012,292.0,1158,0.25215889464594127
120060,2013,332.0,1137,0.29199648197009676
120060,2014,266.0,1230,0.216260162601626
120060,2015,265.0,1164,0.22766323024054982
120060,2016,211.0,1078,0.19573283858998144
120060,2017,176.0,1132,0.15547703180212014
120060,2018,181.0,1193,0.15171835708298406
120060,2019,151.0,1143,0.1321084864391951
120070,2012,70.0,311,0.22508038585209003
120070,2013,46.0,294,0.1564625850340136
120070,2014,51.0,306,0.16666666666666666
120070,2015,40.0,322,0.12422360248447205
120070,2016,40.0,329,0.12158054711246201
120070,2017,36.0,305,0.1180327868852459
120070,2018,41.0,325,0.12615384615384614
120070,2019,34.0,297,0.11447811447811448
120080,2012,73.0,346,0.21098265895953758
120080,2013,59.0,362,0.16298342541436464
120080,2014,67.0,368,0.18206521739130435
120080,2015,43.0,358,0.12011173184357542
120080,2016,59.0,356,0.16573033707865167
120080,2017,49.0,430,0.11395348837209303
120080,2018,38.0,392,0.09693877551020408
120080,2019,42.0,379,0.11081794195250659
130000,2012,1.0,8,0.125
130000,2013,0.0,18,0.0
130000,2014,0.0,23,0.0
130000,2015,0.0,18,0.0
130000,2016,4.0,25,0.16
130000,2017,6.0,17,0.35294117647058826
130000,2018,1.0,25,0.04
130000,2019,1.0,12,0.08333333333333333
130002,2012,57.0,320,0.178125
130002,2013,27.0,346,0.07803468208092486
130002,2014,32.0,308,0.1038961038961039
130002,2015,32.0,342,0.0935672514619883
130002,2016,33.0,325,0.10153846153846154
130002,2017,29.0,401,0.07231920199501247
130002,2018,22.0,346,0.06358381502890173
130002,2019,19.0,418,0.045454545454545456
130006,2012,78.0,242,0.32231404958677684
130006,2013,62.0,261,0.23754789272030652
130006,2014,47.0,264,0.17803030303030304
130006,2015,31.0,214,0.14485981308411214
130006,2016,51.0,280,0.18214285714285713
130006,2017,44.0,267,0.1647940074906367
130006,2018,35.0,247,0.1417004048582996
130006,2019,21.0,265,0.07924528301886792
130008,2012,27.0,199,0.135678391959799
130008,2013,11.0,201,0.05472636815920398
130008,2014,11.0,212,0.05188679245283019
130008,2015,12.0,163,0.0736196319018405
130008,2016,9.0,182,0.04945054945054945
130008,2017,8.0,196,0.04081632653061224
130008,2018,13.0,214,0.06074766355140187
130008,2019,7.0,190,0.03684210526315789
130010,2012,19.0,247,0.07692307692307693
130010,2013,15.0,285,0.05263157894736842
130010,2014,13.0,267,0.04868913857677903
130010,2015,11.0,255,0.043137254901960784
130010,2016,11.0,266,0.041353383458646614
130010,2017,13.0,257,0.05058365758754864
130010,2018,6.0,247,0.024291497975708502
130010,2019,2.0,233,0.008583690987124463
130014,2012,19.0,195,0.09743589743589744
130014,2013,7.0,223,0.03139013452914798
130014,2014,7.0,223,0.03139013452914798
130014,2015,8.0,204,0.0392156862745098
130014,2016,10.0,211,0.04739336492890995
130014,2017,5.0,233,0.02145922746781116
130014,2018,7.0,242,0.028925619834710745
130014,2019,5.0,239,0.02092050209205021
130020,2012,194.0,357,0.5434173669467787
130020,2013,156.0,353,0.44192634560906513
130020,2014,171.0,435,0.3931034482758621
130020,2015,164.0,438,0.3744292237442922
130020,2016,166.0,380,0.4368421052631579
130020,2017,159.0,382,0.4162303664921466
130020,2018,159.0,357,0.44537815126050423
130020,2019,111.0,313,0.3546325878594249
130030,2012,114.0,877,0.12998859749144812
130030,2013,69.0,875,0.07885714285714286
130030,2014,59.0,944,0.0625
130030,2015,43.0,829,0.05186972255729795
130030,2016,46.0,890,0.051685393258426963
130030,2017,44.0,897,0.04905239687848383
130030,2018,35.0,948,0.03691983122362869
130030,2019,31.0,871,0.03559127439724455
130040,2012,189.0,469,0.40298507462686567
130040,2013,126.0,480,0.2625
130040,2014,77.0,418,0.18421052631578946
130040,2015,57.0,504,0.1130952380952381
