CODMUNRES,ano_nasc,Qtd_Robson,Qtd_Total,Ratio
120005,2017,23.0,247,0.0931174089068826
120005,2018,26.0,264,0.09848484848484848
120005,2019,32.0,266,0.12030075187969924
120010,2012,50.0,505,0.09900990099009901
120010,2013,0.0,530,0.0
120010,2014,43.0,547,0.07861060329067641
120010,2015,71.0,530,0.1339622641509434
120010,2016,74.0,489,0.15132924335378323
120010,2017,73.0,570,0.1280701754385965
120010,2018,105.0,540,0.19444444444444445
120010,2019,142.0,540,0.26296296296296295
120013,2012,11.0,198,0.05555555555555555
120013,2013,0.0,202,0.0
120013,2014,19.0,242,0.07851239669421488
120013,2015,15.0,248,0.06048387096774194
120013,2016,22.0,248,0.08870967741935484
120013,2017,21.0,307,0.06840390879478828
120013,2018,35.0,306,0.11437908496732026
120013,2019,48.0,329,0.1458966565349544
120017,2012,13.0,201,0.06467661691542288
120017,2013,0.0,193,0.0
120017,2014,13.0,234,0.05555555555555555
120017,2015,16.0,219,0.0730593607305936
120017,2016,12.0,194,0.061855670103092786
120017,2017,13.0,243,0.053497942386831275
120017,2018,26.0,222,0.11711711711711711
120017,2019,28.0,217,0.12903225806451613
120020,2012,182.0,1741,0.10453762205628948
120020,2013,0.0,1783,0.0
120020,2014,230.0,1818,0.1265126512651265
120020,2015,228.0,1839,0.12398042414355628
120020,2016,249.0,1632,0.15257352941176472
120020,2017,298.0,1683,0.1770647653000594
120020,2018,289.0,1755,0.16467236467236468
120020,2019,337.0,1809,0.18629076838032063
120025,2012,28.0,282,0.09929078014184398
120025,2013,0.0,275,0.0
120025,2014,39.0,262,0.14885496183206107
120025,2015,34.0,279,0.12186379928315412
120025,2016,41.0,270,0.15185185185185185
120025,2017,39.0,290,0.13448275862068965
120025,2018,52.0,273,0.19047619047619047
120025,2019,64.0,314,0.20382165605095542
120030,2012,92.0,902,0.10199556541019955
120030,2013,0.0,790,0.0
120030,2014,72.0,829,0.08685162846803378
120030,2015,95.0,771,0.12321660181582361
120030,2016,107.0,833,0.12845138055222088
120030,2017,79.0,825,0.09575757575757576
120030,2018,84.0,833,0.10084033613445378
120030,2019,93.0,871,0.10677382319173363
120032,2012,2.0,267,0.00749063670411985
120032,2013,0.0,271,0.0
120032,2014,3.0,282,0.010638297872340425
120032,2015,8.0,273,0.029304029304029304
120032,2016,5.0,263,0.019011406844106463
120032,2017,7.0,265,0.026415094339622643
120032,2018,14.0,273,0.05128205128205128
120032,2019,7.0,217,0.03225806451612903
120033,2012,40.0,386,0.10362694300518134
120033,2013,0.0,399,0.0
120033,2014,47.0,413,0.11380145278450363
120033,2015,44.0,395,0.11139240506329114
120033,2016,37.0,325,0.11384615384615385
120033,2017,57.0,358,0.15921787709497207
120033,2018,50.0,367,0.1362397820163488
120033,2019,53.0,345,0.1536231884057971
120034,2012,12.0,256,0.046875
120034,2013,0.0,229,0.0
120034,2014,11.0,241,0.04564315352697095
120034,2015,20.0,266,0.07518796992481203
120034,2016,13.0,235,0.05531914893617021
120034,2017,15.0,259,0.05791505791505792
120034,2018,22.0,251,0.08764940239043825
120034,2019,21.0,230,0.09130434782608696
120035,2012,15.0,472,0.03177966101694915
120035,2013,0.0,482,0.0
120035,2014,21.0,456,0.046052631578947366
120035,2015,23.0,444,0.0518018018018018
120035,2016,19.0,351,0.05413105413105413
120035,2017,19.0,387,0.04909560723514212
120035,2018,26.0,406,0.06403940886699508
120035,2019,35.0,448,0.078125
120038,2012,27.0,353,0.0764872521246459
120038,2013,0.0,334,0.0
120038,2014,24.0,322,0.07453416149068323
120038,2015,24.0,350,0.06857142857142857
120038,2016,40.0,339,0.11799410029498525
120038,2017,24.0,305,0.07868852459016394
120038,2018,34.0,309,0.11003236245954692
120038,2019,55.0,318,0.17295597484276728
120039,2012,16.0,338,0.047337278106508875
120039,2013,0.0,287,0.0
120039,2014,7.0,250,0.028
120039,2015,15.0,262,0.05725190839694656
120039,2016,12.0,230,0.05217391304347826
120039,2017,22.0,282,0.07801418439716312
120039,2018,24.0,253,0.09486166007905138
120039,2019,21.0,270,0.07777777777777778
120040,2012,624.0,6530,0.09555895865237365
120040,2013,0.0,7116,0.0
120040,2014,462.0,7009,0.06591525181908975
120040,2015,668.0,6965,0.095908111988514
120040,2016,834.0,6612,0.12613430127041741
120040,2017,681.0,6460,0.10541795665634675
120040,2018,975.0,6495,0.15011547344110854
120040,2019,1082.0,6322,0.17114837076874406
120042,2012,29.0,390,0.07435897435897436
120042,2013,0.0,363,0.0
120042,2014,31.0,394,0.07868020304568528
120042,2015,41.0,396,0.10353535353535354
120042,2016,46.0,304,0.1513157894736842
120042,2017,36.0,366,0.09836065573770492
120042,2018,54.0,394,0.13705583756345177
120042,2019,43.0,334,0.12874251497005987
120043,2012,2.0,257,0.007782101167315175
120043,2013,0.0,222,0.0
120043,2014,3.0,181,0.016574585635359115
120043,2015,2.0,148,0.013513513513513514
120043,2016,7.0,94,0.07446808510638298
120043,2017,1.0,198,0.005050505050505051
120043,2018,4.0,206,0.019417475728155338
120043,2019,5.0,182,0.027472527472527472
120045,2012,34.0,396,0.08585858585858586
120045,2013,0.0,425,0.0
120045,2014,31.0,453,0.0684326710816777
120045,2015,48.0,443,0.10835214446952596
120045,2016,40.0,410,0.0975609756097561
120045,2017,25.0,395,0.06329113924050633
120045,2018,53.0,476,0.11134453781512606
120045,2019,65.0,417,0.15587529976019185
120050,2012,120.0,929,0.12917115177610333
120050,2013,0.0,904,0.0
120050,2014,102.0,827,0.12333736396614269
120050,2015,95.0,847,0.11216056670602124
120050,2016,83.0,761,0.10906701708278581
120050,2017,91.0,780,0.11666666666666667
120050,2018,113.0,788,0.1434010152284264
120050,2019,123.0,768,0.16015625
120060,2012,56.0,1158,0.04835924006908463
120060,2013,0.0,1137,0.0
120060,2014,63.0,1230,0.05121951219512195
120060,2015,118.0,1164,0.1013745704467354
120060,2016,107.0,1078,0.09925788497217068
120060,2017,108.0,1132,0.09540636042402827
120060,2018,130.0,1193,0.10896898575020955
120060,2019,143.0,1143,0.12510936132983377
120070,2012,23.0,311,0.07395498392282958
120070,2013,0.0,294,0.0
120070,2014,25.0,306,0.08169934640522876
120070,2015,23.0,322,0.07142857142857142
120070,2016,44.0,329,0.1337386018237082
120070,2017,33.0,305,0.10819672131147541
120070,2018,34.0,325,0.10461538461538461
120070,2019,41.0,297,0.13804713804713806
120080,2012,28.0,346,0.08092485549132948
120080,2013,0.0,362,0.0
120080,2014,20.0,368,0.05434782608695652
120080,2015,26.0,358,0.07262569832402235
120080,2016,37.0,356,0.10393258426966293
120080,2017,33.0,430,0.07674418604651163
120080,2018,48.0,392,0.12244897959183673
120080,2019,56.0,379,0.14775725593667546
130000,2012,3.0,8,0.375
130000,2013,0.0,18,0.0
130000,2014,5.0,23,0.21739130434782608
130000,2015,1.0,18,0.05555555555555555
130000,2016,0.0,25,0.0
130000,2017,3.0,17,0.17647058823529413
130000,2018,1.0,25,0.04
130000,2019,4.0,12,0.3333333333333333
130002,2012,23.0,320,0.071875
130002,2013,0.0,346,0.0
130002,2014,33.0,308,0.10714285714285714
130002,2015,33.0,342,0.09649122807017543
130002,2016,42.0,325,0.12923076923076923
130002,2017,40.0,401,0.09975062344139651
130002,2018,46.0,346,0.1329479768786127
130002,2019,55.0,418,0.13157894736842105
130006,2012,10.0,242,0.04132231404958678
130006,2013,0.0,261,0.0
130006,2014,11.0,264,0.041666666666666664
130006,2015,15.0,214,0.07009345794392523
130006,2016,16.0,280,0.05714285714285714
130006,2017,12.0,267,0.0449438202247191
130006,2018,8.0,247,0.032388663967611336
130006,2019,10.0,265,0.03773584905660377
130008,2012,22.0,199,0.11055276381909548
130008,2013,0.0,201,0.0
130008,2014,27.0,212,0.12735849056603774
130008,2015,26.0,163,0.15950920245398773
130008,2016,25.0,182,0.13736263736263737
130008,2017,31.0,196,0.15816326530612246
130008,2018,27.0,214,0.1261682242990654
130008,2019,28.0,190,0.14736842105263157
130010,2012,23.0,247,0.0931174089068826
130010,2013,0.0,285,0.0
130010,2014,28.0,267,0.10486891385767791
130010,2015,27.0,255,0.10588235294117647
130010,2016,38.0,266,0.14285714285714285
130010,2017,38.0,257,0.14785992217898833
130010,2018,32.0,247,0.12955465587044535
130010,2019,31.0,233,0.13304721030042918
130014,2012,33.0,195,0.16923076923076924
130014,2013,0.0,223,0.0
130014,2014,23.0,223,0.1031390134529148
130014,2015,8.0,204,0.0392156862745098
130014,2016,28.0,211,0.13270142180094788
130014,2017,32.0,233,0.13733905579399142
130014,2018,34.0,242,0.14049586776859505
130014,2019,41.0,239,0.17154811715481172
130020,2012,8.0,357,0.022408963585434174
130020,2013,0.0,353,0.0
130020,2014,17.0,435,0.03908045977011494
130020,2015,28.0,438,0.0639269406392694
130020,2016,22.0,380,0.05789473684210526
130020,2017,20.0,382,0.05235602094240838
130020,2018,23.0,357,0.06442577030812324
130020,2019,20.0,313,0.06389776357827476
130030,2012,108.0,877,0.12314709236031927
130030,2013,0.0,875,0.0
130030,2014,133.0,944,0.1408898305084746
130030,2015,120.0,829,0.14475271411338964
130030,2016,128.0,890,0.14382022471910114
130030,2017,146.0,897,0.16276477146042365
130030,2018,143.0,948,0.15084388185654007
130030,2019,153.0,871,0.1756601607347876
130040,2012,41.0,469,0.08742004264392324
130040,2013,0.0,480,0.0
130040,2014,51.0,418,0.12200956937799043
130040,2015,50.0,504,0.0992063492063492
130040,2016,39.0,490,0.07959183673469387
130040,2017,56.0,524,0.10687022900763359
130040,2018,50.0,567,0.08818342151675485
130040,2019,64.0,553,0.11573236889692586
130050,2012,57.0,706,0.08073654390934844
130050,2013,0.0,769,0.0
130050,2014,45.0,756,0.05952380952380952
130050,2015,82.0,815,0.10061349693251534
130050,2016,64.0,808,0.07920792079207921
