CODMUNRES,ano_nasc,Qtd_Total
251150,2013,182
251150,2014,159
251150,2015,171
251150,2016,157
251150,2017,192
251150,2018,185
251150,2019,213
251160,2012,138
251160,2013,140
251160,2014,136
251160,2015,153
251160,2016,139
251160,2017,125
251160,2018,149
251160,2019,129
251170,2012,80
251170,2013,77
251170,2014,88
251170,2015,76
251170,2016,76
251170,2017,95
251170,2018,111
251170,2019,99
251180,2012,162
251180,2013,128
251180,2014,154
251180,2015,138
251180,2016,117
251180,2017,130
251180,2018,157
251180,2019,123
251190,2012,232
251190,2013,292
251190,2014,257
251190,2015,293
251190,2016,306
251190,2017,282
251190,2018,278
251190,2019,293
251200,2012,247
251200,2013,281
251200,2014,299
251200,2015,308
251200,2016,277
251200,2017,251
251200,2018,273
251200,2019,274
251203,2012,49
251203,2013,63
251203,2014,57
251203,2015,78
251203,2016,71
251203,2017,57
251203,2018,56
251203,2019,41
251207,2012,44
251207,2013,45
251207,2014,45
251207,2015,42
251207,2016,41
251207,2017,49
251207,2018,43
251207,2019,34
251210,2012,433
251210,2013,449
251210,2014,428
251210,2015,460
251210,2016,399
251210,2017,438
251210,2018,475
251210,2019,403
251220,2012,46
251220,2013,54
251220,2014,50
251220,2015,58
251220,2016,54
251220,2017,53
251220,2018,44
251220,2019,47
251230,2012,337
251230,2013,293
251230,2014,312
251230,2015,259
251230,2016,270
251230,2017,252
251230,2018,297
251230,2019,284
251240,2012,211
251240,2013,205
251240,2014,222
251240,2015,162
251240,2016,201
251240,2017,210
251240,2018,195
251240,2019,214
251250,2012,672
251250,2013,631
251250,2014,696
251250,2015,733
251250,2016,741
251250,2017,672
251250,2018,719
251250,2019,721
251260,2012,24
251260,2013,22
251260,2014,23
251260,2015,36
251260,2016,26
251260,2017,27
251260,2018,24
251260,2019,25
251270,2012,285
251270,2013,284
251270,2014,289
251270,2015,268
251270,2016,277
251270,2017,281
251270,2018,282
251270,2019,281
251272,2012,69
251272,2013,69
251272,2014,64
251272,2015,61
251272,2016,64
251272,2017,48
251272,2018,68
251272,2019,79
251274,2012,45
251274,2013,54
251274,2014,55
251274,2015,61
251274,2016,43
251274,2017,47
251274,2018,48
251274,2019,52
251275,2012,63
251275,2013,64
251275,2014,64
251275,2015,77
251275,2016,76
251275,2017,68
251275,2018,64
251275,2019,73
251276,2012,56
251276,2013,62
251276,2014,50
251276,2015,69
251276,2016,52
251276,2017,68
251276,2018,80
251276,2019,85
251278,2012,32
251278,2013,43
251278,2014,43
251278,2015,41
251278,2016,26
251278,2017,41
251278,2018,34
251278,2019,41
251280,2012,115
251280,2013,99
251280,2014,123
251280,2015,130
251280,2016,127
251280,2017,110
251280,2018,132
251280,2019,103
251290,2012,316
251290,2013,328
251290,2014,281
251290,2015,323
251290,2016,358
251290,2017,351
251290,2018,374
251290,2019,364
251300,2012,47
251300,2013,42
251300,2014,45
251300,2015,45
251300,2016,39
251300,2017,37
251300,2018,51
251300,2019,30
251310,2012,134
251310,2013,109
251310,2014,132
251310,2015,116
251310,2016,141
251310,2017,130
251310,2018,149
251310,2019,159
251315,2012,106
251315,2013,87
251315,2014,100
251315,2015,85
251315,2016,80
251315,2017,96
251315,2018,100
251315,2019,90
251320,2012,74
251320,2013,67
251320,2014,78
251320,2015,72
251320,2016,78
251320,2017,63
251320,2018,82
251320,2019,67
251330,2012,65
251330,2013,63
251330,2014,67
251330,2015,70
251330,2016,71
251330,2017,71
251330,2018,67
251330,2019,61
251335,2012,43
251335,2013,55
251335,2014,49
251335,2015,44
251335,2016,49
251335,2017,43
251335,2018,49
251335,2019,32
251340,2012,168
251340,2013,206
251340,2014,218
251340,2015,233
251340,2016,177
251340,2017,195
251340,2018,199
251340,2019,179
251350,2012,71
251350,2013,60
251350,2014,60
251350,2015,61
251350,2016,64
251350,2017,61
251350,2018,60
251350,2019,63
251360,2012,103
251360,2013,73
251360,2014,78
251360,2015,82
251360,2016,84
251360,2017,78
251360,2018,99
251360,2019,74
251365,2012,25
251365,2013,32
251365,2014,21
251365,2015,20
251365,2016,32
251365,2017,26
251365,2018,32
251365,2019,22
251370,2012,2257
251370,2013,2231
251370,2014,1776
251370,2015,2141
251370,2016,2561
251370,2017,2515
251370,2018,2502
251370,2019,2305
251380,2012,54
251380,2013,44
251380,2014,80
251380,2015,59
251380,2016,70
251380,2017,55
251380,2018,74
251380,2019,73
251385,2012,38
251385,2013,27
251385,2014,26
251385,2015,28
251385,2016,23
251385,2017,31
251385,2018,28
251385,2019,23
251390,2012,460
251390,2013,436
251390,2014,450
251390,2015,463
251390,2016,381
251390,2017,414
251390,2018,422
251390,2019,469
251392,2012,65
251392,2013,53
251392,2014,50
251392,2015,67
251392,2016,42
251392,2017,49
251392,2018,61
251392,2019,55
251394,2012,35
251394,2013,37
251394,2014,34
251394,2015,35
251394,2016,34
251394,2017,29
251394,2018,33
251394,2019,36
251396,2012,36
251396,2013,37
251396,2014,38
251396,2015,35
251396,2016,38
251396,2017,26
251396,2018,42
251396,2019,29
251398,2012,47
251398,2013,51
251398,2014,41
251398,2015,47
251398,2016,46
251398,2017,42
251398,2018,26
251398,2019,45
251400,2012,54
251400,2013,51
251400,2014,59
251400,2015,52
251400,2016,58
251400,2017,53
251400,2018,68
251400,2019,50
251410,2012,69
251410,2013,52
251410,2014,50
251410,2015,51
251410,2016,57
251410,2017,46
251410,2018,60
251410,2019,71
251420,2012,117
251420,2013,87
251420,2014,89
251420,2015,114
251420,2016,89
251420,2017,91
251420,2018,100
251420,2019,72
251430,2012,94
251430,2013,105
251430,2014,79
251430,2015,89
251430,2016,88
251430,2017,82
251430,2018,59
251430,2019,81
251440,2012,48
251440,2013,52
251440,2014,46
251440,2015,50
251440,2016,50
251440,2017,50
251440,2018,49
251440,2019,44
251445,2012,75
251445,2013,68
251445,2014,72
251445,2015,78
251445,2016,92
251445,2017,78
251445,2018,85
251445,2019,95
251450,2012,248
251450,2013,252
251450,2014,260
251450,2015,307
251450,2016,268
251450,2017,262
251450,2018,280
251450,2019,266
251455,2012,32
251455,2013,35
251455,2014,43
251455,2015,30
251455,2016,27
251455,2017,28
251455,2018,28
251455,2019,28
251460,2012,43
251460,2013,59
251460,2014,54
251460,2015,46
251460,2016,48
251460,2017,52
251460,2018,53
251460,2019,51
251465,2012,21
251465,2013,23
251465,2014,20
251465,2015,27
251465,2016,20
251465,2017,24
251465,2018,18
251465,2019,22
251470,2012,55
251470,2013,39
251470,2014,62
251470,2015,43
251470,2016,35
251470,2017,46
251470,2018,45
251470,2019,45
251480,2012,45
251480,2013,48
251480,2014,52
251480,2015,45
251480,2016,39
251480,2017,43
251480,2018,35
251480,2019,39
251490,2012,97
251490,2013,93
251490,2014,100
251490,2015,104
251490,2016,79
251490,2017,94
251490,2018,99
251490,2019,99
251500,2012,126
251500,2013,90
251500,2014,84
251500,2015,84
251500,2016,92
251500,2017,98
251500,2018,94
251500,2019,112
251510,2012,143
251510,2013,167
251510,2014,169
251510,2015,169
251510,2016,164
251510,2017,123
251510,2018,168
251510,2019,164
251520,2012,37
251520,2013,44
251520,2014,51
251520,2015,43
251520,2016,50
251520,2017,54
251520,2018,54
251520,2019,44
251530,2012,718
251530,2013,731
251530,2014,695
251530,2015,603
251530,2016,529
251530,2017,570
251530,2018,587
251530,2019,625
251540,2012,161
251540,2013,167
251540,2014,189
251540,2015,173
251540,2016,145
251540,2017,144
251540,2018,193
251540,2019,171
251550,2012,139
251550,2013,143
251550,2014,164
251550,2015,158
251550,2016,168
251550,2017,158
251550,2018,166
251550,2019,164
251560,2012,39
251560,2013,35
251560,2014,37
251560,2015,48
251560,2016,30
251560,2017,35
251560,2018,38
251560,2019,33
251570,2012,40
251570,2013,30
251570,2014,41
251570,2015,46
251570,2016,40
251570,2017,47
251570,2018,43
251570,2019,52
251580,2012,100
251580,2013,107
251580,2014,104
251580,2015,105
251580,2016,79
251580,2017,75
251580,2018,97
251580,2019,98
251590,2012,81
251590,2013,59
251590,2014,75
251590,2015,72
251590,2016,70
251590,2017,68
251590,2018,69
251590,2019,52
251593,2012,78
251593,2013,72
251593,2014,81
251593,2015,76
251593,2016,72
251593,2017,69
251593,2018,72
251593,2019,57
251597,2012,111
251597,2013,97
251597,2014,96
251597,2015,101
251597,2016,104
251597,2017,144
251597,2018,118
251597,2019,139
251600,2012,380
251600,2013,392
251600,2014,380
251600,2015,376
251600,2016,390
251600,2017,390
251600,2018,430
251600,2019,403
251610,2012,209
251610,2013,223
251610,2014,234
251610,2015,238
251610,2016,169
251610,2017,189
251610,2018,196
251610,2019,189
251615,2012,65
251615,2013,56
251615,2014,61
251615,2015,46
251615,2016,51
251615,2017,47
251615,2018,58
251615,2019,44
251620,2012,1006
251620,2013,940
251620,2014,978
251620,2015,974
251620,2016,883
251620,2017,924
251620,2018,1010
251620,2019,982
251630,2012,244
251630,2013,226
251630,2014,225
251630,2015,238
251630,2016,246
251630,2017,226
251630,2018,241
251630,2019,291
251640,2012,79
251640,2013,104
251640,2014,91
251640,2015,91
251640,2016,89
251640,2017,93
251640,2018,82
251640,2019,93
251650,2012,223
251650,2013,214
251650,2014,203
251650,2015,236
251650,2016,189
251650,2017,215
251650,2018,224
251650,2019,202
251660,2012,168
251660,2013,192
251660,2014,180
251660,2015,206
251660,2016,188
251660,2017,188
251660,2018,205
251660,2019,161
251670,2012,244
251670,2013,198
251670,2014,214
251670,2015,251
251670,2016,208
251670,2017,229
251670,2018,229
251670,2019,240
251675,2012,59
251675,2013,42
251675,2014,49
251675,2015,41
251675,2016,42
251675,2017,37
251675,2018,39
251675,2019,38
251680,2012,116
251680,2013,108
251680,2014,116
251680,2015,102
251680,2016,85
251680,2017,116
251680,2018,88
251680,2019,117
251690,2012,182
251690,2013,186
251690,2014,181
251690,2015,177
251690,2016,170
251690,2017,172
251690,2018,187
251690,2019,161
251700,2012,120
251700,2013,120
251700,2014,146
251700,2015,118
251700,2016,117
251700,2017,97
251700,2018,138
251700,2019,111
251710,2012,36
251710,2013,35
251710,2014,35
251710,2015,34
251710,2016,29
251710,2017,25
251710,2018,37
251710,2019,18
251720,2012,46
251720,2013,45
251720,2014,49
251720,2015,58
251720,2016,59
251720,2017,52
251720,2018,42
251720,2019,51
251740,2012,45
251740,2013,40
251740,2014,43
251740,2015,37
251740,2016,32
251740,2017,34
251740,2018,34
251740,2019,34
260000,2012,1
260000,2013,2
260000,2014,1
260000,2015,2
260000,2016,6
260000,2017,26
260000,2018,32
260000,2019,13
260005,2012,1393
260005,2013,1532
260005,2014,1526
260005,2015,1628
260005,2016,1487
260005,2017,1519
260005,2018,1490
260005,2019,1352
260010,2012,669
260010,2013,638
260010,2014,653
260010,2015,666
260010,2016,580
260010,2017,522
260010,2018,623
260010,2019,586
260020,2012,295
260020,2013,297
260020,2014,305
260020,2015,269
260020,2016,284
260020,2017,260
260020,2018,268
260020,2019,254
260030,2012,337
260030,2013,362
260030,2014,356
260030,2015,357
260030,2016,323
260030,2017,338
260030,2018,351
260030,2019,325
260040,2012,611
260040,2013,491
260040,2014,551
260040,2015,546
260040,2016,491
260040,2017,486
260040,2018,451
260040,2019,425
260050,2012,831
260050,2013,794
260050,2014,765
260050,2015,774
260050,2016,672
260050,2017,719
260050,2018,780
260050,2019,768
260060,2012,177
260060,2013,180
260060,2014,174
260060,2015,179
260060,2016,191
260060,2017,185
260060,2018,199
260060,2019,190
260070,2012,555
260070,2013,538
260070,2014,611
260070,2015,570
260070,2016,457
260070,2017,525
260070,2018,532
260070,2019,520
260080,2012,230
260080,2013,269
260080,2014,239
260080,2015,254
260080,2016,235
260080,2017,278
260080,2018,245
260080,2019,247
260090,2012,356
260090,2013,340
260090,2014,337
260090,2015,339
260090,2016,312
260090,2017,304
260090,2018,294
260090,2019,261
260100,2012,160
260100,2013,163
260100,2014,157
260100,2015,164
260100,2016,144
260100,2017,129
260100,2018,150
260100,2019,143
260105,2012,329
260105,2013,356
260105,2014,314
260105,2015,342
260105,2016,289
260105,2017,303
260105,2018,299
260105,2019,318
260110,2012,1695
260110,2013,1516
260110,2014,1592
260110,2015,1625
260110,2016,1497
260110,2017,1501
260110,2018,1639
260110,2019,1632
260120,2012,1051
260120,2013,1153
260120,2014,1159
260120,2015,1110
260120,2016,1017
260120,2017,1158
260120,2018,1161
260120,2019,1177
260130,2012,181
260130,2013,180
260130,2014,167
260130,2015,186
260130,2016,148
260130,2017,174
260130,2018,182
260130,2019,198
260140,2012,765
260140,2013,867
260140,2014,852
260140,2015,779
260140,2016,721
260140,2017,702
260140,2018,710
260140,2019,661
260150,2012,150
260150,2013,140
260150,2014,152
260150,2015,169
260150,2016,148
260150,2017,124
260150,2018,158
260150,2019,151
260160,2012,383
260160,2013,330
260160,2014,355
260160,2015,314
260160,2016,338
260160,2017,310
260160,2018,316
260160,2019,304
260170,2012,1234
260170,2013,1181
260170,2014,1192
260170,2015,1063
260170,2016,1045
260170,2017,1158
260170,2018,1254
260170,2019,1229
260180,2012,233
260180,2013,188
260180,2014,189
260180,2015,177
260180,2016,151
260180,2017,185
260180,2018,196
260180,2019,152
260190,2012,733
260190,2013,762
260190,2014,762
260190,2015,787
260190,2016,677
260190,2017,765
260190,2018,783
260190,2019,771
260200,2012,586
260200,2013,531
260200,2014,501
260200,2015,545
260200,2016,551
260200,2017,486
260200,2018,578
260200,2019,520
260210,2012,648
260210,2013,683
260210,2014,667
260210,2015,652
260210,2016,564
260210,2017,563
260210,2018,505
260210,2019,412
260220,2012,487
260220,2013,474
260220,2014,479
260220,2015,496
260220,2016,392
260220,2017,482
260220,2018,452
260220,2019,455
260230,2012,580
260230,2013,607
260230,2014,611
260230,2015,602
260230,2016,601
260230,2017,627
260230,2018,618
260230,2019,595
260240,2012,190
260240,2013,178
260240,2014,179
260240,2015,203
260240,2016,161
260240,2017,176
260240,2018,160
260240,2019,171
260250,2012,120
260250,2013,125
260250,2014,112
260250,2015,90
260250,2016,82
260250,2017,83
260250,2018,112
260250,2019,112
260260,2012,789
260260,2013,744
260260,2014,702
260260,2015,672
260260,2016,607
260260,2017,676
260260,2018,735
260260,2019,755
260270,2012,182
260270,2013,189
260270,2014,185
260270,2015,215
260270,2016,175
260270,2017,174
260270,2018,198
260270,2019,187
260280,2012,964
260280,2013,852
260280,2014,879
260280,2015,903
260280,2016,834
260280,2017,858
260280,2018,890
260280,2019,850
260290,2012,3651
260290,2013,3419
260290,2014,3158
260290,2015,3313
260290,2016,3024
260290,2017,3091
260290,2018,3128
260290,2019,2952
260300,2012,550
260300,2013,522
260300,2014,569
260300,2015,584
260300,2016,512
260300,2017,531
260300,2018,546
260300,2019,509
260310,2012,242
260310,2013,272
260310,2014,233
260310,2015,293
260310,2016,229
260310,2017,270
260310,2018,294
260310,2019,312
260320,2012,460
260320,2013,396
260320,2014,411
260320,2015,445
260320,2016,381
260320,2017,446
260320,2018,414
260320,2019,437
260330,2012,153
260330,2013,139
260330,2014,142
260330,2015,127
260330,2016,147
260330,2017,136
260330,2018,130
260330,2019,129
260340,2012,122
260340,2013,104
260340,2014,83
260340,2015,97
260340,2016,89
260340,2017,107
260340,2018,71
260340,2019,77
260345,2012,2335
260345,2013,2358
260345,2014,2482
260345,2015,2484
260345,2016,2279
260345,2017,2237
260345,2018,2191
260345,2019,2146
260350,2012,210
260350,2013,240
260350,2014,201
260350,2015,196
260350,2016,224
260350,2017,226
260350,2018,189
260350,2019,248
260360,2012,122
260360,2013,102
260360,2014,131
260360,2015,108
260360,2016,106
260360,2017,113
260360,2018,133
260360,2019,121
260370,2012,359
260370,2013,400
260370,2014,370
260370,2015,386
260370,2016,346
260370,2017,360
260370,2018,351
260370,2019,331
260380,2012,300
260380,2013,302
260380,2014,289
260380,2015,278
260380,2016,287
260380,2017,234
260380,2018,244
260380,2019,275
260390,2012,274
260390,2013,267
260390,2014,284
260390,2015,294
260390,2016,257
260390,2017,269
260390,2018,260
260390,2019,286
260392,2012,301
260392,2013,292
260392,2014,305
260392,2015,291
260392,2016,279
260392,2017,267
260392,2018,278
260392,2019,249
260400,2012,1098
260400,2013,1103
260400,2014,1103
260400,2015,1174
260400,2016,949
260400,2017,1081
260400,2018,1007
260400,2019,1018
260410,2012,5575
260410,2013,5711
260410,2014,5738
260410,2015,5871
260410,2016,5085
260410,2017,5678
260410,2018,5962
260410,2019,6031
260415,2012,178
260415,2013,197
260415,2014,166
260415,2015,186
260415,2016,141
260415,2017,167
260415,2018,213
260415,2019,177
260420,2012,576
260420,2013,588
260420,2014,593
260420,2015,559
260420,2016,549
260420,2017,566
260420,2018,526
260420,2019,462
260430,2012,186
260430,2013,176
260430,2014,155
260430,2015,189
260430,2016,166
260430,2017,141
260430,2018,169
260430,2019,165
260440,2012,207
260440,2013,223
260440,2014,216
260440,2015,233
260440,2016,212
260440,2017,225
260440,2018,196
260440,2019,243
260450,2012,316
260450,2013,292
260450,2014,326
260450,2015,337
260450,2016,285
260450,2017,300
260450,2018,341
260450,2019,307
260460,2012,422
260460,2013,376
260460,2014,374
260460,2015,438
260460,2016,385
260460,2017,340
260460,2018,373
260460,2019,370
260470,2012,230
260470,2013,224
260470,2014,216
260470,2015,270
260470,2016,220
260470,2017,245
260470,2018,240
260470,2019,221
260480,2012,232
260480,2013,220
260480,2014,217
260480,2015,239
260480,2016,196
260480,2017,193
260480,2018,196
260480,2019,160
260490,2012,229
260490,2013,209
260490,2014,197
260490,2015,184
260490,2016,143
260490,2017,153
260490,2018,167
260490,2019,183
260500,2012,415
260500,2013,344
260500,2014,395
260500,2015,393
260500,2016,354
260500,2017,383
260500,2018,339
260500,2019,320
260510,2012,594
260510,2013,616
260510,2014,533
260510,2015,575
260510,2016,468
260510,2017,517
260510,2018,529
260510,2019,461
260515,2012,261
260515,2013,285
260515,2014,243
260515,2015,250
260515,2016,223
260515,2017,247
260515,2018,252
260515,2019,250
260520,2012,1204
260520,2013,1548
260520,2014,1578
260520,2015,1147
260520,2016,1015
260520,2017,981
260520,2018,910
260520,2019,870
260530,2012,550
260530,2013,521
260530,2014,506
260530,2015,504
260530,2016,434
260530,2017,467
260530,2018,532
260530,2019,511
260540,2012,295
260540,2013,288
260540,2014,297
260540,2015,341
260540,2016,304
260540,2017,335
260540,2018,319
260540,2019,316
260545,2012,20
260545,2013,16
260545,2014,22
260545,2015,19
260545,2016,26
260545,2017,23
260545,2018,24
260545,2019,32
260550,2012,191
260550,2013,151
260550,2014,118
260550,2015,147
260550,2016,163
260550,2017,147
260550,2018,124
260550,2019,149
260560,2012,308
260560,2013,264
260560,2014,262
260560,2015,275
260560,2016,227
260560,2017,262
260560,2018,234
260560,2019,269
260570,2012,506
260570,2013,480
260570,2014,461
260570,2015,471
260570,2016,430
260570,2017,456
260570,2018,515
260570,2019,485
260580,2012,177
260580,2013,143
260580,2014,142
260580,2015,143
260580,2016,133
260580,2017,140
260580,2018,166
260580,2019,157
260590,2012,384
260590,2013,420
260590,2014,373
260590,2015,401
260590,2016,362
260590,2017,357
260590,2018,312
260590,2019,267
260600,2012,2344
260600,2013,2355
260600,2014,2360
260600,2015,2489
260600,2016,2179
260600,2017,2248
260600,2018,2313
260600,2019,2268
260610,2012,432
260610,2013,394
260610,2014,381
260610,2015,424
260610,2016,356
260610,2017,444
260610,2018,415
260610,2019,364
260620,2012,1238
260620,2013,1237
260620,2014,1308
260620,2015,1263
260620,2016,1151
260620,2017,1183
260620,2018,1216
260620,2019,1146
260630,2012,114
260630,2013,92
260630,2014,116
260630,2015,103
260630,2016,109
260630,2017,95
260630,2018,126
260630,2019,108
260640,2012,1180
260640,2013,1133
260640,2014,1266
260640,2015,1159
260640,2016,1060
260640,2017,1046
260640,2018,1140
260640,2019,1137
260650,2012,296
260650,2013,303
260650,2014,302
260650,2015,313
260650,2016,249
260650,2017,278
260650,2018,324
260650,2019,270
260660,2012,519
260660,2013,432
260660,2014,473
260660,2015,468
260660,2016,423
260660,2017,484
260660,2018,456
260660,2019,441
260670,2012,91
260670,2013,102
260670,2014,95
260670,2015,89
260670,2016,82
260670,2017,96
260670,2018,99
260670,2019,102
260680,2012,1514
260680,2013,1635
260680,2014,1684
260680,2015,1734
260680,2016,1563
260680,2017,1544
260680,2018,1631
260680,2019,1569
260690,2012,155
260690,2013,145
260690,2014,165
260690,2015,171
260690,2016,132
260690,2017,150
260690,2018,130
260690,2019,129
260700,2012,342
260700,2013,352
260700,2014,334
260700,2015,282
260700,2016,336
260700,2017,331
260700,2018,380
260700,2019,330
260710,2012,69
260710,2013,50
260710,2014,58
260710,2015,56
260710,2016,65
260710,2017,54
260710,2018,65
260710,2019,74
260720,2012,1632
260720,2013,1599
260720,2014,1576
260720,2015,1697
260720,2016,1562
260720,2017,1743
260720,2018,1800
260720,2019,1731
260730,2012,647
260730,2013,514
260730,2014,509
260730,2015,533
260730,2016,563
260730,2017,490
260730,2018,503
260730,2019,542
260740,2012,72
260740,2013,89
260740,2014,81
260740,2015,77
260740,2016,80
260740,2017,77
260740,2018,72
260740,2019,68
260750,2012,409
260750,2013,357
260750,2014,352
260750,2015,373
260750,2016,325
260750,2017,340
260750,2018,401
260750,2019,359
260760,2012,314
260760,2013,326
260760,2014,297
260760,2015,339
260760,2016,317
260760,2017,331
260760,2018,328
260760,2019,331
260765,2012,538
260765,2013,435
260765,2014,472
260765,2015,501
260765,2016,437
260765,2017,409
260765,2018,437
260765,2019,378
260770,2012,220
260770,2013,194
260770,2014,201
260770,2015,193
260770,2016,187
260770,2017,167
260770,2018,202
260770,2019,177
260775,2012,357
260775,2013,360
260775,2014,363
260775,2015,441
260775,2016,366
260775,2017,324
260775,2018,375
260775,2019,364
260780,2012,269
260780,2013,249
260780,2014,258
260780,2015,289
260780,2016,209
260780,2017,242
260780,2018,242
260780,2019,231
260790,2012,9380
260790,2013,9711
260790,2014,9819
260790,2015,10051
260790,2016,8880
260790,2017,9591
260790,2018,9688
260790,2019,9235
260795,2012,184
260795,2013,169
260795,2014,210
260795,2015,188
260795,2016,238
260795,2017,193
260795,2018,180
260795,2019,161
260800,2012,292
260800,2013,279
260800,2014,287
260800,2015,294
260800,2016,217
260800,2017,242
260800,2018,235
260800,2019,250
260805,2012,259
260805,2013,234
260805,2014,242
260805,2015,219
260805,2016,213
260805,2017,223
260805,2018,198
260805,2019,212
260810,2012,374
260810,2013,375
260810,2014,359
260810,2015,378
260810,2016,306
260810,2017,353
260810,2018,373
260810,2019,321
260820,2012,282
260820,2013,265
260820,2014,247
260820,2015,331
260820,2016,266
260820,2017,281
260820,2018,208
260820,2019,202
260825,2012,164
260825,2013,170
260825,2014,192
260825,2015,211
260825,2016,182
260825,2017,174
260825,2018,175
260825,2019,199
260830,2012,268
260830,2013,274
260830,2014,299
260830,2015,320
260830,2016,246
260830,2017,279
260830,2018,302
260830,2019,277
260840,2012,233
260840,2013,222
260840,2014,194
260840,2015,203
260840,2016,215
260840,2017,217
260840,2018,243
260840,2019,209
260845,2012,244
260845,2013,240
260845,2014,237
260845,2015,254
260845,2016,216
260845,2017,233
260845,2018,251
260845,2019,232
260850,2012,388
260850,2013,372
260850,2014,395
260850,2015,374
260850,2016,334
260850,2017,347
260850,2018,316
260850,2019,308
260860,2012,186
260860,2013,172
260860,2014,159
260860,2015,209
260860,2016,160
260860,2017,193
260860,2018,186
260860,2019,172
260870,2012,181
260870,2013,216
260870,2014,192
260870,2015,220
260870,2016,176
260870,2017,191
260870,2018,216
260870,2019,200
260875,2012,410
260875,2013,381
260875,2014,379
260875,2015,387
260875,2016,357
260875,2017,370
260875,2018,397
260875,2019,387
260880,2012,639
260880,2013,669
260880,2014,706
260880,2015,710
260880,2016,642
260880,2017,638
260880,2018,685
260880,2019,652
260890,2012,847
260890,2013,795
260890,2014,810
260890,2015,830
260890,2016,741
260890,2017,781
260890,2018,769
260890,2019,743
260900,2012,374
260900,2013,393
260900,2014,387
260900,2015,407
260900,2016,364
260900,2017,382
260900,2018,393
260900,2019,360
260910,2012,185
260910,2013,173
260910,2014,189
260910,2015,204
260910,2016,177
260910,2017,212
260910,2018,196
260910,2019,205
260915,2012,321
260915,2013,275
260915,2014,238
260915,2015,278
260915,2016,253
260915,2017,248
260915,2018,284
260915,2019,270
260920,2012,258
260920,2013,220
260920,2014,231
260920,2015,209
260920,2016,175
260920,2017,240
260920,2018,247
260920,2019,223
260930,2012,295
260930,2013,290
260930,2014,238
260930,2015,261
260930,2016,252
260930,2017,246
260930,2018,256
260930,2019,260
260940,2012,829
260940,2013,815
260940,2014,833
260940,2015,818
260940,2016,733
260940,2017,758
260940,2018,788
260940,2019,764
260950,2012,454
260950,2013,456
260950,2014,482
260950,2015,469
260950,2016,433
260950,2017,434
260950,2018,425
260950,2019,403
260960,2012,6005
260960,2013,6019
260960,2014,6048
260960,2015,6157
260960,2016,5612
260960,2017,5671
260960,2018,5493
260960,2019,5258
260970,2012,284
260970,2013,289
260970,2014,300
260970,2015,256
260970,2016,253
260970,2017,263
260970,2018,293
260970,2019,265
260980,2012,255
260980,2013,276
260980,2014,304
260980,2015,290
260980,2016,279
260980,2017,282
260980,2018,240
260980,2019,288
260990,2012,1134
260990,2013,1127
260990,2014,1227
260990,2015,1186
260990,2016,1059
260990,2017,1086
260990,2018,1123
260990,2019,1108
261000,2012,1172
261000,2013,1165
261000,2014,1757
261000,2015,1842
261000,2016,1339
261000,2017,1130
261000,2018,1033
261000,2019,1074
261010,2012,145
261010,2013,123
261010,2014,110
261010,2015,110
261010,2016,110
261010,2017,119
261010,2018,104
261010,2019,101
261020,2012,386
261020,2013,370
261020,2014,339
261020,2015,404
261020,2016,379
261020,2017,360
261020,2018,369
261020,2019,324
261030,2012,229
261030,2013,203
261030,2014,200
261030,2015,211
261030,2016,234
261030,2017,215
261030,2018,240
261030,2019,201
261040,2012,384
261040,2013,305
261040,2014,296
261040,2015,314
261040,2016,335
261040,2017,266
261040,2018,308
261040,2019,304
261050,2012,452
261050,2013,441
261050,2014,411
261050,2015,392
261050,2016,358
261050,2017,386
261050,2018,394
261050,2019,376
261060,2012,877
261060,2013,859
261060,2014,914
261060,2015,865
261060,2016,797
261060,2017,812
261060,2018,862
261060,2019,825
261070,2012,4021
261070,2013,4134
261070,2014,4303
261070,2015,4310
261070,2016,3976
261070,2017,4123
261070,2018,4139
261070,2019,3930
261080,2012,338
261080,2013,326
261080,2014,290
261080,2015,327
261080,2016,236
261080,2017,350
261080,2018,304
261080,2019,329
261090,2012,1033
261090,2013,981
261090,2014,1007
261090,2015,1044
261090,2016,904
261090,2017,977
261090,2018,939
261090,2019,931
261100,2012,705
261100,2013,719
261100,2014,693
261100,2015,704
261100,2016,669
261100,2017,642
261100,2018,714
261100,2019,702
261110,2012,5758
261110,2013,6025
261110,2014,6416
261110,2015,6592
261110,2016,6242
261110,2017,6210
261110,2018,6578
261110,2019,6420
261120,2012,183
261120,2013,168
261120,2014,163
261120,2015,184
261120,2016,143
261120,2017,137
261120,2018,158
261120,2019,139
261130,2012,375
261130,2013,417
261130,2014,390
261130,2015,379
261130,2016,357
261130,2017,392
261130,2018,401
261130,2019,411
261140,2012,195
261140,2013,191
261140,2014,201
261140,2015,189
261140,2016,173
261140,2017,147
261140,2018,150
261140,2019,174
261150,2012,296
261150,2013,342
261150,2014,346
261150,2015,338
261150,2016,335
261150,2017,284
261150,2018,294
261150,2019,280
261153,2012,99
261153,2013,95
261153,2014,99
261153,2015,86
261153,2016,91
261153,2017,87
261153,2018,106
261153,2019,105
261160,2012,22633
261160,2013,23176
261160,2014,23506
261160,2015,23664
261160,2016,21413
261160,2017,22817
261160,2018,22212
261160,2019,21132
261170,2012,262
261170,2013,277
261170,2014,346
261170,2015,293
261170,2016,250
261170,2017,314
261170,2018,374
261170,2019,310
261180,2012,630
261180,2013,786
261180,2014,884
261180,2015,619
261180,2016,514
261180,2017,443
