CODMUNRES,ano_nasc,Qtd_Total
350270,2015,393
350270,2016,342
350270,2017,360
350270,2018,345
350270,2019,333
350275,2012,282
350275,2013,301
350275,2014,324
350275,2015,305
350275,2016,303
350275,2017,333
350275,2018,372
350275,2019,385
350280,2012,2303
350280,2013,2288
350280,2014,2496
350280,2015,2471
350280,2016,2241
350280,2017,2451
350280,2018,2426
350280,2019,2394
350290,2012,374
350290,2013,406
350290,2014,361
350290,2015,454
350290,2016,442
350290,2017,415
350290,2018,360
350290,2019,371
350300,2012,47
350300,2013,56
350300,2014,77
350300,2015,69
350300,2016,58
350300,2017,83
350300,2018,72
350300,2019,64
350310,2012,73
350310,2013,72
350310,2014,73
350310,2015,75
350310,2016,72
350310,2017,97
350310,2018,84
350310,2019,90
350315,2012,24
350315,2013,17
350315,2014,20
350315,2015,14
350315,2016,16
350315,2017,14
350315,2018,16
350315,2019,12
350320,2012,2740
350320,2013,2702
350320,2014,2926
350320,2015,2956
350320,2016,2743
350320,2017,2773
350320,2018,2803
350320,2019,2598
350330,2012,1558
350330,2013,1507
350330,2014,1626
350330,2015,1603
350330,2016,1517
350330,2017,1486
350330,2018,1579
350330,2019,1554
350335,2012,30
350335,2013,19
350335,2014,29
350335,2015,30
350335,2016,21
350335,2017,16
350335,2018,19
350335,2019,19
350340,2012,69
350340,2013,69
350340,2014,82
350340,2015,78
350340,2016,95
350340,2017,67
350340,2018,64
350340,2019,77
350350,2012,51
350350,2013,40
350350,2014,35
350350,2015,50
350350,2016,43
350350,2017,47
350350,2018,46
350350,2019,39
350360,2012,114
350360,2013,137
350360,2014,155
350360,2015,148
350360,2016,129
350360,2017,131
350360,2018,144
350360,2019,120
350370,2012,107
350370,2013,124
350370,2014,96
350370,2015,103
350370,2016,80
350370,2017,70
350370,2018,88
350370,2019,86
350380,2012,642
350380,2013,597
350380,2014,574
350380,2015,624
350380,2016,664
350380,2017,679
350380,2018,663
350380,2019,606
350390,2012,1355
350390,2013,1315
350390,2014,1349
350390,2015,1477
350390,2016,1446
350390,2017,1409
350390,2018,1405
350390,2019,1389
350395,2012,15
350395,2013,14
350395,2014,23
350395,2015,24
350395,2016,26
350395,2017,21
350395,2018,20
350395,2019,21
350400,2012,1219
350400,2013,1258
350400,2014,1333
350400,2015,1314
350400,2016,1230
350400,2017,1301
350400,2018,1230
350400,2019,1203
350410,2012,2007
350410,2013,2040
350410,2014,1971
350410,2015,2090
350410,2016,2061
350410,2017,2078
350410,2018,2126
350410,2019,2089
350420,2012,176
350420,2013,144
350420,2014,186
350420,2015,176
350420,2016,147
350420,2017,171
350420,2018,140
350420,2019,153
350430,2012,73
350430,2013,79
350430,2014,71
350430,2015,70
350430,2016,63
350430,2017,60
350430,2018,58
350430,2019,58
350440,2012,140
350440,2013,155
350440,2014,135
350440,2015,153
350440,2016,151
350440,2017,157
350440,2018,147
350440,2019,127
350450,2012,1257
350450,2013,1272
350450,2014,1372
350450,2015,1374
350450,2016,1298
350450,2017,1306
350450,2018,1371
350450,2019,1185
350460,2012,199
350460,2013,217
350460,2014,225
350460,2015,240
350460,2016,215
350460,2017,238
350460,2018,277
350460,2019,307
350470,2012,14
350470,2013,18
350470,2014,12
350470,2015,15
350470,2016,16
350470,2017,15
350470,2018,15
350470,2019,8
350480,2012,102
350480,2013,91
350480,2014,69
350480,2015,95
350480,2016,67
350480,2017,85
350480,2018,82
350480,2019,93
350490,2012,85
350490,2013,92
350490,2014,82
350490,2015,90
350490,2016,90
350490,2017,94
350490,2018,82
350490,2019,88
350500,2012,36
350500,2013,42
350500,2014,52
350500,2015,44
350500,2016,54
350500,2017,57
350500,2018,43
350500,2019,30
350510,2012,85
350510,2013,84
350510,2014,88
350510,2015,100
350510,2016,88
350510,2017,93
350510,2018,97
350510,2019,83
350520,2012,411
350520,2013,423
350520,2014,396
350520,2015,407
350520,2016,402
350520,2017,401
350520,2018,412
350520,2019,403
350530,2012,409
350530,2013,360
350530,2014,326
350530,2015,334
350530,2016,315
350530,2017,298
350530,2018,350
350530,2019,311
350535,2012,68
350535,2013,79
350535,2014,70
350535,2015,72
350535,2016,67
350535,2017,88
350535,2018,84
350535,2019,74
350540,2012,94
350540,2013,92
350540,2014,63
350540,2015,83
350540,2016,91
350540,2017,76
350540,2018,83
350540,2019,88
350550,2012,1486
350550,2013,1493
350550,2014,1549
350550,2015,1623
350550,2016,1391
350550,2017,1579
350550,2018,1526
350550,2019,1435
350560,2012,475
350560,2013,437
350560,2014,476
350560,2015,498
350560,2016,472
350560,2017,470
350560,2018,491
350560,2019,428
350570,2012,5682
350570,2013,5788
350570,2014,5547
350570,2015,5666
350570,2016,5446
350570,2017,5666
350570,2018,5779
350570,2019,5729
350580,2012,283
350580,2013,272
350580,2014,266
350580,2015,327
350580,2016,280
350580,2017,290
350580,2018,294
350580,2019,298
350590,2012,767
350590,2013,659
350590,2014,698
350590,2015,753
350590,2016,677
350590,2017,746
350590,2018,742
350590,2019,746
350600,2012,4763
350600,2013,4821
350600,2014,4947
350600,2015,5035
350600,2016,4677
350600,2017,4699
350600,2018,4634
350600,2019,4582
350610,2012,926
350610,2013,837
350610,2014,928
350610,2015,948
350610,2016,912
350610,2017,1012
350610,2018,930
350610,2019,918
350620,2012,45
350620,2013,36
350620,2014,38
350620,2015,37
350620,2016,34
350620,2017,26
350620,2018,26
350620,2019,34
350630,2012,121
350630,2013,123
350630,2014,123
350630,2015,148
350630,2016,126
350630,2017,148
350630,2018,134
350630,2019,150
350635,2012,956
350635,2013,896
350635,2014,961
350635,2015,981
350635,2016,1025
350635,2017,1045
350635,2018,1045
350635,2019,963
350640,2012,79
350640,2013,73
350640,2014,96
350640,2015,105
350640,2016,72
350640,2017,75
350640,2018,69
350640,2019,83
350650,2012,1437
350650,2013,1451
350650,2014,1529
350650,2015,1540
350650,2016,1363
350650,2017,1500
350650,2018,1512
350650,2019,1402
350660,2012,386
350660,2013,364
350660,2014,403
350660,2015,343
350660,2016,396
350660,2017,394
350660,2018,372
350660,2019,406
350670,2012,197
350670,2013,193
350670,2014,215
350670,2015,174
350670,2016,154
350670,2017,170
350670,2018,169
350670,2019,169
350680,2012,158
350680,2013,160
350680,2014,166
350680,2015,141
350680,2016,142
350680,2017,125
350680,2018,153
350680,2019,127
350690,2012,124
350690,2013,125
350690,2014,114
350690,2015,135
350690,2016,124
350690,2017,130
350690,2018,147
350690,2019,121
350700,2012,796
350700,2013,804
350700,2014,863
350700,2015,848
350700,2016,804
350700,2017,811
350700,2018,857
350700,2019,756
350710,2012,285
350710,2013,299
350710,2014,303
350710,2015,326
350710,2016,327
350710,2017,329
350710,2018,319
350710,2019,322
350715,2012,59
350715,2013,70
350715,2014,78
350715,2015,81
350715,2016,70
350715,2017,66
350715,2018,57
350715,2019,66
350720,2012,17
350720,2013,5
350720,2014,16
350720,2015,11
350720,2016,9
350720,2017,12
350720,2018,16
350720,2019,12
350730,2012,74
350730,2013,62
350730,2014,52
350730,2015,58
350730,2016,55
350730,2017,65
350730,2018,56
350730,2019,65
350740,2012,164
350740,2013,144
350740,2014,168
350740,2015,141
350740,2016,151
350740,2017,163
350740,2018,141
350740,2019,139
350745,2012,31
350745,2013,30
350745,2014,42
350745,2015,45
350745,2016,30
350745,2017,43
350745,2018,28
350745,2019,22
350750,2012,1690
350750,2013,1655
350750,2014,1877
350750,2015,1901
350750,2016,1724
350750,2017,1715
350750,2018,1818
350750,2019,1722
350760,2012,2119
350760,2013,2047
350760,2014,2214
350760,2015,2258
350760,2016,2173
350760,2017,2224
350760,2018,2271
350760,2019,2116
350770,2012,65
350770,2013,64
350770,2014,74
350770,2015,66
350770,2016,64
350770,2017,75
350770,2018,77
350770,2019,65
350775,2012,38
350775,2013,27
350775,2014,24
350775,2015,37
350775,2016,31
350775,2017,35
350775,2018,23
350775,2019,27
350780,2012,294
350780,2013,287
350780,2014,308
350780,2015,285
350780,2016,287
350780,2017,330
350780,2018,335
350780,2019,311
350790,2012,307
350790,2013,293
350790,2014,283
350790,2015,330
350790,2016,293
350790,2017,273
350790,2018,334
350790,2019,300
350800,2012,333
350800,2013,298
350800,2014,299
350800,2015,324
350800,2016,307
350800,2017,304
350800,2018,340
350800,2019,301
350810,2012,229
350810,2013,220
350810,2014,217
350810,2015,217
350810,2016,179
350810,2017,179
350810,2018,206
350810,2019,202
350820,2012,38
350820,2013,48
350820,2014,47
350820,2015,54
350820,2016,53
350820,2017,41
350820,2018,44
350820,2019,48
350830,2012,75
350830,2013,66
350830,2014,62
350830,2015,52
350830,2016,54
350830,2017,59
350830,2018,60
350830,2019,56
350840,2012,734
350840,2013,669
350840,2014,731
350840,2015,817
350840,2016,791
350840,2017,782
350840,2018,764
350840,2019,714
350850,2012,1316
350850,2013,1268
350850,2014,1302
350850,2015,1330
350850,2016,1194
350850,2017,1263
350850,2018,1306
350850,2019,1242
350860,2012,420
350860,2013,415
350860,2014,357
350860,2015,388
350860,2016,402
350860,2017,404
350860,2018,424
350860,2019,387
350870,2012,190
350870,2013,176
350870,2014,181
350870,2015,199
350870,2016,192
350870,2017,212
350870,2018,219
350870,2019,201
350880,2012,254
350880,2013,245
350880,2014,207
350880,2015,235
350880,2016,225
350880,2017,229
350880,2018,233
350880,2019,245
350890,2012,44
350890,2013,47
350890,2014,48
350890,2015,35
350890,2016,28
350890,2017,41
350890,2018,42
350890,2019,38
350900,2012,1310
350900,2013,1351
350900,2014,1398
350900,2015,1426
350900,2016,1414
350900,2017,1458
350900,2018,1424
350900,2019,1367
350910,2012,38
350910,2013,40
350910,2014,43
350910,2015,38
350910,2016,49
350910,2017,47
350910,2018,48
350910,2019,43
350920,2012,1150
350920,2013,1102
350920,2014,1208
350920,2015,1304
350920,2016,1302
350920,2017,1331
350920,2018,1246
350920,2019,1332
350925,2012,493
350925,2013,457
350925,2014,506
350925,2015,470
350925,2016,480
350925,2017,497
350925,2018,466
350925,2019,431
350930,2012,116
350930,2013,108
350930,2014,114
350930,2015,137
350930,2016,92
350930,2017,96
350930,2018,92
350930,2019,114
350940,2012,369
350940,2013,362
350940,2014,371
350940,2015,380
350940,2016,361
350940,2017,341
350940,2018,357
350940,2019,324
350945,2012,76
350945,2013,71
350945,2014,71
350945,2015,75
350945,2016,80
350945,2017,75
350945,2018,95
350945,2019,66
350950,2012,15128
350950,2013,15346
350950,2014,15997
350950,2015,16196
350950,2016,15159
350950,2017,15433
350950,2018,15060
350950,2019,14583
350960,2012,1252
350960,2013,1185
350960,2014,1212
350960,2015,1224
350960,2016,1095
350960,2017,1057
350960,2018,1018
350960,2019,943
350970,2012,725
350970,2013,725
350970,2014,725
350970,2015,758
350970,2016,762
350970,2017,767
350970,2018,762
350970,2019,724
350980,2012,53
350980,2013,73
350980,2014,59
350980,2015,55
350980,2016,53
350980,2017,77
350980,2018,59
350980,2019,64
350990,2012,168
350990,2013,170
350990,2014,183
350990,2015,212
350990,2016,170
350990,2017,190
350990,2018,182
350990,2019,174
350995,2012,59
350995,2013,85
350995,2014,87
350995,2015,81
350995,2016,78
350995,2017,85
350995,2018,83
350995,2019,72
351000,2012,341
351000,2013,322
351000,2014,297
351000,2015,334
351000,2016,303
351000,2017,337
351000,2018,322
351000,2019,338
351010,2012,16
351010,2013,31
351010,2014,19
351010,2015,21
351010,2016,20
351010,2017,15
351010,2018,29
351010,2019,30
351015,2012,57
351015,2013,66
351015,2014,62
351015,2015,65
351015,2016,64
351015,2017,70
351015,2018,67
351015,2019,73
351020,2012,679
351020,2013,728
351020,2014,712
351020,2015,662
351020,2016,654
351020,2017,669
351020,2018,659
351020,2019,638
351030,2012,259
351030,2013,231
351030,2014,263
351030,2015,258
351030,2016,281
351030,2017,285
351030,2018,308
351030,2019,243
351040,2012,752
351040,2013,685
351040,2014,711
351040,2015,713
351040,2016,692
351040,2017,682
351040,2018,683
351040,2019,684
351050,2012,1579
351050,2013,1543
351050,2014,1615
351050,2015,1770
351050,2016,1719
351050,2017,1757
351050,2018,1840
351050,2019,1714
351060,2012,6960
351060,2013,6937
351060,2014,7096
351060,2015,7252
351060,2016,7061
351060,2017,6966
351060,2018,6998
351060,2019,6561
351070,2012,133
351070,2013,141
351070,2014,123
351070,2015,118
351070,2016,140
351070,2017,118
351070,2018,113
351070,2019,103
351080,2012,347
351080,2013,300
351080,2014,296
351080,2015,323
351080,2016,292
351080,2017,316
351080,2018,312
351080,2019,296
351090,2012,27
351090,2013,19
351090,2014,23
351090,2015,24
351090,2016,26
351090,2017,29
351090,2018,24
351090,2019,21
351100,2012,245
351100,2013,276
351100,2014,267
351100,2015,239
351100,2016,257
351100,2017,246
351100,2018,223
351100,2019,257
351110,2012,1494
351110,2013,1351
351110,2014,1440
351110,2015,1417
351110,2016,1353
351110,2017,1352
351110,2018,1347
351110,2019,1329
351120,2012,94
351120,2013,89
351120,2014,95
351120,2015,95
351120,2016,90
351120,2017,93
351120,2018,75
351120,2019,64
351130,2012,82
351130,2013,82
351130,2014,82
351130,2015,115
351130,2016,99
351130,2017,102
351130,2018,115
351130,2019,118
351140,2012,248
351140,2013,240
351140,2014,233
351140,2015,261
351140,2016,256
351140,2017,244
351140,2018,263
351140,2019,267
351150,2012,526
351150,2013,514
351150,2014,553
351150,2015,560
351150,2016,545
351150,2017,503
351150,2018,506
351150,2019,508
351160,2012,222
351160,2013,228
351160,2014,250
351160,2015,243
351160,2016,252
351160,2017,282
351160,2018,247
351160,2019,233
351170,2012,197
351170,2013,194
351170,2014,208
351170,2015,228
351170,2016,196
351170,2017,206
351170,2018,225
351170,2019,175
351190,2012,127
351190,2013,115
351190,2014,107
351190,2015,117
351190,2016,90
351190,2017,107
351190,2018,116
351190,2019,98
351200,2012,236
351200,2013,242
351200,2014,245
351200,2015,261
351200,2016,224
351200,2017,247
351200,2018,229
351200,2019,201
351210,2012,91
351210,2013,112
351210,2014,115
351210,2015,106
351210,2016,93
351210,2017,85
351210,2018,102
351210,2019,90
351220,2012,384
351220,2013,408
351220,2014,404
351220,2015,398
351220,2016,397
351220,2017,410
351220,2018,486
351220,2019,447
351230,2012,215
351230,2013,212
351230,2014,219
351230,2015,207
351230,2016,203
351230,2017,208
351230,2018,216
351230,2019,209
351240,2012,273
351240,2013,306
351240,2014,299
351240,2015,293
351240,2016,317
351240,2017,282
351240,2018,288
351240,2019,290
351250,2012,69
351250,2013,78
351250,2014,66
351250,2015,65
351250,2016,71
351250,2017,72
351250,2018,58
351250,2019,54
351260,2012,57
351260,2013,46
351260,2014,48
351260,2015,49
351260,2016,54
351260,2017,51
351260,2018,41
351260,2019,52
351270,2012,51
351270,2013,67
351270,2014,53
351270,2015,52
351270,2016,47
351270,2017,54
351270,2018,45
351270,2019,58
351280,2012,829
351280,2013,888
351280,2014,832
351280,2015,774
351280,2016,686
351280,2017,739
351280,2018,756
351280,2019,653
351290,2012,74
351290,2013,69
351290,2014,75
351290,2015,88
351290,2016,60
351290,2017,68
351290,2018,92
351290,2019,94
351300,2012,3934
351300,2013,4069
351300,2014,4259
351300,2015,4450
351300,2016,4260
351300,2017,4311
351300,2018,4214
351300,2019,4189
351310,2012,415
351310,2013,433
351310,2014,409
351310,2015,449
351310,2016,416
351310,2017,402
351310,2018,414
351310,2019,400
351320,2012,90
351320,2013,122
351320,2014,101
351320,2015,119
351320,2016,105
351320,2017,121
351320,2018,104
351320,2019,115
351330,2012,23
351330,2013,23
351330,2014,15
351330,2015,23
351330,2016,26
351330,2017,28
351330,2018,26
351330,2019,14
351340,2012,1093
351340,2013,1018
351340,2014,1072
351340,2015,1040
351340,2016,946
351340,2017,925
351340,2018,924
351340,2019,885
351350,2012,1985
351350,2013,1890
351350,2014,1897
351350,2015,1914
351350,2016,1681
351350,2017,1620
351350,2018,1624
351350,2019,1489
351360,2012,265
351360,2013,231
351360,2014,227
351360,2015,221
351360,2016,227
351360,2017,241
351360,2018,249
351360,2019,262
351370,2012,393
351370,2013,405
351370,2014,368
351370,2015,381
351370,2016,333
351370,2017,359
351370,2018,366
351370,2019,341
351380,2012,6455
351380,2013,6321
351380,2014,6392
351380,2015,6292
351380,2016,6040
351380,2017,5880
351380,2018,5584
351380,2019,5412
351385,2012,13
351385,2013,36
351385,2014,16
351385,2015,13
351385,2016,18
351385,2017,13
351385,2018,13
351385,2019,15
351390,2012,141
351390,2013,144
351390,2014,121
351390,2015,127
351390,2016,127
351390,2017,116
351390,2018,129
351390,2019,139
351400,2012,111
351400,2013,123
351400,2014,128
351400,2015,121
351400,2016,97
351400,2017,120
351400,2018,99
351400,2019,99
351410,2012,370
351410,2013,344
351410,2014,368
351410,2015,350
351410,2016,354
351410,2017,334
351410,2018,331
351410,2019,303
351420,2012,14
351420,2013,20
351420,2014,26
351420,2015,19
351420,2016,16
351420,2017,25
351420,2018,19
351420,2019,22
351430,2012,91
351430,2013,82
351430,2014,75
351430,2015,100
351430,2016,102
351430,2017,96
351430,2018,85
351430,2019,90
351440,2012,495
351440,2013,464
351440,2014,491
351440,2015,484
351440,2016,517
351440,2017,491
351440,2018,497
351440,2019,496
351450,2012,149
351450,2013,142
351450,2014,138
351450,2015,138
351450,2016,122
351450,2017,147
351450,2018,135
351450,2019,150
351460,2012,99
351460,2013,95
351460,2014,100
351460,2015,119
351460,2016,103
351460,2017,99
351460,2018,128
351460,2019,108
351470,2012,84
351470,2013,59
351470,2014,67
351470,2015,82
351470,2016,88
351470,2017,81
351470,2018,89
351470,2019,81
351480,2012,211
351480,2013,229
351480,2014,211
351480,2015,232
351480,2016,213
351480,2017,206
351480,2018,238
351480,2019,183
351490,2012,248
351490,2013,180
351490,2014,208
351490,2015,230
351490,2016,200
351490,2017,208
351490,2018,214
351490,2019,204
351492,2012,35
351492,2013,41
351492,2014,44
351492,2015,43
351492,2016,38
351492,2017,28
351492,2018,34
351492,2019,35
351495,2012,20
351495,2013,23
351495,2014,20
351495,2015,18
351495,2016,23
351495,2017,18
351495,2018,24
351495,2019,23
351500,2012,4568
351500,2013,4580
351500,2014,4575
351500,2015,4554
351500,2016,4240
351500,2017,4295
351500,2018,4223
351500,2019,4024
351510,2012,965
351510,2013,975
351510,2014,927
351510,2015,1005
351510,2016,972
351510,2017,1008
351510,2018,958
351510,2019,857
351512,2012,30
351512,2013,27
351512,2014,27
351512,2015,40
351512,2016,21
351512,2017,32
351512,2018,35
351512,2019,33
351515,2012,243
351515,2013,253
351515,2014,249
351515,2015,286
351515,2016,254
351515,2017,272
351515,2018,291
351515,2019,261
351518,2012,467
351518,2013,496
351518,2014,487
351518,2015,452
351518,2016,422
351518,2017,478
351518,2018,476
351518,2019,441
351519,2012,69
351519,2013,53
351519,2014,56
351519,2015,66
351519,2016,53
351519,2017,55
351519,2018,59
351519,2019,76
351520,2012,84
351520,2013,88
351520,2014,110
351520,2015,93
351520,2016,79
351520,2017,109
351520,2018,83
351520,2019,95
351530,2012,35
351530,2013,42
351530,2014,28
351530,2015,50
351530,2016,33
351530,2017,39
351530,2018,32
351530,2019,42
351535,2012,120
351535,2013,130
351535,2014,102
351535,2015,120
351535,2016,105
351535,2017,110
351535,2018,111
351535,2019,102
351540,2012,186
351540,2013,190
351540,2014,210
351540,2015,225
351540,2016,200
351540,2017,178
351540,2018,210
351540,2019,226
351550,2012,754
351550,2013,773
351550,2014,800
351550,2015,865
351550,2016,713
351550,2017,793
351550,2018,800
351550,2019,754
351560,2012,65
351560,2013,43
351560,2014,53
351560,2015,54
351560,2016,53
351560,2017,67
351560,2018,56
351560,2019,48
351565,2012,15
351565,2013,20
351565,2014,18
351565,2015,14
351565,2016,20
351565,2017,18
351565,2018,23
351565,2019,15
351570,2012,2918
351570,2013,2885
351570,2014,2772
351570,2015,3197
351570,2016,2971
351570,2017,2900
351570,2018,2846
351570,2019,2777
351580,2012,15
351580,2013,17
351580,2014,22
351580,2015,13
351580,2016,20
351580,2017,21
351580,2018,12
351580,2019,15
351590,2012,19
351590,2013,28
351590,2014,24
351590,2015,33
351590,2016,18
351590,2017,26
351590,2018,27
351590,2019,14
351600,2012,131
351600,2013,110
351600,2014,119
351600,2015,125
351600,2016,102
351600,2017,130
351600,2018,95
351600,2019,112
351610,2012,37
351610,2013,39
351610,2014,40
351610,2015,40
351610,2016,34
351610,2017,33
351610,2018,21
351610,2019,31
351620,2012,4468
351620,2013,4635
351620,2014,4830
351620,2015,4911
351620,2016,4954
351620,2017,5002
351620,2018,4976
351620,2019,4657
351630,2012,2833
351630,2013,2948
351630,2014,3067
351630,2015,3114
351630,2016,2922
351630,2017,2928
351630,2018,2880
351630,2019,2838
351640,2012,2132
351640,2013,2066
351640,2014,2243
351640,2015,2368
351640,2016,2239
351640,2017,2318
351640,2018,2204
351640,2019,2160
351650,2012,36
351650,2013,43
351650,2014,33
351650,2015,32
351650,2016,28
351650,2017,25
351650,2018,38
351650,2019,22
351660,2012,77
351660,2013,72
351660,2014,72
351660,2015,67
351660,2016,65
351660,2017,78
351660,2018,79
351660,2019,64
351670,2012,538
351670,2013,538
351670,2014,545
351670,2015,553
351670,2016,509
351670,2017,530
351670,2018,528
351670,2019,516
351680,2012,54
351680,2013,49
351680,2014,44
351680,2015,44
351680,2016,49
351680,2017,49
351680,2018,35
351680,2019,29
351685,2012,58
351685,2013,66
351685,2014,60
351685,2015,67
351685,2016,55
351685,2017,69
351685,2018,61
351685,2019,78
351690,2012,108
351690,2013,124
351690,2014,134
351690,2015,102
351690,2016,113
351690,2017,122
351690,2018,121
351690,2019,93
351700,2012,106
351700,2013,113
351700,2014,117
351700,2015,123
351700,2016,104
351700,2017,100
351700,2018,92
351700,2019,91
351710,2012,54
351710,2013,61
351710,2014,65
351710,2015,63
351710,2016,37
351710,2017,58
351710,2018,53
351710,2019,51
351720,2012,164
351720,2013,127
351720,2014,156
351720,2015,135
351720,2016,160
351720,2017,152
351720,2018,140
351720,2019,142
351730,2012,106
351730,2013,78
351730,2014,69
351730,2015,69
351730,2016,80
351730,2017,89
351730,2018,50
351730,2019,72
351740,2012,477
351740,2013,474
351740,2014,480
351740,2015,442
351740,2016,441
351740,2017,479
351740,2018,457
351740,2019,487
351750,2012,212
351750,2013,201
351750,2014,232
351750,2015,246
351750,2016,256
351750,2017,240
351750,2018,254
351750,2019,238
351760,2012,248
351760,2013,254
351760,2014,244
351760,2015,258
351760,2016,222
351760,2017,272
351760,2018,259
351760,2019,248
351770,2012,239
351770,2013,222
351770,2014,251
351770,2015,267
351770,2016,188
351770,2017,240
351770,2018,235
351770,2019,219
351780,2012,81
351780,2013,78
351780,2014,71
351780,2015,77
351780,2016,82
351780,2017,71
351780,2018,77
351780,2019,75
351790,2012,120
351790,2013,127
351790,2014,114
351790,2015,113
351790,2016,95
351790,2017,123
351790,2018,111
351790,2019,114
351800,2012,16
351800,2013,18
351800,2014,23
351800,2015,20
351800,2016,17
351800,2017,11
351800,2018,25
351800,2019,24
351810,2012,92
351810,2013,72
351810,2014,68
351810,2015,74
351810,2016,77
351810,2017,86
351810,2018,80
351810,2019,63
351820,2012,399
351820,2013,390
351820,2014,381
351820,2015,425
351820,2016,377
351820,2017,370
351820,2018,339
351820,2019,357
351830,2012,406
351830,2013,411
351830,2014,426
351830,2015,429
351830,2016,415
351830,2017,406
351830,2018,419
351830,2019,412
351840,2012,1428
351840,2013,1410
351840,2014,1530
351840,2015,1461
351840,2016,1386
351840,2017,1523
351840,2018,1481
351840,2019,1567
351850,2012,138
351850,2013,155
351850,2014,164
351850,2015,123
351850,2016,157
351850,2017,152
351850,2018,179
351850,2019,158
351860,2012,560
351860,2013,583
351860,2014,530
351860,2015,486
351860,2016,498
351860,2017,502
351860,2018,528
351860,2019,480
351870,2012,4937
351870,2013,4637
351870,2014,4674
351870,2015,4752
351870,2016,4444
351870,2017,4429
351870,2018,4497
351870,2019,4139
351880,2012,21455
351880,2013,21325
351880,2014,21775
351880,2015,22315
351880,2016,20969
351880,2017,21219
351880,2018,21112
351880,2019,20479
351885,2012,106
351885,2013,79
351885,2014,114
351885,2015,108
351885,2016,88
351885,2017,110
351885,2018,88
351885,2019,104
351890,2012,66
351890,2013,63
351890,2014,59
351890,2015,64
351890,2016,62
351890,2017,53
351890,2018,51
351890,2019,49
351900,2012,116
351900,2013,96
351900,2014,102
351900,2015,108
351900,2016,103
351900,2017,104
351900,2018,90
351900,2019,116
351905,2012,186
351905,2013,160
351905,2014,193
351905,2015,226
351905,2016,214
351905,2017,222
351905,2018,206
351905,2019,185
351907,2012,2954
351907,2013,2987
351907,2014,3025
351907,2015,3170
351907,2016,3065
351907,2017,3094
351907,2018,3054
351907,2019,2954
351910,2012,106
351910,2013,127
351910,2014,155
351910,2015,166
351910,2016,124
351910,2017,131
351910,2018,138
351910,2019,154
351920,2012,70
351920,2013,75
351920,2014,66
351920,2015,59
351920,2016,49
351920,2017,56
351920,2018,68
351920,2019,63
351925,2012,56
351925,2013,82
351925,2014,78
351925,2015,74
351925,2016,99
351925,2017,70
351925,2018,68
351925,2019,77
351930,2012,518
351930,2013,498
351930,2014,525
351930,2015,481
351930,2016,479
351930,2017,502
351930,2018,524
351930,2019,514
351940,2012,108
351940,2013,132
351940,2014,174
351940,2015,132
351940,2016,146
351940,2017,146
351940,2018,128
351940,2019,141
351950,2012,94
351950,2013,91
351950,2014,72
351950,2015,74
351950,2016,72
351950,2017,67
351950,2018,76
351950,2019,60
351960,2012,709
351960,2013,693
351960,2014,739
351960,2015,790
351960,2016,708
351960,2017,742
351960,2018,784
351960,2019,757
351970,2012,1034
351970,2013,1074
351970,2014,1086
351970,2015,1106
351970,2016,1145
351970,2017,1177
351970,2018,1045
351970,2019,1050
351980,2012,91
351980,2013,104
351980,2014,97
351980,2015,113
351980,2016,89
351980,2017,110
351980,2018,100
351980,2019,89
351990,2012,93
351990,2013,99
351990,2014,92
351990,2015,114
351990,2016,93
351990,2017,103
351990,2018,109
351990,2019,77
352000,2012,298
352000,2013,279
352000,2014,291
352000,2015,271
352000,2016,278
352000,2017,289
352000,2018,297
352000,2019,279
352010,2012,310
352010,2013,297
352010,2014,319
352010,2015,329
352010,2016,298
352010,2017,346
352010,2018,316
352010,2019,294
352020,2012,123
352020,2013,141
352020,2014,128
352020,2015,130
352020,2016,122
352020,2017,118
352020,2018,146
352020,2019,139
352030,2012,393
352030,2013,338
352030,2014,313
352030,2015,394
352030,2016,367
352030,2017,366
352030,2018,373
352030,2019,330
352040,2012,461
352040,2013,448
352040,2014,449
352040,2015,470
352040,2016,488
352040,2017,530
352040,2018,508
352040,2019,541
352042,2012,112
352042,2013,116
352042,2014,136
352042,2015,156
352042,2016,151
352042,2017,159
352042,2018,174
352042,2019,150
352044,2012,297
352044,2013,280
352044,2014,287
352044,2015,275
352044,2016,285
352044,2017,289
352044,2018,261
352044,2019,255
352050,2012,2995
352050,2013,2975
352050,2014,3118
352050,2015,3121
352050,2016,3068
352050,2017,3195
352050,2018,3357
352050,2019,3227
352060,2012,65
352060,2013,63
352060,2014,69
352060,2015,63
352060,2016,50
352060,2017,55
352060,2018,70
352060,2019,56
352070,2012,40
352070,2013,35
352070,2014,44
352070,2015,49
352070,2016,33
352070,2017,37
352070,2018,41
352070,2019,34
352080,2012,34
352080,2013,43
352080,2014,37
352080,2015,36
352080,2016,37
352080,2017,34
352080,2018,43
352080,2019,25
352090,2012,200
352090,2013,163
352090,2014,179
352090,2015,148
352090,2016,169
352090,2017,191
352090,2018,190
352090,2019,187
352100,2012,361
352100,2013,345
352100,2014,359
352100,2015,416
352100,2016,333
352100,2017,348
352100,2018,322
352100,2019,367
352110,2012,122
352110,2013,100
352110,2014,114
352110,2015,99
352110,2016,87
352110,2017,104
352110,2018,88
352110,2019,81
352115,2012,73
352115,2013,56
352115,2014,50
352115,2015,70
352115,2016,68
352115,2017,59
352115,2018,87
352115,2019,83
352120,2012,44
352120,2013,62
