CODMUNRES,ano_nasc,Qtd_Menor20,Qtd_Total,Ratio
171500,2012,19.0,51,0.37254901960784315
171500,2013,18.0,56,0.32142857142857145
171500,2014,22.0,68,0.3235294117647059
171500,2015,21.0,55,0.38181818181818183
171500,2016,11.0,41,0.2682926829268293
171500,2017,14.0,53,0.2641509433962264
171500,2018,13.0,43,0.3023255813953488
171500,2019,11.0,57,0.19298245614035087
171510,2012,27.0,76,0.35526315789473684
171510,2013,33.0,79,0.4177215189873418
171510,2014,16.0,63,0.25396825396825395
171510,2015,21.0,74,0.28378378378378377
171510,2016,24.0,70,0.34285714285714286
171510,2017,23.0,80,0.2875
171510,2018,25.0,73,0.3424657534246575
171510,2019,20.0,62,0.3225806451612903
171515,2012,7.0,20,0.35
171515,2013,7.0,23,0.30434782608695654
171515,2014,5.0,19,0.2631578947368421
171515,2015,7.0,20,0.35
171515,2016,3.0,20,0.15
171515,2017,1.0,24,0.041666666666666664
171515,2018,1.0,18,0.05555555555555555
171515,2019,3.0,14,0.21428571428571427
171525,2012,11.0,31,0.3548387096774194
171525,2013,14.0,35,0.4
171525,2014,11.0,33,0.3333333333333333
171525,2015,14.0,35,0.4
171525,2016,12.0,34,0.35294117647058826
171525,2017,8.0,34,0.23529411764705882
171525,2018,11.0,27,0.4074074074074074
171525,2019,6.0,35,0.17142857142857143
171550,2012,3.0,15,0.2
171550,2013,8.0,23,0.34782608695652173
171550,2014,9.0,21,0.42857142857142855
171550,2015,6.0,17,0.35294117647058826
171550,2016,12.0,26,0.46153846153846156
171550,2017,9.0,30,0.3
171550,2018,7.0,21,0.3333333333333333
171550,2019,5.0,21,0.23809523809523808
171570,2012,25.0,68,0.36764705882352944
171570,2013,16.0,53,0.3018867924528302
171570,2014,23.0,50,0.46
171570,2015,21.0,48,0.4375
171570,2016,22.0,65,0.3384615384615385
171570,2017,22.0,71,0.30985915492957744
171570,2018,12.0,59,0.2033898305084746
171570,2019,34.0,80,0.425
171575,2012,31.0,89,0.34831460674157305
171575,2013,22.0,65,0.3384615384615385
171575,2014,27.0,73,0.3698630136986301
171575,2015,22.0,79,0.27848101265822783
171575,2016,19.0,79,0.24050632911392406
171575,2017,15.0,72,0.20833333333333334
171575,2018,30.0,99,0.30303030303030304
171575,2019,27.0,103,0.2621359223300971
171610,2012,242.0,844,0.28672985781990523
171610,2013,214.0,797,0.2685069008782936
171610,2014,239.0,849,0.28150765606595995
171610,2015,224.0,860,0.26046511627906976
171610,2016,215.0,851,0.2526439482961222
171610,2017,200.0,865,0.23121387283236994
171610,2018,174.0,872,0.19954128440366972
171610,2019,174.0,890,0.19550561797752808
171620,2012,57.0,161,0.35403726708074534
171620,2013,42.0,136,0.3088235294117647
171620,2014,41.0,139,0.2949640287769784
171620,2015,47.0,153,0.30718954248366015
171620,2016,52.0,146,0.3561643835616438
171620,2017,45.0,146,0.3082191780821918
171620,2018,59.0,178,0.33146067415730335
171620,2019,39.0,159,0.24528301886792453
171630,2012,28.0,74,0.3783783783783784
171630,2013,15.0,53,0.2830188679245283
171630,2014,25.0,75,0.3333333333333333
171630,2015,15.0,59,0.2542372881355932
171630,2016,19.0,69,0.2753623188405797
171630,2017,23.0,59,0.3898305084745763
171630,2018,25.0,72,0.3472222222222222
171630,2019,16.0,55,0.2909090909090909
171650,2012,80.0,254,0.31496062992125984
171650,2013,91.0,271,0.33579335793357934
171650,2014,79.0,259,0.305019305019305
171650,2015,94.0,279,0.33691756272401435
171650,2016,88.0,252,0.3492063492063492
171650,2017,90.0,270,0.3333333333333333
171650,2018,64.0,240,0.26666666666666666
171650,2019,67.0,257,0.2607003891050584
171660,2012,39.0,115,0.3391304347826087
171660,2013,48.0,123,0.3902439024390244
171660,2014,43.0,129,0.3333333333333333
171660,2015,42.0,128,0.328125
171660,2016,39.0,130,0.3
171660,2017,38.0,126,0.30158730158730157
171660,2018,48.0,144,0.3333333333333333
171660,2019,41.0,131,0.31297709923664124
171665,2012,21.0,69,0.30434782608695654
171665,2013,20.0,51,0.39215686274509803
171665,2014,26.0,77,0.33766233766233766
171665,2015,17.0,60,0.2833333333333333
171665,2016,17.0,68,0.25
171665,2017,17.0,57,0.2982456140350877
171665,2018,20.0,65,0.3076923076923077
171665,2019,19.0,68,0.27941176470588236
171670,2012,39.0,123,0.3170731707317073
171670,2013,40.0,137,0.291970802919708
171670,2014,49.0,132,0.3712121212121212
171670,2015,39.0,116,0.33620689655172414
171670,2016,34.0,102,0.3333333333333333
171670,2017,39.0,104,0.375
171670,2018,30.0,121,0.24793388429752067
171670,2019,35.0,101,0.3465346534653465
171700,2012,16.0,71,0.22535211267605634
171700,2013,11.0,47,0.23404255319148937
171700,2014,11.0,61,0.18032786885245902
171700,2015,13.0,68,0.19117647058823528
171700,2016,16.0,43,0.37209302325581395
171700,2017,11.0,58,0.1896551724137931
171700,2018,24.0,74,0.32432432432432434
171700,2019,15.0,53,0.2830188679245283
171720,2012,18.0,40,0.45
171720,2013,14.0,42,0.3333333333333333
171720,2014,8.0,35,0.22857142857142856
171720,2015,10.0,32,0.3125
171720,2016,11.0,32,0.34375
171720,2017,10.0,47,0.2127659574468085
171720,2018,8.0,30,0.26666666666666666
171720,2019,12.0,36,0.3333333333333333
171750,2012,36.0,103,0.34951456310679613
171750,2013,34.0,80,0.425
171750,2014,34.0,99,0.3434343434343434
171750,2015,17.0,74,0.22972972972972974
171750,2016,24.0,91,0.26373626373626374
171750,2017,25.0,96,0.2604166666666667
171750,2018,31.0,88,0.3522727272727273
171750,2019,30.0,96,0.3125
171780,2012,26.0,66,0.3939393939393939
171780,2013,19.0,57,0.3333333333333333
171780,2014,14.0,54,0.25925925925925924
171780,2015,22.0,56,0.39285714285714285
171780,2016,26.0,58,0.4482758620689655
171780,2017,16.0,53,0.3018867924528302
171780,2018,20.0,56,0.35714285714285715
171780,2019,10.0,38,0.2631578947368421
171790,2012,41.0,126,0.3253968253968254
171790,2013,39.0,119,0.3277310924369748
171790,2014,36.0,122,0.29508196721311475
171790,2015,28.0,112,0.25
171790,2016,44.0,126,0.3492063492063492
171790,2017,35.0,117,0.29914529914529914
171790,2018,33.0,104,0.3173076923076923
171790,2019,28.0,100,0.28
171800,2012,14.0,44,0.3181818181818182
171800,2013,15.0,44,0.3409090909090909
171800,2014,12.0,49,0.24489795918367346
171800,2015,15.0,47,0.3191489361702128
171800,2016,14.0,54,0.25925925925925924
171800,2017,17.0,39,0.4358974358974359
171800,2018,18.0,51,0.35294117647058826
171800,2019,11.0,36,0.3055555555555556
171820,2012,254.0,932,0.27253218884120173
171820,2013,265.0,938,0.28251599147121537
171820,2014,315.0,1032,0.30523255813953487
171820,2015,314.0,1119,0.2806076854334227
171820,2016,285.0,1103,0.2583862194016319
171820,2017,289.0,1213,0.2382522671063479
171820,2018,261.0,1192,0.21895973154362416
171820,2019,242.0,1109,0.218214607754734
171830,2012,48.0,142,0.3380281690140845
171830,2013,46.0,113,0.40707964601769914
171830,2014,39.0,120,0.325
171830,2015,42.0,132,0.3181818181818182
171830,2016,39.0,126,0.30952380952380953
171830,2017,34.0,106,0.32075471698113206
171830,2018,29.0,103,0.2815533980582524
171830,2019,30.0,93,0.3225806451612903
171840,2012,18.0,47,0.3829787234042553
171840,2013,18.0,46,0.391304347826087
171840,2014,20.0,52,0.38461538461538464
171840,2015,20.0,52,0.38461538461538464
171840,2016,18.0,51,0.35294117647058826
171840,2017,17.0,41,0.4146341463414634
171840,2018,18.0,47,0.3829787234042553
171840,2019,14.0,39,0.358974358974359
171845,2012,14.0,40,0.35
171845,2013,8.0,31,0.25806451612903225
171845,2014,11.0,34,0.3235294117647059
171845,2015,10.0,35,0.2857142857142857
171845,2016,12.0,40,0.3
171845,2017,12.0,32,0.375
171845,2018,7.0,28,0.25
171845,2019,11.0,32,0.34375
171850,2012,30.0,79,0.379746835443038
171850,2013,33.0,74,0.44594594594594594
171850,2014,29.0,57,0.5087719298245614
171850,2015,36.0,68,0.5294117647058824
171850,2016,24.0,53,0.4528301886792453
171850,2017,21.0,54,0.3888888888888889
171850,2018,16.0,45,0.35555555555555557
171850,2019,24.0,52,0.46153846153846156
171855,2012,24.0,69,0.34782608695652173
171855,2013,19.0,62,0.3064516129032258
171855,2014,24.0,66,0.36363636363636365
171855,2015,25.0,68,0.36764705882352944
171855,2016,20.0,67,0.29850746268656714
171855,2017,25.0,60,0.4166666666666667
171855,2018,21.0,57,0.3684210526315789
171855,2019,16.0,54,0.2962962962962963
171865,2012,14.0,37,0.3783783783783784
171865,2013,13.0,35,0.37142857142857144
171865,2014,21.0,40,0.525
171865,2015,20.0,34,0.5882352941176471
171865,2016,19.0,38,0.5
171865,2017,14.0,38,0.3684210526315789
171865,2018,11.0,41,0.2682926829268293
171865,2019,12.0,33,0.36363636363636365
171870,2012,17.0,32,0.53125
171870,2013,16.0,31,0.5161290322580645
171870,2014,12.0,44,0.2727272727272727
171870,2015,7.0,25,0.28
171870,2016,14.0,36,0.3888888888888889
171870,2017,21.0,42,0.5
171870,2018,17.0,37,0.4594594594594595
171870,2019,9.0,35,0.2571428571428571
171875,2012,22.0,69,0.3188405797101449
171875,2013,28.0,66,0.42424242424242425
171875,2014,25.0,51,0.49019607843137253
171875,2015,20.0,51,0.39215686274509803
171875,2016,21.0,60,0.35
171875,2017,26.0,69,0.37681159420289856
171875,2018,25.0,63,0.3968253968253968
171875,2019,17.0,60,0.2833333333333333
171880,2012,34.0,82,0.4146341463414634
171880,2013,22.0,71,0.30985915492957744
171880,2014,37.0,89,0.4157303370786517
171880,2015,33.0,86,0.38372093023255816
171880,2016,27.0,84,0.32142857142857145
171880,2017,33.0,78,0.4230769230769231
171880,2018,40.0,101,0.39603960396039606
171880,2019,26.0,66,0.3939393939393939
171884,2012,20.0,44,0.45454545454545453
171884,2013,12.0,39,0.3076923076923077
171884,2014,24.0,53,0.4528301886792453
171884,2015,11.0,39,0.28205128205128205
171884,2016,14.0,43,0.32558139534883723
171884,2017,14.0,39,0.358974358974359
171884,2018,14.0,45,0.3111111111111111
171884,2019,16.0,46,0.34782608695652173
171886,2012,38.0,103,0.36893203883495146
171886,2013,49.0,138,0.35507246376811596
171886,2014,41.0,114,0.35964912280701755
171886,2015,51.0,132,0.38636363636363635
171886,2016,43.0,115,0.3739130434782609
171886,2017,41.0,101,0.40594059405940597
171886,2018,45.0,132,0.3409090909090909
171886,2019,39.0,122,0.319672131147541
171888,2012,23.0,56,0.4107142857142857
171888,2013,17.0,43,0.3953488372093023
171888,2014,10.0,29,0.3448275862068966
171888,2015,15.0,36,0.4166666666666667
171888,2016,13.0,39,0.3333333333333333
171888,2017,17.0,41,0.4146341463414634
171888,2018,18.0,44,0.4090909090909091
171888,2019,11.0,42,0.2619047619047619
171889,2012,10.0,32,0.3125
171889,2013,13.0,22,0.5909090909090909
171889,2014,8.0,26,0.3076923076923077
171889,2015,7.0,29,0.2413793103448276
171889,2016,12.0,24,0.5
171889,2017,10.0,29,0.3448275862068966
171889,2018,8.0,24,0.3333333333333333
171889,2019,7.0,26,0.2692307692307692
171890,2012,28.0,76,0.3684210526315789
171890,2013,17.0,65,0.26153846153846155
171890,2014,24.0,73,0.3287671232876712
171890,2015,38.0,85,0.4470588235294118
171890,2016,25.0,83,0.30120481927710846
171890,2017,26.0,80,0.325
171890,2018,19.0,82,0.23170731707317074
171890,2019,21.0,74,0.28378378378378377
171900,2012,19.0,47,0.40425531914893614
171900,2013,20.0,63,0.31746031746031744
171900,2014,30.0,64,0.46875
171900,2015,15.0,47,0.3191489361702128
171900,2016,17.0,42,0.40476190476190477
171900,2017,19.0,64,0.296875
171900,2018,14.0,44,0.3181818181818182
171900,2019,11.0,55,0.2
172000,2012,9.0,41,0.21951219512195122
172000,2013,14.0,33,0.42424242424242425
172000,2014,4.0,25,0.16
172000,2015,11.0,35,0.3142857142857143
172000,2016,14.0,35,0.4
172000,2017,8.0,33,0.24242424242424243
172000,2018,5.0,25,0.2
172000,2019,7.0,28,0.25
172010,2012,22.0,82,0.2682926829268293
172010,2013,36.0,90,0.4
172010,2014,25.0,83,0.30120481927710846
172010,2015,44.0,95,0.4631578947368421
172010,2016,29.0,74,0.3918918918918919
172010,2017,26.0,76,0.34210526315789475
172010,2018,26.0,89,0.29213483146067415
172010,2019,27.0,85,0.3176470588235294
172015,2012,5.0,26,0.19230769230769232
172015,2013,8.0,26,0.3076923076923077
172015,2014,10.0,23,0.43478260869565216
172015,2015,6.0,17,0.35294117647058826
172015,2016,9.0,22,0.4090909090909091
172015,2017,6.0,20,0.3
172015,2018,7.0,31,0.22580645161290322
172015,2019,15.0,29,0.5172413793103449
172020,2012,46.0,134,0.34328358208955223
172020,2013,68.0,184,0.3695652173913043
172020,2014,44.0,134,0.3283582089552239
172020,2015,50.0,165,0.30303030303030304
172020,2016,65.0,167,0.38922155688622756
172020,2017,56.0,172,0.32558139534883723
172020,2018,56.0,162,0.345679012345679
172020,2019,58.0,150,0.38666666666666666
172025,2012,14.0,29,0.4827586206896552
172025,2013,11.0,28,0.39285714285714285
172025,2014,16.0,36,0.4444444444444444
172025,2015,15.0,35,0.42857142857142855
172025,2016,13.0,39,0.3333333333333333
172025,2017,9.0,30,0.3
172025,2018,10.0,29,0.3448275862068966
172025,2019,9.0,34,0.2647058823529412
172030,2012,17.0,71,0.23943661971830985
172030,2013,28.0,83,0.3373493975903614
172030,2014,18.0,60,0.3
172030,2015,28.0,83,0.3373493975903614
172030,2016,22.0,78,0.28205128205128205
172030,2017,19.0,62,0.3064516129032258
172030,2018,25.0,72,0.3472222222222222
172030,2019,25.0,65,0.38461538461538464
172049,2012,22.0,52,0.4230769230769231
172049,2013,32.0,68,0.47058823529411764
172049,2014,22.0,58,0.3793103448275862
172049,2015,23.0,59,0.3898305084745763
172049,2016,20.0,45,0.4444444444444444
172049,2017,10.0,56,0.17857142857142858
172049,2018,16.0,61,0.26229508196721313
172049,2019,9.0,57,0.15789473684210525
172065,2012,27.0,90,0.3
172065,2013,31.0,79,0.3924050632911392
172065,2014,40.0,94,0.425531914893617
172065,2015,32.0,93,0.34408602150537637
172065,2016,25.0,73,0.3424657534246575
172065,2017,23.0,83,0.27710843373493976
172065,2018,16.0,79,0.20253164556962025
172065,2019,32.0,92,0.34782608695652173
172080,2012,37.0,133,0.2781954887218045
172080,2013,48.0,145,0.3310344827586207
172080,2014,50.0,165,0.30303030303030304
172080,2015,42.0,143,0.2937062937062937
172080,2016,57.0,147,0.3877551020408163
172080,2017,43.0,135,0.31851851851851853
172080,2018,57.0,162,0.35185185185185186
172080,2019,40.0,132,0.30303030303030304
172085,2012,6.0,23,0.2608695652173913
172085,2013,10.0,20,0.5
172085,2014,5.0,17,0.29411764705882354
172085,2015,9.0,24,0.375
172085,2016,9.0,33,0.2727272727272727
172085,2017,6.0,21,0.2857142857142857
172085,2018,10.0,23,0.43478260869565216
172085,2019,2.0,13,0.15384615384615385
172090,2012,61.0,211,0.2890995260663507
172090,2013,71.0,210,0.3380952380952381
172090,2014,58.0,200,0.29
172090,2015,68.0,186,0.3655913978494624
172090,2016,50.0,173,0.28901734104046245
172090,2017,63.0,203,0.3103448275862069
172090,2018,58.0,173,0.3352601156069364
172090,2019,39.0,130,0.3
172093,2012,14.0,29,0.4827586206896552
172093,2013,8.0,38,0.21052631578947367
172093,2014,14.0,32,0.4375
172093,2015,7.0,24,0.2916666666666667
172093,2016,14.0,26,0.5384615384615384
172093,2017,5.0,16,0.3125
172093,2018,12.0,25,0.48
172093,2019,12.0,34,0.35294117647058826
172097,2012,9.0,37,0.24324324324324326
172097,2013,7.0,28,0.25
172097,2014,6.0,24,0.25
172097,2015,14.0,39,0.358974358974359
172097,2016,9.0,31,0.2903225806451613
172097,2017,17.0,42,0.40476190476190477
172097,2018,6.0,30,0.2
172097,2019,10.0,28,0.35714285714285715
172100,2012,1043.0,4712,0.2213497453310696
172100,2013,974.0,4829,0.20169807413543175
172100,2014,1075.0,5162,0.208252615265401
172100,2015,1049.0,5198,0.2018083878414775
172100,2016,888.0,4854,0.18294190358467244
172100,2017,927.0,5163,0.17954677513073794
172100,2018,853.0,5353,0.15934989725387633
172100,2019,781.0,5205,0.1500480307396734
172110,2012,60.0,183,0.32786885245901637
172110,2013,80.0,208,0.38461538461538464
172110,2014,72.0,178,0.4044943820224719
172110,2015,83.0,212,0.3915094339622642
172110,2016,56.0,166,0.3373493975903614
172110,2017,79.0,193,0.40932642487046633
172110,2018,87.0,231,0.37662337662337664
172110,2019,63.0,189,0.3333333333333333
172120,2012,153.0,420,0.36428571428571427
172120,2013,156.0,458,0.3406113537117904
172120,2014,180.0,474,0.379746835443038
172120,2015,169.0,481,0.35135135135135137
172120,2016,125.0,392,0.31887755102040816
172120,2017,167.0,495,0.3373737373737374
172120,2018,122.0,423,0.28841607565011823
172120,2019,135.0,427,0.3161592505854801
172125,2012,8.0,19,0.42105263157894735
172125,2013,6.0,24,0.25
172125,2014,9.0,23,0.391304347826087
172125,2015,7.0,32,0.21875
172125,2016,10.0,22,0.45454545454545453
172125,2017,6.0,24,0.25
172125,2018,12.0,22,0.5454545454545454
172125,2019,6.0,13,0.46153846153846156
172130,2012,13.0,34,0.38235294117647056
172130,2013,7.0,23,0.30434782608695654
172130,2014,9.0,26,0.34615384615384615
172130,2015,8.0,18,0.4444444444444444
172130,2016,14.0,30,0.4666666666666667
172130,2017,4.0,21,0.19047619047619047
172130,2018,7.0,16,0.4375
172130,2019,9.0,28,0.32142857142857145
172208,2012,34.0,134,0.2537313432835821
172208,2013,50.0,134,0.373134328358209
172208,2014,51.0,152,0.3355263157894737
172208,2015,44.0,144,0.3055555555555556
172208,2016,49.0,132,0.3712121212121212
172208,2017,44.0,133,0.3308270676691729
172208,2018,58.0,147,0.3945578231292517
172208,2019,38.0,116,0.3275862068965517
172210,2012,104.0,245,0.42448979591836733
172210,2013,72.0,235,0.30638297872340425
172210,2014,106.0,257,0.41245136186770426
172210,2015,94.0,235,0.4
172210,2016,70.0,182,0.38461538461538464
172210,2017,81.0,226,0.3584070796460177
172210,2018,70.0,238,0.29411764705882354
172210,2019,53.0,200,0.265
210000,2012,1.0,3,0.3333333333333333
210000,2013,1.0,4,0.25
210000,2014,0.0,2,0.0
210000,2015,4.0,8,0.5
210000,2016,1.0,4,0.25
210000,2017,0.0,4,0.0
210000,2018,1.0,7,0.14285714285714285
210000,2019,4.0,8,0.5
210005,2012,620.0,1934,0.32057911065149947
210005,2013,640.0,2046,0.3128054740957967
210005,2014,688.0,2062,0.33365664403491757
210005,2015,639.0,2085,0.3064748201438849
210005,2016,541.0,1920,0.28177083333333336
210005,2017,508.0,1902,0.26708727655099895
210005,2018,509.0,1949,0.26115956900974857
210005,2019,450.0,1882,0.23910733262486716
210010,2012,37.0,112,0.33035714285714285
210010,2013,27.0,103,0.2621359223300971
210010,2014,38.0,113,0.336283185840708
210010,2015,43.0,102,0.4215686274509804
210010,2016,30.0,108,0.2777777777777778
210010,2017,40.0,103,0.3883495145631068
210010,2018,48.0,143,0.3356643356643357
210010,2019,51.0,124,0.4112903225806452
210015,2012,57.0,150,0.38
210015,2013,51.0,159,0.32075471698113206
210015,2014,49.0,147,0.3333333333333333
210015,2015,62.0,170,0.36470588235294116
210015,2016,60.0,164,0.36585365853658536
210015,2017,50.0,168,0.2976190476190476
210015,2018,53.0,165,0.3212121212121212
210015,2019,52.0,177,0.2937853107344633
210020,2012,97.0,283,0.34275618374558303
210020,2013,76.0,241,0.3153526970954357
210020,2014,78.0,243,0.32098765432098764
210020,2015,56.0,160,0.35
210020,2016,62.0,174,0.3563218390804598
210020,2017,75.0,229,0.32751091703056767
210020,2018,64.0,232,0.27586206896551724
210020,2019,57.0,212,0.2688679245283019
210030,2012,152.0,468,0.3247863247863248
210030,2013,166.0,486,0.34156378600823045
210030,2014,144.0,461,0.3123644251626898
210030,2015,145.0,433,0.3348729792147806
210030,2016,145.0,392,0.36989795918367346
210030,2017,160.0,432,0.37037037037037035
210030,2018,137.0,447,0.30648769574944074
210030,2019,143.0,439,0.32574031890660593
210040,2012,34.0,107,0.3177570093457944
210040,2013,32.0,76,0.42105263157894735
210040,2014,42.0,104,0.40384615384615385
210040,2015,26.0,102,0.2549019607843137
210040,2016,39.0,83,0.46987951807228917
210040,2017,31.0,88,0.3522727272727273
210040,2018,32.0,100,0.32
210040,2019,31.0,82,0.3780487804878049
210043,2012,174.0,428,0.40654205607476634
210043,2013,150.0,449,0.33407572383073497
210043,2014,157.0,479,0.3277661795407098
210043,2015,180.0,469,0.3837953091684435
210043,2016,164.0,439,0.3735763097949886
210043,2017,155.0,419,0.36992840095465396
210043,2018,171.0,457,0.3741794310722101
210043,2019,160.0,397,0.40302267002518893
210047,2012,178.0,511,0.34833659491193736
210047,2013,197.0,511,0.38551859099804303
210047,2014,173.0,456,0.3793859649122807
210047,2015,199.0,492,0.40447154471544716
210047,2016,187.0,474,0.39451476793248946
210047,2017,173.0,479,0.36116910229645094
210047,2018,202.0,497,0.40643863179074446
210047,2019,180.0,492,0.36585365853658536
210050,2012,61.0,201,0.3034825870646766
210050,2013,82.0,196,0.41836734693877553
210050,2014,49.0,147,0.3333333333333333
210050,2015,59.0,189,0.31216931216931215
210050,2016,68.0,170,0.4
210050,2017,54.0,175,0.30857142857142855
210050,2018,55.0,162,0.3395061728395062
210050,2019,69.0,182,0.3791208791208791
210055,2012,43.0,103,0.4174757281553398
210055,2013,50.0,128,0.390625
210055,2014,47.0,124,0.3790322580645161
210055,2015,50.0,124,0.4032258064516129
210055,2016,60.0,130,0.46153846153846156
210055,2017,55.0,150,0.36666666666666664
210055,2018,45.0,118,0.3813559322033898
210055,2019,38.0,120,0.31666666666666665
210060,2012,299.0,833,0.3589435774309724
210060,2013,272.0,747,0.36412315930388217
210060,2014,258.0,783,0.32950191570881227
210060,2015,302.0,807,0.3742255266418835
210060,2016,290.0,737,0.39348710990502034
210060,2017,326.0,820,0.3975609756097561
210060,2018,366.0,861,0.4250871080139373
210060,2019,370.0,848,0.4363207547169811
210070,2012,107.0,327,0.327217125382263
210070,2013,107.0,316,0.33860759493670883
210070,2014,108.0,358,0.3016759776536313
210070,2015,107.0,367,0.29155313351498635
210070,2016,99.0,346,0.2861271676300578
210070,2017,92.0,329,0.2796352583586626
210070,2018,95.0,361,0.2631578947368421
210070,2019,114.0,365,0.31232876712328766
210080,2012,116.0,342,0.3391812865497076
210080,2013,92.0,259,0.3552123552123552
210080,2014,96.0,291,0.32989690721649484
210080,2015,100.0,269,0.37174721189591076
210080,2016,86.0,255,0.33725490196078434
210080,2017,92.0,311,0.2958199356913183
210080,2018,88.0,323,0.2724458204334365
210080,2019,93.0,286,0.32517482517482516
210083,2012,124.0,289,0.4290657439446367
210083,2013,111.0,269,0.41263940520446096
210083,2014,108.0,279,0.3870967741935484
210083,2015,110.0,299,0.36789297658862874
210083,2016,110.0,308,0.35714285714285715
210083,2017,105.0,247,0.4251012145748988
210083,2018,94.0,267,0.352059925093633
210083,2019,100.0,302,0.33112582781456956
210087,2012,68.0,158,0.43037974683544306
210087,2013,78.0,184,0.42391304347826086
210087,2014,74.0,170,0.43529411764705883
210087,2015,68.0,186,0.3655913978494624
210087,2016,76.0,188,0.40425531914893614
210087,2017,80.0,194,0.41237113402061853
210087,2018,56.0,119,0.47058823529411764
210087,2019,49.0,119,0.4117647058823529
210090,2012,223.0,552,0.40398550724637683
210090,2013,240.0,583,0.411663807890223
210090,2014,222.0,585,0.37948717948717947
210090,2015,186.0,545,0.3412844036697248
210090,2016,217.0,555,0.390990990990991
210090,2017,187.0,528,0.3541666666666667
210090,2018,216.0,611,0.353518821603928
210090,2019,196.0,580,0.33793103448275863
210095,2012,220.0,678,0.32448377581120946
210095,2013,252.0,661,0.3812405446293495
210095,2014,205.0,577,0.35528596187175043
210095,2015,191.0,556,0.3435251798561151
210095,2016,197.0,524,0.37595419847328243
210095,2017,212.0,610,0.3475409836065574
210095,2018,203.0,540,0.37592592592592594
210095,2019,202.0,575,0.35130434782608694
210100,2012,159.0,471,0.3375796178343949
210100,2013,136.0,476,0.2857142857142857
210100,2014,166.0,442,0.3755656108597285
210100,2015,147.0,474,0.310126582278481
210100,2016,155.0,482,0.3215767634854772
210100,2017,146.0,479,0.3048016701461378
210100,2018,164.0,513,0.31968810916179335
210100,2019,126.0,449,0.2806236080178174
210110,2012,58.0,189,0.30687830687830686
210110,2013,57.0,175,0.32571428571428573
210110,2014,66.0,208,0.3173076923076923
210110,2015,52.0,195,0.26666666666666666
210110,2016,51.0,190,0.26842105263157895
210110,2017,54.0,171,0.3157894736842105
210110,2018,50.0,174,0.28735632183908044
210110,2019,39.0,145,0.2689655172413793
210120,2012,554.0,1694,0.3270365997638725
210120,2013,578.0,1705,0.33900293255131964
210120,2014,595.0,1784,0.3335201793721973
210120,2015,546.0,1734,0.314878892733564
210120,2016,502.0,1476,0.34010840108401086
210120,2017,494.0,1540,0.3207792207792208
210120,2018,584.0,1687,0.34617664493183165
210120,2019,523.0,1668,0.3135491606714628
210125,2012,80.0,241,0.33195020746887965
210125,2013,85.0,251,0.3386454183266932
210125,2014,87.0,260,0.3346153846153846
210125,2015,99.0,312,0.3173076923076923
210125,2016,85.0,292,0.2910958904109589
210125,2017,86.0,279,0.30824372759856633
210125,2018,82.0,293,0.27986348122866894
210125,2019,62.0,273,0.2271062271062271
210130,2012,128.0,278,0.460431654676259
210130,2013,130.0,310,0.41935483870967744
210130,2014,112.0,276,0.4057971014492754
210130,2015,116.0,256,0.453125
210130,2016,98.0,240,0.4083333333333333
210130,2017,94.0,243,0.3868312757201646
210130,2018,98.0,268,0.3656716417910448
210130,2019,98.0,272,0.3602941176470588
210135,2012,19.0,43,0.4418604651162791
210135,2013,25.0,57,0.43859649122807015
210135,2014,34.0,85,0.4
210135,2015,22.0,65,0.3384615384615385
210135,2016,19.0,68,0.27941176470588236
210135,2017,22.0,73,0.3013698630136986
210135,2018,14.0,65,0.2153846153846154
210135,2019,9.0,61,0.14754098360655737
210140,2012,594.0,1848,0.32142857142857145
210140,2013,642.0,1896,0.33860759493670883
210140,2014,686.0,2115,0.32434988179669033
210140,2015,693.0,2103,0.32952924393723254
210140,2016,640.0,1998,0.3203203203203203
210140,2017,600.0,2084,0.28790786948176583
210140,2018,599.0,2077,0.2883967260471834
210140,2019,548.0,2008,0.2729083665338645
210150,2012,71.0,276,0.2572463768115942
210150,2013,74.0,266,0.2781954887218045
210150,2014,60.0,270,0.2222222222222222
210150,2015,75.0,249,0.30120481927710846
210150,2016,73.0,273,0.2673992673992674
210150,2017,63.0,262,0.24045801526717558
210150,2018,87.0,318,0.27358490566037735
210150,2019,57.0,282,0.20212765957446807
210160,2012,499.0,1462,0.34131326949384405
210160,2013,537.0,1484,0.3618598382749326
210160,2014,548.0,1650,0.3321212121212121
210160,2015,565.0,1676,0.3371121718377088
210160,2016,514.0,1439,0.35719249478804727
210160,2017,585.0,1681,0.34800713860797144
210160,2018,520.0,1641,0.3168799512492383
210160,2019,438.0,1529,0.2864617396991498
210170,2012,401.0,1139,0.3520632133450395
210170,2013,355.0,1212,0.2929042904290429
210170,2014,407.0,1264,0.32199367088607594
210170,2015,394.0,1205,0.3269709543568465
210170,2016,404.0,1284,0.3146417445482866
210170,2017,354.0,1187,0.2982308340353833
210170,2018,347.0,1280,0.27109375
210170,2019,357.0,1221,0.29238329238329236
210173,2012,66.0,207,0.3188405797101449
210173,2013,73.0,207,0.3526570048309179
210173,2014,72.0,200,0.36
210173,2015,74.0,196,0.37755102040816324
210173,2016,64.0,173,0.3699421965317919
210173,2017,54.0,182,0.2967032967032967
210173,2018,68.0,212,0.32075471698113206
210173,2019,68.0,176,0.38636363636363635
210177,2012,85.0,184,0.46195652173913043
