Código Município;Total Estimado
1502806;758
1502855;303
1502905;561
1502939;621
1502954;521
1503002;152
1503044;339
1503077;493
1503093;483
1503101;705
1503200;583
1503309;1149
1503408;192
1503457;636
1503507;523
1503606;2352
1503705;807
1503754;602
1503804;789
1503903;1116
1504000;498
1504059;561
1504109;123
1504208;4923
1504307;367
1504406;334
1504422;1780
1504455;435
1504505;686
1504604;543
1504703;1257
1504752;381
1504802;1084
1504901;627
1504950;454
1504976;237
1505007;91
1505031;376
1505064;1186
1505106;1060
1505205;671
1505304;1582
1505403;382
1505437;682
1505486;794
1505494;114
1505502;2078
1505536;4488
1505551;126
1505601;100
1505635;187
1505650;254
1505700;461
1505809;1587
1505908;772
1506005;760
1506104;201
1506112;173
1506138;1726
1506161;280
1506187;516
1506195;463
1506203;725
1506302;361
1506351;346
1506401;159
1506500;967
1506559;305
1506583;218
1506609;467
1506708;633
1506807;6574
1506906;97
1507003;508
1507102;233
1507151;392
1507201;478
1507300;1075
1507409;239
1507458;451
1507466;84
1507474;320
1507508;174
1507607;916
1507706;613
1507755;125
1507805;320
1507904;377
1507953;1599
1507961;222
1507979;322
1508001;1544
1508035;502
1508050;303
1508084;786
1508100;1728
1508126;423
1508159;803
1508209;757
1508308;1016
1508357;353
1508407;930
1600055;98
1600105;184
1600154;300
1600204;218
1600212;101
1600238;171
1600253;134
1600279;787
1600303;8818
1600402;541
1600501;623
1600535;397
1600550;75
1600600;2830
1600709;361
1600808;295
1700251;34
1700301;80
1700350;70
1700400;111
1700707;132
1701002;172
1701051;61
1701101;78
1701309;88
1701903;113
1702000;97
1702109;3057
1702158;88
1702208;579
1702307;91
1702406;152
1702554;362
1702703;43
1702901;186
1703008;118
1703057;49
1703073;84
1703107;69
1703206;71
1703305;76
1703602;25
1703701;61
1703800;165
1703826;32
1703842;174
1703867;51
1703883;51
1703891;54
1703909;98
1704105;26
1704600;20
1705102;38
1705508;560
1705557;62
1705607;63
1706001;64
1706100;79
1706258;12
1706506;109
1707009;286
1707108;116
1707207;73
1707306;57
1707405;162
1707553;53
1707652;66
1707702;137
1708205;299
1708254;78
1708304;66
1709005;297
1709302;360
1709500;1367
1709807;15
1710508;135
1710706;87
1710904;57
1711100;34
1711506;45
1711803;32
1711902;290
1711951;65
1712009;42
1712157;22
1712405;56
1712454;49
1712504;77
1712702;48
1712801;48
1713205;296
1713304;175
1713601;85
1713700;26
1713809;71
1713957;48
1714203;135
1714302;66
1714880;188
1715002;59
1715101;64
1715150;16
1715259;45
1715507;20
1715705;80
1715754;103
1716109;871
1716208;160
1716307;53
1716505;248
1716604;127
1716653;67
1716703;97
1717008;59
1717206;40
1717503;93
1717800;42
1717909;91
1718006;37
1718204;1065
1718303;103
1718402;41
1718451;36
1718501;61
1718550;53
1718659;37
1718709;40
1718758;63
1718808;76
1718840;53
1718865;126
1718881;39
1718899;17
1718907;83
1719004;55
1720002;31
1720101;89
1720150;29
1720200;170
1720259;39
1720309;66
1720499;62
1720655;100
1720804;134
1720853;12
1720903;159
1720937;34
1720978;27
1721000;5224
1721109;182
1721208;428
1721257;18
1721307;27
1722081;105
1722107;189
2100055;1884
2100105;154
2100154;187
2100204;232
2100303;459
2100402;93
2100436;398
2100477;521
2100501;187
2100550;132
2100600;838
2100709;369
2100808;312
2100832;304
2100873;170
2100907;634
2100956;625
2101004;442
2101103;159
2101202;1633
2101251;249
2101301;279
2101350;60
2101400;1981
2101509;272
2101608;1582
2101707;1200
2101731;77
2101772;216
2101806;71
2101905;285
2101939;52
2101970;140
2102002;595
2102036;532
2102077;168
2102101;595
2102150;156
2102200;586
2102309;417
2102325;1259
2102358;221
2102374;159
2102408;152
2102507;332
2102556;208
2102606;225
2102705;263
2102754;157
2102804;388
2102903;442
2103000;2627
2103109;108
2103125;149
2103158;251
2103174;317
2103208;1542
2103257;178
2103307;1951
2103406;772
2103505;740
2103554;302
2103604;1117
2103703;591
2103752;212
2103802;348
2103901;197
2104008;338
2104057;582
2104073;106
2104081;245
2104099;263
2104107;179
2104206;276
2104305;160
2104404;265
2104503;161
2104552;330
2104602;233
2104628;118
2104651;679
2104677;498
2104701;100
2104800;1547
2104909;155
2105005;502
2105104;412
2105153;252
2105203;189
2105302;5090
2105351;286
2105401;1353
2105427;385
2105450;117
2105476;332
2105500;477
2105609;255
2105658;124
2105708;792
2105807;154
2105906;292
2105922;142
2105948;127
2105963;263
2105989;108
2106003;208
2106102;152
2106201;100
2106300;239
2106326;392
2106359;22
2106375;186
2106409;294
2106508;344
2106607;553
2106631;129
2106672;45
2106706;371
2106755;333
2106805;267
2106904;593
2107001;155
2107100;345
2107209;261
2107258;85
2107308;51
2107357;263
2107407;257
2107456;232
2107506;1539
2107605;335
2107704;322
2107803;559
2107902;302
2108009;267
2108058;135
2108108;466
2108207;741
2108256;431
2108306;671
2108405;149
2108454;357
2108504;556
2108603;1408
2108702;408
2108801;290
2108900;247
2109007;420
2109056;82
2109106;781
2109205;217
2109239;106
2109270;413
2109304;245
2109403;232
2109452;444
2109502;368
2109551;127
2109601;614
2109700;78
2109759;84
2109809;515
2109908;1407
2110005;1160
2110039;359
2110104;509
2110203;603
2110237;140
2110278;180
2110302;266
2110401;375
2110500;511
2110609;460
2110658;123
2110708;641
2110807;52
2110856;118
2110906;195
2111003;296
2111029;243
2111052;181
2111078;260
2111102;408
2111201;2980
2111250;131
2111300;16978
2111409;280
2111508;357
2111532;188
2111573;83
2111607;313
2111631;78
2111672;83
2111706;272
2111722;105
2111748;181
2111763;272
2111789;88
2111805;344
2111904;173
2111953;69
2112001;163
2112100;536
2112209;3156
2112233;196
2112274;103
2112308;555
2112407;741
2112456;373
2112506;1329
2112605;552
2112704;799
2112803;926
2112852;188
2112902;523
2113009;494
2114007;748
2200053;98
2200103;89
2200202;309
2200251;88
2200277;47
2200301;124
2200400;711
2200459;77
2200509;312
2200608;100
2200707;136
2200806;55
2200905;65
2200954;35
2201002;65
2201051;125
2201101;213
2201150;283
2201176;37
2201200;715
2201309;44
2201408;82
2201507;350
2201556;62
2201572;34
2201606;122
2201705;77
2201739;104
2201770;87
2201804;51
2201903;543
2201919;92
2201929;77
2201945;82
2201960;90
2201988;61
2202000;326
2202026;67
2202059;128
2202075;42
2202083;101
2202091;67
2202109;62
2202117;53
2202133;93
2202174;101
2202208;625
2202251;43
2202307;291
2202406;162
2202455;41
2202505;201
2202539;72
2202554;79
2202604;307
2202653;100
2202703;415
2202711;51
2202729;117
2202737;53
2202752;77
2202778;80
2202802;76
2202851;49
2202901;446
2203008;102
2203107;191
2203206;210
2203230;84
2203255;53
2203271;93
2203305;267
2203354;113
2203404;80
2203420;49
2203453;105
2203503;151
2203602;54
2203701;623
2203750;88
2203800;59
2203859;23
2203909;875
2204006;62
2204105;65
2204154;25
2204204;88
2204303;138
2204352;80
2204402;221
2204501;172
2204550;69
2204600;56
2204659;150
2204709;176
2204808;135
2204907;97
2205003;119
2205102;139
2205151;64
2205201;289
2205250;47
2205276;47
2205300;66
2205359;43
2205409;228
2205458;81
2205508;643
2205516;52
2205524;85
2205532;88
2205540;40
2205557;117
2205565;62
2205573;80
2205581;68
2205599;53
2205607;68
2205706;525
2205805;327
2205854;116
2205904;51
2205953;111
2206001;88
2206050;73
2206100;182
2206209;561
2206308;19
2206357;63
2206407;141
2206506;97
2206605;187
2206654;52
2206670;85
2206696;115
2206704;108
2206720;175
2206753;64
2206803;143
2206902;64
2206951;39
2207009;486
2207108;40
2207207;96
2207306;56
2207355;27
2207405;72
2207504;209
2207553;52
2207603;172
2207702;2414
2207751;53
2207777;54
2207793;51
2207801;316
2207850;45
2207900;533
2207934;33
2207959;61
2208007;1089
2208106;135
2208205;219
2208304;404
2208403;877
2208502;254
2208551;40
2208601;40
2208650;100
2208700;158
2208809;246
2208858;64
2208874;57
2208908;85
2209005;73
2209104;85
2209153;29
2209203;97
2209302;83
2209351;40
2209377;60
2209401;85
2209450;25
2209500;52
2209559;57
2209609;27
2209658;84
2209708;54
2209757;34
2209807;75
2209856;50
2209872;80
2209906;91
2209955;47
2209971;119
2210003;351
2210052;61
2210102;41
2210201;86
2210300;67
2210359;40
2210375;28
2210383;27
2210391;49
2210409;219
2210508;209
2210607;598
2210623;54
2210631;60
2210656;104
2210706;172
2210805;186
2210904;45
2210938;89
2210953;45
2210979;36
2211001;13226
2211100;807
2211209;414
2211308;285
2211357;60
2211407;68
2211506;41
2211605;27
2211704;35
2300101;138
2300150;251
2300200;1061
2300309;645
2300408;182
2300507;157
2300606;133
2300705;186
2300754;703
2300804;109
2300903;187
2301000;1158
2301109;1024
2301208;371
2301257;153
2301307;361
2301406;186
2301505;119
2301604;299
2301703;335
2301802;70
2301851;262
2301901;1263
2301950;361
2302008;236
2302057;240
2302107;555
2302206;684
2302305;417
2302404;620
2302503;848
2302602;1025
2302701;430
2302800;1201
2302909;261
2303006;313
2303105;253
2303204;467
2303303;201
2303402;267
2303501;1094
2303600;137
2303659;113
2303709;5448
2303808;320
2303907;221
2303931;151
2303956;331
2304004;302
2304103;1129
2304202;2164
2304236;281
2304251;493
2304269;87
2304277;77
2304285;1356
2304301;260
2304350;332
2304400;34703
2304459;217
2304509;272
2304608;130
2304657;183
2304707;825
2304806;81
2304905;162
2304954;372
2305001;735
2305100;72
2305209;248
2305233;1219
2305266;203
2305308;372
2305332;153
2305357;246
2305407;920
2305506;1323
2305605;279
2305654;150
2305704;157
2305803;658
2305902;483
2306009;213
2306108;371
2306207;100
2306256;711
2306306;778
2306405;2320
2306504;233
2306553;736
2306603;335
2306702;216
2306801;165
2306900;445
2307007;377
2307106;420
2307205;136
2307254;448
2307304;4213
2307403;302
2307502;351
2307601;725
2307635;232
2307650;4281
2307700;1469
2307809;549
2307908;185
2308005;625
2308104;746
2308203;256
2308302;399
2308351;150
2308377;180
2308401;597
2308500;535
2308609;269
2308708;782
2308807;149
2308906;342
2309003;171
2309102;138
2309201;256
2309300;383
2309409;398
2309458;303
2309508;298
2309607;1009
2309706;1094
2309805;173
2309904;74
2310001;107
2310100;145
2310209;615
2310258;432
2310308;433
2310407;121
2310506;496
2310605;207
2310704;585
2310803;229
2310852;362
2310902;164
2310951;89
2311009;173
2311108;245
2311207;139
2311231;84
2311264;263
2311306;1432
2311355;180
2311405;1199
2311504;260
2311603;432
2311702;247
2311801;947
2311900;207
2311959;277
2312007;437
2312106;273
2312205;592
2312304;812
2312403;901
2312502;92
2312601;164
2312700;291
2312809;111
2312908;3360
2313005;217
2313104;405
2313203;344
2313252;101
2313302;781
2313351;261
2313401;1518
2313500;819
2313559;236
2313609;594
2313708;89
2313757;299
2313807;392
2313906;207
2313955;287
2314003;511
2314102;981
2400109;98
2400208;749
2400307;118
2400406;45
2400505;185
2400604;45
2400703;183
2400802;133
2400901;73
2401008;425
2401107;324
2401206;196
2401305;100
2401404;122
2401453;369
2401503;53
2401602;75
2401651;52
2401701;122
2401800;181
2401859;88
2401909;70
2402006;676
2402105;142
2402204;535
2402303;240
2402402;99
2402501;153
2402600;1208
2402709;138
2402808;74
2402907;64
2403004;75
2403103;498
2403202;92
2403251;3589
2403301;94
2403400;66
2403509;122
2403608;735
2403707;42
2403756;37
2403806;106
2403905;41
2404002;53
2404101;29
2404200;507
2404309;140
2404408;128
2404507;306
2404606;165
2404705;205
2404804;16
2404853;95
2404903;54
2405009;110
2405108;101
2405207;62
2405306;135
2405405;114
2405504;35
2405603;173
2405702;101
2405801;563
2405900;36
2406007;85
2406106;216
2406155;51
2406205;122
2406304;103
2406403;44
2406502;227
2406601;166
2406700;121
2406809;68
2406908;47
2407005;157
2407104;1114
2407203;315
2407252;65
2407302;100
2407401;108
2407500;153
2407609;66
2407708;172
2407807;269
2407906;50
2408003;3690
2408102;11154
2408201;374
2408300;513
2408409;39
2408508;50
2408607;48
2408706;53
2408805;121
2408904;262
2408953;174
2409100;153
2409209;35
2409308;130
2409332;81
2409407;352
2409506;74
2409605;33
2409704;53
2409803;225
2409902;159
2410009;46
2410108;182
2410207;119
2410256;81
2410306;168
2410405;145
2410504;66
2410603;28
2410702;38
2410801;46
2410900;116
2411007;51
2411056;75
2411106;42
2411205;540
2411403;132
2411429;28
2411502;309
2411601;62
2411700;51
2411809;41
2411908;44
2412005;1470
2412104;65
2412203;725
2412302;152
2412401;61
2412500;309
2412559;177
2412609;228
2412708;83
2412807;79
2412906;119
2413003;60
2413102;85
2413201;80
2413300;87
2413359;222
2413409;84
2413508;84
2413557;67
2413607;66
2413706;59
2413805;36
2413904;162
2414001;172
2414100;157
2414159;83
2414209;236
2414308;14
2414407;546
2414456;45
2414506;106
2414605;184
2414704;87
2414753;51
2414803;189
2414902;15
2415008;42
2500106;126
2500205;46
2500304;426
2500403;316
2500502;227
2500536;70
2500577;60
2500601;391
2500700;189
2500734;33
2500775;84
2500809;203
2500908;129
2501005;272
2501104;366
2501153;38
2501203;107
2501302;255
2501351;65
2501401;175
2501500;278
2501534;67
2501575;106
2501609;137
2501708;87
2501807;1401
2501906;232
2502003;70
2502052;42
2502102;99
2502151;95
2502201;50
2502300;39
2502409;156
2502508;283
2502607;80
2502706;75
2502805;189
2502904;76
2503001;375
2503100;71
2503209;923
2503308;124
2503407;46
2503506;200
2503555;154
2503605;88
2503704;868
2503753;53
2503803;101
2503902;85
2504009;6164
2504033;118
2504074;47
2504108;32
2504157;79
2504207;55
2504306;426
2504355;80
2504405;245
2504504;84
2504603;528
2504702;88
2504801;200
2504850;28
2504900;246
2505006;112
2505105;270
2505204;107
2505238;100
2505279;69
2505303;22
2505352;57
2505402;128
2505501;43
2505600;103
2505709;145
2505808;56
2505907;49
2506004;515
2506103;184
2506202;32
2506251;127
2506301;867
2506400;194
2506509;44
2506608;66
2506707;164
2506806;254
2506905;339
2507002;354
2507101;291
2507200;133
2507309;223
2507408;75
2507507;11681
2507606;114
2507705;299
2507804;85
2507903;186
2508000;129
2508109;55
2508208;114
2508307;400
2508406;41
2508505;122
2508554;58
2508604;230
2508703;45
2508802;84
2508901;808
2509008;131
2509057;188
2509107;298
2509156;84
2509206;178
2509305;168
2509339;64
2509370;37
2509396;116
2509404;235
2509503;80
2509602;68
2509701;521
2509800;123
2509909;138
2510006;86
2510105;120
2510204;73
2510303;40
2510402;84
2510501;38
2510600;38
2510659;17
2510709;38
2510808;1516
2510907;154
2511004;60
2511103;69
2511202;440
2511301;154
2511400;249
2511509;217
2511608;126
2511707;99
2511806;123
2511905;277
2512002;282
2512036;39
2512077;36
2512101;422
2512200;46
2512309;299
2512408;213
2512507;708
2512606;25
2512705;281
2512721;81
2512747;49
2512754;71
2512762;89
2512788;36
2512804;104
2512903;396
2513000;29
2513109;159
2513158;110
2513208;69
2513307;60
2513356;35
2513406;185
2513505;66
2513604;74
2513653;33
2513703;2179
2513802;74
2513851;25
2513901;468
2513927;57
2513943;39
2513968;27
2513984;46
2514008;52
2514107;61
2514206;82
2514305;82
2514404;43
2514453;98
2514503;282
2514552;39
2514602;48
2514651;22
2514701;51
2514800;41
2514909;90
2515005;104
2515104;167
2515203;45
2515302;784
2515401;173
2515500;167
2515609;38
2515708;52
2515807;100
2515906;58
2515930;60
2515971;138
2516003;402
2516102;189
2516151;49
2516201;961
2516300;282
2516409;94
2516508;210
2516607;166
2516706;244
2516755;37
2516805;122
2516904;171
2517001;119
2517100;17
2517209;57
2517407;35
2600054;1354
2600104;562
2600203;258
2600302;350
2600401;372
2600500;785
2600609;219
2600708;519
2600807;252
2600906;279
2601003;159
2601052;305
2601102;1619
2601201;1138
2601300;215
2601409;658
2601508;137
2601607;294
2601706;1236
2601805;175
2601904;775
2602001;498
2602100;603
2602209;480
2602308;611
2602407;168
2602506;116
2602605;851
2602704;188
2602803;860
2602902;3055
2603009;533
2603108;316
2603207;446
2603306;124
2603405;118
2603454;2133
2603504;272
2603603;131
2603702;308
2603801;288
2603900;272
2603926;256
2604007;1020
2604106;5919
2604155;191
2604205;485
2604304;168
2604403;268
2604502;311
2604601;411
2604700;233
2604809;147
2604908;199
2605004;363
2605103;474
2605152;241
2605202;898
2605301;585
2605400;313
2605459;38
2605509;179
2605608;288
2605707;501
2605806;157
2605905;306
2606002;2250
2606101;372
2606200;1182
2606309;104
2606408;1137
2606507;266
2606606;442
2606705;105
2606804;1632
2606903;122
2607000;338
2607109;64
2607208;1767
2607307;558
2607406;69
2607505;374
2607604;330
2607653;448
2607703;179
2607752;377
2607802;246
2607901;9123
2607950;154
2608008;256
2608057;189
2608107;319
2608206;201
2608255;191
2608305;270
2608404;217
2608453;231
2608503;319
2608602;182
2608701;202
2608750;516
2608800;667
2608909;724
2609006;365
2609105;203
2609154;273
2609204;160
2609303;271
2609402;778
2609501;393
2609600;5162
2609709;276
2609808;294
2609907;1102
2610004;893
2610103;111
2610202;321
2610301;195
2610400;295
2610509;404
2610608;820
2610707;3928
2610806;337
2610905;907
2611002;693
2611101;6224
2611200;139
2611309;415
2611408;180
2611507;287
2611533;109
2611606;21477
2611705;308
2611804;456
2611903;308
2612000;131
2612109;70
2612208;1022
2612307;191
2612406;297
2612455;224
2612471;214
2612505;1551
2612554;201
2612604;722
2612703;451
2612802;151
2612901;144
2613008;760
2613107;619
2613206;351
2613305;294
2613404;322
2613503;509
2613602;400
2613701;1603
2613800;264
2613909;1403
2614006;240
2614105;433
2614204;591
2614303;190
2614402;86
2614501;840
2614600;470
2614709;198
2614808;343
2614857;444
2615003;378
2615102;142
2615201;143
2615300;650
2615409;756
2615508;197
2615607;580
2615706;178
2615805;351
2615904;139
2616001;290
2616100;136
2616183;97
2616209;270
2616308;390
2616407;1859
2616506;224
2700102;344
2700201;204
2700300;3856
2700409;648
2700508;269
2700607;170
2700706;308
2700805;78
2700904;96
2701001;337
2701100;183
2701209;171
2701308;339
2701357;121
2701407;541
2701506;158
2701605;278
2701704;271
2701803;170
2701902;112
2702009;165
2702108;297
2702207;75
2702306;949
2702355;469
2702405;811
2702504;146
2702553;224
2702603;370
2702702;79
2702801;178
2702900;583
2703007;271
2703106;386
2703205;329
2703304;320
2703403;84
2703502;78
2703601;151
2703700;109
2703759;140
2703809;362
2703908;55
2704005;364
2704104;306
2704203;376
2704302;14427
2704401;267
2704500;617
2704609;161
2704708;929
2704807;180
2704906;27
2705002;342
2705101;411
2705200;274
2705309;68
2705408;111
2705507;460
2705606;152
2705705;355
2705804;152
2705903;95
2706000;174
2706109;234
2706208;79
2706307;1096
2706406;370
2706422;183
2706448;225
2706505;193
2706604;79
2706703;971
2706802;300
2706901;529
2707008;31
2707107;415
2707206;206
2707305;407
2707404;155
2707503;320
2707602;193
2707701;1450
2707800;96
2707909;114
2708006;827
2708105;198
2708204;79
2708303;397
2708402;581
2708501;570
2708600;886
2708709;155
2708808;533
2708907;356
2708956;205
2709004;67
2709103;269
2709152;633
2709202;351
2709301;1124
2709400;367
2800100;38
2800209;259
2800308;8550
2800407;132
2800506;290
2800605;556
2800670;324
2800704;123
2801009;262
2801108;66
2801207;601
2801306;535
2801405;302
2801504;261
2801603;67
2801702;307
2801900;53
2802007;55
2802106;1005
2802205;107
2802304;277
2802403;144
2802502;46
2802601;75
2802700;133
2802809;291
2802908;1427
2803005;585
2803104;67
2803203;485
2803302;211
2803401;220
2803500;1531
2803609;373
2803708;95
2803807;64
2803906;178
2804003;225
2804102;133
2804201;246
2804300;124
2804409;243
2804458;99
2804508;615
2804607;371
2804706;78
2804805;2912
2804904;256
2805000;35
2805109;132
2805208;85
2805307;126
2805406;518
2805505;318
2805604;427
2805703;449
2805802;261
2805901;172
2806008;199
2806107;161
2806206;270
2806305;219
2806404;98
2806503;63
2806602;184
2806701;1231
2806800;136
2806909;48
2807006;44
2807105;662
2807204;130
2807303;49
2807402;694
2807501;184
2807600;366
2900108;58
2900207;294
2900306;189
2900355;167
2900405;167
2900504;102
2900603;60
2900702;2058
2900801;355
2900900;56
2901007;450
2901106;270
2901155;214
2901205;223
2901304;200
2901353;172
2901403;202
2901502;78
2901601;137
2901700;127
2901809;175
2901908;189
2901957;107
2902005;165
2902054;173
2902104;648
2902203;113
2902252;109
2902302;123
2902401;205
2902500;227
2902609;205
2902658;188
2902708;931
2902807;388
2902906;500
2903003;179
2903102;71
2903201;2679
2903235;168
2903276;213
2903300;75
2903409;307
2903508;223
2903607;214
2903706;181
2903805;200
2903904;1099
2903953;108
2904001;175
2904050;273
2904100;287
2904209;143
2904308;149
2904407;98
2904506;121
2904605;842
2904704;216
2904753;357
2904803;83
2904852;246
2904902;370
2905008;288
2905107;129
2905156;139
2905206;658
2905305;306
2905404;318
2905503;225
2905602;326
2905701;4254
2905800;629
2905909;483
2906006;1193
2906105;133
2906204;370
2906303;414
2906402;113
2906501;1039
2906600;138
2906709;302
2906808;491
2906824;273
2906857;99
2906873;499
2906899;86
2906907;298
2907004;133
2907103;426
2907202;1130
2907301;287
2907400;50
2907509;541
2907558;87
2907608;219
2907707;146
2907806;319
2907905;313
2908002;233
2908101;293
2908200;270
2908309;149
2908408;991
2908507;395
2908606;369
2908705;206
2908804;56
2908903;271
2909000;83
2909109;191
2909208;212
2909307;396
2909406;171
2909505;57
2909604;219
2909703;207
2909802;715
2909901;586
2910008;170
2910057;1086
2910107;134
2910206;53
2910305;80
2910404;217
2910503;553
2910602;516
2910701;778
2910727;1930
2910750;195
2910776;68
2910800;8926
2910859;258
2910909;52
2911006;108
2911105;450
2911204;431
2911253;39
2911303;115
2911402;249
2911501;76
2911600;285
2911659;79
2911709;1221
2911808;250
2911857;139
2911907;359
2912004;85
2912103;258
2912202;269
2912301;175
2912400;199
2912509;157
2912608;42
2912707;346
2912806;124
2912905;277
2913002;133
2913101;200
2913200;435
2913309;59
2913408;183
2913457;208
2913507;316
2913606;2432
2913705;460
2913804;175
2913903;586
2914000;768
2914109;111
2914208;82
2914307;95
2914406;389
2914505;335
2914604;1129
2914653;535
2914703;950
2914802;2642
2914901;361
2915007;222
2915106;181
2915205;173
2915304;89
2915353;170
2915403;96
2915502;246
2915601;981
2915700;96
2915809;285
2915908;81
2916005;198
2916104;278
2916203;128
2916302;124
2916401;958
2916500;412
2916609;90
2916708;103
2916807;211
2916856;194
2916906;129
2917003;509
2917102;245
2917201;222
2917300;310
2917334;145
2917359;156
2917409;127
2917508;1307
2917607;761
2917706;406
2917805;224
2917904;140
2918001;2310
2918100;530
2918209;167
2918308;185
2918357;421
2918407;4399
2918456;125
2918506;200
2918555;76
2918605;62
2918704;43
2918753;128
2918803;315
2918902;56
2919009;45
2919058;81
2919108;70
2919157;437
2919207;3079
2919306;158
2919405;114
2919504;569
2919553;1912
2919603;144
2919702;173
2919801;516
2919900;109
2919926;286
2919959;84
2920007;89
2920106;158
2920205;226
2920304;96
2920403;172
2920452;114
2920502;338
2920601;430
2920700;288
2920809;141
2920908;135
2921005;755
2921054;151
2921104;284
2921203;336
2921302;140
2921401;192
2921450;90
2921500;637
2921609;105
2921708;537
2921807;124
2921906;170
2922003;552
2922052;209
2922102;206
2922201;79
2922250;171
2922300;309
2922409;276
2922508;306
2922607;188
2922656;144
2922706;179
2922730;78
2922755;63
2922805;133
2922854;103
2922904;348
2923001;646
2923035;145
2923050;102
2923100;300
2923209;273
2923308;77
2923357;268
2923407;255
2923506;157
2923605;208
2923704;482
2923803;331
2923902;136
2924009;1802
2924058;132
2924108;67
2924207;211
2924306;231
2924405;582
2924504;215
2924603;271
2924652;105
2924678;136
2924702;113
2924801;196
2924900;84
2925006;292
2925105;647
2925204;461
2925253;280
2925303;2877
2925402;123
2925501;555
2925600;147
2925709;120
2925758;453
2925808;302
2925907;340
2925931;113
2925956;269
2926004;648
2926103;203
2926202;342
2926301;384
2926400;363
2926509;190
2926608;699
2926657;87
2926707;149
2926806;120
2926905;87
2927002;572
2927101;174
2927200;438
2927309;179
2927408;32915
2927507;306
2927606;250
2927705;507
2927804;60
2927903;117
2928000;541
2928059;534
2928109;540
2928208;322
2928307;98
2928406;430
2928505;116
2928604;639
2928703;1359
2928802;736
2928901;589
2928950;74
2929008;131
2929057;283
2929107;225
2929206;562
2929255;244
2929305;412
2929354;108
2929370;125
2929404;114
2929503;500
2929602;220
2929701;212
2929750;126
2929800;116
2929909;666
2930006;109
2930105;1076
2930154;547
2930204;522
2930303;250
2930402;143
2930501;1156
2930600;164
2930709;1900
2930758;200
2930766;117
2930774;438
2930808;250
2930907;192
2931004;263
2931053;247
2931103;95
2931202;283
2931301;239
2931350;2239
2931400;58
2931509;282
2931608;207
2931707;146
2931806;193
2931905;599
2932002;317
2932101;238
2932200;316
2932309;268
2932408;158
2932457;203
2932507;257
2932606;176
2932705;334
2932804;260
2932903;1416
2933000;290
2933059;163
2933109;87
2933158;193
2933174;115
2933208;572
2933257;61
2933307;5458
2933406;109
2933455;192
2933505;409
2933604;860
3100104;73
3100203;237
3100302;164
3100401;54
3100500;96
3100609;164
3100708;19
3100807;29
3100906;272
3101003;155
3101102;320
3101201;53
3101300;21
3101409;29
3101508;396
3101607;1014
3101631;72
3101706;561
3101805;116
3101904;222
3102001;158
3102050;95
3102100;103
3102209;66
3102308;143
3102407;42
3102506;37
3102605;468
3102704;101
3102803;129
3102852;101
3102902;136
3103009;110
3103108;10
3103207;24
3103306;26
3103405;375
3103504;1329
3103603;31
3103702;105
3103751;134
3103801;17
3103900;124
3104007;1489
3104106;74
3104205;526
3104304;142
3104403;34
3104452;57
3104502;183
3104601;138
3104700;139
3104809;47
